Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-Veteran,Brazil,A,191.20786689656347,-129.94952758962478,10.283616614930313,E,A,D,B,C,D,-94.5250969982788,E,215.88991426925176,B,A,19.758102045248823,1
Veteran,Germany,D,-147.85667166607587,17.542623141714916,40.1621263154687,E,D,D,B,B,E,-50.80827894395142,D,-129.75208704669416,D,A,77.61051590805951,0
Non-Veteran,US,D,53.89809458372851,-9.835578596951462,-121.81309544100725,B,D,B,A,B,A,-98.77756905488187,B,34.57981473209422,C,C,45.680686434861336,0
Veteran,UK,B,90.59529323976948,-128.4791999137397,-153.66758322208938,A,C,D,E,B,E,-73.19597158397502,D,-107.47230447849671,C,D,1.354446998920809,1
Non-Veteran,India,B,-84.62991700429352,33.23762615261118,147.37859687196874,C,B,B,C,E,A,51.98511164560574,B,62.26116814790256,D,A,7.002880006761189,1
No,UK,A,1.1256199559795832,61.18831080158573,204.5078345730356,B,E,D,C,A,C,30.23462348674065,E,45.15870786282202,D,C,154.52809566547998,0
Veteran,Germany,C,56.87103172885142,141.70725096337696,-50.51844669275752,D,B,A,E,B,E,25.394033553534157,D,87.49960665634241,C,A,33.429930514081825,1
Non-Veteran,Germany,D,-200.3678043243367,50.703076882754736,-85.47431969518028,A,B,C,C,C,B,-25.043163282937215,B,-156.42100146941226,E,C,-5.751439280863474,1
Non-Veteran,China,B,158.18396896815068,-57.76696401851215,58.761797690167406,B,E,A,D,B,B,-268.96709419918875,E,99.75278870015755,B,B,24.714964704379202,0
Non-Veteran,UK,D,-16.537891184040284,150.64193868550873,-139.67628414123766,C,D,D,D,C,B,65.33271602890117,C,-55.533227972394286,E,B,-53.78276504155408,0
Non-Veteran,Brazil,D,-8.052555801950643,83.51109068601154,152.8145165971677,E,E,C,D,E,A,58.60636924442022,E,-158.91578792662006,E,E,-115.91927362431605,0
Veteran,US,A,-34.12426980855201,-38.588143325259864,81.90252202197381,A,D,A,E,E,A,47.11604985582112,E,-34.50918324683265,B,C,-61.190241533018806,0
No,Mexico,C,1.1761967551689627,115.24719014164526,104.8628812450912,C,D,E,C,C,A,14.438846726192512,A,-68.67926046105882,E,A,26.561073599412904,0
Veteran,Germany,C,107.10021160402479,-77.72303143734268,7.48935467050095,A,D,A,E,B,E,-79.37436979616469,D,-50.28120349080108,C,E,42.594539044722175,0
Non-Veteran,Germany,B,-24.772123336953296,-66.59013057507711,-99.91852802276347,A,C,D,E,D,B,75.23371593417815,B,82.85702024694169,C,B,-38.12507973742745,1
No,India,A,-79.8032805403652,20.043123289472764,-146.04890386431126,B,D,D,A,E,E,-47.51124208802826,C,47.30479403649866,B,B,57.490252543317744,1
Veteran,India,B,13.040848339193845,-203.03642257903377,41.522922268160215,D,B,E,E,C,A,-47.93158100878016,A,31.48081730250646,B,C,-68.65142683461426,0
No,Brazil,C,145.60222339293958,26.879194128072765,37.866532855119885,A,A,C,C,C,A,-5.63356039331651,B,24.643007521808155,B,D,-104.99131705466927,0
Non-Veteran,Germany,E,49.63771470540422,6.2744107327921625,-83.64663672939238,B,D,D,C,D,D,-103.74579713044415,C,14.90863114004714,B,A,165.01952806424046,0
Yes,Other,D,141.8316487962872,61.83274341365691,-57.22791012218465,A,C,B,C,A,E,-26.056200546910162,B,-9.603825155354626,A,A,28.994116565550332,1
Veteran,China,C,128.13209194409197,-87.83817272021449,-11.85581024534666,D,E,C,A,E,D,112.93339365801944,D,23.98175726883504,D,A,195.38836726595338,0
Veteran,Brazil,B,-35.05419452891513,23.35172563895531,-26.092425153080246,B,D,A,E,A,A,-9.423541200699615,E,0.3141051566528923,C,B,-133.96815956492486,0
Yes,US,A,4.788637031014958,64.06517202592026,2.7767592408602546,A,A,A,D,B,E,93.41100157735374,A,-68.34570765908997,E,E,88.46029201167426,1
No,Brazil,E,98.1578988014421,-183.20662006666333,21.339319122973162,B,C,D,A,C,E,-115.40153994752474,E,-33.397775461183635,C,D,-95.34760746100598,0
Veteran,Mexico,B,-7.719012072694813,-26.74979104957717,-86.29553869359502,C,B,D,E,D,E,-154.61395002750166,D,21.468564213980653,C,E,-46.19274086700313,0
No,Other,D,-28.269621727006754,21.56797514680243,5.8747452907277635,B,E,E,E,C,C,-65.98390455577844,C,-85.14578157203174,C,C,-5.063607051668515,0
Non-Veteran,UK,E,-58.72263547531009,-74.95599886458977,-94.53789768711643,A,D,E,A,B,C,-48.9736561911657,E,-90.52760536897046,B,B,-44.94085443146184,0
Veteran,UK,E,-8.795761762096852,-17.110509662005022,-208.9644606844812,D,A,D,D,C,A,-171.3308919885329,E,137.97498833210972,B,C,-97.36889996895289,1
No,Mexico,B,73.44595176721623,144.46718945824927,-13.785819151104539,D,B,A,B,D,A,-11.660382048704326,C,180.53782657396764,A,B,165.73928048581905,0
Non-Veteran,Brazil,E,74.18023103097121,-97.28634509704814,170.55436183763794,A,B,C,D,A,D,-77.43843333652721,A,-51.719467154207855,C,D,-256.18539622171215,1
Veteran,China,C,9.029127490793615,78.06381064161789,124.21494008569623,B,E,B,C,B,B,155.40733662590728,D,169.5600641553184,E,D,9.63336558504076,1
Veteran,Brazil,C,120.19618862622332,-121.84016601318628,-108.18514795871282,D,D,E,B,C,A,-121.03182951113136,E,5.612076290973159,E,A,-102.49980911770002,1
Yes,China,E,-19.437531710775698,28.545386035895675,-104.20356334039604,E,C,A,E,D,B,137.71503551418203,A,-83.40654326633933,A,C,187.90279948930956,0
No,US,D,37.535062433032515,-59.130972803466506,30.295419881632153,B,A,E,E,A,E,10.95992829749764,B,-6.523578059688486,C,B,33.509225430327724,1
Non-Veteran,Mexico,B,-52.876463389995145,79.59883798496632,83.25152685090708,E,C,E,B,A,B,21.54624512783148,E,0.9262915622049531,B,E,-108.46618727401508,1
Yes,Other,B,220.1619672690324,1.8140527370336705,-45.15032226937398,E,C,C,C,A,E,-23.60348651540874,C,-80.45436093426484,E,E,-44.337044675518996,0
Veteran,Other,E,-27.542558455947148,-21.73489401265521,-12.054391981593975,E,E,D,E,B,D,91.11100084003557,A,-85.06142975389123,C,C,-8.75660462603243,1
Veteran,China,B,-150.89014548691043,158.04349976329667,31.33149934452822,B,B,B,A,A,A,108.67596448147326,D,-118.31778306475522,D,B,-106.22697238722199,0
No,US,C,-45.81552540811674,73.40760260173322,140.46483494712825,C,C,C,D,E,C,72.27485965876275,A,-27.780282938193086,E,C,152.96760418176493,0
Non-Veteran,Other,B,-46.358470081887596,158.07281142991673,119.32007850374318,B,D,D,C,E,A,55.8890445247324,B,-98.01964841897636,B,D,-67.25425256694443,0
Yes,Other,E,134.68837934640845,-25.0619179890566,133.39407351787384,E,D,E,D,A,B,117.35625024434768,C,-1.0905867256699453,C,C,251.87953867502117,0
Non-Veteran,US,C,-63.62196773620021,-88.29218523546784,114.36929016150515,E,B,A,D,C,B,-165.3596132065409,A,-38.51006608215898,E,C,-266.68543129546475,0
No,Germany,E,184.87197389075942,21.48161457098955,92.18272427308845,C,A,A,D,E,D,144.03941190081676,A,40.76753931792872,C,E,50.77644854427438,1
Veteran,UK,B,86.34766357037623,90.44141914536922,-63.59108885382031,A,A,D,D,D,D,-87.38806725924854,C,-184.48220587607673,A,E,-182.07072746882474,1
No,UK,C,-73.6901025129222,108.22295744377783,129.08391668124438,C,A,C,E,B,E,212.0481333286227,C,-65.34625584111816,D,A,-131.2493264060235,0
Yes,India,D,-53.97486120417053,2.5455079845988324,-27.839917887467436,C,C,C,B,D,C,89.42596857041424,B,-17.599300989416104,A,C,113.8293347658943,0
Non-Veteran,Germany,C,-35.36317955010934,91.89447878061955,105.37474302310143,E,A,E,B,D,E,41.405109722505216,C,104.19502477555889,A,E,8.359316018189453,1
Non-Veteran,India,D,-18.349894600256384,-94.35416359557722,-65.05115428281857,B,E,E,D,B,D,-23.87699586759861,E,48.72851986981378,D,D,39.872224632302014,0
Veteran,Mexico,B,94.55848551308938,-20.765957463246437,-99.25375126482054,E,A,C,E,A,D,-35.83328486089729,B,110.7904812897193,E,E,40.91300984378124,1
Veteran,UK,C,114.37056840783384,-78.51625138212138,-96.7912570510143,A,B,B,E,E,A,-202.1618937341836,A,-36.57433215688114,B,B,-35.46102533068458,1
Yes,India,E,-95.4980819314881,-94.21771266667717,-75.38570071869506,D,C,B,D,A,C,-92.8126499121461,B,18.00865453101422,A,A,-151.59878602204685,0
Veteran,US,E,69.78902241470438,-89.77298962955528,143.63242311302167,E,D,B,D,D,E,-51.9313634359828,C,105.37405541480157,D,A,114.75817492737497,0
Yes,Germany,E,-124.75891492226923,-1.2487230036332029,-13.437731484717089,E,C,E,D,E,B,64.62889488531886,E,136.319795275036,D,A,5.495140013530263,0
Non-Veteran,US,C,44.64300773179355,-85.79974684466187,-76.03078115807217,D,A,B,B,E,A,3.5509182390750738,D,48.63498239347322,C,E,45.47869271079486,1
Non-Veteran,Brazil,D,159.5086735472542,-130.62161210991087,144.9767946026698,E,C,C,A,C,D,-52.47189469307153,B,-110.63312611117347,D,D,9.224262822992943,1
Non-Veteran,UK,C,-47.74269935519653,33.7783958736099,-71.12564586995241,E,A,B,E,E,C,8.639989223200532,A,20.85733342891269,B,D,-5.913502368879526,0
Veteran,Other,E,-132.59411686282792,-191.83191828939206,34.601497088989014,D,D,E,C,A,A,-27.481362812425647,B,-140.75887170607112,B,D,-120.29702996633989,1
Veteran,Other,D,1.8121894683606883,-160.52694549656144,-30.76103885714157,A,E,C,B,A,B,-131.92102110482125,C,5.768019161785614,D,D,50.78144336700624,1
Yes,India,E,-37.27695272049385,31.922589586704355,-120.98981904947557,A,C,E,E,D,A,7.180942861370927,C,-117.64185479401377,B,D,-165.1995983023419,0
No,US,A,26.372939601684752,-36.18350151456436,190.9190457121317,E,A,B,C,C,A,-282.9240822724547,E,-91.03359679545007,A,E,-2.4282637140467926,1
Non-Veteran,Brazil,D,72.80902159084887,-88.6089872604573,115.29670556468945,A,A,B,D,E,D,21.304037319870503,E,-29.656924195481878,D,E,-3.3740895684886656,1
Non-Veteran,China,B,102.2870007431766,114.32225795662401,6.681149025391029,C,A,E,A,E,D,64.33798027789305,A,-126.1782139743143,C,C,-35.3975045531527,1
No,Germany,D,28.9912486150583,-18.615695065265157,-70.2213021925696,A,B,B,D,B,D,-62.63136987062813,A,-68.64613284513304,E,D,118.72385641136896,1
No,UK,A,83.86451991280435,114.92738053101303,101.33859038457305,A,C,A,A,E,A,5.955142146808859,D,-19.37343195604302,A,E,10.764031631001728,0
Veteran,UK,C,48.07794230419313,-198.24197415585053,-65.15614389149312,B,E,C,A,A,D,37.533041877793366,D,161.7654351032721,D,B,-73.81926224612837,1
Veteran,Mexico,C,230.05881802051812,54.009317600647776,237.83355998939751,A,C,E,D,C,B,-25.85412251246957,E,-13.945433761644372,A,D,-91.0918142060615,1
Non-Veteran,US,C,-41.54251811990904,-49.066350527161795,-15.084198839272242,E,E,E,B,B,A,196.7937049145539,C,-88.10014247141943,C,D,109.60259826643212,0
Non-Veteran,India,B,-97.83373860816891,-91.53249626541194,59.288052813579824,A,E,E,B,D,C,-82.54658651970907,B,-19.94634017734069,B,E,-66.7053108922607,0
Yes,China,E,41.43430269767772,51.87433567741672,118.99070060966055,C,E,D,B,A,C,79.08229726541458,B,19.78450838849841,D,D,-67.84926967197165,0
No,India,E,-109.41546241307753,-119.74509838427213,13.48016405758299,A,E,B,D,B,E,-49.693602004112485,E,-48.417628283369055,B,C,-34.46513137879624,1
Non-Veteran,UK,B,-69.17449145802316,3.105633883907016,-121.81851395701393,D,A,C,A,A,B,-198.7390479570171,C,-112.9306942148092,D,D,-137.68029860834778,0
No,Other,A,-96.56194612587944,179.17261181994988,28.093205935490474,D,E,B,C,A,E,167.61280378835443,C,4.931770691392207,C,C,146.406508572426,0
Veteran,Mexico,A,-318.6776046077794,-77.08557174375478,222.77314745918227,A,B,D,B,B,D,192.94080590025396,D,164.163295579919,B,B,-115.4697598544983,0
Non-Veteran,US,E,-36.298719100525304,10.229722868523854,57.5864253236397,A,D,D,C,D,A,26.674293765641867,A,55.42034809948972,B,C,-210.30987224903134,0
Non-Veteran,China,C,-103.47330843342732,-113.42987991863178,45.81171028216441,A,E,D,C,C,A,48.85498577273895,C,-34.62746153803977,C,D,-124.3200834702015,1
Veteran,China,C,115.3127987928963,-211.7541701185332,78.08666101085548,B,A,D,D,C,C,-128.02609953842833,E,23.557810229050162,B,D,-13.078837522118148,0
Yes,US,C,-35.564702916722155,62.499506595131535,-84.59635847404154,B,E,D,D,B,A,63.93715848188969,C,-62.73986211127772,E,E,-140.12583457264532,0
Non-Veteran,US,D,69.67658370201013,100.41117172494143,36.236606775867074,A,D,D,E,D,B,43.7085221146482,D,-88.73777217041989,A,B,-82.74082767132552,1
Yes,India,C,17.35157391392613,-12.442408053566515,6.870013560808758,C,B,B,E,D,D,-8.887907525857841,C,-117.95942047570878,D,E,-118.9673178826667,1
No,Mexico,A,-29.31295041002843,8.90391693725901,109.59941712026502,D,D,D,C,C,A,68.27347621411538,E,-1.6664292509500263,B,D,4.425416295916089,0
No,UK,E,109.95054464335064,22.902540386029724,-91.07300642165616,C,E,E,E,E,A,-63.7615188979152,D,-107.68978585999784,D,E,48.573051275854745,0
No,US,C,27.056752476887112,24.889922126614533,23.02407206713177,D,E,B,E,A,E,-115.65109998162741,B,-37.59238599488001,A,B,-147.5603236383084,1
No,Other,E,181.5878594103814,161.04638890816685,4.369118054399295,D,A,C,A,D,E,-47.90867977006926,B,127.84389799518378,D,A,-166.59001270938575,1
Non-Veteran,Brazil,C,43.403416417600475,61.110918079947275,0.04905925522172116,C,E,C,B,E,E,-11.336245529351965,C,157.03666239133972,E,B,-87.44007485019021,1
Yes,India,A,-229.16057935765048,47.72212458876282,89.29833263727689,E,D,E,D,D,E,16.43308911185956,B,-80.32122288358256,B,D,163.35929073904626,1
Yes,China,E,-32.34339770943049,33.25258708881885,158.42051612771456,E,B,B,B,A,E,-72.56365806638686,D,172.66289076770357,A,A,-70.24602801233708,0
Yes,Germany,A,-59.504261756310896,-3.6588666349204275,25.323804095065896,D,D,B,A,C,E,130.60829078653316,C,-139.30656081512717,B,D,-90.28422744268072,1
Non-Veteran,US,B,86.01926045549358,-129.57460584615518,111.57966022084767,C,D,C,B,E,A,47.61877188037676,D,-30.98662305649175,C,D,35.373229031969316,0
Veteran,China,B,124.37935763491188,7.562326740294768,-98.49163976618098,E,E,E,A,C,D,-183.0889377013611,D,-51.20842635554275,E,B,-106.97038835207326,1
Yes,Germany,A,74.60780596375848,-85.14228875154967,-208.26753570907854,D,B,E,E,A,B,-28.826682149230965,B,19.857775816039037,E,A,-36.95702468668424,0
Yes,Brazil,E,26.913301898297696,219.1094027871737,209.30862737810904,D,E,A,A,A,E,-76.74151658797503,D,18.766495444269996,C,E,-46.88236695727027,0
Yes,India,C,0.8278476309150642,60.2399631022887,-116.69725620582139,A,D,D,D,D,D,-58.211122588990726,B,-91.04477008137576,A,D,-73.66101984637278,1
Non-Veteran,Brazil,A,103.83286823815044,-2.4763644359759267,167.35302372102032,E,A,B,A,D,D,-93.76128863673452,B,-119.67729878193252,E,C,49.432673713761304,1
Veteran,Mexico,A,17.16479031999112,-88.37837751234645,95.49499400975745,C,B,E,E,D,A,144.0967229007985,E,-32.49515337977339,A,A,-66.70132777775262,0
Veteran,US,A,126.76694374962662,73.32911379545479,-153.08442428884058,D,E,C,A,B,D,-146.83111689028175,B,-162.09824803433028,E,E,-55.690249653403576,1
No,Mexico,E,-125.84729369443957,66.37789805471542,-101.84306761764108,D,E,E,A,D,B,33.393513386667436,A,-182.48727968550475,B,C,45.83840731640292,1
Non-Veteran,Germany,C,108.37003698761623,-165.5176964894244,-124.07300696836967,D,B,D,B,C,C,-161.452340616065,A,-89.66653062660296,C,A,-28.305554628683993,0
Yes,Other,A,32.04060995281067,54.43443610136334,10.023374614664878,A,B,D,A,D,E,69.70580014181857,D,-8.446128289459217,C,B,25.125717753873367,0
Yes,Brazil,E,46.04333132868655,-64.73266470569354,64.6836095220512,D,A,A,E,E,A,-35.34719807226006,E,-56.03375757253317,B,A,55.62943912924992,0
No,India,E,7.065003921949247,96.82941778328318,-104.79454348653066,C,D,B,A,A,A,-106.66714140121027,E,-9.00201749348873,A,C,12.919629114264488,0
No,Mexico,B,-83.13468708447004,2.18389973047608,74.84910308198198,A,A,E,E,A,C,39.44234411101215,D,143.14147617579061,B,E,63.57263564973613,1
Yes,Other,B,-67.91545171503421,-139.29595121404273,-57.66916874482712,D,B,C,A,A,E,-29.422702263665524,D,120.19747134271523,D,C,-30.188578803377037,0
No,India,A,56.52112836745034,-157.0652076196473,312.5714301904794,E,A,B,A,D,C,-109.20572028095835,E,2.818146971291817,E,C,2.732965623776399,0
Non-Veteran,Brazil,E,7.676522378153738,-5.718668253810834,-74.87139327091296,A,B,D,A,B,A,90.83874809340523,C,42.03676012478873,C,D,-60.115255220541385,1
No,UK,E,-138.48279021746572,-148.69221607876685,67.08570446888707,E,C,D,D,C,E,-62.97333064024732,A,-167.4010957677793,A,D,77.77857317733269,0
No,Other,A,-33.684831971974475,103.03488456740943,91.57664743736254,D,B,E,E,C,C,21.906740751556136,D,136.25183500694172,A,A,40.60356599310419,0
Yes,Mexico,C,-49.35020584065733,184.5214710113089,-122.20028549409932,C,E,C,C,B,E,150.20610517162436,B,-200.94881446920763,D,A,145.06276481036815,1
No,US,A,185.22273579839396,-219.55476828614476,-78.26877898008432,C,B,C,B,A,C,-2.779925988333132,E,-21.048484347591216,C,C,-31.535429466488722,1
Yes,Germany,C,62.209349495826096,-38.29361668126697,-64.21456101910995,E,E,D,C,E,C,135.453559489286,C,-54.958406450649846,D,C,-127.75098794350457,1
Veteran,Mexico,A,-92.73137252998805,93.42045847960783,-93.69573807340853,C,A,D,E,A,C,-84.11539210470235,A,109.37139560758911,B,A,-167.92632301840993,1
Yes,US,E,36.62533976002118,-192.4778090392368,53.52657654758184,D,E,E,A,D,C,40.488514827078625,B,-27.419986993768607,A,A,76.86372841679683,0
Yes,UK,B,-17.570397024289534,-80.71184034220789,69.46203179296452,E,A,E,C,B,E,-86.36931829426064,A,-41.209719724462616,D,B,-96.45129804802916,1
Non-Veteran,Brazil,B,-135.69824749235374,-164.51418395333596,2.6068167120693384,A,A,B,A,D,C,-76.65869828398769,B,-100.1787838236812,D,E,154.62475124342174,0
No,China,E,44.239565675498646,-19.473247167055952,225.49612805965435,A,C,C,B,E,E,-12.15585502260237,D,168.70970715369697,C,A,41.66843824956635,1
Yes,China,B,-46.114544756256656,-121.14916651972653,-196.4063866519075,D,C,D,B,B,B,99.87177934950616,E,66.99424058889143,D,A,100.79025035224404,1
Yes,US,B,8.58118768613782,-3.426598587354447,-176.21099424935204,E,B,A,A,D,E,59.808222153290934,E,132.41202266302133,A,B,-46.267421341573666,1
Yes,China,A,120.42277112580739,-158.13346248494656,73.64733589867254,C,D,E,C,C,D,-130.61703784986537,C,-43.01139006672028,D,E,100.80142692321847,1
No,Other,E,50.6613695362592,-58.722461366261115,-207.65195255218,A,B,A,A,C,C,-170.2004911971089,D,-72.99205074482019,B,D,-66.22591562649438,1
Veteran,Mexico,C,25.26917974339406,-132.57927413346613,34.50032613547217,D,E,E,D,E,B,-150.02252462623701,A,25.870212392508634,D,E,-5.107344293345963,0
No,Mexico,E,-144.18892376459064,-55.00080721144608,-75.61930786315573,D,D,A,E,C,E,107.22871516467525,B,1.4067631560610727,E,B,-159.11761202737895,1
No,US,C,-92.58832846101717,-63.21854424447376,217.48812624766472,C,B,E,B,C,C,-2.7053871049942257,D,23.172541378916037,C,E,77.70641494708,1
No,Mexico,E,13.154898598279841,-103.40970127585314,80.9897881812536,B,E,B,E,B,B,-149.1935144227906,D,-26.340938548296844,B,A,-119.06230355329433,1
Non-Veteran,Germany,A,67.84459671247328,38.86657913782986,-11.661095419235702,C,C,C,C,B,D,-33.87866076566652,D,-93.55772505217753,B,C,101.373076764821,0
Yes,Germany,B,-25.777148382218996,-16.857683375407255,-34.976693267648876,E,E,A,B,B,A,24.491932787446473,D,73.39925980409623,D,E,39.60783315087749,1
Yes,UK,B,58.17027881435893,97.77543387186046,-30.966839257154344,A,D,A,C,A,E,-16.823483886311195,B,140.07189473021185,A,B,50.36198617430932,0
Yes,China,C,35.865724747559,-167.86194851759603,-29.087998654965613,E,B,B,D,A,C,24.364522424971035,A,21.068007370931497,A,E,-110.38139901746862,1
Veteran,UK,D,86.12028698772312,-80.17578823671478,-140.60090598269787,B,A,C,C,E,D,27.328470482023974,A,-47.75434214787247,B,A,-9.251404787765162,1
No,Mexico,B,-114.84245760861805,57.355049195143515,194.98450475021315,B,D,B,E,C,D,-54.338623254454674,E,34.80117682512012,D,A,101.57896490697678,1
Yes,India,D,-1.0567446058603334,-228.7406176665349,85.00284825796189,A,C,D,A,C,A,-78.1170318703381,B,-40.82801850166638,E,A,-43.90486803877368,1
No,UK,D,-9.721733514661729,-25.193848298199445,-11.882554310956047,D,A,B,E,D,E,-1.5161530957883096,D,-127.19382942552645,A,A,-112.73340382547981,0
Yes,US,E,-36.83389036494278,37.34259453008962,129.98555860621198,B,D,A,D,E,C,13.047539550254369,A,71.80321879885916,D,D,221.53889771778185,1
Yes,India,B,88.48201101414644,-205.59551917967192,-19.086652697901517,B,C,A,D,E,E,23.64568485791074,C,71.93822406198619,D,B,31.363893445205836,0
No,Germany,A,-47.234986829533696,-5.5216144319571425,65.99368821317792,E,B,A,B,A,D,-60.04065609480388,E,-178.72563600409384,C,E,-65.92363828514317,1
Non-Veteran,India,E,-53.88423362123219,173.43113314403098,154.75156875198465,C,E,C,D,C,A,-89.90337579747016,B,52.5541837968439,A,A,-107.94047180364016,0
