military,civil_status,race,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
No,Widowed,Other,70,C,-9.493826401418078,16.56731779669358,D,B,-22.05678190715451,A,0
No,Married,Other,57,E,-166.46811885647412,-61.76912387169175,D,C,-140.2323445193845,D,0
No,Married,White,84,C,45.172900838930666,169.80300782994507,C,E,-42.91343206883097,A,0
Non-Veteran,Single,Hispanic,37,A,-198.32071535089625,5.005583176443286,C,C,76.68376456015493,D,0
No,Single,Asian,80,D,79.73759969334728,-26.25589706586672,D,C,103.8189169386381,A,0
Veteran,Widowed,African American,28,C,65.27107396605008,80.74895566972951,C,A,-22.020028616062977,A,0
Yes,Married,White,88,A,108.5890450356132,-153.2848059505904,C,A,92.59279272413218,D,0
Yes,Widowed,Black,44,C,234.20088584329778,-201.87477977645347,B,D,63.63238783242807,A,1
Veteran,Widowed,Asian,55,E,81.77793449168598,79.83031266690939,B,A,-11.938695551365054,C,0
Yes,Single,Hispanic,48,D,58.68685452969571,149.09135244460262,D,A,-99.93211814319841,B,0
No,Married,African American,58,B,-162.2290986109746,-130.47173995256364,B,E,-78.64064875578866,B,0
No,Divorced,White,22,C,-127.66649354522752,-31.578176592519736,B,D,-55.026453931700594,D,0
Veteran,Widowed,White,51,A,56.23222645226252,6.345898585043129,D,D,-14.996396453879887,C,0
Veteran,Widowed,African American,55,B,-73.92321178809634,-183.41888609314242,B,B,-96.82651027905308,E,0
Yes,Married,Other,96,D,-62.36919881904279,-127.81313169393668,D,C,-43.16958510192917,B,0
Non-Veteran,Divorced,Asian,46,B,-89.29466207033146,-94.24415752198546,C,E,-140.87082951552185,D,0
Non-Veteran,Married,White,54,C,-140.31093519327234,47.915249121534224,D,D,-17.957171350383796,D,0
Non-Veteran,Single,Other,70,A,-162.76635721661572,47.23527906804763,E,C,-43.38732151495491,D,1
Veteran,Married,Asian,72,C,-85.71984657983054,101.52891901268148,A,B,-27.958275002954565,E,1
Non-Veteran,Divorced,Black,21,D,63.80624896081291,-85.0137656635327,D,C,86.879422097389,E,0
Yes,Single,Hispanic,21,E,-150.42546478087,130.5874027126029,A,B,-11.032233741646827,E,1
Yes,Widowed,Black,58,C,132.6061023200937,66.87407978317047,C,A,-62.524665921350795,A,1
Yes,Widowed,Asian,96,E,-15.296427902217951,121.02527726476025,B,C,-20.898437284016534,A,0
No,Divorced,Asian,95,C,37.70038874343385,5.340947610842434,E,A,137.67412875478306,A,1
Non-Veteran,Widowed,Black,78,A,189.02079748114784,-67.25003577281836,B,D,-12.974990356612096,A,1
Non-Veteran,Divorced,Black,59,A,-215.50461791156886,26.773172958589235,E,D,218.78148492286977,E,1
Non-Veteran,Single,African American,47,B,-98.15626930776078,88.15180605915958,B,E,-37.593231529827186,D,1
Veteran,Married,Asian,56,D,-287.0298582604649,-44.9215389256698,C,C,108.03615680725585,D,0
Yes,Divorced,White,22,A,-28.77751382575792,49.713522102474265,C,D,123.28439655764845,D,0
Non-Veteran,Single,African American,25,A,35.22839822131475,118.21247086797595,B,D,-46.32933102559968,B,0
No,Single,African American,34,C,-60.19184462979095,-41.28334215302466,D,C,-108.40070802741346,D,1
Non-Veteran,Widowed,Black,87,B,-9.994746813721097,-121.81000459225359,A,E,85.20536172948839,A,0
Yes,Divorced,African American,64,D,-19.329672785329837,-308.6488297617858,E,B,-71.67536306298055,E,0
No,Married,Other,87,A,-23.160618834068977,94.38608102005948,C,A,-206.5578543863919,D,1
Yes,Single,White,24,B,-47.56335716705852,86.24437337549212,A,D,-57.247494351146365,C,1
No,Single,Black,55,B,-77.32753789312022,37.57581365486233,D,C,134.4484880482167,C,1
Yes,Single,Other,33,B,149.3944454069378,73.96076994831185,D,B,-191.0665757002034,C,0
Veteran,Widowed,White,43,E,-72.67562607952966,-53.034544800976576,C,B,-21.434318181799384,D,0
Veteran,Divorced,Hispanic,48,E,119.4007441763061,235.58986987087053,C,C,27.20245897801578,B,0
Veteran,Married,Hispanic,24,B,-56.661524441192846,304.05208713218195,D,E,-163.48461050201374,E,1
Veteran,Widowed,White,92,B,-84.47332879543666,83.04947484856791,E,C,57.93422391711454,B,0
Non-Veteran,Married,Asian,27,C,106.16438843656155,31.86675467552773,D,C,80.80041313117201,B,1
Yes,Divorced,Hispanic,52,E,56.54159348495338,-40.56391610930039,C,D,-151.99014207845042,B,1
Non-Veteran,Single,African American,88,D,117.49810763881246,-134.55505244833944,E,D,86.94783520754915,A,1
No,Divorced,White,36,D,0.5841239403673987,-78.09730807592872,C,B,-42.39125351510277,A,1
Yes,Single,African American,56,C,17.889360873073873,177.44798554082965,C,E,26.084903253113996,B,0
Veteran,Single,Black,98,E,5.588241445613056,24.851809734888676,A,C,24.37047736295735,C,0
Yes,Married,Other,67,B,-21.42344274646665,-74.51091270430591,B,E,71.0056764947423,E,0
No,Divorced,African American,75,B,121.385085000782,96.8283518424163,C,C,65.89843529568219,B,1
No,Married,Other,76,D,-5.134761894329334,-187.20797102869088,B,C,87.56468923191993,C,0
Yes,Married,Other,69,B,114.61206153138181,34.721368588015146,D,C,-50.60559383837601,C,0
Non-Veteran,Single,Hispanic,90,B,47.00271681447351,44.69030829721994,A,D,64.25353814293435,C,0
No,Widowed,Hispanic,20,C,4.939710538268451,-109.84411807947691,D,C,14.131404147584508,D,0
No,Widowed,African American,84,C,45.62147992855167,-74.35377315292523,C,A,-72.720531061751,E,0
Veteran,Married,Other,54,C,2.9814228368471314,40.77663298006332,B,C,173.63964918573075,E,0
Veteran,Married,Asian,32,E,150.7655292984705,-33.55613696928292,A,D,127.76452400355052,B,1
Veteran,Divorced,Hispanic,90,B,-76.78107194788242,-23.21773452968621,A,D,-50.166293753928215,B,0
Veteran,Single,Asian,92,C,-24.78152214059768,-128.29990476372183,C,D,-140.19145362799281,B,1
Veteran,Widowed,Other,18,E,-143.64766814142124,100.2017871985897,E,D,16.992337273464496,C,0
Non-Veteran,Widowed,African American,84,E,-35.57274341013544,160.14698250986137,C,D,-85.61865920400312,E,0
Non-Veteran,Married,Hispanic,26,A,79.10970633640045,32.51412455684159,A,C,77.75542875440807,B,0
Yes,Widowed,Black,18,D,40.2906143330383,47.84488717644893,E,E,86.23592016731645,E,1
Non-Veteran,Widowed,African American,41,A,110.67224332090805,-77.27378825868182,C,C,164.91021044963355,C,0
Yes,Widowed,Black,29,B,-155.90469603497866,-2.2775756119837802,E,E,28.696370576858428,B,1
Yes,Single,African American,47,E,-4.546947498580972,66.84945151682543,C,B,-67.43649025211487,D,1
No,Divorced,White,73,B,-11.567145819611659,-22.509189545067404,E,B,-11.174675965008305,C,1
No,Widowed,Asian,58,B,35.38573903248193,-170.09438613077987,D,A,-217.68592009888002,A,1
Veteran,Married,Hispanic,18,C,107.90256849098083,68.4972598018826,E,D,42.409397507185965,C,1
No,Widowed,White,74,D,-18.92134020456224,172.28584623792526,B,E,101.78887381991537,A,0
Non-Veteran,Single,African American,44,A,9.648704786991674,46.38131218708647,E,A,125.26501554375638,E,1
Non-Veteran,Divorced,White,83,B,104.39276926985066,37.35682125481467,C,D,36.97986287972965,A,1
Yes,Married,African American,57,A,59.06446381586727,31.817242453368,C,B,-33.10372942358298,B,0
Yes,Widowed,Other,82,D,67.70471487734866,79.10177819382315,D,B,-70.21619350166323,D,1
Veteran,Divorced,Other,80,C,-186.0689036194845,-113.37460617756383,B,C,-138.7140889417201,B,0
Yes,Divorced,White,50,B,180.6690510011977,-12.8398241177468,A,B,-117.89524880975289,B,0
Yes,Married,Black,81,D,-22.965867782376574,-67.70248588593273,B,A,-78.2024719143154,E,0
Non-Veteran,Widowed,Other,95,A,-124.2828626816297,-89.35972253299977,A,D,33.90362196138032,A,1
No,Single,Other,30,E,-143.30212693461795,47.591846595254175,C,A,-195.59902141496272,D,1
No,Single,Hispanic,62,C,-30.206470416318947,-20.439676834068525,C,A,54.207602169960666,D,1
Veteran,Single,Asian,84,A,38.28103953350712,-45.15571705617522,C,C,95.4327118535696,A,0
No,Divorced,White,32,D,-90.46707212186809,-37.125450017985635,D,B,-14.583179137927976,C,0
No,Widowed,Asian,59,A,-154.8267804791289,48.612647901660026,E,B,35.98555000685108,A,1
Yes,Divorced,Asian,83,E,67.19463999585712,-71.68033918978286,B,C,38.30562515761872,B,0
Veteran,Single,African American,94,D,-31.914177856578014,-65.0941946160915,C,C,-39.13081315695209,C,1
Non-Veteran,Single,Hispanic,29,E,18.50188549279639,174.86695765342333,D,B,-187.13572954932783,E,1
Non-Veteran,Widowed,White,86,C,-25.46864996286769,-92.29983473378294,E,D,-83.16058313470239,D,1
Veteran,Widowed,Asian,77,D,2.6879581100282675,84.84539176194725,C,E,184.24548368742205,C,0
Yes,Widowed,White,63,C,-130.95566151500876,89.92534594980025,E,C,-87.74586060739678,B,1
Veteran,Married,Other,70,A,32.83727893922916,-45.54321237744486,E,A,117.33189215313908,B,1
No,Married,Hispanic,53,E,-35.95624671195552,90.92951550358276,B,C,-109.03093854291271,E,0
Veteran,Divorced,White,93,C,-69.95792067023476,-115.745063299807,C,C,-77.31191127116335,B,0
No,Single,African American,62,C,-199.3582726713958,-51.91363833344854,A,C,-25.07068650150525,E,1
Yes,Married,Asian,28,C,28.658248953351585,21.850753203466923,A,B,-93.78143606183313,C,0
Yes,Married,African American,53,A,-75.49358529185149,-161.1102077030167,E,D,26.53316931044552,C,1
Yes,Married,White,44,D,47.70238239662609,-38.190726595597916,C,C,72.27906537071492,A,1
Yes,Married,White,34,C,-127.70198817173085,-82.11556052707768,C,C,-191.33179567782176,A,0
No,Divorced,African American,56,B,64.48202015356841,-258.1544895904932,D,B,31.314079766682244,E,0
Veteran,Divorced,African American,63,D,50.76288885750544,74.4274190235981,E,C,38.45832020756585,B,0
Veteran,Single,Other,59,C,95.29005317209163,-8.33899016000981,D,A,118.59128199302225,B,0
No,Married,Asian,74,B,103.13121300076378,-112.81225456217936,A,B,-93.06428806637814,A,0
No,Single,White,48,D,85.28680403618083,159.09829644400435,C,B,-25.894149248665816,E,0
Veteran,Divorced,Black,50,E,45.25049044143228,160.18169325006423,B,E,-45.91839173579896,C,1
Non-Veteran,Divorced,Hispanic,85,C,50.65931237071312,34.1400188493963,E,E,-54.91147360137675,A,0
Yes,Single,Asian,87,D,40.45336799995145,-29.615505535515062,D,C,-63.24331233926047,A,1
Non-Veteran,Divorced,White,54,E,71.66432827648069,-51.6236357023306,C,C,205.27437016846025,A,1
Yes,Divorced,African American,31,C,29.841112226901895,15.48272682245892,D,C,-43.57515614672467,A,0
Yes,Divorced,African American,58,C,-119.72649070366867,218.17902640537673,C,D,191.94564591415656,E,0
Non-Veteran,Single,White,53,B,-56.09893405143035,-50.49851994297846,D,A,-3.425614434126327,B,0
Veteran,Widowed,Asian,67,C,202.87052361332266,-86.03660168612242,A,E,5.8803553801094495,B,1
No,Divorced,Hispanic,72,A,-46.51853149185857,98.59471802162628,C,B,35.71801179994844,A,0
Veteran,Widowed,Other,77,D,-75.06565142997292,-30.576468654612704,A,C,-153.2683687089194,C,1
Veteran,Single,Black,48,A,-7.641165140723073,74.54725814072333,E,E,82.75363085664932,C,0
Non-Veteran,Married,African American,67,D,-36.851018408244315,31.601435437470226,D,E,-17.27155588724069,E,0
Non-Veteran,Widowed,White,82,E,-125.20817181088768,-29.56356402616053,B,C,-40.28156493673161,B,1
Non-Veteran,Single,African American,70,E,-186.94343812240012,-7.597025758507956,B,C,53.46112297579039,D,0
No,Married,Asian,84,D,-8.39846792129525,-107.90471769128689,D,D,-158.88280976807275,E,0
No,Divorced,Asian,28,D,-106.25524069662914,-70.60433087506838,C,C,-164.29071704893417,D,0
Non-Veteran,Divorced,African American,36,E,-156.75518918110308,44.98535864066602,E,E,-97.04705657763562,B,0
Veteran,Divorced,Asian,86,B,-53.14868325666906,-79.56400152458185,A,A,-63.06304084156379,E,0
Veteran,Widowed,Asian,53,A,126.29693564777553,-8.329944074349632,C,D,-106.14281533683385,B,0
Non-Veteran,Single,Hispanic,70,C,-139.22050859812242,39.37252135333293,B,D,65.39629999929541,C,0
Veteran,Widowed,White,95,C,32.22755325914224,5.233543901097206,A,E,-14.148819677716617,D,1
Veteran,Married,Hispanic,91,E,-35.05063836879971,50.62099365985874,D,C,-21.5552324030838,B,0
Veteran,Single,Hispanic,29,D,19.019576023770476,109.79365236831231,E,B,135.10568205353036,B,0
Non-Veteran,Single,African American,34,A,69.77515357319285,-120.06305781012996,C,C,35.733829788878865,C,0
Yes,Divorced,White,37,D,-3.5798464434435955,38.88782162514015,B,A,-99.64943709426294,A,0
Veteran,Widowed,Other,54,E,-70.39352164225275,111.2298593899154,C,B,9.282392497830358,E,0
Veteran,Single,Hispanic,88,A,-74.53253167175441,39.13979581076928,A,B,27.42292304256122,E,1
Veteran,Married,Black,55,A,-78.71757806886032,21.465348951354965,C,B,-51.65806793703227,A,1
Yes,Widowed,Asian,39,C,-39.533474115540415,-68.63168415486548,B,A,49.78543129472042,A,0
Veteran,Married,Other,98,E,36.80334665078781,107.27871624407952,A,C,-102.55191239610188,B,1
Non-Veteran,Single,African American,27,B,257.357534304162,69.14388425902693,D,D,-5.485510584798257,C,1
Veteran,Widowed,Hispanic,47,A,-53.07940172659141,5.375795302230655,B,D,-61.57031381980704,C,1
Yes,Single,Black,25,E,43.59337660061222,-48.462550482937246,C,D,57.68943417972269,E,0
Yes,Divorced,Hispanic,69,E,-9.748226208872257,58.77952254959363,B,A,-57.06088050631163,E,1
Yes,Married,Other,53,A,-157.98543030558844,51.98477784034924,B,D,1.5525327673511198,B,1
Veteran,Married,Black,75,B,92.32463248741537,39.83728526587009,D,D,44.185550428487105,B,0
Yes,Divorced,African American,53,B,-23.053660918330728,24.53933840507596,D,C,-8.735834341035332,B,1
Veteran,Married,White,27,D,-83.20477981832644,73.88254913534952,E,D,327.030354831621,A,1
Veteran,Married,Asian,76,C,-141.52464946510585,33.52467173930309,B,D,-143.83907539154083,C,0
Veteran,Widowed,Black,93,B,-12.656669091183922,142.0921124759202,A,D,26.986028128738216,B,0
Yes,Divorced,Black,79,B,77.4683972734507,-98.70206026447626,C,D,-75.0809440586945,D,0
Veteran,Widowed,White,91,E,135.42749908987207,51.807288257249326,A,C,69.99023553900815,C,0
Non-Veteran,Married,Other,62,B,-86.62479071411789,-81.1388445839096,D,A,-67.30185079133977,C,1
No,Married,Black,43,D,116.29655965321548,170.811621935826,C,C,36.438362221515035,C,1
Veteran,Divorced,Hispanic,77,B,27.5969492622006,-173.7990006200619,C,E,189.69909723206518,C,1
Veteran,Single,White,86,E,54.88374648049441,210.48485702201768,B,C,-1.2679683606097505,D,0
Veteran,Divorced,Asian,98,B,67.65242304873108,-13.4775854985391,E,B,-110.05866851770665,C,1
No,Single,White,73,A,8.054095610409737,87.2352054693323,B,C,-57.60209920439768,D,0
Veteran,Widowed,Other,33,A,55.75687053718542,48.820558802960626,B,D,-126.18832636310917,D,1
Veteran,Widowed,Black,57,A,117.91484639631793,79.09926356582162,B,E,-73.9371469852643,E,0
No,Widowed,Hispanic,24,D,-38.897494278758764,-130.93195425507002,C,B,51.62209064231469,A,0
Non-Veteran,Married,White,26,D,29.759844623667863,-133.9979904917253,B,A,-47.7531158413237,E,0
Non-Veteran,Single,African American,27,A,-53.08583864344043,89.65631989076934,E,D,-69.59422016544615,C,1
No,Married,Black,87,D,-63.6721475542539,-17.21825131035506,E,B,35.31334521096656,B,1
Veteran,Single,Black,74,D,-95.83112347413409,-97.49361647672593,A,C,-61.28952638640364,A,0
No,Single,Other,23,E,-45.7128778173645,124.1892320679265,D,D,60.23867387412759,A,0
No,Married,Asian,52,B,-132.54728890000592,26.452184010761588,E,D,91.1050934574136,C,1
No,Married,African American,39,C,22.508128898433192,83.22460952233112,A,E,-135.07136815548995,E,0
Non-Veteran,Divorced,Hispanic,62,C,-73.37362490391267,-1.3462219176375871,E,A,26.938999592276147,E,1
Yes,Married,Black,26,C,47.777730860520116,-140.47489087903648,D,A,-38.92778593057711,E,0
No,Married,Hispanic,90,B,16.96377166100843,104.25952000902896,C,B,-33.198399610443246,C,0
Yes,Married,White,98,B,-12.940148996895287,-141.09283118440706,B,C,76.78175214269734,D,0
No,Widowed,Black,65,D,93.93790942781001,118.86381983006248,B,C,57.67653094798395,D,1
Non-Veteran,Single,African American,63,E,-161.2177227904018,-0.4769236670907642,D,C,24.18749818461488,C,1
Yes,Single,Other,61,E,-223.18198832737218,106.66976693309064,D,B,-17.871448942240004,C,1
No,Widowed,White,22,D,-51.100279324144424,11.921895191356139,D,E,180.57645645457941,B,1
Non-Veteran,Widowed,White,20,D,16.472378411165412,-114.72075870001679,D,D,-31.44166677597721,D,0
No,Married,White,54,D,-14.447100563362557,-90.36167617271133,E,B,-63.19400014800033,E,0
Veteran,Widowed,Black,59,E,-23.26917104232071,18.260647781755505,D,C,69.9713658811279,C,0
Veteran,Married,Other,18,D,30.824696070971342,-193.8009513309158,A,A,162.73628088453475,B,0
Veteran,Widowed,Other,67,B,-81.93478937092037,5.4630528101186835,A,E,-7.523104405128733,D,1
Veteran,Divorced,Hispanic,96,B,-187.3604462785041,-6.00377707372147,E,E,46.687042987568525,E,1
Non-Veteran,Divorced,Asian,62,A,204.9916376225956,-38.971135921295335,A,B,-172.424203353241,D,1
Veteran,Widowed,Other,89,E,-4.233101800332265,44.31712635338316,B,E,196.96386630218922,B,0
Non-Veteran,Widowed,Hispanic,45,B,30.282011331216108,-166.32485484757655,B,E,-26.80020582517325,D,1
Veteran,Single,Asian,65,B,75.12040374543182,-152.24573635234117,B,B,27.384025906235067,C,1
Yes,Married,Asian,39,D,195.30170927305306,-45.886766884362366,B,C,23.094017318183944,B,0
Non-Veteran,Married,Hispanic,43,C,-109.06784995972711,18.278796573697143,A,D,-76.12820491353084,C,1
Non-Veteran,Widowed,Other,95,D,-85.57256240196315,174.22843460166177,C,D,133.8256868351474,E,0
Non-Veteran,Widowed,White,42,C,29.229608374150136,162.3666255175244,B,A,-108.18589732048403,E,0
Veteran,Widowed,Asian,76,A,-16.39338651322025,-0.18895331851738772,D,D,28.399829339909694,C,0
No,Single,African American,73,A,50.59768304010238,121.80329889374579,B,E,-53.9897859843264,D,0
Veteran,Divorced,Black,96,C,75.50240005276876,20.00266604060483,A,A,108.92891900813252,B,1
Veteran,Divorced,White,31,C,135.51753862287725,118.1821446649149,C,D,-123.16193663746739,C,1
No,Single,Asian,81,C,-12.623181034141423,83.8596907963717,B,A,-70.48163839719491,C,1
No,Married,White,61,B,-44.20719848451356,18.720360957091742,A,B,-43.07914575265541,A,1
No,Married,African American,19,E,-105.31390944605626,49.613896125692,C,B,-24.728592229608083,D,0
Veteran,Single,White,53,E,-176.3440650691852,28.223382334028667,B,C,-78.8645821550543,E,0
Veteran,Divorced,African American,78,B,-164.31620356330544,35.78812774853359,A,B,1.4632629108383404,B,0
Yes,Married,Other,20,E,40.291778560761216,81.24759320188724,D,C,-32.55878719903007,C,0
Non-Veteran,Divorced,African American,58,E,-91.10125190821282,-11.963284347587495,E,B,-47.18342301534199,B,1
Yes,Widowed,Asian,77,E,-58.47863339851642,-77.69290414480248,C,D,-2.1005996530674342,E,1
Yes,Divorced,Hispanic,51,E,-60.11574951461478,106.41545213083796,A,B,-87.91871102372639,A,0
Veteran,Single,Hispanic,42,D,55.38828255877127,83.40162425497849,C,C,73.89916462926713,D,0
Yes,Divorced,Other,37,A,15.63347626490147,62.64293960453986,C,A,128.48519332424942,A,1
Yes,Widowed,African American,72,E,-4.42758297401535,176.40711042926517,B,B,63.72571386328462,D,1
Yes,Married,Asian,99,A,-104.7559508667944,-6.218227916135854,C,B,-132.63866938911127,C,1
Veteran,Divorced,White,21,C,-109.93466775094345,-24.173209665570724,A,E,-128.15594720186613,C,0
Non-Veteran,Single,Asian,52,A,-75.87113360485571,119.1713018014853,D,E,3.0303070531067804,C,1
Veteran,Married,Asian,19,B,1.6040177348237932,-108.55910993878118,B,B,-211.69864075772128,A,1
Non-Veteran,Single,African American,18,C,103.44162223510061,-43.513095473355655,D,D,-38.09219964500732,D,1
Non-Veteran,Divorced,Hispanic,63,A,159.26947489178065,133.1644548838788,D,C,-20.426231242995865,C,0
Veteran,Single,Other,77,D,47.2978307883793,-17.125520351035153,E,D,-56.875858333015884,E,0
Yes,Single,White,42,A,-76.44960263540713,72.02959581284719,E,D,32.61716826291393,B,0
