age_range,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
18-25,Yes,Hindu,C,B,A,-10.921095606862067,-3.659409966122644,234.23548673536447,198.94063095931494,-33.77881589839815,B,D,C,0
51-65,Veteran,Jewish,D,B,D,98.60495471882493,-1.6507390959882882,-127.09718192511856,-167.02251573845697,-40.16608299383756,D,A,D,0
36-50,Yes,Jewish,A,D,A,92.10635720880637,156.43018176325864,19.39104045015379,47.00678824755268,48.10240423257034,B,C,C,0
51-65,Yes,Christian,C,B,A,-48.88491847209373,-107.85552818130031,39.74943919985414,118.50973611395676,-15.730976220096299,C,A,A,1
18-25,Non-Veteran,Muslim,D,E,C,81.43417903974796,-5.204303278008352,-194.84941771213093,-121.41159400779891,20.724365101747328,D,E,A,0
65+,Veteran,Hindu,C,C,C,-160.06908608772795,-85.12551384940387,-156.15341027700723,-97.53022061698783,-6.925932480928028,A,B,A,1
51-65,Non-Veteran,None,A,A,A,121.54728305865936,-10.682291680165672,-72.29758795948992,-4.3907901810188275,106.96633924797361,B,B,C,1
26-35,No,Buddhist,A,D,B,71.3333575216596,-2.0568245729996355,-75.61742663115425,36.782057252037305,-51.68700574114173,C,C,A,0
65+,Yes,Jewish,C,A,B,-5.4477177250078395,141.44637563128953,157.56283011529192,-147.7661064431789,-111.46489962442858,C,E,D,1
18-25,Non-Veteran,Buddhist,D,D,E,111.36176453171012,-178.60652409208296,139.458301195445,14.494416837439172,-5.015489492231827,D,E,E,0
65+,No,Christian,C,A,A,-132.21021489393723,-68.80303247129879,35.739235427379505,227.51843485796886,112.47354204610211,B,D,B,0
36-50,Yes,None,C,D,E,86.7822771771708,170.86009471024514,-161.19537422346997,53.354141729115,73.52406106513716,C,E,B,0
65+,Yes,Buddhist,B,B,C,-32.479828596089305,114.90456490475529,-173.75370804040122,-186.3035680050575,258.5022514742837,A,B,B,1
18-25,No,Christian,C,A,D,8.4344154430202,76.8527796392887,126.4313282737026,54.25086554874385,74.58852452394147,C,C,D,0
65+,No,Muslim,E,A,B,-80.81380171596123,-45.239576110861826,231.0095294160357,-147.66269741871562,88.19448069639812,B,C,A,1
36-50,Veteran,Other,D,B,A,10.18285955351463,-3.4188520000118454,103.21939729108888,-137.07260500955525,-32.74054708407945,C,D,E,0
18-25,No,Jewish,D,D,B,37.239080224023915,-71.02242161064778,93.33455672867495,87.70739716929651,-14.563761275057141,B,E,C,1
51-65,Veteran,Buddhist,D,C,A,52.18934293197134,-100.05049740359502,-33.80272194326338,-168.16316853778557,-23.1165377175714,A,D,A,1
18-25,Non-Veteran,Christian,D,B,B,-63.46791567289476,-17.80887494505263,-112.90153051788539,-168.88259705238505,-39.11928652697676,C,C,E,0
26-35,Veteran,Jewish,D,B,B,-16.028834944287283,-11.264399459513498,136.82208667127554,-35.86447184819022,127.80095980413869,B,B,A,0
26-35,Non-Veteran,Hindu,B,A,E,-63.77547440381387,-201.40089292171913,13.567981664600271,-6.164066667033042,22.770238987763015,E,D,D,0
18-25,Yes,Hindu,C,D,E,-24.02012637967041,-35.8547597165559,-286.117713366389,-15.942970536641335,21.649564110270212,B,A,B,1
36-50,Veteran,Jewish,B,E,E,-8.673619339530655,-51.1170811327719,-37.60503611333156,27.864545586271184,-34.72349153363222,D,E,B,0
18-25,No,None,C,C,A,64.17579414486096,-70.16960348878285,61.90275915611916,140.06200628057167,60.08737070113938,E,A,A,1
51-65,Yes,Muslim,C,C,E,-3.074662461570143,7.6381949663806665,43.41367619787865,-128.66479077227757,51.618017534710816,B,B,A,1
51-65,Veteran,Hindu,E,D,E,2.6509877916628524,33.239439425853774,-86.47307022412679,5.078451374070257,-97.796194741599,E,E,D,1
51-65,Yes,Buddhist,E,E,A,43.31424797587317,-26.185017956137774,102.61128967279333,-64.48211842702389,-64.68100701724155,C,E,A,1
65+,Veteran,Buddhist,E,C,E,-86.874418591272,-65.2734076066153,4.930419700074087,-195.58082016514985,-79.80126601378555,D,A,A,0
18-25,No,Hindu,C,C,C,-20.9863213028392,82.94623558064892,119.98853007734569,-198.63644929683102,108.97064364013916,D,A,D,0
65+,Veteran,Other,D,D,B,159.6588102997931,-73.20832202404823,33.4197591994807,-111.50907384712482,-48.29352930441406,D,A,D,1
51-65,Veteran,Buddhist,C,E,C,-88.5161975463385,256.6868170139997,34.029646576068565,-61.795204768847626,24.89147026136484,E,A,D,0
65+,No,Hindu,D,B,D,101.9517370313551,73.38698597087833,-224.46201980863412,180.80693794435686,-203.74672988798048,A,E,D,0
18-25,No,None,D,C,E,24.337902277585698,-81.10867221734783,30.989822629384967,-122.07145659559966,-26.03066780385097,B,A,E,0
26-35,No,Other,C,B,E,-132.95298189528566,59.43495270752399,-81.66851696656364,-70.05915004265559,-89.40401491230612,C,D,E,0
36-50,Veteran,Christian,A,E,E,180.83665973814115,160.4470135941918,47.53724549106054,47.35695371185842,-110.49005250087444,C,C,C,0
26-35,Non-Veteran,Hindu,B,C,D,29.988522834513258,-18.68389426110913,17.029873788465263,-30.42049682161016,113.18171830457197,B,B,B,1
51-65,Non-Veteran,None,A,E,A,-130.06774246684657,-193.66173189781915,45.084312192541105,102.17304786924043,96.06801660727704,D,E,E,1
36-50,No,Jewish,D,E,D,24.16129577465085,159.62309874136096,-115.3191644922515,-27.215129253244775,30.00147495635288,B,B,A,0
26-35,Veteran,Hindu,B,E,E,91.46781679121979,-143.60514885547545,23.034005528084982,-113.93437188617645,-92.16986240499737,C,C,B,0
18-25,Non-Veteran,Christian,A,E,E,-283.17436709604726,-0.6653119237140432,81.53488596527532,4.09709612608694,-16.41281150998415,C,A,C,0
65+,No,Buddhist,C,D,C,214.6055108964937,-47.73323977946994,-118.4873858252647,-32.43988594684185,-11.42872122745225,E,B,E,0
18-25,No,Buddhist,D,A,A,65.1838316628918,-67.37667937941615,121.78073256108712,101.49968306173922,-46.330440070836744,D,B,E,0
51-65,No,None,A,D,E,100.83798778911807,28.40835573589186,54.20655231491802,-101.28997981093408,-174.35343478805464,D,C,C,0
51-65,Veteran,Buddhist,E,D,D,-221.8035391769697,46.76000956489651,-129.90434043814074,14.184017662652415,28.799073448603618,D,A,C,0
51-65,Yes,Jewish,D,B,C,-132.2901569042117,-55.84146217140664,52.06366264932177,-132.63297096809163,14.382001926394604,A,A,A,1
51-65,Veteran,Muslim,A,C,A,26.156455067414313,-129.61461014101627,40.792862084127044,23.19847765420372,-152.24763826227192,B,A,A,1
51-65,Veteran,Jewish,A,C,B,-61.990780606110654,7.8826990868539015,155.097175171481,-146.11506154204395,124.96970614245755,C,C,B,1
51-65,Veteran,Jewish,D,E,A,91.14528272863869,141.9406687707066,37.6086829702687,1.205252664513783,5.909884051690299,C,C,A,0
36-50,Non-Veteran,Christian,B,D,B,-53.93311000105944,-10.380341049754541,-72.45334925566183,4.34142448066744,-78.05247975727131,A,E,B,0
26-35,Non-Veteran,Buddhist,A,B,E,129.19661697282626,31.33689143831249,-80.12372995779451,-57.23385293185398,-62.42533712520999,D,A,A,0
36-50,Non-Veteran,Christian,C,D,E,-26.310343658146508,28.13078652767634,5.628629549990356,94.75881008350584,-105.95447477550235,A,C,E,0
18-25,Veteran,Jewish,E,B,E,-71.0354259006181,30.4547322883151,35.446571293701865,-29.547031949894464,-7.144431074036538,B,E,A,0
26-35,Veteran,None,E,D,B,-83.46815758249821,20.524432070801186,42.95679685794723,41.2688317255662,-115.31131071545589,D,A,C,0
36-50,Yes,Buddhist,A,A,B,62.38489490400354,89.26141616462677,-22.304648534698934,228.16568519532038,-47.9288761769389,A,A,E,1
51-65,Yes,Muslim,C,D,B,-55.25820566683717,120.40021097744042,-83.95104771948398,102.51930976499828,-26.025295821247497,B,B,E,0
18-25,Veteran,None,A,D,E,82.19056215232585,-51.897263611625675,187.66524597317945,133.69019162566664,-69.55641742978081,D,C,E,0
51-65,Non-Veteran,Hindu,E,A,E,-75.33237323432176,111.42879588291605,237.45788475081034,73.49543653924772,50.36466565118709,D,E,D,1
26-35,Yes,Muslim,C,B,C,43.319269773227624,-15.093890492389963,-105.80633936013292,200.18902711601876,33.351599370974874,D,C,D,1
26-35,No,Jewish,B,E,A,-31.794840309439955,125.07385162405778,-45.5947422888792,51.39752944475222,-67.91849245053152,B,A,E,0
18-25,Yes,Other,A,B,B,-153.03603764003796,303.3903917021915,141.03297709158116,89.45759612512066,115.92880583854858,E,A,E,0
65+,Veteran,Christian,D,D,B,-36.69530477345557,-48.14596563347621,12.42391962762456,-187.17484292657502,-126.96106402389076,B,C,D,0
26-35,Veteran,Other,D,A,A,-37.123379925763935,8.141211599397453,163.3352986912024,-28.718615712183198,-94.97485788404471,A,E,B,1
18-25,Veteran,Other,E,B,A,-123.00837914677459,65.90971061374451,-109.15554379933987,141.84734898060634,53.69874224655572,A,E,B,1
51-65,Non-Veteran,Christian,C,A,D,-119.602771175112,-133.3438735604499,16.070385946973012,-17.15608918425627,-122.35053222737027,E,B,B,0
26-35,Yes,Christian,D,D,E,44.8278177928708,103.06448717510999,-8.277405400944671,-44.50974920498042,-72.71053096452725,C,A,C,0
51-65,No,Buddhist,C,B,A,-232.74977182858282,51.64649351550581,-107.06324782529268,37.156700546028766,7.072518962519278,C,B,A,1
18-25,No,Other,C,C,B,111.28759849012522,33.34329031521352,-4.249011754427574,-13.492549478510982,26.09361367908282,D,E,A,0
36-50,Veteran,Jewish,C,D,C,104.67911820412806,13.998746698424291,-60.390407284525374,-160.15039716711667,73.30417728370679,D,B,B,1
51-65,Veteran,Hindu,A,C,E,52.0605826497778,-160.14646481422685,17.645598631666935,84.25836584291753,-66.0367092594432,B,D,C,1
51-65,Yes,None,A,C,C,-82.67911920723724,-55.136482934487596,35.748314874093104,-105.91521067478627,60.645239497765836,D,E,E,0
18-25,Yes,Other,D,A,C,-68.1692842690292,208.8949185845524,-119.4849587111698,34.97169690880425,-11.24137248014001,A,D,A,1
18-25,Veteran,Christian,D,E,E,-102.79754240662962,-76.07510938204358,114.10294109490687,-149.92623582932129,156.71761379518614,E,A,A,0
65+,No,Christian,B,A,C,153.7115190001849,32.481218455521606,17.559933373295397,8.503789159023567,48.85028390485581,B,C,D,1
65+,Non-Veteran,Buddhist,D,D,B,69.26382400700611,115.14998386472877,45.977527165019104,134.29023778091823,152.44969683734675,A,A,A,0
65+,No,Buddhist,E,E,E,-80.2188680028093,11.770937176806788,25.83668188037791,19.05074645404942,30.296725800918402,B,A,E,0
26-35,Non-Veteran,Buddhist,C,E,E,-160.6495918165768,62.27229724398686,-5.1862014935463305,27.49502654611836,-169.20177809142143,B,B,C,0
51-65,Veteran,Muslim,A,E,C,-39.815633618917694,-103.88142355659227,-60.00210248804313,-73.29564259650687,-52.69956267840137,B,D,B,0
51-65,Veteran,Other,D,D,B,29.717710668160414,-48.57598286746741,-197.76284116222368,54.261351573932636,17.27328287869462,B,A,A,1
51-65,Yes,None,A,A,C,-46.51289034269986,-28.887543956148154,15.952204623137362,-13.893487180434608,-204.84336875546262,A,E,C,1
36-50,Veteran,Buddhist,D,E,E,19.471981802525708,32.356338520087604,141.19136470645554,43.47060058465214,-77.0330085606071,D,A,B,0
26-35,Veteran,None,D,A,C,39.577525494001904,114.11954724729429,-20.24222179646177,-12.9384039499489,126.94956770489625,A,B,E,0
36-50,Yes,Buddhist,A,E,E,251.34858284383327,-89.12911246412753,30.65792590774165,-51.553845030986714,98.0801035971978,B,E,E,0
18-25,Non-Veteran,Muslim,D,D,C,-82.33859842742834,86.73714313023929,-80.84683032972235,-143.50736063508882,-198.20457240385966,A,D,B,1
18-25,Veteran,Muslim,E,E,E,-57.37845617594585,95.56056258023169,65.63154246881466,-241.62967485272247,-33.07713212808617,C,C,C,1
65+,No,Buddhist,C,D,E,-38.51157812933598,84.70054260301617,119.50771694311415,145.71661257645064,-107.19969929716893,C,E,D,0
51-65,No,Buddhist,C,E,D,89.57849172501433,-70.9158903531525,39.32452906395053,104.90898963367121,-10.966856638928812,D,D,C,1
51-65,No,None,D,B,C,176.26741045393536,-53.388731811034084,-62.635734193270274,12.547826470254167,7.533875202506136,E,C,B,1
36-50,Non-Veteran,Other,C,E,D,145.0032730041444,7.008894369268689,-63.02184108417519,-57.449297496459536,75.60008742088704,E,C,C,1
36-50,Yes,Christian,C,B,E,-21.02002672378087,52.348801641815115,60.862665790279536,-7.287408570427489,20.420344505059308,C,A,C,0
51-65,Non-Veteran,Hindu,C,B,D,-9.305300196879035,-137.97701766851353,113.3017832210512,223.30267462762325,-189.50926893078258,E,E,B,0
18-25,Non-Veteran,Hindu,A,A,E,-42.71344650838393,-21.525647868886043,-33.58163979736742,-48.657763742610236,-33.111302518863866,D,B,C,1
18-25,Veteran,Muslim,D,A,D,83.52707421880248,-172.53083537146802,-4.4524403846795995,-111.50657690326197,-27.762464099690675,B,E,C,0
18-25,Yes,Hindu,A,D,D,43.34702884053946,-71.2691836641413,-92.26832047637545,69.5587266395902,-35.708547707814716,C,C,E,0
36-50,Veteran,None,C,B,A,40.593016734892764,196.685532677559,8.074637643309066,167.674682311293,39.9601492924094,B,C,A,1
18-25,Yes,Buddhist,D,E,C,-41.74075044740674,149.0178594866472,118.55268724068233,-92.26570964496847,-73.13543961137253,C,A,E,1
26-35,Non-Veteran,Jewish,D,C,E,-60.69437542164541,-20.66581588969323,-51.92975860159509,-7.477102886156054,289.72910177935125,D,E,B,0
51-65,Veteran,Hindu,E,B,A,20.30917348114631,120.59344682815644,-92.50874631559422,-50.23258995808132,-15.912969143967084,B,D,D,1
18-25,Non-Veteran,Buddhist,D,A,B,-3.806446772257387,-11.164203805411042,-161.63506488505448,-96.99492249538012,-14.241117001477143,B,E,C,1
65+,Yes,Hindu,B,B,E,84.55897680164684,98.88966002611991,-154.65272037289083,-28.081670830830586,-130.50109007763447,A,C,E,1
36-50,Yes,Jewish,A,A,A,-43.35645388875809,40.5218326766737,26.762045387204825,68.8614296602163,-14.705613130271193,E,A,A,0
51-65,Veteran,Other,A,E,B,14.137854503734765,-5.701030547425889,73.33627532799215,3.7798939233947366,-69.98964069959226,B,A,E,0
18-25,Yes,Hindu,B,A,B,-69.65560245339705,223.20579681982827,65.3691955024747,44.91901343948598,110.67522788348852,A,D,A,0
51-65,No,Christian,C,C,E,-42.25638094749925,-28.112204256121764,-197.02465714174616,94.91653123744577,88.16978779242376,A,D,D,0
36-50,Yes,None,D,E,D,7.902791517403783,-50.93287995120257,145.82295408113444,14.583625872140459,225.04416647331982,B,C,D,1
65+,Veteran,None,D,A,C,-32.7888479631363,74.91540256940698,112.77472215190194,113.57752094575966,109.38634033777508,A,E,E,1
36-50,No,None,C,B,E,114.19406441321298,-53.22386485029386,133.75759437802097,141.6894769300325,64.27778676017778,E,B,C,0
26-35,Yes,Muslim,C,D,A,142.12185012488052,52.66832264438622,-119.99101937404748,99.08003110302454,-79.3764887789051,B,B,A,1
18-25,Non-Veteran,Buddhist,E,C,B,1.3237024366519445,75.99507127357225,-39.780417958100735,-20.909854106530506,-1.473713441957567,B,B,C,0
36-50,Yes,Jewish,A,E,C,33.73425575887444,-166.65632573580825,15.672263493608963,-59.488240378284715,0.2642308926216976,E,C,C,1
26-35,No,Jewish,B,C,A,-26.424080590111586,-93.08664192690411,17.812884238093737,-10.208672950510284,174.4230052816343,A,C,A,0
36-50,Non-Veteran,None,E,C,D,36.85706031134989,68.48278551480037,56.62104361825925,61.02907068834264,-71.18619306706738,C,B,C,0
51-65,No,None,E,D,E,67.03579211754621,58.96814373873899,-154.35244723894454,-91.57363018000983,42.368787447589604,E,D,D,0
36-50,Non-Veteran,Other,B,D,D,14.600645441467542,-141.56153754453385,144.23110836017946,-37.96724083243955,-41.11256320236428,B,E,B,1
26-35,No,Other,B,E,B,56.01946593248074,-53.00555411545007,-5.135342088204482,32.71899150106568,-150.4574565244154,B,E,E,1
36-50,Veteran,None,D,B,C,26.912196635461992,41.419820714415465,-238.92807977932603,-5.246775834815731,1.2865709066656241,C,A,D,0
65+,Non-Veteran,Christian,B,E,C,119.02887874336207,56.91952154792803,-124.48237811322431,-21.944070249363605,133.307974273379,E,B,C,0
51-65,Veteran,Other,D,D,D,37.30188561524912,104.549917373659,-90.21936684254273,39.10257296763911,-32.258290885047444,B,B,B,0
65+,Yes,Muslim,A,A,A,118.16788099060811,-40.75983532527322,138.13225436903275,266.05746762987275,-126.10818751419622,D,A,D,0
26-35,No,Buddhist,B,A,C,-86.49326249609848,122.31484890925522,-179.04849312342463,37.20074851064089,-32.70060217167054,D,C,E,1
65+,No,Jewish,C,D,B,63.46192385896968,101.49852639972856,13.385371736829308,212.8752121071594,-193.07757101940012,E,D,B,0
65+,Yes,Other,E,C,B,161.3372006926859,127.9950563162184,-25.637555046213066,-100.83106224015704,-254.40784525103732,B,B,D,0
18-25,Non-Veteran,Buddhist,E,E,D,130.34777626093202,77.2039221322238,58.676555188109624,-65.42223770057657,88.46493657291734,C,A,B,1
26-35,Non-Veteran,Hindu,B,C,C,-110.83188737664602,-4.692993636975256,-66.33033892099282,-4.948408088678892,77.4548183430716,B,E,A,0
36-50,No,Other,A,A,C,-82.42785397693139,-104.87997479249564,-62.44049169095586,106.96009225248997,-169.37564551985096,B,E,E,1
65+,Yes,Other,B,D,D,-27.78632535786215,102.83934482672001,131.74006798982973,209.01744215876997,-139.57384549229218,E,B,B,1
18-25,Yes,Buddhist,A,A,B,97.20518488162745,140.20324737234145,-35.67075329460439,57.20584567302489,-56.006524918462816,E,A,E,0
18-25,Non-Veteran,Muslim,E,A,C,-73.37556342467305,-38.537004065271,42.38679870010313,138.75863510152007,-40.937546498617486,A,A,D,0
18-25,Non-Veteran,Buddhist,A,B,A,-11.97587975126289,169.72341604902076,-42.895254607799686,67.47926397050067,-24.668435973940834,E,A,B,0
51-65,No,Christian,D,C,C,58.397727544101826,-31.018805735083916,-102.56672437644792,119.38814964559445,158.78809255155747,B,E,C,0
36-50,Yes,Christian,B,D,A,-3.0514725113095444,77.98175067444583,-34.07104119532736,-90.95595212774926,-65.26171785662666,C,D,B,0
26-35,Non-Veteran,Christian,C,C,E,197.4285964877928,-100.93014206077646,-94.1371316604521,-72.24142975292136,70.59804935134999,D,C,B,1
26-35,Veteran,Jewish,D,D,B,-12.042447202676868,172.43053224208214,-138.1745237902671,19.00937451959443,19.522223031274475,C,B,A,1
65+,Veteran,None,E,B,E,-55.453951445437056,-60.10677124187597,-70.75672748985534,113.5584537539979,30.979755347476274,C,A,E,0
51-65,Yes,Buddhist,B,E,A,-54.16960167738084,33.49331321060511,47.590673807331626,163.33203840319672,77.96466266793347,E,E,E,1
26-35,No,Hindu,D,B,C,53.441646261831885,95.15507629388642,32.629857429345016,-4.2082524107472095,-143.07386576029856,E,E,A,1
36-50,Non-Veteran,None,B,E,B,-77.57196670094562,158.65447698919928,-127.87209891772491,45.20183622148875,30.514742082706853,A,C,D,0
18-25,Yes,Muslim,B,B,E,-19.726880342084307,101.63859316723483,-74.97024802199712,-85.1929308641634,202.46702017015815,B,C,C,0
26-35,Non-Veteran,Hindu,E,B,E,62.47856130664082,-4.774224992927527,234.33256711171532,-42.708695864693894,-111.6109509761261,D,E,E,0
36-50,Veteran,Buddhist,C,C,E,33.09728564721756,-121.09862808328458,-34.439067310573066,-5.362897163415534,-161.6618360871305,D,C,C,1
26-35,No,Buddhist,A,B,C,-121.09285591334434,-134.46882974546176,172.16505836852892,140.16870081380296,21.660217601644295,B,A,D,0
51-65,Yes,Buddhist,C,E,E,99.784501607601,-60.96149204363868,-58.44700313376369,-82.43492167300099,-84.30873802477988,C,E,D,1
51-65,Non-Veteran,Jewish,D,D,B,68.39280571286525,-11.63982803067556,91.85474899729364,57.32352484171701,14.982292291841764,E,A,E,0
65+,No,Buddhist,E,E,A,32.4721485736314,-121.02161890786218,50.9113772294963,-153.49693864549423,96.52097675337102,C,B,D,1
36-50,No,Buddhist,E,B,B,79.94110256755748,36.69108167960798,18.068279365119412,23.632391208842236,165.7600091282617,C,E,E,0
65+,Non-Veteran,Christian,D,B,C,77.9442471080649,-41.86095188337652,71.31279172539567,-122.42852688371624,-36.11927725384788,A,B,E,1
36-50,Non-Veteran,Hindu,C,C,A,40.9898115134532,109.08463385766996,-34.167941435453045,-92.33662839636395,126.28113602781656,C,C,B,1
26-35,Non-Veteran,Buddhist,A,E,D,52.449604888119254,-164.66165881269652,-54.20851885555248,3.3707063276099007,-100.5412894744002,E,B,C,1
26-35,No,Hindu,B,E,C,35.104633784531025,23.993757954510496,-131.91320152921634,-33.28222438301667,165.36432808219706,D,E,E,0
18-25,Yes,Christian,E,B,D,-12.82309653324551,-51.17308929341912,-223.91773952274878,-220.4097403135961,-27.925808329591572,D,E,C,0
18-25,Non-Veteran,Christian,D,E,B,-58.793483226916635,-15.48134933253347,-186.70511001626664,148.19739938405502,-6.143802791492537,C,C,B,1
51-65,Veteran,None,A,D,C,-2.66107870456958,76.74435256551747,122.62957845071432,25.970610759279346,78.01814678807831,A,E,E,1
36-50,No,Other,B,B,E,202.5514297810869,-163.47823161551247,43.70146039272659,-39.38252481727591,113.97012134037581,E,C,D,0
