sex,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Brazil,31.765817848533512,-16.018008058528874,-44.03703382238101,137.60903055020913,-34.908884262259384,C,C,D,E,B,C,-278.01046858024625,C,D,-94.17635701102044,0
Male,Other,54.341740651513426,-90.97052259282225,-62.89593345437101,36.004133349274724,-118.47592445612078,B,A,A,C,A,D,30.795880242315572,A,E,-41.25838758100385,1
Female,US,-6.15391841401233,13.329864264956552,-17.012278508977342,49.658014623933376,11.141990625010116,E,C,A,B,C,A,91.20346525408488,A,D,-32.27699996468697,1
M,US,-47.579400837654575,84.76179167062871,26.582037974235945,-127.38847442871457,136.11010056063327,A,C,B,E,D,A,142.4682875230864,E,E,-71.42497276412243,0
F,UK,9.20295528634133,34.92315914151875,-26.51799787994042,-121.04336423439288,157.6078201865985,A,A,A,D,D,C,-49.58649078016318,E,B,65.73437964510558,1
M,Germany,-107.58488193352187,166.94144672991152,108.91883759109827,78.58553942740684,-47.09709766647581,A,D,A,C,C,B,-7.137098893336163,E,C,143.01280395264627,1
Non-binary,Other,-116.85372054179577,-5.386812016785072,-2.1077494154046863,34.580468249700395,119.97884406025182,D,D,D,B,D,A,149.96406244859386,A,A,-133.93139267187598,1
Female,Germany,41.90518836590543,-108.04738966129082,-22.485329151161828,-31.348813546616977,136.22233761238635,E,E,E,C,D,B,50.481168561897945,C,E,-157.24939818636497,1
M,Brazil,-191.56853687902324,-40.84319468016403,-92.35956826494946,17.074938284616778,-105.6487078678364,B,B,E,D,A,A,79.91651628070437,C,E,208.5283544540273,1
F,Mexico,23.743566352640954,16.091974901960953,-44.753372359068806,-47.880773734230594,78.46956556386367,E,D,D,D,E,A,-75.03275105713611,E,B,2.9804067087861394,0
Female,Germany,-87.60377581632342,38.654505672031576,-81.66387689428738,-33.05947136188636,-169.08276166256394,B,D,A,E,B,C,184.40108689795093,E,A,57.96785592431737,1
Male,Brazil,-297.61904800578105,-48.10118837015804,-154.77690663233207,-43.02983837459634,-150.09605315641147,D,C,D,C,C,C,-57.75111213918158,E,D,-72.76889986135029,0
Other,Other,-111.85213762925379,2.743779314812924,-159.84556518772857,47.528525825366664,160.57331504908535,B,C,C,D,D,E,-6.9785633931307585,A,A,-95.9148595868939,0
F,Other,-55.548230407434254,178.50222362666932,-9.89135860846744,31.906124670017665,-56.710474543371156,A,E,A,A,B,D,-107.12905477811854,A,D,149.86442053855728,1
Female,China,18.166078060092584,-156.87425140067538,175.37437925132008,-99.19558608002858,-360.1123294479594,D,E,B,B,D,A,51.64212276789632,E,C,70.74299825896728,1
Other,US,114.15502565381858,50.287799866726104,35.69417100186748,-0.19164665740677517,-26.5026462705236,A,A,E,E,B,D,-70.36220534739181,A,D,-81.45169360099919,1
Other,China,129.0970452223026,-128.73452637783907,-23.430176161417002,-199.8407112944829,96.22427982698579,E,A,A,D,A,E,-42.660491259822024,B,A,-37.264232778020556,1
Non-binary,India,42.4277391546512,-25.48314324716327,47.310814574272634,-186.95154403881676,-151.77884610836944,C,C,B,A,B,C,79.58242138695663,C,D,-125.6606233394665,1
F,Brazil,-31.42985459986653,-85.82886340060062,0.8033438759088318,157.57675888044696,-5.164891055393539,E,B,D,C,E,C,49.34291675772595,A,E,61.52359854015145,1
M,India,175.0367465709343,-44.87330275421393,9.199736581669688,-140.3618083984894,-77.29223441006027,A,E,C,C,D,C,123.94594157619403,B,B,-39.5800043102044,0
Male,UK,43.41211588934517,39.61202197687431,-92.20512529089594,108.09306905453084,62.00032773069167,E,C,B,C,C,E,-13.66166577486401,E,E,-120.59967971312575,1
M,Mexico,167.13624472370114,-45.839645574255606,-57.275486964190655,238.56722557457113,-0.8088659002728171,A,D,A,A,B,D,4.773090612757924,C,D,-67.6426464909081,0
Non-binary,Germany,20.664163055201723,62.82951446602474,-125.78153425635065,8.94590599925335,5.7335771701674165,D,B,E,B,C,D,-77.79496190072447,E,C,128.49266883324663,1
Non-binary,UK,139.49117323689373,-239.46575827140214,-16.65887328268159,133.24114372321208,0.8533522600919454,B,B,B,C,E,E,-2.9333833996906504,C,C,-5.34056368178491,1
F,Mexico,135.07816863397167,-105.26887557932557,-17.6155897263991,-77.03161171480915,-70.06487981648468,B,D,A,C,B,C,117.56124077142493,D,E,-59.16362302456428,0
F,India,173.56454851845896,-100.6023491514469,-143.59708134910386,51.83758008689728,-91.82862087160902,D,C,C,E,E,D,81.69683217216199,C,D,-167.12018212388085,0
Female,UK,49.69402371474479,83.50505220223293,129.45419927069028,-67.53993863268948,-8.277729211684571,A,D,E,A,A,A,22.17454807902801,A,D,-73.2959425151545,0
F,India,-36.2922334988472,-180.07256925055165,-76.1892841960644,-77.34218651785673,-19.847715064206987,A,D,C,B,C,A,-23.490287389175204,B,E,-23.45926827423904,1
Female,China,-57.85348738851055,44.68995634747107,55.417942568582255,-42.803222656902165,-73.06418864268221,A,C,C,C,E,B,-34.3291173630414,A,E,-43.74836356146951,1
F,UK,86.90362815949058,147.49783096944796,-92.304529512229,126.42573872148732,-0.10559572588743585,D,B,D,D,E,C,17.14023860567556,E,D,163.36681806331652,0
Other,US,52.713986895561916,180.76102321583502,17.07044215109659,154.23750783366083,68.65970116402363,D,B,B,B,C,A,41.26650806171349,C,D,74.06247419066328,1
F,US,-140.02874150769685,46.124840384721814,-3.0043223647187265,18.025917645404068,32.886677856991675,C,A,E,D,C,E,-84.37344262259245,E,C,-159.70100548228856,1
Female,China,23.301175970796148,-8.049514381111692,49.66842846311314,-159.66998157050236,-151.40730479655474,C,C,D,C,E,C,10.97701511849747,D,C,-67.12503002478645,1
M,US,-4.8534774569905705,12.253942931792022,-35.686739128837765,36.54542489708567,21.97040817998477,B,C,E,B,B,C,14.247552571694456,C,C,-41.8032780766234,0
Other,Brazil,122.64333516234625,59.73203202631505,150.92835212430325,6.287892309604986,-125.02526538487113,C,E,D,A,D,A,-167.68469712075301,A,C,60.04795979220315,1
F,US,85.1451052346129,87.17741613970429,9.139205064266013,151.6387468787046,-16.643497062066253,A,D,B,A,B,C,-27.593870281354633,A,C,-138.7825460086882,0
F,Brazil,-58.420087255822,-14.296506951856774,-32.362014353115114,-55.4399111349433,93.61033615719721,A,A,C,A,C,B,-152.26491783991028,E,A,-105.3806703713567,0
Female,Mexico,111.19023918710838,23.23013434650391,122.5428379109795,4.512692566675004,60.793874413993784,A,B,C,E,C,D,-20.59497618174782,B,A,-36.018742083456374,0
F,Brazil,30.373357196512814,99.31756379724669,-63.82989134973447,-26.03469541895736,45.36748898482768,D,A,D,B,E,A,41.215728526470784,C,D,48.914400836102324,0
Male,China,6.297855171930973,44.03265380704296,-46.337355950582484,133.0668518457916,88.18857636303483,A,E,B,D,E,C,3.903421989203879,D,D,-3.7074552456311025,0
Non-binary,Germany,125.38556362485222,147.4578798687059,-24.23419043111248,-36.326642475624965,-34.641086090795376,A,D,E,D,B,B,96.62613166027197,E,C,98.67116817147124,0
Other,China,-248.00141798608252,65.60827631653468,-170.54104522102884,45.82821377259639,-126.45599550071573,E,D,C,D,E,C,50.4972432288014,B,A,66.48270007733136,0
F,India,76.14163849757067,-121.6229779209804,139.2465461224914,-49.27439856796462,-54.885862863196344,A,D,B,A,B,B,101.62193022823998,D,C,-38.14890724001406,0
Female,US,116.45112705340762,109.98323206064491,-141.42856443948594,75.80464658039011,72.90586074700238,E,E,C,A,B,C,185.53180686069422,B,A,21.74042037049678,0
Female,UK,-18.364422639620408,167.96491368093905,-43.82422693658936,5.26881812914427,-110.16843957527587,A,B,E,C,C,D,135.27369025653445,E,C,161.88891874556387,1
Non-binary,US,-9.476752927954795,-182.85713445737704,60.177936477632386,-182.59904060135165,-35.32656492957747,A,B,C,E,B,C,97.03847284962968,B,D,-51.722059705522796,1
Male,Mexico,47.33869645722686,146.58572897402902,-39.53853712700544,72.75897240733588,163.4715112945329,B,A,E,D,E,B,-315.3463809426525,E,A,45.54100102076684,0
Other,Other,86.12571082458109,82.2126368641753,73.7625392720546,-9.10135346749502,-20.653170520335408,D,B,D,D,E,A,15.910300024251095,D,C,141.1068524293769,1
M,UK,-137.06791477655963,23.239441509626687,-184.76318849791446,110.31605419415902,-108.06134928452079,D,D,B,E,A,A,92.63189492092665,E,A,124.38162334760925,1
Female,US,-92.53157827963696,33.66485709195934,-115.48464573966916,-38.495731088305746,-80.69482023260454,D,A,C,C,B,A,-75.24738126303292,D,A,100.41620696391114,1
Non-binary,UK,-49.35767035023444,-11.902978775244549,-53.024637046932874,139.65545748194958,-75.87601848314087,E,A,B,A,A,B,-1.4823993077108741,E,A,7.457421298651483,0
Female,China,161.80938580056682,203.25176352367328,60.23627592182624,50.18413705667674,42.90524759592976,D,B,D,A,E,D,157.19351433127954,E,E,105.20376702394351,0
Non-binary,Brazil,-115.41542957594577,-29.26765484955583,-96.85293692716672,-8.305512436282045,-16.440760605086307,C,D,D,C,B,D,-188.31087575165546,E,B,48.885307164186365,0
Other,Germany,6.339176693011048,-69.1435507606289,117.33634368541553,-56.56305245578719,65.852986227241,B,A,B,E,C,E,-148.03379366708788,A,B,-72.9558596231719,1
M,Brazil,-100.9752670500794,-116.78490551725322,-114.03213290696257,-41.83001231836364,-108.74504474800248,C,E,A,D,E,B,125.08261628352244,E,D,42.539911216970125,0
Non-binary,Germany,122.39969480897777,16.71064195714625,-28.535572907131257,-8.142448726160149,53.91455084433613,A,B,A,B,E,A,-30.03005177823856,E,D,59.72215160360167,1
Female,India,-24.44407124729353,-10.813802260551155,73.49657423199056,-42.841167501937775,120.04989868482174,C,A,E,C,D,D,42.572921008183215,D,D,-21.535535274783747,1
M,Other,59.469910572427686,-39.37604064662511,-28.60967650761626,24.38621821063228,32.888195621900465,B,B,A,B,A,E,2.063136141942396,B,E,28.67019485565233,1
Other,India,23.183165452165984,-146.9696693645269,111.17370541451214,82.71281655974278,-107.80671737109341,D,C,D,C,D,A,268.80875228865,B,E,-43.44684199355232,0
Female,China,-160.94878093956459,37.92740815591703,-10.582188651717615,84.71342901660461,-195.61194047045777,E,C,E,C,D,E,-120.49282596731071,E,A,89.67235181683465,0
F,China,69.00932648831856,173.58520395475705,-192.56689639894552,61.8634142266269,184.944494197618,A,E,A,B,D,A,29.693640406624745,D,E,-196.89243923284897,0
Male,UK,114.21105790981044,51.009553532737485,-165.67613209657188,-44.115540946459056,26.961055290610208,B,D,E,E,E,C,45.2220134890811,D,A,40.986716922369304,1
Male,India,-74.61399515810677,172.43119402724696,-56.69742696753646,-94.95578835049047,66.60274533989555,A,E,B,C,D,A,86.4921996094062,A,E,132.52674314069438,1
Male,US,0.9384885951686434,80.27131427118466,52.52999819414668,89.37930773754047,-49.487223528547474,C,B,D,E,A,C,152.70050555968893,A,B,-101.90592958170951,0
Non-binary,India,93.57891893049822,44.64706410791885,135.9320518373345,-39.60712868106263,0.13968859974641243,D,B,A,C,E,C,61.11279470405887,B,C,-223.35598784753242,1
Male,Mexico,-189.77793240999472,-285.93123290767335,6.782433442233264,-124.35703474557388,88.93549898690189,B,B,E,E,B,E,5.708933206413864,E,C,-276.9839126201506,1
F,China,-34.88073984333091,-270.77581485708356,70.20577260562064,210.04816970873782,121.07645756012325,B,A,A,C,D,A,-132.00995976684047,A,B,159.0165227609244,1
Other,Germany,74.21704572209502,18.5030623509167,113.7897177073124,56.131923984158206,187.54482439479992,A,A,C,B,A,D,251.12125548816385,D,D,9.639921629613266,1
Other,India,122.81291825947382,-152.18133509071308,71.3442281873924,94.79274724591508,-5.191596062283709,C,D,E,A,D,C,27.531112776835307,A,B,-111.32098832260648,1
Male,Brazil,173.68212432239795,-127.22496247020804,105.54700097191454,-44.60496002183636,-120.00232033376186,E,C,A,B,E,B,181.90224987861396,E,D,23.57190997884789,0
Other,US,-118.52068808504768,126.99950830023113,-48.701218650412066,-39.59224506415202,170.63731964815855,C,E,A,C,B,A,88.12984873167476,C,D,-45.41390314911754,0
Male,Germany,38.845850040435195,-40.544583463131815,-26.000800694288333,-104.839612995349,69.1987609014361,D,B,D,E,A,E,-74.07779633191677,B,D,-72.1206413799017,1
F,UK,44.38664403215136,-59.26064521535027,11.388077957098844,-24.403054289829765,56.19407637305063,A,D,B,B,B,B,-33.266816035396765,A,D,7.034678511416083,1
Male,Germany,86.13045946859822,5.123860843633526,-49.201511865895014,38.77859301301756,21.535962422881507,C,E,D,A,C,D,33.58396515650441,D,D,47.730860820661,0
M,Brazil,-10.556263241824174,43.338880167080355,88.95703870542285,-7.008178401167033,-35.398586483117796,C,A,A,B,E,D,-138.93068258031857,C,A,21.123458042451656,0
Female,Other,-13.584360959079175,104.4339945361647,-111.74923213076946,108.0140434661075,-26.170381410645426,B,B,D,B,E,C,-123.68991951778945,C,D,-115.11859753815872,0
M,UK,-19.870320043629054,4.4817231540607585,-12.891124215164492,-60.52635216241092,-105.77679004859047,A,E,B,A,C,D,186.55471481434626,E,C,78.18299748039821,1
Male,UK,47.74280495339606,-2.7318555241795424,93.02493618144301,-36.81027116598324,27.467369710309143,A,E,E,B,C,E,46.762902843851165,B,A,130.28468814592503,0
Male,Brazil,-48.63598219049132,-75.61735779660201,43.633900239379095,45.01693546227252,55.95347279400892,E,D,A,A,E,D,-26.658325738860793,C,E,-48.97608746236173,1
Male,Brazil,-190.09406469297784,-54.280750126988764,-0.5829494882330163,45.79324890820367,232.49892938128468,E,B,A,E,A,C,83.19878777165549,D,C,0.3433528609441515,1
Female,UK,67.77648074598619,15.34342818679134,77.81231040321268,-195.2899690168289,-74.21033901894643,A,C,D,B,C,B,-13.279347982450057,E,D,-41.22962976504215,1
Non-binary,Germany,-66.36420656936353,83.42257363900148,-20.78299124365072,-123.26690354445677,14.234247587101883,C,D,B,D,B,D,-43.31457895749416,E,E,-157.41232382789002,0
Other,UK,116.83956954681558,-52.092431054302125,10.035976325916165,-201.12389891129806,-137.95586439351547,D,E,B,C,B,E,93.51885398724716,C,A,-0.2950998044785476,1
Other,India,-96.76188948626302,128.8375434576128,-50.8514076959444,-101.29603845108528,15.010948223475367,A,D,C,E,B,B,58.27874622824382,A,B,-20.190760537203044,0
Other,China,-208.8786193276654,-4.681685174599076,-60.93277146643964,-194.4345533699026,-6.647101956048808,C,B,C,A,D,B,-0.3772385013612399,C,A,-54.64207780622539,1
Other,India,65.18045134336212,-104.71455477217968,-62.24356632935253,-13.624938609848583,-134.42334117260435,D,B,A,D,E,E,217.93314530503025,D,A,-10.509481518986732,0
Male,Germany,-18.2670909594543,63.7681023712634,-154.7668104550822,87.65919120964575,35.57773403735814,E,D,D,B,A,B,-30.421107403371174,C,A,-139.77570494714826,0
Non-binary,China,-3.500695105469509,193.22686918709928,-243.46271551684825,-25.487677870029344,-15.64213678144182,C,A,C,A,C,C,116.01277338741656,E,D,-158.53176038440682,0
F,Brazil,-130.98688325692922,135.91484983113514,104.62016274740282,132.38738947617384,13.70261022989166,A,D,C,B,B,B,-27.69388574680634,E,D,130.36410422808612,0
Male,US,-127.37465841033233,-33.600118631103285,-17.852522047770243,17.541449608282004,1.4850034150181686,B,C,E,C,E,C,119.39804258014928,A,B,131.35257931371524,1
M,Brazil,41.43361632618423,-129.2027558987264,-125.20330528546693,95.79545080706865,-110.44454776172168,A,A,D,B,A,B,177.5015516033978,E,A,191.7215362248785,0
Female,US,-43.27339255110185,-88.25499295615758,96.92659556329991,37.29260586151193,-145.14205493557765,C,D,E,B,E,A,-28.8440057517287,A,A,-26.34987862996348,0
Male,China,47.89950626833529,127.63485672757422,-24.4937921538908,-33.75722630691277,106.20046920707873,D,C,B,E,D,D,-53.86979572616243,D,B,-57.63576670985424,0
Male,UK,-45.22853243326558,68.97695360349564,-96.59341916811871,-253.725024787316,-137.57171332828702,B,D,D,C,B,B,-128.14564051633894,D,E,90.32531889242965,0
Non-binary,Other,15.823768565729814,153.11121492652012,-151.47320147923452,120.86186347874835,-35.895648134037046,B,E,E,A,E,A,-27.976187821095717,C,D,-114.19464070698784,0
Female,China,65.50309205395439,-119.41724512667966,-106.47481357946884,-89.9770760157833,-143.41809014738644,D,B,D,D,D,C,-100.20376752265831,A,B,-154.0697542580507,0
Male,Other,-21.997790422668455,-38.47850600804355,-53.72436138495925,-122.18571749047213,109.56941991869031,C,E,D,B,C,C,187.36204783821776,B,D,-143.6502932593224,1
Female,Germany,-50.28048273071551,-2.8070737015960816,144.5490186912971,-49.34318267614825,-28.781643897223525,C,B,B,C,C,E,-66.11273972836965,A,E,-96.25336786887198,1
M,India,-61.4507358219621,30.380120382471176,-10.449771539155005,71.14251388713895,120.90567705192889,E,D,C,C,C,C,54.84696648462981,E,A,-193.80111829705226,0
Female,India,-209.20952736217103,-157.05578068178423,-103.52061329029576,186.07152590779225,5.769867940545049,A,C,D,C,E,D,70.11214903119668,E,B,-86.39817302442275,0
Male,UK,88.1859133852254,60.304970266980106,-151.2280335352265,-9.662600867692088,5.65780321316678,D,B,A,E,A,D,63.98570615814712,D,A,112.54473167664617,0
Other,China,-0.28943864559830723,182.47964060770084,-87.97121646963791,39.29992798407568,120.27423376587106,A,C,A,D,D,C,115.50077140741546,E,C,166.46020407941776,0
Male,Germany,-74.79129842206179,24.72484333016442,-12.566776615151346,-42.91385732179236,18.595064717555484,A,E,A,A,E,D,54.45561461790555,B,E,89.3724489493358,1
Non-binary,Germany,33.21457780031495,115.88050843828893,-263.7938606880986,74.22258628295683,-25.204997980612575,C,B,C,E,A,C,32.417495769815815,E,D,32.931077119274455,1
Non-binary,US,64.30420952873234,35.25516024757072,-91.09532100482791,16.769435572880337,92.46584931168425,E,A,B,C,B,E,113.3106891225648,D,A,-78.64708975631787,0
Non-binary,US,-3.5056975664737617,24.746277002008867,-170.01628931545926,-10.653248177686777,-67.06239437516601,B,E,B,D,C,C,98.02617608316378,B,D,38.75688086586475,1
Non-binary,Germany,-59.04850531542118,27.938956974460044,87.80142583505994,53.48520741359014,4.229564455386434,C,D,C,D,D,D,-33.18439720360923,D,B,109.82128058023027,1
Male,Mexico,-52.82940648541481,-23.57848304783757,86.31771697063701,21.29713453198582,-228.42150749530052,E,C,E,E,D,D,100.26019508969799,D,D,-27.483311628958784,0
Male,Mexico,-23.91144066497967,137.76451537690133,243.15615328850438,-90.90931492836148,-135.51537069809993,C,E,A,A,D,A,-85.41528039098056,E,B,208.97385766180713,0
F,Other,116.33207310532723,-31.44894356676729,167.2572451450221,124.16645520495769,-70.10871258219818,C,C,C,A,A,C,38.229556139409986,B,A,-2.5257055693373784,0
Non-binary,Germany,82.74294453173589,-21.787215632389938,9.301041841490107,158.18858484631798,107.25540073932815,E,E,D,A,E,D,97.20067078966721,E,E,162.73457239752938,1
F,Germany,-23.57705629811481,-85.07595708111447,-120.43884683352726,-100.24899947971899,154.58278400060382,A,E,C,E,E,A,21.725506976971293,D,C,170.48401171680834,0
Non-binary,China,-36.87731183262886,-78.52354150043837,-152.61876167183007,280.6428173547119,-117.46106727409517,E,A,C,E,A,B,-171.18503452565022,A,E,96.31434851890137,1
Male,Mexico,-79.91827445893045,-36.2541170095622,199.70251928308505,-53.759022914867884,-114.89628750541479,A,E,D,A,B,D,-28.74798914991058,D,B,-29.266640042112446,1
