religion,sexual_orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Muslim,Bisexual,Physical,150.42343218680418,B,A,E,-66.90531573834588,6.798643950609698,B,C,6.015051056438462,149.02544357998187,C,D,E,0
None,Other,Physical,-87.55763798739532,E,C,C,-34.40497598775881,-89.93459519773886,C,C,42.661035506145076,124.95862052583813,C,D,D,0
Hindu,Homosexual,Mental,116.18836443516258,D,B,D,42.20091284707226,-58.90540831570159,E,A,87.48115488015114,101.40495102671,B,A,C,1
Buddhist,Homosexual,Yes,-90.746705400047,E,A,B,-12.494847643968052,-65.38353634421051,D,B,0.2982719505646758,-32.07430526442609,A,C,C,0
Muslim,Heterosexual,Both,37.042575604157314,B,C,C,59.4161268940549,-46.6848491904022,C,B,28.084980891062468,-59.066566953953284,B,C,E,1
Christian,Homosexual,Physical,132.5454757664513,D,B,D,-99.11951269270199,-36.60635042682782,C,A,-114.71693353899322,-178.692971180337,B,A,D,0
Christian,Heterosexual,Mental,122.26745451178142,C,B,C,52.747053155596134,-219.37675246946594,E,C,-14.756294418874175,-102.14840264351737,C,D,C,0
Muslim,Homosexual,No,-2.8814801805689045,D,E,D,-61.2498471162474,-31.284165612512705,D,C,95.97647131946883,98.96207133894545,E,B,B,0
Jewish,Homosexual,Physical,23.032901383282557,E,C,E,165.97378377658472,-92.82174187812512,C,B,92.19291673025367,-201.19394092150839,B,D,C,1
None,Heterosexual,Yes,-14.09144133668743,C,D,A,129.0809998128751,228.91137046006324,D,B,-49.775684506411174,108.82637701199455,C,D,C,1
Hindu,Homosexual,Mental,-24.160106633777172,E,C,B,105.37300071900763,-88.00381336439827,E,A,47.62548278557565,-94.15536019242795,E,C,E,1
Jewish,Bisexual,No,-161.9156779956744,D,B,A,152.27156973202344,218.9113320285466,C,A,107.63453793923658,-46.182991883919215,D,E,E,0
Muslim,Heterosexual,Physical,285.99049958774265,A,D,C,-53.25778792439354,-13.823751010218412,C,C,-260.34527686922394,35.07924329530382,D,A,E,0
None,Homosexual,Physical,16.883258490555825,E,E,B,-36.606846642233506,-99.04407557312476,B,A,10.274787566576107,158.1356688308107,A,C,B,0
None,Bisexual,Physical,2.2046130701393185,D,E,A,-43.78698469205556,-69.0655262268154,C,D,-100.69259285587826,93.79714281210218,C,B,A,0
Buddhist,Bisexual,Physical,-92.54576444310784,A,D,B,75.75815073287887,161.41068369834883,A,B,-170.9848044974276,58.07874930785108,D,B,B,0
Hindu,Bisexual,None,-175.12138535177297,E,B,E,-18.642810773396867,110.1753689591558,A,C,1.0715551555544325,30.260066239594174,C,A,A,1
Muslim,Other,Yes,-168.22863702212746,C,A,A,40.17342070148111,-120.6579000415843,D,C,7.820925052437319,-50.498017968391665,E,B,D,0
None,Other,Yes,24.524807868934264,E,E,B,-135.1614046757007,-176.43902708554148,E,E,-84.54881937356635,51.23990782704174,D,E,B,1
Other,Heterosexual,None,90.99565581530928,E,C,B,110.27721666950872,72.65040763233887,B,A,-5.645474791125485,23.33917393359814,E,A,C,1
Muslim,Heterosexual,None,-54.34582354532155,C,D,D,-45.26316662137856,36.305163685236366,E,E,-6.816840675034114,-68.34689649488197,D,D,E,0
Jewish,Bisexual,Both,-179.63421330324232,D,E,E,-16.25594327413169,-37.81411398223217,D,E,-84.11190030587115,52.049799554377785,A,B,A,1
Buddhist,Homosexual,Both,36.706871972106356,A,A,E,-73.41128113362254,-19.77192846713138,C,D,37.211577909464026,46.331242078781486,E,B,B,0
Other,Homosexual,None,101.24848267923252,C,A,B,58.22222966224997,-38.54942842924836,E,D,71.82913291141546,113.61419596576259,E,D,B,0
Muslim,Heterosexual,Mental,236.01830403306275,D,E,D,19.669563337700115,-18.998066891731295,B,D,100.50817046551275,150.8031222908089,C,B,B,0
Jewish,Bisexual,Yes,-37.697198648116164,A,C,C,-301.70157248593733,156.81181648385856,D,A,20.78075714818996,-138.78523081253323,B,D,C,1
None,Homosexual,Physical,-55.516565298672425,D,C,D,-96.46926643840195,172.364663683481,C,C,58.84132991530655,17.46083967145591,A,E,B,0
Jewish,Bisexual,None,-108.3559000749003,B,B,D,-145.08323697642913,-50.7294920077927,A,C,-152.35485966092926,46.31396557623509,C,D,E,0
None,Homosexual,None,-153.09195690496225,B,A,A,76.80006159757674,-32.78789983030853,C,A,-43.22075365221391,103.6324565038312,C,E,E,1
Hindu,Bisexual,Yes,-9.183749709874904,E,D,C,-103.9993966735052,-101.64600343493116,D,B,-94.26551557286652,29.480174967952287,B,E,D,1
Muslim,Other,None,43.7064760138521,C,E,E,-83.94882419399677,45.87439862161771,C,E,35.834428574874636,8.59036693669361,C,D,C,0
Christian,Bisexual,Mental,18.305609804276894,B,D,B,64.56291761918695,-47.7799094497962,B,D,9.604396413126638,84.31031327298093,C,D,B,1
Muslim,Bisexual,Yes,-63.32016791377529,D,A,C,-224.3088637106177,-56.226736526845485,E,E,-10.39678062725241,202.75272486487918,D,D,C,1
Christian,Heterosexual,Physical,35.886184322230854,A,C,E,-12.58116457962102,-48.04441653217393,D,B,98.25446477681598,-41.35564571804032,C,D,A,1
Hindu,Bisexual,None,197.4545284601134,E,B,B,-160.32930626616334,-127.29386334752222,C,E,88.29404962668586,-89.12956307682535,E,E,B,0
Hindu,Other,Both,-47.251798876073494,E,E,A,13.44026135123236,-92.40688314351144,C,E,-146.28040811408172,25.979339779675808,C,C,B,1
Buddhist,Homosexual,Both,23.392239401098273,D,D,C,70.63274334467089,29.377200380496486,E,D,-242.2385670868689,79.9022027083226,C,E,E,0
Buddhist,Bisexual,Yes,-49.891635344184124,D,B,A,-52.74136372975514,-22.783877744659037,B,C,-117.96765595469161,202.31378012443773,E,E,D,0
Other,Homosexual,Mental,-141.14983591070285,B,C,D,-50.9791370031204,19.710114043430284,B,E,133.48834931718926,-123.14352289991845,A,B,E,1
Christian,Homosexual,None,133.21411021120292,E,A,A,143.5115007639127,63.36720886754802,A,A,-1.1615768528404302,147.35291965560387,A,A,B,0
Muslim,Other,Yes,34.4820986231905,A,C,A,0.6992030231596631,82.13092164188349,B,D,127.36965522698245,-101.91333072077032,E,A,A,0
Buddhist,Other,Yes,233.09808354359726,E,D,E,-248.5715327329786,-102.86508952444903,E,D,-73.0680217277328,-5.073704660354506,E,C,E,0
Muslim,Homosexual,Yes,102.76572410206649,B,B,E,65.19475304122086,176.9594871807389,D,C,-104.44849834936969,-57.34038942667189,A,C,B,0
Buddhist,Homosexual,Yes,-4.993020332201116,D,B,C,-12.480890392336374,-32.28133939808981,D,E,-263.4441617961442,127.1474482502112,C,C,A,0
Buddhist,Heterosexual,Yes,-212.6104675599891,B,C,B,72.3061224475388,47.267221812908915,A,C,29.358159270944707,-94.47267370912468,D,D,B,1
Muslim,Homosexual,Both,2.7339946219979785,C,A,A,47.73550092687331,109.77560875920238,C,E,-8.173281216624433,51.522087413549315,E,B,C,1
None,Bisexual,No,-329.1874945190815,A,A,A,-45.186512333074326,-4.919605734936464,D,C,6.092064534000459,124.81830742157139,D,D,C,1
Hindu,Bisexual,None,-102.94145852078064,C,A,C,-76.12011036107923,250.60525680332825,D,B,45.9088557445911,-29.930240075402487,B,C,C,1
Christian,Homosexual,Both,-108.30673891385258,E,D,D,-62.033549903915855,83.98828155593408,E,D,-119.9125620039075,122.290502218388,E,C,A,0
Muslim,Bisexual,No,22.07532132557773,B,A,C,-1.1557732910513687,47.246771286799465,D,B,-108.39361108186503,38.65235533591849,A,E,B,1
Christian,Heterosexual,Mental,110.3382507932688,E,E,E,-212.63182250053586,89.23463328884988,A,C,-47.487886360265044,-73.70597558720979,C,A,B,1
Buddhist,Heterosexual,Physical,2.339107192484021,D,D,A,250.59151398136868,-75.36887422105373,D,C,22.93586724758701,-52.206383890683604,B,B,E,1
Muslim,Homosexual,No,90.82356891702055,B,E,C,18.48649526959711,-173.45940097388427,D,D,24.123546814571647,-75.58751336677042,B,B,A,0
Muslim,Heterosexual,Physical,-48.426938635918205,C,C,E,121.84110515521947,-104.67782454944725,B,E,-36.83659035508345,45.73620552515962,A,A,D,1
Muslim,Heterosexual,None,-54.892098999954385,E,E,A,-144.30773521153668,55.28003882953283,C,E,-24.775390022336293,154.3867124382057,C,C,E,0
Hindu,Heterosexual,Yes,-131.56889527148243,D,D,C,43.743572224610396,-50.13993307965767,C,C,98.83453372704595,-43.31858487505513,B,E,D,0
Other,Bisexual,Mental,-118.29134757476083,E,D,C,32.12266562859111,-131.1658097743025,A,E,65.88825458594867,-11.808060161698824,D,E,B,1
Muslim,Other,No,-14.812484616411473,A,C,B,-23.4868438757333,145.75524052579064,D,C,-59.79090829019115,-69.71781128944153,E,E,D,1
None,Heterosexual,Both,-217.91297066337148,B,B,C,-84.48058606540255,-175.2213036975083,C,A,68.52329245195953,-39.76472868066202,A,C,E,0
Buddhist,Other,Both,-91.44108058678468,B,D,D,-67.25578087063295,5.947275511547703,D,B,94.09475694988687,9.19031163188907,B,A,D,1
Hindu,Heterosexual,Mental,96.3466880510001,B,A,A,68.8101032058464,161.4898419572553,C,A,210.2180328738978,82.12497492084026,C,A,B,1
Christian,Homosexual,Both,-28.990238812228476,C,B,D,-22.364429780724727,-144.2123256497304,D,A,55.297547166609526,-65.61252591633566,D,C,D,1
Other,Heterosexual,No,-138.16811181766283,A,C,E,-3.0852535895270305,-9.20664980939317,A,A,57.60240864942704,-45.289388374011914,E,B,D,0
None,Homosexual,Yes,0.14871254711323756,D,B,E,-120.28319241780605,91.74429792592512,E,A,54.25716379099096,23.5622111266227,D,E,D,1
Jewish,Homosexual,Both,-27.508847439486743,B,E,E,-12.905298633962929,41.07604031295112,C,D,236.29857318355576,-120.10529122678845,A,A,E,0
Muslim,Homosexual,Mental,80.55732421330812,B,E,C,13.850811966938151,18.244184000047923,D,E,89.93177012019602,-48.53823826727478,A,E,E,0
Hindu,Bisexual,Physical,-245.0889917505309,C,E,E,-76.28654659380283,-0.7556159678346174,B,B,10.96135778129123,127.92305571698952,D,E,A,1
None,Heterosexual,No,-127.85476234055417,A,D,D,276.15649154625856,-49.684844342067414,B,E,77.10328866096218,50.32801878477152,A,E,A,0
None,Other,None,-137.41152778859595,B,A,E,-68.57833142460666,153.03349963727172,B,B,-115.79312741801454,213.03791446463543,C,E,A,1
Muslim,Heterosexual,Physical,-103.25149740731842,A,A,A,-4.167647749956249,159.2708105539769,C,B,-229.70424374292296,-24.73731209327374,A,B,E,1
Buddhist,Bisexual,Mental,18.1135051332015,E,E,C,-93.55925018100572,42.57322739850064,A,B,-29.536017738825265,161.103229499922,B,E,C,1
Other,Homosexual,Physical,40.13432484401438,E,E,D,146.51466952760455,-115.55919510770141,C,E,14.220255969428052,247.40558071647095,A,E,A,0
Other,Homosexual,Yes,-24.192464435398726,B,B,D,-3.9364437557957945,-8.982436696456727,B,E,20.614988816483024,-152.24201449246226,C,E,E,1
Christian,Other,Yes,-117.27278978085923,A,D,B,-67.75950154918148,-92.90181924633343,C,C,20.774528661991013,60.638029660757944,C,E,C,0
Hindu,Homosexual,Yes,-101.67121980947611,C,E,D,75.16421815364951,-59.702168673635505,A,B,6.597532624808922,-84.33264349538831,D,B,A,0
Jewish,Heterosexual,Mental,120.8779325037425,B,D,A,-33.17231560593242,75.38463184482126,A,E,65.3083073334758,-222.88653308969032,C,B,E,1
Muslim,Heterosexual,None,-9.95631596426953,D,D,B,-41.2477762554683,-133.6966364375336,B,C,41.25522880178556,3.9941384369484134,D,C,D,1
Christian,Other,No,95.96036072147179,B,E,A,63.06786207400796,-159.7833436015012,C,D,72.5319898106515,-37.52674339629773,A,E,B,0
Jewish,Other,Both,-44.86429934959017,B,B,A,154.37026292506133,55.43436940935257,E,A,80.07553405870948,-89.20962449520782,A,B,E,1
Muslim,Homosexual,Yes,-0.5995098405921986,E,E,B,-115.74152078177711,-120.92080425216484,A,C,-121.40687868704458,63.82780634306522,A,E,D,0
Buddhist,Homosexual,Yes,235.1854419735974,A,B,A,-215.2145033320866,75.7906752110029,B,C,6.374243352890079,57.06084923933389,A,E,D,1
Muslim,Bisexual,Yes,27.96888332834715,A,C,D,107.57877735634726,-17.23287977223048,D,E,81.75154850795744,22.55582366078861,D,E,E,1
Buddhist,Homosexual,None,-12.434719323661527,A,D,C,-59.072405918098404,1.632779521201021,D,E,-59.689653788920225,-90.12287593657608,E,B,D,1
Other,Bisexual,Yes,-180.4570195191053,D,B,C,71.22544635770313,79.47082520868639,E,E,14.359639825123347,9.58278674294485,E,A,C,1
Muslim,Heterosexual,No,92.82671596517926,C,E,E,-2.1313629932685476,125.13674212804713,E,D,-6.3076454790914,16.237024393879267,D,A,B,1
Hindu,Other,Both,145.53778046653267,A,C,D,24.359982366306436,-12.55749242042696,D,E,117.7908672075737,43.47465505310087,B,A,C,0
Hindu,Bisexual,None,-78.19266627706624,C,B,E,26.32451231847496,76.66279061265368,D,D,15.835986244706108,40.66601585785671,E,C,A,1
Christian,Heterosexual,No,-86.02115054574506,D,A,A,-189.68008891613,-41.64013287118388,C,C,122.89278479672925,-112.05206590519559,E,B,E,1
None,Homosexual,No,116.51565061186773,E,B,E,-25.90895966146163,46.028164174646115,C,D,203.02390941030248,-16.524595808581964,E,E,E,0
Jewish,Heterosexual,Mental,55.30960574452958,B,C,C,112.06945427946413,106.69155192416339,E,C,14.74758800069611,54.29499579715736,C,E,C,1
Hindu,Bisexual,Physical,-62.75654600822468,B,B,B,-111.71161909154084,31.580638154911068,B,C,37.10824406551998,-11.56649562592837,A,A,E,0
Hindu,Homosexual,Yes,-24.24539357659522,E,E,C,102.29325823016922,-125.98570890050178,A,D,-125.92081834104498,-166.8827114287286,D,A,A,0
Other,Heterosexual,No,-12.391809823972078,D,E,B,-8.700383643401503,7.469596046847547,A,A,58.13146396401022,150.35842900465678,D,A,E,0
Muslim,Heterosexual,No,103.76560184368928,A,B,B,39.05064112266462,86.41678995912007,E,B,62.34495102473724,-94.27184230089118,A,B,A,0
Buddhist,Bisexual,None,18.6864276676743,E,B,B,-143.33229434063375,152.3251612246586,B,E,-20.33841889526403,10.386914911238234,B,D,B,1
Muslim,Heterosexual,Both,-47.93861501389334,D,E,B,47.61163060974973,93.18731901130434,C,E,58.78666736960108,-235.6002434732224,E,D,E,0
Hindu,Bisexual,Physical,38.598965493809196,A,E,C,48.96288780964302,170.21613028610457,B,A,149.68459940819744,109.60661607493192,A,B,B,0
Muslim,Other,Mental,155.09434346855656,A,E,C,82.69704657755753,-138.70319789452725,A,A,-151.1999740581525,-61.09903680296009,E,A,C,0
Other,Other,Both,55.462776340809185,B,E,C,161.10299942873473,153.3831929655173,C,A,-34.15474745251392,-83.65633993372572,E,B,D,1
Muslim,Heterosexual,Mental,16.926381248895787,D,C,A,97.08439137385034,160.87334161650577,B,E,30.983581531596215,-129.73391002381837,C,E,D,1
Christian,Other,Yes,202.12180843906523,B,E,B,-84.29384405615023,-1.0590378922461308,B,D,102.54945209549173,64.70924345547874,B,C,A,0
Christian,Other,Both,-121.49603094133097,D,A,C,-30.08478007558232,169.2590041844783,C,E,-62.13099963895653,-170.03746674990217,E,B,B,0
None,Bisexual,Mental,-93.90173251214937,E,A,C,2.8619363706355356,-38.43749526303263,A,C,-163.46032742794912,-43.35903578428692,C,A,D,0
Muslim,Bisexual,Yes,-97.84555683887845,B,E,D,-15.3770603589338,-8.911915928062946,D,C,-143.13547581454355,-42.051638806010374,C,C,E,0
Muslim,Heterosexual,Yes,23.614285688982037,B,A,A,-81.35897861394159,-32.23711552483742,B,E,-24.479945957152626,123.53535217319676,C,B,C,1
Muslim,Heterosexual,No,-60.41867753712182,C,E,E,-215.25085385297564,-20.06809219245337,E,D,74.04252574874974,-29.881823137184842,E,A,B,1
Jewish,Heterosexual,No,-31.098588701889213,D,E,D,94.22416238880945,6.37732212666496,C,A,28.08000281052847,-9.702987917816326,C,C,A,0
Hindu,Heterosexual,No,-51.6608114680825,C,A,C,-30.708539020072973,-19.180424633546007,D,B,-97.0120233960063,173.24821881364807,D,E,B,0
Hindu,Bisexual,None,150.82199896686578,C,D,C,158.90634080770883,143.09089378634604,A,C,28.888569574208955,-71.41742686990933,B,C,D,1
Other,Homosexual,No,-139.0905245499586,B,C,C,-64.64231384432742,-6.370564777031068,D,A,87.78585408078223,89.32492996782298,A,E,C,1
Jewish,Heterosexual,None,-9.230199248730772,A,D,B,-14.638962453671372,-69.48300992304893,D,E,-59.23635403575878,-39.85752585939425,C,A,D,1
None,Homosexual,No,-30.44987202849375,D,A,D,66.11198706233556,-123.3579246134958,C,C,-136.16359938861967,-2.4402086833340193,D,D,B,1
None,Other,Both,-58.40928326051402,D,D,D,-6.654777456523623,64.66364785563793,B,C,177.9733893300504,-34.37722409803671,E,D,B,0
Hindu,Other,No,-19.815838786398064,C,C,C,-60.56820374867578,119.52755571572331,E,A,-86.24676428512295,109.18759674060574,D,D,E,1
Christian,Other,None,161.39424522942457,D,D,E,-33.74457797226502,-38.52465620829602,E,E,42.63210592708114,-111.32944457148793,D,D,C,1
Other,Homosexual,Mental,146.38303403354837,C,B,B,95.34577254145094,-55.92188726060415,C,A,20.674520859787844,-98.21957867362792,B,D,C,1
Buddhist,Other,Mental,-17.90201611148446,E,B,C,-3.4139492672439418,18.279912588544484,E,C,119.64794259503466,-151.6794685477425,D,A,B,0
Hindu,Homosexual,Physical,81.60541478812254,E,D,B,11.145335033454236,252.96296572626508,C,C,49.25644962511323,-181.01241469612518,A,E,A,1
Muslim,Heterosexual,No,-58.4098973549578,C,A,B,-55.61104174189311,154.79080665556202,D,C,-9.871658462085616,-68.43797717427312,B,A,A,0
Muslim,Heterosexual,None,74.74518744908949,C,B,C,-113.15738462591072,114.21797794997235,A,A,4.633064585279783,-37.558451378598555,C,A,E,1
Buddhist,Heterosexual,Yes,78.0358663170731,D,C,B,-24.848941700693832,182.62932679683058,E,D,-101.40558388316425,-190.21582089693612,E,B,E,1
Buddhist,Other,Yes,-185.928878089021,E,C,D,-87.82179346109041,104.75705449497332,B,A,-48.38857576120836,-28.731426928219765,E,E,E,0
Christian,Homosexual,Physical,100.74913642485521,B,A,B,63.91393607077729,-16.046568665738228,A,B,97.2764963830985,45.183366325047984,D,E,B,1
Christian,Other,Yes,8.522558310920777,C,E,C,-78.69467344831614,16.0970382738,C,C,51.50005312083395,-41.948314977800386,C,E,C,0
Jewish,Heterosexual,Physical,229.05012327752078,D,C,A,-188.05536162174866,-39.3380430382897,E,B,-41.9051664467467,-164.81044786752545,B,A,A,1
Buddhist,Heterosexual,No,69.9086596961661,E,B,B,-71.78100073604719,-25.54086189160599,A,A,56.134303081215265,-264.8469903856277,C,C,E,1
Jewish,Heterosexual,Mental,111.93933619023224,C,C,A,50.36099000387876,256.83833119212323,E,A,-34.71063861964587,162.41502035393577,C,B,D,0
Jewish,Homosexual,Yes,-11.22238771850838,A,B,A,-159.87476894489674,-50.77092357683204,D,A,96.92206022752639,4.178926969000963,B,C,E,0
Hindu,Homosexual,Mental,45.84827754699147,C,C,D,21.23336105729528,12.677556328762424,C,B,175.74516881369655,-42.90579751240439,D,E,B,0
Other,Other,No,124.54167207808456,C,B,C,-160.8708471950199,-184.74782965541127,B,D,-175.7859679474046,66.76617503393973,A,E,E,0
Muslim,Homosexual,Both,71.12183562939364,B,B,E,59.39846818495378,-29.208385340610228,B,A,66.07670660589739,-112.58740998141327,D,C,B,0
Muslim,Other,No,35.80704706442483,D,B,D,29.738968272374816,-11.64991110771723,C,A,-96.17322326078636,3.7680082553403724,D,B,E,0
Buddhist,Bisexual,No,71.56330344452199,B,B,C,-144.379151015673,52.50550397479665,D,E,87.19546902327723,49.79491578757557,B,C,C,0
Muslim,Heterosexual,Mental,0.43007999856628093,B,B,A,23.765247261426772,-71.59885005014296,B,D,34.11586572175418,-2.0049369390283887,E,D,A,1
Jewish,Other,Physical,74.27011293508427,E,C,B,-66.3644859524688,-78.25095193199111,A,B,-143.52756617541502,23.418362928029225,D,E,D,1
Buddhist,Other,No,157.48328529130697,C,C,E,-63.528261535015595,24.454454973627183,D,C,-17.06308594451094,-94.9910411233784,B,B,C,0
Buddhist,Heterosexual,None,-18.358925261760888,C,A,C,-12.164128839527244,97.85781340795774,D,B,106.22561849329053,33.59406251995901,D,C,D,0
Jewish,Heterosexual,None,-182.36190503380047,A,C,E,89.5465656740149,-58.89337732038945,E,B,-50.28124675688026,3.4918029949679714,D,E,E,0
Jewish,Homosexual,None,-7.758922353159697,D,D,C,101.62872799040514,-8.734037276315549,B,D,-1.4460055232173779,271.6882887077899,B,C,A,1
Hindu,Homosexual,Both,15.81836614226738,E,D,B,54.53985813083895,-23.932907144323945,A,B,121.6750265551116,-129.84819371829218,E,A,C,0
Muslim,Homosexual,No,18.161662680452707,D,C,B,18.64798430487538,28.88754292560251,B,E,1.8072298254368508,85.40074197052769,A,D,D,0
Hindu,Bisexual,None,-1.628930281157342,C,D,B,58.50640321260773,107.69269515505384,B,E,10.447605017703848,-139.4866570717165,E,A,D,0
Muslim,Heterosexual,Both,-88.76898872061452,E,E,E,44.24119599865185,-83.64886779354914,D,C,158.51971320654877,-113.07508027709979,E,B,C,1
Hindu,Bisexual,No,-0.34769307139663325,C,E,C,63.09160680751974,32.85703374465534,C,B,-45.617054156702366,19.27340725059556,D,B,D,0
Buddhist,Heterosexual,Yes,-77.46720792687456,E,C,C,84.89557429064341,-50.630191753302356,C,D,85.32513009019672,55.79890999381297,D,B,B,0
Other,Heterosexual,No,-17.265492618641066,A,E,C,-68.99034640745369,-152.13160302101932,B,D,73.49280424522436,-74.64581272627758,E,A,A,0
