nation,gender,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
India,M,African American,C,46.097529315966,-31.44394261329967,-43.291594670125676,A,E,-49.82509725313718,B,C,60.8159738495921,-8.473072238710355,-96.5169713549155,108.5850395884119,-45.50770462951953,1
China,Other,White,D,3.0359868192984356,-10.562168742317299,-138.37090569806986,A,C,219.51313521001094,A,E,-19.463386745885884,35.6540755088917,-133.70626850163555,-7.126981040063894,-128.8971247259229,0
Mexico,Female,Hispanic,D,19.10345706044933,-17.285495727552743,62.68134328772091,A,D,-53.67269245196269,B,B,-128.85262200338735,-113.69547326272567,43.081056062812216,-132.78247691564772,8.608745193285111,0
China,Other,Hispanic,E,70.51099705032959,111.75140303280173,189.70812835988926,A,A,34.618978891395514,C,C,79.63825687399114,-86.15640169949937,44.8670155324625,20.072544110935567,38.39153186121486,1
Other,Male,White,C,124.17048491663427,287.4867399147396,60.2319984558132,E,C,-125.02143118470906,E,D,-13.818625268526752,14.135138870228378,70.75831368990858,50.39098786486693,27.326374271433068,0
Germany,Non-binary,Other,D,133.10172135499496,63.336003271774885,-6.068625810905835,E,B,-176.80387597159086,C,E,-27.77548073134784,37.43879494472323,28.57024173452562,-5.565707503904447,69.6651686867874,0
Germany,F,African American,A,44.175625725624066,-274.27010472965145,8.96986580105754,A,B,93.87412292153398,B,B,-152.56955731458413,-137.34519342868282,-46.62575742141974,93.7725247353156,-75.87911447367685,0
US,Male,Asian,B,14.216051907285179,-26.46401793995677,5.208120170311906,D,A,-61.75538824943369,A,A,-67.01622186174735,-170.94268673407674,90.40938099471244,62.052909082236326,173.83500458343394,1
Mexico,Other,White,A,-6.3676219107273475,12.620495587200159,3.933951905424337,C,D,-100.34436156642674,E,C,-45.35719288787258,-297.26907365209803,3.5594668664423277,-97.10368817161888,146.63520940944133,1
Brazil,Female,Other,D,-43.16543280427774,-40.786536752133905,43.6701018988738,B,D,-72.34302183541726,C,B,-166.84881721784956,16.144536837840366,42.28766099953998,38.195825496303556,-139.43923760270098,1
Other,Non-binary,Black,E,-45.78236643117611,-217.13375003987068,137.57650120798937,B,E,-78.39705476642781,C,C,14.167940792140637,41.038592284813,-27.767489635774044,34.7424041194084,131.80552955494676,0
India,F,White,D,20.3189530535722,45.679627343805386,-80.56375164524239,B,C,-25.188953491338346,A,A,124.7066707396411,13.57032651241811,68.02449789820871,-59.945976793395104,71.40542123502496,0
India,Other,Other,B,124.04890228986474,-86.26375592262609,6.404046703067892,C,B,-0.5621624721527125,A,C,38.73528539879314,15.313588132807496,42.55979335252598,-125.21381170186928,92.02604598798781,1
China,Other,Hispanic,E,67.16278089215842,-118.90573806803798,23.02339093492221,A,D,-22.785630015405776,C,C,0.6165316544119298,-12.043172997904627,118.29994882186486,20.186499950012937,38.249906157459776,1
Brazil,Other,Asian,B,116.91891743318973,-84.58647559256681,64.08439253286771,E,B,43.32537054464806,C,A,-135.165920307389,22.484629177314005,14.60091235037455,-9.419636593710736,188.47898016639434,1
India,Male,African American,E,-45.71742940944617,-8.618814528227455,29.84168660447823,C,E,199.4844309685443,D,E,-70.76116976016415,267.67456263741167,27.637320196832256,65.05428557414193,212.14347403630302,0
US,Non-binary,Other,D,-7.581772288574664,55.73758413759933,-22.533469810596422,A,B,140.0542721484045,E,D,-9.000872121978249,-188.84757431915097,100.09785243833387,19.321754433572348,-51.5610013924115,0
Germany,F,Black,D,31.73176856622137,7.345446697703056,107.9205852212806,D,D,-121.96886809451333,E,A,47.32153924759303,-130.63656247403247,258.5921628076327,-130.622426207707,-98.68465220011181,1
Mexico,M,White,E,49.83719861724251,-265.51093294703895,78.3122486248058,C,D,-58.8681688509877,A,A,-71.59609376894718,-53.88848187640621,108.89728494211452,-102.36840044304074,-9.167557350974057,0
Brazil,Female,Hispanic,A,2.1607302804396427,48.913270153287655,-37.11087453921839,A,E,-189.94684694880058,E,B,-122.96906248956172,-188.74881063061886,16.15031750985237,-58.13069050375725,-87.98573500542311,0
China,Female,Hispanic,C,67.6142925945179,52.29793910316,53.47271430853072,C,A,-10.193138263546528,D,C,85.9836497019928,142.23479176594807,114.07240343835431,4.031307044218824,-17.497248395485087,1
Other,Non-binary,Asian,A,-140.79939372165578,-144.59699485578903,170.3300613287057,B,A,-95.53716168326812,A,E,-141.13947190553827,3.252073782768384,42.10412880788949,-25.32782245282436,111.41111285164813,0
India,Other,Black,C,-35.895993516376315,-355.49974276960614,92.30167475071818,B,E,22.32380989613002,A,C,-176.88693325226882,-162.19336583488132,99.14691583089389,-114.99285513441832,100.85767186127568,1
China,Female,Hispanic,D,-117.77921965213231,103.13200695902964,50.33614511474449,E,A,44.03226155178225,C,C,-234.52980928744088,37.68124782216018,42.42856369520705,91.70928654595058,-156.3953252390143,0
Germany,Male,Hispanic,B,88.1417067758672,-69.08032366428911,-132.32069703271972,B,C,5.792781192986003,B,B,108.27527902877823,37.787984219395355,-30.24499726438864,-48.16381634765211,-15.856371061321923,0
US,Non-binary,Hispanic,D,26.198008881568697,-37.26060953395638,115.44974250598167,C,E,-78.66630933706989,A,C,-166.7928027432022,40.610931335660226,41.89217104733247,9.781343797302108,48.83148323736122,1
Brazil,Other,Hispanic,B,-8.172290215950257,33.611770598591676,-165.31652048593736,B,C,67.62561701492902,B,C,47.804046000144474,-21.758601728585695,33.39615838130557,-99.68786121029196,-126.08243836364714,0
Other,Female,African American,A,3.410032695365432,-19.707164084325214,91.61390167085081,B,A,-16.487025416572237,A,E,13.51606296320653,22.2867967633503,-80.45375751516565,-114.09654461080234,-73.05522909542594,1
India,F,Black,E,59.83482377939132,-62.973979402408574,-78.91023220105225,D,D,14.570799930276287,E,A,-195.11811050220774,58.81392024536197,185.66369379041504,-103.1286984439271,-38.863403952994254,0
US,Other,White,E,27.916475919412726,12.640451525035223,-216.2277162709784,C,A,-168.03598127981337,E,B,-123.69427409068304,-27.10565620463624,82.10118475267562,-54.171013946035906,52.47562298084023,0
Germany,Female,White,A,16.611441599326202,-33.96053533297837,84.53109632019795,A,C,73.39631534254123,C,B,-79.25287971102814,45.11368802549644,35.79357286259269,-14.818913769567251,56.07590636802602,1
China,Other,African American,C,45.34070477232646,-37.331477227489486,-45.9829162993517,A,D,196.9196470509181,B,E,-73.76011790324061,-52.65956853751654,-14.682599629255167,-26.22464056149967,-41.321210867500746,0
Brazil,Non-binary,Black,D,115.69882807458652,396.18373889787586,131.17843135822665,E,E,-149.56939475630833,A,A,141.25017810533075,77.40002504137912,8.083010542348832,-21.845738347409714,-36.4755044788002,1
Brazil,Other,Black,C,-129.13966689908864,-132.18612515819723,13.876187461268163,B,B,-129.45431979010797,D,D,209.6304813049341,-15.696118154994398,53.77070628159078,7.293204016856712,-25.93374720906357,0
India,Female,Black,B,53.47229879988047,80.76918019729995,-89.72983857254061,D,C,132.54402719405957,C,C,-3.8904477306042455,86.08872553736222,27.51217010411637,18.20782953146623,24.362598700228183,0
Brazil,Non-binary,White,B,62.70197669633082,22.38114831477758,35.6421331240159,E,A,-93.62702270809518,E,D,-65.37012519937568,-69.7258949339674,-172.56724383784038,-21.82269721074584,19.98504911068015,1
UK,Female,Asian,B,-91.38116212624767,-172.30432310106457,37.47756371571296,B,E,-51.208023109736466,E,D,158.9145204364186,72.35693372085146,69.87257538958798,-39.405591922803126,50.7313395719198,0
Mexico,F,Black,C,-35.63835267893271,37.11673892795052,-109.91814841363599,A,B,-67.10369457701366,C,A,-241.92865482282056,8.729408864979463,7.695736193699481,-120.35157812258022,-5.091746163118829,0
Germany,F,Black,D,-178.54637470802103,106.85538306766551,29.543100834655633,D,D,-70.8601703943137,A,A,-41.10796882464362,-26.001303988864066,62.46510539973132,-57.29837848759664,-6.3133353472324405,1
Mexico,F,African American,A,-13.416325777234581,-85.532022474138,214.0694108954504,C,C,-313.9050194736047,E,B,17.47438648834528,-59.200525857109284,2.547289843672879,-130.0530587815719,-43.38639200321208,1
China,Female,Hispanic,C,-7.132149974629648,118.33709620765325,-70.5544232855364,E,B,42.92272618842285,B,B,-12.847183238545238,62.48097213941976,20.770072349215965,90.8454535402194,-93.69989660836983,0
Germany,Non-binary,Other,D,-137.8370455438947,17.886765370071426,-61.9384649363501,B,A,225.43226381007963,A,D,-116.77350261116146,0.9524064146240241,-200.25797416830562,-80.85941041626725,67.90240122063089,0
India,Female,Hispanic,D,56.54109764907196,134.77336888341696,-21.00454414254628,E,D,-126.3391078206087,B,D,-89.9485630430106,-24.39853135985733,-203.46395134688242,-44.12049624982321,134.32644422232642,0
China,M,Asian,E,-142.31580365473886,-209.54669589165115,81.3540517951246,C,C,308.06503549983125,C,A,50.25656051824639,15.629772477771603,84.75915130866544,-131.6353862490142,-145.71355318800295,1
Germany,Other,Other,B,64.26369498706782,-33.593306508591745,18.77471924345041,B,C,-167.95841115242828,D,B,80.69940135298437,-191.14424608747186,-77.30707518475583,-56.3335675624721,-6.898814486573338,0
Germany,Female,White,B,-34.38637250423905,-13.879323350061448,-113.06255784145843,C,D,208.22186529423013,C,C,38.7493973221474,106.35141014047802,65.57780143239422,-158.50885959282624,54.16960886133545,1
Mexico,F,Other,A,-152.40280107059795,-9.527251595800031,67.24999716895763,D,A,-9.785487947127503,B,C,49.86867913435081,28.43341061183626,52.17732973363933,-136.08095142067413,-131.9555647230466,0
China,M,White,B,-38.792062460072515,143.15908547208105,-90.25915860960781,D,D,80.24319707911229,E,B,-58.45270300330247,-102.64272945514679,46.12574073824164,-56.982759716156814,-44.65397877074654,1
India,M,Hispanic,C,122.12346456348413,-131.0620980560435,-107.69180404924062,A,B,-24.36703939677369,E,B,65.67681406080987,-211.7491988274293,58.33928071967798,54.93719352714629,161.86524814849753,1
UK,Female,Asian,B,-214.97373357332427,77.98682363556684,7.891790602770158,C,C,95.40814320153139,D,E,91.73530449065608,54.83148327989714,74.37116781589921,15.602917910390424,-74.57237038659102,1
Mexico,F,Other,B,-0.8722571911546282,-47.55587642394699,57.47788148530084,A,D,8.127456282289431,C,E,-104.18285259967664,113.81014473831881,234.69186264552917,30.504986153697374,-98.95258947285551,0
Mexico,F,Hispanic,B,-40.81513200899043,96.5060015564976,-18.409790779415253,A,A,99.7694711062514,C,B,138.9044666108047,97.61828970842022,197.53889338698133,87.32533501637877,-194.34736651063116,0
Mexico,F,Asian,D,-26.42754205115439,-65.71435100730893,206.36780570012627,C,E,-239.76101518431196,A,C,4.815966080464566,-32.88306572777255,-57.00861316065598,135.12612793028728,-21.12417098858947,1
Brazil,Other,Black,E,33.239420787060006,-31.48488647892244,9.949955311518492,C,E,-61.92823060419482,D,D,63.37606908926453,37.224451416565,95.4578577053077,63.91304041246087,-34.548600182267876,1
Other,M,Asian,A,8.084020197368014,28.657625674012767,7.312712356383881,D,A,39.81939086698243,C,B,109.29602402833427,-147.82735654576234,161.5854666787135,91.45442140673248,-19.63824792134129,0
China,F,Black,B,34.97512657571533,-88.13743258404276,-66.99286887639731,A,E,-95.61780641235416,D,E,11.817156724138869,138.75598521240966,-83.46414902521224,60.686000363109784,36.71245002403233,0
Germany,Male,African American,C,28.061322732542116,204.38524608240806,-108.07607358099764,E,D,118.50344022612698,B,A,-60.00677896198587,41.18241421719755,-156.7609415923929,-10.976413936839743,62.77836471671,0
China,M,Hispanic,D,-110.66887694818912,-156.24571156954696,-74.13511431562112,C,C,1.7500578049211573,A,E,-29.547787338675068,-75.15052418871836,-125.40026270455596,12.66484618300845,47.27864627051643,0
Brazil,Female,African American,D,141.06687461813394,-20.339221655979912,158.0758983711284,A,D,34.32567764582145,D,B,-177.81956341650508,137.6185700302308,40.11562952913407,89.96190080707522,57.75487248351923,0
US,Female,Other,E,57.97073723502909,-102.52691208814304,-229.82856607552674,B,E,159.62814920164826,D,B,-25.137730095828694,126.68429862846087,-45.03888254825447,114.6266205473744,-21.64871156094486,1
US,Female,Hispanic,B,112.71672144851212,-89.48310869057491,-2.6654338512543454,E,B,52.62509345069134,E,E,25.212183281897982,30.273208899902826,-71.01658359292854,111.04020314260701,87.35301862337974,1
Brazil,Female,African American,A,-158.62804757705027,-240.2347393361315,-39.74754248281612,D,D,-117.5399940643619,D,E,150.99560774416335,50.10341850051117,187.69856696233765,-42.64334421160545,28.338119194201756,0
Brazil,Other,Hispanic,C,0.28475298550388634,-37.97202983230698,-108.12912434631248,D,B,122.18386798800165,A,E,100.19721270300505,-30.381249746503197,9.265690418606578,-27.762093089468426,-62.092345271811844,1
Mexico,Female,Hispanic,B,66.74343868593311,67.74946885021365,172.7195108375876,D,B,-45.517120256999654,C,A,6.538682263156997,-34.005402692898194,-7.854096581288691,134.56504351054994,164.82318165282632,0
US,F,Hispanic,D,97.0201253621962,68.66072723866291,-30.82732984835273,C,D,72.13031087889593,A,B,54.30539679544233,-47.287715076057744,-1.152154369042633,54.15359036906104,-16.279548632920516,0
India,Non-binary,White,C,32.983275152666174,23.480186740803816,27.83128185114265,D,E,65.6779606653261,C,B,97.61013933678679,-92.84148615606391,-83.05089885993536,-77.26054209836035,95.2708003273975,0
Other,F,Asian,D,246.5754475902804,16.046002259185354,26.459976020354127,D,E,127.21284454563427,C,D,14.846187697794058,-46.68719100838404,-29.488723165711423,34.24760551324294,39.678321119090654,0
China,M,White,D,-168.016349796304,174.35233520959795,44.80359061616564,E,B,-61.66850897493832,C,C,100.46789482083082,-75.87404252191699,-117.0706491539232,155.4633140753265,194.67652016894016,0
Germany,Non-binary,African American,B,-32.58927636279001,20.6031643977424,73.51296195052794,C,B,91.94558428203551,D,C,-83.72890547519148,-101.14430882182712,-22.036225182667632,-24.81035183092016,-0.14594958322558174,0
Mexico,F,Hispanic,A,7.738584116045224,107.46905902767918,-5.131415341266469,A,E,62.352839650591896,C,C,80.76769373859196,-137.9164137906834,220.3562124478609,74.1026581580162,-87.77668742695595,0
India,Male,Hispanic,B,85.47978207193778,255.21355051368113,-110.30546736236835,C,C,0.17504191750186696,C,A,-58.51575894416252,148.04718096066313,161.56706127484674,138.83675076748062,104.32633683736373,1
Mexico,Female,Other,C,-164.49041417454686,-12.572489061105294,-19.721543485061215,C,B,-29.884253178433035,D,D,51.273492794433594,-4.803561278523265,-76.16983008887577,-32.40540442076,120.6329793370317,1
UK,Female,Black,A,-175.60407953225527,59.54652591487341,-66.87377650146472,D,E,61.63806359396342,D,C,146.29787260581998,81.04021485992403,-21.085648644977976,-27.015162284202493,-45.54413028434151,1
India,Male,Other,C,-54.57893002197375,36.90787296996305,-27.082882434550864,E,B,-57.076616195363684,D,D,5.051412528721434,-110.49870688726082,54.1961969907377,56.30191313405164,107.88822775722818,1
India,Male,Hispanic,A,-68.09213821670058,-15.562043597968705,-29.061802911902713,E,A,-175.44586762338483,A,E,-193.59342817566295,150.70785030801503,63.55353520704598,-40.747998435768935,-19.171324373744632,0
China,Non-binary,Asian,D,122.81945427665191,-319.49713249300373,-40.554207637813185,C,E,-80.01846157457426,D,A,26.50509554903825,14.854378427879569,97.29933088506417,247.86058678035096,-53.175441956117666,0
India,Non-binary,Asian,C,38.341695815720755,-98.16709754709476,-48.87965147953114,D,E,48.765612184284834,B,E,-129.321472917512,183.06529207410293,83.36502890063136,2.600198433339955,-58.18965096777685,0
Brazil,Male,Black,E,93.3593339238955,-201.67382279784744,-169.08987236354494,E,D,-129.91005554343386,E,D,-22.707138159304343,-50.091133985092696,59.21024906329356,130.36588058604028,-37.3317159001344,0
Brazil,Female,Hispanic,E,53.99370762634036,174.372059028187,-95.24623888309985,D,D,83.6526607668478,C,A,-192.3922864793725,160.23633707306163,-20.904091563523874,-112.93170736579914,118.47696263965186,1
US,Non-binary,Black,C,-66.69122424574037,141.2725093560311,39.94346972565782,A,D,-175.79119777995956,A,C,-36.60312464044093,123.50367362632615,-53.02199760787624,-198.64781474402696,142.88510678061004,0
India,Female,African American,D,38.46714799132289,-84.83975824995288,125.24333671333292,A,D,26.958534600842242,D,C,-18.545391929930062,12.719797303550036,-52.03377001114012,119.22883975184317,28.42379724623742,0
China,Non-binary,Asian,C,40.251905521349116,19.110024470221056,-141.59929779445903,A,C,32.18711128026527,C,E,-6.844809472999596,55.884527890881664,123.14971670868849,-257.06982453363423,44.7124746230687,0
China,M,Hispanic,D,-124.7079813424437,-64.81071259417436,-5.162781733612546,B,A,64.8838973747934,D,C,138.9685319030786,-41.165191881021016,8.17186827643205,41.763567823518414,74.44760293119172,1
