disabled,civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Mental,Married,Female,C,A,D,D,A,B,-53.462551358480795,-236.23112413681727,38.912370210390655,D,A,A,102.51210726043647,30.978536975467758,E,E,91.06999258737672,31.324309985106822,-215.26324062176215,0
Both,Married,Female,C,D,A,D,C,E,85.13055256467808,-113.53770410008224,21.484664054445684,A,C,E,-227.60970794578083,75.87906804490734,D,D,-31.422689349719455,29.019733257623802,-52.491501489958026,0
Mental,Divorced,F,E,E,C,D,B,E,-76.63307717429664,114.06660146701013,104.9348989794829,D,C,E,-98.6497731470322,0.3830446476563186,E,E,-217.90921974649328,-59.33907717017005,-46.04538657199983,1
None,Widowed,Male,D,D,D,C,E,C,12.99816556797262,122.67573283203576,-96.48782828483019,E,A,D,-108.53669193747592,113.77689960498768,A,C,8.799834663404608,-44.1785746542063,73.26283279474227,1
None,Widowed,F,E,A,A,D,C,D,-113.35817249434407,-57.75189545291798,-12.175413714694539,B,B,D,-47.500175777579024,5.449683268088721,A,E,-236.00039305856114,-19.529685654473806,-214.10311191399236,0
Both,Widowed,Female,C,D,E,E,E,D,42.095056156896625,-110.16318243254103,156.59379427743787,D,C,D,27.943149220956943,-82.66045556115586,B,A,10.131546682366459,-7.58588776936141,60.36189539840825,0
Mental,Widowed,F,E,E,C,C,D,C,-53.07605125838101,-8.706944420388403,22.27918940119816,B,E,B,-44.76126307605408,54.978265384737135,E,D,-52.52116386896365,21.43618236289015,93.30574420818556,1
Physical,Widowed,M,A,E,B,A,A,A,-163.88686468289572,-190.56911469297623,39.98219709840399,C,C,C,8.384907979202808,-190.56013329229165,A,A,-136.77282843944093,-42.42040027052633,-93.1998437453912,1
Yes,Widowed,Other,B,B,E,E,B,D,65.77198089718638,24.62379898825192,-75.05840287149955,E,B,B,153.99462338680343,-44.62024423310819,E,A,123.0530855296522,19.064711571123215,-56.23131713636699,0
Mental,Widowed,Non-binary,C,B,C,A,D,C,6.561577650801623,59.12121545354106,132.41718551944246,E,B,D,-142.77287969516672,111.65572859377615,E,E,124.3730015472108,-187.28579155764714,-72.29880696708467,0
No,Single,F,E,E,D,D,E,A,-91.35728818732849,19.069284622786377,77.98788735791913,B,E,B,-83.44951494832209,-66.30006024568407,B,B,211.90957140364867,-76.17757971610438,-41.71509242568813,1
No,Married,Male,C,B,D,A,A,C,-72.67391261216449,112.68561983595795,-161.3626331015812,E,C,C,24.067745372870668,-52.30823951332111,B,D,-48.02261365635877,42.61699694745559,23.72510581328812,0
Both,Married,Male,A,A,E,A,A,D,91.69520639186213,-158.52740571681267,-147.27147950015473,B,E,E,-78.8920207837072,64.55557844733278,E,B,99.54011278803362,-176.65299374063196,-8.07988924525529,1
Mental,Married,M,D,A,C,B,D,B,-52.696407386699676,14.912438499124134,-35.88718793268468,A,B,A,15.28416331687975,52.597925721481495,E,A,125.53603878214794,-75.50530154020838,-10.932894486620084,1
Yes,Married,Non-binary,D,B,C,C,A,C,93.74889775273463,-16.23818581598658,-62.40881987343294,E,B,D,-178.3209490005985,-27.789633262186307,C,A,156.30854628624513,27.269282391824884,-94.12115304652927,1
Yes,Divorced,M,B,E,D,B,E,C,82.30133973832258,-21.86884073744645,145.08271024129579,A,A,E,9.435760778892908,-16.859351732757194,B,B,9.61963000350027,-47.284465618137475,28.079095118494195,1
Mental,Divorced,Male,A,E,E,C,A,A,-47.251774114659064,-63.02238936382658,11.559946740150128,C,B,D,83.9872217896253,47.068352894795915,A,B,27.57808499710884,-122.65389501524946,117.16356455453311,1
None,Divorced,Other,C,B,A,C,D,C,95.57151025430473,125.1349418151169,200.3286844029156,D,C,D,-70.26571986409394,42.58261163102699,B,A,118.79865189798771,4.660708229052174,-32.13584103923932,0
Mental,Divorced,Female,E,B,E,D,D,E,33.87416708119731,125.32214305131102,-55.3305752849726,C,B,B,-89.9909362276717,25.576253294455675,C,D,140.61215636895236,-104.12386130730854,134.5140558190878,0
None,Married,Female,D,C,C,B,B,D,-53.42515943909483,-74.6970637724685,62.192123332228654,A,A,D,138.28921676934763,20.40458973528783,B,A,9.1460669714625,-80.5650192292115,34.55186865289281,0
Physical,Married,Male,C,E,A,C,E,E,5.3681964569526786,-46.911439006097886,92.2600564990357,E,B,A,-26.43713133182395,-183.34476253274042,B,A,-124.55464031291106,44.85097083558824,51.63122641468475,0
Yes,Widowed,F,A,C,A,D,A,C,24.62761679818139,-44.91918615493884,200.52229911761583,B,C,A,-134.29748386602546,159.34883417810371,B,B,-45.14781537516841,-199.6664755607937,18.093097280975382,1
Mental,Divorced,Male,B,E,B,E,C,E,-186.4912193943961,-4.144477757700817,97.4529603384904,D,C,E,4.334079425480454,92.59689022117527,A,D,-0.15041577063687578,139.78651413269142,-84.63036494612611,0
Physical,Single,F,C,A,D,A,B,C,78.15103914082488,56.43537234491129,-105.80863387461457,C,D,A,-173.28506994814973,247.26155290863124,A,E,-113.63437951067006,-83.01522666576037,57.07777624883177,0
Yes,Widowed,M,D,B,A,A,D,C,32.82131367688745,11.449641553531432,-77.3974213122281,D,D,D,-25.348492853802945,-23.571022768197103,A,A,30.78587957554541,-102.44195630662014,196.33659800787362,1
No,Widowed,Male,D,D,A,C,E,B,-58.65944690940314,18.87035538734408,28.020546523658012,A,C,B,74.64700075059528,25.5521068856428,D,A,79.80570198852108,-13.080815587792763,137.59159884350387,0
Yes,Single,Male,E,E,C,E,C,D,324.13421164068143,39.68176433069533,74.34648582010746,E,A,E,-86.2384013333961,-107.83857779128387,E,E,-2.8581108647455733,-74.11273684801571,150.9974383086269,0
Physical,Widowed,Other,B,E,D,B,E,C,12.441521652866495,-78.54545173318192,-32.515201940075485,C,D,B,-51.89516012429546,102.28941328662047,D,D,141.45622208406803,141.9185948326792,13.993040896963462,0
Physical,Married,Non-binary,C,A,B,A,E,D,130.5861050207237,-118.28687109045342,-68.05174510497693,D,C,E,36.55737586587963,68.68688912474815,C,B,-26.153101639607595,-34.44019689150384,76.0616069629717,0
None,Widowed,M,A,E,E,E,E,E,145.87527809507378,-103.09919039560522,206.1941349720462,A,D,D,-34.210708443934976,120.5843408989487,E,A,156.84939382234782,169.824120738177,110.22872931566883,1
Mental,Widowed,Other,A,A,E,C,A,A,-67.74201509351481,-102.07827367068117,-91.17378346254274,D,A,B,-94.59825612996761,-55.19385236753991,A,A,-65.19514550622988,-2.4669207858029814,-158.81458433626418,1
No,Widowed,F,C,B,D,C,D,B,-35.134936487683774,32.830341591206356,177.43328411201617,C,D,D,-6.643475442377217,11.614696363590024,E,B,47.68660012456111,32.715185085993284,13.37301447748342,0
None,Married,Non-binary,B,A,C,A,E,A,-272.7648280824583,218.85626707293494,-130.3668974695272,D,D,B,132.5292170485856,48.919980793839954,B,C,122.46570827493568,111.31787207762827,143.88029453661622,1
Physical,Single,F,A,B,D,C,D,C,-40.06487722003977,188.24382596131463,28.795828164180975,B,B,C,203.0541340671204,97.79425733804288,C,E,98.95577858566898,22.643735954719038,2.9251152360501775,1
Yes,Divorced,Male,C,A,E,D,E,E,140.71565115801423,-34.70704043101976,72.92052367365449,A,B,D,18.243348120148863,61.82806771522924,A,C,138.5926372141029,66.07070696561668,-61.270008746765434,0
None,Married,Non-binary,C,C,B,B,A,E,151.08834621840157,50.2440803801023,116.02746331658582,B,A,A,-92.56555384663581,30.70876099049264,C,C,-77.23792451773932,-72.57992178107278,-33.44634243638826,0
Mental,Single,Other,E,C,D,A,C,C,-37.14789298383651,72.90197733224413,11.969164455359175,E,B,D,161.78564640363936,-95.1443343580686,C,B,172.22813006417093,178.31881744631448,137.5072257338242,1
No,Widowed,Male,C,D,C,E,A,B,114.74892566735836,7.046921213298968,-61.2542004277989,D,A,D,44.265091883693344,-220.1824133253825,A,E,-136.71118826024772,-86.95695650351759,219.47679538719825,0
Yes,Divorced,M,C,D,B,A,A,B,117.71032949199112,-19.352840647743204,-80.97285395733613,C,A,C,-56.90524283575177,32.34322903655918,A,B,13.371063646985201,-12.087591997260551,43.80249028419208,0
Physical,Married,Non-binary,C,B,D,D,C,B,26.52849890723582,74.06119642218229,65.06690688165777,D,A,A,30.29541720913884,27.798584842124967,A,A,-37.328753342926305,73.73041555992718,-72.6713079125942,0
Yes,Married,Female,A,A,E,E,B,A,109.93322161087981,42.98315555657415,74.93233745919522,D,E,D,-115.75428848034343,-208.65326663300482,A,A,-136.6916158424073,84.22665324101733,-59.62818627769568,1
None,Married,F,C,E,C,C,D,B,-181.26019682205083,39.97779558523509,-54.734542623566604,C,C,B,188.03357006005737,19.218045751083306,E,C,92.29583831747853,96.98633318064994,43.1318621640525,1
Both,Married,Other,D,D,B,C,D,D,47.10022162649231,153.48840385651488,3.0818009376662356,B,B,A,-80.61977976189047,2.8614868862511793,A,D,101.7820387101364,-32.29916692342451,32.175807003651535,0
Yes,Married,M,E,C,E,C,A,D,123.2529980809731,50.21177287371089,-112.5537173187515,D,B,E,-21.178474865939155,-139.3339492894811,B,A,-9.73604430776676,-71.21487570820165,17.29140301877218,0
Mental,Married,F,D,B,D,E,A,C,-90.59032061579063,-0.9874569105232971,173.27303432917313,E,A,A,-27.898883553856585,-160.82027746408903,C,C,-2.619819308052547,-43.793519433167205,-121.074325186601,1
Both,Married,Female,E,C,B,C,E,C,51.34547377424678,12.730278611809249,-24.922844529915885,A,A,E,-51.053670289096345,-105.38715189060166,A,B,32.31998526201333,15.372748634183727,-139.55663720029366,1
None,Widowed,Non-binary,B,A,B,A,B,C,21.822643039876073,-20.335878486179745,13.570100302908727,D,D,B,263.498378797735,155.12768324368844,A,B,-63.60966823589952,71.2249290311141,-200.11131085604674,0
Yes,Married,Female,C,E,C,B,C,A,-69.70788730736025,153.92433153951296,-52.51225451609255,E,C,B,-58.58835753794855,62.51345324609431,E,B,37.90207870269626,59.067014115130036,-62.47842498927052,0
Mental,Single,M,D,D,A,B,D,C,185.9513112920348,-19.193568663037862,-58.36449637862536,E,E,E,108.72263413644441,110.00092001855461,D,C,61.14404783344516,-17.34479609457636,159.00008592495755,0
Both,Married,Non-binary,D,B,B,C,D,E,-20.293001747085174,21.52609992479207,81.3965242797971,C,D,E,-144.08080998139704,90.72477053820764,C,E,-138.9523687215944,-129.8473883655007,-109.4500471027908,0
Both,Married,Male,D,D,B,D,B,C,29.874154608013683,0.6316294481251981,104.24610842427772,D,B,E,149.5792757280046,-13.323964242813677,B,E,-122.71226499468577,97.73226265842612,17.248197855760687,0
Physical,Single,Other,E,E,B,D,E,A,-157.97237862913082,-290.3619640996889,26.08242039812556,E,E,D,-12.612599436641963,32.11702373865089,E,E,-83.58751164872575,-10.780668172166218,-24.483194822776735,1
No,Divorced,Other,B,D,E,C,B,A,18.557496082500915,69.40488053642005,-66.20723383290199,D,E,D,-113.91432098859673,126.7637530083279,B,C,52.026557093745716,-79.34367398890522,-84.02928834983402,1
No,Widowed,Non-binary,E,C,D,C,C,B,139.2950859257044,-25.20343728649256,-10.158078300963735,D,A,A,90.81410617525128,145.60371474436042,A,C,-2.493851375013785,-8.857936094659452,4.451499580817823,1
No,Divorced,Male,C,C,E,D,D,D,103.01515098855238,-149.3269633914176,-35.65192668235259,A,B,D,22.37980553184344,32.087814447625526,E,A,115.05129574546996,114.84445495235774,-190.05954565842256,0
Yes,Widowed,Other,C,C,E,A,E,A,-8.769868059644413,226.5737195778344,14.624446487657309,A,C,E,-49.66960034421543,40.561527304925406,B,C,-227.07000205444916,-76.49625209252963,-44.59919602087733,1
Mental,Single,M,C,B,E,C,D,B,-95.34770014282931,28.446970739076693,65.40173402554719,E,C,B,-12.081029115542142,49.35728323955747,D,D,64.12877149620421,99.35437391161412,111.47357901983419,1
Mental,Single,Non-binary,D,A,B,E,A,C,-35.27345311664496,107.8956849191719,-25.170608776922936,E,E,B,-109.5911491832533,-59.17391735584911,A,E,-12.25715847686268,-106.2865094038852,-38.001661784117275,1
Mental,Single,Male,D,A,E,D,D,C,-69.84832476057329,106.33271388026814,33.038741992279036,A,D,E,-104.81106885117823,-59.27425901907066,D,D,-126.06215203978637,113.41544585091512,-49.48045427017067,1
Yes,Divorced,F,D,C,D,C,A,B,-114.06894071448845,110.10472337704877,101.98798958036342,A,C,C,129.25619849405834,42.99805569951881,E,D,-38.33356674618709,-28.77248515554978,25.403437434804392,0
Mental,Single,Male,E,B,B,D,D,C,-130.0898629894126,148.2509536492212,-130.68774807003905,D,C,B,-168.21392572069024,185.10044471717242,A,B,18.75154253966701,7.566591048982989,48.905087254420664,1
Both,Widowed,Male,A,D,D,B,E,B,-35.38321310196613,46.85235725666011,-71.45828337462201,A,C,B,39.630630929698725,-136.07612907875944,A,B,-92.86767195492848,-76.83666240082707,-0.9925512920802222,0
No,Widowed,Female,D,D,A,E,D,C,59.793990715058364,-128.7204081217556,-30.741876362755168,C,A,B,6.908114861633279,107.73796525258479,E,C,-14.800839822872314,-152.93596006979882,21.762558645204464,1
Mental,Widowed,M,D,C,D,E,C,E,27.73075264592253,-80.13273588754099,-44.767588017342305,E,A,B,-42.51767740409152,83.50728714794018,B,A,-41.71587245783466,-30.330970107408934,-74.04132905060078,0
Physical,Single,Non-binary,A,A,E,E,A,B,-132.44057613632393,68.99871163676225,74.34418962847519,A,E,D,-52.623291788055035,38.509080909793624,E,C,11.561516446610746,51.88438157404443,-137.6363086483345,0
None,Divorced,Male,A,E,A,A,E,A,-70.3671658334207,-64.24388553261043,31.05790598446277,A,E,E,-56.645081531798205,-135.1223689271521,B,E,-72.7356796169826,-2.865989291227371,89.3742194804224,1
No,Married,M,A,D,C,B,C,A,-81.37705838746012,196.73322778949316,68.86463960652308,B,A,B,-73.00417402965006,164.16848801919636,B,B,31.435890623116038,-82.4979202565742,50.694901142795445,1
None,Widowed,Non-binary,B,D,D,D,E,B,6.794379038184044,119.75532371495913,-126.58558150559647,B,A,E,155.21515508192857,123.85989518776692,B,C,233.0306806319884,56.32362829779368,31.738307389623476,1
Both,Widowed,Non-binary,A,C,A,B,E,A,-150.411474785346,-5.273106474782794,53.210196869311666,C,E,A,-56.14392865812683,153.75764980744754,A,C,35.753927910113994,105.36322244414096,113.4959081867281,1
Both,Married,M,B,B,D,D,B,A,-3.0675705265274402,30.278930817431014,-18.049687435174118,C,D,B,79.21415187546694,-184.07650882330142,C,D,-101.7973016411731,126.85267042508318,88.26606315276817,0
Yes,Single,F,D,C,B,E,E,A,35.42648932213592,-43.76385598003002,7.781039554031648,C,A,D,-12.882704166428239,-168.35541150304815,D,E,-100.45571105111017,-158.79743625944573,-8.28007553971561,1
No,Widowed,Male,E,C,E,C,D,A,134.55305133454308,135.78655402186465,84.27569387611508,D,B,C,-185.7348568282479,169.80536573473398,D,D,-147.3664957704983,139.5522485993704,-187.03416171851157,0
Mental,Widowed,M,C,C,A,B,C,C,-28.733289547771353,118.78881426216002,40.07217495844864,D,E,C,61.48938715545968,-15.960801091650827,D,B,-13.005067973797768,28.762571619231036,-62.64825210349958,1
Physical,Married,Other,B,A,D,C,C,A,-46.931292870364075,-6.76394355890518,-76.16377966562322,A,A,B,220.7942248926944,14.32197358306021,A,B,70.0065543588838,70.57271248089191,8.062139653985184,0
None,Single,F,A,B,B,D,C,B,95.64336224618421,32.95714103996036,71.15208186592655,D,A,B,94.5802926852599,212.6956431818774,E,A,151.70341461580955,-10.96865774069321,-8.984978531358824,1
Physical,Single,Other,B,D,C,E,C,E,-12.316440604709681,109.58908078991809,-49.757088225461956,C,B,D,-64.9603956991044,143.7168129915226,C,D,-44.31698042692152,26.315950606456752,-25.182945188774138,1
Mental,Divorced,F,A,C,D,E,E,D,89.29620275724484,60.938580532635115,-5.552793402017785,E,A,E,-179.1144346493949,22.366781213580744,C,D,80.20158543649354,-5.451809063918133,67.57079634673791,1
Yes,Divorced,Non-binary,D,E,A,A,E,D,-132.3028540774655,-17.737284284836107,3.977218312463785,C,C,A,-154.837868850472,-125.13245254594824,C,E,140.06402151000546,8.865725091242748,-124.7935646161479,0
None,Widowed,Non-binary,D,B,E,C,E,E,70.51198322850367,14.67467952165287,14.174817355147706,C,E,C,132.97958786710123,195.73694742440927,B,E,-187.25527764451053,-3.5576051757476677,-65.21606932152895,0
Both,Widowed,Female,B,D,E,A,C,E,251.1909534662367,-47.414981780911816,-23.04491048884085,C,A,C,88.06579853392532,-39.03365786468822,D,B,150.11846892407576,-49.856574045198535,24.680549497069705,1
Both,Divorced,Other,A,D,A,E,B,B,146.77665097843223,91.72036748554837,-39.67720052779289,C,B,B,-22.908564815696984,228.53558105303858,D,C,-33.18830275939082,-88.1030686146684,224.7584785497639,0
Mental,Divorced,F,A,E,A,A,E,E,114.96738723988756,-32.44290588409047,-26.16286668541134,D,E,C,-161.6467875759409,152.0052922000598,C,A,24.78342454543589,-135.95145142425523,-6.347208190617618,0
Mental,Single,F,D,C,E,B,B,B,181.2768811694729,-5.375350486451639,-46.46141292327824,E,C,C,254.70671730640885,0.3668446523415679,B,D,-121.00415613492856,-48.82838099950918,-70.41217046391517,0
Physical,Widowed,F,E,C,B,D,A,C,-135.34309469531783,18.499461457076816,27.63402684281575,B,C,D,99.4318631816108,-87.61229586892095,A,E,-37.008730067970035,-54.84846563890936,148.0597965315365,0
Physical,Married,M,E,D,E,B,B,E,-49.591986703457756,88.6092092089875,-72.83227484962148,B,C,D,-147.2460702240832,-137.5710749653986,A,C,-239.32156207675197,-54.25303374453827,-129.69405333099928,0
None,Married,F,C,C,B,C,C,A,-80.18173225764687,-101.9076638143852,84.02773752780725,E,C,D,-26.01452662421927,83.08635853766046,C,B,-76.17187140835543,-35.415186433589824,10.358568783277507,0
Both,Single,M,B,E,E,C,C,A,-16.26904656864612,-109.55265055386224,-74.97440537079181,C,A,C,56.617345059448496,41.36132976197931,C,C,-33.82338223198448,-46.31094469265055,-39.37887393763071,1
Mental,Married,Female,A,B,E,C,E,D,102.37095850416911,-187.20948590557649,55.38558692960752,C,E,B,-227.10152517337443,-239.17906051096693,C,C,78.98848897954525,-159.93770791955276,-74.2367250694898,0
None,Widowed,Male,D,C,C,D,C,D,-82.72210505633082,97.48450766903234,-312.0041326967379,A,B,C,13.623798576026818,-11.526657996783742,E,D,-146.08045873022868,167.3802901079956,21.040961433721076,0
Both,Widowed,F,D,C,B,A,E,B,-35.940166212954786,-10.482497220461962,-50.40612576930927,C,E,A,93.43676738948444,101.21159934763524,D,B,-9.68172710456463,-20.615819388866946,-38.53040046944426,1
None,Divorced,Non-binary,D,C,D,C,B,C,2.9640995939990042,97.75957496805786,-63.81472049882927,A,A,C,-54.17525640374681,-65.8681180938543,E,C,35.28896675968894,18.844686560957832,-35.47636748488611,0
Physical,Single,Other,A,B,D,E,B,A,-106.96096730983706,-9.111052976063647,-47.619181990861684,B,D,A,-73.41298407466115,-49.04528188595598,C,A,-73.27279660400842,63.365142513060576,160.40639607735525,0
Mental,Married,M,B,B,D,B,D,A,66.59881361208025,-103.7382881905064,86.56422155551087,B,A,B,143.61011403507044,87.22948150529982,B,E,-70.04984516405221,-73.00926081377378,-34.28887993005606,1
Yes,Divorced,M,E,A,B,B,B,B,-120.87384559798431,52.4394844112869,144.49342271094028,A,A,D,-30.01140729340771,51.50100579154476,A,E,-170.81224295926384,-9.230799654509866,-22.281859493539987,0
Yes,Single,Male,A,E,E,B,A,D,-162.55363404995342,142.50701840460692,-37.64401056011139,A,C,B,-146.28508247260496,33.29237898397866,A,D,-73.5285318926648,83.88681467476607,-16.831292811976457,0
Mental,Single,Male,E,E,B,E,B,C,-17.874666849940652,104.82934037286049,95.33557103803872,E,B,D,-22.592795434693063,98.47072999424856,B,B,-21.387083720456083,17.390913859766787,106.11166315070086,0
Both,Single,Non-binary,D,D,E,E,D,C,-114.46932886747507,158.74055000192934,-92.80006018999978,D,A,E,-98.5064386581264,72.19441451986708,E,E,-14.167894183661115,175.27254746836851,-33.10948019961972,0
