age_range,country,Veteran,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
65+,Mexico,No,Bisexual,196.0125897128443,D,A,-58.82051299214231,8.846678360524894,A,34.70790182670004,D,140.5250656499914,E,D,B,-82.09139492604348,A,95.15675875043338,E,A,0
18-25,Other,Non-Veteran,Other,-148.71826587852982,A,E,152.79769887125758,4.826188302588321,B,173.34388548001874,E,-114.60012590512083,D,A,B,-52.666202323020606,B,-22.233680389635975,E,E,1
51-65,Germany,No,Heterosexual,29.550068556569137,A,A,-59.113396035890794,-122.84857765202504,E,-114.88344425298764,B,15.328259155124885,E,E,C,-66.46690774959796,C,-73.4921212700137,C,B,0
26-35,Other,Veteran,Bisexual,45.76472851938744,A,B,-123.48029296812459,-32.611104594449976,B,-259.843063574765,B,-24.54221734806806,D,B,E,139.68588328425201,D,118.11101688977107,C,D,1
51-65,India,Yes,Homosexual,-96.05262803699557,B,B,-73.35047047761701,-93.95177700739222,D,-12.986925761649323,D,-16.00129828413714,A,A,B,-9.637991670362634,D,1.2315596512311666,B,B,1
65+,India,Non-Veteran,Heterosexual,-42.94503325493418,A,B,58.29476903791234,-103.18542269367245,D,12.663116877376007,B,-6.119920169122095,D,A,D,-69.2825351932303,B,43.30865388893752,B,C,1
18-25,Brazil,Yes,Heterosexual,0.18451240896753163,C,A,-55.92300487509536,26.47986388768755,C,-28.505242195345698,E,60.117554779294395,D,C,A,-96.29540570630648,E,53.359303323172384,E,A,0
18-25,Germany,No,Heterosexual,111.80131587849922,D,D,-42.39799112191493,253.26621764333095,D,102.61633426796564,B,29.03696413215658,C,A,C,27.335326332292176,A,65.9455303309708,B,E,1
36-50,China,Yes,Homosexual,-184.83543786897906,E,D,-1.438379485791502,25.342915363094427,E,-71.4603966379164,C,212.34325630495508,E,C,A,70.04015203251038,A,32.38260197045878,E,C,0
65+,India,Non-Veteran,Heterosexual,-195.2134780600128,B,E,-50.52440677078962,-27.441008187529796,B,35.20012644370576,A,-55.34510927225761,B,D,D,-93.06002559442096,C,170.9996516290386,E,B,1
26-35,UK,Veteran,Homosexual,20.782093866205855,D,A,51.69198922971994,-25.434068545724976,C,103.95805427854955,B,54.25848284474778,D,A,B,-118.00108854541418,C,71.77443610107817,B,A,0
36-50,UK,No,Heterosexual,234.52550367002658,A,C,-14.872997406637909,56.430674051129024,E,-164.85305069508277,D,-92.85909279682717,E,D,A,-7.51387032379499,A,-75.18642728673457,A,B,0
65+,China,Non-Veteran,Bisexual,1.3176826086493512,D,E,-136.31890791013066,-34.92936997577444,E,-202.7439772818742,E,-9.356364124942058,C,A,C,-26.530238713440163,B,-127.75913946956634,D,A,1
51-65,India,No,Heterosexual,334.2036377036719,D,B,-77.79881793031664,-17.07798877432427,A,204.40063294404086,A,-82.66810699247124,B,D,C,-80.55425961379818,A,208.77174047560842,D,E,0
65+,Other,Veteran,Bisexual,-84.16505410791305,E,C,89.25710508672151,116.2804315338402,B,163.45319453889005,D,20.151913083416222,E,A,B,168.46273546029678,C,-119.8259090893786,A,A,1
18-25,Brazil,Veteran,Heterosexual,-142.40557926414655,D,E,85.89138106434434,-93.27749462037373,C,95.31976181997972,B,87.84251059693653,D,E,E,14.394392879545098,A,-28.24226553702614,D,B,1
51-65,Germany,Yes,Other,-0.4196818678017174,B,D,-10.408562746225302,-37.97486021826211,C,-150.87630280208793,C,1.0751455614178178,C,C,C,-205.24523385852137,A,1.6699267112417582,A,B,0
36-50,US,Yes,Homosexual,142.633577504358,A,C,-13.114378431234567,35.90217747869398,A,-137.02285385123298,B,31.157539173860766,B,D,A,141.88074009675674,A,-103.8880759696537,B,B,0
51-65,Brazil,Non-Veteran,Heterosexual,-87.73613140989923,A,B,-30.57430835171416,116.36879733715237,B,19.607694074956637,D,-83.40727761195565,D,A,C,-18.68846504884584,D,-25.200045440480107,E,A,1
36-50,Brazil,No,Other,-171.57590502919962,E,E,-18.389583588056595,29.73798536616215,E,6.430051538735508,A,51.64915126093641,C,B,B,-48.85607650213461,A,-26.668747625363242,D,B,0
26-35,Germany,No,Other,24.78870165228025,D,A,-149.20045947899595,-178.24950484769957,B,26.798608175367665,C,149.68192477112444,A,E,A,-79.2120908834836,E,51.62041361262132,C,A,1
65+,China,Veteran,Bisexual,6.487733675504853,C,D,33.351235639763956,175.85955398023063,D,-158.57350106548708,D,74.57263673168165,E,D,A,-26.621571407052,C,-159.30589914520476,B,E,0
51-65,UK,Yes,Homosexual,184.56153304053373,B,D,-28.85971238640091,-165.97961470516339,D,12.859825324770776,B,99.22665640677262,C,B,C,97.84504502910436,B,81.9519073868643,E,E,1
36-50,India,No,Other,13.502865878622963,D,C,-112.85898305934697,88.58738187916002,D,36.010112633694,D,94.08168373144878,B,B,E,-119.86216284048479,D,-47.37328009178988,B,D,0
36-50,Mexico,Veteran,Bisexual,129.09537810398166,B,B,-37.06648477827054,179.1158267446725,C,-111.44104850690537,D,-36.07413174035467,E,B,C,-110.26645662186985,D,122.36242084304247,B,E,0
65+,Mexico,Non-Veteran,Other,99.19829497310934,E,D,136.6844478180023,68.72604583641771,B,70.00123200672836,B,139.66027556015848,E,A,B,107.74819736087483,D,-49.46225768206129,B,C,0
51-65,China,Non-Veteran,Other,-2.3283518351236134,C,A,11.283721171554465,-91.39191282503788,E,-25.014378668730913,A,-102.51854421988413,D,E,B,175.2075093375256,B,-213.8769510135889,D,C,1
18-25,Mexico,Yes,Heterosexual,190.2930660093659,C,D,-28.219488567439388,26.99544403761152,D,-38.16534284079893,C,-33.42532253892396,D,A,B,126.55170115647823,C,102.85460886403928,A,B,1
26-35,China,Veteran,Bisexual,78.05570130680321,C,C,45.772284874196004,149.56581582474612,E,173.72302432410805,B,84.51881777703943,E,D,E,-158.81565759265547,D,-24.540546817927357,A,E,0
65+,Mexico,Yes,Bisexual,105.35012911223392,A,B,36.330168112795,-232.60961075351753,A,-3.9721555253263485,C,71.4771438504974,C,D,E,-215.6398855773206,E,129.35581762119025,A,B,1
36-50,US,Veteran,Bisexual,-91.8646694456339,B,D,46.11830953298281,2.9505454787106355,C,16.363287688660513,A,-20.307537916793578,B,B,A,27.669495321385767,E,17.797965034621306,B,A,1
18-25,India,Yes,Heterosexual,66.76282516667982,A,C,3.3847878255656596,-85.51628043860808,B,-43.24373455505429,B,138.566776113504,A,D,E,-10.058605676647678,C,-53.49286861195478,B,B,1
18-25,Other,Non-Veteran,Homosexual,84.78229900084645,A,D,-100.90994943660323,-34.81572258949276,D,-40.78427731219626,E,-2.604464168974037,B,A,A,74.94816935245045,B,-11.26969876540968,D,C,1
65+,UK,Yes,Homosexual,118.45132170952625,A,B,181.19893270306977,61.125475205053135,A,221.95345589803418,B,136.39445632627397,A,A,B,130.7536510826015,C,27.882745904017998,E,C,1
36-50,UK,No,Other,36.30734378049315,D,A,34.79932045911007,-99.95015402047088,B,-87.04135078587987,C,90.36103404216816,B,A,E,10.823265311713898,C,-21.430576901820952,D,E,1
26-35,China,No,Heterosexual,139.7019878005524,C,D,86.97215865416129,-46.49937684038522,D,-27.97679665991195,D,-55.69419431140984,D,D,D,-60.77366481026285,B,66.3622967493058,A,E,0
36-50,India,Non-Veteran,Homosexual,-198.62111532095267,E,B,13.543426013530672,2.1591550191305138,C,-66.67036676716394,D,79.27835511414465,B,E,A,-136.13465496936377,C,157.10938449369385,E,C,1
65+,US,Non-Veteran,Bisexual,28.75997537103037,B,D,56.52086120169696,50.204644436082354,B,81.34067996073279,A,-49.49131439584228,E,B,E,141.295824392495,E,-48.8962100786791,D,D,0
36-50,US,Non-Veteran,Homosexual,-242.98796199565237,D,C,68.97719211816525,93.21030160139395,E,70.93667324782562,E,-133.93925632916725,B,D,D,-21.881586201716818,D,-2.3305748430570814,C,B,1
65+,Germany,Veteran,Homosexual,-9.33626743728687,C,C,63.49163357495555,-64.44865553237857,A,26.713958293110807,E,47.15106844994054,A,C,C,49.092728096099194,C,93.23782596776951,D,D,1
51-65,UK,No,Other,-115.51533297772536,D,B,64.19151332259125,-12.069114047644703,D,-2.385616786757368,C,-11.905965233115307,D,C,B,56.49222869680814,D,-51.960719185341766,E,B,0
18-25,Mexico,No,Other,-140.94767209257836,D,B,17.920424289396,-81.74622873856917,B,-70.40397685095135,C,185.82448479351706,D,B,E,141.9787300057095,A,-9.203205556206727,A,D,0
51-65,Germany,Non-Veteran,Bisexual,118.4755321793096,E,C,43.43970144134781,47.14317274006793,E,-112.4107538516037,E,-23.485808555874684,A,A,C,11.3270646321027,D,80.37602585040909,D,C,0
36-50,Mexico,No,Bisexual,-5.436833314560235,B,E,8.921074117750056,189.9216188488724,E,74.12735136803515,D,-33.163390534413665,B,E,B,-181.85869473645957,B,-48.928103825313066,B,B,0
26-35,Germany,Non-Veteran,Other,2.993204365743975,D,E,-79.55859006053218,18.140717951270982,C,128.9641211893256,C,-19.860001877582512,B,B,A,-125.13685996248498,E,28.989123337005463,B,B,0
18-25,Brazil,Non-Veteran,Homosexual,-157.34911858437204,C,D,39.52065669095497,-89.80159957200242,B,-17.2841764125401,D,82.95498966807553,D,C,B,-65.55429946649095,E,82.54004959550957,E,C,1
51-65,China,Veteran,Other,-58.18135504029919,A,D,-66.89549929238004,140.87815442499533,C,-131.62316042972117,A,-68.39008591995257,C,D,B,-2.660347937280007,B,-37.64273467310221,E,D,1
26-35,US,Veteran,Other,2.7067741603874618,D,D,-37.022066660769035,-107.97724945935676,E,-145.9626064405804,E,70.59613310134351,C,A,B,65.58565560133984,A,44.20278315960122,A,C,0
18-25,China,No,Bisexual,-59.871512627725146,B,C,-133.25912183700103,-175.3017430289617,D,78.42485950342673,E,2.193079320573827,C,E,C,108.44550600342266,A,-65.30559327973623,B,E,0
18-25,US,Yes,Other,-68.00128094815472,A,E,-39.015610376333164,-61.143490894823785,D,-196.40638651724555,A,4.9932985249402355,A,B,A,31.142296967469747,C,86.71438454696757,A,B,1
36-50,Other,Yes,Bisexual,-33.10481551158497,B,C,-158.8396703478278,55.90490405813509,B,21.74713439275791,D,-78.87315774302373,C,E,B,54.49892192386292,E,163.23473152535465,A,C,1
51-65,India,Non-Veteran,Other,56.82030371086603,D,D,175.22522936823728,39.361415141970255,A,72.24341996453435,D,-34.300022807417925,B,C,A,-30.613633995993993,B,37.78638300011662,A,C,1
26-35,Brazil,Yes,Bisexual,-62.945971795175936,B,A,82.87287256780024,115.8454031204778,B,12.698201421521727,C,-173.6453889034984,D,C,C,86.98954979229897,D,-116.11110968689151,A,D,1
18-25,India,Non-Veteran,Other,-35.29947017017043,C,E,-45.28615766891657,159.93571598579274,C,-158.57841907155705,E,46.533797454621734,D,D,D,28.221240528674418,E,14.361365471174766,A,E,1
18-25,India,Yes,Heterosexual,69.33173929758296,C,C,-3.7972940551225665,-15.081085320680002,A,-37.71153543737471,C,-71.51354494729298,C,B,C,-61.98715956657327,E,18.09991806361071,E,D,1
65+,Germany,No,Heterosexual,182.3130252256454,E,A,-51.002977697167054,5.743851058556353,A,69.41270085474285,A,75.86908888273393,A,C,D,-41.008035700431414,C,46.88707004337556,D,C,1
18-25,UK,No,Heterosexual,-99.99835109906938,B,A,-51.997081362215155,-117.32292181570143,C,227.06679154107064,B,60.89841887527003,C,B,A,12.663535786053268,B,63.45491058323475,E,C,1
65+,Brazil,Veteran,Heterosexual,74.59319216373547,B,D,-18.45718680971111,-101.33119036234962,E,68.21109326826563,A,51.16043205639272,D,D,E,-161.60975306452826,B,-204.2035101146558,B,C,0
36-50,India,Yes,Heterosexual,-18.694009852870277,A,A,-127.60970958395407,-117.97577669651851,B,34.563179022474685,A,-79.30007140786188,E,E,C,96.86519420303685,D,-176.58248793655238,C,B,0
65+,US,Yes,Homosexual,-49.2691419803737,B,E,-30.48853055741143,-97.45769651926375,E,-65.36965340000384,D,20.695264294208194,E,D,B,-28.228244642331717,E,-4.840648292749619,A,B,0
18-25,Other,Yes,Homosexual,51.82393487882154,D,B,-57.79734188495752,64.37903420780435,A,-54.16719395601851,A,-7.838146402366274,B,C,A,-54.113631921274596,C,-45.60449958294056,A,B,1
51-65,Other,No,Heterosexual,116.9599723279439,B,C,16.364470753848824,-156.6673156464418,A,56.569505297535684,D,170.18349781467307,E,B,A,8.517238725214971,B,-309.79667954488235,A,A,0
36-50,UK,No,Homosexual,14.26437558680698,E,E,-40.338878494185565,67.64171193615323,D,-87.78832633169714,C,110.72475829193249,E,E,E,239.80408006468514,C,-6.383149420321428,D,C,0
65+,Other,Yes,Other,145.02754713129758,A,D,-25.080794481664675,103.34136479795532,A,6.401689759576777,B,-139.1896678468378,A,B,C,-84.68305801144344,A,162.62999110993835,A,A,0
26-35,Brazil,No,Heterosexual,76.04876896855389,D,D,167.89345775516938,-98.58953800333894,D,71.23745183890235,C,109.02805422931867,A,D,D,32.86040507165975,A,-45.73317228506202,A,B,1
26-35,Mexico,Yes,Bisexual,57.55574185656664,A,C,-43.58313397210834,-184.04242818096265,C,120.43834045965784,E,56.94973302434783,A,C,B,-123.57806875317401,E,40.90122838710457,D,B,1
26-35,US,Yes,Bisexual,45.31362738608234,B,A,-40.77464065392908,-48.53385776604497,D,86.44434329831185,B,-69.66756915230395,A,E,D,4.0783532018497,E,-171.27187037650566,A,E,0
65+,UK,Veteran,Bisexual,13.095867107537012,B,B,72.89887407158628,-99.71509160653915,B,-44.906663101882046,D,-76.40892913369377,D,C,A,-77.63251096116986,D,0.9092564821717247,E,E,0
26-35,US,Veteran,Other,17.605038267780827,D,D,67.06546426506421,130.1728086209566,C,126.51687703755144,A,68.4085883326281,A,C,C,32.81481500269653,A,293.58337426118794,C,B,0
36-50,India,No,Other,249.8870298995861,B,D,90.26224783920762,65.41840530270211,B,50.68123640780476,E,203.89115047655727,B,A,C,38.12834474959541,E,130.69699717906596,C,A,1
26-35,India,Non-Veteran,Homosexual,-47.13666248968965,B,D,85.5824432245303,103.37511157623102,E,34.611336894152515,D,-79.76876297615524,E,E,A,-27.078240025152407,A,49.84292658649071,B,B,0
65+,India,Veteran,Homosexual,-90.62707880354618,B,B,-170.765767460836,-54.8986763844579,D,61.240854428477995,C,-119.5997815663041,D,C,B,14.042580814645914,A,98.5934824301523,E,E,1
51-65,Germany,Non-Veteran,Other,70.3274485272407,D,E,-88.67184372692506,-37.24018291208762,D,-228.72005201272145,C,-12.26487730725427,A,B,E,-194.66770675495698,A,-54.13793717341525,D,A,1
51-65,US,Non-Veteran,Heterosexual,-131.37682294575947,D,C,-49.22835926239134,-173.50693537938193,D,-57.119195446120905,A,20.802522003173525,E,D,D,7.068618816289564,B,3.640045415634643,D,E,0
65+,Germany,Non-Veteran,Bisexual,-37.60711671324744,B,A,134.89970163235972,-104.5639783668818,E,-17.336921309607863,E,116.84322770857605,E,B,B,98.96811144306817,C,38.00208645036188,B,E,1
18-25,Brazil,Veteran,Homosexual,-68.29247392882372,C,C,-202.63175790446502,-38.79983715058554,B,131.23979750908347,C,18.66479311412543,C,E,E,-36.828487471324436,E,320.6076022617091,D,D,0
51-65,US,Non-Veteran,Bisexual,25.598383591139445,D,D,-38.51634947047639,282.8376960654348,D,59.08791548265444,A,134.43320782533118,E,B,E,91.65745684631723,A,183.05033642117817,A,A,0
26-35,UK,Veteran,Other,89.79620675905866,E,D,-204.5360607150711,158.4922665876287,A,22.40998510207069,A,30.933861364577435,C,D,E,-6.735972669828705,D,-107.58413964025242,D,C,0
51-65,US,Yes,Homosexual,-32.33991263841972,E,B,127.06338553401753,25.362375228274992,C,-175.04212845525367,D,44.577615139025966,C,A,A,-91.51140452964471,B,-12.200070813746999,B,C,1
26-35,India,Veteran,Heterosexual,50.1785967957543,C,A,65.40183997251671,-106.45749880774717,E,-132.02681949091647,A,-44.14047787757292,E,B,A,199.10077085465042,B,73.01315626133282,E,D,0
51-65,Germany,No,Bisexual,54.005093784995104,E,A,-85.94819418232518,161.12324422864518,E,1.1020429535526433,B,10.940824478786135,E,D,C,43.25260783597041,D,169.62017682277738,E,A,0
36-50,Brazil,Non-Veteran,Other,44.527678989598094,E,A,122.54186092324515,96.84584937366411,E,193.12564485523473,C,-60.89204670254658,E,C,D,23.115835654477586,A,-129.92492615911794,E,C,0
65+,Mexico,Veteran,Homosexual,116.79804865394424,A,C,-130.56393133318838,-104.84475724465314,D,73.96311211085298,B,67.59193994255713,B,B,A,-52.92750559947114,B,-175.63461758041393,E,A,0
36-50,US,Yes,Homosexual,135.49681441433853,E,A,37.216901715415865,-38.453528066256375,E,-28.054335642192818,D,103.64082729282813,E,E,A,181.689268266141,B,-74.13030268683404,E,B,1
51-65,UK,No,Bisexual,148.70308225229292,D,E,113.58439714949672,-31.927540780172166,A,-145.36788481026107,C,-109.72369033292806,D,A,D,76.3995685907685,A,65.8141554516296,C,A,1
51-65,Other,Non-Veteran,Other,-41.00698345439925,A,B,-12.47026813162909,-116.93864936614555,C,92.46068680476318,D,-142.0434392618124,B,E,A,-84.53259711880807,E,100.04403333670655,D,B,0
36-50,China,Yes,Other,153.04468314220375,B,D,-75.14179462416608,-63.139459564962685,E,-67.66015712303502,D,-106.20797035167726,B,B,C,-39.66682663506366,B,13.716019904206911,B,E,1
65+,Other,No,Heterosexual,27.40932067168313,A,C,-92.0911936865842,-119.36986500565409,A,125.6033109280177,A,78.35152834279016,E,E,B,-247.92220799683528,E,-153.62012735022157,A,D,1
36-50,UK,Non-Veteran,Homosexual,40.316402782348334,B,D,159.17126413615534,217.2358244671923,A,86.15095991290247,E,100.31762468161618,A,D,E,-38.08184952358303,C,-116.52669244906397,C,B,1
51-65,India,Yes,Bisexual,72.81997839636915,D,D,-4.756300290432923,-73.50730652747993,A,13.166932808433138,A,-67.9770223189495,E,E,A,-20.3878431729435,B,-2.355021459253165,A,C,0
65+,US,Yes,Heterosexual,42.348882997819366,E,A,-134.5375191530883,-17.32872910803855,C,82.53293540554813,B,105.62547230172741,B,E,B,16.816258662670712,A,-152.94386974580416,C,C,1
65+,Brazil,Non-Veteran,Other,133.1295741810456,D,B,84.32455866135658,-137.25404954910803,D,-31.849432178310856,C,68.1723704880087,C,C,B,122.81823815512793,B,-122.69631446673228,E,C,0
51-65,Germany,Veteran,Other,-25.288941459821167,E,B,68.47855467785004,-89.02206983032673,B,96.25838587344877,B,-111.85321494183778,C,B,E,19.995567763321194,B,-214.9245520925155,B,C,1
51-65,Germany,No,Bisexual,-177.25053208867814,B,E,-92.36678291519235,77.73814304458993,D,-106.05765772494904,E,-24.929820855829536,B,B,D,-12.268927433957478,E,-22.73397093071377,E,B,0
65+,US,Veteran,Bisexual,22.336000154068593,B,C,59.73781220448039,35.17088439784931,C,101.79181346397033,B,-83.94176294470206,A,D,E,-51.76241795607061,C,-11.417028112381168,B,E,0
65+,UK,Non-Veteran,Other,34.025114133496686,C,C,60.793839468539744,-84.93152381201277,A,-100.20196990862806,D,40.84177003983752,D,A,C,-59.16882758905424,E,-33.903928483017935,B,A,0
36-50,Brazil,Non-Veteran,Homosexual,-42.74568041098862,A,C,-44.913054030392566,21.092259078322968,D,-79.5122121932764,C,100.72449818681774,E,C,C,-47.61517494102445,C,-149.0917502945153,B,D,1
18-25,US,Veteran,Bisexual,-80.67588577798371,D,C,107.54819395887914,124.17453684480995,B,-46.021319543538354,D,-82.1281815347019,B,A,C,-34.45203837413761,C,-97.07433641344537,B,B,1
18-25,Mexico,Veteran,Other,-3.5054159405394407,C,B,105.60164150081195,110.69524748061636,E,53.9865364841406,E,54.04014273401605,A,D,E,-59.171478695753834,B,64.53892081131299,D,B,1
26-35,India,Veteran,Heterosexual,62.13831002867075,B,E,145.35291589294778,-26.61308020147832,B,-111.55065650368097,D,22.617952858666253,B,D,B,-145.59113476514952,A,-77.46463296572769,C,C,0
51-65,Other,Yes,Bisexual,-21.792209616314125,A,D,-82.7465711172161,-37.46472380599703,A,46.873485010671246,C,46.90885706080562,D,D,A,63.6320493631766,D,-139.74715172151875,A,D,0
26-35,Brazil,No,Other,-130.86967045652398,A,E,141.68302597203626,86.48810085936711,C,-89.04231022995526,A,-139.67796237187798,E,B,C,-40.20872884042383,D,253.6777557471513,E,A,0
36-50,Other,Yes,Bisexual,63.86961911174052,E,A,11.645630243122765,-57.835301937560914,E,57.06193465520769,E,-112.33921439708081,A,B,A,-93.77974081074616,E,-180.13708510525325,C,D,0
65+,Germany,Non-Veteran,Homosexual,-111.64551911304422,C,D,-138.92996896857304,135.21091590264342,B,223.45604103623495,A,113.56672008362025,B,C,A,1.0196479945061403,B,-143.03588094558415,D,E,0
18-25,India,No,Bisexual,-27.171044714635528,D,D,79.31219322984892,-83.8127528121664,C,155.28104339546758,B,130.4022442728021,C,D,A,-17.167886705186046,E,-241.69835874860044,E,C,1
51-65,Other,Yes,Bisexual,-138.37165447708446,D,A,-216.85124802563558,-158.3980003114037,A,-52.15399820720032,C,-95.37589625046081,C,D,A,17.768739562844605,A,49.73772411690878,E,B,1
26-35,China,Yes,Bisexual,42.06669271350484,D,D,-36.95341239827158,2.248672418622474,C,-11.837222460992619,D,-72.89474587726444,E,A,D,47.98268204797375,E,-97.86493111592516,C,C,0
36-50,UK,No,Heterosexual,-79.97769808298368,C,A,-21.048431340737523,34.00908730644752,E,-146.8953378935431,B,143.78472447533179,C,C,E,-100.8757272880233,B,21.49944436317039,A,D,1
