Religion,ethnic_group,AGE,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Buddhist,Black,73,No,33.90139867901074,D,D,D,-19.273701329525203,145.51223975945143,-64.73011563744153,54.82277286024975,B,22.831177000754135,-171.5737940850923,A,A,A,E,25.21344423898031,0
None,African American,72,Yes,30.25040691944883,E,E,E,98.88186333130015,-24.555774606240075,-0.4065244208476604,23.0330234702237,C,-98.64940526808648,79.86896368701024,B,B,D,E,63.808784080771,1
Christian,White,47,No,-42.45734995444192,A,E,B,124.5863035044988,-95.54742860349445,205.99143765481406,14.61942130886094,E,22.962122267624487,-69.42391952602748,D,D,B,D,12.449032294603223,1
Hindu,Other,41,Yes,-99.39180626167293,A,D,D,206.61170396441136,54.245897441069914,10.202891848828179,-64.27112006985787,E,-56.57725081120347,-144.5357813628516,B,D,C,B,-237.00023173667094,0
Jewish,Asian,75,Yes,13.880493738637071,D,C,B,-127.54975980390128,-94.52425826753603,21.695033928664536,102.08361682208884,A,-91.0031417012165,-119.47248996944644,B,C,B,A,167.32020713481677,1
Christian,White,64,Yes,-84.88600448772875,B,C,D,8.42281321164988,-39.9326271941795,-1.348255129461728,-48.086040464586596,B,69.64212562990076,-53.61636374531654,D,B,D,A,130.81707736021906,1
Buddhist,Other,29,Yes,-74.57892927971137,E,B,E,-178.70247540429702,-67.50346540636588,15.654106796658187,-3.479110023679451,E,-160.06647662755844,135.84663479610913,C,D,A,D,135.59270394241105,0
Hindu,Hispanic,55,No,54.55949309037532,A,D,E,45.9229672130665,-157.7042250750006,58.6479865321697,-181.25226106444737,D,7.76539012241004,37.130141956256054,E,E,A,A,-38.131637427252805,0
Hindu,Black,48,Non-Veteran,-9.99153060527445,C,D,B,-4.269358857054451,-30.597970085439165,-99.93601548067403,284.3489092109506,D,-54.626671202393396,89.51755466236942,D,C,D,E,-21.896198065342343,1
Muslim,Other,42,Yes,-88.602260075034,E,A,D,98.31094659025139,57.933692183368755,-46.81579694239477,17.301115987944787,D,149.8922078558894,154.9596599726927,B,C,B,D,16.564150703002294,0
Other,African American,36,Non-Veteran,-152.25961781607555,E,E,A,134.38023165768305,153.4152802536518,95.28980673639644,-168.53344865877338,B,-105.69754701914864,68.82707005568099,C,A,E,E,-68.15560866636268,1
None,White,53,Non-Veteran,86.15598729597068,B,D,A,30.919292849244595,11.726122882214057,74.72028747264466,164.5070719184231,C,-86.91473658702273,174.83508713463058,C,B,D,D,-7.980486108226718,0
None,Asian,43,Veteran,-63.45156011094674,A,D,E,178.56339831110245,-112.16554295323775,119.50643297638213,-89.51815529735315,E,12.023046232297538,-103.54613704284863,C,C,C,C,7.0909841131856,1
Hindu,Asian,21,No,121.54991219638993,D,C,C,-113.94454156819668,-109.03078219245808,-266.06477000513837,-36.28156601628658,A,-134.11102656400874,29.69884080961244,C,E,D,D,2.346383184766469,0
Muslim,Hispanic,34,Veteran,-89.44323957113271,D,B,C,35.49796557554068,-72.18718066073542,-13.431341470575338,177.80212328867998,D,23.803115563541073,43.13311549148075,B,B,E,C,35.89275958534582,0
Hindu,African American,65,Non-Veteran,77.13602577582589,B,A,B,-71.61321327698803,45.872584884894366,-82.014693668984,77.29932619741075,E,-135.4579669907821,-39.530931761931875,A,A,E,E,91.90238927966179,1
Hindu,Black,63,No,2.1372402039009075,D,A,E,-13.932507521388327,-88.88769439444211,100.4742864599901,-116.00408156530975,B,-45.90427779860122,-73.29589077024531,D,E,E,C,-120.84527140241673,1
Other,Other,34,No,179.06270005417701,E,B,E,-54.821245371034976,34.567725873475936,-118.27319149350313,-158.36079064873582,B,101.98987597644489,130.17822105103096,A,A,D,E,-159.32698801398396,0
Buddhist,Hispanic,38,Yes,-199.1513670125154,D,B,B,106.61785095695349,49.15903432473604,-119.19644294050515,138.30902950721017,D,130.02955190989596,-71.01022489894687,A,D,D,E,46.87777136844418,1
None,White,25,Non-Veteran,75.80331011256415,D,C,D,59.23626457791651,-233.14778207458656,-20.275593435575942,129.36470801779927,A,-30.221322222012255,-39.916446566694894,D,B,A,D,100.50301991163799,0
Hindu,Hispanic,39,Yes,-118.41649610486078,E,A,E,130.81775993246637,-49.45264820986768,-78.22518393898899,-6.236693057433771,B,57.94720848111976,34.88299406691518,B,C,B,D,-190.1179217578934,0
Other,Asian,36,Non-Veteran,60.37798969030674,D,E,D,-61.83970703333227,-26.389417506273677,1.1820744059783692,-128.59318818951976,C,248.5307340954339,137.79646048172052,D,D,D,D,-37.4088024087777,0
Christian,Asian,42,Non-Veteran,17.853981850744248,E,B,E,10.44378409780579,-121.7205197803462,-141.36656355979352,102.26150280265038,C,73.00461605051034,23.97020850787363,A,D,C,B,8.008931604072247,1
Muslim,White,75,Yes,14.395309909521103,B,A,A,-20.765291623128036,-33.64382803752874,-18.66764339775719,-36.34253794618079,C,-7.386135688946473,33.52128633428511,D,C,A,E,-111.39124363704344,0
None,Asian,43,Non-Veteran,-15.462700963930581,A,C,D,141.76055902771495,95.77846678809316,-18.331264478973576,-79.40720612584578,D,-60.56640833028537,22.2033481492746,E,E,A,E,-58.56274471787815,0
Hindu,Asian,70,No,10.25165008025583,E,E,B,97.38576329805959,242.5882375554614,89.05477315552459,-14.473211454224376,C,51.61604758447569,3.242231606227728,A,A,B,E,-26.08204163614759,1
Jewish,Other,50,Yes,30.283606542353382,B,C,C,36.41830738764876,80.03929905068462,-97.84780982292055,-32.78571394525928,C,8.43223614070434,-28.36492404677039,B,C,A,D,93.94013599022499,0
Hindu,Other,54,Yes,62.82503654243457,C,A,A,-113.73276436496712,143.73249459017674,50.650490921856616,127.33873324507086,A,-62.690805578681974,37.36943482126861,A,A,B,A,41.76548144651578,0
Buddhist,Other,46,No,-57.6886508547546,B,C,D,-16.141439680230167,-14.038891330158936,135.81246885890312,-145.3552827734651,D,-103.1494602353465,6.55170863124729,D,B,E,A,-8.780610006907933,0
Muslim,Hispanic,74,No,307.0947040002418,A,B,B,49.71172798120345,14.330381902836464,-3.0826242914658635,32.96605502320797,A,2.2814395569343313,-55.67516853475577,B,A,A,A,-19.527951187751583,0
Jewish,Other,74,Veteran,80.96249698724078,B,C,C,67.42683271427151,-39.999165087828,61.95626350040012,255.34622987087747,A,-61.19449833322312,-5.328199012739909,D,C,D,A,101.81984945104263,0
None,Hispanic,54,Non-Veteran,-15.838613736918736,A,C,B,-46.544431860584275,-222.95574620375206,5.5332365936217585,51.63104926503351,B,10.058948499834228,3.771632610308283,B,B,B,A,-63.13845307959094,0
Christian,Asian,42,Yes,-158.59453971693276,B,E,A,-69.61201186715024,-154.87313694251787,10.65913906826116,-28.092814522434434,B,-29.735869567630544,54.230803057653574,B,E,D,B,110.47197842117949,1
Muslim,Hispanic,53,No,304.69274862211876,A,D,A,90.21568606148594,54.28573214335395,-177.36234920359192,-27.621848567803582,D,46.17992099283622,-94.1255072918305,D,E,C,B,-46.111125088312896,1
Jewish,African American,70,Veteran,87.47345296714688,D,B,B,32.16089437825186,65.10009039356302,44.573882065565314,-77.33149322560854,D,-81.54786618749942,-90.50998943903687,D,B,C,D,-8.445598495381912,0
Buddhist,Other,18,Yes,6.724405460344817,B,C,A,-51.5452290800934,-119.74792600808809,-106.94577650612894,65.17758644370141,B,56.94614617449385,105.922998158962,B,E,D,E,69.89433664222099,0
Hindu,White,54,Non-Veteran,42.29397384235837,D,C,B,-58.9226457157652,-124.81765688089719,16.499399637102993,-48.216233273971994,E,-80.79915091532098,56.23037882020363,A,D,C,A,-16.604454309795923,0
Jewish,Asian,28,Veteran,38.05089846750801,C,C,E,36.60076017415518,21.91662140937914,-56.4846631930233,-65.3044468415915,C,-37.03477387204735,-96.93287277926935,A,B,B,E,26.90516816655949,1
Muslim,African American,52,Yes,-48.218393987221845,D,B,E,11.074966614913953,25.00193365582947,-163.95164212987973,-63.599944105910886,E,42.78153482777699,-83.71551638494454,C,C,C,A,36.00380259533173,1
Christian,Hispanic,51,No,-63.828302717004995,E,E,B,37.14282936434369,-114.60916315663161,157.5026797169723,-64.2836801981644,B,-176.7334828631159,81.46047691269523,B,A,D,B,-177.94537453421296,1
Other,White,27,Veteran,-71.85927371452266,C,C,D,-22.633416512715986,-84.19812762576123,29.5286810136708,19.6877743093035,C,-0.7364199935909116,-16.67890402272568,A,A,B,A,58.77392080266065,1
Jewish,Other,23,Non-Veteran,-77.81965214607784,A,A,E,72.60064863411336,-47.96447590299366,-18.84113459308827,-18.98800768607864,C,-35.22946236147266,-90.92693472040834,E,C,D,E,-78.78729903608385,1
Jewish,Black,23,Veteran,39.80131315303653,A,D,E,26.456128219090452,41.523483867407336,-86.24973298625534,-143.3614079789272,E,104.24864727309857,-128.9482489296129,C,D,E,A,41.57689363803364,1
Hindu,African American,19,No,59.516169989043114,E,B,A,-21.39908905856116,85.0600061246454,32.979406484707944,-348.76037721681723,B,91.89789048537436,56.117167598108495,A,A,A,D,259.24530583654234,1
Other,Asian,40,No,272.10967537469486,D,C,C,16.58192871960642,-292.12218454172853,2.51217305000402,-144.77898757632002,D,69.69948848728477,-56.20800594935539,C,C,E,E,-28.04322598583463,0
Christian,Hispanic,22,Veteran,2.4845942984672673,B,D,A,28.463351108811665,-88.11704385455413,-175.8034488500598,-140.77376359710212,B,232.82887480564858,-16.166909461980463,C,E,C,E,95.16908070680323,1
None,African American,32,Veteran,12.36091742336515,D,D,E,52.94191638340875,14.765064202950864,-45.32560922107637,264.6673055460077,C,3.678865708483572,-134.5410256211595,B,C,E,E,-77.45469240607422,0
None,Hispanic,21,No,42.46163376140019,C,B,B,3.230064206184364,-1.7315872610054164,-29.22215065750019,-151.70827934051061,E,-56.82622315272653,52.59604071163463,A,C,C,B,-54.703580489109406,1
None,Other,51,No,10.38733646478512,B,B,A,-16.27936963384696,-89.17474682907492,68.84686580918124,-54.47652401942378,A,30.601012021990165,1.7460875334346542,A,A,A,C,45.13881884289878,1
None,Other,62,Yes,49.151314578152,E,A,D,94.89412897318186,-230.86528652257115,-9.168738893753305,59.12935954173817,A,58.43655166962576,144.3526507493695,D,E,A,B,66.66546917674697,1
Hindu,African American,26,Yes,16.23048784120387,A,B,E,-57.5409171466887,-40.67067798503748,154.77457724851362,-40.01070388990377,E,167.99615741076536,-79.0168612261553,A,B,E,D,-63.8266498951299,1
Jewish,Hispanic,57,Non-Veteran,-79.83451566851673,C,A,D,17.0702107941691,-92.16539970820922,-137.85710459137405,-23.409271453610415,E,-55.18687346044757,16.628718896116084,B,B,C,D,-93.0430190790693,0
Muslim,African American,72,Yes,38.6806318915621,D,E,A,29.95303731861188,136.38549080125964,-5.179993199185068,-58.361826607772485,D,27.183732312724267,54.198622197560034,A,D,B,B,88.55443615535418,1
None,Asian,51,Veteran,-63.41127785528102,A,C,D,75.02577323611156,17.427529868621445,-58.8924614348736,-40.93479769183159,D,-22.049279540326726,-22.539945544716712,D,D,E,E,-12.885888415808838,1
Christian,African American,65,Yes,69.86598607261702,A,C,D,132.19537030719616,-73.09833196645458,-128.14577379082698,83.51789849383546,C,67.85851015691121,35.3419104890286,B,C,B,B,-47.256491639920306,0
None,African American,75,Veteran,129.74525847055244,C,B,B,44.83461184664662,31.51188310945381,-48.81529441228041,-83.13735885911423,B,-54.96692566226905,-90.89126736867803,A,D,A,A,-28.547111855196857,1
Other,Black,61,Non-Veteran,-88.57375372928712,A,C,E,-168.95397151606505,5.908434687297967,-70.84470695163117,21.18525302683491,D,175.27605385125182,147.59758097713092,C,A,A,C,55.57723145239972,0
Hindu,Hispanic,73,No,-49.65114593075896,D,C,E,-212.5284075692453,-33.17955582941997,-23.154369321630174,57.998417345815625,A,-12.210572919870083,-213.64630455676385,E,B,C,B,88.52591691722654,0
Hindu,Other,21,Non-Veteran,-77.30462093331415,B,B,A,78.66287984366936,-22.643582509119785,39.72980090159615,46.41894369688927,B,-19.223510623905423,147.03294350353394,C,D,A,B,89.8703367849517,0
Muslim,African American,72,Veteran,-125.01324292635634,E,B,E,99.46496893320857,109.46224730816931,-65.2219957504576,-94.07871552437351,C,71.1955150533352,27.142051745215912,C,B,E,D,-73.91712358896937,0
None,Other,73,Veteran,-4.2652958090753526,E,D,E,-25.75967288945169,-128.27714994524203,-96.04645735941567,143.51734004173326,E,-79.52240815323154,116.11440773567851,A,B,E,A,-170.86570456018623,1
Muslim,Asian,46,Veteran,-68.92114126621429,E,A,D,-25.283193004207398,-12.674728464072393,21.663513973766005,-121.94048216871323,A,133.49584457187416,21.1747416955547,C,A,D,E,-130.73979510399866,1
Other,Black,46,Veteran,-58.34211122999221,C,E,D,193.02125422231978,27.64997332495781,64.37943377884491,150.3780894609069,E,72.67322763055687,42.18249675032442,C,B,C,A,-120.91101941915936,0
None,White,76,No,74.33347357088397,D,E,D,46.17005352861581,210.17659094020348,170.81654066911182,71.85803521671275,A,-79.95244889484798,96.07497400345164,C,B,C,D,-36.40509278914191,1
Jewish,African American,25,Non-Veteran,-22.027013818084807,D,C,D,96.48493013023463,-149.5059268194495,143.07526101691676,-53.92740176882824,D,33.503701007892936,-92.41986529546904,C,A,A,D,50.14930939229528,0
None,African American,44,Veteran,-53.75151440754018,A,C,C,-149.98061482143535,129.753782701807,64.6154960342365,-26.56743395343947,B,-41.0217175424318,145.0195000287075,E,E,E,D,-49.503916470028436,0
None,Hispanic,66,No,8.3041566154621,C,B,A,-181.1614170713241,0.1939953476962715,-1.2455192996165083,-66.04012770315045,D,-24.699888611443637,-1.9877699482981355,A,D,D,A,-71.55813213546502,0
None,White,43,Veteran,-78.60500469010047,B,B,E,-24.331608860457628,-139.6244943424467,-41.85888270357188,16.021424119655205,C,-186.67254195188136,39.10696911450548,B,A,D,E,25.559724487094954,0
Christian,Black,79,Non-Veteran,137.5425460466417,E,E,E,60.32396336480256,26.40365354490171,-130.5674083053272,-234.38802267453042,D,-4.213439244820553,54.80893713434492,C,E,D,B,30.651340552889998,1
Buddhist,White,40,No,-304.84274036855203,D,C,D,127.91319061275574,11.118793599201803,-6.999454013187889,-15.41101840722755,A,-263.0087236361894,113.41156504121919,B,C,B,E,68.84986205781043,1
Other,Black,18,Non-Veteran,-7.925495875341741,E,E,D,94.12420275655501,-91.18764025579577,-138.20126883067178,77.97211315312565,A,-195.33701747809732,108.92936242297577,B,A,B,C,-64.05096145105762,0
Hindu,Asian,50,Non-Veteran,65.69840691800646,B,E,C,-14.702833757420516,76.06720756298029,55.45856403092904,-16.933729809840816,B,-44.825596627755,-134.09664747882925,C,B,D,B,56.88428372787001,1
Other,Black,19,Yes,124.03990648324037,C,C,A,-218.44584111029795,57.37358762448699,63.51514397112597,-20.058608165597377,A,0.8699160160895953,-65.45639392506962,B,A,C,E,-3.7282168047525635,0
Muslim,Asian,45,No,8.732780295499463,D,E,E,-28.979350671061628,123.2452076048415,29.883672298935593,-23.843845418851398,E,40.852657546989626,29.490268028620797,A,D,E,C,-91.45713009086471,0
Jewish,Asian,38,No,-11.037695278300554,E,E,E,-100.8387604662572,-120.49718582212856,37.082616764382145,8.685101129019971,D,-91.54300176522906,7.500911306315973,A,D,A,D,131.67162621820225,1
Other,White,69,Veteran,172.93565936492368,B,C,A,16.14459309852591,-170.50732123088554,-114.6005950488703,-96.72796084429154,C,30.896804817794226,-38.33913275198905,B,B,D,D,-77.9034906598345,1
None,Other,38,Yes,-53.791614361305825,C,E,E,-10.372128117176405,-67.02886426296092,284.41336352833787,-134.18775330479485,B,104.28942446354283,-66.71958418558339,B,B,B,E,193.58520493980257,0
Muslim,Asian,23,Yes,-48.74467361605673,C,A,E,51.76141858158834,-44.55284228001644,52.21174761529114,-54.66024886097731,C,56.670576972619614,6.809908133796469,E,D,E,A,41.364722748754666,1
Christian,White,45,Veteran,114.86653335129391,C,E,A,-65.72225658754773,-30.314143519761398,-37.79446805959118,-152.1670647128183,A,13.399933137236749,-63.18716735270476,E,C,A,D,50.28289891636577,1
None,Asian,18,Non-Veteran,135.20112458678867,E,A,D,-122.33117330175156,-174.5486196013852,54.10409832888649,-221.78280647427343,E,30.77667324476976,159.4772642898447,A,E,D,E,-4.573785994341799,1
Jewish,Hispanic,31,Veteran,-121.48035852779412,C,D,E,3.460940575596806,-85.62648130529273,59.14147845547456,58.39944719965964,C,-17.894150385460193,18.81782556539427,C,E,B,A,37.06114829107541,1
Buddhist,Asian,51,Yes,55.91019168656436,A,D,C,-118.69442253879427,35.2190373356911,-1.7070302966334054,130.42733070283984,D,39.03559748014007,-23.65695234925817,B,E,A,A,6.151839622865034,0
None,White,39,No,-124.62490506891402,A,E,D,-12.441905213844786,-5.99913871584732,11.090732371568242,-62.53079768035471,D,86.75234713307715,70.0141695949305,D,A,E,E,72.63365421094805,0
Christian,White,55,Yes,74.71284781757718,B,E,E,-59.35060717736837,-35.660205889534225,19.996237460081833,-183.1568151143076,C,-64.40642446554281,-80.86863517706836,A,D,E,D,-13.240027289505255,0
Christian,African American,30,Yes,-179.68047275754014,E,E,D,114.17768098126884,-111.33664825901583,-60.545242096508744,-180.50891966645625,A,-167.94399349293062,77.65167418816874,D,A,E,B,3.9876790097448462,1
Jewish,White,76,Veteran,22.50993139397885,A,E,E,106.9725759505769,-83.86307234668287,-177.7865014904947,127.04522171946897,E,-49.60433303822619,-42.354096385540615,B,B,D,E,-108.21794361950117,0
Christian,Hispanic,52,Non-Veteran,-111.34887383540237,C,A,D,38.431328983127514,-76.2217552561376,-12.515791798005532,-3.819613244702217,B,-216.79380230028352,-105.7735616269389,C,D,E,D,-251.83190712033158,0
Muslim,Other,38,Veteran,-12.924504967758544,D,E,E,-52.48455070909236,30.162381459240816,21.540287974014095,30.82984300107374,C,116.73063929978282,33.463571444751544,E,D,B,A,78.88502121876627,1
Buddhist,African American,47,Non-Veteran,-41.037663057464194,B,D,C,131.57021598929208,-214.51171349890967,93.01446842663532,13.708260069875116,B,-5.751949738439219,-12.515929114081374,B,C,A,D,-21.499053523547257,1
Other,Hispanic,49,Veteran,-58.860425611939164,C,B,A,43.87761150540651,-81.74292218831626,120.39839404819266,116.29338813672392,E,-4.1897933666183835,181.18305671867296,A,C,A,C,110.83314183840969,0
None,Asian,56,No,43.253361437150545,B,C,C,8.725070959280039,-48.31206056911196,-75.76075116820607,121.44076187073041,A,11.235903064890564,10.41518817957869,A,D,A,E,-106.91428456210335,1
Hindu,Asian,30,No,141.05331417157697,B,A,C,13.92313079876507,1.4496656404995936,47.33201411100807,-7.238743591827366,A,-21.238138424751245,-9.896916110844787,B,A,A,C,-35.45482125062158,1
None,African American,63,Veteran,-36.78875441994278,B,D,A,-47.49807071392432,-8.094123669848218,71.45194431703845,-23.736323332834402,D,1.9351037251555254,-13.93456899682983,E,A,E,E,-145.73300512174546,1
Christian,Other,48,Veteran,-26.659038082583,B,B,C,54.19586913810497,-5.057142799699137,153.21468463190777,-37.37411776390505,C,27.521001404833335,-19.040053282024747,A,C,B,E,-75.47066341140156,1
