Gender,civil_status,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Male,Married,Muslim,B,-15.49225151725894,-14.6082481905412,E,255.95840950951128,-11.869462228130855,91.81449046748077,E,252.1983306162418,A,-19.457057766896458,52.580773752392794,B,D,31.643070011744438,127.48500274217164,161.90991419199813,1
Male,Widowed,Other,E,-48.89377964140081,134.64710493849748,D,-54.28142345540978,55.34264219669313,-19.153846064514248,A,-39.54183693901649,D,-17.054391577423143,58.06497440871004,B,A,58.3782724294291,61.36843465191636,4.791977439738746,1
Other,Single,None,E,-117.00964764925281,-91.75947753763354,E,37.98631366369766,107.03757962304483,128.13097988579702,D,62.23225478497898,A,118.29611721268651,29.53321812946622,E,D,104.35359731280533,-131.67091328223603,-121.45567006209914,1
Non-binary,Widowed,Hindu,A,-15.931251544014788,131.81146557220174,B,-22.153420789933953,53.81678721952496,59.55516772650158,D,2.3447822153262647,D,-9.38828932793942,13.900736318971699,D,B,-252.07148881074738,-30.593743179646804,7.898080051181353,1
Other,Married,Buddhist,D,40.0411335091951,-95.37283360936233,B,115.51146460273314,-60.81343511816477,-228.27819149868213,C,-26.49734923952145,B,161.85298829053744,47.80650525484315,B,D,-73.10634204809455,27.68331352651492,-23.480096865975465,1
Male,Single,Jewish,B,-112.79561086370873,-132.56240769949216,A,40.09862768327182,-111.73281093783372,33.48543987182941,B,141.20593094295614,D,-29.37909658179762,31.05295990953535,A,C,-28.12224844513741,-23.935442501415967,-12.672771907958438,1
Other,Widowed,Christian,C,-97.09122897394072,-121.89337650181302,A,-39.78029964059535,251.8145350889137,50.20467866166496,A,45.57908152689883,B,107.09467249030857,-106.07129506543609,D,C,177.81474587519213,-83.96268270427268,65.09756979242658,1
Female,Married,Buddhist,E,61.38979668571501,-142.603526024363,E,21.560339235936915,-128.80923049069585,41.46130973944524,D,81.25190994410049,C,118.34962240302067,-37.67573101831266,B,E,-62.58711174084238,65.51232393211968,6.137611212178575,0
Other,Divorced,Muslim,C,90.54431763065818,115.0791479810456,B,151.21124172456808,166.87567463847284,69.58233438519255,A,76.35493406672957,D,-44.65073538970258,4.696266736409775,E,A,35.91957171997025,62.253251699385615,-72.27907521014613,1
Female,Married,Other,D,39.089413948924026,-68.80796517169281,C,120.52582863361532,-72.19057406719377,5.512496937502127,E,142.48639141495048,A,-53.49422775827828,128.1148439125494,D,E,-129.91659596100232,139.19363931181573,61.3784747229006,0
F,Divorced,None,C,167.09251796586975,154.55621736104476,A,32.49798925784144,34.17102831320275,-10.804950595009391,C,222.59267257506644,D,218.06283663619456,85.25110919162523,A,D,28.600254928301915,5.871515391638776,37.237325477199875,1
Male,Widowed,Buddhist,C,84.66829089036906,-146.4609218982788,C,4.282049400287931,39.70654675646531,44.37713679933511,B,31.018728642074027,A,9.562626898071217,-310.8407817425971,A,A,98.72209709868861,67.70801652110052,-261.7981590829685,0
Non-binary,Single,Hindu,A,71.13005240353158,74.62107348151764,A,3.5349374724289726,185.33050882664764,41.34154233579497,E,9.19900048836027,D,106.03527362995516,73.32164210938065,C,B,-103.9832581387496,101.95506027539909,55.042297709752816,1
Male,Single,Jewish,C,97.50755054281689,39.12004948042701,A,23.28003490365206,197.9136490347805,15.501838927139008,E,-45.07574969300207,A,-20.50721332110615,-192.1498784104529,D,C,28.953193924904987,-139.895933849485,-152.95126073445263,1
Female,Divorced,Christian,C,-77.92859432743259,-124.27696638975601,D,59.19391836521194,111.35004902126371,-259.9978392141912,D,42.57545012341144,C,-110.75213069392194,138.28987954637591,B,A,-11.8095111455285,-64.21597327684724,106.61272191050661,0
Female,Widowed,Jewish,E,229.31463784834696,-152.22828151625234,E,59.59895150465967,-24.633504894911727,-140.84771783197837,E,31.883512280444855,E,64.03452674705015,98.97467019167019,C,A,33.93393629524091,-94.95798865731703,98.79834288646259,0
Male,Divorced,Buddhist,A,129.2130733257175,-1.2675225930678835,D,-18.37993724075805,18.241486931041,17.343984566480483,D,-76.8929577330032,E,22.7199164881248,19.516610377806902,D,E,-106.44359588696801,-3.8496293750804425,22.738995248020384,1
F,Widowed,Hindu,E,86.51983874163376,-100.7614197452275,D,200.85645528287876,113.98226061336399,169.02209324611607,D,70.34289906174158,B,90.93447950260924,-7.388832839188188,D,A,21.397737086761236,-32.249711935917226,-97.85646533248281,0
M,Widowed,Hindu,C,86.987973419491,45.72129557828802,C,13.421344852755157,-119.73831267590049,98.91488188720274,A,-159.8405677912551,C,43.51414554524872,-22.69117180824461,D,E,-139.13546880150471,-55.1625008470379,109.90227387846392,1
F,Widowed,Christian,A,-77.67717147989381,-92.22544449148936,B,-14.002373957849148,-76.00933152480081,34.73394282813203,B,-91.16178696955551,E,50.29107608451471,29.355995641735706,A,D,159.16264194762525,53.31246412123266,-167.83473463262823,1
M,Divorced,None,A,-13.518658699768126,-130.52209721518955,A,-9.352839585234427,-162.59736527010767,48.27671383839242,D,4.018618542245871,E,3.0676566495729323,-52.67305950741482,A,C,-119.74603157402579,37.370029047688995,-41.115050401834694,1
Non-binary,Married,None,E,-99.35000836771464,40.86741324657941,E,30.472553296171345,-112.50659310155355,-20.115906610591686,D,88.72315401191587,E,-14.53110282989331,36.71481839684535,A,B,-166.73135467414997,71.67183994166805,-59.31324597973905,1
Non-binary,Divorced,Christian,E,-13.4910588486126,34.30989825774759,A,115.30235479355879,-88.7591453056429,-168.0571095055282,D,-114.06948474905019,B,-32.31172749955646,160.33374689353965,C,B,-59.83744688912497,-21.93239720142809,149.4217305570252,1
F,Widowed,Buddhist,A,49.39986274205911,-36.518316471693666,B,144.22630348214474,105.48190099443889,-142.45257760650892,E,-33.67561687450792,A,15.510920509788376,-13.832025486360694,C,B,58.06142755444073,105.85270954868324,-183.50724279669507,1
Female,Single,Muslim,B,85.61503677347805,51.95860257230569,D,5.480502946335951,-40.0909232082034,-165.31995963626866,A,-126.16781313259115,C,-97.31125831918408,200.82773896776231,A,D,178.95218149900583,101.20613533266591,20.92625299459884,1
M,Divorced,Buddhist,E,139.60674919422246,88.85055889691884,D,-24.184421213431246,167.1192992884256,38.273819345210484,E,-84.39354672637138,B,-31.613627827373264,14.578964629660222,C,D,-10.117564703259365,-11.19361863488653,91.21869459202982,1
Non-binary,Widowed,Christian,A,114.3243434143423,104.42399522800278,D,-16.571385199640684,-52.018234836187546,-57.429323756549955,E,195.22849262115167,D,72.22179700832282,42.650084289914325,D,E,-255.6061995384883,-28.813103911756922,141.63155883209427,0
Non-binary,Married,Muslim,D,-48.79958335535218,-103.07494084477997,C,-88.44414797927585,14.951236248235123,26.09826918828988,C,32.33292468989689,D,32.678728228725895,99.54930618225276,E,A,-151.2525020149246,85.9272324959265,-64.83860597749702,1
M,Widowed,Muslim,E,-114.01330305675732,209.13310233422342,C,68.9968788532322,-130.30093307675207,-37.90298342172805,D,-124.55194475457307,E,31.68075709837373,65.60336025001237,A,D,58.3074633433266,126.75810903636288,-12.43135197423853,1
Male,Single,Hindu,B,-63.702964793893926,53.837120858208486,D,17.56607984606988,180.2515142472995,74.72057315608023,C,12.438320331928958,D,-25.68478822229203,79.25970237783638,D,A,-118.19410410471771,179.52814683917225,110.30747732525657,1
Other,Married,Jewish,A,183.76362021886132,-43.07316328457331,E,-38.170093078313904,13.186734709493253,-42.430385692460845,E,-12.625964504403342,D,-14.281430281963402,50.45065216950061,D,D,-77.5760257843456,11.703955108755878,-159.82348049279787,0
M,Single,Jewish,C,-179.75834334122035,10.22439673922844,A,-110.55693270410633,99.93474652589069,-0.26449373208504046,D,-86.68457356758115,D,33.30177622239244,48.65317675643674,C,B,61.050547990930994,-24.137853925826114,53.928114020175,1
Female,Married,Hindu,C,-112.00625779045674,132.48330355082874,D,46.05132904847204,18.475267836573437,-51.43800395736139,B,-42.3736996032723,C,-29.481160440208388,-115.85099875930646,A,E,-185.8520564869218,276.16532998625775,-21.094265896856868,0
F,Widowed,Muslim,B,-38.6721104214196,-74.5434599754391,A,85.69075468420962,-55.191862043390195,70.81020651015734,D,-109.64477159218688,E,7.1342663940304805,140.85119660189588,B,E,172.8819132202067,-65.6847710807798,223.36116282279406,1
Male,Divorced,Christian,C,-116.28778590664024,-169.4420824676665,C,15.20889591623986,23.78158145778094,53.87745399404006,D,73.58375147349571,D,-12.255181361643187,1.7113959722216157,B,A,-18.168048911420463,169.9863731090762,-12.174333398911273,0
Non-binary,Single,None,A,108.67615452829742,-88.43037713855522,C,65.65089033941481,32.36324410922787,-17.455239571420158,A,125.44385603996344,C,-9.180386426918831,51.78513539836666,A,A,-57.32663929468522,-146.03126482182535,4.776926997192518,1
Non-binary,Widowed,Muslim,A,135.94658905347598,-67.7868352965784,A,279.05819616796,4.823607027495088,72.53744013839462,D,-106.78337560302413,E,-44.801352010417,-136.8609652598641,B,D,-80.33341228896406,-54.40758166430483,-52.81322342375403,1
Other,Divorced,Other,C,-161.82613782232013,-11.42529549686516,E,-29.250677328127743,-45.26029698042848,-116.70862984799501,E,21.43991783917512,C,16.00479638696338,-104.09828243007296,A,B,-62.94178647100448,-79.46767425937313,-249.97427998835403,1
Non-binary,Married,Jewish,B,86.60376390457208,85.77355933745532,A,145.31925950927177,45.91420075624924,198.584954684836,E,19.65928481317435,B,33.00440374320259,49.206556619534815,A,D,-55.52071297604103,-134.74867753166325,39.749466184051975,0
F,Married,None,B,-85.97944060625,119.90843221318576,D,-170.7165652312352,-96.64797779950003,-69.38248638915752,D,-79.16469932476473,C,-43.41291201059043,57.92203133885364,D,D,-110.79464566880975,-197.35366495599965,0.6949121750333507,0
Non-binary,Single,None,E,50.54318000803245,-57.466348092845834,B,46.52590794291097,132.70081851559567,-85.43430991460642,A,123.34538736097578,B,33.60589746696526,41.562660369253166,D,A,89.41373642991408,-50.96337740890298,45.95752246188394,0
F,Widowed,Jewish,E,-37.541401540118365,-116.71854983059644,A,-43.521694598878135,-51.88607240050389,-2.107166685502572,D,95.72919243947453,D,-93.7986686357304,-58.15678512339033,B,E,-32.91160607801452,-150.81691243296453,-70.22108254797682,0
F,Widowed,Christian,D,-25.674622082464037,48.73005638254181,D,-45.93942462980423,-34.33295013574979,49.38784540165886,E,-96.61937458473398,A,-144.6191274505845,-21.32631272470602,D,A,80.27558569073078,-81.32317919618325,8.865237771130932,0
F,Widowed,Buddhist,C,86.87525578671239,43.355273244942055,E,64.81393410617103,-58.884196378473,2.255319087603585,E,65.31751621741891,E,-133.1896285172895,-77.57219384320373,B,A,-22.321704581409406,58.257759182038804,-40.76934482528229,1
M,Divorced,Other,B,36.87010219361741,-81.07890411252747,B,7.958316994300298,-60.53233694529745,193.0898188745078,E,90.89433625099007,D,117.29669429749006,-87.57283540823332,B,D,100.87332831544174,20.608077320072542,-29.528424456049745,0
Female,Divorced,Buddhist,A,-87.07862758666396,171.11874829259207,C,-62.22938781626728,60.633684072497196,-62.697059849634485,E,-33.45327245024439,A,-142.52448801903364,-28.507529338276903,A,C,-342.25190675365775,-31.995306000697386,89.2062877748842,0
M,Single,Other,B,122.35991177376661,-48.402302399519364,D,-6.362788265015723,81.69391546006001,100.4804565529889,B,143.1416224577705,B,25.4782216716416,246.50839538802956,D,A,-90.10698066377336,-138.32959913323762,-18.022464481726956,0
Female,Divorced,Buddhist,E,-65.46403188304136,157.70034149642038,D,-0.6122525688630199,-9.730783181022021,94.05852922083334,B,-108.77668500386181,A,51.33131184860626,-170.25450536482757,E,E,-64.21646517271455,93.62639621366176,51.19298020611092,1
Non-binary,Married,None,A,17.48191088046785,-22.832326293220447,C,-206.56989726381548,-11.940821156317705,113.27512734937206,D,153.53733961738513,C,58.1750442757963,-40.164422055716415,B,B,-71.13745301014703,-130.42937477970057,21.628463482087433,1
F,Widowed,Buddhist,B,-106.16981460538855,36.08468493956363,D,-131.23068060030602,-58.597932348801464,56.79293217843041,B,15.518592883269665,C,-113.03648244917517,-55.576115656395,B,D,-88.11973909118763,-29.200489721989097,184.0109636702885,1
Non-binary,Married,Jewish,C,-190.64094928202923,119.73133478471927,A,116.24955506837848,22.631003010056393,-59.505137339111926,A,-17.339998354592915,B,130.43407535076244,37.18823560880142,C,C,-39.081983657856476,-11.862929543869038,-65.94310467230933,0
F,Single,Buddhist,A,-116.99340636037401,69.79932634718593,B,-35.75469059511466,-28.357605438987505,11.198548295851763,A,69.94849278955613,C,30.68328451200407,149.72233838730708,B,D,-120.71391200575849,-85.49876313740182,-53.53577049383947,1
Other,Married,Muslim,B,-39.61072157429151,29.614235058084198,A,-44.98449253275007,141.02193404178692,26.833479229486183,B,70.72468254285681,D,-139.59047807314434,-80.97286570304146,D,A,-200.5534201245914,103.99279497711049,-29.6920056717103,1
Non-binary,Widowed,Muslim,E,132.8896785493447,-0.3593743742030048,C,-21.968648001434694,-154.46564178396181,-212.80985721904878,A,142.46888841663844,A,0.8464798761391534,-60.52644151857835,E,A,-131.61368696307989,-83.7397739720524,112.42885223967585,0
Other,Widowed,Jewish,E,-7.332871868286732,-49.55697221994125,D,-168.46944572066235,-82.02099139970902,108.3833665834231,B,-25.443351427964593,B,-54.917955175764156,4.558139614053666,D,E,-37.47946342041487,146.44369877628705,-67.91574117537206,1
F,Single,None,C,50.129128351081775,182.56728379736103,E,-55.299490811999384,53.905074809553845,162.8706936242149,E,-119.6972026440511,C,13.85449499961088,139.40308444628562,C,B,98.23936003618084,12.150603021568955,136.19026937129806,0
Female,Married,Jewish,E,35.46650833092862,-10.960801200332424,D,-47.907311622478254,-86.0654834866285,118.25085790850456,D,-50.786892176160045,D,-77.62202695070317,-18.76775768109131,A,B,55.28092022662112,-163.16066654092978,-41.02012900527404,1
Female,Married,None,B,-269.08299608273876,-110.45260214270529,D,-56.67340260446863,-66.05807524406887,-112.128434939851,C,-172.47786218402112,C,-180.01257633850983,85.6395607900032,A,D,-222.82472419337753,-58.02854659274856,-67.45234280829126,0
Other,Married,Jewish,D,24.22192138853815,-129.14026864485112,A,61.81828754896532,-111.23229062175966,-109.56301054668202,B,81.14964475883679,D,134.37562294136615,2.6698736509279266,E,E,-102.28154503156881,36.926047982504045,-59.09107228746997,0
F,Single,Hindu,B,-117.7971339048473,33.84533751749236,A,-49.92069906763781,-24.706484286751312,103.47246807912734,A,4.863042101855564,A,166.82843560487183,79.8167541552969,C,E,62.52063606027556,6.771236190669273,138.768532184437,1
F,Single,Hindu,E,-90.1576741407968,-69.18512251357141,A,-8.05981291609042,-132.18164803373142,-62.54031918848142,C,-276.7563386133791,B,-112.2013899854394,121.32545382826609,D,B,19.036598951880638,-19.585390128162793,-8.580460535243859,1
F,Married,Other,E,23.35730055944575,-137.42763885022262,E,-50.37700716322857,101.25213824411887,10.80787375896769,C,115.6235176598282,E,139.27188852297044,-22.343269380418437,A,E,-125.76710168306396,47.002763685422686,68.70020896871753,0
Non-binary,Widowed,None,B,162.97048482460255,-42.282813917443654,C,175.72080597259279,25.137525333751746,0.4127531532519004,E,96.56715438655435,B,-3.421498896589293,6.323985232770868,A,E,176.40022728085546,-152.82357336863967,31.285327312148603,0
M,Widowed,Other,D,43.83395367975859,-10.248437637019393,C,-138.25934490176363,-110.47208593511928,109.99595895913589,C,-55.91826077251573,D,-95.22491063717358,16.445031686758167,D,B,4.708483233176827,116.23723315898613,-87.56797238535002,1
M,Widowed,Other,E,-60.20697991810393,186.4631597467794,A,42.99927981350332,64.84296627379345,58.90937212700402,B,-98.031399660549,B,52.92630117245374,-72.66939933882051,C,A,137.9357546224201,-54.85244933407844,-187.80916629045313,0
Non-binary,Married,Other,D,163.94236868718139,-76.24666251719081,B,-28.38954395553335,-144.9228786019652,48.30301858822092,E,80.45891714292841,C,-26.942180251471807,-48.763315437096736,B,A,17.7910219670355,-170.33258675684962,-168.12069892639093,1
Non-binary,Married,Other,E,9.208126205084554,-178.63269261406265,A,-83.23797709114667,-110.40940056138649,43.923177741772164,D,-215.74285051662562,A,30.58231808580637,24.60813871954922,E,E,88.06702891025361,114.57353840228262,82.24823260202395,0
Other,Married,Muslim,A,-26.43916311655389,71.59243551516535,C,-89.2667782841681,-13.107067594622945,133.25524962200825,C,-51.29184299149438,E,-34.65795902164717,-5.3169520787822755,E,B,-76.60251262685385,-103.54507892409725,20.821656372783316,0
Male,Divorced,Other,C,107.35178836280501,110.82998968671214,B,91.02242810532817,-73.96066362246383,57.1988334143926,A,28.844064848024814,A,-114.68456185198808,60.28343373660964,C,E,42.149713356594404,-113.27966955158215,69.48564782083068,1
Non-binary,Divorced,Other,C,2.563843622507212,15.11270807691974,D,205.95823310133045,-33.376734313746596,-21.496981641914196,C,43.289548942204206,A,25.99093820913675,28.69131957276515,B,C,-103.81297342259789,-47.12785990579822,45.062407779814734,1
