marital_status,genero,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,Other,None,C,C,D,D,A,95.92137370072604,A,-77.58630932906556,B,D,48.61833029949775,D,99.64362664794308,A,B,-24.0772728089856,0
Single,Other,Buddhist,E,B,E,D,C,69.54940649841708,C,132.0687382254677,D,E,78.41724181171871,B,-63.69337587671241,E,D,165.29349888396519,0
Married,M,Jewish,D,A,D,D,A,-138.31359270025047,C,64.58152255303561,D,A,-72.49509832917012,D,-7.784397673970671,A,C,89.83727240258557,1
Single,Other,Other,D,C,B,D,B,82.36338483802504,A,-118.91169938495064,B,A,8.517529620246215,A,82.18646535713437,D,B,166.60337651835292,1
Single,Male,Other,B,B,A,C,E,-84.90963166100953,B,-133.76224042935476,B,B,7.190146716214102,A,94.00121288376928,E,B,-48.62816019809859,0
Single,F,Muslim,C,D,E,C,D,-31.065321223632893,D,-85.31786455049945,E,C,113.8016725099072,D,46.221730700209825,C,A,59.74652526243314,0
Widowed,Male,Christian,D,A,B,A,C,-81.10500172338047,C,-15.999153457579812,C,D,-25.245808807482973,A,8.780361511207353,B,E,-8.241610054589916,0
Married,Female,Hindu,C,A,B,B,A,81.15546540702263,B,147.49840335628465,C,D,174.4130742724123,E,71.93368974112312,B,E,80.06230310014017,1
Single,Non-binary,Jewish,B,E,E,B,C,6.724533133194625,E,136.32776044154915,D,C,35.789436221951455,C,63.79808629238553,A,B,-46.17329587157769,1
Widowed,Female,None,E,C,D,B,C,-42.030415614160155,D,-40.38447605146295,C,A,-165.39568558086432,C,105.09052557030472,D,C,-35.370911126790794,1
Widowed,F,Other,E,E,B,C,D,-22.062730954934366,D,-13.165239372564006,B,A,54.74850493305233,C,-7.924579145567858,C,E,-130.2568039020365,1
Widowed,M,Other,D,A,E,D,E,57.393540945022615,D,48.954168643891734,B,B,50.93782855639299,D,-34.862596824299814,C,B,-113.52652065160076,1
Single,F,Muslim,E,A,E,D,D,3.2096921069112723,C,83.2109839466533,E,D,-40.23780374587843,B,-35.68719319534938,B,B,37.68326389651851,0
Single,F,Jewish,A,A,A,A,E,177.5989267466951,D,-10.423735696374331,A,E,125.9938495647333,B,18.40245719103508,A,B,-1.1281874961783793,1
Single,Male,Hindu,C,C,C,B,E,-18.027273813120345,B,6.520309798541009,C,D,70.19152554842421,E,153.11164922651776,A,E,-92.56954107270404,1
Married,Female,Buddhist,A,B,D,C,B,103.74927325030315,C,101.42595261009365,B,C,19.616900554350487,B,14.748176552830428,E,B,46.785582259747954,1
Widowed,Non-binary,None,A,A,A,D,A,91.56474823192278,D,-86.84747701471834,D,A,34.684789453327895,E,-30.673657310740342,E,E,-156.0345785713003,1
Married,F,Other,C,A,B,E,C,4.8537611213829175,E,136.88624637527442,C,C,-62.60711993924618,C,128.57315564575828,B,C,-104.33388313592991,1
Widowed,Other,Buddhist,A,C,E,A,B,-5.651234329327197,D,-13.296283465940082,C,B,43.52569823404768,C,84.99455215030561,E,C,-34.64126001309091,0
Single,Male,Other,C,B,B,C,D,-123.12449548207829,A,-93.97314223064127,E,D,-112.84436460414354,C,17.676739119441486,A,C,164.05099119949872,1
Married,Non-binary,Buddhist,C,A,C,C,C,83.01478478700425,D,-139.54538774946076,B,D,12.332889742466481,D,-94.58044737475393,A,A,-102.27525830135875,0
Divorced,F,Other,D,E,B,C,E,-1.3783674436946538,B,-23.026724340133732,C,D,153.86323435575363,B,-59.72422176540992,C,C,177.57619078131273,1
Married,M,Jewish,E,C,B,C,E,84.12002433765488,A,-106.03911301708256,E,A,123.60554495659346,C,-112.2906349707409,A,A,67.25362536184674,1
Married,Other,Hindu,C,A,D,C,B,-105.85397417350282,D,141.97951932985507,C,A,-8.662928876101942,B,-110.98477143309498,C,B,-91.19324668520748,0
Widowed,F,None,D,E,A,D,E,-27.77928847205725,C,-145.70287846739365,A,A,133.10431862381347,D,-153.7774178980781,D,E,-179.37476216591784,1
Widowed,F,Hindu,A,D,C,B,B,11.912245453214785,C,-12.38300417912193,D,B,104.77017023938274,B,104.37654395684004,A,B,82.92604939068775,0
Widowed,F,Buddhist,C,D,D,B,D,-20.52734206687853,D,-17.7556761620946,B,B,-81.80979014816513,D,-50.01922194513166,B,C,-89.53711453433525,0
Married,Non-binary,Other,A,C,A,A,D,-98.4690088510623,B,91.26118339376184,E,B,3.2368692196023354,E,24.329749917438775,B,A,61.06761668350869,0
Single,Non-binary,Buddhist,B,E,A,E,D,143.7602505266131,D,-67.51656977734476,B,B,-170.29422348925797,D,-16.162519365164997,D,C,116.55093750896364,0
Married,Male,Buddhist,A,C,B,C,B,-29.364675251118307,B,59.76381849161578,A,A,-197.65662361349396,C,-27.059126178265135,B,D,-3.843512040961925,1
Single,Male,None,B,D,A,A,A,133.39785962121417,A,49.29988361196867,D,C,186.05588241471213,B,91.94101872046554,C,C,-179.71676972055903,1
Widowed,M,Buddhist,B,A,D,E,C,31.856559973767634,B,186.01107380244818,A,C,15.465908326739205,C,-82.28988016891255,B,E,-66.71339676512983,0
Married,M,Hindu,A,D,E,E,C,-143.62839709434164,A,114.00866709687449,A,B,-109.8432423500538,C,-130.95154547590428,A,C,19.722866912483912,0
Single,M,Muslim,C,B,E,A,B,10.059430981178371,C,72.50673370844672,A,D,-60.66343162207423,E,-77.80362343332108,C,B,-133.80437941118362,0
Widowed,Male,Other,B,A,E,E,A,8.947273086585925,C,117.69235295082385,D,C,-43.84096722726283,D,-7.995090760336558,B,A,-40.617040084859696,1
Single,Non-binary,Muslim,E,B,A,A,A,105.24685847797195,D,-23.294834477862377,A,D,-126.62918227914608,E,-64.18135103933811,A,C,68.49729716544933,1
Divorced,F,None,D,B,C,A,D,-195.91015644657836,A,-79.56656725092711,D,E,-109.99892624312453,D,68.16655502118117,E,E,-3.537761548953428,1
Widowed,F,None,A,A,D,B,C,-20.29296420502783,B,94.01160744071578,D,B,20.439030995085535,E,-85.51562410820137,A,D,-123.14413756357754,1
Divorced,Other,None,C,B,E,D,C,-194.69414958961667,C,21.07743712648487,B,D,100.2798304720289,B,7.7182855376261434,B,D,136.84339505233802,1
Single,M,Christian,D,B,A,B,E,53.28795186638304,C,-108.4050903360303,A,A,51.48303375571056,C,-10.89995759069831,D,D,195.43926891103465,1
Married,Other,None,D,B,D,E,D,-106.8247981655738,B,-23.9667724681791,A,C,195.48729244932156,A,67.54455705846021,A,C,-121.15922194649222,0
Married,Male,None,D,C,B,A,E,-161.6631539988906,D,109.58550853949606,C,E,21.971607966792504,E,-168.8435539781603,A,C,-22.99095954829581,0
Widowed,Non-binary,Christian,C,E,E,E,C,49.359725932293266,D,-32.86369206338287,D,C,42.54746469622558,A,52.04733019127884,E,C,145.0550619103783,0
Married,Other,Christian,E,D,E,D,D,42.95842559576696,C,40.463204005228036,B,D,214.80326168668097,A,-85.05616382081746,D,C,168.80287217234294,1
Divorced,Non-binary,None,C,A,C,D,A,-55.547613172039064,D,-151.36257459179046,A,A,-138.3419969227705,B,46.26490665638376,A,E,150.04206012045034,0
Single,Male,Muslim,E,D,E,C,C,-168.55284863070054,D,-173.42559410850657,D,C,-14.131060737171142,D,-65.78747523513807,C,E,-37.65752537976035,0
Divorced,M,Other,D,D,C,D,D,-113.38463786653779,B,-45.108317563155936,B,E,55.84227649960811,C,48.19289039730225,C,B,-69.76343505210907,0
Divorced,F,Other,A,B,A,D,B,-225.98146938477475,D,-154.83735477515756,E,E,-40.54767839211591,E,125.46505355918931,E,C,-97.16102327872309,1
Divorced,Non-binary,Buddhist,D,A,D,E,A,-251.0758871718843,A,53.88077339666436,A,B,-59.07760421505039,E,-47.708424384166946,E,B,-145.55591767864942,1
Widowed,Male,None,B,D,D,C,E,-194.1336041807192,B,129.68740880640988,B,E,-222.96165971706762,D,-47.75905332833605,D,C,16.708184401862837,1
Divorced,Female,Hindu,E,C,A,D,B,-57.744786057127286,E,5.246980257168624,C,A,-17.043060084628696,E,52.753651759599705,E,E,-52.43228861726039,1
Single,Non-binary,Buddhist,A,A,C,D,D,-8.125911630858003,A,27.438924938422275,A,B,-80.73785559562253,C,5.019242872669039,E,E,131.64034221577566,0
Divorced,Other,None,A,D,D,A,E,74.80040101013617,E,-45.2707036079563,C,A,119.6744310523308,C,-55.28134711542856,D,C,137.36397348716085,1
Married,F,None,E,A,E,D,A,22.657698132400903,C,-211.94613640862454,D,B,-47.03447376245578,A,182.4582149502731,E,A,104.81607346607151,1
Widowed,F,Other,E,E,E,E,A,164.70036171673178,B,25.17575186844146,B,B,-2.076619069390252,A,55.12570828199029,E,C,27.40015113561717,1
Single,F,Buddhist,A,A,C,D,A,47.62093137384599,C,-84.62413918446715,E,C,78.53326282511972,A,-10.15753280829124,A,B,-9.421735526264746,0
Married,F,Buddhist,C,B,C,A,D,110.59623074545996,C,-103.75067656859567,A,A,-100.12564606773888,E,37.84562976296043,C,C,96.08027943400333,0
Widowed,Non-binary,Jewish,A,E,E,C,D,37.21933328540247,C,80.44938367853425,B,A,3.832509594135416,A,-52.063771386754645,B,C,141.21529949351347,0
Widowed,Non-binary,Other,C,E,B,E,E,118.65131924670709,E,-13.721583127056755,C,E,-77.09922868014701,E,18.38823352047297,E,C,105.05284488889124,1
Widowed,Male,Hindu,C,A,D,C,A,81.98036407663689,B,-87.64915345617958,B,A,11.112231083771587,A,-3.460015884016425,A,D,113.38761508997528,0
Single,Non-binary,Hindu,B,C,E,A,E,-13.075299147233583,C,113.19505066628875,B,A,139.16159066860257,A,46.86032881739885,B,A,127.0720118985015,0
Married,Non-binary,Jewish,C,D,C,C,A,-76.08583613659914,E,-41.16333143663608,A,B,-90.39417136712828,C,-43.026671652622234,D,D,55.110505468012974,0
Widowed,Other,Jewish,D,D,B,E,D,88.23251456982308,D,-58.15150902325692,C,C,-60.424214852069056,A,139.24503180909954,E,D,77.42106611636031,1
Single,Other,Hindu,E,A,C,B,D,-45.99410314360076,C,-76.28070931128786,C,E,-119.18829755147368,E,-114.4126483005266,C,C,-17.106343453040605,1
Married,M,Other,E,C,E,B,B,106.96781968310796,B,-98.73618879077817,C,D,-19.876461784770413,B,5.376942259194141,E,A,-59.2792047449607,0
Single,Other,None,E,A,A,D,B,251.9560861462332,B,-119.08365617498164,A,A,-56.16869772419349,A,167.9844929773845,B,A,205.774040561535,0
Widowed,F,None,C,A,E,A,B,-249.76958424211708,E,-53.96234785388779,B,E,-112.57892660079398,E,171.8857698448327,E,A,-170.50219071157468,0
Married,Male,Hindu,E,D,C,A,A,-9.933772241056955,B,-0.43094606070102337,B,D,102.8423817049773,E,-49.19721947425141,E,C,132.0599450062099,1
Widowed,F,None,C,B,D,A,E,23.85900578459606,A,125.17918637970438,E,C,38.646755385870414,B,-14.786722239553962,E,A,-83.21321600278208,1
Divorced,M,Hindu,D,C,E,D,E,121.2124198474125,A,17.52665056785204,E,D,-114.96348778430472,E,-26.907636758682834,B,D,-13.260684002056374,1
Married,M,Christian,B,C,C,A,E,-52.31844756851288,E,-128.30787979838217,D,A,-24.73627043858203,D,-24.02625027346483,C,B,-36.55682111212728,1
Married,Non-binary,None,E,A,C,A,A,-138.63893877848122,D,3.1820194405396136,C,E,22.186342940733574,A,-14.626677408694727,D,D,-49.731799106029854,0
Divorced,Non-binary,Other,B,A,D,B,A,38.87548427907009,E,-2.8480668423902573,C,B,-54.97944972453204,B,96.77699986144994,A,C,19.96855515601267,1
Divorced,Other,Other,D,B,E,D,A,312.4515168831829,E,-29.639683696954815,E,C,137.25093617339925,C,-147.19382203222585,A,C,241.25824855471097,0
Widowed,M,Christian,A,D,C,B,C,-133.80911519145502,B,107.29454787455361,A,A,-11.328284587487053,D,-35.043705767746395,A,A,-36.36213611051721,0
Divorced,Female,Buddhist,E,A,B,B,D,-27.04409540418624,E,64.95665117413105,A,D,152.24968584643094,A,15.580516477183693,B,A,19.104281721311636,1
Single,Male,Christian,A,C,A,E,D,-23.35102772777286,D,-23.940540064754757,A,A,-49.81220196222307,E,36.81057483097446,E,D,-33.2216934984765,1
Widowed,M,Jewish,E,A,B,C,D,32.251915323156936,D,-169.6969053165597,B,C,-63.020707511056706,B,-30.704215382326698,B,D,30.85543865112373,1
Widowed,Other,Hindu,D,D,A,C,C,52.08558524991118,D,-55.78183831981166,D,E,-150.83578542738596,B,117.17568110975381,A,E,130.32740586964846,0
Single,Male,Other,A,A,B,A,D,33.912197778294676,A,82.81700631511308,D,C,-33.77317100872846,A,82.11324935201118,B,B,38.57332588290432,1
Widowed,Female,Muslim,C,B,A,C,B,155.86907977143636,D,92.94370856451181,C,B,61.51683719095432,A,98.1736604851304,B,A,-161.16904053485462,1
Married,Non-binary,Jewish,A,D,C,A,B,48.12260067925536,B,61.28884326299245,E,C,-0.105806634851422,A,-52.69379489798235,E,C,101.2534446926699,0
Widowed,Female,Christian,A,B,E,A,E,193.03144705984369,C,66.5094579057766,A,D,-186.81692532242667,C,-216.53027742790792,A,B,-186.44600716243386,1
Single,Other,Hindu,E,E,C,E,D,237.03004932363362,B,-146.32247005517408,A,C,-165.4694456206314,E,130.69516427553475,E,E,-9.75655531282228,0
Single,F,None,C,B,B,C,A,-91.89014562358345,A,62.53365805925938,D,E,-155.68175366618863,A,-112.0920710471506,E,B,-129.58409588358367,1
Married,Female,Muslim,E,B,E,B,B,-148.1000621906856,E,-57.66294447371435,C,A,155.77219454249052,B,-20.9264332605478,B,C,174.52699342787844,0
Divorced,M,Christian,E,C,D,C,E,-111.0862088805112,B,0.5375749069963045,D,B,-110.98999063884467,D,106.51741775852818,B,A,-14.594186838879173,1
Divorced,M,Buddhist,E,E,B,A,D,-129.07450166038907,C,42.11814997998887,C,C,79.70490263484035,E,47.785277834020135,A,A,161.0416797404273,1
Widowed,M,Hindu,B,D,D,D,C,14.806271583316738,A,52.755139277367824,B,B,-96.51344805860673,A,-15.081593262859041,E,E,64.04002059072951,0
Widowed,F,Christian,E,B,B,E,B,183.53958708168253,B,-24.983685315748218,A,C,93.58721925330309,D,-3.901054225069183,C,C,-74.38016579956893,0
Married,Other,Hindu,C,A,E,E,B,5.017069652418397,D,-8.070158142152525,C,E,-66.51349599644576,C,-89.58784987389474,C,E,308.9821423787646,1
Widowed,Other,Buddhist,D,E,C,C,B,-19.80997884464578,D,-15.935446464857964,A,A,55.80474189371068,E,10.951561760795359,A,B,-3.0177352752902573,0
Married,Female,None,E,B,A,C,E,116.43942233636417,B,-13.878957400186087,A,E,31.146227961444467,E,-45.393777695398676,D,A,-92.42258580071035,1
Divorced,F,None,E,C,B,B,D,-57.0145009116749,C,-29.61879876441356,E,E,-142.19803695832934,E,30.25051450723593,B,A,-83.67419417216884,0
Single,Non-binary,Buddhist,C,C,D,A,C,-140.6084176487327,C,222.79861753716733,C,B,-58.047078565524814,B,9.714043875795099,C,C,-89.5244066081329,0
Single,Non-binary,None,B,D,A,C,B,11.061533651913672,B,-82.94029095931849,E,E,-28.379241252299657,C,95.3867046908908,D,D,19.94622168997814,0
Married,Male,Hindu,D,A,C,D,B,139.205440250037,E,66.45918143558653,A,D,-153.99403320922636,B,56.878523289129525,A,A,-41.58982872616292,1
Divorced,Male,Hindu,C,B,B,E,C,12.892943064515766,B,-50.15624971289221,D,A,-39.51312613528064,D,-90.68989734100089,C,E,-59.42918963292826,0
Married,Other,Buddhist,B,E,D,A,C,44.313256475190634,A,-22.719928849925076,B,D,31.986743377106247,C,48.400012177391396,D,A,-111.55911853018073,0
Married,F,Jewish,B,B,E,D,C,-8.363627766114027,D,23.964337783773225,D,D,-179.6291844888176,B,107.39992058297028,D,A,50.3888226294727,0
Married,Other,Jewish,B,B,E,B,B,160.88001762824092,A,-69.84654614407037,B,D,79.68955030287117,B,-117.87411494354043,E,B,-53.84852686642532,1
Single,F,Christian,A,D,A,B,B,-104.05709578943694,C,13.652785655720773,B,A,-217.80980253103797,A,-14.782663633638437,D,E,102.71393019128358,0
Married,Non-binary,Other,A,C,B,B,A,129.25261849734983,C,37.022209090869154,B,D,-23.735323676518387,A,123.45800844372418,E,A,-5.238700291649598,1
Widowed,Non-binary,Buddhist,A,A,E,B,D,53.74762994664343,A,92.51652053776364,D,D,37.94803169170658,B,1.5110163886612016,A,E,258.6382745859225,0
Divorced,F,Jewish,D,D,D,D,B,18.172472004371016,C,-38.460444176328245,E,C,-98.39079842923495,B,63.820209008749394,C,A,33.44732488342929,1
Divorced,M,Hindu,C,E,B,D,A,-10.78865782165753,A,55.90239249805311,C,D,70.55214404369103,A,95.36302189858715,A,D,-20.1973158653661,0
Divorced,Non-binary,Hindu,A,C,A,C,C,44.425437733735755,A,-54.65855150307626,E,D,-47.549487206305336,E,8.497935828597438,C,E,23.091123657024596,1
Divorced,M,None,A,C,E,A,D,-117.98648405429365,A,96.18110535311659,B,C,86.71382942575309,B,-65.97181090278971,D,D,77.1918348238104,0
Married,F,Muslim,E,D,D,D,A,118.42467699882044,E,217.0961614378379,A,C,230.2478278785776,E,40.15726816278083,A,C,230.2687396916016,1
Single,F,Christian,B,E,C,A,D,12.79856579500941,A,-26.220418560770632,E,A,1.3492839795554945,D,-58.70747864263547,C,B,67.52783428738343,1
Divorced,M,Hindu,B,D,A,A,E,-121.57230759308864,B,-63.643833281512826,B,B,-137.59541677676316,B,93.39824616969247,C,B,56.21592893897615,0
Single,Male,Buddhist,E,E,E,E,B,-62.78226813805085,B,-60.52168538719318,D,C,83.77930377290068,E,-70.9836004211828,B,B,206.60523828257715,0
Married,Other,Christian,E,D,D,D,C,11.226797354993463,C,34.324313818397485,A,A,173.14408985783157,C,-12.897815763689021,E,A,-194.0773332774318,1
Married,Non-binary,Jewish,C,C,C,B,C,69.86059518336599,A,-170.76522249155613,B,C,52.69557747574378,E,-13.119534997158741,A,A,-0.9721848637065255,0
Single,Non-binary,Muslim,C,E,B,A,D,-146.09266297864215,B,-111.85822228976892,D,D,93.93469607028506,B,204.21450453318823,E,B,-158.33465035698342,1
Divorced,Female,Jewish,A,A,D,A,B,-5.703672852548283,E,93.15020484520755,B,A,-52.773599447458494,A,-43.23048385505775,B,E,-1.0993894041179053,1
Single,F,Hindu,A,E,C,D,D,-12.603715382008046,D,25.793105274397764,E,A,97.19156319921562,A,-17.92743547633432,E,D,87.66284900399847,0
Widowed,Male,Muslim,B,B,E,A,C,-40.69173058802879,C,-4.4365873138138685,D,A,-75.13163072274534,C,-120.85049841015743,D,B,-138.58789661115318,0
Divorced,Female,Jewish,A,D,E,C,C,7.909520478335463,B,-9.882654936890201,D,E,-27.51330356350864,B,35.00254108681506,E,E,151.4630511407731,0
Widowed,Female,Muslim,B,E,B,C,E,19.192626604196988,B,-104.69277088453958,E,E,-86.34164693441184,E,56.89455030212006,B,D,65.68302402754274,1
Single,Other,Christian,E,B,D,C,A,59.95703202579136,B,21.79986352819454,D,A,74.42669553323543,D,6.9041893444168405,D,A,-1.3670159958673265,1
Widowed,F,Buddhist,A,D,C,E,A,-105.96639428670458,B,-185.84247744895922,E,E,-49.86083702238519,A,-149.02212192888877,D,E,128.59023374114994,0
Married,M,Jewish,B,E,C,D,D,-42.48337551390548,E,-113.89639420139585,A,D,24.962390221869814,A,115.77194692672516,C,A,-19.8393014752759,0
Single,Male,Hindu,D,A,D,B,C,-169.05482414321585,A,-111.30300488850399,E,E,-123.46609467063058,D,107.69809460226772,E,B,-28.885939506317776,1
Single,M,Other,E,E,B,D,A,110.30881097075142,E,42.263545277148054,A,B,-172.48203693837212,D,-128.65729334756227,E,C,-93.92794657497497,0
Divorced,Non-binary,None,B,B,B,B,B,205.87934975568055,C,-165.30509600198442,C,B,-62.39513361930417,E,1.9529822709995475,D,C,247.14769678053295,1
Widowed,Male,None,A,B,A,B,E,-67.34712750314743,C,-22.56659911916129,A,D,34.544249072881,E,51.467862400880335,B,E,52.91863100329059,1
Single,Male,None,C,B,C,E,B,75.69233913270772,E,-7.899810387781539,A,B,79.06331050766597,E,-77.26177990238226,E,C,-4.6158614881713795,0
Single,M,Buddhist,E,D,B,B,A,14.78842929044682,B,5.707397478290507,E,E,-0.10492064106533523,A,-10.658152761083956,E,C,240.65608660557265,1
Divorced,Other,None,E,C,B,B,A,216.7005993362846,D,-18.46247257968191,B,C,-5.728472869163648,C,91.25068275018357,B,A,-89.42086962468723,0
Single,M,Jewish,B,C,A,E,B,-26.019116031227835,D,-108.52227504705002,E,E,-0.8450504059667784,A,-172.74727222082362,D,A,-110.27445138887397,1
Divorced,F,None,A,D,B,B,D,58.26840113109568,D,3.0491366139246896,D,B,58.324351297287826,E,-42.15416858600202,E,E,96.31066834417842,0
Married,M,Jewish,E,E,D,D,C,-18.900078233155664,C,85.71348326688233,A,D,-75.55479492026939,D,206.10635495044153,C,B,4.0213459750834915,0
Widowed,Non-binary,None,A,D,B,E,E,-100.17629532781733,D,-30.59614684363856,A,E,69.15946241815656,D,7.747194482446831,D,A,-72.94112443882656,0
Single,M,Muslim,E,C,D,B,A,14.019028723799797,B,-26.73095212647208,C,B,102.00813883972782,A,-2.8529825307466194,E,C,28.095473013354148,0
Widowed,Non-binary,Hindu,C,B,D,A,D,242.6228843114736,C,-38.62367603088743,E,A,54.80730329638309,D,29.30190079529449,D,D,-74.17892023932089,0
Divorced,M,Other,A,B,D,D,D,70.56281919996954,B,77.57016299205604,E,A,51.51747474664096,C,-108.7357448382478,E,A,-146.41405973314983,0
Widowed,Female,Jewish,E,D,D,C,D,46.49261190276679,B,43.189244839397865,C,D,5.102178559637522,D,-39.79541597913377,C,B,-47.71327781572708,0
Single,Male,Other,B,B,D,B,D,-8.924317963057451,A,-39.003236845922885,C,B,34.59406099808934,D,25.876449126832746,A,A,94.45181421338683,0
Married,Female,Muslim,C,E,A,C,E,143.45563315267657,D,-52.677709381262126,D,A,-231.10112974529224,D,50.083876274638094,C,E,28.687764578108705,0
Single,M,Other,A,B,B,C,A,44.54942725746316,A,-59.179442811210095,C,A,274.3144321790024,D,-119.84485039735053,A,D,-21.55125565626002,0
Divorced,Other,Hindu,D,E,A,D,C,-16.294528331431085,B,38.209117083958404,D,B,154.61525148769843,A,145.16815880160928,B,B,38.05457832417942,0
Divorced,F,Muslim,D,E,D,C,C,-111.0094467385854,A,122.5977212018115,A,C,-84.31097999888996,D,-51.40330346690668,A,B,170.98916226634276,0
Divorced,Male,Muslim,A,C,E,B,B,-4.11715259158141,E,139.56803415192823,B,D,-62.3258410311666,E,-31.544720761024248,B,C,193.628029388792,0
Married,F,Jewish,B,A,C,E,A,-34.40110077989188,C,-145.05313929501278,D,E,158.97938229454923,A,90.62498353805236,B,A,125.35530534724708,1
Single,Other,Buddhist,C,B,E,B,E,-141.98548931833608,B,95.78226892387359,A,D,-34.3103218734052,C,56.744009961702126,A,C,-11.019650408234268,1
Single,Female,Buddhist,E,A,E,E,D,-21.663329398807623,A,9.450624068740323,B,B,24.119028809938182,C,-115.15024565440078,C,E,28.434713691839818,1
