military,religion,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Veteran,Christian,18-25,D,-15.30082263674938,-140.94978848623515,-86.87294900004942,A,C,B,165.46800523102692,C,A,B,-80.7441813903029,-148.12738603370906,-8.777438271742257,0
No,Muslim,51-65,E,27.931489432520067,150.89956713898974,-62.346525783899885,C,A,D,-115.85781117047675,C,B,A,-162.44565823405736,21.24431840947663,-119.88278078837335,0
Non-Veteran,Christian,26-35,B,62.97359171374899,-11.724296592999355,-34.65713503098048,B,C,E,-70.1774047462069,C,A,E,-62.820041238493914,113.30291713526368,-12.385295931828393,1
Veteran,Jewish,65+,A,-20.919254322020002,-13.866986653734777,-133.25321025008103,E,E,B,-62.64505243957406,D,E,A,-9.781686082251285,150.23727869136889,-175.52966307590842,1
No,Other,65+,E,76.59869295617594,-141.00199945111441,161.75703660762355,B,D,A,23.174324628430636,B,B,C,-61.4019504471935,-65.58644807875002,-80.29294931854793,0
Non-Veteran,Other,65+,B,36.41274943418648,78.52747203395008,-92.73256600304857,E,E,C,120.16175708259948,D,C,C,27.531223191351213,52.76909935489971,-185.7975786442583,1
Yes,Buddhist,51-65,A,106.70771322540689,-10.407319653833799,-24.932490466305605,E,A,C,-146.85797892218653,E,B,C,-174.61212718520875,48.494734159283546,-214.69528750221173,1
Veteran,Other,36-50,C,-187.61352029011437,-40.13601410523392,0.7255954507180148,E,C,D,-100.40557036989422,B,E,C,-13.803114481903004,-109.0922145271336,-81.43659130210416,1
Non-Veteran,Muslim,18-25,B,-102.57570430713474,1.7194328995334351,-37.62321432907568,B,A,B,58.19471880272812,B,C,B,-97.77233372953233,-174.15010839387946,-2.9055386019717364,1
Non-Veteran,Other,51-65,D,119.56443931874254,66.9263603355463,-34.93736396708755,C,A,D,-148.02647122158345,C,C,E,31.630244323265504,79.5509752462501,47.12159754316104,1
No,Muslim,18-25,B,19.133671834665154,-150.0931984882423,150.24064117107906,B,C,D,-139.26103656826015,A,D,C,97.29180863615309,-19.08938796389886,-49.225644868126786,1
Non-Veteran,None,18-25,C,-203.08584615693061,-65.13592684897334,89.36721463828009,A,B,A,-64.15008885825554,C,A,E,135.53373309322316,10.78620852521428,5.052222752858506,1
No,None,26-35,A,-171.661935315447,18.303980005401005,119.08650917896057,E,C,C,-36.56762113037034,E,E,C,36.48065528423059,50.69684992563464,47.91122842204382,1
Yes,Hindu,26-35,B,-171.44581663640997,-35.21453737316406,-259.28677699775136,B,A,C,161.185924525936,C,E,A,204.9540358519272,50.67956260354217,195.33345248292818,0
Yes,Other,51-65,A,-135.71175586179228,-32.97456736082829,137.53675652146146,D,B,E,69.26715011263023,B,C,D,-63.647765977079764,132.99382978991306,-4.411477961253494,1
No,Christian,65+,C,2.061964329065699,-106.40458173956169,-117.15445689546347,D,D,C,143.32038325922,E,A,B,-154.90624456044054,-51.226186739559374,158.4462212556991,1
Veteran,Jewish,65+,B,-13.470558132785973,-179.92540901798685,-31.63187200785081,B,B,D,44.6985818611996,A,A,C,-56.88324968188486,-6.645831420026038,-53.196847907356535,0
Veteran,Other,65+,B,11.153722551223881,71.03428510267256,127.76534335297785,D,C,A,126.63987252817061,C,D,E,-85.00576012080037,-263.4331593773454,79.98076182074628,1
Veteran,Jewish,51-65,C,-56.32576566187514,211.08651400357118,74.94543450418601,D,B,D,23.20298446007486,B,A,B,-260.10379643891144,-179.19611056386782,16.246303238870297,0
Veteran,Hindu,18-25,D,106.48477948372823,174.57593052665516,33.232492263269044,A,B,D,47.1017059408233,D,B,C,72.03324876228822,-38.029876166623836,350.3496889809598,0
Veteran,Hindu,18-25,E,22.16894747633073,95.67491647721947,-105.22500477092368,B,D,C,33.30738293113609,B,A,E,122.20483570074153,52.45656625037841,118.15537062620945,0
No,None,36-50,E,203.86157660105115,-97.31797147308619,-10.700950151092009,A,C,A,93.38656615996082,C,D,E,158.07919731062083,119.20438678861656,13.918333553118925,0
No,Buddhist,51-65,D,56.57038471313789,7.622126294879402,-166.849276361414,C,C,B,218.692135899231,D,C,D,-49.862263079484414,-1.124237850620466,127.54207467218845,1
Yes,None,51-65,C,-53.815531639203144,95.27741215819646,7.492389814277447,B,C,E,178.35075931183314,E,E,E,5.583959439374723,-111.03903805721593,-128.0537008397036,1
Veteran,Muslim,26-35,B,-146.56966443567006,119.95376500504815,-30.953742733712126,D,C,A,-32.74441055859051,D,C,E,0.3323407910766989,-8.365574177967924,-34.842620611233556,0
Yes,Muslim,26-35,C,43.787730808439605,-13.347334577915323,-156.42258849891613,E,C,A,36.92945200376784,D,C,B,26.898909948219057,121.96082216889288,86.11415567915202,0
Non-Veteran,Other,18-25,C,269.98084307551034,84.73513332620975,-0.6173938588350059,D,D,E,-22.862164120848302,D,A,A,-37.801440841200005,29.811162546644155,-26.977579409533035,0
Non-Veteran,None,18-25,B,-126.09438164969254,193.05561201395028,-31.809998286977002,E,B,A,-58.407499772895285,A,C,B,42.14304269934443,-69.75655488678588,39.1550426194295,0
Non-Veteran,Other,26-35,A,-15.5112187386409,67.0302300504654,127.69994852119098,B,B,B,77.88551122161076,D,A,D,-84.74158622799006,67.8444758783108,87.63879860787586,1
Non-Veteran,Christian,18-25,D,-14.680075522622596,-84.2345147252644,117.5925277057684,C,B,B,-32.009080120780794,A,E,B,163.31850837050047,26.984328214449427,8.803703211468058,0
Veteran,Jewish,26-35,C,-32.757923365522956,57.49818902547541,121.012651549985,B,D,D,38.226034128656025,D,A,E,24.68716892860772,-238.79036954957112,61.08476274617502,0
Yes,Muslim,26-35,B,-147.95200904346308,3.8488285853875768,102.23243886858793,D,E,E,179.0780247561027,A,D,B,66.04344221460765,-66.47086410786342,60.61621274053449,0
Veteran,Muslim,51-65,C,17.0442722193439,23.131736522829765,23.70464157478078,B,B,C,33.64269599840643,A,A,B,92.87274598746849,-58.34656093013667,7.206310497620072,0
Yes,None,26-35,D,58.15670373821044,-34.34394096493528,59.230885265027666,E,D,D,140.943823681776,E,A,E,141.64353006399546,-45.69715740545753,-46.7748106543043,0
No,Other,18-25,E,38.625277244253276,17.311465874755257,-0.43513801869191365,E,B,E,90.24507572781079,A,A,D,-114.4233588881005,36.30187510801827,7.733427153951994,0
Yes,None,18-25,D,40.01473155217511,89.19211228563165,-26.6691299631641,D,A,A,17.80188338766222,D,D,D,179.54392786010683,119.75861082320571,-129.96118021694204,1
Veteran,Jewish,26-35,B,-46.69426848686948,-32.63296583914314,41.04139297024766,D,C,B,113.50578989964659,A,A,A,58.251547936873095,64.04830143023513,-68.83794507956306,0
Veteran,None,65+,A,182.092856341925,-9.098778739112772,-6.713382932663335,C,E,E,-96.2136967200329,B,A,E,98.58063100102407,209.50264038188467,2.5794553690354385,0
Yes,Other,51-65,E,45.751308999832965,30.97579163285636,-14.820379337876211,E,B,E,34.01068825253787,E,A,E,-157.3238356338953,-28.5859346021293,-10.85435316425729,1
No,Buddhist,65+,D,-156.66706761979628,9.3523880976826,-99.79826745426242,E,A,E,4.693235294752742,B,C,A,-112.14835257318472,-30.501040446757777,-92.99807570719706,1
Non-Veteran,Other,36-50,C,107.9761151247971,-16.87513603672915,208.676653143198,A,B,D,153.08075244434846,A,A,B,24.45233116331887,113.02771199450402,-144.79167990857326,0
Veteran,Muslim,51-65,B,-60.56265511597372,-57.62430239442895,-123.93572631318503,D,C,E,37.151790973045905,A,D,D,-164.61303694000873,28.55838468374854,7.36239435113272,1
Veteran,Jewish,36-50,E,168.0226881334853,184.44878052735257,17.39871323068166,A,E,D,-87.52293418518659,D,E,A,-48.03763572497012,-71.13842255344764,26.484216554675864,0
No,Other,65+,A,41.68583339975365,5.442290383817451,123.80919361926581,D,C,E,30.24312802691307,C,D,C,1.2828869789677173,12.968510454768856,-126.95143367250394,1
Non-Veteran,Jewish,51-65,B,67.5932984654051,-81.32727606777087,142.19028619503618,B,A,C,-17.861065481539846,C,C,B,116.96225932422288,-23.400509852975738,-6.685953993836064,1
No,Buddhist,18-25,B,272.4214528016639,-157.54084953650832,33.19687620436022,E,A,D,89.54583007358198,E,E,E,25.685250120749973,-116.2014393733574,-14.281700670681108,0
Yes,Muslim,65+,B,-77.19293897250488,14.66852483959918,-65.59546438900458,E,A,A,-108.11949697871826,B,B,B,-122.11673142715964,59.4760456268448,0.8631553514436032,0
Yes,Hindu,65+,D,-250.2850571653037,-11.533884192474645,102.7564683399097,E,D,A,-57.98542056090896,E,B,D,-80.47738201893034,42.749904233294636,-11.320888886772357,0
Non-Veteran,Hindu,65+,C,-76.9429783734824,145.73468323383844,-71.19487184575442,C,A,B,95.11540351169891,C,D,D,33.75266120757989,-86.71563696734644,271.15542155913244,1
Non-Veteran,Jewish,18-25,B,37.52620519248032,-164.28487584302815,-58.126980120804404,E,E,C,-79.5342175081112,E,E,C,43.20802264186591,-38.38037670037848,-0.6314338048113721,1
No,Hindu,51-65,D,-19.973819829411415,-169.43044984115068,-25.77154499493355,C,D,A,-9.423156508145027,B,B,B,-50.41764724482005,106.15434915360534,-2.2899645931395205,1
Non-Veteran,Other,26-35,D,8.63936759394393,25.872631653424488,1.186872288033377,B,D,A,112.337551419493,C,C,B,-72.75539803754198,170.5495376827613,-135.63323586956108,0
Non-Veteran,Other,18-25,C,-98.9401392636898,93.70005700108464,-6.352697859354162,B,B,B,-58.96948959750598,A,C,D,-107.8588212796074,-120.55328191545922,122.15433861263728,0
Non-Veteran,Christian,26-35,C,-52.492859390573976,84.17640289316067,-193.10531963893413,D,C,A,114.79304345164746,A,B,D,-139.695970561576,121.60165363155882,23.33114708310047,1
Veteran,Muslim,65+,D,-42.08416325980529,-249.96163848063708,-37.21717170090555,A,D,E,-185.41998172963315,A,C,A,30.14061658899513,74.88501519722543,1.2473008767659708,0
Non-Veteran,Hindu,51-65,B,104.73053376382082,-112.42448821508464,-9.938444368511183,B,B,C,165.9138552258656,D,C,A,-15.030706399004606,-6.020788813471426,44.62462799809469,0
Veteran,Jewish,26-35,C,0.8799014437389601,76.86268649108347,-199.74830821751507,A,A,B,64.53092639158375,B,A,A,-62.560235613223306,-124.11549345782855,26.00975314734547,0
Yes,Jewish,51-65,C,143.01001250466746,-46.1341130104269,-130.77421971225175,B,B,D,15.984499819294266,B,B,C,33.6497558242618,-7.440551240753014,251.80829582458313,0
No,Hindu,51-65,A,49.93937179042527,-6.556387354723135,-54.810503725896574,B,E,C,-140.33598022045098,A,C,E,140.40987942888435,-54.939578285611745,-139.94758295667646,0
No,Hindu,36-50,E,111.01474839121708,19.914656875050422,19.359454029532817,D,B,D,-53.381300708019474,E,B,A,-29.605230784700954,-138.64404759280418,-51.94882610205821,1
Non-Veteran,Jewish,51-65,E,-81.89452607439165,170.46223381601794,115.85893806181402,B,C,E,12.39772394676971,B,C,B,-40.94447870751106,-43.67847246908396,-12.298483301857535,1
Veteran,Christian,36-50,A,107.21693864396566,192.4240884179137,24.07689102869435,E,E,D,87.46425617256705,E,C,B,46.575773073387566,-73.3179597812392,-151.1171217465452,0
Yes,Buddhist,26-35,D,-22.886403673193396,-118.026618841751,-136.8649286743932,A,D,B,-36.9493950470663,D,B,A,-22.360384944675733,-91.46370114560189,-32.77541410279074,0
No,Muslim,36-50,C,103.24971979075642,23.983295892478193,-61.59188893754302,E,B,D,-177.66127063221683,E,E,D,23.13016406396203,148.05621898247446,93.24136584983653,0
Non-Veteran,Other,51-65,A,73.74356497262697,-49.60941278873784,305.45797793377204,C,C,C,-60.4394479021949,B,D,B,-89.08898997061443,-35.05395109635119,-356.83439683809894,0
Non-Veteran,Muslim,18-25,B,59.93250013600745,-65.67168983250362,28.95646921444318,A,A,C,54.00526275900599,A,E,A,52.59723574305081,188.84169676712602,-63.419727799681155,1
Yes,Other,51-65,A,19.901897984504497,119.26828209510447,164.14211524549856,A,D,E,151.30658031572523,E,C,A,237.40310639337116,-154.65614348822362,-68.47382381226173,1
No,Buddhist,26-35,D,23.854168806333927,-59.70553425830863,-146.08118421254747,E,C,C,96.28320216290682,D,E,B,228.56268194907798,45.26642512349642,-137.87799137460087,1
Yes,Buddhist,18-25,B,-78.02680542350454,-215.87206400604683,135.9698160353873,A,B,D,-63.83992114283057,D,C,D,85.09238293654752,41.325777725790175,-54.10256245308952,0
Non-Veteran,None,51-65,E,85.51768246332817,5.707279573611594,-39.44179735471478,E,A,D,-72.5902034913476,C,E,A,33.59038525294129,120.08459593026582,-3.7515997590278247,1
Yes,Jewish,18-25,B,-74.13553833157557,-93.94399018367535,94.56267582981303,C,E,E,-30.050796661103156,D,A,B,164.28782793277523,76.42162226385506,121.21811514712766,0
Yes,Buddhist,65+,A,110.00621042823697,-65.33359308085635,133.54715485449933,B,E,E,3.53862891632269,B,A,C,-25.48478929725008,21.375403670626874,68.19686500845069,1
No,Other,36-50,E,-150.52283200252822,-133.33289630453157,141.30579132400482,C,B,C,11.979717009088276,E,E,C,-10.328541560023062,-36.52025764429852,60.47503011819943,1
Veteran,Muslim,36-50,D,14.056356912461728,-67.54911981653831,16.855984937102058,C,B,E,-276.6256686404003,B,B,D,80.41077479711743,132.06115151702616,105.21889552942092,1
Non-Veteran,Jewish,65+,C,-36.434934386664025,-97.56267404757334,-66.80488550049458,C,C,E,11.714236790538418,A,B,D,-24.959091401993668,110.87251839237425,123.4389792727682,1
Veteran,None,18-25,B,-75.90958978297424,-159.41919980778167,-57.92169081057785,A,E,E,137.94379108854858,C,D,B,-26.14925289231235,59.46160642807223,-240.95593615002437,0
Veteran,Muslim,51-65,A,208.57996969854534,103.03384799406805,-116.7454881114849,C,A,C,-77.61610347230868,B,A,A,-188.3150250307503,72.42647098609618,-56.06490252342417,1
No,Hindu,18-25,E,77.81883063657999,-22.390072729729496,32.13381982058285,E,A,C,-51.0628056704439,D,B,C,202.1499799208213,21.692117212258307,-5.058858794544937,1
Non-Veteran,Muslim,26-35,A,-50.37793041168304,145.15776815784602,-52.00590000147701,E,A,A,-97.34607801238565,E,C,B,-104.83165245641797,-134.8528384321684,-159.39160394025555,1
Yes,Muslim,51-65,E,-44.33047305080864,-88.10177665231632,-84.6075497405061,E,A,B,-146.80566270535957,D,C,E,-60.57067758015406,246.9194345283928,-88.59869020823659,0
No,Muslim,65+,D,-81.67122715548813,12.0783820064829,-32.113431282910625,E,D,D,-12.342223493144838,D,A,E,-172.57147444005219,-210.65918181572764,43.49298464897885,0
Yes,Buddhist,18-25,E,-27.184393257610644,19.515999658422643,83.7011318561005,A,D,E,-90.49330207708338,D,A,E,-96.1604301801754,17.14505367609029,228.55608545373528,0
Yes,None,36-50,B,-75.24451781594753,-29.449225466906654,-65.28290031983572,D,E,A,-65.75321838229884,C,B,C,142.96059864516266,146.38911691491373,-11.185029605621402,1
Yes,Buddhist,65+,A,-11.624036685644054,-16.229148727726624,-244.1094942307337,D,D,C,-12.573765753652044,C,B,B,-20.84799645984993,117.84924436688877,52.62454578383557,0
Veteran,Other,51-65,B,293.0413588358061,-180.078402909843,49.5393366994019,E,B,D,-70.63772943566494,E,D,E,62.166894839071496,11.139636361135953,90.17128472581243,0
Non-Veteran,Jewish,51-65,E,-74.19514309007414,-45.857686337753485,36.5801859597378,C,B,A,68.9110366985922,D,E,B,-33.18886038633907,-135.35421030583566,-196.23662878302628,1
Non-Veteran,Muslim,26-35,B,-24.945599964065515,1.9110845849568685,-32.067484797177485,A,C,A,300.8326484573791,C,E,C,23.002832795065352,-51.42636386244074,83.6462218928784,0
Veteran,Hindu,18-25,B,-72.96497331770064,-93.2906243978713,-1.9494310346499917,E,C,E,2.515143707629796,A,B,E,-45.57626996929929,34.89202532126773,39.10208068561643,0
No,Buddhist,65+,B,-46.85328992122242,-31.356453957347817,45.2201714461423,B,C,A,-59.267751537474524,D,D,D,-44.486843122215454,40.90201952511866,-66.52028121451822,1
No,None,51-65,B,-85.53795844224695,-3.768229904261938,206.02613032899924,E,E,E,-71.27354021827678,A,D,D,65.50962256712847,127.94333058681504,191.18672921184634,1
Non-Veteran,None,65+,A,33.59431022882322,-36.90618922464741,-117.36353861591702,A,D,C,93.04929462731543,D,B,B,93.8193656702658,-146.28995287561014,-44.850983234200655,1
Non-Veteran,Buddhist,36-50,A,55.64231499242499,-180.40364331120819,-58.64715870912522,A,B,B,-85.99858130313748,E,A,B,82.38888937083433,-196.2277007106509,71.36477846080699,0
Non-Veteran,Muslim,65+,A,289.0112916509737,95.4914351043922,134.76767212343134,C,E,A,-74.81616370274072,D,B,E,70.28182798362221,38.93891534193792,-82.95749505573907,0
Veteran,Hindu,36-50,B,-12.130563646303807,-27.425749985504865,106.88525303084482,C,B,B,10.274360671657597,D,E,D,27.507162051652024,130.05926300491328,255.36562595163784,1
Veteran,Other,18-25,A,-10.149249720073094,42.295435916858736,-84.1024903624775,A,A,A,-34.71532410697282,C,A,D,133.23020947075918,-274.34572285753603,-11.554987103446889,1
Veteran,Buddhist,36-50,A,117.70391105543112,142.89314744485958,31.118869364307816,A,D,C,41.402632477061665,D,D,D,36.57258941710436,255.93871735428135,76.58534338674453,1
Veteran,Hindu,65+,E,-91.78114047549923,71.58692635691804,-88.50031226394076,D,D,B,-148.24597446426145,B,C,C,18.79951252804236,-0.827904220857446,-43.476440114809236,0
No,Buddhist,51-65,D,75.30991778213402,-75.07131445178555,-138.3190855692722,E,B,A,-22.108772900334035,D,A,C,66.16547643657505,-5.246617568467695,-111.10193497323522,0
Veteran,Jewish,51-65,B,1.452289254996531,-47.71440336847612,16.933850588692216,A,C,A,-23.681109289389024,C,B,A,127.13869871070101,-15.109375026492803,35.06464348851287,1
Yes,Muslim,51-65,A,-0.6535057595386954,107.01029055305204,53.99547753799663,E,E,E,-81.29606789650755,C,D,E,-262.3218761739086,-107.521086165463,-59.25886427406769,1
No,Other,65+,A,41.321775800429315,83.06068853936787,-47.0092464298943,D,C,D,-41.10399812045983,C,A,B,-88.66674295826208,-42.846755324588024,85.79597565979725,1
No,Christian,26-35,B,-37.98319932624619,54.49264946615464,37.899652298511235,D,A,C,66.33486164191793,C,C,B,18.32987435735108,-40.289353509228974,-6.274966964772935,0
No,Muslim,26-35,A,-69.48319442109042,89.06751240880162,-84.60814404191524,D,C,D,135.70715166113885,E,B,B,50.20021134116397,-48.11996713573509,104.25817777270896,1
Veteran,Buddhist,26-35,C,-84.65238847390411,-110.02029343002778,-101.08592085151653,A,C,C,-94.30680631763725,D,B,E,62.729133763455316,-40.078757677931165,123.6427384635907,0
Non-Veteran,None,65+,A,175.42626601346768,146.98714974694335,-190.38877388058776,A,E,B,81.4681718736345,D,C,C,125.42123240562533,136.2061349297731,-134.49803844334488,0
Non-Veteran,Christian,18-25,D,181.1377848526445,-305.4368350870562,-46.98458159470424,A,A,B,135.63143344978965,B,A,C,137.2227787321054,-37.57871636959418,26.01435048090216,0
Non-Veteran,Jewish,18-25,B,76.67714066482878,-3.1659420566390977,-87.55821464885119,D,C,D,-88.19339286145711,D,A,C,-43.57869435840935,-36.50672508667323,-7.490259639577269,1
Yes,Hindu,26-35,D,126.01861310023253,-161.45522842403028,83.27471404800673,C,E,E,-53.83606989207889,E,A,A,-15.372254869317189,36.72487238957043,70.40042761732983,0
No,Hindu,65+,E,227.96747492624667,53.750933731906954,-65.96427425204463,E,D,E,-172.2150094481732,D,E,E,-194.10174337815732,-45.73267135760955,107.96768830307832,0
Veteran,Christian,36-50,A,-122.03130496014036,59.122055782816894,-164.51527044193452,B,E,E,151.90723716809518,D,B,D,70.71937940670408,46.940433352963765,29.827737852747127,0
Veteran,Jewish,51-65,C,-20.09470057652636,-19.751057336182175,-55.271078868530765,C,B,D,-104.3392781682985,B,C,D,223.07206995998087,25.408425787761747,-41.647414248431694,0
Yes,Muslim,51-65,D,-44.13104081233193,49.92126392628558,-128.62444756196854,E,C,C,38.636061257427464,A,D,E,40.094812180443235,-71.93937703112819,-48.58088824540533,1
