race,Veteran,nation,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
White,Yes,US,66,E,-44.903096230385266,72.21737327074607,203.68401622481707,D,1
Black,Non-Veteran,Mexico,19,D,-41.240010388401046,77.88584206257474,-98.95356395382778,A,1
White,Veteran,Mexico,63,D,-99.35325341491041,-63.989086555318906,104.20937980141709,A,0
African American,No,UK,55,E,-5.388031007639251,-163.9663769320899,123.30001714182488,D,0
White,Non-Veteran,India,20,D,-8.858492379174436,91.72631445513842,-156.3395687262384,B,0
African American,Yes,India,68,D,-15.90681023684831,-63.10431610629069,-39.18682392683115,B,0
Other,Yes,Mexico,28,A,85.35956025487519,-71.80392811424394,103.18422367740847,A,1
White,Veteran,Germany,72,E,59.53585288301005,-0.36938233847681334,-61.702418206455455,C,1
Asian,Yes,China,64,C,110.56581554626233,-66.3536133331132,-206.03250769367688,E,0
Other,Veteran,Brazil,21,C,-68.40100882391083,76.78235471811287,99.67454821094384,B,1
Other,No,Germany,75,D,150.9712693641972,-43.15793868861852,176.8680208816452,B,0
Asian,Yes,UK,19,C,-150.57183874558245,13.668146509401085,102.83429662486405,A,0
Hispanic,Veteran,Brazil,50,B,86.16522747781406,118.8294152941786,-111.93431023954336,C,1
Other,No,India,75,C,124.12126171550852,30.96042176749561,139.5239320977374,C,0
Hispanic,Non-Veteran,Mexico,79,E,-53.57026779983441,-26.266687304933246,-75.93468351876156,E,0
African American,No,China,36,D,14.373287330785617,63.30994712207361,-38.08367196089795,C,0
Black,Non-Veteran,China,19,A,-27.508412698454148,36.804228351052934,84.57523751310052,E,0
Asian,Veteran,US,22,A,-36.753467911907954,-10.851272653148852,106.02113555235282,C,1
African American,Yes,Mexico,39,C,-25.868412139564796,159.58736926565297,41.57911859315952,E,1
White,Non-Veteran,China,31,A,17.08454345987684,80.03796343643226,24.431786099445098,E,1
African American,Non-Veteran,India,54,C,-90.82098470731967,49.973283974949354,-205.31135851459572,B,0
Asian,No,US,47,A,98.22338967459454,12.57666197948095,-167.69310603066666,D,0
Asian,Yes,Brazil,32,D,-59.564395245461064,88.6867604042275,-89.95133689822823,B,0
Asian,Yes,Germany,38,E,131.40101122908686,32.54977935969788,42.7873750630143,C,1
White,Non-Veteran,Other,63,C,-10.723390693356247,-7.4834886339531534,-137.91301049080914,A,0
Asian,Yes,Other,50,A,-47.48772722067376,55.37853483248737,83.89418508938928,B,0
White,Non-Veteran,Brazil,46,D,-5.892539858625779,-237.09701066973784,18.846228035206877,C,0
White,No,UK,24,B,11.875130591686094,90.00919740041051,4.348393235012612,E,1
Asian,Yes,Mexico,69,C,39.365806724562056,-15.135344739324122,153.14992899804486,B,0
Black,Yes,Mexico,60,D,-106.58849776750597,-21.915140800346826,-101.00989877010254,A,0
White,Yes,Mexico,68,B,21.340888090679165,-2.074088849256204,-119.41648240481682,D,1
White,Yes,India,55,B,15.115165656817844,152.84897295991408,-172.21696889774435,C,1
Asian,No,US,50,A,152.4150404424915,129.83640947887739,-18.948861114398913,C,0
White,Yes,Mexico,34,D,-56.786341418185124,-173.99871407733573,-23.760530378841686,D,0
Hispanic,Yes,US,41,E,-11.96060706466206,-30.899471796792117,-26.90146703923006,E,0
Asian,Non-Veteran,Germany,35,C,15.221482245053172,-6.385899536902724,54.75533036896664,D,0
Asian,Yes,China,35,C,130.05322446680367,13.690939652674365,-36.035275871222254,D,1
African American,Non-Veteran,Brazil,36,E,24.83389013524292,161.32538419426325,143.693776707596,A,0
Other,Veteran,Other,73,B,43.811733836462196,30.168648643261513,12.785190880962466,B,0
Asian,Yes,Mexico,69,E,62.10408416232474,52.22606321473309,-22.839810499027575,E,1
White,Veteran,Other,24,B,-46.86436970903426,32.33794250032621,115.027102512936,B,0
Asian,Yes,Mexico,68,B,-43.31833899633047,145.67803292123568,-147.80119341735295,B,0
African American,Non-Veteran,US,39,B,-15.854835999667136,-5.379363669608728,92.60013336693257,B,0
African American,Yes,UK,33,C,-43.75685896304128,39.27157731172679,78.75625783331841,D,0
White,Yes,UK,79,E,131.1078995625912,149.24037475255003,78.9168039141979,E,0
Other,No,Germany,30,E,89.11952399394937,185.1695866091825,-43.79769074139314,C,1
Asian,No,UK,28,B,190.14845456661018,-52.7767325559477,141.33782684262903,D,1
Asian,No,Other,61,E,85.34950807945194,125.59771660465127,-106.09104454521523,B,0
African American,Non-Veteran,India,42,C,49.423357893324976,65.80532806796772,-163.6583898645434,E,1
Other,Non-Veteran,Other,48,A,-90.17410212322582,-127.0919387243612,-136.293313966352,D,0
Asian,No,China,18,D,-8.047340656538605,42.988696281812004,40.778993860857895,A,0
White,No,UK,45,A,30.14398967006387,-106.02490485190384,-31.75353897925286,E,1
African American,Yes,Mexico,27,C,-26.266012408521703,-264.1830912326813,7.219171031548452,D,0
Other,Yes,Mexico,62,E,124.90111448628969,-88.28708528419037,-61.241061439245414,E,1
Other,No,Mexico,32,D,-42.34064293055219,-145.61271322839679,113.45228885371925,B,1
Black,No,US,49,B,-44.629285386158074,63.537755016251275,-47.63484363081266,B,0
Black,Veteran,US,27,D,-271.9838097151157,117.10900514361107,-89.07592754453898,C,0
White,No,UK,79,A,-89.45459546225715,20.08621936303918,-174.39901756408324,C,1
African American,Yes,Brazil,77,A,-161.30053425186583,37.8218435648386,25.771304631455934,C,1
Hispanic,Veteran,India,78,C,30.411102661809952,-52.49648225964963,-34.43036174830498,E,0
African American,Veteran,Mexico,23,D,-30.696432004292202,1.8086739227527977,-48.02483183893377,E,0
Other,Yes,Other,21,D,-25.907984347240497,24.777353938052567,-64.40797468288895,A,1
Black,Veteran,US,40,C,165.93197921720144,-9.630890959097611,-108.84863168032408,B,1
Other,Yes,Brazil,48,C,14.553486290399913,153.11903398731576,-254.203965329163,A,1
Asian,Non-Veteran,UK,31,C,83.10625375955809,26.625624458288794,-201.38669746403758,A,0
Hispanic,No,US,77,C,-101.97078627623976,-2.451500264534493,44.492359800638084,D,1
Black,No,US,30,A,-213.27804109717934,50.5205026247827,69.98759921134761,C,1
African American,Veteran,Mexico,52,E,71.49062354336913,125.70619538600631,110.09253233948992,A,0
African American,No,Germany,62,D,139.78470616282897,93.16522844744615,61.90551211301456,D,1
Black,Non-Veteran,UK,59,B,105.72550097444294,155.095469797461,-22.67956985981035,D,1
Other,Non-Veteran,Brazil,46,C,148.40743547751254,36.38587788038927,-148.7748100592376,E,1
African American,No,Mexico,53,A,-27.717929739696213,-92.43368094303425,10.395793482134444,B,0
Hispanic,Yes,Germany,51,C,54.72786368578401,-290.19255953197455,78.6468558782951,E,0
Asian,Non-Veteran,India,32,B,-21.962007103805686,-82.29169351233624,138.97030912049502,A,1
Black,Veteran,Germany,18,E,138.41130896031797,68.77225911389235,60.158229046512254,C,0
African American,Veteran,Germany,35,D,-139.29489793373918,-185.6621206466851,-50.25550959539905,B,1
Black,Non-Veteran,Brazil,28,D,34.488402041206214,-95.29746540619344,-114.8009702158604,C,1
Asian,No,Germany,65,C,-174.51184425689408,-185.48993342517832,59.75124760321102,D,0
African American,No,US,53,D,149.03538261611493,-103.3459351955482,82.96420671188574,B,1
Asian,Non-Veteran,China,63,D,-60.03389843127164,83.34432780064111,-41.7425224901078,B,0
White,No,Germany,29,A,100.32621570328317,34.81240520526073,48.66626146796455,B,1
Other,No,UK,33,C,23.889206744197903,-158.41851855485848,23.490707923794407,E,0
Other,Yes,UK,49,D,107.19819902791068,-22.128579808706007,123.27072998066974,E,0
Asian,Veteran,China,31,E,49.46657719749593,-106.98053949031589,-73.27279491802334,C,0
White,Veteran,Mexico,64,A,18.580586507966874,-20.579827131764393,90.58069933784849,B,0
Hispanic,Non-Veteran,Germany,31,B,56.67160612232613,-27.375027518695976,30.21387023912185,D,1
Asian,Yes,Brazil,29,B,-139.94144606607713,84.02813068204208,105.63788752380499,D,0
African American,No,Other,59,B,-34.1624236226244,-49.87617659337103,76.94585171180579,E,1
Hispanic,Veteran,India,55,D,-101.07839118911433,258.54382835442277,43.18655755020648,A,0
Black,Yes,Other,54,B,120.28968023129416,111.24622073638568,-151.8220235635757,D,0
Asian,Non-Veteran,Brazil,25,A,28.13897324594434,1.9838092914424237,55.40573480402914,C,1
Hispanic,No,Germany,50,C,-12.303815654892214,146.62763827517716,-86.91117821975432,A,0
African American,Veteran,UK,52,A,17.026239373467337,-81.13657299042566,-146.0730005086099,E,1
Other,Non-Veteran,UK,52,E,40.046712831483,68.37388482619842,-123.21545192785415,B,0
Hispanic,Non-Veteran,India,19,B,60.37221557409207,-219.3239522779812,-0.11840501256878364,B,1
Black,No,UK,56,C,67.51195247517433,-67.04732683468562,-67.89133389875907,B,1
Other,Yes,Brazil,70,A,90.88937000139468,-35.877953698699535,-47.120894744360534,A,1
Black,Yes,Mexico,68,A,141.35061218688077,250.83633946955706,54.82543632138537,D,0
Asian,Veteran,China,64,E,-2.624920657663953,-10.804585612188104,67.72421187363665,B,1
Other,Non-Veteran,Germany,64,B,13.904419542682328,-133.31265395006258,43.05335155904591,E,0
Other,Non-Veteran,US,52,D,142.65106737684053,95.53526541933842,52.29235882686542,C,0
Asian,No,Mexico,33,A,12.397113100984738,-56.61496032300764,-4.051920449641951,A,0
Other,Yes,Brazil,73,A,22.912130021844103,-30.206855349929196,-218.60605521349981,B,1
Asian,Non-Veteran,Germany,50,B,110.13197585658843,-165.01672757388926,66.08272891896402,D,0
African American,Non-Veteran,Brazil,32,C,110.06036623145306,76.72642206693955,-39.31103040491645,D,0
Other,Non-Veteran,India,36,C,101.38492570169441,48.15820959733365,-269.9986300274682,A,1
Asian,No,Brazil,57,A,-151.94593319405766,-44.62172698233955,-36.919306165562666,C,0
Asian,Veteran,UK,79,A,160.76364712037204,100.50543635254377,134.49014075099427,E,0
African American,No,UK,28,D,-156.3847306221926,-65.34987098816535,78.41021268720246,A,1
Black,Yes,India,26,D,10.34369706249282,-99.81864687152058,73.58719452071337,A,0
Black,Yes,Germany,59,D,116.43618919538024,32.94022873322388,-27.12063419811901,E,0
Other,Yes,Other,46,A,-98.61988001710978,1.5993058075672733,-146.52936293342955,D,1
Black,Yes,UK,70,B,22.88928531133565,-29.374152357236298,206.0264869758909,B,0
Black,Non-Veteran,Mexico,78,B,-197.1441889540476,-134.48494838849953,58.84582632640733,A,1
Hispanic,Yes,China,75,C,82.80771908906492,-65.71655140036799,-5.1391262728233595,C,1
Other,Veteran,US,73,A,-114.35289675889939,-115.27018892498006,-152.1228950967356,C,0
Hispanic,No,Germany,25,D,60.25350718842021,195.50389046123954,-14.685912884346935,A,0
White,Veteran,US,19,A,17.187291169803572,187.1441573634792,46.720837218873775,E,1
Black,Veteran,Other,67,D,-17.21059908003256,68.13197080872483,63.02503720259748,A,0
Asian,No,Mexico,59,B,-73.72846501789067,-72.41387990013288,-7.595776032102823,C,0
Black,Non-Veteran,Mexico,74,B,222.5457642209554,131.7525276363706,61.851865043415785,E,1
White,Veteran,Other,29,E,20.95864046328398,-5.989193093364685,-79.40290793923032,B,0
Other,Non-Veteran,UK,71,D,-12.515276723082783,99.34466637265574,91.11831524864026,D,1
White,Veteran,Mexico,69,B,56.10064310665226,141.3345963584574,0.8138714217421863,E,0
Hispanic,No,Other,24,D,-36.826957950970254,70.81249605252397,-62.56302280649875,A,1
Black,Yes,UK,79,D,-48.857038132026105,12.685178005217962,89.33025877404302,C,1
Other,No,Brazil,22,D,-79.93089792343119,109.67819948435023,62.58977120610175,E,0
Hispanic,No,Mexico,73,B,120.92028248002794,-137.47529465091515,167.5747095127573,D,0
White,Non-Veteran,China,55,B,10.553501484015753,-27.803734393644735,-174.30792126325963,A,0
Hispanic,No,India,35,A,81.97440209556392,-114.07127426705044,27.213416391744104,E,0
Hispanic,Veteran,China,18,D,-30.449962293876787,-87.14770658336269,-94.53089235912614,E,0
Black,No,India,60,B,22.020250417532385,126.36510651309021,22.425885445117338,B,1
Asian,Yes,Germany,69,A,100.08065341392486,42.953951635181795,69.03876846615933,B,0
Other,Non-Veteran,Germany,28,C,67.37105608704604,-19.82131561197244,-44.506674549987046,B,0
White,Yes,UK,45,B,27.916094651145247,-166.24142154884763,-27.134429562519912,A,1
Hispanic,Non-Veteran,Mexico,34,A,126.89640444288027,73.91306396821648,-80.94212625203386,B,0
Hispanic,Non-Veteran,UK,40,C,-53.48824900526991,-18.383764311754692,65.15120908600149,D,1
Black,Veteran,Brazil,69,E,35.89321314338988,-0.30986937617927823,-3.029905364814425,D,1
Hispanic,No,China,26,B,26.61500641139704,2.95899206233514,116.92946711276157,A,0
African American,No,Other,30,C,-192.96166501445336,127.75482888963352,-21.466848969038065,E,1
African American,No,Brazil,31,D,26.61870390922475,-123.1942575572914,14.461620643240344,E,0
White,Veteran,Mexico,20,B,-5.315542418489814,-109.59157608108352,175.40769012323648,B,0
Other,Yes,UK,20,B,-8.17041027715335,3.3521156436198947,-61.502539309241335,B,1
Asian,No,UK,60,B,25.218156783464256,-56.9882442709989,10.897338076865957,D,0
Asian,Yes,China,31,A,5.503422580191368,29.58627932694331,6.843105972904843,C,0
White,Non-Veteran,India,60,D,80.31659560550406,20.676910106284467,17.785863602571354,E,1
Black,Yes,Other,32,B,116.42854316990756,-21.31197744956179,-30.541849765996083,E,1
Black,Veteran,Germany,60,A,-21.22929724304416,-130.79979144552505,17.69006668186647,D,1
White,Non-Veteran,US,39,E,-141.59052353349443,57.730928788484924,177.99983489384087,A,0
Black,Non-Veteran,Brazil,64,E,112.25388839902206,-40.13220791165372,-10.130020515345695,B,1
Other,Yes,Mexico,52,D,-41.50604504563866,34.83166680671319,149.40645612184397,D,0
Asian,Non-Veteran,Mexico,51,D,127.0765413825661,46.478737147571394,201.03522710416652,B,0
Other,Veteran,UK,55,A,-107.47132933539653,22.604062180502098,35.35446246518678,D,1
Other,Non-Veteran,Other,52,A,156.53014993828492,-64.4568962711842,54.53307460074803,C,0
Black,Non-Veteran,Mexico,23,D,-186.4866799587111,-39.29032593741989,-51.235817115986734,D,1
White,Veteran,Germany,39,E,107.92177744316194,59.09856081255155,68.16128778719978,A,0
Hispanic,Veteran,UK,28,E,-46.530451943939696,-65.2111706476044,-116.70559456930548,B,1
Other,No,Brazil,70,B,78.6065296716523,71.31109088029362,80.4753302890278,C,1
Hispanic,No,Brazil,23,C,78.96300090536586,-34.93487494594542,26.094241282566326,A,1
Black,Yes,China,30,E,-173.02797593273522,-0.3480222155767786,20.000049628647602,D,1
African American,No,UK,71,C,-14.90064773013729,-118.9945455299454,-77.20291162359317,E,0
Asian,No,Brazil,60,E,-94.46219231816238,-122.03481971215213,-107.91697926769139,A,1
African American,Non-Veteran,Mexico,54,E,-72.83426328645066,-112.97751347764293,50.674732100985366,E,1
White,Non-Veteran,Mexico,20,E,109.01870575826756,110.92920484185242,25.623519850574883,A,1
African American,Veteran,Other,75,D,-47.84485785653894,83.50616718531212,61.919206848314914,D,0
Other,No,Other,55,E,74.95055411382906,190.5339943925438,99.96901062107247,B,0
Other,Yes,Other,63,C,-4.305345412798395,-29.860178492354926,-108.35140701728687,D,0
Other,Yes,Germany,78,E,92.36083145610976,52.64255099104772,-41.082068487961095,C,1
Black,No,US,59,B,22.146004382670665,-214.73223971849623,43.717804794753555,E,1
Asian,Non-Veteran,India,35,E,19.603872712154775,-69.79326479023975,-16.637744545099697,C,0
Black,No,Other,19,D,119.35922358741426,-48.09004147042438,43.48296373432747,B,0
Other,No,US,34,C,-16.582299890021304,-19.14818040927443,-67.63258058962964,C,1
White,Veteran,Brazil,77,A,80.03986999863552,15.278860106372832,24.837515714224143,A,0
Hispanic,Yes,India,73,E,-108.13618565250098,-33.76425010732708,-24.24105438141862,E,1
Other,Yes,Germany,62,C,-19.92570302409813,24.81124645159698,-289.5565157046837,A,0
Asian,Yes,UK,57,C,158.55893516614054,-0.8150277979603543,-238.52429448975712,D,0
White,Yes,Brazil,60,D,-79.51031754680325,47.799066001167006,54.25604492061324,C,0
Asian,Yes,Mexico,67,D,-174.61824831590445,121.57682361375699,42.339821103978174,E,1
Asian,No,UK,22,A,-84.76526155160265,5.017005486624012,-218.6066396390456,D,1
Asian,Non-Veteran,Other,59,E,-50.303460270363956,-199.4788388714043,-14.939106754070247,E,1
White,Veteran,India,18,D,-19.425441149721756,160.0751831699759,20.62685091280088,C,0
White,Non-Veteran,UK,51,E,-142.32656865498606,-4.828667780794626,-213.13795569140504,E,1
Black,Yes,UK,25,B,14.366329295357726,211.39170006882173,6.667244165846885,E,0
Asian,Non-Veteran,UK,75,E,-54.73641459727786,-40.30552758611887,-29.303001549876374,D,0
Black,Veteran,Germany,69,D,35.617087739457496,93.17155153079395,-106.75954310339797,B,0
African American,Non-Veteran,India,39,B,112.88208994376127,34.56711244686382,156.45067036381315,B,0
Hispanic,Veteran,Germany,46,A,38.33177847095004,24.568762135218954,203.07310519199402,C,1
Black,No,Other,38,C,43.95170035533258,112.8108786032001,-184.0206272545372,B,1
Black,Veteran,India,23,C,-163.75637690809143,-230.529912822989,62.017064767886744,C,0
African American,Veteran,China,62,E,152.42485778483433,-67.05885674159055,42.023636675679725,E,1
White,No,UK,65,A,-27.96712580127016,-61.702993091677186,20.741110058165322,E,0
Black,No,India,28,B,93.75067176022877,-36.964630179158334,-37.00541543720904,C,1
African American,Yes,India,33,E,204.36783504584537,243.61871279203845,30.847066302102977,C,0
Black,Yes,Other,74,D,69.68373638080769,61.01866736258999,-40.45661835946414,B,0
Black,Yes,UK,69,E,-89.97466479847196,-19.579759590479576,-31.307108594345234,C,0
African American,Veteran,Brazil,48,A,-136.46482822687855,77.08014870446867,-80.64326245053785,A,0
Hispanic,No,Mexico,48,A,-106.6260559046853,-10.05270450837757,-78.02675649021452,C,1
Asian,No,Mexico,46,D,-11.721370809265494,-59.54747259171401,185.17705011025402,D,1
Asian,No,Mexico,58,A,-24.416580574294702,-79.37199517872337,47.45054819596807,B,1
African American,Veteran,Germany,25,D,-92.52475158559619,63.45035892967904,82.88513021762492,A,1
African American,No,Brazil,66,A,-19.597687514521038,156.18593901259243,54.42440905966095,A,1
Black,Yes,India,79,E,102.89025832656404,-20.21599008688823,25.866031174787256,B,1
Hispanic,Veteran,India,33,E,-86.9050676256579,-104.99779676437309,243.9261559481218,B,0
Asian,Yes,Mexico,61,B,84.24844074525075,40.73896677552522,68.99397237417722,A,1
Asian,Veteran,Other,34,D,41.964300811023605,-192.9343710962961,-83.16880440065545,B,0
Other,Non-Veteran,China,44,E,-133.78779061457098,-167.8656424036742,-99.4083030019394,C,1
White,No,UK,19,D,-127.85724549249898,102.49033772552995,140.53237584009082,A,1
Other,Yes,China,68,D,-145.52313596926552,27.199097698460236,-22.478097935915102,A,0
Asian,Veteran,Mexico,70,B,275.67739007139346,196.52523574526816,-21.75047788250953,B,0
Black,Non-Veteran,US,58,A,-156.15141924729056,53.063190974880236,268.39671291080276,A,0
Black,No,China,61,C,91.34535763527745,-216.1133630797878,-129.6815495781129,E,0
Hispanic,Veteran,China,72,A,-63.11253068201359,-24.745497182152633,-112.87973776811997,A,1
White,No,India,70,E,67.16751218205455,-84.1546576104003,49.30348267651116,A,1
