disabled,orientation,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
None,Other,18-25,D,-96.83410911973738,A,D,B,B,B,C,120.2851050553295,-5.140629111420939,0
None,Homosexual,51-65,B,-49.07522339657181,B,B,E,B,A,C,-80.18512540409323,-84.53987767768024,0
Physical,Homosexual,26-35,A,-31.33405630386473,C,D,A,C,E,C,-47.7408625599847,192.65217306249693,1
Mental,Heterosexual,65+,E,-184.7367068242307,A,D,E,C,D,E,190.25801202191613,-92.73142689667672,0
No,Other,18-25,A,-44.1560579062607,B,E,B,C,D,B,-300.3321156694028,110.85733065859526,0
No,Heterosexual,36-50,C,-136.43980835514353,A,C,D,A,B,C,57.42081116963254,45.618109996893324,1
Yes,Homosexual,36-50,E,9.87034054013138,C,D,C,D,E,C,-159.0766564340381,90.48886627340535,0
Both,Other,51-65,B,212.51041411742176,E,D,E,C,E,C,61.90678230943725,-25.2200304211744,1
Yes,Other,51-65,C,-40.29027040704876,B,E,B,D,B,A,37.597550517253545,-100.38141801584506,1
None,Other,36-50,C,185.92225378971236,E,E,A,A,D,E,-130.20085833661105,66.33922986403611,1
None,Homosexual,26-35,C,-87.26374267207028,B,C,D,A,C,A,79.29651177533017,91.60741849363374,1
Physical,Other,51-65,C,65.99863067689483,C,E,C,C,E,B,24.175116222185533,-41.51648725133872,1
Mental,Heterosexual,51-65,D,-6.966469844756859,D,D,A,A,B,A,-64.64314545495216,-34.24949808033751,0
Yes,Bisexual,51-65,B,-61.49786528261498,D,C,D,A,E,C,38.750976634173895,-31.017952468961095,1
Mental,Other,36-50,A,8.541103637804442,E,B,E,D,D,C,48.37734801256204,254.3909381557997,1
Yes,Bisexual,51-65,D,144.47161416826236,E,B,C,E,C,C,115.06905580226375,32.183386043885086,1
Mental,Bisexual,26-35,E,39.06801449798893,D,D,E,B,C,C,81.19628350184365,-84.67512719987813,1
Mental,Other,18-25,A,51.38948666659908,E,A,B,E,E,C,-164.99842758203553,205.32290376528425,0
No,Bisexual,65+,D,42.848442952603044,B,D,D,D,B,A,17.60691195386029,105.35762081086193,0
No,Homosexual,51-65,B,39.15422497962039,C,E,D,B,D,D,144.08716988634094,-90.23983317312833,1
No,Homosexual,65+,E,2.828980067339224,A,B,A,C,E,C,39.78537796679695,-41.61930886583788,1
Yes,Homosexual,18-25,B,-39.91676691306042,C,B,B,B,B,B,-77.6031727234599,-17.501541503002052,0
Physical,Bisexual,65+,B,80.22964282440299,C,A,C,B,A,E,275.32544781030987,-120.09709487986979,1
None,Heterosexual,51-65,D,-53.885242306014334,C,E,E,E,B,C,228.27304115531297,44.23398163892753,0
Both,Other,36-50,C,-129.46859500250687,C,E,E,C,D,E,47.38886320032516,-32.29148363802904,1
Mental,Homosexual,65+,E,-102.93072852811609,C,A,E,A,B,B,71.5948429888274,57.49215561036536,0
None,Homosexual,51-65,E,65.60348927760013,E,B,B,B,E,C,-110.08242907711572,82.07734008702415,1
Mental,Other,18-25,D,129.95353101561048,B,E,E,C,D,A,21.63092488911454,-75.83840031301298,1
Mental,Other,51-65,C,-84.85733518949398,C,A,C,B,B,E,-76.64460177082174,-167.16836296071733,1
Mental,Bisexual,18-25,A,137.03240314475303,C,B,A,D,E,C,23.11636262220401,-64.47135583452769,0
Physical,Heterosexual,18-25,D,35.90399569302772,A,E,B,B,C,E,100.50853515955096,-20.95019938083375,1
Both,Other,18-25,A,-42.189899623928,A,E,B,B,C,B,107.17166419550959,14.274023514726553,0
Physical,Bisexual,65+,D,-118.02894459085525,B,D,A,E,A,A,-77.28288134470245,-8.799528795698892,0
No,Other,36-50,A,-117.08059797616177,D,D,D,D,D,B,-30.755734584622648,26.74398302471354,1
Yes,Other,36-50,C,159.65399781650956,A,B,A,A,B,E,-90.97990053617403,89.91730801944973,0
Physical,Bisexual,51-65,E,5.471957904089826,C,D,B,E,C,D,115.25736142342731,-120.84544163898644,0
No,Other,26-35,B,-189.1573941478711,C,D,B,E,D,C,7.32409447962062,126.39561745077724,0
None,Heterosexual,26-35,A,22.313950901959643,E,E,B,C,B,E,85.97675126665084,-140.15214804035762,1
No,Bisexual,18-25,B,74.06894101016188,E,E,A,B,D,E,-75.68856364764514,-230.00896794022617,0
None,Bisexual,18-25,E,-0.20616250116547585,B,C,B,D,B,C,79.88026486476848,6.231549395305296,1
None,Heterosexual,26-35,A,52.080300737314445,D,D,D,A,D,D,26.23713659535359,-34.9085102361178,0
Both,Heterosexual,26-35,C,48.560560771757665,A,A,C,B,D,A,-73.01994865010934,-16.163631198037614,1
Both,Homosexual,36-50,C,-15.513081416911046,C,E,D,C,D,A,30.82946158603106,-3.9786383849278746,1
Yes,Heterosexual,26-35,A,-32.343148337312336,C,E,E,A,B,A,-170.39896605226218,-107.85545138145811,1
Mental,Bisexual,65+,A,-138.89755028966047,D,E,B,C,C,E,-73.48381896119761,-127.34282692858075,1
None,Homosexual,51-65,B,-49.861551545208584,A,A,B,E,E,B,15.689690502827434,-163.14292501247303,0
Both,Other,18-25,A,27.096929634424292,A,E,E,B,C,E,-127.9455661505256,18.174901982972887,1
Physical,Heterosexual,18-25,B,-25.477691696321504,A,C,B,A,B,B,136.78346476398607,54.039190048442784,0
Both,Other,36-50,A,6.630276923893922,D,B,B,D,B,D,58.5548228552897,25.47477638317061,1
None,Heterosexual,18-25,E,-32.8245045927666,D,E,A,B,E,C,21.346220140457312,41.98361801674861,1
Mental,Bisexual,51-65,D,-30.163512961190904,D,A,B,B,B,A,111.00890156272993,14.652214420130571,1
None,Homosexual,65+,A,-89.24862625492973,D,B,B,D,A,A,14.85037254017644,0.19056157129307302,1
Mental,Heterosexual,65+,E,79.79269080521188,E,A,B,B,E,C,79.36394420528894,108.32038477846777,0
None,Heterosexual,26-35,E,-155.1407398354546,A,C,A,C,A,E,55.52956083865506,-30.059829658558616,1
None,Other,65+,B,-126.54044133171145,A,B,C,E,C,B,-137.64096215900776,-47.62766815691078,0
Physical,Other,36-50,B,-119.62987907439803,D,D,E,B,D,E,3.538956357878907,-84.20472926884143,0
Both,Heterosexual,26-35,E,-95.22237164779675,A,D,B,E,B,E,-52.586444166854676,-41.35534256496719,1
No,Heterosexual,65+,C,164.21917703579,C,A,B,E,C,D,89.00869410678119,24.354351169977324,1
None,Other,26-35,E,-27.050286066063656,D,C,A,E,A,E,91.02916639249115,74.70784361726876,0
Yes,Heterosexual,65+,C,72.0058844772986,E,D,D,B,C,B,67.85286312420448,-56.79690272934763,0
Physical,Homosexual,18-25,B,-1.426564256899933,A,C,E,B,A,B,-205.95492407065314,-17.462164953580693,0
Both,Homosexual,26-35,C,127.84705583649252,C,A,D,E,A,E,-37.22943608398499,-2.626980048233561,1
Mental,Bisexual,36-50,C,-4.0599041670157066,E,E,C,E,C,C,37.92963516500641,141.5734639831215,1
Mental,Homosexual,26-35,E,53.249128373351425,E,C,A,C,B,B,-104.37716156364623,181.0111205498183,1
None,Heterosexual,18-25,E,-31.569949245535035,E,B,A,C,C,B,23.434281559341937,-104.05990814909578,1
Physical,Heterosexual,51-65,D,-23.451355684258246,C,D,B,C,D,A,-10.67764308065712,25.16572010950378,1
None,Homosexual,65+,D,118.53443581173795,A,C,D,B,A,C,-102.76237970623086,108.76917704223999,1
Both,Other,51-65,D,-51.76990192910789,E,C,E,B,E,D,194.82636013066218,33.787093445199574,0
Both,Homosexual,36-50,B,56.94829750411563,D,C,B,C,D,E,99.4655896997671,119.11573187786846,0
Both,Bisexual,51-65,C,48.49462254821788,B,D,D,A,D,B,6.030799162829132,-74.16633690897916,1
No,Homosexual,36-50,E,193.39565650155436,A,E,D,A,D,A,30.816315633038684,-133.04299596072948,1
Both,Heterosexual,26-35,D,-30.875455070987773,C,A,D,D,D,C,147.08655766629047,-89.55340819209499,1
Mental,Homosexual,65+,A,40.27282364735847,C,B,A,B,D,B,-93.5076286819865,-38.64302289143144,1
Physical,Heterosexual,18-25,E,-41.62279770531886,D,E,A,C,D,A,6.755724478158021,25.612090585142244,1
Mental,Other,36-50,C,-39.584564412379756,E,A,B,D,E,A,3.3933714816081317,-84.7215385307294,1
No,Bisexual,36-50,D,39.54190377966838,B,E,A,A,A,D,-88.5677041343506,-7.6930611015462,1
Both,Heterosexual,26-35,D,47.145049272382266,D,D,B,E,A,D,59.14235785691807,-62.04687988700739,0
Yes,Heterosexual,26-35,B,141.96603385353748,D,B,D,D,B,E,-54.48473667441063,68.76775991211574,0
Yes,Homosexual,51-65,E,48.82936187249159,E,C,D,C,B,D,63.76626790028327,-42.76584592901986,1
Both,Heterosexual,18-25,C,-246.10644340360085,D,D,A,D,A,A,-84.76157353863869,107.78709554635712,1
Yes,Homosexual,65+,C,-60.539282289218036,B,B,E,B,C,A,94.4219812348751,168.57365812290334,1
None,Other,26-35,E,-159.78631955992165,E,C,E,C,C,C,9.77048937815378,97.62628586126961,0
Both,Other,18-25,B,-46.818968957849414,B,E,D,A,A,E,-14.135395687077839,-61.715288437816454,1
None,Homosexual,26-35,C,-166.91163951214486,A,A,B,A,D,C,-76.79728310480478,123.72219082290114,0
No,Heterosexual,65+,D,-32.60767318505223,A,B,E,E,D,D,-92.31060644117044,-1.3001941555436916,1
None,Bisexual,51-65,D,-225.5443806630368,D,B,B,A,A,D,-26.566088412285755,-160.36116338586052,1
Mental,Other,36-50,D,-80.09054373028654,C,E,A,D,B,E,16.089409233532646,169.49613022529815,0
Yes,Heterosexual,26-35,D,-179.7221307638113,B,C,A,B,B,C,-41.01924407675291,41.97926983162734,0
No,Heterosexual,18-25,D,-216.86608827198785,C,D,C,B,A,A,-74.9115888292517,23.481196953378547,0
Physical,Bisexual,36-50,E,79.41137855382122,C,B,B,B,C,C,-86.30968375680379,244.0724225068728,0
None,Bisexual,65+,A,-23.82955152979293,C,D,B,B,D,D,-87.10382803900627,126.6034672664639,0
Mental,Heterosexual,51-65,D,117.24545801300741,E,C,E,E,E,A,47.0942935306579,109.68541798382586,0
None,Heterosexual,65+,D,200.4246903249203,E,B,B,D,E,B,0.5085575421660619,60.22533975922487,1
No,Homosexual,36-50,B,75.30375474234394,A,C,D,C,E,C,-4.469474731385055,-46.79143434595028,0
None,Other,51-65,B,-7.509522491118596,A,A,A,A,C,E,89.32343759117445,-36.543072222618136,1
No,Bisexual,65+,E,87.42214747908726,D,A,B,D,A,A,-36.06519040637363,-9.458536367865118,1
Physical,Heterosexual,65+,D,90.38449599428708,B,C,A,B,D,E,161.6334690254571,-167.6295360201231,1
No,Homosexual,18-25,C,-91.97578230385972,D,E,A,E,D,A,-75.60076559469255,-51.82547014638267,1
No,Other,26-35,A,-0.00013118876595089713,D,C,B,C,E,E,-147.76982542466877,123.2755615669636,1
Both,Homosexual,65+,D,58.70443009031515,D,E,C,D,C,A,191.8939350235907,-53.868538308963664,0
Physical,Bisexual,51-65,E,-91.7083388521015,B,A,B,B,E,C,103.54208958798054,19.78863530209941,0
None,Homosexual,65+,E,169.0790553180937,E,C,E,A,E,C,3.296149762813879,-77.53268011944085,0
Yes,Heterosexual,65+,B,-46.13895134469101,D,D,D,C,C,B,-40.78223921555366,-157.33210073545106,0
None,Homosexual,65+,D,-32.25297247210061,E,A,A,E,C,A,-30.80624614222079,-98.9681602359541,0
Mental,Other,26-35,D,91.61057109338759,C,C,D,C,D,C,30.899887915293263,-45.291611743714746,1
No,Bisexual,36-50,A,-110.55094601223081,E,B,C,E,A,A,-30.499668089763883,-297.2843924374535,0
Physical,Other,36-50,C,-46.383868299070905,A,C,C,C,A,D,-261.87368328671255,-179.27849252116522,1
No,Other,18-25,C,56.276764178859565,B,B,C,D,C,D,-223.17865791569403,-26.046155701579917,1
No,Other,18-25,A,-37.78606342830606,D,B,B,A,A,D,-96.14319230873693,-119.40894932729917,1
Both,Bisexual,26-35,A,-90.66756651891247,D,C,E,C,C,C,22.726780752122135,296.3791176072779,0
Both,Homosexual,26-35,C,-36.30464389814027,B,D,A,D,E,A,113.77359765745454,41.1377538029562,0
Physical,Heterosexual,51-65,A,116.99908485520561,D,E,E,E,B,B,7.874667404401767,94.16242386142606,0
Mental,Heterosexual,65+,E,7.537581128202726,D,E,C,C,E,D,-174.14488266560716,144.88705762664682,0
Mental,Homosexual,26-35,A,88.0946726932827,D,B,A,E,A,D,-46.44003843814265,-107.58566770504837,1
Yes,Homosexual,51-65,D,29.57395772141892,B,D,B,A,E,C,-158.4126557247616,-16.931237842477152,1
Yes,Heterosexual,65+,D,-72.40307704894246,B,C,A,B,D,D,9.645503248408057,-24.11293476432287,1
No,Homosexual,51-65,D,-36.77415817594844,D,E,C,E,A,B,-219.0524704253128,20.121266297597373,0
Physical,Homosexual,65+,D,17.577285189501268,C,B,C,B,D,B,79.62958189221725,4.438373653912595,1
None,Bisexual,51-65,E,-27.1333507823025,A,B,D,C,D,E,25.73150140881963,90.08031109619454,0
Both,Bisexual,51-65,C,-47.355992424493515,B,A,E,D,E,E,-25.287101972262565,-128.1863116250718,1
Mental,Heterosexual,65+,C,-80.5481337007571,C,C,E,B,A,E,-27.62524142174726,22.034405913205422,1
No,Heterosexual,65+,A,42.31748059596232,E,B,B,D,C,E,-180.3175331902964,-161.27748252897248,1
Mental,Homosexual,26-35,A,-129.23822843781633,E,C,E,C,E,E,-33.806401039693704,32.97013584554093,0
Physical,Homosexual,26-35,D,19.08632710257428,A,D,A,D,B,A,-113.42420599062012,76.47370614020568,0
Physical,Homosexual,65+,C,-157.15777794539034,C,D,E,A,D,A,-41.57782282861119,37.077356042262764,0
Physical,Bisexual,36-50,B,-134.08225514324675,E,D,B,D,D,B,57.06296748232427,-132.04381477179126,1
None,Other,26-35,A,-64.14647138939024,B,D,B,A,D,B,-72.75580252631387,102.38149725153949,0
Mental,Heterosexual,26-35,C,-133.93210351730036,D,D,E,D,E,B,40.228897825771945,18.749543128661657,0
Yes,Other,26-35,D,230.14142870908137,C,B,E,A,B,E,-9.756440287360485,41.31681426033328,1
Yes,Homosexual,26-35,A,-203.33652778391775,B,E,E,D,A,A,28.943732611816518,-27.295817242546267,1
Both,Other,18-25,D,-91.91002675467959,C,E,B,D,C,C,-33.36342730220489,74.71875825538994,0
No,Heterosexual,36-50,C,89.55834386388966,E,E,A,C,A,A,-72.81015942443581,99.8072047547848,1
None,Other,36-50,E,50.96451155175367,E,C,C,E,D,A,7.844392339388782,73.95552557343338,1
Mental,Bisexual,36-50,E,75.13262024631321,C,B,C,D,C,C,69.51231237296996,-38.88386468871791,1
Mental,Bisexual,18-25,A,-123.6352565196628,A,B,B,B,D,D,-139.3433606337656,66.28928821774035,0
Mental,Heterosexual,51-65,C,-45.57225688775745,E,C,C,B,A,D,150.44109364609935,93.08238915557018,0
No,Heterosexual,65+,C,115.83174733266436,E,B,E,A,E,E,-45.85599364002444,47.114800800799586,1
None,Other,18-25,A,91.83369802538623,C,D,C,D,C,A,63.88871609674849,-19.441630919065947,1
Mental,Heterosexual,65+,D,115.61928471918326,E,E,C,D,C,D,-14.220091771792335,25.220137453602025,1
Yes,Homosexual,51-65,B,-102.86020673437113,D,E,A,E,E,A,100.01573702406881,-118.45378485107385,1
None,Heterosexual,65+,E,33.171133309207065,B,E,A,C,E,E,-115.15467245100193,-18.470213904048897,1
Physical,Other,18-25,C,-72.20767262249008,A,C,E,B,C,C,-38.69846788961324,-114.02499877760799,1
Mental,Bisexual,51-65,E,141.80213363988304,B,A,A,C,A,D,-54.09132385059513,-33.876872162644716,0
Both,Heterosexual,18-25,E,10.506869563420041,D,A,D,C,D,A,101.4025061862982,277.4324130599656,1
None,Homosexual,51-65,C,83.91717976392589,B,D,A,C,C,C,18.91889667586683,16.284640203905614,1
Yes,Bisexual,26-35,D,7.12517125070073,A,D,E,C,B,A,-171.15503104114566,40.65630256527561,1
No,Bisexual,26-35,E,97.68853944915124,D,A,B,D,B,B,-33.95049386974401,24.881302713753577,1
Physical,Homosexual,65+,A,11.54700210259192,C,C,E,D,E,B,44.645838801285706,30.827826634005863,1
None,Heterosexual,65+,B,75.70687051337657,D,D,C,C,C,D,-168.15883603194737,77.56522366348426,1
No,Other,18-25,A,154.95270244375396,E,A,C,A,A,A,-17.127562243590095,43.520226143641125,1
Both,Heterosexual,65+,A,71.74188003243542,E,C,D,D,C,B,-107.70101746056213,-177.33537774382341,0
Mental,Homosexual,36-50,C,-45.96760102183308,B,B,C,A,C,D,-60.17942560321313,145.04321352565108,0
Physical,Homosexual,36-50,A,106.50227549765879,C,E,D,C,B,A,16.000125293489397,76.94309853296232,1
No,Heterosexual,26-35,C,16.880956657258302,D,C,C,D,A,D,-146.60974848821388,94.32671205855287,1
Yes,Bisexual,65+,D,114.58730135161315,D,B,A,A,E,B,41.921530749266495,37.00233189469046,0
No,Homosexual,26-35,C,114.05077028265487,C,E,B,D,A,D,-41.58568418585668,-116.96411314018688,0
No,Bisexual,36-50,A,-304.5484095700166,C,A,D,B,E,E,97.42939874521396,-50.73329710766357,1
Mental,Heterosexual,18-25,C,-0.7998396056711413,B,D,B,A,E,D,-121.41863724361377,-42.216684157436845,0
Mental,Bisexual,18-25,B,-96.73342129063366,C,E,B,C,E,B,-65.63202964054892,-43.57566586568646,0
Physical,Other,51-65,C,-37.003399339769864,D,C,A,D,E,C,-113.09482412459604,28.275929833037555,1
Physical,Bisexual,65+,A,-3.1228051654899907,A,C,A,C,D,A,79.592783233826,-15.94028320970327,1
Both,Homosexual,26-35,D,59.69620121810105,B,A,D,B,E,A,-48.43652474829718,-119.58886763859881,0
No,Heterosexual,26-35,B,-68.23362603624393,B,B,D,E,E,A,-103.05617015351474,182.9722662610398,0
Mental,Homosexual,65+,A,141.36478810535195,E,B,E,B,C,E,-39.56294542017915,-6.068839382557069,1
Mental,Heterosexual,18-25,C,8.694607275182971,D,A,C,C,E,D,-63.9569007736,-23.945102984560567,1
No,Other,26-35,E,-3.610816184376113,B,C,C,B,E,E,137.09594410323342,-15.35713261587362,1
Physical,Heterosexual,18-25,B,188.7815394973727,C,A,C,A,C,E,100.97568312725005,25.094277404063842,1
Both,Bisexual,26-35,A,-17.399171812742022,E,C,D,D,D,C,67.47416358589756,143.1770549692982,1
No,Heterosexual,26-35,D,46.41845878540592,B,C,C,D,B,C,88.59521830636876,-25.017615141788053,1
None,Heterosexual,36-50,A,106.52896122920819,C,E,B,A,C,E,24.547328735544752,8.509295137027694,0
Both,Homosexual,26-35,D,-22.708451317567626,C,C,C,C,B,C,20.620984050549477,59.48495759600328,1
None,Other,18-25,D,-3.416714009919355,B,B,D,B,E,D,273.02931472143285,-26.144042941317796,1
Physical,Homosexual,18-25,A,100.31585788109736,D,D,D,B,B,A,-65.89189692157001,54.90850515950737,0
Yes,Other,18-25,A,-90.28228629396398,D,A,D,C,D,E,112.91226800248057,128.3844640090291,1
Yes,Other,36-50,E,-28.672505776494646,E,D,C,E,A,C,-55.431964235957885,111.4416609385964,0
None,Bisexual,65+,E,234.26015529824872,E,E,D,A,B,E,60.83070571103737,135.56281043927845,0
None,Bisexual,36-50,A,94.07117217390429,D,D,E,D,D,D,-97.13052280637213,73.87427690488379,0
No,Bisexual,18-25,B,161.49252324378915,D,C,A,C,A,D,-24.303751912154038,-68.67639505392171,1
No,Homosexual,18-25,C,163.88052979039242,D,E,D,A,B,D,13.599787717716366,98.60787304775985,1
Yes,Homosexual,36-50,C,114.11667375942369,E,C,B,A,C,A,-231.36671299310044,-99.29937074000743,0
None,Bisexual,36-50,B,69.1846498987019,A,A,B,A,C,B,114.2997340079589,122.54697171580193,1
Both,Homosexual,51-65,D,-127.2893332334978,D,E,B,D,B,A,125.60451908886867,-66.55594342064543,1
Physical,Bisexual,51-65,B,-145.82204683530566,E,D,A,B,D,E,-0.6567577508760372,-11.255129331840068,1
Mental,Homosexual,65+,A,130.24677576337714,C,B,A,A,C,E,-179.10003834416318,-3.0912536063680633,1
Physical,Heterosexual,26-35,A,16.0432746398517,B,E,B,B,C,B,-119.21215158353043,-116.90316559891995,1
Physical,Bisexual,65+,B,155.49458517291586,E,A,B,D,E,A,194.42310757205118,-79.65244696350334,0
None,Bisexual,18-25,D,115.59731014483808,B,B,A,C,C,B,-126.46797429080591,56.15044601835141,0
No,Homosexual,18-25,C,46.049912377973776,E,A,E,A,B,D,-21.6415812036384,-99.84471461793984,0
No,Homosexual,26-35,E,-18.81575828940511,B,A,E,B,D,C,-4.51851633111497,76.25917199474429,1
Physical,Heterosexual,18-25,D,18.516713662149222,E,E,C,E,C,B,-259.3892088312231,-70.49660492328734,1
Both,Bisexual,18-25,A,-190.71322116887467,D,D,B,E,E,D,-44.097495885069684,-76.52008469349319,1
Mental,Bisexual,36-50,D,178.9048450774777,C,E,D,A,C,C,37.414280465909926,-43.67399028482677,1
Physical,Heterosexual,65+,B,112.0972533736811,E,A,A,A,C,C,32.31121172154499,-22.50756823308884,0
Both,Heterosexual,26-35,C,-8.20360981232892,A,B,C,C,E,D,-34.91365914174804,-93.5332332299227,0
Mental,Bisexual,65+,E,254.02445542043904,A,A,E,E,D,A,66.24357209885719,-88.71028783107566,1
Both,Bisexual,26-35,E,101.25471292908767,C,D,B,C,C,E,78.67672004253824,9.461530308916027,0
Mental,Bisexual,18-25,A,-53.09243494827823,D,E,C,A,D,E,-55.46630376326823,-217.24085555108786,0
Both,Heterosexual,65+,A,138.45582044338204,B,A,E,D,E,E,-78.52272183431293,-63.589925733645636,1
Physical,Homosexual,26-35,D,151.10975383286726,E,C,C,E,A,B,100.94072408818222,-196.95614273194025,1
Physical,Heterosexual,51-65,E,0.8186463637230079,E,B,C,E,D,A,-111.97406387389701,-108.07728001500875,0
Mental,Heterosexual,18-25,E,-97.83582337746974,E,A,D,B,B,A,68.65027746630541,-76.90812437354549,1
Yes,Homosexual,65+,C,-56.83489249698928,A,C,A,B,B,C,34.35102061026898,87.33141728736206,0
None,Heterosexual,51-65,D,168.27643390724361,B,A,D,A,A,D,57.723927160467525,-51.07349964537248,1
None,Heterosexual,18-25,A,-114.42437564576852,C,E,B,A,D,A,17.049349472221383,-151.6082922026379,1
Yes,Heterosexual,51-65,B,-167.96048608143164,D,E,A,D,E,E,126.22889033138385,-70.65613600883005,1
Both,Other,65+,B,35.967142627354306,A,C,C,E,A,A,-41.78116982586486,-1.453297943388483,1
Physical,Homosexual,26-35,A,-124.80580059037077,A,E,A,B,A,D,-15.531883791970683,-105.9890791667039,1
Both,Homosexual,26-35,C,231.55591020792235,B,D,E,B,E,B,83.08625669883604,-121.83100449027253,1
No,Heterosexual,26-35,A,-49.03593716110501,A,B,E,C,C,E,12.688781335972307,-137.12493503368583,1
Yes,Other,26-35,B,-66.71469176792252,C,A,B,C,D,A,80.46385523812225,-40.17649761948036,0
Both,Homosexual,26-35,A,-2.4697400831176703,B,C,B,A,C,A,205.29917328125745,51.709692383360604,0
No,Bisexual,65+,E,-267.2683255810869,A,C,A,D,D,A,-83.52170908924596,-44.2274861064103,1
Mental,Bisexual,26-35,A,-142.55097125327816,C,C,C,A,A,D,91.28154712543531,-22.171368165664358,0
Physical,Heterosexual,26-35,A,-62.29406232898257,C,D,C,D,A,D,-42.95270921062574,150.34811471655595,1
None,Bisexual,26-35,C,-14.74713540396461,C,A,C,D,A,B,-93.88902670904582,1.0495090955199822,0
Yes,Homosexual,18-25,B,16.203661269102813,C,E,D,C,D,E,23.309769182521322,126.2789475589708,0
Physical,Other,26-35,C,94.68573038226957,B,A,B,E,C,B,-43.561835805307076,53.21059292403867,0
None,Bisexual,26-35,A,-8.457961301432412,A,C,E,A,C,E,-28.421176315244658,-78.14600508116558,1
Yes,Homosexual,36-50,A,49.85168364956471,A,B,E,C,E,E,-268.4247087572985,-83.65891070538393,1
Yes,Bisexual,65+,A,203.6369849524465,B,D,A,B,B,A,-8.137151038341642,62.7380634174185,1
Both,Bisexual,18-25,C,-146.71045927752064,D,A,A,A,A,B,0.2650733021358026,134.24500801326124,1
None,Other,65+,E,-281.1823940457179,B,E,A,B,A,D,122.12872776854913,24.3901143625716,1
No,Heterosexual,51-65,A,-212.95833377905726,E,C,D,E,A,A,96.4058656237209,-60.23353655612972,1
Yes,Bisexual,18-25,A,-184.95922009986168,B,E,B,A,A,C,-175.03746476333208,-32.2653414382225,1
