nationality,civil_status,Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Widowed,Veteran,Bisexual,-126.68976041311043,E,A,A,C,135.8963166054133,58.821840701333805,-25.20227461318528,0
UK,Widowed,No,Heterosexual,24.04275319001233,E,A,C,C,-121.19245503633967,-86.97450475363469,-34.114622754503046,1
India,Divorced,Yes,Homosexual,70.74856635296888,D,C,E,A,94.84050239722797,91.02385596248533,101.74210351431834,0
China,Divorced,Non-Veteran,Other,163.89484611338426,A,A,B,C,-88.3455565189513,111.8218179264441,-228.1034019176928,0
Mexico,Single,Non-Veteran,Bisexual,-36.62305231124508,E,B,E,A,211.27011515293702,-24.129429736900835,33.19158593575629,0
China,Married,Veteran,Homosexual,-56.999961825034795,C,E,C,A,-94.44499335543635,8.944158936461113,43.951334538138454,0
UK,Single,Veteran,Heterosexual,-105.84001218312942,E,B,B,A,-14.2156990234059,-135.01301675573868,109.85806483890626,0
Germany,Married,Yes,Heterosexual,253.62735241543453,D,C,D,E,35.233598729942656,133.27470489938537,-54.522564211802404,1
India,Widowed,Veteran,Homosexual,21.520990274165435,E,A,B,A,28.350945150655782,44.253672994498494,-39.72435130665309,0
UK,Single,Yes,Heterosexual,169.7771437625729,D,C,D,C,-65.60926688497567,-195.43314545756778,-35.88648282085302,1
Mexico,Married,No,Other,-19.792501658461124,C,C,B,E,-105.55817537437395,141.51443570858711,147.32404141033476,0
China,Married,Yes,Homosexual,82.47822087223618,B,B,C,B,139.8691275748484,84.89670600548092,-164.33411571238875,1
Mexico,Widowed,Yes,Homosexual,113.24957388146647,B,E,E,A,106.53819424162194,-20.47570101349974,-34.242292974620625,0
Germany,Single,Yes,Bisexual,2.3589638920414613,A,B,E,A,-39.44406579701,68.59744194126883,6.610288171435587,1
Brazil,Widowed,Non-Veteran,Homosexual,74.3973547925211,B,E,A,E,8.321602616707748,48.116800629671495,64.38457478352039,0
US,Single,No,Heterosexual,-142.315929549122,A,A,E,E,44.46672442259422,-27.241525275096386,-118.61030950421514,1
India,Widowed,Yes,Bisexual,10.845119854742958,E,E,C,D,91.96212632088894,-12.138734596205177,-154.8269373494206,0
Germany,Single,Yes,Homosexual,20.563616761787763,D,A,E,D,56.88151075452532,-28.851659801314533,34.97253036063347,1
US,Widowed,No,Homosexual,-144.51733457424785,D,C,A,B,-17.592706027467514,-133.8976648079616,-53.83407970552294,0
Mexico,Single,Veteran,Heterosexual,-109.19091923507898,C,B,A,C,147.35607844389108,145.36115666251615,-36.14677263623847,1
UK,Married,Veteran,Bisexual,-41.716633756082985,D,C,D,A,13.89361887703088,-104.20632134963854,-65.27908015379018,1
China,Single,Non-Veteran,Heterosexual,-21.741061719676892,B,B,A,B,-56.328367602133945,-13.54819224656573,29.89035336917574,1
Germany,Widowed,Yes,Heterosexual,-4.144183964091541,D,B,B,D,74.911272164525,-58.92334446991112,13.863900943155663,0
Mexico,Divorced,Veteran,Bisexual,44.63149901247437,D,C,A,B,-47.884208790981575,37.81753489386137,52.64493658320678,0
UK,Divorced,Veteran,Other,-46.146220494345755,B,E,C,C,-6.212828933208713,-182.9717520778917,-43.05195443105722,0
Brazil,Widowed,Veteran,Other,88.33185729365674,E,A,D,E,-66.13729810667263,19.61193886000261,16.35010359423303,0
Germany,Widowed,Veteran,Heterosexual,-147.82510605502404,E,A,D,B,-29.23653837460111,-9.650385565385903,-28.358911207892966,0
UK,Married,Yes,Other,181.373048514784,E,A,E,B,115.69048404566004,-83.14076866057533,-83.06279656244769,1
US,Married,Yes,Other,149.11250226665777,C,B,C,A,-21.291282093562113,82.84120249883364,-155.9291894060864,0
UK,Married,Non-Veteran,Other,159.5954203650696,C,D,C,E,-2.697474392937637,26.50937655378327,-118.68887192658369,1
Brazil,Married,No,Other,-20.912552741693062,C,C,B,D,-124.93288422987516,-10.784963037128108,-120.51448550360071,1
China,Divorced,Yes,Bisexual,-54.3743009735404,A,C,E,D,43.436808647365126,61.26940832910363,-24.08462172079025,0
US,Widowed,No,Heterosexual,144.28102732667608,D,C,B,E,32.64243302022213,-39.34710706207379,-49.94860061773818,0
India,Married,Yes,Bisexual,121.4958644775644,A,A,C,E,164.153878176316,117.22850586269162,-54.90572347238929,1
India,Single,No,Other,125.67733886112762,D,A,A,A,-257.85618311091804,221.9107627693008,-157.69711492788167,0
India,Single,Yes,Homosexual,-44.9998868003512,C,C,D,D,-181.74289859030455,107.86367384116873,-63.37991496944603,0
Mexico,Divorced,No,Other,-83.76371505540557,D,A,B,D,118.65821837729709,166.58222307946178,81.54366436846361,1
Brazil,Single,Veteran,Bisexual,-72.32915689457602,D,E,B,E,-17.98013146694392,-98.59236083937407,42.227436988728925,1
UK,Widowed,Non-Veteran,Homosexual,41.638171029882564,B,A,E,C,-199.27683853903787,-182.20350642081348,53.362753855369505,1
Brazil,Married,No,Other,23.794255552762632,A,C,A,B,26.805339530654628,-106.05119843133232,-65.25810904260211,1
Other,Widowed,Yes,Other,53.42990223131009,B,B,B,B,-57.26389985474821,272.8742404482235,134.4441292960631,1
UK,Single,Veteran,Bisexual,-206.31069951042585,B,E,A,B,-74.34383107905195,32.86226162269166,31.33142543172756,1
Germany,Divorced,No,Heterosexual,20.09286065097958,D,E,B,C,-100.24427963584665,83.72407920747092,-37.820457652441306,0
Brazil,Single,Yes,Bisexual,64.55726428225962,C,A,B,D,31.534239666303716,20.748015737546805,28.091274547317507,0
China,Married,No,Other,-70.35661620901767,E,E,B,E,-74.22419684873343,-34.77573152030749,25.31360416318828,0
India,Widowed,Non-Veteran,Homosexual,-124.08296192581385,C,A,B,E,29.992699431155057,-97.74061347721992,-116.59287902079325,0
Mexico,Divorced,Veteran,Homosexual,-102.87477240383811,A,E,E,D,4.946569276063194,58.968896323626595,190.17228377654428,0
Other,Married,Veteran,Homosexual,47.79406984622313,E,D,D,E,-97.8721856032268,47.498923045815985,-332.9352222614032,0
Germany,Single,Yes,Bisexual,21.577481173043452,A,B,B,C,128.43926580799655,148.99683671113638,-81.89414341005504,1
US,Divorced,No,Homosexual,46.471902523820184,D,B,A,E,94.41054054040637,-0.4558879429767675,2.6736232052230244,0
India,Widowed,Non-Veteran,Heterosexual,68.11671532232126,A,C,B,E,77.59991337204622,-293.77769095237016,93.483162806837,1
Mexico,Divorced,Yes,Homosexual,16.595905364542137,A,B,A,B,149.68126420977717,133.68710076120053,26.272042731222268,1
India,Single,No,Heterosexual,73.81923857115599,D,C,C,E,-248.61623448669152,-24.43406398139557,-0.5803352509144867,0
Other,Divorced,No,Bisexual,-7.067521503452266,A,C,C,A,-4.463226203256217,-123.99508281706777,83.60865676222726,1
China,Widowed,Non-Veteran,Bisexual,-48.11026458670568,E,E,C,B,9.350959000582398,-27.03163878924863,-155.51812811275784,1
US,Married,Non-Veteran,Other,-16.666291503956156,C,B,D,E,-115.45723473401304,-28.866991402194575,22.795827239573857,1
China,Divorced,No,Homosexual,-75.92300708149499,E,B,D,A,157.34460206253289,35.47897504479491,54.05414839040434,1
UK,Married,Non-Veteran,Heterosexual,-82.32358283215247,C,E,D,E,45.1330254985055,25.086315464758552,-76.71190320591305,0
Other,Divorced,Yes,Other,109.28031173905626,B,A,E,D,-132.744872601289,95.52438603649249,-176.18330431306185,1
India,Widowed,Veteran,Other,-34.45915196424079,E,A,D,C,70.28340620739861,20.411342425256546,-175.45613781156234,1
US,Divorced,No,Homosexual,-10.477761508346921,E,A,C,B,-12.39358446549463,11.980011816344966,55.58464314205756,0
Brazil,Widowed,No,Bisexual,7.040097525118687,D,D,E,E,-36.907772558820064,26.70991734255988,-154.69705411680292,1
Germany,Married,Yes,Bisexual,-38.62933955651812,A,E,D,B,243.04952225701933,162.8233870314048,187.6827096749082,1
Germany,Divorced,Veteran,Bisexual,-95.6968473047098,B,B,B,D,-138.95149508239214,-193.07194967895737,97.1705208054291,1
India,Widowed,Yes,Bisexual,-108.02005880892958,C,C,A,A,63.2026400023443,-37.53768116120639,155.12995946057384,0
UK,Divorced,No,Homosexual,39.56665120762991,B,C,E,E,188.18278785268893,123.33278559653309,-44.41346789084884,1
Germany,Married,Non-Veteran,Heterosexual,9.802452290886839,E,A,A,C,121.45835692804077,-151.971464353582,76.16168092192524,1
Other,Single,No,Bisexual,-80.92234280516244,D,D,A,E,-71.91110830353303,194.5532661157691,-45.23794742453751,1
US,Single,No,Bisexual,96.53879940892021,B,A,C,E,-93.4056297189408,54.47402196150845,169.4771362333276,1
UK,Divorced,Veteran,Homosexual,-19.588846817603343,C,D,E,B,-91.8287317191461,176.50952301790548,114.23246541300836,1
Mexico,Single,Yes,Homosexual,101.93133950618093,B,C,A,D,75.91274386930331,21.862285001875172,-5.565698362850626,0
Brazil,Single,Veteran,Other,151.21387214348798,D,B,C,D,-29.1698940789411,109.65797669687201,120.54796596307895,0
Other,Divorced,No,Homosexual,54.92572962044696,E,D,C,C,-3.882836217835248,-224.88078500271965,-96.25349957804949,1
UK,Single,Yes,Bisexual,257.84088345276774,B,B,E,C,80.85648910854526,76.31008084534973,111.80068612418144,1
UK,Single,Veteran,Homosexual,11.704208687460632,B,E,E,E,27.803649553797673,84.07963377939635,202.2562170162479,0
Mexico,Widowed,No,Heterosexual,-0.05238642437305337,A,A,C,C,-94.15892722220194,-63.346618270656826,72.13595541292173,0
US,Widowed,Non-Veteran,Homosexual,69.21614683438231,C,C,D,B,108.22544163664607,45.251744312385824,-39.40373982877316,0
Brazil,Divorced,Yes,Other,11.531457308217773,A,B,B,D,-25.800846637128107,-184.6978568977518,-96.82057243123192,0
China,Divorced,Non-Veteran,Bisexual,-71.86189917297226,A,C,B,D,-47.3842912322468,-22.108332194868225,21.36206132725874,1
Germany,Divorced,Yes,Other,-53.29857666762739,B,C,C,D,109.92613947097101,-148.97469931860036,-115.5805514868357,0
Germany,Divorced,No,Other,-164.03350078096747,A,C,E,C,109.30880995228134,12.454403900087955,-34.08791307923858,0
Other,Widowed,Yes,Heterosexual,-16.9709367882433,B,A,A,D,68.14058438699315,-49.48486170190743,26.82037775100379,0
Germany,Divorced,Veteran,Heterosexual,-25.63130360985266,B,C,E,D,87.03986160197081,-88.3931282386061,-37.454797772815546,1
Germany,Divorced,Non-Veteran,Bisexual,-46.779619623018846,A,C,E,A,-108.74021003448429,45.28507854818661,-85.03512485274399,1
India,Single,Yes,Bisexual,37.06348714998797,B,C,E,B,-33.8307812211043,-229.87659809600777,68.86741259947212,1
Other,Divorced,Non-Veteran,Heterosexual,68.45679058738318,E,D,E,C,-62.86804093905385,111.19684684028503,18.144203904208393,1
India,Single,Yes,Bisexual,108.04945177716124,E,A,A,A,169.0622146016197,20.43367978535418,-6.633127103445603,1
Brazil,Single,Yes,Bisexual,-22.764057679012126,B,C,D,B,25.739766914693547,-24.693901985705175,50.04637342015024,0
Other,Widowed,Veteran,Heterosexual,-35.970175569285004,E,B,A,E,40.739346827488134,-30.818473243661565,169.8721507134965,0
India,Widowed,No,Other,-3.43109064216749,B,B,B,C,23.07335618260896,-65.76413229744489,-28.1046679300793,0
UK,Married,Non-Veteran,Other,-15.901647661829601,B,C,D,E,3.74117895821167,157.71132890184015,109.50136917296598,1
India,Married,No,Homosexual,-159.76536530522708,D,D,C,E,45.422475909017166,-86.93213888616525,-40.556490412501525,1
UK,Married,Non-Veteran,Other,-92.1801044350614,E,B,A,C,-55.32192996087838,179.1747268429975,-238.70510635898242,0
India,Married,Veteran,Heterosexual,27.476492485849924,D,B,D,C,70.33724540933642,209.36860702465503,188.99001910328877,0
UK,Single,Veteran,Heterosexual,79.85802100540776,A,C,E,A,42.62003370964819,-146.33907778395005,74.58469187756613,1
Germany,Divorced,Yes,Other,-24.22890580943813,E,B,E,E,0.04539045930511161,-95.61700018510102,-14.196698565460913,1
Germany,Widowed,Non-Veteran,Heterosexual,-107.94594871769088,B,B,B,B,37.772764222930896,88.3673564208805,-102.04450464768833,1
UK,Divorced,Veteran,Bisexual,-190.14124766634626,E,D,C,C,-41.09153499536864,-185.71544407373204,-159.40319416309381,0
US,Widowed,Yes,Homosexual,-13.574375244597341,D,E,E,C,-106.4138978178986,-135.52446728485995,-61.62504159270949,1
Other,Widowed,Veteran,Other,-18.899298278611763,A,E,E,E,371.37869198603687,22.289118118422813,15.389194533915143,0
India,Widowed,No,Other,262.98468890681386,D,A,A,E,-1.6988218569377453,-99.76310987287417,58.96115699249243,1
US,Divorced,Yes,Other,5.982628569039693,C,E,E,A,134.6607291391975,-41.22810758944935,99.01026223152304,0
India,Divorced,No,Bisexual,-83.60031136712864,A,E,B,C,71.76082564591324,-89.1695560878059,101.51556881997956,0
Brazil,Widowed,Non-Veteran,Heterosexual,72.93183192589167,A,A,B,C,50.13879642573282,5.6377721450689515,-181.91197128052266,1
Brazil,Single,Non-Veteran,Homosexual,39.13168620149392,A,C,E,C,-73.55839569185949,12.617376129694492,110.05840889972787,0
Brazil,Divorced,Veteran,Bisexual,48.851016488745216,C,C,A,A,-43.895729660100734,-165.7993238111131,-156.93909886938303,1
Germany,Divorced,Non-Veteran,Homosexual,47.818278398682935,B,B,B,D,-83.1599740429855,-70.24297410713201,47.87200413055846,0
Other,Divorced,Non-Veteran,Bisexual,108.3196215838323,E,B,C,C,-165.57877198678338,-6.9987315448424665,-164.33052510652044,0
Other,Married,Non-Veteran,Bisexual,38.1331616017288,A,A,D,B,150.95118686654942,-4.734752942007658,-133.65806574119824,0
US,Divorced,Non-Veteran,Other,74.9673151750113,A,A,E,C,124.22099258554347,-39.78272266658391,48.115822114526495,0
Germany,Divorced,Yes,Bisexual,-6.980841369710926,B,B,D,D,43.86632769831329,-16.036303794111653,148.67227799880612,1
US,Married,Yes,Bisexual,11.07227015404471,D,A,E,A,-4.276891735428197,-153.86410894680606,89.80771449580166,0
Germany,Married,Veteran,Heterosexual,-95.95537703893847,D,A,A,B,-97.54711511959792,87.65680082650543,64.55936826326271,0
China,Divorced,No,Homosexual,-65.59653796752136,C,A,A,C,77.97600125541001,-87.0802091561848,77.44594687513276,1
Brazil,Divorced,No,Heterosexual,-8.508183406622233,D,A,D,D,-110.41292915668666,-96.20897363791951,-72.06454744158127,0
UK,Widowed,Non-Veteran,Heterosexual,118.44254235781911,B,B,D,A,88.9437276689894,-102.80290764704667,-207.37923555407306,1
China,Widowed,Veteran,Heterosexual,-6.333968647483877,C,D,E,E,55.81559314654779,-271.4573692644647,338.53413027892157,0
India,Single,Veteran,Bisexual,-37.2382212269759,C,C,E,D,154.73732710641082,166.13104795759028,117.93069260918017,0
Brazil,Widowed,Yes,Bisexual,98.74183372461034,B,C,C,B,-15.72617985607587,-70.22782662319669,-154.58387926335695,0
Brazil,Single,Non-Veteran,Homosexual,-55.42663285760108,E,C,D,A,55.910179195221275,162.5474806824587,10.475141822854,1
Mexico,Married,Non-Veteran,Other,79.56480463647993,A,D,C,A,62.55409364425406,83.24363143134613,-51.297220852563186,1
Brazil,Single,Veteran,Bisexual,19.456838577461415,C,A,C,D,142.13248067147052,28.412732145614513,59.34591451775568,1
Other,Widowed,Non-Veteran,Heterosexual,-22.64305794353944,D,B,E,C,-12.724263967448213,-52.643350254468835,-42.86181819362568,0
Mexico,Single,Non-Veteran,Other,5.6288789619106145,E,D,E,C,6.274038450886803,-41.18033438231232,68.03178526873039,1
UK,Single,Veteran,Homosexual,-11.45527738170359,C,D,A,B,101.48722143304116,62.785295862224125,-89.07600742234699,1
Brazil,Married,Veteran,Bisexual,-218.14189079245386,B,B,D,A,141.57687823797215,146.20495717439672,-102.67682860034472,1
UK,Married,Non-Veteran,Homosexual,232.52234703785416,D,D,E,A,-9.030048818605826,-10.718006844105053,-38.813533538501375,0
Other,Widowed,Veteran,Heterosexual,-125.2504097673456,D,A,E,A,61.05821632355612,109.13040940749352,13.871457022000849,1
Germany,Divorced,Veteran,Homosexual,116.13326054438949,B,C,A,A,20.96804026258818,62.647590369272756,101.38741576503388,0
China,Single,No,Bisexual,22.494781349263683,A,D,C,D,110.80811413408722,121.019658662683,46.49821324854271,1
India,Divorced,No,Other,129.22308750030774,D,A,B,A,84.51996755501902,-19.19323574243861,-92.00896215983408,0
UK,Married,Non-Veteran,Heterosexual,-70.83806251146184,A,B,C,B,81.84962772005805,-10.286963199566495,-95.52475993021152,1
India,Widowed,Non-Veteran,Heterosexual,59.79558828744995,C,D,C,A,-17.143217882842883,-67.3817458957448,-34.825869548045276,0
India,Divorced,No,Other,-201.1439279038653,E,B,C,A,-145.90146792763764,115.12006352930155,21.096998749280203,0
Germany,Single,Non-Veteran,Homosexual,77.83964084497659,C,E,D,C,113.32218304957789,-7.07460846305483,-2.6815912462986606,1
Brazil,Divorced,Yes,Other,281.2423133555006,C,A,A,A,52.15507276912843,113.93100681140756,-82.14953754483297,1
US,Married,No,Bisexual,36.00359001730901,E,B,D,D,-32.85249505701897,-59.792792653895134,-35.402963637454334,0
Other,Married,Veteran,Other,38.248471627249415,A,E,C,D,-43.75905406396385,123.0609518949613,-37.31386662074889,1
Mexico,Married,No,Heterosexual,-72.04087109524977,B,A,E,C,-93.255663961142,-276.5994812143586,53.35359456395806,1
US,Married,No,Bisexual,15.46363582637994,E,A,C,C,-115.19749211949042,-183.31616740498237,46.457236390735005,0
China,Widowed,Non-Veteran,Other,-32.4839850961353,D,D,C,A,4.626288544053073,-172.1513979604095,-56.87173218387244,1
China,Divorced,No,Heterosexual,-190.34287130561646,A,D,C,D,111.18520098802014,-49.25012692272993,15.054182124989884,1
India,Married,No,Heterosexual,67.94387666402888,B,D,C,B,32.3463944200413,122.44354776733792,-89.91714219565469,0
India,Widowed,Veteran,Homosexual,23.557882283447555,B,E,C,A,151.35943566244092,167.25743605817968,32.6744690060263,0
China,Widowed,Non-Veteran,Heterosexual,155.0427462471415,A,E,C,A,128.7138832480728,87.36189120850504,-148.1228412562649,0
Germany,Married,Veteran,Heterosexual,4.44035862608854,A,D,B,A,244.79184878167968,169.8395395046684,-58.08431733015286,0
US,Widowed,Non-Veteran,Other,27.790421650651886,D,A,B,E,152.4154129078211,123.25316027695526,-92.28417272680211,1
Germany,Single,No,Homosexual,-94.29305862992578,E,C,B,D,-101.90788764131982,35.93128954792947,-133.1476822580514,1
Other,Widowed,Yes,Homosexual,-50.5727329903513,D,A,E,D,3.091469919928879,-88.20777298374871,129.23737473971647,0
Brazil,Single,Non-Veteran,Other,77.28371548033188,D,C,A,B,-39.579970058100486,-17.966260808526897,-80.00485873855837,1
Mexico,Single,Non-Veteran,Homosexual,286.64214825543274,D,A,E,D,-60.54335795374814,33.40361834854455,39.543499437201525,0
Germany,Widowed,No,Bisexual,-20.460869997689972,D,C,D,D,-33.85653219941134,-38.365421176398165,-98.70547059194831,1
Mexico,Widowed,Veteran,Heterosexual,138.96186106137299,E,E,C,B,46.32415858903564,18.57193926169363,2.090803207024397,1
Brazil,Divorced,Yes,Bisexual,195.93315985403828,C,A,D,D,3.1195002175620807,-53.31961947634147,-30.555949707312852,1
Mexico,Single,Veteran,Other,-1.5663124687754288,E,B,A,D,-29.73803288023632,-50.9333846247462,78.78315322297632,1
Germany,Divorced,Veteran,Other,-152.16763943704856,B,C,A,A,-139.2289594501363,64.7205848707864,32.05910116610552,0
Germany,Married,Yes,Other,-115.10651478614456,A,E,A,E,122.56354701303336,84.82091714042245,-29.934380949144423,0
India,Widowed,Yes,Homosexual,-60.16970034318737,B,B,C,C,-133.595457144388,32.706967690635885,10.957538267153486,1
UK,Divorced,Veteran,Other,-228.08093171750826,B,D,E,B,-73.31055659308986,-52.262043080418366,21.15447357178847,0
Other,Married,Yes,Other,181.24626272804082,D,A,E,B,-120.28516740629766,-64.78919797357443,11.145470411871738,1
Germany,Single,Non-Veteran,Other,-79.02612350951918,B,C,B,C,-18.557734293411954,76.58315099357738,58.00223654806032,1
India,Married,No,Other,179.40612085191873,A,A,C,C,-35.470758858455625,-151.7714969010035,10.530972725832513,0
India,Married,Veteran,Homosexual,59.68381624575243,A,B,D,D,58.01032982675823,-23.791153750371546,-121.70696945622173,0
