sex,faith,military,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
F,Muslim,No,62,C,D,-151.25978958452885,C,C,B,D,E,C,53.90618470285167,-21.017261313009673,E,B,D,D,D,1
Female,Muslim,Non-Veteran,36,B,C,-39.16939918638693,C,E,A,D,E,E,74.520395091185,-37.93907286703791,A,E,C,A,C,0
Non-binary,Buddhist,Veteran,81,B,C,92.47954968102054,D,D,A,D,C,D,91.19937851675772,104.6511009052117,A,D,E,B,A,0
Female,Jewish,Veteran,44,E,A,-154.6619234981938,E,D,C,B,D,D,-93.56113693496168,154.8432563500615,E,C,C,E,B,1
Female,Muslim,Yes,87,D,C,-149.9128149066616,D,B,C,C,C,C,161.19114591682413,-83.1883195277766,E,D,D,A,C,1
Other,Other,Veteran,50,B,D,-20.07678802182521,D,D,A,D,E,B,-37.736681905621296,34.7661799090161,A,C,D,D,D,0
Male,Christian,Veteran,58,A,B,-14.695085484403533,A,E,C,C,B,A,53.22635258640297,91.18728909462178,B,C,E,B,D,0
Other,Jewish,Yes,74,A,C,47.85271544121438,E,A,E,D,A,D,-34.11804925068003,-211.5455916211359,A,B,A,D,B,0
Other,Christian,Non-Veteran,31,D,E,-160.89390466380786,D,B,C,E,E,B,2.933411583514295,159.13665789111803,A,C,C,C,D,1
Other,Jewish,Non-Veteran,19,A,A,201.5549082608435,D,B,A,C,D,A,-37.40744406551615,-125.01275079386971,A,D,D,E,D,1
Female,Jewish,Yes,98,B,B,-7.098200152790766,C,E,D,E,C,C,81.26638954900353,-19.58818276302276,D,B,B,E,A,0
F,Christian,Yes,54,B,B,133.48515441537677,A,D,B,A,B,D,-1.9495791017404722,-134.32571613950836,C,A,E,B,B,0
M,Jewish,No,68,A,C,-61.26904043421161,D,A,D,C,C,A,99.95966035771778,-26.33718547602189,C,A,A,A,E,0
F,Buddhist,No,64,A,E,107.98921866784032,C,A,C,A,E,A,126.55059049481876,2.7308227276056742,A,B,D,B,D,0
Male,None,No,53,C,D,-118.05671860886733,A,C,C,D,A,B,-104.6453771569676,78.49161118052132,D,D,A,B,D,0
Other,Other,Non-Veteran,53,D,B,97.067796218398,D,B,E,D,E,C,-129.59427224680715,224.91884403578922,E,C,A,E,A,0
M,Christian,No,83,C,D,-16.378040584292116,D,A,B,D,C,A,30.698903668253124,-133.47084562594915,C,B,C,D,E,0
F,None,Veteran,66,A,A,-66.66616391579127,E,D,C,A,E,C,-51.03532317937103,-33.82423248976273,A,D,D,D,C,0
Female,Jewish,Non-Veteran,51,E,D,73.77819853767656,B,A,A,E,E,B,-70.46253895905491,77.73592036350828,E,A,D,D,B,0
Female,Jewish,Yes,94,B,E,-64.91749943475081,E,C,B,D,C,C,-67.82017491586431,119.31549769525931,D,D,E,B,A,1
Female,Christian,Non-Veteran,70,C,A,-10.114235969561937,D,E,D,E,B,B,34.60624111871412,51.311696985249355,A,C,D,D,D,1
Male,Buddhist,Veteran,43,B,C,-57.08715197843623,A,B,E,B,C,C,143.2103262983675,12.619960408139598,D,B,E,B,C,1
Male,Buddhist,Non-Veteran,95,B,E,139.79259502373353,D,A,B,B,D,A,-189.82487243139695,38.951128775100415,B,D,E,C,B,0
Male,Buddhist,Veteran,32,D,C,161.98602811370552,B,B,E,D,A,C,-52.845832692865635,-20.26370727105104,E,C,B,B,E,1
F,Buddhist,Yes,88,E,E,212.57788469994304,A,D,C,A,D,E,-57.89667705163923,58.77366822306909,D,E,B,A,C,1
Male,Christian,No,25,C,D,-123.8844276492594,D,E,C,B,E,D,-50.03952222862449,-75.49628680910877,B,D,C,B,A,1
Non-binary,Other,Yes,42,E,C,-6.691277788095169,A,B,C,D,C,D,208.58791613704608,-60.47311563457437,A,E,E,E,D,0
Female,None,No,85,D,D,-133.242218082757,E,A,C,A,A,B,200.11718877741313,-99.81611505981627,D,D,E,C,C,1
Male,Muslim,Yes,84,C,B,-127.02741779853552,A,C,B,C,D,C,-72.91871695174203,-106.52227904604943,C,C,D,D,E,1
M,Hindu,Yes,21,A,B,-13.838207770704505,C,D,C,C,E,E,-168.46124370086812,39.865731668659336,B,A,C,A,C,1
Non-binary,Hindu,No,92,B,E,-65.31183859434971,A,B,C,B,A,C,6.356411890557368,-64.67658219106877,A,C,D,A,A,1
Female,None,Yes,68,B,A,-108.13873500177166,D,C,C,A,E,A,178.33390666601616,-25.529543692359454,D,C,E,A,E,0
Female,Buddhist,No,29,E,E,38.000469999247684,D,E,A,E,A,B,-77.54639422554644,84.88575459983862,C,C,B,E,B,0
F,Other,No,60,C,E,-170.23565482885556,E,B,E,A,B,D,-120.42293914841811,23.159920999804932,D,C,D,E,B,1
Male,Christian,Veteran,23,C,D,111.35190098945141,D,C,A,A,A,A,77.58469658168283,-86.76908164482994,B,E,E,C,B,0
F,None,Yes,80,E,E,51.77824488808774,E,D,B,A,D,B,101.87210832743688,-93.11222358454275,A,D,B,D,C,1
Non-binary,Muslim,No,59,C,B,-120.23120928242135,A,E,E,C,C,C,-28.65163911800583,96.58340034751856,B,B,D,D,A,0
M,Jewish,No,23,D,C,-66.96110802989381,B,C,D,D,C,A,159.28739381023487,-141.16996745381874,B,B,A,B,C,1
Non-binary,Jewish,Yes,49,B,B,-56.38224200520694,E,C,E,B,C,A,-46.82440567875227,-107.79161643044712,D,D,D,B,B,1
Other,Christian,Non-Veteran,57,A,A,-138.51363066096036,E,E,A,E,A,E,-42.387812584964315,53.7299568748581,E,E,A,D,D,0
Other,Other,Non-Veteran,51,B,E,10.017618084280526,E,A,A,B,D,B,-60.737226923148114,103.61840797529764,D,A,C,D,D,1
Male,Jewish,Yes,20,D,C,94.54240768615378,A,C,C,C,A,B,111.99688149767152,-164.21494944703235,B,C,B,A,D,0
F,Other,No,55,C,D,-12.126146676894335,B,B,E,A,C,E,76.82232279610585,-35.30304264094566,D,A,A,B,B,0
Female,None,Non-Veteran,62,A,D,-15.59244600138759,E,E,A,B,D,C,30.826157686746736,109.94931666290084,D,B,C,C,D,0
Non-binary,Other,No,96,E,D,13.449256595695283,E,E,D,E,C,E,34.4871917842876,7.07112524369983,A,A,C,B,E,0
Female,None,Yes,91,A,A,21.890382671269183,B,A,C,C,E,D,134.38523738065268,-218.73732134057815,B,C,B,B,C,0
Other,Christian,Non-Veteran,31,B,D,-80.12769991579331,E,E,D,C,A,B,32.97850788657497,-147.60844279202422,A,C,A,A,E,1
F,Jewish,Yes,64,B,C,-67.57159328250602,D,D,A,A,B,C,29.833287861902953,-29.92134401800656,D,E,E,E,D,1
Female,Hindu,No,87,E,E,-4.712412494674569,C,B,D,B,E,C,81.7213302705161,-32.545705713664766,B,D,D,C,E,1
Female,Buddhist,Yes,41,E,C,30.928391257298475,E,B,A,E,B,D,79.55388484433963,-6.022567382791818,A,C,D,D,C,1
Non-binary,Hindu,Yes,86,B,E,53.72603707956868,A,B,A,B,B,E,-215.22393607152927,-184.63394935038755,E,E,C,A,A,1
Female,Hindu,Veteran,55,D,C,93.95011516433361,A,B,E,D,A,E,-17.71578053642785,-153.61124534591113,B,B,D,A,E,1
Female,None,Veteran,45,B,C,-84.11159400572078,D,A,E,B,A,A,-122.2641172311248,39.05777882708323,A,E,D,C,B,0
Male,None,Veteran,89,E,A,-103.1850447310266,A,C,C,A,D,A,105.0698550852402,45.18276529752227,C,E,B,A,E,1
Female,Muslim,No,88,B,E,93.7836751696418,B,B,A,C,A,C,-2.011459122973614,-41.05643046670773,E,A,B,B,A,0
M,None,No,72,B,D,-215.29256829381703,B,E,D,A,D,C,22.195549798327793,296.5228505624734,D,D,D,A,B,0
Non-binary,Jewish,Veteran,93,A,B,-188.6221055424253,D,E,A,B,A,A,-142.44801255534307,51.692997356594304,C,B,A,A,D,1
Male,None,Yes,91,B,D,132.63391087623094,C,D,A,D,E,E,120.98068968089596,-72.32792676653968,B,C,B,C,C,1
Male,Other,Yes,34,A,B,67.88111292613236,B,E,D,D,B,B,46.23452922214793,-117.43049885025587,D,A,A,A,C,1
Other,Christian,Veteran,81,C,E,-61.47292634519699,D,A,D,B,C,A,53.842467068093256,-38.17665829845185,D,B,E,A,E,1
Other,None,Veteran,97,E,E,-5.85494739431139,D,C,D,E,E,E,-172.84905991955964,35.906203797243194,C,B,E,A,C,0
F,Muslim,Veteran,43,B,C,156.63096968384457,B,A,B,A,C,A,-48.21393444476818,-53.33021883268076,E,E,A,C,D,1
Other,Hindu,Veteran,33,A,E,-27.150266012491862,E,E,B,A,E,D,82.92266475999647,13.085243822619654,B,E,D,B,A,0
M,Hindu,Non-Veteran,64,A,E,25.430361606034126,D,D,A,A,B,B,90.59623766552649,-119.25387501992842,C,E,B,B,A,1
Female,Jewish,Veteran,93,C,B,-29.70716428385869,A,D,B,A,E,E,27.11875449033751,13.386676143983339,C,B,D,C,A,1
Female,Muslim,Veteran,43,B,C,91.51164883579978,D,B,D,E,C,E,-209.77345734278558,-160.89225926396915,C,D,C,E,C,1
Female,Other,Yes,31,A,E,119.93475808079594,A,E,E,E,A,C,111.21931108640844,-52.663986403683026,D,D,E,A,B,0
Female,Muslim,Veteran,27,D,D,15.786709761671966,D,B,B,B,A,A,22.74423512081276,24.340493196640534,D,E,E,E,B,1
M,Buddhist,No,27,A,A,155.5621057465854,A,A,D,D,A,E,-126.57942573200538,114.8228609529097,B,E,D,A,C,0
Non-binary,Buddhist,Yes,28,E,D,-59.37727651365988,B,D,E,C,C,E,197.81765144658291,53.09163381450107,E,A,B,B,C,0
Non-binary,Other,Veteran,56,E,C,107.05168396072979,D,A,A,E,D,E,-9.577587658971929,-45.801664038406365,D,A,D,D,C,1
Female,Christian,No,58,B,A,140.22617074819289,C,C,D,D,C,E,3.025283310521129,-34.27248644921357,A,D,D,C,E,1
M,Other,Non-Veteran,82,C,C,-137.59821939914778,E,D,B,B,E,B,15.97149908013725,50.84512797942201,A,B,C,E,C,1
F,None,Non-Veteran,70,E,D,8.72181739915094,B,B,C,C,E,B,2.42248667806277,-86.27490030261345,E,D,D,B,B,1
Female,Hindu,No,23,E,E,-20.415310451533458,C,C,E,B,E,D,124.2820407571547,130.42401631522424,C,A,B,D,C,0
Female,Buddhist,No,92,A,E,83.98226618504809,B,E,B,A,D,A,48.86186134462072,109.16060424562535,B,E,B,A,D,1
Female,Muslim,Non-Veteran,41,D,A,15.981995650174724,C,D,E,E,E,D,-56.59535603760474,33.19303607592751,C,E,C,A,B,1
Other,Christian,No,74,D,E,70.06792039508878,E,A,B,D,E,E,69.25690226924353,-85.65420743553508,A,A,C,C,C,0
Other,Muslim,Veteran,34,E,D,99.18483780526235,C,B,E,C,A,C,-108.17050683533374,-77.61897076595345,C,E,B,D,A,0
Other,Buddhist,Veteran,95,D,D,-163.66802729297302,A,A,C,E,D,B,-58.636586849602125,-27.131552604268833,D,E,B,E,E,1
Female,None,Non-Veteran,52,D,B,18.426320928645232,B,D,E,C,E,D,-75.08070662221274,21.892916576126844,A,A,A,C,C,0
Female,Muslim,Non-Veteran,65,E,E,-45.83272910756843,B,A,E,B,E,D,18.787630979648263,-85.15528854316631,E,E,A,C,E,1
Male,Hindu,Veteran,36,D,A,-50.84816393957491,E,C,B,A,A,E,101.90759473210707,-17.285983592614755,D,B,A,D,C,0
Other,Hindu,Non-Veteran,74,B,E,-223.08472675454456,E,A,C,D,A,A,28.760566907749148,-108.34698776200264,E,A,A,A,E,1
Non-binary,Other,Veteran,70,C,B,-21.62487402547034,C,C,C,B,E,D,-75.30869414443588,74.19412930841136,B,D,E,A,B,1
Male,Muslim,Veteran,88,E,B,-31.37028708439715,B,C,B,E,D,D,-14.19875634575953,6.763292094283924,B,C,C,C,E,0
M,Buddhist,Veteran,31,B,B,2.691049257902688,C,E,D,A,B,B,145.34347358570406,-104.6209240233257,B,C,E,C,D,1
F,Other,No,51,C,E,-145.07412837438946,A,E,C,C,E,D,-30.044603560411996,-1.1047942407624032,B,D,C,D,E,0
Non-binary,Hindu,No,46,C,A,-59.07767817857413,B,A,B,C,C,D,-24.56419469937036,-78.538289470325,D,B,B,B,C,1
Other,Buddhist,No,75,A,B,-73.58837106492776,E,E,B,B,A,E,2.6263829215422434,48.166230486514415,A,A,C,C,D,0
Female,Jewish,Non-Veteran,23,B,E,131.33995515264454,D,B,C,C,E,C,40.70612591893093,13.05478308353916,A,B,D,E,A,0
F,Jewish,Non-Veteran,86,B,C,157.76973659495312,B,E,E,E,B,E,-61.72071782975027,-5.973671055633696,C,C,B,C,B,0
Male,Jewish,Non-Veteran,79,B,C,-2.5302826008347417,C,E,A,A,C,B,242.7113923000564,210.99233495099296,E,C,B,A,C,1
F,Hindu,No,42,B,C,-15.378533740790473,C,C,C,E,D,A,63.04795399530948,62.028277212755675,E,B,D,B,C,0
Other,Jewish,No,99,C,C,20.476708736983262,C,C,E,E,A,C,-77.73908652871572,-51.63956076204015,A,C,B,A,C,0
F,Hindu,Veteran,45,A,A,-182.87904414546455,D,D,E,C,E,C,179.162269191239,-42.32631514497652,A,D,A,B,E,1
Female,Christian,Non-Veteran,36,B,C,132.65977600027543,E,E,E,E,D,A,-6.5024220104002355,85.54042185130153,E,B,B,C,C,0
Non-binary,Jewish,Yes,38,E,E,-116.71330850131486,C,A,A,E,C,B,121.2954648911309,17.49482900648653,D,E,E,A,C,1
Other,Other,Non-Veteran,22,E,D,167.7389815671333,E,D,E,A,E,A,-14.032198441415519,91.82967349268972,B,A,D,B,D,0
Male,Other,Veteran,76,D,A,50.54431017555407,C,A,D,B,D,A,94.65354398694791,-79.67682510562581,C,A,E,A,A,0
Other,Hindu,No,77,C,D,17.977095981095946,D,D,E,A,A,A,-18.42676928873039,-77.64493976635384,B,D,C,B,D,1
F,Other,Non-Veteran,46,C,C,-38.804831543269906,E,D,A,E,C,E,23.334387924402407,54.35039926429472,E,D,D,B,E,1
Other,Christian,Veteran,88,A,B,-27.770748243453937,A,A,C,D,D,D,-82.18602305602273,116.63359475932621,E,A,D,C,E,1
M,Christian,Veteran,89,C,E,-65.81468602786033,C,E,E,A,E,B,-158.81737462362298,-68.80579608875425,A,C,D,B,A,0
M,Jewish,Yes,64,E,D,-95.80068359530975,D,B,A,D,E,A,-138.630050718684,-82.85183059290716,E,A,C,C,A,1
Non-binary,Christian,Veteran,58,B,D,-97.89659986276567,A,A,D,D,E,A,-188.64014550114092,-152.2322289876268,A,B,C,D,A,0
Other,Christian,Veteran,71,A,C,120.8437014471734,A,A,C,C,B,A,-94.46275997306263,7.068541037016899,C,B,A,E,A,0
Male,Other,Yes,54,A,B,-8.79583299106731,C,D,C,D,A,B,69.44463749996544,347.4047487373705,A,C,E,A,E,1
Non-binary,Buddhist,Non-Veteran,47,E,D,47.767950753185644,C,E,E,C,C,C,-3.426886603781845,165.3324784711448,B,D,A,A,C,0
Female,Muslim,No,99,D,E,-70.39816863515126,E,A,B,A,D,A,-30.72380820294703,-19.479004387924412,C,C,B,B,B,0
Female,Other,Yes,52,E,C,73.67693210239065,A,C,B,E,C,A,-114.09197286819204,121.61768857365726,D,A,D,B,E,0
Female,None,No,99,D,B,-96.67241778529213,A,C,B,B,D,D,-135.62895162443874,80.51821056338161,E,A,C,B,D,1
M,Muslim,Non-Veteran,69,C,C,0.5064724410749949,C,D,C,D,C,A,-106.16754008238001,35.748708935756014,A,A,C,A,E,0
Other,Jewish,Yes,19,E,C,27.062414138366275,C,B,E,A,B,B,-66.18936025782983,-106.58943321870031,C,C,D,C,E,1
Non-binary,Muslim,No,52,A,B,-99.22714181038384,C,D,C,A,B,D,29.68052250388396,60.8275710817466,B,E,B,E,C,0
F,Muslim,Yes,23,B,D,-90.2275443897156,A,A,E,A,E,C,42.68983361108756,32.9490645820788,C,B,C,A,C,1
F,Buddhist,Veteran,93,C,D,-67.69378538470428,E,B,D,C,C,D,-63.258592208452534,-75.63156272948072,D,D,B,D,E,0
Male,Jewish,Non-Veteran,73,C,B,-152.1391123148206,D,B,B,B,A,B,120.3678592457297,-18.78512552823613,E,B,C,B,E,1
F,Hindu,Yes,60,D,C,86.29728467249352,A,C,E,C,A,D,-39.513211527224925,60.01237316664933,C,E,E,E,D,0
F,Other,Veteran,60,D,B,113.1774235105834,A,A,C,C,B,B,-103.59858937743059,60.411082610763586,E,A,E,E,A,0
Male,Hindu,Yes,38,B,B,148.28266420834245,D,B,A,A,D,E,-122.64392536455928,-165.47498429394176,C,D,A,D,C,0
Female,Jewish,Veteran,27,A,E,227.79109579900228,B,C,B,D,B,C,-27.273013109130844,-122.30158918818452,E,A,E,E,B,1
Non-binary,Other,Veteran,87,E,C,116.0435490007812,D,A,A,D,E,D,-44.0063399337795,149.61698516430144,E,A,E,C,A,1
Non-binary,Hindu,Veteran,23,A,A,79.62704324024271,A,E,C,D,C,C,-104.12277672863001,-5.049483280292619,E,D,D,D,E,1
Female,Jewish,Veteran,44,A,D,-178.59034402623192,E,B,A,E,C,A,-58.9278968572024,29.195062700919806,E,E,C,D,D,0
Other,Christian,Non-Veteran,35,C,B,2.1574759549101277,B,C,D,C,A,A,81.87420901465178,73.1691322367507,D,A,B,C,D,1
Female,None,Non-Veteran,58,E,D,106.00379935097799,C,D,A,C,B,D,86.52611000097143,-79.7503848326719,D,E,E,B,B,0
Other,Hindu,No,44,D,A,-22.822639198651654,C,B,B,D,A,B,-9.817899110726023,-35.65560270242464,E,A,C,D,E,0
Non-binary,Jewish,Veteran,68,C,A,-156.78812136937793,D,E,C,A,E,A,62.62759894875815,-105.43247709798267,E,B,A,B,B,1
Non-binary,Jewish,Yes,55,E,C,-107.23332790016875,A,D,B,E,E,C,-264.6939842025727,25.533156648057336,E,E,E,A,E,1
Other,Jewish,No,23,A,A,134.19990295086802,E,B,D,C,D,D,-72.81201727856926,29.042656970330633,B,A,C,D,B,0
Female,Hindu,No,64,B,B,7.925543947992581,A,C,E,E,B,B,83.97585928482228,-32.40629176629214,D,E,B,A,E,1
M,None,Yes,40,C,C,-25.894527871314555,E,C,A,E,C,A,64.19098464918402,-9.397335236407308,A,D,B,C,B,1
Non-binary,Other,Yes,85,E,D,11.894149163490296,A,D,B,E,E,B,65.78186275383823,127.48903798604255,E,C,A,B,A,0
Other,Other,No,69,E,C,96.17782668085171,D,E,B,C,C,B,14.694600948680877,-103.01810672445578,B,B,A,A,B,0
F,Hindu,No,24,C,D,4.920887905755309,E,B,D,E,C,D,-94.91948424303295,35.227169951253536,C,C,A,B,E,0
Female,Buddhist,Non-Veteran,81,E,A,115.74164651070613,E,C,D,B,C,D,135.8535300532064,-177.32330345287673,A,E,E,A,D,0
Non-binary,Jewish,Yes,96,D,B,-49.07527715024608,B,C,B,E,E,A,62.31275829340726,18.466257986864758,E,D,B,A,E,0
Female,Jewish,Veteran,83,E,E,-67.27928969377461,B,B,A,D,B,C,-116.54854542012218,-85.64402479447807,A,E,D,E,E,1
F,Buddhist,Veteran,20,B,E,45.28498010723401,E,D,E,E,A,C,184.43698995130524,-169.93973092219045,C,C,D,D,B,1
M,Christian,Yes,84,D,A,-153.71631632299503,D,A,A,D,B,E,208.81934285832497,-150.89913698091584,B,D,E,C,A,1
Non-binary,Buddhist,Veteran,33,A,E,34.35675326622178,A,E,E,D,C,D,92.48905632411993,50.55206502008793,E,C,C,A,D,0
F,Hindu,Yes,61,C,D,200.7817873260422,B,D,A,E,C,A,-109.78345081302707,68.32699981432133,D,A,C,E,A,0
Male,Buddhist,No,91,D,D,-17.48035442060466,E,D,C,E,E,E,124.52112830198136,173.35778523116022,C,C,D,B,E,0
M,Other,Veteran,57,E,C,169.62357010076985,B,A,E,B,C,A,-16.91610959074823,-114.9781734020051,E,D,E,B,C,1
Male,Jewish,No,66,D,B,99.40481105742336,C,C,B,B,B,E,-112.92856953065977,-120.25292124560822,E,B,E,C,C,1
Non-binary,Jewish,Non-Veteran,36,C,A,-121.44983160807786,A,B,A,A,B,D,-142.2607921524462,117.2810837626079,E,E,E,B,C,1
M,None,No,64,D,D,35.71436398132507,D,B,C,B,B,E,-89.82037851478675,22.7342121348115,A,B,D,E,C,1
Female,Other,Yes,92,B,A,-179.28769816145297,C,D,D,D,E,B,187.3429679885393,139.38122050313478,E,B,D,B,E,1
Male,Christian,Veteran,71,D,C,55.75683573409651,E,B,A,C,C,D,-34.144423716183006,46.5468747985441,D,C,D,C,E,1
Female,Other,Non-Veteran,87,C,B,37.24924806228722,E,B,D,D,B,A,34.75867847233721,27.131202174166173,E,A,C,C,C,1
Non-binary,Christian,No,59,D,E,80.90738288426581,C,D,A,C,D,A,79.6915566924458,-35.01773000918828,E,C,C,C,D,0
Male,Jewish,No,19,A,B,112.1404672325895,C,D,A,E,D,E,-132.25807075950934,74.60587698544012,E,A,D,A,E,0
Non-binary,Buddhist,Yes,33,C,B,36.49315443113126,E,D,D,B,E,D,112.94264555031492,68.64567467034112,A,E,C,A,B,1
F,None,No,51,B,E,-135.95887432186393,E,D,A,E,A,B,-96.74611522032089,-42.77571266149308,C,C,E,A,A,0
Female,Hindu,Yes,99,C,B,167.64683703795478,A,A,E,E,A,E,43.55529579371098,-68.46493210779224,E,A,B,E,D,0
M,Jewish,Veteran,52,C,B,11.527077618101039,E,C,C,B,A,B,107.77983243607395,-51.46023247140435,D,A,C,A,A,1
Male,None,Non-Veteran,79,B,B,-1.9970718045768066,A,E,D,C,D,B,102.91483997393385,-3.871124034631099,B,E,E,E,A,1
Female,Jewish,Yes,99,E,E,-42.80164043082869,C,B,C,C,A,B,145.0726769206419,96.03379922080919,E,B,E,E,D,1
Female,Jewish,Non-Veteran,70,E,B,58.01619925012964,D,C,D,A,E,A,-28.114488335409387,-284.6766069598718,B,E,A,E,A,0
M,Buddhist,No,34,C,D,-200.80756820141437,A,C,B,B,A,B,-57.61390548580414,95.70223838971269,E,E,B,C,E,1
F,Other,Veteran,48,D,B,47.337631568095055,B,E,B,D,E,B,-134.4956685713439,53.18534169922848,C,E,E,A,C,1
Other,Other,Non-Veteran,24,D,E,-106.34042496350308,B,C,E,E,C,D,-255.09361362607441,-135.73019566446308,A,B,D,D,C,0
Other,Jewish,Veteran,42,B,A,-5.846566202511024,E,A,A,D,B,A,-89.72483658288617,49.187202454376596,A,C,D,D,C,1
F,Other,Veteran,33,E,E,-222.7147660363674,E,A,B,E,B,B,-98.59094083845399,-39.016904532975886,B,B,A,A,C,1
Other,Hindu,No,60,A,D,140.61259599189714,E,B,D,A,C,B,-173.74108089100838,61.05677325143199,C,D,A,A,A,1
Male,Christian,No,37,D,B,62.55461264796076,A,A,E,B,E,C,16.141123616631088,-10.576307307794446,E,C,D,E,A,1
Female,Christian,Yes,97,D,D,-139.1100843731298,D,B,C,D,B,B,-36.02638412624812,42.07289329092506,C,B,E,D,C,0
M,Buddhist,Non-Veteran,49,B,A,71.72270968033875,C,C,C,A,A,E,119.8522538911613,63.70128956927691,C,A,B,C,E,1
Male,None,Non-Veteran,28,C,D,-110.0415513884937,D,B,C,E,E,A,-82.93160539569594,-90.08088792542202,B,E,E,C,D,1
M,None,Yes,86,E,D,88.76706483367546,B,A,B,B,A,E,-0.06642112331403058,-85.946825258159,B,E,E,A,E,1
Female,Muslim,Yes,67,C,A,-12.887699041882955,D,C,D,A,A,B,151.2458283632582,-152.54998597976368,E,E,C,C,C,1
Male,Buddhist,Veteran,65,E,B,10.068802427310212,E,A,A,B,C,D,220.7143029014928,-1.2504505224273588,E,B,D,C,D,1
Other,Other,Non-Veteran,49,E,E,-67.3653666183634,A,B,D,E,C,D,117.93428072939433,79.03249570208003,D,A,D,C,D,1
Non-binary,Other,Non-Veteran,21,E,C,-49.443732016919824,A,E,B,D,E,C,36.77140255830258,25.024840740162507,E,E,D,D,D,0
Non-binary,None,Veteran,94,D,E,65.9806183367404,A,A,D,A,B,B,-38.61535776295528,97.95742210509127,D,E,A,B,B,0
Other,Other,Veteran,72,D,A,135.91876768561696,A,C,B,E,B,A,-13.995979631257416,-51.369389379147066,E,E,E,D,A,1
F,None,Non-Veteran,55,A,D,87.2876392020172,B,A,B,E,D,D,2.8245224276280436,-18.675104603397884,E,C,D,C,D,1
Other,Jewish,No,30,D,B,29.97907935459158,D,A,B,A,B,E,190.557651981215,-87.06379194913755,E,D,D,E,B,0
Non-binary,Buddhist,No,86,E,C,-33.148123030816194,D,D,E,A,A,A,135.1645105764946,-91.81204697374602,A,D,B,D,C,1
M,Buddhist,Veteran,47,D,A,14.23755823804764,B,B,E,A,E,D,-191.84155706575393,84.79285113327464,A,E,E,E,B,1
F,Other,No,24,E,B,-94.09548781049249,D,A,B,E,D,C,68.56330036889187,279.27760386473153,A,A,B,D,D,1
Other,Other,Yes,86,A,D,-105.46606130337135,E,E,E,A,C,A,30.175793171704306,126.18304155276331,D,E,A,C,D,0
Female,Hindu,Veteran,74,C,A,-94.71324659434062,E,C,B,E,B,A,239.00109412062994,7.230528101635944,B,C,B,D,E,1
M,Jewish,Veteran,26,D,C,139.45355316263178,E,B,D,E,A,E,63.85248775175094,93.64462263590508,A,B,C,C,A,0
M,Jewish,No,45,C,B,-65.46792686831391,D,D,D,B,C,B,30.333699168845353,31.88719641686818,B,D,E,B,E,1
Female,Buddhist,Non-Veteran,94,E,D,186.31243035740232,C,A,B,B,C,C,-63.25505720925386,67.47083793447617,A,D,C,D,E,1
M,Other,No,28,A,B,-60.226272831654704,D,A,D,E,E,D,-47.14640402173983,33.966223594290646,D,B,D,E,B,1
Male,None,Yes,81,D,D,-55.077681098786634,D,E,C,A,A,A,4.044741608009455,142.80400170553068,C,A,B,D,E,0
Female,Muslim,Yes,57,A,C,38.80041804381794,C,E,E,A,E,D,-11.124947168511126,-44.594463837091055,B,D,B,C,B,0
M,None,Non-Veteran,98,E,C,84.80943592451118,C,D,B,D,B,C,165.54280147010627,94.24855257365931,A,B,A,E,C,0
Non-binary,Christian,Non-Veteran,20,B,E,20.733145375375788,D,D,E,B,C,B,3.9275883555865323,-113.15965797167355,D,D,E,E,D,0
Male,Hindu,Yes,41,B,D,24.12226018338169,E,E,E,B,E,A,88.47919917353646,60.07102436337721,D,E,A,E,E,0
Female,None,Non-Veteran,36,D,D,-189.1611137310005,C,D,C,D,E,A,-27.794605374800973,-152.9594225993847,D,A,E,E,B,1
Male,Christian,Veteran,82,C,B,98.05979756987381,C,E,C,D,B,D,47.00181687911773,-64.17100763491148,A,D,A,A,B,0
Other,Hindu,Non-Veteran,76,B,C,108.25461365174012,D,D,E,C,B,B,-16.4922358881365,67.18869942934153,E,E,B,A,B,1
Male,None,Non-Veteran,22,C,E,-40.99739031767946,C,A,A,E,D,D,148.58755467510605,23.052456790814087,E,E,E,D,D,1
Non-binary,Other,Non-Veteran,38,E,C,55.51009843575372,A,E,E,D,B,A,89.54493177887817,-26.85284954643145,C,B,D,A,D,1
Male,Hindu,Non-Veteran,64,D,C,-0.28942705507833044,C,D,C,B,D,A,24.250044683399242,-47.84275518207349,D,A,C,B,A,1
Male,Jewish,Veteran,29,A,C,-54.41311965311184,D,C,E,E,A,A,-51.66153039627769,53.73283056161113,D,A,A,D,C,1
Non-binary,None,Yes,68,D,E,0.7960896246600053,D,D,A,D,B,A,-141.84987852091552,188.97831813796654,C,E,D,E,B,0
Non-binary,Hindu,Veteran,79,C,A,15.663457781229335,E,B,E,E,B,E,-39.2740733695419,-22.62155162641318,A,A,B,C,D,1
Other,Buddhist,No,41,C,D,107.86197578138356,E,A,A,C,A,C,25.385536335283703,99.12033870756763,C,B,D,D,A,0
Male,Christian,No,22,E,C,54.93725982905756,D,C,C,D,A,B,23.158967022995412,17.45838164736602,B,B,D,B,E,1
F,Christian,No,97,C,E,-260.0074694295069,D,D,A,D,C,D,-110.07832807730833,72.29451405282587,E,C,D,E,E,1
