handicap,AGE,military,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,92,No,India,C,A,113.06798568964527,D,B,-76.98163178359157,-48.69447438085682,-65.46650824146742,B,E,1
None,56,Yes,Brazil,C,B,-88.08181888382323,C,B,-48.1650667061464,-45.25314762091429,-92.31292340950783,B,C,0
Both,43,Yes,UK,C,E,61.455167458851015,D,B,-76.52228103660006,18.18282366042327,-44.3468368874043,E,A,1
No,20,Yes,US,B,C,21.639936940006326,B,C,-75.95835406668252,59.45277044405518,54.01422681943201,E,D,1
No,39,Non-Veteran,India,C,D,75.33283038070753,D,B,118.2980350127392,144.76507663881793,-7.453536183819367,C,B,1
None,37,No,Brazil,D,B,-33.95590140936831,B,A,30.62053360528813,37.261675458157136,-22.885506553197104,D,E,1
None,53,Non-Veteran,India,A,E,8.938421174922555,B,E,96.16224779291319,-111.5110545520213,42.858963128263376,E,A,0
Mental,57,Non-Veteran,US,E,D,-145.98289094457442,B,B,-17.83574570432286,34.3488694543796,72.28321805747235,A,E,0
Yes,47,Yes,US,A,C,-0.31218773624761154,A,C,-121.41099581010137,114.02829284514495,-130.7445519722559,D,C,1
Yes,20,Yes,UK,C,E,-116.21460756577926,D,D,73.59587003797822,-107.78693931995353,21.622824977380006,E,B,0
Yes,42,No,US,B,A,-107.81245410903327,D,C,6.4810834627807345,128.10497120225827,40.86991562427893,E,C,0
Mental,59,Yes,US,D,D,-64.52477705098633,C,C,-105.2130260322323,-87.43471529542332,4.524198855427358,E,A,0
Both,54,No,Germany,B,D,-53.324904353335675,A,E,-143.69411330774506,179.49815478826142,-48.35963742625291,B,B,1
Physical,23,Non-Veteran,Brazil,A,E,68.31858323149604,B,C,-104.00769291290912,109.83082428153183,64.87394157663732,B,A,1
Both,59,Veteran,US,B,B,73.47488716731658,A,A,38.26311755537093,-25.962473245232275,-71.63004466151962,E,A,0
Physical,52,Non-Veteran,US,B,D,21.635770036719116,A,C,187.86547734232718,14.846792357917918,75.91459697665401,C,B,1
Mental,33,Non-Veteran,UK,B,D,111.48052587965212,E,A,-160.52281930149778,-174.6489822252461,-106.5408450092451,C,D,0
No,53,No,US,D,A,-37.136192164122924,C,A,26.725414720696207,-43.4229592356842,20.9976353612263,A,E,1
Both,87,Non-Veteran,UK,D,D,171.2211984654882,B,A,46.98771982099152,7.799754402360323,-5.6993690752438235,C,B,0
Yes,51,Yes,Brazil,D,D,-68.02924880677274,C,A,9.807413427571001,-125.53127436456033,-56.49730599438828,D,C,0
None,62,Non-Veteran,US,C,D,-42.075352995092,B,E,128.38888420116476,-38.34150128764395,55.21354044041448,A,D,1
Physical,43,Non-Veteran,Other,C,E,-113.05158258976327,E,B,-28.560123638886907,89.29518729889234,-271.6710334150685,E,C,0
Both,88,Yes,India,E,D,50.650574319679095,E,D,45.02318705997222,-11.873614489941033,3.1935178588961324,B,B,0
No,27,Yes,China,E,E,-44.111264034481565,E,B,115.14678764061674,-33.203585796174984,-80.07933761571593,A,E,1
Physical,39,No,China,D,E,43.61129074604791,B,E,-97.13990806986335,-121.85244369034926,-88.93287830713612,C,B,0
None,65,Non-Veteran,Other,E,E,53.82425327870553,E,E,77.36651302644427,-121.56033372207513,66.39110485886842,E,B,0
No,84,No,UK,B,E,-112.64825515461243,E,A,178.69988133433466,-49.3307462602047,-40.00846098563958,D,D,0
Physical,76,Yes,China,B,C,126.56873988031512,D,C,-25.278933163707556,-73.62627482388486,90.54970629574423,A,E,1
Mental,18,No,Mexico,C,A,-33.20319072803802,C,E,-41.08353495049706,75.45846511906012,80.28846422461618,C,D,0
Yes,93,Veteran,UK,E,B,181.796458356132,A,E,105.02809692654014,-25.641741169492,-46.164377160999955,B,C,1
None,39,No,US,B,B,76.07641858316882,D,D,29.32768574568012,-140.85275542386267,-58.11157882662975,E,D,1
None,76,Veteran,Mexico,D,D,47.80987022438356,C,C,68.00868340489397,3.661378337827025,-15.374734118307531,B,B,0
Mental,95,Yes,Brazil,C,B,-14.866079008767516,E,C,249.34591941167668,37.946653676696336,176.47275469159925,B,E,1
Mental,31,Yes,India,C,C,97.80120344735779,D,A,-8.358652179360494,143.5532762809738,63.75604363288885,D,E,1
Both,54,Yes,Other,C,A,-20.81312610155515,D,D,-115.13516517758853,-51.45612525218857,6.423058402701032,C,C,0
Physical,39,Yes,UK,A,A,-112.2656653983442,C,C,-107.97768292739087,-61.90037154825519,107.84403467773707,E,D,0
Yes,18,No,India,D,D,-88.59019874977595,A,E,-37.35305711688967,111.41218101673974,35.84301864180206,C,A,1
None,74,No,China,A,A,17.91546350026369,D,C,19.609015107708327,-119.51730189572991,-43.597020232122006,B,B,1
Physical,82,Yes,India,D,E,362.2903955038971,C,C,-157.90640807173418,21.75852331439688,-6.834616235353967,B,D,0
Physical,41,No,Brazil,A,C,15.112844269472484,D,A,-49.63712126256757,44.17051166426849,-5.521292442192567,B,D,0
Mental,53,No,Germany,E,B,-113.08855590029788,C,E,114.46119248645923,85.1890692213103,11.747360983413763,D,A,1
None,86,Yes,India,D,B,-91.62352606830652,D,E,45.98324797475052,107.77578286898255,-55.45717417635145,C,C,1
Yes,50,Veteran,China,E,A,79.48233975390403,B,A,71.4343250778655,-150.7212044566346,10.837713509929541,A,B,1
Both,83,Veteran,Germany,A,C,42.52579869252947,D,D,-42.77002147053423,-91.77756027727206,77.06494133640994,D,B,1
Mental,62,Non-Veteran,Brazil,C,C,63.168452889197866,B,A,-154.06542979618968,-74.10779678769146,173.38105561693447,C,E,0
Yes,32,Veteran,Germany,C,D,197.59542899271995,C,C,40.90560284230774,-17.82412463090654,166.60862470607535,B,A,0
No,96,Veteran,China,D,C,77.21295185139108,C,A,-83.38189297561486,-127.26513205837773,162.4312628999014,E,B,1
Yes,32,Veteran,China,B,B,-14.702559495766215,C,C,4.839628905319673,199.42811706885018,10.326668727620909,C,D,1
Yes,40,Veteran,India,B,A,-144.5531966386012,A,B,-14.218310826352814,-67.53126122662661,-51.7654146497518,E,E,1
No,48,Non-Veteran,UK,B,A,74.65881306722609,C,E,-63.45750593085246,-70.33847859795503,-110.22836928560686,D,E,1
Yes,98,Non-Veteran,Germany,A,C,35.400711376626575,D,B,82.98011361256502,-60.59580428931328,262.763130231085,E,C,1
Yes,68,Veteran,Other,C,E,-79.70420573891444,A,C,1.2795443566856812,45.45782431461621,30.18523352197307,D,B,1
Yes,74,No,India,E,C,-167.5625659038355,A,D,-93.46863977354904,92.32362061277884,-19.05420611627317,D,D,0
Yes,95,Non-Veteran,US,E,E,33.615362376626045,B,C,-62.12300583161691,-13.769244577774142,210.97068765761105,B,E,1
No,76,Veteran,Germany,B,C,-44.490758255540676,A,C,-192.11083741058872,14.541594128075264,93.67638049333075,A,E,0
Both,26,Non-Veteran,Brazil,B,C,140.60890692195235,D,B,-115.09909164821022,-37.44157138307574,-97.03803195609602,B,A,0
Both,88,Veteran,Germany,E,A,69.85046004363348,D,B,-50.47952191666728,24.910205752350837,65.17610374364827,E,C,0
Both,45,Veteran,Other,D,C,-123.22434497660888,C,D,56.58097425778094,-160.99138020510009,30.166865405734672,E,D,1
Yes,63,Non-Veteran,China,B,E,155.51736770895408,D,C,-221.34793194835316,165.4756456685601,134.92635307758977,A,D,1
Mental,72,Veteran,India,E,B,-286.57500033758674,A,A,112.15903984259677,71.64825149062769,-62.231239892276754,A,C,0
Both,98,Non-Veteran,China,B,A,43.08255010735536,E,D,94.27867139365081,-59.79059157295809,-212.76737545296493,B,D,1
Both,76,Veteran,Germany,B,C,-5.435061003557292,B,B,70.73029777066935,30.290166280835656,67.36448486943996,A,E,0
Yes,76,Veteran,Other,A,C,-16.73738580688019,D,C,45.73417048368377,164.12932141159962,-171.2042357690832,B,D,0
Mental,42,Veteran,Germany,C,C,-65.75477816108972,E,D,-42.515726020793224,51.2991481518158,9.885594885023467,A,B,0
No,36,Non-Veteran,US,C,A,-80.9594178931261,E,E,60.4876281446844,31.273782841044778,-72.59128043103782,E,C,1
Yes,94,Veteran,Brazil,A,D,22.20578037107484,E,C,24.284206211736652,55.746136195302434,-8.161702661613736,D,C,1
None,76,No,India,D,D,128.34163457312425,E,C,-210.9185377595185,84.10366778379324,264.81856454200965,E,B,1
Physical,98,Yes,UK,E,E,-149.23444235386918,D,A,197.17415883069407,-38.338746831517064,5.014835771364489,E,B,1
No,93,Yes,Other,B,C,-22.993079528644035,A,A,36.32794885580423,-35.022278162429906,-110.50940781180113,A,A,1
Both,67,Non-Veteran,India,E,A,-111.28010635501143,C,C,-49.37729134169898,-37.64625220359509,31.348307826909572,A,A,0
None,46,No,Other,B,A,-158.1698361568725,E,E,-10.759295674595021,67.28044362133187,7.549125687586892,D,A,1
No,74,Non-Veteran,Germany,C,D,-80.12950949168666,B,C,-144.33191593710217,-21.008032815294563,-41.95019978528471,D,D,0
None,94,Veteran,UK,B,B,-148.69655707852675,D,E,-23.52608976549993,139.65597712350015,-85.1996497402649,C,D,0
Physical,43,Yes,Mexico,B,D,248.63274319890428,D,C,74.51933637266454,57.173599175536125,60.89149094280053,A,C,1
None,71,No,Mexico,B,D,27.368997700813786,A,C,93.64289850680504,-19.840755212464188,-149.3810873297865,B,C,1
None,31,No,UK,E,D,22.044927200554742,E,D,24.3537540549727,15.697035052205658,-13.71445612062849,D,D,1
None,71,Yes,Other,E,A,-65.84137687819076,B,C,-17.80573673409753,181.01631486773192,53.71408393341676,D,B,1
None,41,Non-Veteran,Mexico,A,E,101.99078316877699,E,A,-207.7027765476819,38.172178743425086,63.05804688947029,A,D,0
None,76,Non-Veteran,Other,E,A,-59.94200426075172,B,C,-40.561240414159805,224.9354197227297,-50.90120798939729,C,A,1
None,64,Veteran,Germany,B,C,-23.355006894465884,C,C,28.050462763281057,179.13885248501504,154.6605632266831,A,B,0
Mental,99,No,China,D,C,16.08721029537153,D,D,21.292730153246307,-99.26560057674473,43.86991135563157,A,E,0
Physical,96,Non-Veteran,China,B,C,209.66654678865186,E,D,-79.70421602077215,125.90750232857026,37.962321684047446,D,B,1
Both,23,Yes,China,C,B,-38.013837286329164,C,C,118.54073766967144,5.399823212132506,-43.78053680126734,B,E,0
Both,35,Veteran,Other,B,D,0.881214914882079,B,D,-115.48505094116435,-46.493777236719,282.1849680110025,A,C,0
None,90,Yes,US,D,B,123.04411150331333,D,D,-86.62398288328212,112.24324685730423,185.75943160726456,C,A,1
Mental,68,Yes,US,C,D,56.44428386293106,A,C,-56.246858563988944,10.683852597092642,-63.46142414474352,B,D,1
Mental,24,Veteran,Other,D,C,-50.95494342019266,D,D,85.81902852493577,-116.77994941806784,162.8626415424062,B,D,0
Physical,90,No,Brazil,C,C,36.24115274810017,B,B,-140.6720558975579,53.15175154153167,19.17159914980745,C,E,1
None,46,Veteran,Other,E,D,-36.45635272229052,E,E,-76.10038208133338,85.26554911612709,-65.12246739193833,B,D,1
No,80,No,India,B,C,126.15693820385232,D,A,-37.785935860795355,135.12363860641122,104.19145923124506,E,D,0
Both,37,Veteran,Brazil,D,B,28.703633304372584,C,C,88.84172879712669,46.14846325286583,152.82532388808144,C,B,0
Physical,82,Veteran,Mexico,D,A,91.3890745558655,C,E,-63.08821031431982,65.1740415717565,170.84118192988691,A,B,0
Yes,83,Yes,Other,A,A,6.823399567433795,E,E,41.50908852346708,-200.33613885933644,123.3649042486307,C,C,0
Yes,96,Veteran,UK,C,E,44.74611471509222,E,E,-231.0885753623738,-1.9064685206446152,9.83932596995118,C,C,1
None,20,Yes,Other,A,A,45.98523301940493,B,D,-35.30853883889244,-92.92430627635211,7.462946364306306,B,E,0
Both,72,No,US,B,C,-57.85973624200764,D,D,-139.56120334469898,-65.41389965196012,135.5785168197903,D,E,1
Mental,54,No,UK,A,A,162.08642195194,D,C,35.83999189755219,38.8746937533466,197.90755096230905,A,E,1
Physical,18,No,US,B,B,-61.599585615286145,A,B,33.955311161555265,-29.71004189785153,106.23946736805661,D,D,0
Both,76,Non-Veteran,Mexico,D,E,-8.844898988167927,B,D,9.43666405404622,60.90368198044553,-109.03546826096829,A,B,0
Both,45,No,China,A,C,-161.93142578198047,C,B,125.42957748683993,-122.84964451122684,8.417967570963627,E,B,0
Both,22,Non-Veteran,China,A,E,6.223905070147567,C,C,23.60909712587468,51.00694600397957,-97.41199362886616,D,B,0
Both,33,No,India,E,E,-126.7378368682149,A,C,2.434441399808188,56.85533591845222,141.5708937268159,A,E,0
Physical,56,Veteran,Germany,E,E,-40.18019450658431,B,E,-28.24331033749704,-41.02239564350334,-141.94180335228316,A,A,0
None,65,Veteran,Other,D,E,-23.852089919891213,A,E,-10.559127374321895,-146.8615584691807,16.54964396339898,C,B,1
Yes,24,Non-Veteran,Germany,D,B,37.21921655502338,A,D,117.6882841819664,91.4237800296071,-82.27397689607116,A,C,0
Physical,79,Non-Veteran,Other,E,B,-86.90971350805788,C,C,136.89948002668388,53.17318434968011,-152.19628184722862,D,E,0
Both,37,Yes,Mexico,C,B,252.45228444347342,B,C,-161.45769626304235,-40.953667002086284,-190.18030769996378,D,A,0
Yes,64,Yes,India,E,D,58.977914616100605,E,C,53.32161200052564,-275.7602817444598,-122.38620580653657,A,A,1
Yes,68,Veteran,Germany,A,A,57.79218702387604,E,D,17.25430339577706,99.4482638369346,-132.67626047112032,D,E,0
No,65,No,Mexico,B,A,54.576510581456084,C,B,-76.08030891192293,-133.02558662877445,-175.80119363871373,A,E,1
Yes,43,No,Brazil,B,B,-221.76155292735336,C,B,-95.03224712401953,26.392839005341795,-25.776170320228932,C,B,0
Mental,83,No,UK,D,A,28.859138210330187,E,C,70.03446576884275,-29.343282745515754,144.00828468734167,A,E,1
Both,83,Non-Veteran,China,C,B,-65.76278056573511,A,A,-9.715011602419295,110.81810246377646,-192.43356014046213,A,A,1
No,70,Yes,Brazil,E,B,104.50085926989819,C,D,-41.881503833883926,129.64892887076786,1.9330528938733857,A,D,0
Yes,98,No,Mexico,A,A,22.378773546718136,A,B,6.011973901951549,231.5655572698805,-125.09372463552097,B,D,0
None,66,Veteran,Mexico,D,D,-39.734560500399354,A,B,16.65438184819716,-104.82563603615222,-184.558244667712,C,A,0
No,70,Yes,China,E,B,-58.112875664664585,A,C,-107.15991149841363,-39.64972026795844,29.532974386054907,B,B,1
Mental,65,No,Germany,A,B,147.6994732259401,E,B,62.47943624692377,-43.89953281141655,-78.18806596829043,B,E,1
Mental,60,Non-Veteran,Germany,E,B,-94.65322862698774,B,D,-114.26844937367753,-20.004987296483826,-114.48731908986906,C,D,1
Mental,40,Non-Veteran,China,B,C,68.7834058845373,D,C,146.76730758908226,-16.183426032615234,-132.56417245133295,D,E,0
No,96,Non-Veteran,China,A,A,37.949549411712894,E,B,-65.70933582946095,77.41471371892949,-12.021320380420807,C,C,1
None,37,No,Brazil,B,A,-40.5753158650193,A,C,-12.321221191623385,70.12383456102562,-115.5581233915544,B,A,0
None,80,No,Germany,A,E,5.748776554708114,C,D,-119.39835625382081,49.93990837572475,-58.99307829337117,E,D,0
No,99,Non-Veteran,UK,B,C,107.1778531482761,C,D,79.13945377515536,-48.13423562940921,-27.110764559403144,B,B,0
Both,50,Yes,Other,A,A,78.89106139558153,A,C,-22.963969872792777,10.600702024375419,-91.63342555946754,B,D,0
Physical,77,Veteran,Other,A,E,55.26598292095686,C,B,-28.889036357446763,97.38620440904197,-26.101593867227592,A,D,1
Physical,55,No,India,C,A,48.712188424255814,D,C,-24.242925466554045,-115.06423696015844,-52.614990081134124,C,C,0
Mental,33,Veteran,UK,E,A,59.0273280936573,C,A,66.65704311705638,67.70293888507622,-117.93399722315331,A,D,1
Both,38,Yes,Mexico,D,E,-13.112172115247189,E,B,47.323506947141134,-95.2053205856567,29.691344030213617,C,A,1
Mental,68,Non-Veteran,Germany,A,C,131.4128210059372,B,E,31.426088170873022,-3.6274123049367515,-5.066994701656857,E,B,1
Yes,93,Yes,US,C,E,-188.96526938293607,A,C,-100.68486558869154,205.3425123319884,132.70312970106144,D,E,0
Physical,46,No,US,A,B,-78.53568472075752,A,C,-77.503067514774,-107.55785944687328,-31.00786729229672,C,E,1
Yes,80,Veteran,UK,D,A,46.78337162020196,B,E,-240.30976655849207,33.37271198197389,32.59775419985412,C,C,1
No,27,Veteran,China,C,A,43.5876784231076,A,B,142.919785607338,-278.3084328353038,-30.020292332558657,C,D,0
Yes,18,Yes,Germany,A,E,-169.4099160292496,C,B,-117.77435614054768,-48.24384555315109,-12.63194967513802,B,C,1
None,67,No,Germany,A,B,3.8320648142369262,B,C,-51.35024762480451,28.775098914257253,9.261326382892417,D,B,0
None,55,Yes,Brazil,D,E,-40.355816294459586,D,E,-159.6042464829792,12.174223546719281,105.2281268846417,A,E,0
Physical,67,No,India,C,D,-41.722633112824155,B,E,-182.84740381705987,-143.47409586602043,38.56487142137876,A,B,1
Mental,25,Yes,China,B,C,-127.79712876243494,C,A,12.414082046359592,-120.0498893397147,-2.3201366788174593,D,E,0
None,83,Non-Veteran,China,B,D,75.31265839821518,C,A,-85.37829656959009,-155.02853715457766,-49.95918659488863,D,C,0
Yes,65,Veteran,Germany,B,E,-89.70146256137961,E,B,3.638492180464182,129.29942897015277,156.64975030307818,C,E,0
Yes,91,Non-Veteran,Mexico,B,D,-43.37726395649098,A,C,169.26481528270665,-267.486881257775,-141.6744091140475,E,C,0
Yes,29,Non-Veteran,India,B,A,-123.12156638893326,D,E,137.68220493629266,42.56312667705125,-193.38557865110317,A,B,1
Physical,24,Veteran,Other,B,C,-95.49886054733989,C,E,159.13109337906536,-103.17005780437523,-56.29568770580051,A,C,0
Both,62,No,India,A,D,-53.57447253680133,C,C,41.78461301884438,-96.64184322425255,52.10346109310764,A,E,0
Yes,21,Yes,China,B,C,107.13977140975797,B,E,168.38193524357337,96.07704962166407,1.8895505977791327,E,E,1
Both,35,No,China,E,E,56.16870402345398,A,E,180.94322750806967,190.9058030185731,2.7586226730923804,E,D,1
Both,23,Veteran,Mexico,D,E,-27.633006006626644,D,C,172.1182937979904,-40.10355719524082,64.2845965105609,B,A,0
Yes,96,No,Mexico,C,C,88.91002245602061,B,A,-68.58717488814324,-19.92426889817948,184.53092047044365,B,B,1
Mental,58,Non-Veteran,Germany,E,B,-79.22844916362301,C,D,61.12653674834334,-152.81208504749515,112.3940002954709,C,C,0
None,94,Yes,US,E,D,69.23342010483158,C,C,174.69107626264477,-55.648790359213194,32.42324344846072,C,B,0
Both,33,No,India,A,A,-91.710564225024,C,B,61.35201095629198,-75.4517418682894,89.98704128858859,A,D,0
Physical,45,Non-Veteran,UK,B,B,-69.97115322766999,E,B,13.53691498783465,15.974918333688896,126.75215519842014,E,D,1
Mental,79,Veteran,Germany,B,D,62.38558050510276,A,E,61.467800325252085,4.495324327144838,106.5503050637501,D,B,0
None,40,Veteran,Brazil,C,E,130.3488277013932,A,C,-72.56344059180579,-6.438195029371793,-1.2870320400689812,E,B,0
Physical,83,Veteran,China,B,A,39.4264589896068,D,D,-54.51502776770191,-29.397643951758972,64.01889584647333,C,A,1
Both,79,Veteran,China,C,E,77.70444297826309,B,A,85.98990620486605,61.24216663837567,72.58863120365042,D,C,1
Yes,88,Veteran,Mexico,A,A,9.797470121785624,E,A,75.91662993656738,-58.33855808403219,-161.21917028369847,B,B,0
Physical,32,No,Germany,B,C,101.39047745292453,B,B,-98.69615438229825,5.026857778668397,-40.070203178726636,E,B,1
Yes,57,Yes,US,B,D,80.10737357545284,E,C,43.87678050019224,-52.462953565557214,-34.52282951136875,C,B,1
No,41,Yes,Germany,D,D,14.030764431576848,E,B,-142.09789802536815,2.41426300228309,0.0173514136184114,B,C,1
None,48,No,UK,C,E,86.43379525526814,B,B,154.47691820046555,104.93915977030743,-126.0455147032442,C,C,1
None,86,Non-Veteran,Other,D,B,53.82697181263152,E,B,72.30976190900068,-1.5538805933935993,25.695371417818038,A,A,0
None,85,No,China,C,C,83.55805647201088,C,C,57.90387166154189,-88.48711958778871,136.91211293149087,D,C,1
Both,34,Veteran,UK,B,E,-11.391784390431667,A,C,210.2684413316653,289.13446340185,89.02733727117267,D,C,0
Physical,78,Non-Veteran,UK,E,B,-58.23994080190602,A,B,-60.89120537399404,-66.64473535129223,85.45505201358718,A,E,0
Both,80,No,US,C,C,33.53326487425082,A,D,-118.73567310090264,19.6832404406784,-13.907103843672738,B,E,0
Yes,76,Veteran,Germany,D,A,56.80244160111264,D,D,-3.5018187931144404,79.60293228587861,-95.4115636844158,C,A,0
None,39,Non-Veteran,US,A,D,47.32561365164879,A,A,88.41827491525207,-82.340081286822,-193.2075007281338,E,B,1
Yes,70,No,Brazil,B,E,-16.006419306700717,C,E,64.06325534237001,-191.65654758498684,-58.5371066082316,D,C,0
Yes,35,Non-Veteran,Germany,E,B,191.05523716454022,C,A,-24.733313224941725,-21.851813076286696,83.0263212118011,E,E,1
Yes,32,No,US,D,E,-101.25729104264141,D,D,-54.03568422339278,99.31039089410841,95.84146149939886,A,D,0
None,80,Yes,UK,A,B,28.616758119238906,D,B,-128.36562487512936,-127.09432331289338,0.07454064192974663,A,E,0
Physical,82,Veteran,Mexico,A,C,40.03877944325765,E,A,-40.41002795455175,-81.3839958662132,112.95718404016428,C,D,1
Physical,30,Non-Veteran,India,C,A,-4.8364990088819955,B,B,125.76373557655516,-101.67931460200484,-122.22046633540413,D,E,0
None,56,Non-Veteran,UK,E,E,52.82693613549575,A,E,250.05111849968685,-73.35520938012712,-114.00619789572097,B,A,1
None,63,Veteran,UK,B,D,-33.66414192126448,E,C,119.57831784043303,-202.31433531696018,-231.43062901212042,B,D,0
No,37,Veteran,Brazil,E,E,40.80071774711843,A,C,-113.99897191260071,117.83095114107745,127.41009602948235,B,D,0
Mental,49,Non-Veteran,Other,A,B,157.32368623574106,E,E,-2.7407243501222234,4.839178632827416,-106.69323710227752,D,D,0
Physical,82,Yes,US,A,C,50.66691880372882,E,E,16.722177012883648,-7.761231918877753,-255.13782724123826,A,B,0
