ethnic_group,Gender,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Hispanic,Non-binary,36,Heterosexual,-147.2416839882421,-23.394578994503686,38.22725602978962,-95.37048043444751,A,-166.12893065379316,1
African American,M,53,Heterosexual,35.71522846776272,30.637602683519923,-62.01300689342535,139.5693625776521,D,93.04641971674178,1
Hispanic,Other,27,Bisexual,-241.6474211322616,64.57645950722322,37.94990360424366,-32.4160810349886,C,-106.95847406598568,1
Other,Female,47,Homosexual,115.3222851238913,109.93902747068958,-70.60772595127766,-58.560198809011496,D,-20.790760584172496,1
Asian,F,28,Other,-197.106695986693,82.19831090522092,93.98034837343995,-94.89839196672617,C,0.9213328999450192,1
Hispanic,Other,69,Homosexual,-179.6629628401051,209.22308716069148,107.85511414674733,-163.61413174769703,A,-211.39052198459248,1
Other,M,76,Homosexual,-54.44742792259463,170.722706125295,112.02385549460065,81.33031486928373,B,-37.85584181275929,1
Hispanic,Other,32,Other,86.03765318077406,-104.52284425695586,-63.008343697573224,96.08666312259464,B,-75.20528570682792,0
White,Other,53,Heterosexual,62.62231908605494,88.05724872442504,-34.39756810294429,152.01116206268952,B,-98.53250772927196,0
Hispanic,Other,26,Other,-7.418812918041951,177.1433036367889,93.44327645873094,-16.0772979480837,E,-40.52965740696963,1
White,F,67,Other,3.758882781527669,138.33320727741793,166.83413682732473,43.99522319843883,A,-27.977340878436895,0
African American,F,51,Bisexual,-92.9453065969028,162.89368500981044,102.0357133904747,-79.5317662788193,A,17.87772653862581,1
Asian,Female,53,Heterosexual,215.74713126843255,-4.316656491190321,-45.237717654766136,115.67628413307047,E,-13.408292762415455,1
African American,Other,18,Other,-73.48994934953701,-28.403600812668312,-98.71386437043572,-32.255960972692925,A,153.04054323084694,1
Hispanic,Other,78,Bisexual,-49.570677892815695,33.79914962679913,-72.41525534396105,80.55673363777657,E,89.62868264517543,1
African American,Other,79,Heterosexual,-20.85773365715454,1.06599022870409,41.49882046000023,16.788496123703446,E,70.26576701247797,0
Other,M,55,Homosexual,43.03932580620737,-220.4017769852085,27.075776962431995,32.045951674505304,B,53.668002821170944,1
African American,Male,29,Other,-10.597987624096305,48.47535267307974,-19.487658360093846,-32.9870698991245,B,230.45846295147254,1
Hispanic,F,28,Heterosexual,-7.045648227827801,5.911817262672633,-5.90164987980452,81.0757894008799,A,-94.90649544217776,0
White,M,19,Homosexual,14.921915971039585,31.006797312464002,-120.11186473741522,38.450228499269656,D,-212.65760001047923,1
Black,F,74,Other,-59.61860424564963,171.20336433421178,152.2286435168569,-34.91547855147544,E,-6.90234645365389,1
Black,Other,69,Bisexual,177.09937412178814,-149.45877362633192,68.63425501053756,85.3966330449205,A,12.733373327917635,1
Hispanic,Female,61,Heterosexual,-123.1047828086337,-170.0998689421709,-28.187973747732432,213.9829209597305,D,263.94938091281614,1
Other,F,56,Bisexual,31.74224456893331,-134.41022709526865,-49.842733684296945,-101.49230420619644,A,-61.956187947109406,0
White,M,27,Homosexual,-150.83186936203546,56.10337486364486,277.88299059369405,-63.841998980595015,C,-76.55123334014317,0
Black,Other,41,Other,66.77041872202648,-155.9888991020328,28.436126186468424,209.59106464692022,D,187.26666903670278,1
African American,Non-binary,72,Bisexual,41.553441943062566,-157.33532140304334,-1.4890691801602949,15.891117325311408,D,-45.1633625084818,0
Hispanic,Female,72,Homosexual,24.118239862310663,-132.39775448707033,-67.3418197594686,-110.44307060620318,E,-129.50754857936198,0
White,Male,46,Homosexual,35.63961415768945,188.8754187279754,-86.32825372923335,141.64505199362912,C,26.939186471815212,0
White,Female,65,Bisexual,-36.41769277023217,-170.59231482476946,214.30040905969827,9.47455664228098,D,-128.33632079829633,1
African American,Female,44,Other,-31.466655755044197,-45.165202013467,-69.86592875571716,154.21700250083774,C,86.0171588823566,0
Black,Female,41,Bisexual,120.77443962891267,-31.91605104726029,-108.69306973627056,166.4405949274337,E,-27.612842377488235,1
Hispanic,Other,73,Bisexual,-72.32610620879912,-5.627395591119369,37.32407897204671,-67.96208590152311,E,-71.4103655665158,1
Black,M,59,Bisexual,-30.491642513208394,-148.48180498464157,57.31145087036019,125.25875225299788,C,-209.4007483002648,1
Hispanic,Female,72,Homosexual,138.39815646232753,-213.65891497146515,-31.264953186290935,-90.83422735910564,C,-86.34902152088671,0
Black,F,38,Homosexual,71.38285710290381,-105.37644022556142,-104.05415438487857,32.421803539424424,B,-58.96940561267956,1
White,Female,29,Heterosexual,-12.170808468132844,-298.05966722662026,-22.002655035042316,-152.30981006997823,E,-144.90898694649403,0
Black,Other,53,Heterosexual,-19.251817987953117,143.05521332564294,59.338079989882374,150.6749296820616,C,-6.6115790835240755,0
African American,Other,70,Other,73.1223435852725,255.0908748022031,15.34949777360685,109.63823498878322,B,-65.62310990550486,0
White,Non-binary,76,Other,2.7635589759379187,-89.87694867214215,66.08031428437697,-135.22482558057806,C,209.93096363210748,0
Asian,F,26,Other,-41.86325370824457,29.919812344081905,-29.55662555397861,47.0687487787561,A,156.30181357923965,0
African American,M,31,Other,121.4790481743578,-91.87778210394643,-46.05186537041641,-1.955316666660585,D,-27.685016892289166,1
Asian,Male,33,Other,30.770527828449517,-70.3572971760442,65.12570988844075,-35.150410725649294,A,-15.853973235915067,1
White,Non-binary,32,Bisexual,-53.64199054529715,14.548085138562996,-154.80745395506247,58.4932747124554,E,-40.827567214935264,0
Hispanic,F,52,Other,-52.33016684972688,-106.85412856570764,-142.4530249492913,69.13753710559011,A,-28.198803675289636,0
Black,Non-binary,57,Bisexual,-186.54737872644148,-251.22062899645172,308.03301825542076,-189.33973343958087,A,-85.56494364237743,1
Black,Male,68,Heterosexual,118.39315997476383,105.00625337479852,86.58868087455109,155.1875352630918,C,-16.931801473716888,1
African American,Other,21,Heterosexual,-114.17874212008485,25.064782514463623,-12.50394879332601,-159.7046592766499,B,65.87791789587996,1
Hispanic,Male,54,Bisexual,-78.62166866422741,-21.954156385717795,-70.8131935095493,69.10112704956379,D,152.97067314407053,1
Hispanic,M,31,Heterosexual,23.60968212529234,45.55843438240635,68.65482632794033,-226.7919591813008,C,20.22810937440521,0
Black,F,45,Other,-1.9594240859099898,-104.48659585085598,232.18573565050394,-31.747326282417937,D,-71.0538855874006,1
White,Female,36,Homosexual,169.10453154471145,39.275328336845014,23.547377048113592,24.031309726380638,C,-56.7734589728898,1
African American,M,63,Other,-134.2755853992251,147.3006037067185,-40.84237581435915,26.09547914225207,E,-145.92492668596722,0
Other,Female,18,Homosexual,113.83800641787761,85.60851176259793,-9.296838927398435,-24.824143051478277,C,60.084453738177515,1
African American,Other,21,Bisexual,78.82527125763201,148.46802294523675,52.045155939802726,34.93506155893865,B,-8.002369842629864,0
Asian,M,71,Bisexual,102.66630946346478,69.65591212898157,226.6803135242016,76.32592746834229,E,37.22784503045533,0
Hispanic,Female,36,Heterosexual,-21.071847671007884,-216.30276900291628,-112.81501258288225,-124.27628458375057,A,-70.72646352219022,1
Asian,Other,48,Homosexual,-162.77120911090563,33.092956213536624,103.63032977148062,25.717362878429512,D,-79.75117936155245,0
Other,M,51,Other,-35.458909500594245,-224.28737460654906,-157.0335799379876,152.33951862418382,C,125.16831363922778,0
Other,Non-binary,60,Heterosexual,22.248534145426213,126.95371223046992,-24.766597958475494,27.492806358591537,C,-45.569502938075516,0
Black,Female,53,Bisexual,244.94308586431205,-92.76393167125121,121.44661648587494,-65.30418824454355,B,-30.7943246538251,0
Black,M,18,Homosexual,33.71999258831703,141.97904581188087,5.57224986357465,103.40509939508853,E,-69.35557115592687,0
African American,M,41,Heterosexual,-88.71948862480419,32.76198248881377,-70.25725785598273,-86.42256351864087,C,-83.06091045292715,1
White,Non-binary,44,Homosexual,50.93430510837267,-87.42575990428602,65.29179944344997,29.66267768320555,E,17.193670092387947,1
Hispanic,F,67,Bisexual,-51.97678635323992,-26.872930536627432,179.28804189411244,58.79692947445969,C,53.84362839741684,1
Asian,F,25,Bisexual,45.46084817461832,-81.09706857574439,105.17083026412794,-73.01557396721914,D,43.75974857565594,1
African American,Non-binary,33,Heterosexual,49.73098934258368,-99.4961309440336,178.05619720478708,-94.41086782631946,A,-120.15998116106871,0
White,M,24,Heterosexual,-143.59251136103634,34.210531960992896,163.67686731853,87.49711294352147,C,-1.548828704644262,1
White,Female,65,Bisexual,58.720749471503034,-12.88878428818114,-94.30313500675813,28.096316867028104,A,-41.9715144517742,1
Hispanic,M,45,Other,4.911089484580758,-4.438332146480615,-94.99599707270835,109.50098122135796,C,-55.383973725353016,0
Asian,F,67,Other,-57.69059909167314,104.0631001556125,-30.177099130822953,-52.490508985972475,C,-54.666879829011485,0
Black,M,43,Homosexual,105.17630232795139,33.67999942117007,31.87475168632773,-63.01848193688902,D,221.97155175652537,0
Asian,Female,21,Heterosexual,-35.04941357284041,8.09809820315829,276.0595468311266,46.87442411718598,C,-57.999459906484816,1
Other,Other,41,Heterosexual,179.6676527873191,188.70153278035608,16.656128905895795,61.12442795958022,B,-94.65677023655633,0
Black,Non-binary,27,Other,-101.42205964689704,-71.20602220934568,114.9521032748064,-155.67405371595345,A,-86.53205095486804,0
Other,Non-binary,78,Other,-144.51000177003576,63.26355736445032,70.35240131648956,-209.0184166233807,E,110.40320787362248,0
Other,Non-binary,41,Heterosexual,-5.749686729509093,3.3425674546233872,-81.69571424008141,-49.41179116049702,D,128.31298195656328,0
Black,Male,40,Bisexual,-20.663303399547235,-34.60166518073898,-17.641861580696204,-159.6622548774398,A,-122.4229159831275,1
Asian,M,41,Other,1.1921872674461316,129.99551307528483,55.23293423060673,72.79094816485852,E,23.04250034516022,0
Asian,F,58,Heterosexual,166.55943643110064,-114.91175623445918,-82.47481431983692,201.5934789026403,B,-145.22143756407945,0
White,Female,67,Heterosexual,-24.30879501153226,-67.12347234543189,56.3316020392306,124.61039328973378,C,-11.090326033339498,1
Asian,Non-binary,69,Bisexual,275.56269693358144,-55.30811723280974,-128.35209621849194,-153.12623364261233,B,2.908825815090087,1
Black,M,70,Other,80.53805651404961,195.6438552682191,23.660987271254083,15.826341679959969,B,79.82889741467059,1
Other,Male,26,Other,118.91455152195086,40.95616681422822,-14.261849113194932,-50.270657374672325,E,-41.56160865953479,0
White,F,51,Other,80.3245086481109,9.151402763265159,-8.633601489131072,81.82761553622836,E,128.44052304183344,0
African American,F,57,Heterosexual,-190.2543739050835,65.60846403487821,125.1769936453629,20.89736684267118,E,45.67304017458492,0
Hispanic,Other,72,Bisexual,45.86778465954215,35.59076021962468,-77.19980614772139,-89.4288990076261,C,-63.76388178976854,1
Other,Non-binary,56,Heterosexual,-73.89679812921322,36.52171865871591,-47.9496736576095,-179.16932331271883,E,-337.5348802668277,1
White,M,79,Bisexual,-112.19025145356447,-84.20962574479931,-63.08574575293443,-105.78850945479745,A,193.23045361275166,1
White,M,51,Bisexual,-129.5674660630586,87.29097882961987,-73.31683034305175,126.5011080472921,B,-63.28639261135321,0
Other,Other,68,Other,166.63493510587097,-90.47453826785558,80.96649156489497,-39.07788925885303,A,259.33438109955216,0
Asian,Other,66,Homosexual,-14.436397583639343,17.73747208960037,260.1119423392169,-91.85972896834478,A,147.2104100646434,1
White,Non-binary,18,Homosexual,-63.435519361639145,88.84165509340451,71.24461262069022,86.58114912365996,B,-40.01337872847093,1
White,Non-binary,29,Other,24.915179746984197,-76.42004670431855,-184.7285470795495,-104.47744718818039,D,67.2747017239945,0
African American,Non-binary,78,Heterosexual,199.14676644980221,22.522582441993936,118.77454862056614,27.72281582152531,B,-133.12162789021184,0
Asian,M,73,Heterosexual,22.374506902134534,-112.47846430167698,123.51619418075661,34.31461769256755,B,-20.678632412266403,0
Hispanic,Female,42,Bisexual,-124.0764029246144,88.487806585287,-252.33670130639075,-1.802702255874504,C,-27.853328523432264,0
Other,Non-binary,59,Bisexual,99.44571700415193,-58.901401674283434,-64.35091533558287,-168.8093289298668,A,88.6302770918498,0
White,F,62,Homosexual,70.3335016218402,27.88415406682005,-74.22411179740183,-108.73715064574765,C,243.5397352566273,0
Black,Non-binary,42,Heterosexual,-230.11907916900233,126.57943998046166,14.909379454813894,-22.640156238839538,E,24.539042136328145,0
Black,Male,26,Bisexual,119.19198547056655,-97.19033664715123,-41.47790025261624,-52.47034841625153,D,-188.8135825808187,1
Other,Other,47,Other,-2.363848184913782,-48.23103329870213,62.63568867715307,122.14830158831435,A,-178.52142852058708,0
African American,F,26,Bisexual,55.71001509862652,104.02025976266371,-148.11526206614582,38.00922246175491,B,-40.58373109016929,0
Other,M,78,Other,233.85254581912216,62.771702661860964,97.85954947749659,-93.53956162283819,A,47.806145962854494,0
White,Male,60,Other,71.0743138464612,47.31066343336538,56.224073476351265,-62.47794124473345,B,-25.13136922314425,1
Hispanic,F,79,Heterosexual,101.76789607465197,-6.801625068984847,92.17035300497133,-4.472081650645044,B,197.28521708274775,0
White,M,20,Homosexual,-101.22651652555714,-23.70824680298064,78.7997825875168,-63.4069661060394,B,95.59777531528555,0
Other,Other,43,Homosexual,-22.947630185401945,-85.66701626553004,97.60070657318664,-4.500247660637265,A,-36.491027449070685,1
White,M,64,Heterosexual,-43.43828309120304,-56.31202040015205,-209.38660768304348,95.80928957916673,C,155.9596452865634,1
Other,Non-binary,60,Bisexual,67.69985232027479,8.923593841272693,-117.69877211034998,-28.373134484924922,E,4.884342006653294,0
Black,Female,78,Homosexual,-95.04038850048093,50.40750800412685,-100.89087965738494,46.23330930203513,E,-138.23265802902338,1
White,Non-binary,55,Bisexual,-236.18040031397777,-40.41227960286328,-50.49814716068137,-124.25403358937498,B,67.07157320379328,1
Other,Female,78,Bisexual,-1.903533693508583,-4.00264782509858,-61.93810928590175,-61.47534246639279,A,-88.74061999614815,1
Black,M,65,Bisexual,-2.305336329838772,53.963101357020925,-92.87056107911414,-63.37556424173205,A,18.784228301204713,1
Hispanic,Non-binary,22,Heterosexual,-97.54173093298081,17.608278788121876,-40.566175739016415,-4.439265182735775,D,65.47343793701916,0
Hispanic,F,54,Heterosexual,-54.596428953105004,-44.03232297748046,16.05209165124174,94.53462066930982,B,-116.6129373617573,1
Asian,Other,35,Heterosexual,128.18493114415674,-98.98149479695203,-22.690084295921704,-59.07500770030876,B,66.88451487180407,0
Asian,M,49,Homosexual,35.71069404706015,113.19229404035558,115.64139482679934,18.94189114676224,E,47.98956458640747,1
White,Other,45,Homosexual,5.484771139047736,9.817674860247136,160.17349260772204,-20.15691709104866,E,-130.1519348100558,0
Black,Male,34,Bisexual,-35.92664186318842,-0.8505246896441155,63.04851612586344,57.471017824976855,B,-180.4044674345449,0
Black,Male,21,Other,59.57007208500743,-35.665670289934376,-166.41351431427984,119.10531687309876,A,-4.609256226677052,0
Other,Female,47,Heterosexual,16.979220057735294,-86.1172908311523,-70.17481247834726,-13.013670008308631,C,-36.98862884983763,1
White,Male,47,Heterosexual,-55.12073643401115,-17.00554229652899,-12.29966021782237,-90.26780385464818,D,25.22648734240785,0
White,Female,66,Bisexual,72.47960365530449,34.822156890167186,45.82090550470498,25.730453145592374,A,120.0116212845003,1
Black,Female,77,Other,27.352818305631004,110.43801304006055,-7.045067100169075,47.13326018112977,B,-55.63181178357095,1
Asian,Female,52,Heterosexual,-182.24057691737852,-14.97750210125088,35.1140185416209,230.57912757805826,B,-18.609376220014006,1
White,Male,67,Homosexual,-66.83061924631805,-59.10059646896927,-7.675064069864355,-219.9029769779316,B,108.18544284076981,0
Other,M,34,Bisexual,-181.53099488021192,-45.32794612640165,52.331648584239396,25.8078831075247,E,9.92909664323913,1
African American,Other,58,Other,63.60459376003056,-46.35745274155797,77.13831585141402,99.20857937907948,A,72.62990142774687,1
Other,M,76,Bisexual,-16.753538824702105,58.37178692996492,-64.48894038243012,-99.56937390774566,E,-44.49861969919869,0
Other,M,50,Heterosexual,198.6903515713537,-0.5511336342816617,-76.45744188777284,-3.6774742977731005,C,13.564771288384145,1
Hispanic,Other,34,Heterosexual,-138.4492505782231,-87.14368914519892,-2.7115186908461224,49.04602737969979,E,5.019745828315316,1
Asian,Male,42,Other,-52.48991036182367,-111.8596791198301,-258.41134987282646,175.5967629658321,E,-0.6326734425997338,0
