sexuality,Veteran,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Homosexual,Yes,None,48.982563906925705,B,A,D,64.65827308310206,C,C,-74.89647960609163,B,34.786305584845216,C,119.65017366306252,C,C,-145.30397259193833,D,E,0
Other,Yes,Yes,55.57966229141888,E,B,A,134.74446592009076,E,D,75.06998468946814,C,-14.82222247633391,B,-41.220732476836794,D,E,76.5624755379763,B,D,0
Homosexual,Yes,None,41.08486248069949,B,C,E,-108.31808276728452,C,D,1.0572129830604122,E,61.84277151530148,D,-9.740547702675489,C,A,-42.869372973600406,D,D,0
Bisexual,Yes,Yes,-38.66187898808591,A,C,C,89.7014240666413,E,B,18.65860644548768,B,148.31119179722407,A,43.675082298155246,A,B,-43.91037417586773,D,C,0
Homosexual,Veteran,None,11.539127389205206,C,C,B,-13.52937587013604,A,E,78.56226932279779,A,30.95386596956195,A,-46.550076946180816,B,E,120.24193603824726,C,B,0
Homosexual,Veteran,Mental,-6.999783373610763,E,B,C,75.3939566284647,D,C,-34.40896707592987,B,73.47469510701893,A,-59.44489878149842,E,C,40.18160837351842,E,C,1
Bisexual,Non-Veteran,None,78.17963163776339,B,C,E,97.51280690473536,B,C,55.707162541492075,A,161.11715858835393,E,-47.44990377138163,B,B,-103.38192447134287,A,E,1
Homosexual,Yes,No,-178.6025966831853,E,C,E,-70.09576698256093,E,C,-30.17929862656581,D,41.65286558966773,D,-164.91244767899585,C,C,239.3785848227276,E,B,1
Other,Veteran,Yes,-25.500739198741385,A,A,D,66.16195850641621,A,D,-11.363039753590298,A,-25.789446777259762,C,-98.45850978261417,A,C,37.50003982330421,E,A,1
Bisexual,Non-Veteran,Both,-116.5734857487055,A,D,C,-43.722861394979184,C,B,-16.54983689843107,E,-39.80301868816545,E,-5.676077019252281,E,A,-7.672195288565338,D,A,0
Bisexual,No,None,50.15764638495389,B,E,C,-16.876901343998398,B,D,129.4921578438703,C,-21.0921695490583,E,-11.937590349691336,B,E,173.2539835581573,A,C,1
Homosexual,Non-Veteran,Both,-89.7638648846005,D,C,D,-55.98517248661522,D,E,-65.76396000798344,B,63.498780927587006,D,9.240300692902638,B,A,-30.91802228928897,E,C,1
Other,Non-Veteran,Yes,54.58573387015508,C,D,E,-14.31919734356096,D,D,-51.538270845108805,C,165.85206124980206,E,130.26722716863966,C,A,-6.449806126825165,D,B,1
Bisexual,Yes,Physical,142.71027877289555,B,E,E,138.07529099858178,E,B,-194.97934152578065,E,129.92109925616768,B,-27.66558416864719,D,D,-39.96573297929412,B,C,0
Bisexual,No,None,191.87846312334244,B,A,D,-95.83666631886388,D,D,-183.41293439143826,E,16.03031864309524,B,-9.837107810098573,B,C,-71.78117350907748,B,D,0
Homosexual,Yes,Yes,100.15975158056935,B,B,B,-157.16341464415837,D,E,-68.59594460454109,C,130.9977979779792,D,12.813029319969091,B,C,156.12212607549932,E,D,1
Other,Veteran,Mental,93.46014817130768,C,C,E,-135.9605849903861,A,D,-90.8455272858265,A,-109.29818217185343,A,121.87019222032987,D,B,39.541584088056084,E,B,1
Heterosexual,Yes,Both,-199.6855818700319,E,D,D,54.82252189910892,A,C,-127.68050979801411,C,54.50912315643159,B,92.29035143777391,E,C,-121.81841390102687,A,C,1
Homosexual,Veteran,Mental,134.51841689996795,C,B,C,43.56354773348721,A,D,78.8677485048693,B,-211.7451660877497,B,64.50577013662806,C,B,-223.44712728670277,D,C,0
Homosexual,Veteran,Both,-31.369285135950175,C,C,E,-2.942508956224791,D,D,76.35271353557499,A,-116.07469085036747,D,-171.112276199477,B,D,44.63368855378661,A,B,1
Other,Veteran,No,10.825151730682641,C,C,D,-7.213147230736502,E,D,120.86888981999016,B,52.33816197291624,D,43.616091116129994,A,D,-94.46950416788864,C,D,0
Heterosexual,No,Mental,137.1808526093274,A,E,B,5.806451098157271,D,C,-30.950156412903716,E,209.6161886343911,D,21.303589189786987,B,D,10.98293496544863,B,E,1
Bisexual,No,None,-73.55825778893019,D,A,C,-5.29689612589758,D,A,-111.27199256660552,E,54.47636884295702,E,-185.51066465763478,B,E,8.783012859979017,E,B,1
Other,No,Both,-107.53741542111936,E,E,C,-93.77159773482559,E,B,-70.67665150168958,D,135.35326705703878,C,-99.42053376300929,C,E,3.6088554354811375,B,D,1
Heterosexual,Yes,None,-93.67507390837376,A,D,D,89.0168415150176,A,D,-175.105084828014,B,21.881120920516175,E,26.371864316518362,C,E,1.4548253498795436,E,C,0
Heterosexual,Veteran,Mental,-92.15691350051111,C,D,C,53.26539131147291,D,D,185.2234052440074,B,-9.93057292994812,C,-112.016717523517,C,E,2.752841775364667,C,A,0
Other,Yes,Mental,227.47004306496433,B,D,D,130.17999362271658,D,D,20.408219600354993,B,70.55722189867213,B,-49.00122336589687,B,C,146.68374227922425,C,E,1
Other,Veteran,Physical,-60.25066898524262,C,D,A,27.797607482605613,E,B,-17.579168464491854,D,-21.964288436245006,E,125.22505645348434,E,A,182.7354481041904,D,A,1
Bisexual,Yes,Physical,70.91577150920673,B,E,B,136.2291281089101,B,B,-30.615447427725417,B,-230.5531266708432,E,0.3475888403210032,E,C,-27.011543012338134,C,D,0
Bisexual,Yes,No,164.0640163172694,B,C,C,106.63638984013816,B,D,-172.54771843270652,D,67.76365031147253,C,44.74819200421692,D,A,-136.77059735472244,E,A,1
Bisexual,No,Yes,-138.11229321469654,E,C,A,8.395385652057437,A,C,104.08737535956243,B,-7.294426836352429,E,-1.6019543498859097,E,C,-119.17707556625187,A,E,1
Bisexual,Veteran,No,184.19072998995858,E,D,A,-174.263766138943,B,B,-94.66700662771154,A,-141.05960169050869,D,116.25271583686751,A,B,-167.13827441403632,B,C,0
Other,No,Both,103.60410147429361,B,D,C,127.22611163691049,C,C,-86.0759483281508,A,-82.63616768879409,B,-34.65020427635301,B,B,42.245695571803765,B,B,0
Heterosexual,Non-Veteran,Both,-133.17333337576892,A,D,B,16.482596332981927,A,E,-34.668126425195624,D,-144.88935317722454,A,-72.56863602833184,A,E,74.79318959393794,B,D,1
Bisexual,Yes,Physical,149.50709875663037,E,C,B,129.59220502584188,A,B,46.73778476647999,C,150.12469942401614,E,3.393085942298135,B,E,17.114207291961097,D,D,1
Bisexual,Non-Veteran,Physical,-29.29800946943327,B,C,E,-27.578881387128746,C,E,66.27905239227199,E,117.11085964819713,A,-116.3018643604582,E,B,20.72246017876376,B,E,0
Heterosexual,Veteran,Physical,87.33289296840634,A,A,B,-115.36595116756789,E,E,26.75373929382692,C,38.3045539730559,C,216.18736199616114,B,D,257.76750615284715,B,C,0
Bisexual,Non-Veteran,No,-129.78610428033736,E,B,B,-94.55067919898028,B,D,25.40447082634316,A,-16.965782694790622,B,-108.05194637984276,E,B,5.89631476265618,E,C,0
Homosexual,No,None,-79.64716053149348,A,B,C,-51.28002109348463,D,A,153.53475251320927,A,86.61617818684375,A,38.703449259496104,A,C,123.91942381588963,A,D,0
Heterosexual,Veteran,Both,60.402963773977234,D,C,C,-27.876912259663296,B,C,-73.43477021661394,B,81.36938837748156,B,71.83634708159667,A,C,-18.374749446058587,E,B,1
Bisexual,Yes,Both,-38.56658200839252,B,B,B,204.3834223284505,C,B,35.24613049042104,A,-39.388265645999645,D,-43.24774070560138,E,A,-193.00170071242505,D,C,1
Bisexual,Non-Veteran,Mental,163.11362746787077,D,D,A,-110.97906577146492,B,B,-137.74418230265078,E,51.31462090735612,A,-89.72141223900701,D,C,-19.099590123557185,A,E,1
Other,Veteran,Physical,-44.76013352384109,E,D,C,-168.60733512123858,E,C,-17.327750604005224,A,-47.050437597613296,A,167.67605320260586,A,B,-27.171265181310567,B,E,1
Bisexual,Non-Veteran,No,-84.88896605420109,C,B,C,-33.05270909469846,A,A,-24.65482463443443,E,-103.91142764529707,D,120.46715327051243,B,A,-20.61096211767439,B,B,0
Bisexual,Yes,Mental,-107.73528305149081,B,E,D,-70.64931210631875,E,D,-96.16157279123225,E,83.98842896893387,E,17.616478453141603,E,E,90.54497001727837,B,D,1
Homosexual,Yes,Physical,140.13762200514546,A,B,D,78.46737321921194,A,B,73.29122201914534,B,-65.28968685546349,D,110.06116238251691,B,A,13.099473805147774,B,B,1
Heterosexual,No,None,-54.957153880374555,A,C,D,-89.10084258111362,B,A,7.9533558770781765,E,73.91309633032279,C,124.92821093700883,A,A,87.10296469802023,D,E,0
Homosexual,Yes,Both,111.25912211391437,A,B,C,12.037910816897707,E,A,-132.8710359149854,C,-85.40549512249966,A,-42.97767972036725,B,B,55.26087071334729,A,E,1
Other,Veteran,Both,51.80013909400443,B,E,E,-39.47217801578092,E,B,-80.12114363575327,D,17.68568845564513,E,-137.61547198125763,E,C,-175.95335764071896,B,E,1
Homosexual,Veteran,Physical,-10.1418673466206,C,B,B,-28.39478736221602,B,A,46.99342419972239,C,189.08677800444588,C,-120.62566958671248,D,D,171.76844312394007,B,E,1
Other,Veteran,None,-8.8218038189584,B,C,B,136.42954338908163,B,D,-40.4082708453677,A,162.3766917409293,A,24.262660227866554,C,B,11.634770947522416,B,C,1
Heterosexual,Non-Veteran,Both,-9.078901901828491,C,D,D,-59.77791791738354,E,E,108.76108915208201,A,101.34606586199597,C,166.52169114051839,E,D,-55.28037541363502,C,C,0
Bisexual,Yes,No,168.51064575410453,B,D,E,27.388965481588283,C,D,38.818294934371025,A,105.98730736592236,C,-81.67276275188945,E,C,21.306883665920232,B,D,0
Bisexual,Yes,Yes,6.409999643347359,D,A,E,-4.292333422147628,A,C,11.028604933220745,C,-46.7729658677769,A,-54.71331765503316,D,A,30.692344750169774,A,B,1
Homosexual,Non-Veteran,Physical,206.33096424778103,A,A,E,9.972521406846905,D,D,3.480057274455654,D,47.01265796489906,C,166.37912842843664,A,C,-42.989146122528574,E,A,0
Heterosexual,Non-Veteran,No,37.266885778883875,B,B,E,-92.03936213925078,E,E,34.05697875020234,E,128.8204454753961,D,199.04005354722221,D,C,-68.74699471190809,B,D,0
Homosexual,Non-Veteran,Physical,35.422311433029066,E,A,C,-65.42922763019783,C,C,62.16485611562251,C,54.18546370798484,B,-133.05691878915934,A,B,-125.27378532261113,A,E,0
Heterosexual,Non-Veteran,Both,-0.5880859634192611,A,D,D,-87.84879201282276,B,D,-77.47230650757376,E,100.72683299704596,C,132.80008610505888,E,C,-127.7841802922556,B,E,0
Heterosexual,No,None,-13.13994550327946,B,B,B,74.83574165497024,D,C,-30.836158824686642,E,-39.679058957354016,A,-9.868728767266465,D,A,57.71108844609939,A,E,0
Heterosexual,Veteran,None,3.1597485264248,B,C,D,65.67852108911632,C,E,90.61240037823208,A,3.4000417342199607,D,189.57809215257032,A,E,-18.421122569408055,C,E,0
Homosexual,Non-Veteran,Mental,-46.08454000364522,E,C,B,93.34965651766146,C,A,-6.253448027361211,E,170.19508562541245,D,-49.2712132905957,E,D,-70.92170908468624,D,C,0
Homosexual,Veteran,Both,23.92364712116516,E,C,D,169.22757712495107,E,D,70.1122178232904,D,122.14233757043169,B,130.00530698319977,D,D,-146.72382883972986,C,B,0
Homosexual,Non-Veteran,Physical,-156.21733540803163,B,C,A,-54.10406362602299,B,B,31.003686666758483,E,60.187426186134374,A,-74.73596816394628,D,B,-66.94954024134682,B,C,0
Bisexual,Veteran,Mental,-69.5310651316979,E,D,D,-21.493016673195832,E,B,-118.18308446752714,E,-89.41380384993269,A,-0.7404929893979223,A,B,-136.16766674152836,A,E,0
Bisexual,Yes,Physical,-112.44281839786734,D,E,A,47.271827358187494,E,C,-58.10930304561745,A,354.0988557091013,D,-122.650559660535,A,D,128.66337210946693,E,E,0
Other,Non-Veteran,Both,25.496262666284668,E,A,C,-1.5714842954630721,C,C,108.24907007379822,C,173.9862495432821,E,-32.848727387155705,A,B,162.99424173309214,C,E,1
Homosexual,Veteran,Physical,17.005289751506243,D,C,E,-72.85921588880878,E,E,109.67390158202213,C,-112.76329928848212,C,-34.60662049461207,A,B,-142.05521856813098,D,B,1
Bisexual,Non-Veteran,Mental,11.92608705224402,A,B,C,-90.45927592433914,C,D,-28.581233173490094,D,92.93885395436114,E,40.46972232856462,B,E,-294.3240301680503,B,E,0
Homosexual,Veteran,Yes,117.92349574088952,B,B,E,110.02351493092118,C,C,-20.114325484225446,D,71.76485798120221,B,73.99825155435491,A,B,-106.3088333937764,D,C,1
Bisexual,Yes,Both,-53.430031573087014,C,C,E,-119.10818791231775,D,D,74.8190009230258,D,-73.34802429139452,B,48.85198442307778,B,A,23.455966373777713,C,A,1
Bisexual,No,No,3.3918324184756856,B,B,A,-18.68670374268198,B,E,-143.81987155991376,B,-81.65119169901092,A,117.51396692236172,B,B,33.12830674922005,D,B,1
Bisexual,No,None,91.42196259269546,E,C,B,-146.85930241379126,A,B,-76.47669043945324,A,-153.0334290160509,A,175.9946848959953,A,C,175.03270414151572,D,E,0
Bisexual,No,Both,-38.21133340836166,A,D,D,-71.38536601619182,C,B,-90.79589192561559,C,-215.37123984173903,C,-104.14655037225012,A,E,-122.17235232845725,E,E,0
Other,Veteran,Both,-79.6958581938378,B,D,B,-1.695419559912682,D,B,132.78497510759289,E,67.67403978034861,E,-72.81306026914278,E,A,-166.65691513455218,C,C,1
Bisexual,Non-Veteran,Yes,127.25625667346259,E,D,C,-139.5309813579889,C,B,-79.75547119968587,E,-74.7028047942703,A,-51.66874990132224,A,C,-50.21084948168373,A,C,1
Other,Veteran,Physical,9.402661546978582,C,E,D,-19.80938160830964,A,B,98.52916367240279,B,-55.36208200566097,E,-68.8055427799945,B,D,133.42292389959673,C,C,0
Heterosexual,Non-Veteran,Mental,-48.402625007381346,A,A,A,43.30084116945981,D,B,89.04945643114985,B,-15.419451594932362,A,141.36313826086476,E,B,27.48211787155289,C,C,1
Homosexual,No,None,-16.158028482087037,B,A,A,84.28489122658856,E,D,30.558475518461602,B,-173.6240783086868,D,-7.081011269795594,C,C,227.59204688831213,D,E,1
Bisexual,No,Yes,-0.06253406431923025,A,D,E,86.39772271422778,A,C,74.15803351839564,C,33.05403615343764,B,-67.15461850485175,B,C,-10.038010716702209,B,A,1
Other,No,Physical,123.9181991052397,C,C,D,-71.13132791047987,C,A,20.099272565812864,A,61.515581689870324,B,-38.45347492856654,E,A,-68.07561211635014,C,C,1
Bisexual,No,Mental,170.37365552125382,E,C,C,-4.5187805631772555,D,C,97.7169202531514,D,-93.13508357635426,A,-68.11869147158916,C,E,-66.7390778101825,B,E,1
Other,Veteran,Mental,66.97894882561208,E,B,C,-73.24724887020227,C,D,33.14208623827502,C,3.611493696686712,A,-92.8758849850755,C,A,-32.56839522613343,C,B,0
Heterosexual,Veteran,Both,-181.93357688992245,E,E,B,291.04390019361966,D,A,-110.50216292925685,C,-123.88726378765466,A,-44.78080890435309,C,A,-13.475582858743007,C,A,1
Homosexual,No,No,24.85191860771622,E,A,E,-132.5819464990948,A,B,199.00075073896372,E,-12.995749084490074,D,123.4631417093313,B,D,-19.72943590054576,B,C,0
Bisexual,Veteran,No,102.7190710389704,D,E,D,54.51814026379607,B,D,-5.258744052610859,B,42.01772588604305,C,-207.4328167046256,C,A,-64.30722087100379,D,C,1
Other,Veteran,Both,-74.9776859049949,E,B,E,-30.472766420986197,E,B,93.28477413126427,E,36.05449897173466,D,-185.04918731040055,E,B,35.72323155885634,B,C,0
Heterosexual,Veteran,Both,56.73232131631357,B,C,A,176.922751255052,E,B,2.2569050276073455,C,200.221645475633,D,-72.81906127003302,A,A,-14.451974930637343,A,B,0
Bisexual,Non-Veteran,Yes,-159.7581756529475,A,D,A,-205.5229567832526,B,B,83.2321243544482,A,23.969419035154562,D,54.72546801962821,D,C,-72.67074885372612,A,B,1
Other,Veteran,Physical,-13.418789553206478,D,A,A,-60.69792355213248,B,E,-154.10717417709708,E,37.536999195943245,B,86.53624535895678,D,B,-21.566001942531994,D,C,1
Other,Non-Veteran,No,62.791379474966526,E,B,E,-194.25369868683836,E,C,-133.01390889992152,E,-116.11254666162272,B,-63.46970068128599,A,C,-98.9408702450451,A,B,1
Bisexual,Veteran,Physical,151.45139107020046,A,D,E,19.036504224272967,B,E,105.97935498925992,C,-79.74860799562205,A,-120.3283595524589,B,A,-68.14932725160817,B,A,0
Bisexual,Yes,None,134.68936427689246,D,D,D,-39.65879961653926,C,B,70.84681660909196,A,36.165224018340304,A,-78.98174241069503,E,E,-5.945079334139767,E,B,0
Homosexual,Yes,None,-133.70990567479234,E,E,D,152.26153180762213,D,E,35.1083923496389,E,-9.732257198704712,B,-22.95373571218677,C,B,-96.13657219474264,E,A,1
Other,Non-Veteran,Mental,21.224841006433333,A,C,D,-133.11704466101594,E,B,25.522978118085394,C,33.482580884427534,E,61.64986228434968,E,A,-49.62306713909964,E,A,0
Other,Non-Veteran,Physical,52.65114893259898,C,E,C,-49.53429860601299,C,D,29.886209015504583,A,-32.449847086231074,D,22.443139547373963,E,E,-52.98758254845401,A,A,0
Bisexual,Veteran,No,-81.38465763190447,C,E,D,-27.539079096206404,D,E,15.075400477826994,E,39.20597628754356,E,38.79885661974479,B,C,101.98616252718169,E,B,0
Heterosexual,Yes,No,-28.78921948448544,E,C,C,-103.5624275998974,D,D,24.31761036732327,B,-150.79065886372877,C,246.52721607363063,A,A,30.65071592181625,D,A,1
Bisexual,Yes,Both,-29.9014375735339,A,E,A,-19.24134752663248,E,E,103.09572197301516,E,6.638957384847738,C,16.774158971728728,E,D,-155.27742383878987,C,B,0
Homosexual,Non-Veteran,Yes,-119.02903427092278,B,C,D,118.00043132653413,C,E,20.40946176584803,C,101.80592966708433,A,-124.51281962373753,C,D,97.21225024699373,D,D,1
Bisexual,Veteran,None,31.732496558083067,A,B,C,-60.31976937917468,D,D,43.559887000052925,E,-176.3614490590643,E,-79.59291491913393,D,B,75.34342300853308,B,C,0
Bisexual,Veteran,None,-63.566412868829005,A,B,A,38.683148536742344,B,C,-4.449836722510027,A,-1.6017077337510555,D,148.63257434477703,B,D,-63.18914521789502,B,B,1
Homosexual,Yes,No,-118.05509518143107,A,A,E,99.35238160764196,E,A,-16.246731053411448,A,35.37810097849224,A,35.9174972196015,A,E,81.86681682028659,A,D,0
Heterosexual,No,Yes,98.50287817898962,B,C,D,10.344640051582987,B,B,59.416436385492666,A,3.8007896787360442,C,47.47510648860919,B,B,-47.92792913683827,D,A,0
Heterosexual,Yes,None,20.832364326090122,B,E,C,214.59479774982717,E,D,70.96665868241845,A,63.49618524242493,B,-10.984941142535382,B,D,125.08176267738176,E,B,0
Homosexual,Non-Veteran,Mental,61.820133456381555,E,C,E,85.05170074676829,E,C,-200.69381843784387,C,-4.281155828409268,E,-0.49278735468782414,A,C,183.20639323902856,A,B,1
Homosexual,Veteran,Physical,-6.295781565104249,C,D,D,16.89149740552122,E,A,-139.33809456987876,C,-44.2819821539948,C,0.9328995780761101,C,A,144.78227291839735,A,D,0
Homosexual,No,Mental,-1.9209010619954863,D,D,B,89.53130583068861,A,A,-63.0538977021607,C,-107.19430373592695,A,-82.83314439904892,A,E,-20.736009218203137,D,B,0
Homosexual,Veteran,Yes,-57.510549044373725,B,E,E,-32.58694771340102,B,E,-83.29573445105119,B,-56.992741481447176,E,-6.116123195230693,B,E,38.43125118477321,D,A,0
Bisexual,No,None,-67.24486310038911,C,C,C,4.379925138600705,D,A,113.61049022979257,E,-139.31972417067266,A,-129.74863078891084,D,A,99.90163641194988,C,C,0
Other,Veteran,No,172.90064869128648,A,C,A,120.54736545804066,E,D,-298.0092787206773,A,87.81972450808189,C,3.144422084694884,A,A,-91.0925998297924,E,A,1
Bisexual,Yes,Both,93.78295504515691,A,A,C,-109.82796080893422,B,C,55.29689974086186,E,167.09318527603858,E,-17.61432772606314,A,C,7.060808153274305,A,A,0
Other,Non-Veteran,Physical,28.024292935430267,A,C,A,58.747716332504254,A,E,-122.55562051814577,B,144.11753646989123,A,24.500735754621953,D,E,-148.7310677195837,E,A,1
Other,Yes,Mental,124.95035953000541,E,A,D,-104.91064372811749,A,B,-5.7132513677964365,E,-106.4588707817429,E,-0.35025864798267625,B,C,-12.020040744611507,D,A,1
Bisexual,No,No,47.74661563976969,D,C,B,-153.65076094766167,A,D,111.38673541889294,E,-94.56743092279633,A,76.87341271137544,A,A,-21.327383875467707,D,A,0
Bisexual,No,Physical,256.4589187501097,A,C,D,78.39191747870632,C,B,76.66365939941979,B,44.3542425489245,C,186.69446745349688,A,C,33.225542380863345,E,C,0
Heterosexual,Veteran,Mental,-52.57695303234625,D,B,D,-72.84880015962007,A,C,-87.62816921483022,A,20.932509861462453,C,75.31573864185634,B,D,-64.02102331443078,D,E,0
Heterosexual,Non-Veteran,Yes,-40.5878403039142,E,A,A,133.64272678742893,A,A,109.10656139447843,A,-101.25268946067382,A,117.24886304714819,D,B,-38.15474854468855,D,D,1
Homosexual,Veteran,Physical,32.69339506772911,A,E,B,-3.121212604033918,A,A,-86.04059674840929,E,-41.101375586957076,C,-57.89739850320467,D,E,25.661662037166554,D,D,0
Bisexual,No,Yes,66.46646468603356,B,C,B,-29.228532790563406,A,D,54.40306351362617,E,18.88418768097445,A,-44.06716261215519,E,E,-88.83565725746185,A,D,0
Homosexual,Veteran,Both,63.06363943499977,D,A,C,-126.2199367003878,E,C,57.03302848520666,B,-79.7360879901968,A,-84.89186971962353,C,B,-22.708588975325775,D,C,0
Heterosexual,No,Both,146.6424168275947,A,E,A,-191.74616511968173,C,C,-105.41923010324743,C,-86.48504012714562,C,-51.276651755247556,A,B,-90.9042559928773,D,E,1
Other,Veteran,Yes,-91.90837505721458,C,C,B,-112.44503275994519,E,A,-61.85160152993399,C,-21.68050172336347,C,-73.95807000221848,A,E,-188.1740361772898,B,A,1
Homosexual,No,Yes,-5.169691835007019,E,D,C,166.10243227438565,A,A,114.34658162102609,B,62.66871389885612,A,74.28135522905554,A,A,74.03944924324111,C,B,0
Heterosexual,No,Yes,217.87677282811603,E,E,C,77.23952289912526,D,C,127.04651692695516,E,-23.887344168674943,B,-150.84490712482196,E,C,49.03410660193976,D,D,0
Bisexual,Veteran,None,77.83703142317269,D,D,A,130.4308685378716,A,C,82.48090609903655,E,174.68428505904646,D,-138.45652926412075,B,E,26.17623944925552,B,B,0
Heterosexual,Yes,Mental,30.900680143288845,B,B,B,138.28007568712331,B,D,38.92901471694018,C,-197.2927587613753,E,-91.14513090067823,A,B,-57.50911560926014,C,C,0
