race,handicap,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
White,Mental,Single,C,-99.57673117000935,D,111.70768354638831,D,D,130.3129320492184,E,C,C,-55.482599050741456,E,E,0
Hispanic,Mental,Single,A,-31.97498855448208,D,15.424590718279049,D,E,-23.889693433306405,A,D,B,98.5778396892879,C,A,0
Black,None,Divorced,D,1.688090447235191,D,-22.572871596687182,D,E,170.5018498023678,B,D,C,38.72303798323688,E,E,0
African American,Physical,Widowed,C,0.01669289984245955,D,-76.731356888227,B,A,-82.28937289720416,B,E,E,-114.71825212881448,C,B,0
African American,Yes,Married,D,15.775033629107005,E,-8.16323798519605,B,E,-126.97811290998868,A,E,E,-134.2344875799028,B,C,1
Hispanic,None,Single,E,-96.03520039655173,B,41.57763984831779,D,E,-29.661544341973517,A,A,D,-39.50114396116541,A,D,0
African American,None,Widowed,A,-170.72674766027845,B,-153.49412806461095,D,D,-131.20427502399082,B,E,B,-96.39031906253783,D,C,0
African American,Yes,Divorced,B,82.04841429092619,C,80.29939635243478,C,B,-125.75268346446715,A,A,C,-32.53810319222661,C,D,0
Other,Mental,Single,B,-20.360736938004884,B,110.19252852908761,A,E,-117.92711008652937,B,E,C,-160.38989952720237,E,B,1
Asian,Yes,Divorced,A,64.79653341249542,A,28.05718135795153,E,E,-15.483472584325392,C,A,D,93.90049887195023,A,D,0
Hispanic,No,Married,D,-49.98277966410442,D,-204.65378401752918,C,D,67.83543251837041,D,D,B,60.68194955063561,C,E,0
Hispanic,Both,Married,A,-21.67611827077244,C,-118.92848603500654,B,C,-82.18452694046015,D,C,A,-124.22513911106346,B,E,1
Black,Physical,Single,B,-155.23016321424493,C,79.4070452852955,D,C,23.858242325868893,C,D,C,-80.63204137799985,A,A,1
African American,Both,Widowed,C,24.61476709539279,E,-50.72329738699395,B,D,-141.98430136602096,C,D,E,-51.85007854841999,B,E,0
Black,Physical,Married,D,25.991772186608063,D,18.391503364337815,C,D,-20.515791363858355,C,A,B,212.22400347632498,A,A,0
Black,None,Married,D,-21.105944015971815,B,0.6036468923397584,C,B,-126.93967340457597,A,D,D,34.79896298250602,B,E,1
Other,Physical,Widowed,B,-27.87002738310586,C,-87.30225194267905,C,E,80.21156551190465,B,A,A,16.12966033371319,A,C,1
Asian,No,Single,A,8.688411050859354,B,-127.64408905673479,B,B,-118.9990884484619,E,B,B,235.58526389082647,D,B,0
Hispanic,Both,Divorced,D,27.71931391808432,C,79.86458675380311,B,C,70.73538467522553,A,B,C,26.983101628024308,B,B,0
Asian,None,Married,E,-26.344430016990785,A,-155.0240718579828,B,D,-49.413209590418624,C,A,C,57.87760897011277,A,A,0
Other,Yes,Widowed,B,-206.17338066554703,A,-98.82920913168428,A,C,-44.53049623708769,E,B,A,-4.854614788307006,D,D,1
White,Yes,Divorced,C,-224.24365287769047,E,86.67224809005701,B,C,7.473394215465749,B,A,D,8.560476265696192,C,E,0
Black,Both,Single,B,124.04891163416578,A,-15.053908722675601,E,D,166.496480638856,E,A,C,-25.272596991098407,C,D,0
Hispanic,None,Single,B,91.83238671181225,B,149.96906808014288,B,B,-55.86295067351351,B,A,B,48.36888604005877,C,E,0
Black,Yes,Married,C,118.61794363970257,D,-15.898055193091626,A,A,-93.97353673666555,B,D,E,-359.9742039975156,B,E,0
White,No,Widowed,E,-79.71205046128537,B,-178.29031018834564,C,E,-32.66915444242011,B,A,B,160.04950713740928,C,D,1
Asian,Both,Single,D,-22.30420504000461,B,-139.8415097971563,C,B,-61.30805900616454,B,E,C,-132.96543947558746,C,E,0
African American,None,Divorced,E,38.91684395818759,A,167.3141184024816,E,D,10.717100351050494,C,A,A,282.41993852276227,B,C,1
Other,Mental,Widowed,A,-57.70452872545341,E,-22.067942606481505,E,D,-120.42478134354107,C,E,D,-215.4577044992267,E,E,0
White,Mental,Divorced,C,164.16675974604277,E,135.61209653249787,A,C,-208.05777753323252,C,D,B,-1.6380725650884955,C,A,1
Hispanic,Both,Single,B,-107.93730462146549,B,-24.921273938294497,E,C,-96.07827528309309,A,C,B,-30.782991749696336,B,A,1
African American,Both,Widowed,A,108.82288986799038,A,128.92513293780766,D,A,71.06720343377495,D,C,C,1.7254758557143794,E,E,1
Hispanic,Both,Widowed,E,12.593667041184542,E,57.549887422241184,E,A,-55.18148434321556,D,C,D,70.584024479678,D,E,0
Asian,Both,Widowed,D,-200.68096396162122,D,85.62268774532235,C,E,-68.10240307434174,A,A,D,68.8540292534806,E,B,0
Hispanic,No,Married,D,-113.28412599295494,B,7.264282418901258,D,A,64.33391922484485,E,A,D,-54.252959605048645,B,A,0
Asian,Both,Widowed,C,-59.90047042828465,E,-25.468756408387865,E,D,140.91135445590058,E,E,A,4.042912053991664,A,E,0
White,Physical,Married,B,-140.50070498335688,C,-136.3200313434447,A,D,2.9609614387406813,E,C,C,-18.70110784433087,E,D,1
African American,Mental,Widowed,D,-58.63029485541824,A,14.375204541407818,A,A,-60.01786276365846,C,E,A,11.918559382736243,E,D,0
Black,No,Married,C,36.543815113752146,A,7.206362748300902,C,B,-3.132528602646793,A,E,C,77.25515271443564,B,A,1
Asian,Physical,Single,D,26.06824932617836,A,71.41688404730338,E,D,98.85251788730297,D,D,D,54.827054491531534,D,A,0
Hispanic,Physical,Married,C,-43.972859035209815,E,70.32601836112332,A,A,-88.15502689119221,D,D,C,-61.004119133452484,A,E,0
Black,No,Single,C,74.05732327546681,E,-0.2023177047823315,C,B,-130.8042247683603,C,B,D,-30.72155717407249,C,D,1
White,Yes,Widowed,C,105.86597489461558,D,-98.77392554112406,E,A,-60.49498721984826,E,D,C,55.98188112016798,C,E,1
Hispanic,None,Single,D,83.38946542219772,A,-24.48721724804111,A,D,-97.29391861977511,A,B,A,1.5457495666943721,D,D,0
White,Yes,Single,C,89.643702844091,B,-7.39016036654342,D,A,28.202867160127226,D,D,B,89.55708492073929,B,C,0
Other,Yes,Widowed,E,-79.6013709849464,B,-79.65105322784865,C,E,51.877656323648914,A,A,D,-6.345125660794991,B,A,0
Hispanic,Physical,Divorced,D,29.833613763002926,D,-161.63553742231093,A,C,120.33506375714582,D,D,A,44.35700525130384,D,B,1
Other,Yes,Divorced,E,-73.90170206705703,B,87.95260823750148,C,D,42.206273108981115,C,D,C,-84.58940518905898,B,C,0
Asian,No,Divorced,E,50.60441257521855,A,-159.05282655725097,C,B,106.27712706796835,D,D,A,-115.60525076847001,E,A,0
African American,Mental,Married,E,-1.6255821249378375,B,217.8401192209818,A,D,-122.21386626518583,C,E,E,-91.11353197485603,C,B,1
Black,None,Widowed,B,104.66996564921551,B,118.87172388955479,E,A,-149.7036051755015,E,B,A,97.59193510145543,B,C,1
African American,Yes,Single,D,13.959591094644775,E,18.867491180501723,E,E,-135.44156309782431,C,B,E,81.05183191609534,C,D,0
African American,Both,Divorced,C,-32.89669539932883,C,3.613833247288975,D,D,86.98242779822968,B,C,E,257.64536980663456,A,B,0
White,Mental,Married,E,-135.4848911712377,C,-72.48654067712478,C,C,-1.1289004557180076,B,B,A,25.49203709179207,A,B,0
Asian,Physical,Divorced,A,-26.809062168905246,D,-179.94068460962728,D,E,75.99819012449016,D,D,C,77.74657205289233,E,B,1
Other,Physical,Widowed,D,6.184416932400881,C,-92.25832734534565,C,A,94.86818620663634,D,A,B,-313.3666995500983,B,A,1
African American,No,Single,E,-36.51543693946842,D,54.80343546024695,B,A,174.81388011788135,D,C,E,154.3816564626442,E,E,1
Asian,No,Widowed,C,76.1311013792019,E,89.52698869468674,D,E,-249.94304150563323,B,B,A,154.28785716226108,D,A,0
Black,Mental,Divorced,C,26.91731567696843,C,3.204019239300792,E,A,43.18738053009225,A,A,C,70.27523583891032,B,A,1
Asian,No,Divorced,C,13.090872786591346,C,-54.79464928770289,E,A,-181.73076970813597,D,D,D,70.02417567746019,B,C,0
White,Mental,Divorced,C,-130.41719318162984,B,-6.3716155672388615,A,B,225.4029221551193,C,D,D,-92.16338100252128,C,D,1
African American,Mental,Widowed,D,-28.323249629878035,A,3.1086793868128577,B,A,-16.46764772238066,D,D,A,-101.21402723004923,E,B,1
Asian,None,Widowed,C,-151.03221556986517,B,-43.44923050702008,A,B,-81.34858787711158,C,C,C,-76.7398694913515,D,C,1
Hispanic,None,Married,B,-113.24847657428366,A,73.35988342629868,E,A,120.28560293286628,B,C,A,-76.16968821077064,D,C,0
Black,Mental,Single,D,-62.44940219990727,C,-147.6631928726676,A,E,10.163221314848402,E,D,D,150.28745190629564,C,B,1
African American,No,Widowed,C,97.6979124585452,C,-131.96460339214005,E,C,-40.60303012800025,C,A,E,27.87714835823759,D,E,1
Asian,Physical,Divorced,A,47.70050009572772,C,-151.38129291469517,D,D,-3.4448759966568563,B,D,B,-34.49986913738931,A,B,1
Other,Physical,Divorced,C,-219.48572094981483,E,66.13009626484934,B,E,-37.63296670736582,C,C,C,264.17964130404187,E,B,1
Other,Both,Widowed,C,-63.05833545176455,B,223.33569068027725,B,B,26.411566532221425,D,C,E,-15.319539071888572,E,B,1
Hispanic,Mental,Widowed,C,72.49512751276887,D,-102.86926080893993,C,E,-1.8376957080823886,E,D,E,-58.01744881182776,D,B,1
Other,No,Single,C,16.447922799208108,C,76.72544565934362,C,A,-89.777067350668,D,B,A,-74.1584209128755,D,D,1
White,None,Married,B,185.1278414553069,A,4.246960933799925,E,D,101.09300594870201,C,C,B,-19.173473503248932,C,C,0
African American,No,Married,C,-162.32265564291265,B,-70.62816604305497,B,C,74.55228758143303,D,B,E,35.61684536030394,E,B,1
Other,Mental,Widowed,E,46.3657397719983,A,12.155543352162868,E,B,-60.48497719297128,E,C,E,105.02789996315481,C,B,1
White,Mental,Married,B,-59.85763352854483,A,97.75241452464094,B,D,-156.57825127911457,A,C,D,3.6679145541113645,C,C,1
Asian,Physical,Single,E,61.29067073877557,A,21.584569236148436,E,A,-37.1464534790009,B,E,E,-64.3330838646292,A,C,0
Black,Yes,Single,C,115.88086223301153,E,86.0297426970097,C,A,31.373009126579387,E,E,A,-65.32371443779331,B,D,0
Asian,Both,Single,E,-44.932601537781366,B,182.23956987572424,E,A,-116.839117541164,D,B,B,-118.77146375376132,A,B,1
Asian,Physical,Widowed,E,-44.408951910569264,E,73.48164948156666,E,B,146.4954303837985,D,A,D,-196.98118806595693,E,B,1
White,Physical,Married,D,133.61591526048915,C,-62.67749146663155,D,B,220.648862622969,E,E,B,-43.04510930858924,E,E,0
African American,No,Single,A,0.21736425639552773,A,-143.2060098185309,E,A,-58.60689110306355,D,E,A,96.16593445238917,B,C,0
Hispanic,Both,Widowed,B,32.00890644866681,A,-65.77625984176592,A,C,71.09828659532374,C,B,E,-18.093467649627858,B,D,0
White,No,Divorced,C,193.2818928848666,C,-64.09986453394043,D,A,97.40684230652906,B,D,B,83.18160185106811,E,C,0
White,None,Widowed,B,-81.62426026562264,C,16.15980332998873,C,D,-54.50579941948954,E,D,B,30.931185537463218,E,C,1
African American,Mental,Widowed,A,-108.21237211572958,A,-96.28864669952654,D,B,11.302299000684334,D,C,D,-110.49379965885609,C,A,0
White,Mental,Divorced,E,-13.127722741523694,E,-37.99591610542973,D,D,50.724319225003136,A,E,A,-44.54698827215454,D,C,0
African American,No,Divorced,E,67.02064461988367,B,-66.60022407659815,D,A,60.082082030335116,A,C,B,49.54789413848166,B,A,1
Hispanic,No,Single,E,-43.054579575125835,A,103.36708062421609,D,C,141.72661888207801,D,D,A,58.21454537590708,A,D,1
Black,Physical,Divorced,E,7.9076784503080155,A,114.54411167555625,E,D,-184.9946811378783,D,C,B,-93.12512407260853,B,A,1
African American,Both,Widowed,B,26.395811915511626,D,123.40060262311287,E,D,-196.11559751642622,A,B,D,-88.50712857695207,E,D,0
White,No,Married,E,84.51733271800323,A,220.65812072101951,C,C,-100.20658996504307,C,D,A,155.83611927887173,E,C,0
Other,Physical,Divorced,C,79.63138560763385,A,-47.46310079113937,B,D,25.789202730121662,D,B,A,-39.2513493789176,E,C,1
Asian,None,Married,C,-98.59468220307164,C,-121.95813820737452,E,C,71.25721734384159,E,C,D,-63.33830642733413,C,C,0
Other,Mental,Married,D,98.99539012849135,E,129.87687876039323,A,A,99.77612235759395,D,B,B,-4.139194427936929,C,B,1
Hispanic,Physical,Widowed,E,-173.8372315757808,A,-81.54484793892536,B,A,42.90674613966971,C,E,A,-152.09648011880756,C,D,1
Hispanic,None,Single,E,-3.0343351893336425,D,-92.03864586126966,B,A,-33.69717553901286,B,B,B,-68.52453840387318,B,C,1
Hispanic,Yes,Divorced,E,-126.71137669654162,C,-9.513629799581249,D,D,16.623257627367895,C,A,B,-98.68448808641674,C,E,0
Asian,Both,Single,E,111.0605986237596,D,-55.894968163285,B,D,-59.546319644832145,D,C,A,-155.72697136917895,E,E,1
Hispanic,Both,Widowed,B,-19.746019846068243,C,89.00215833171278,E,C,-39.60688343110693,A,E,A,188.551373760275,D,E,1
Asian,No,Divorced,D,-20.59893949276946,E,-34.10100308763861,D,A,89.72292870086231,C,B,E,15.108305046477517,C,A,0
Asian,No,Single,D,134.24510588813283,A,-57.3561190507347,D,C,-95.88685313570501,B,A,D,-125.69415889410082,B,A,0
Hispanic,No,Single,D,80.46592160266867,B,142.7057816907723,C,D,64.21544767217841,B,A,C,38.627098594103664,B,C,0
African American,Mental,Single,A,-129.47139826622958,D,101.88067085905801,B,D,41.872996999022604,C,C,D,48.67716706032718,A,D,0
Other,Mental,Single,D,93.8439565087632,C,-199.57563081639904,E,A,55.70993724118127,B,C,E,29.304536813780697,A,D,0
Asian,Physical,Divorced,E,1.287256609060075,A,120.50769441276042,E,D,15.797456304567802,D,E,B,-0.7037292733290755,E,D,0
Other,Yes,Married,C,-10.674015756842362,D,-60.913277950099875,E,D,-52.00263922702939,A,E,B,68.86336077231144,A,A,0
Other,Both,Widowed,B,-47.92865365650821,C,-18.573654298441024,A,C,-49.195888359533484,A,B,C,-94.05947791461415,D,D,0
Black,Mental,Married,B,-5.53967346087586,E,-23.576540737291456,E,E,6.246215856427495,E,A,B,173.86376924057882,D,E,0
African American,Physical,Divorced,C,-88.07028275817244,E,-88.65462653964006,E,A,65.50847276553853,D,D,D,92.68279599306962,B,B,0
White,No,Widowed,A,99.28145787269595,B,68.88654357526728,A,B,-126.52480835925918,D,B,A,-108.82426052798789,E,C,0
Other,Yes,Married,B,11.601885775642799,D,126.1238907553754,E,C,86.96338888620133,D,B,E,12.148759742535738,B,A,1
Asian,None,Widowed,B,-52.95597843173751,C,-45.05026379509088,C,E,-82.25229449336226,B,D,A,21.729746530512024,C,A,1
African American,Yes,Married,B,-29.097393020674595,A,58.28684296757118,E,C,25.804145554366748,E,E,B,54.66168084860043,D,E,0
Asian,Both,Widowed,A,114.26888728539295,B,-5.206210805508748,A,A,126.54640792254584,B,B,A,26.83458640141555,E,A,1
Hispanic,None,Widowed,C,169.07492519784157,C,-137.49893352480103,E,E,-39.80192990289347,A,E,A,-52.67162229035633,C,E,1
Black,No,Single,B,-54.91023082084372,B,-17.9982379047839,E,C,82.3438566550188,A,A,A,47.44640699276113,A,E,1
African American,No,Married,E,26.533845191024554,E,45.826759334683345,A,D,-9.250047693658356,C,A,D,-42.61369367568348,D,C,1
Other,No,Married,E,4.858582209066786,A,102.04719667278266,B,D,-47.174839388153075,D,E,C,-51.089635010251286,A,D,1
Other,Physical,Single,B,9.386011671262347,A,120.43948389240668,E,B,-165.86165379088888,A,D,B,-35.62267245198579,B,C,0
Other,No,Divorced,B,-57.32098862802899,D,-152.7093625007937,B,B,89.35399039093994,A,E,B,-83.7657042763027,C,A,1
Hispanic,No,Married,A,-128.15327207832956,D,38.47119560641672,E,C,-172.9560801759847,D,C,E,126.88445580615249,D,C,0
White,None,Married,D,-4.505437953853579,A,-29.83425402145897,C,B,6.613678000309956,D,D,C,9.63192284429002,E,C,0
Hispanic,Mental,Married,C,161.95917736059448,C,61.92525148747395,C,E,-64.91536556372346,B,C,E,168.03525819876026,A,A,0
Black,Mental,Divorced,C,154.18072537949394,B,-33.06659610614781,D,A,53.65833594935035,A,C,A,163.75203435112567,C,A,0
Hispanic,Both,Divorced,A,-190.3855494198912,E,167.8386478987742,D,E,-59.26374478243777,E,E,D,16.702207204590273,A,B,1
Other,None,Single,D,19.305960658357744,E,290.4000614801054,C,B,-61.09849580972898,B,A,C,-145.7141713557957,B,A,0
Asian,No,Divorced,E,77.79231506611468,B,193.5202636131618,C,D,-25.06284149619105,D,E,D,-72.35925029859128,C,A,0
Other,None,Single,C,-155.2007545508868,B,1.1216021839739954,E,A,143.76949340870374,C,B,A,-50.31104916876015,D,E,1
Black,Both,Widowed,B,132.92791729926904,A,12.503448442213902,D,A,60.57619714781383,E,D,D,235.492158661569,D,D,1
Hispanic,None,Divorced,C,9.307938888018189,C,-64.15301962594957,E,E,-137.62865926478668,B,C,A,12.345706531575907,E,D,1
African American,No,Widowed,E,-85.55633597530023,C,-143.7609455148351,C,A,133.9204743298707,D,C,B,-144.9076476207464,C,D,0
White,No,Married,A,-49.41226632513263,A,26.353593055580728,B,B,-50.693032868655074,B,B,A,-103.80070977563942,B,D,1
Hispanic,Mental,Single,D,102.40217522366837,C,91.4332485099076,D,A,-176.57456705677487,D,A,D,93.37016911453955,E,C,1
Other,Physical,Divorced,A,-73.69871389266429,A,25.91182414721197,E,D,48.215734106376175,B,E,C,-115.37336473668994,C,E,1
Other,Yes,Widowed,E,-89.061672603961,A,74.94075453896023,A,B,-201.00271062560017,C,C,E,102.7828838544975,B,C,1
Other,Physical,Married,A,-15.290369877882984,C,15.19392771251962,D,A,-1.2335101351744455,B,C,B,-14.913976492715985,C,B,0
African American,None,Divorced,B,54.717839339531835,C,61.35724827077519,C,A,-142.84744385552958,C,C,C,-38.98040300966148,B,B,0
White,Physical,Single,C,-4.397950911832345,E,33.111448009035904,A,C,-72.60683191539877,B,D,E,60.03717713217767,D,C,1
African American,Yes,Divorced,B,-63.547146148439296,A,-50.177688316116885,B,E,-67.35255068259488,B,B,B,69.96387271620303,E,B,1
Asian,Yes,Divorced,D,25.295357926762446,C,-40.754782608506666,D,E,121.92653568149791,E,E,A,-51.418266535838285,D,D,1
Asian,Yes,Single,C,19.974380907534194,D,79.93720804589289,D,B,51.21925360000571,B,D,E,-72.72414064002069,E,C,0
African American,Physical,Divorced,D,85.53199133478053,D,-118.93636171503657,D,E,209.60600341720976,E,C,E,-74.18256897759483,E,D,0
Black,Yes,Divorced,A,68.26215529148172,B,84.32553294614056,C,D,-2.453443687336255,A,C,B,-7.457006231740401,B,A,0
Asian,Mental,Widowed,A,35.92297829617897,B,-86.23202411360855,C,C,-13.829470941231111,E,D,D,-32.75455475021282,C,D,0
Other,Mental,Widowed,C,83.08847523191915,A,63.03569900650879,C,B,26.784022265439038,E,A,C,151.81152909709365,A,D,0
White,Yes,Single,D,22.12762990221124,A,155.64596032204338,D,C,135.95618334997482,D,D,B,-74.45034221264414,C,A,1
Asian,Mental,Single,C,-66.67138735251017,B,-164.20054157328423,C,D,-175.2387704225392,D,C,A,233.70973397797593,B,B,1
Other,Physical,Married,D,122.75795831156371,A,105.76605510165196,C,A,214.2364972047435,A,D,C,19.93606767927316,C,E,1
Other,Physical,Widowed,C,122.12102680213697,C,12.55783113914819,E,D,-117.62806471837,D,D,C,-74.8097080279782,E,A,1
Hispanic,Physical,Married,A,9.409312513871054,C,-79.91994380575488,C,E,5.496980276835239,E,D,D,-57.30935942962911,A,C,1
Other,Mental,Married,B,-53.086231934076245,D,31.98886075006734,A,A,88.43372912514633,D,B,D,-101.81609914958587,B,B,1
Asian,Mental,Married,B,80.80316310513773,C,-91.33579135389644,C,E,-74.44286489088826,A,B,B,-73.95978568176716,B,B,0
Black,Yes,Widowed,B,62.94762265404133,E,-168.21204388435444,E,D,-68.5940165786885,C,A,E,-157.5140942241441,E,E,1
Hispanic,None,Single,A,68.54937980721984,D,47.80176080820864,C,E,62.99053595134224,A,B,E,-23.68621188055129,C,A,0
White,No,Widowed,C,-47.87245075654552,D,11.299452882546866,D,D,-22.920223929525495,B,D,B,145.070304104777,B,C,1
Other,No,Married,E,126.82752011157581,A,88.64271206858878,A,C,-5.975032407087641,A,A,D,-201.15542511746293,A,B,0
Asian,No,Widowed,B,-41.694549698511,A,-42.99163779138482,E,D,-99.87402786093067,C,B,E,-232.47264082734608,A,D,1
Black,No,Widowed,D,-60.24640388499215,B,-115.37545172201507,E,E,13.09998116833066,E,E,D,9.998566620629669,D,D,1
Hispanic,Both,Divorced,E,55.75380538868262,C,-28.534757794801724,A,E,5.27966934775969,D,A,C,-183.19250273573223,A,E,0
Black,Both,Single,B,-89.87967408237945,A,-60.66147095051788,E,C,7.059502952846277,C,B,D,-70.58943372769285,B,C,1
White,Both,Single,D,-154.16575533313718,E,-11.353165642230815,B,D,45.44328673272485,D,C,D,-53.681487007877,A,C,1
Black,Both,Single,D,175.2128252774598,C,-64.71082290564473,B,A,30.64363161797548,B,A,D,-28.341706351340175,E,E,1
African American,Physical,Widowed,E,10.07312787251565,D,88.25817593822765,C,D,21.96223274903426,D,A,B,64.52529707644865,A,A,0
White,No,Single,B,146.67094307153522,B,-149.53478223932163,E,B,-24.863088179700902,C,C,E,-89.03439780025742,A,E,1
White,No,Single,C,-10.889411848726665,D,56.630328325665566,C,D,-53.47677800873147,C,D,A,-100.2320685706539,E,C,1
Black,No,Widowed,C,134.8669161468292,A,193.23028258851963,B,E,-69.75805449628125,C,A,C,-32.08492131471207,C,D,1
White,Physical,Divorced,B,45.18110795368019,D,47.29640735459057,E,D,-40.536166629918235,D,D,B,-241.8717874026476,B,C,0
White,None,Divorced,B,-13.595949955315282,A,21.981563235973624,D,B,1.0348008286377548,B,E,E,-55.90588318186299,D,D,0
