disability,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
None,African American,A,D,E,E,-74.10425838177457,E,C,C,-31.37174371459427,B,-181.49575400164082,79.96332948995367,43.96460697021313,A,C,-52.1550777192067,102.90559448616312,C,B,0
Mental,Asian,E,C,C,E,57.51216900764754,D,B,E,69.24731734523112,D,13.444011389583974,-115.64652223217762,70.01454603764343,E,E,-78.69357230128881,34.29404857916086,B,D,1
Mental,Other,D,C,C,A,158.77544918440083,D,B,D,-42.56436653332555,B,-27.147505347274365,51.03004967093643,44.489202294192076,C,B,-40.60114378772432,-75.73477166473852,A,A,1
Physical,Black,A,E,C,A,-105.00888704621383,C,D,B,5.836136937824438,B,21.765182375430122,-10.387719050848098,-144.89779023778726,B,A,43.04813262725018,35.20490734678951,E,C,1
None,Black,C,A,C,C,15.801468772300739,B,A,D,-68.91577600547774,C,72.02673811012494,-17.187864410028446,-28.400177593300352,E,E,-14.699457553155671,-224.35773022741708,B,D,0
Physical,African American,D,D,A,E,101.50899812740302,C,A,E,-32.70967417871631,B,-80.00897583925864,-45.06812069732812,36.89045233983461,E,D,-36.632359760177444,-111.46460855118943,A,E,0
Yes,Other,D,B,E,A,48.100261415611804,C,E,D,-36.797627934554896,E,-32.455660370966385,168.12760269002572,52.86794119294975,C,D,6.1894878769436215,43.49003828188629,C,D,0
Physical,African American,C,D,D,B,97.60234736454754,E,E,E,155.40719386100403,A,-10.872328014008511,164.325902842937,-55.611166271842635,D,B,-102.14147375615225,24.95703222010959,E,D,1
Physical,Other,B,D,E,E,-68.59758694059633,D,A,E,7.753778781068584,C,-125.6846297182574,104.31228256530922,-85.06088893603884,A,D,18.058490343300498,118.07047118310399,E,A,1
No,Asian,A,D,A,D,50.763994173698144,B,D,E,-164.7846474253365,D,-80.4205373767486,56.47419194443902,-15.115578618248465,B,D,183.27068265965926,-30.10613888501748,D,B,1
None,Hispanic,C,E,D,A,110.7462437460764,E,E,E,-76.87012981381943,D,-99.70102271663107,-37.666987851719746,-78.24496732265649,C,A,20.731805142451062,125.10069729530886,E,B,0
Both,Other,B,A,A,E,199.60705346073615,D,B,A,-49.77842697250372,D,58.60735059594836,-25.378865932468024,60.42334467053646,C,C,12.54545792055754,60.90943323401935,D,C,1
Yes,African American,D,D,E,A,187.79417258062622,A,C,E,-30.676734542731776,A,-132.09071959958825,14.011339725143548,-14.364589649574219,D,C,71.37355777665908,-114.03080470178624,A,A,1
Physical,African American,B,E,B,E,-139.15185236175316,E,C,C,87.78129665746832,B,-92.97004127650898,-30.63461506990839,100.85645046233557,A,E,-141.6174807126247,-116.28913408117812,E,E,1
Yes,Hispanic,A,B,C,B,65.04428822655694,B,B,B,-69.6391520523173,C,121.67602567356579,-55.38955188070798,-107.72088155197174,C,E,147.53651646270006,-53.000370113515686,D,D,1
Both,White,B,B,A,B,103.13140417894373,A,D,B,142.3537145557946,E,68.85391238221113,158.04045677707353,40.75986693192584,E,C,28.896111139328685,67.293060286203,C,A,0
Yes,Black,C,A,B,B,-39.70140855323649,D,B,B,-79.13839881813757,D,109.78651382786686,4.779463171001403,65.41976862189911,D,C,193.5960374054034,-75.69154470812472,B,A,1
Physical,Other,E,B,E,B,69.37549212417606,B,A,E,-99.05419879530545,D,-162.15879513734984,-25.87929401577168,-38.880403844501345,D,B,181.21111475394991,49.00900032427962,C,D,1
Mental,African American,B,E,A,D,-52.78774942046406,A,E,A,-151.94409071366053,C,-112.72509979266603,-48.6306429726076,84.26645637968078,C,E,64.86893204621387,14.961545619347936,A,E,1
Mental,White,E,B,C,A,121.63508043371904,B,D,E,139.2251982502097,D,-207.73475433550948,-53.01830915758883,88.05221264754375,C,E,-51.54769492389795,73.96638725648404,B,E,0
Mental,African American,D,C,B,E,154.0359608376513,B,A,D,-2.501598798753531,E,43.647111895254085,-24.335781340759755,-48.76151817793365,A,D,-42.41304550438727,30.366381121040178,E,B,1
Both,Hispanic,A,B,A,C,181.6392064845902,B,C,D,31.385439157369778,E,-108.76183243886426,-50.646785908038524,-39.94196067791609,B,E,-101.71865798394768,37.54632258679325,B,E,1
Yes,White,A,C,E,B,-6.020322481370257,A,E,A,19.905183342018624,A,-199.07876109486494,113.40452928921457,-45.00659061130165,C,C,-71.41821812239293,-66.59154062465262,B,D,0
Physical,African American,D,D,D,A,-39.161050736970445,E,B,E,30.390244909854726,C,-19.02053792300358,234.75031893147386,21.835048325262925,C,A,-45.08349347039501,-171.61902251060167,D,C,1
No,African American,D,E,E,C,106.63201110141452,A,E,D,-83.31974948895422,C,9.367877776195831,39.96120743601754,-92.12526099614206,E,B,-38.53336162501778,-94.65827438165175,E,D,1
Mental,Black,D,E,B,B,198.19730032503355,C,B,A,-12.986931742827162,D,52.501300434937846,59.48449477747128,190.55858205068114,A,E,106.36010488961203,-65.11650690382777,E,B,0
Both,White,A,C,D,B,170.72515417363354,D,B,E,44.44028923693883,A,-6.008502787609599,4.645775709969203,-23.995942433973873,A,E,75.74058503255006,-166.5996115551696,B,C,0
Mental,African American,B,D,C,D,-12.43163805403728,A,B,B,-202.16454558877297,A,-53.27508134886412,169.40326447018734,69.43887924741159,D,B,12.300037980026929,95.60006798099657,A,E,1
Physical,White,A,E,C,E,-9.46499709272455,A,A,C,-38.31147018397611,D,-82.54255266020073,-50.35037663156403,-134.20561757621545,C,D,116.15180223291928,41.622023200576685,D,E,1
Physical,Hispanic,E,C,D,E,-33.98031916907417,C,A,C,-47.932373553293715,B,204.90389684642832,4.771049558451137,0.9137860475180584,D,A,6.610028771794601,-61.098532884999514,C,D,1
None,Hispanic,A,D,C,A,-82.44503027423059,E,A,B,-111.22302891061588,A,6.2539512328698335,-101.1349424027961,-133.12536140372418,D,D,-24.235300780549395,65.91992495621784,D,D,1
Mental,African American,B,D,D,E,-16.87034576562753,D,E,D,55.889292627204846,E,-85.89153832123084,100.15544047052336,-34.88015779820797,C,D,-201.61979394258555,56.45331638161768,C,B,1
Mental,Black,D,D,B,B,-261.11112284538257,B,A,E,-117.48350854962932,D,-66.92744094009616,-39.072006094284234,65.77223083608521,C,C,129.1404271204464,77.86281212491622,D,B,1
Physical,Black,E,A,A,E,81.53948203374742,A,C,E,214.78275112369656,A,-12.296186826984048,20.2655398691061,169.25618942176834,B,B,-60.769004890713994,-76.97432085189713,D,C,1
No,Black,E,A,E,E,74.40603321172725,E,C,B,-11.827040079005478,C,-125.46685409841479,1.2807678068045825,-78.9694538983399,C,B,64.46007656282814,-25.223568565809934,C,C,1
None,Asian,E,E,E,A,129.90727681977384,E,C,E,160.17896435342186,E,51.970980486697,-19.826564614350907,-18.128935020722334,C,B,24.85808050248246,23.738983641730666,E,D,1
Both,Black,B,E,C,E,112.16078268763776,D,C,B,123.0388236983873,D,-277.8844078399623,-27.417354045456527,66.42921731228462,E,B,69.65962380949166,130.62427785782666,C,D,1
Both,Hispanic,C,B,C,D,46.07715381740907,C,C,D,-1.3391661889683464,E,-113.34772167853589,-59.68613367837033,170.27479510613844,C,E,-46.739465255830304,-109.67005719935803,A,E,1
None,Other,C,E,B,A,-43.13192391841037,D,C,A,30.03318545205053,D,-73.74033888355906,-62.47419231064939,-215.38523333051822,A,D,-107.52623274210858,38.38636814441916,C,A,0
Mental,Hispanic,B,C,A,C,-20.335138779148817,A,D,D,-92.16655685629237,A,47.7306224975882,36.98913593356657,20.608356527936383,D,C,-13.748192234611063,251.26175346893373,D,E,0
Yes,Other,A,C,C,C,29.576435242530657,C,E,A,74.39480538992822,E,125.97060904166786,-11.224135619004292,92.16047428043234,A,A,-24.63468194705255,-197.275269759528,C,D,1
Mental,Hispanic,E,C,A,D,-25.224705881636712,A,B,C,-70.59789024404192,C,-91.02319041311601,24.399461142574758,146.74133457104224,A,B,146.37697787000027,74.61940105617053,B,A,1
Both,Asian,B,A,A,E,-129.36492647622444,B,C,B,185.18965896470482,E,-73.78131084056851,1.845400027350344,102.5928264407995,D,E,133.3116101728278,-92.880022510468,E,B,1
Both,Black,D,E,A,B,53.001614150233614,C,E,C,6.4189753183458516,A,18.7987468018514,92.30381557070552,108.56421662243262,B,A,41.160360546725876,221.2209130384208,B,D,0
Mental,Asian,B,B,D,D,-119.7049591340804,E,E,B,-24.165801538606864,D,-180.981178285698,96.28638118624316,80.15105600815485,E,A,-74.92390612679606,17.31365115427889,A,B,1
Mental,Other,C,D,D,A,68.38565589518133,B,E,D,196.76918284173914,B,39.79694669231335,-158.63471003186208,76.09258759348143,A,E,-38.341670182700035,-210.57885082696885,A,C,0
Yes,African American,B,A,A,D,57.059676159230555,C,C,E,-30.570520495595154,A,-165.03302574840512,-161.39324031898548,-46.0682358173712,A,A,157.93723429779652,47.62473677054886,C,E,1
None,Hispanic,E,B,E,C,-89.75992820056037,A,D,B,176.1799753762637,A,230.01783347566857,-56.61705812796178,41.86731725852928,A,C,0.24255407843268717,-35.10588337872544,A,C,0
None,African American,D,A,A,A,-67.21298457789823,B,B,E,25.6340254573936,C,-48.30691595765702,-46.70437739136851,91.22820360113786,E,D,32.793160835381016,-82.75521675068327,D,C,1
Mental,Black,D,B,C,E,-63.4839642667421,C,D,D,-103.98058974201432,B,213.931795391302,53.26081135226938,-15.369050815186997,E,E,-138.7660490312624,-11.588426737822001,B,A,1
Both,African American,C,D,C,E,-4.736680717157865,B,C,A,222.01097530895578,D,-110.7337673035102,-122.0439671959164,-13.05303509462055,E,E,7.583256973215917,186.5147237741894,D,D,0
Both,Hispanic,D,D,E,D,-14.182651959767925,D,B,C,-72.79450772647034,D,-68.01997064089885,230.73680905684105,-63.714100686195295,C,B,-78.35710963777476,-35.86389335303843,B,C,0
Physical,White,C,B,B,B,111.07101821173121,E,C,A,-113.83918862691044,B,-18.4660826172873,66.7685260207303,112.85331187760595,E,A,-69.42393071973643,262.0449062992138,C,C,0
No,Other,E,D,B,E,-38.66186179987198,C,E,B,-74.86876005092013,D,-26.335069374776744,-152.91831524109472,2.737770054183291,B,A,-49.621793298764864,-76.19198779571852,A,E,0
Physical,Other,D,A,B,C,136.25011328678664,B,D,B,124.19188657952587,B,-90.32286232549103,37.76108595006515,39.48819991701083,D,A,-245.9471196403753,53.402045963088206,A,C,0
Physical,African American,D,A,E,C,61.25393241157819,B,A,D,-28.217341423180002,C,26.65849529222114,86.67947712037304,80.58383630981297,A,C,153.26644120378262,101.28273608559029,E,C,0
None,Hispanic,B,C,D,D,-46.25272664699847,C,E,C,-92.59136663942216,D,74.73983662171253,29.202656526741443,21.992614577104582,B,A,-112.84396442602238,143.28053774310843,C,B,1
Mental,Asian,E,B,E,C,80.28248203205287,C,D,C,231.64042140633148,A,35.750621594915344,61.84254529130844,-68.78269408405762,A,C,-58.76944857545669,-55.31188786932481,C,D,0
Mental,Hispanic,B,D,B,B,37.19623000981549,A,B,A,-27.500885663709703,B,-114.405266810064,10.710362267037974,-79.49191313263304,C,D,-165.66832508734575,36.95650761664498,E,D,1
No,Black,E,B,D,C,145.4756070374294,E,C,D,-2.057304464237138,B,0.9665037338122308,-16.27602688703939,-119.53267507191816,E,D,77.71200935529718,6.842269681687789,D,A,0
Both,Asian,E,E,B,E,55.99193016264278,A,B,D,70.03270484311851,B,188.77550280703412,3.8620700034634012,-205.06586681968307,C,B,-19.701840186608827,143.57930409371957,A,B,0
No,Other,E,D,C,C,10.773557011499225,C,E,A,168.47520461586143,E,-234.03501212960646,20.975810245790573,108.15515120779078,A,E,12.225678450622684,45.708825364169044,A,B,1
Yes,White,B,E,A,D,36.063722794167916,D,E,C,-102.21609456482852,E,84.41746863077826,-176.24747536811523,116.95984557904535,E,D,-7.9219416700226715,16.33742268723317,C,E,0
Both,Black,B,C,C,E,56.303650545361414,A,A,C,-59.382047130036895,C,175.7086641706713,67.62043522507442,11.422830751579081,C,E,64.14791694097471,80.33126538947614,C,E,0
None,Black,C,B,A,A,-162.32118949571705,C,D,D,-74.61647892298724,A,39.30623715839189,45.383443334276436,-95.49440258557513,D,D,68.57157095554484,-35.71641369462916,E,C,0
Both,African American,C,A,D,D,52.75448959124649,B,B,E,-160.8319550025003,B,-92.65392823547249,107.18719926268847,-62.92774687449262,A,C,184.14558792365872,-10.214088733892538,E,C,0
Mental,Black,B,A,C,A,66.07904965221134,B,B,E,28.610210060847347,B,31.353922482144313,154.77431114175465,-177.33174320845148,D,D,-68.79429917282356,-162.72064367976228,C,E,0
None,Other,E,D,D,D,-78.4793148894208,E,A,D,-130.75254451711555,C,-115.52349525226053,-60.270021327504075,-81.53290989373833,A,A,-54.87233911858398,-21.20188266513653,D,C,0
Physical,African American,A,B,C,A,-77.34015406647859,D,B,E,151.12407415446444,E,147.58545940952175,201.87603142881315,-189.7284877190827,A,E,66.71918025221282,71.84540615291179,E,D,0
Physical,Hispanic,D,D,D,E,63.75086460067379,B,E,E,54.212216570332906,A,-243.7286523870897,100.36906290477343,-28.707231645770115,E,E,-14.197457979051867,40.46626484303347,D,D,1
None,African American,B,C,D,D,49.369321671587066,E,B,E,-236.631159513057,B,-31.76866769608503,-163.49100603687774,28.613712923941225,B,E,14.09761382990396,8.197583264455236,C,E,1
Yes,Hispanic,D,C,A,D,27.100961592230256,D,A,A,-18.177992609242956,C,30.062631025805185,62.13547034509197,6.7373595243601,C,A,106.82064369004345,-6.327275576688263,E,D,1
Mental,Hispanic,B,B,B,E,19.828634443364084,C,B,E,144.39489736176802,E,43.48406121825701,64.29975387838923,142.36949737748336,E,B,18.359897948781434,-41.60226279780056,E,B,1
Mental,Asian,D,A,D,E,70.16062066541441,B,A,D,-10.79709846162784,B,90.79103634736883,-147.39499156897534,-22.372920610757273,E,A,-9.771276293869999,44.25634027377179,C,A,0
No,African American,E,E,D,D,-103.73374836855449,D,A,E,85.37135297147073,C,-39.07520319026844,71.72475647079322,-93.63184172468873,D,D,42.334943160735115,114.0293316170258,C,C,0
No,Black,E,D,D,E,88.94788406503325,D,A,D,-74.1794084454803,B,145.05287017227573,-13.859717395118803,37.138225589986476,C,E,0.681864379507492,-59.86867567331168,B,B,1
Both,Black,E,D,B,A,-38.61484324848492,D,E,B,-122.72894965020458,A,38.54788045000747,-94.37092856822534,-34.79820963740442,C,A,-26.22325861637223,-163.19222081096257,B,A,1
None,White,D,C,E,B,3.626133333199017,B,B,A,-153.841759474115,E,109.26405484396801,30.747679468904725,27.655636463593613,B,E,-107.85243977648607,78.99237963405298,B,D,1
Mental,African American,B,C,B,D,110.21290986252552,E,A,D,87.59579854723373,E,234.33883561253572,-51.9004331271574,-28.29221290151712,A,A,-58.59388062505624,28.14276872424795,B,C,0
Mental,Black,C,E,A,A,118.3690963221069,C,B,C,48.15164485549775,B,31.682458620362596,158.28594795370861,-159.07045948055267,A,C,-69.0477433419221,-2.611474476405274,A,A,0
Physical,Black,B,B,B,B,-64.20353111074976,A,D,E,-53.35224066822647,E,-48.680452271462705,-199.56951457769696,107.44171392572377,D,C,-124.47824541408255,-92.90413933479758,E,B,1
No,White,C,B,E,B,-10.189044546049244,E,B,E,72.99092996560542,E,55.90157493259227,-135.03767646930064,-145.17604775523816,D,C,-69.2769918860109,-89.0690264634194,A,A,0
Physical,Asian,D,B,C,A,35.77910960540109,C,B,B,-60.663592993990534,E,-148.65466374400535,250.92379641566373,31.66347864055945,C,C,-131.92496508187645,-39.18009168716266,C,C,1
Physical,African American,C,D,C,E,72.08258201813503,B,A,B,281.70253403604374,A,53.49364105840143,78.57797511354421,-201.20652257112113,C,E,-31.733223019686175,16.61350810058164,B,B,1
Both,Other,C,A,B,A,179.64262948138796,E,C,A,-59.60885648201728,C,89.4844868012117,270.89360238996505,-44.744738727589464,E,A,-62.657451836148006,-148.42692570757276,C,E,1
None,White,B,E,C,D,-106.23111735384879,A,B,E,271.4421927288063,D,81.45529745844955,-44.3936838257123,0.36912477319397535,E,E,-110.49664634074799,34.00520128387847,A,E,1
Both,Asian,B,A,E,B,66.84238822480293,D,B,E,130.68426718283533,D,-78.06806299237047,17.5506113941349,51.375873294199124,D,D,-14.288787287287835,-68.37308572284057,D,C,0
Both,Asian,A,C,D,C,-154.2489188027294,B,C,C,-43.03455627518643,D,-104.17145516541375,49.816645949093214,127.36823853763907,E,D,-27.155715781448603,68.85509637726169,D,C,1
Yes,White,C,B,E,C,123.9437650236165,D,A,E,128.92547293558692,B,-124.23470391436457,51.84141645493806,-287.50696031882137,B,A,103.70108843068951,-108.93923134766266,C,C,0
Both,Other,C,C,B,B,-40.121751979547334,D,D,E,-30.307401596939,E,-21.367708050107414,-143.30195459338,13.667975016805997,B,B,-135.6968353019235,123.18080666094193,E,D,0
No,Hispanic,E,E,D,C,20.75421170801796,E,C,A,30.262676150595226,A,-19.941110911261394,-320.2604769560958,77.95338025771483,A,A,41.3534022613175,-54.06321900554245,A,A,1
Physical,Other,E,B,D,E,102.19072149445341,C,C,A,-54.56277302773513,B,180.77969620083823,133.16539816841805,-68.07448850783373,C,E,-61.74666025112327,109.51366826474099,A,E,0
Physical,Asian,C,D,A,C,80.10883500220177,C,C,C,-56.18857949721377,B,112.31267638275058,-70.364149529603,-82.60389329635967,D,E,-209.10730853117693,89.66361386886416,A,D,0
Yes,White,A,E,A,E,6.596278114478146,D,B,E,-44.95224025367165,B,37.43650803799337,77.0259714966702,137.23499378646432,A,C,72.70541653971583,-74.74727144142767,D,E,1
Both,Asian,E,C,D,D,-45.914944883926466,E,E,D,131.17495709958968,B,-109.80467205791041,25.390222453227846,204.2718440933593,A,A,11.015419148834976,-84.25062567398751,E,B,1
Mental,Asian,B,D,A,B,-136.48440755880742,C,E,E,-14.434504472709941,A,-25.28360177400586,182.02848235804134,-11.726077119303936,D,B,18.899667151513817,85.42126389404174,C,C,1
No,Black,A,C,A,B,34.29630888103223,C,C,D,-64.77069393209392,B,31.03895151374117,-13.412454124348683,-123.27835735412319,B,B,-31.099163657992474,-48.94073506834203,E,A,1
Yes,Asian,A,C,C,A,64.29947335304742,D,C,D,99.45625260593636,E,-133.86546341384263,18.566744381088,-41.437201133881736,B,C,155.90272361691288,233.9885628969407,B,A,1
Yes,Hispanic,B,E,E,E,-40.90181605910473,E,B,D,42.71838480754661,D,184.39885234963037,-180.85226520284175,96.55024554099897,D,E,277.65409929317684,-143.90208803480047,C,A,0
No,African American,C,A,A,E,-182.70125988316096,A,C,B,26.37041590834212,C,-7.317924571330177,-46.83489374745954,85.44014987596906,B,A,-14.480370079703334,-45.49619145962483,A,A,1
Yes,African American,D,D,E,C,-50.56429457846052,B,B,E,49.89207268479184,A,-97.22783972798649,-149.71008375835277,42.16549992826862,D,D,225.3555573199289,94.62501454052351,C,E,0
Both,African American,A,A,B,B,57.91325087133108,E,E,A,57.53588222250564,B,-14.571531934132716,141.43723807484693,148.71882605632126,A,D,67.22436833871325,4.140855485160603,D,E,0
Physical,Asian,A,E,C,D,89.421533798141,C,D,B,-226.25435821912453,D,51.63905509405507,77.69726718411982,97.02736049423328,C,C,-104.23874234652529,-152.52260490393616,D,C,0
None,Black,D,B,B,D,41.79557018469218,C,D,E,-69.42528579106344,D,76.86161272289684,78.00578832488685,50.75033210681064,A,E,-98.45079628402853,27.538542835491093,D,D,1
None,African American,D,D,A,D,58.94503688507624,E,E,A,185.89903475485724,A,97.92634354180746,-74.43913986631718,-16.570492423771558,C,C,-10.886749918842995,20.37148070961672,A,A,0
Physical,Hispanic,E,E,C,D,76.44270185728762,C,D,A,-54.89520593372772,D,15.572185302217658,-57.41567410560368,-79.66936239354727,B,A,156.1147210785249,73.01085647864922,D,A,0
Physical,Hispanic,C,E,C,A,-108.38427690694135,E,C,B,-87.04702866999321,E,-94.96197142295556,-223.31032135323707,-167.8302946080418,D,C,64.65565660107319,37.39373523784865,C,E,0
No,Other,D,C,E,D,-0.6855316647425782,C,B,B,29.324640386532412,B,118.31890660132065,-10.529577433138867,80.82749362204783,B,D,112.12114880070128,-95.3656149490909,A,D,1
Both,African American,B,B,B,E,-88.15446182825795,C,E,A,-68.2971349243061,C,-127.9734392021838,34.948939085804206,-11.165046346308664,B,C,129.7296535453995,-60.12492458042817,D,B,0
Mental,Hispanic,A,D,A,A,37.53236352717178,A,A,D,81.74312391504435,B,25.800625196499112,-31.030993832733117,-53.209993782569356,D,B,-63.43115532158157,-28.84687172562923,D,C,0
Physical,Asian,E,B,C,C,-14.72099972870905,D,C,E,173.67469998791222,E,46.568199047846306,-71.06805202345427,-246.74590982487916,D,D,3.9278862264930785,-124.77654295797737,D,A,0
Both,Black,D,D,B,C,52.63074877834528,C,A,E,-101.11369238711603,B,-35.9653940544492,-138.7448179223233,121.94917030825702,B,C,-12.09669349959261,71.67758561959671,C,D,0
