military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Yes,B,14.811311337534272,B,C,-105.94150638667857,C,-10.230571056948252,D,A,B,-47.49394361866328,-80.61316871968205,A,-65.33706382026548,106.8780714252392,0
No,A,29.04333605155067,B,A,-168.96168100551245,E,13.76802673134885,E,B,E,0.9432094891921319,-313.0639269140937,D,-30.821701716708038,-51.747271035541054,1
Yes,E,-28.13680988699921,A,D,-39.241907478660444,A,79.9979069179728,E,D,D,106.83356151507692,-84.37557698039979,A,-43.162514999129506,3.8758446874739567,0
Yes,A,-21.201896518439344,B,E,24.626023886088223,A,46.47843940457062,E,D,E,160.07060541232207,-25.325572716317467,C,-20.252766538118554,112.5488197111845,1
Veteran,D,74.70466322726813,D,A,4.519806462182536,E,42.31031822681119,D,B,A,-31.957051694395794,-14.39005656827318,B,34.85496694201279,-54.40096767078019,1
Veteran,E,25.93536837856329,E,D,187.61787694195158,B,-11.303512609222938,A,B,C,-1.6290838922430324,66.81396422776274,E,-38.97788409353759,-35.250878519128094,1
Yes,E,3.1473848882262727,D,A,116.8221628030289,E,36.422311947263516,E,B,D,-17.2854205801174,240.70394851683386,C,133.47611785447177,-18.994154009820985,1
No,C,-22.212582646412855,C,C,-1.100771063241477,B,13.517039632459504,A,E,D,-38.41550550697747,136.3871451969851,E,-174.33743824749354,57.710934479608255,1
Non-Veteran,A,-31.1699090059209,B,E,-6.28295055286342,A,-7.666105118005406,C,A,B,-323.2645634257745,-24.837579138507262,C,70.16003841113195,104.9592106501054,1
Non-Veteran,A,-20.11986780238356,D,B,-126.75587705216451,C,62.35234076083002,D,C,C,47.753309210761806,-127.92938331109866,C,15.950045572945488,-70.69543278145218,1
Non-Veteran,C,16.91574731509677,B,C,32.726075658372125,A,-51.553707349332925,B,B,A,36.56499259026235,191.47209950854534,E,-173.11552911630054,-18.804197384035287,1
Non-Veteran,C,-191.42347348264286,D,B,-102.67630453412728,C,78.39371873428233,D,A,C,-152.12516037108495,-84.5011468623474,B,-152.45990575851528,-31.11404218039251,0
Yes,E,-63.14167598195426,D,E,-122.18715261313963,B,12.900696559106626,C,A,D,13.05092152188833,105.60422509723804,E,1.1004524647103981,-32.93569788528943,1
Veteran,E,-241.6205536979017,B,D,84.62915332043627,D,-81.99389001812406,B,C,B,69.5571797110397,-159.47524513963808,B,214.02704361021682,42.11091800026826,0
No,C,-212.80182230571302,A,B,99.62333245843901,B,206.1894072510829,C,B,A,-20.04800310112004,-60.504993486052236,C,-97.63270919805808,-45.033737297272744,0
No,D,-29.21131188677349,B,D,-50.75214107036407,B,-65.53647415279963,B,C,C,-17.54546805107297,34.50040153210011,A,193.86462179944564,-88.07586819196902,1
No,A,-51.793504530092115,B,A,-92.11311952947128,A,107.2841026755741,E,D,E,-70.09952946214716,58.68917240482482,E,44.31343354176987,-98.46785369356952,0
No,A,30.1479278884176,D,A,-39.7047677623073,B,77.51209605766249,B,A,B,81.50828294728026,90.87755776446934,A,-71.73635858537742,-189.87797200923413,1
Veteran,D,200.94374636569455,D,B,13.516258311114449,B,85.72254635614965,E,B,D,-87.19189572119198,68.93256170503562,A,-4.778196112532491,-221.67742393967393,1
Non-Veteran,E,157.79994301480056,C,B,-27.48273181444476,E,-10.236998442747312,B,A,B,42.728586120342,28.706980454492864,C,-134.31765279212811,53.19571399451449,0
Yes,A,135.17706302379796,B,B,-205.80476996101348,E,-44.54746063449238,B,A,A,-163.71185101501337,-38.822563237300855,D,48.42539914744517,48.8466854618582,0
Non-Veteran,E,-92.72855829274057,D,B,-52.54001791964967,D,120.46293433386704,E,C,E,138.2090500929247,60.03986558697787,A,-157.6504822494299,78.51279973475334,1
No,C,1.1469832924312937,C,B,-22.877462128375267,D,67.3987815639648,E,A,A,-71.6173507626179,176.0984951057405,C,94.99691023018903,-36.74754489809654,1
Veteran,B,-70.4162474296067,D,A,75.45199446090199,A,57.919723188965,D,A,C,11.245295065748428,-44.2410784788209,A,-107.72777617549588,39.24170690788598,1
Yes,A,-95.19719112722068,C,A,56.077563132465094,B,-94.34242757786811,A,D,D,-85.164053717666,-64.0548104036808,E,-121.54401940867186,-36.577496464801584,0
Non-Veteran,D,-145.64418205619162,E,A,204.0476156722086,D,25.6483093634016,C,B,E,48.2985409125811,-4.513520439692325,C,-119.16805862373576,-24.01486156569035,1
Yes,A,38.58434597173645,C,C,186.07244552503244,D,-63.95509203688975,B,C,A,-64.46719560248793,-71.91359317202853,A,1.8073504313685775,25.243391451290524,1
Non-Veteran,A,-95.95883412261992,D,E,127.24933091311132,C,70.56686793844277,C,A,B,-37.75074358361876,264.9429284972668,C,34.99914030047734,12.980453030336609,1
Non-Veteran,D,-79.99554067603474,D,C,36.35814073881814,E,-142.761677951735,C,C,E,44.10428328048413,-89.2406038003364,A,34.76167628941754,-72.65846486914769,0
Non-Veteran,D,30.996184154384252,A,C,-43.07950452759345,E,33.84619336769147,C,A,E,239.5631931000181,-161.60858231329732,A,172.43851477914117,58.044680561624574,0
Veteran,C,172.4267946239907,D,D,91.19767024110416,D,54.4457444491884,B,E,E,-77.90782955870351,40.792271047634046,E,-86.56736275056336,60.205018738091155,1
Non-Veteran,E,-50.03072275696656,C,C,80.53183325442144,D,97.03673624951492,A,E,C,-20.374166827737117,72.0497748281961,A,-102.23774671551773,-89.40656860267634,1
Non-Veteran,B,-36.73271116727352,E,C,139.56988821928064,B,0.037229047752774136,B,B,A,-12.58655280175276,121.44491476830585,B,-5.786633765018512,1.436817536307363,1
Yes,B,-119.48769537382758,E,A,-71.09381350805303,D,54.75653699378813,C,E,D,41.87066451658808,34.36648474311691,D,9.534850792277888,-156.94092110874652,0
No,D,-8.687691112173297,D,D,-194.59697364919023,C,67.35713422893737,B,C,A,-59.60364834931501,-63.422248441046904,C,-33.123059688995724,109.0612610373611,0
No,E,23.80765391669768,E,D,197.02888729655297,E,67.6134509178251,B,D,C,-76.49729104843989,-168.13950766361182,C,102.02661422353667,32.28338266698349,0
Veteran,C,7.257722928353842,E,A,43.826047080943006,D,-90.8938856537352,E,E,D,-169.5827019755286,142.62068178530228,B,7.344289415385543,-0.2880407288052336,0
No,D,-139.00187086293582,A,C,-246.3659454978301,D,-49.682779661442915,E,A,A,-60.42559763424613,-43.63048605813552,B,-50.061078363338154,-83.85204843099687,0
No,C,79.59837286896875,C,C,7.046160055961048,C,-77.42296989152399,A,C,D,92.19580167123276,88.37120832410096,D,-138.86670618428752,-74.30766166515644,1
Veteran,A,18.092278384562512,A,E,242.9435717882927,D,-10.794989935931088,C,D,A,82.22125754401598,-45.293868524082434,C,4.5360544720284235,4.771361017239049,0
Non-Veteran,C,139.19987880636057,C,E,-4.358447826775672,C,-103.69126091140184,D,C,E,134.84999093344302,46.16315472084106,C,-77.43918598520622,174.63220878182253,1
Non-Veteran,D,-263.7282931689647,A,E,-26.991232716087616,B,-64.30107907181835,A,A,C,176.75413598328475,154.32037800119502,D,77.30607410841883,71.68329955862549,1
Yes,D,-25.137486126732306,E,E,97.91002106456494,C,-143.63923180795945,B,A,E,-15.916252646126905,-68.01069553792126,C,-30.931982826893282,-40.33981625972074,0
Yes,E,-112.69569064264135,A,B,36.696471885068824,E,32.5931693002848,D,B,B,-81.37846092715044,90.63390780070435,B,45.5855281553424,-74.10820335979655,0
No,E,4.974708339746544,B,B,-10.494090229617473,B,43.77511087479598,A,B,B,-82.98772554689394,-189.09198239835098,C,65.86020702975229,-33.05667804072983,0
No,D,-85.01004777721782,B,E,5.245030733993491,A,98.58963280041073,D,E,A,246.14611224278323,-96.62647240258534,A,69.1398270569612,-109.2189327087715,1
Yes,B,78.152651602696,D,B,10.58926946181086,D,-3.4112165178964005,D,C,B,-154.3592157472331,-148.63737942835346,D,-103.34327625718444,-88.59048534138729,1
Non-Veteran,E,-130.7709165755669,D,A,-3.054209862247994,E,146.3303069377852,C,A,E,-141.62728254334777,-72.31130746722016,A,-29.95356867775455,-159.87096213228838,0
No,A,-84.87769108866107,A,C,-153.34452542085597,B,-113.26536594112895,E,B,C,-49.34189066246923,146.4966215350439,D,28.261162692965865,-72.3746884830702,0
Veteran,C,59.14734570094734,E,B,-46.23350681385497,D,-41.16787417520192,A,C,B,-65.52717770237969,44.41156142065999,E,150.99137313860044,-66.53421195195902,0
Yes,D,151.85158161398306,D,A,-11.625070610993637,E,-196.3501009683957,A,E,C,14.228188855023207,161.27928007467483,B,254.15013387618708,88.97117234772296,1
No,C,-84.48774710457477,A,D,-64.58941223542215,E,244.5282410337115,A,E,E,224.61753978213858,-19.58078221491114,E,-152.2420758014348,-130.62455968818622,0
Yes,B,43.13094281106665,D,C,38.32653255820471,A,74.61549589497685,B,A,E,-103.4883875432252,-82.84594196023316,B,-73.69190818838968,40.4755595925803,0
Yes,B,18.040898538576567,D,D,59.451480465366494,A,37.42663764405501,C,C,B,-87.15689366636427,66.3959620176601,A,59.555559040613474,-106.05588056764215,1
No,D,3.004563842558054,B,C,-14.70553535451565,D,66.8170996901645,D,A,C,-210.4212408957887,26.433027169968394,C,225.1600377667529,-49.25503982966337,1
No,E,-53.933209400961665,A,A,-126.80885369050536,A,45.521537640988335,E,D,C,48.34184660160809,-159.924309537769,C,184.09041064519823,113.78140803479229,1
Yes,C,-129.5282125740983,C,D,-57.19243322480182,C,-203.26161866503747,D,B,D,-76.26456551932381,-53.8491820614494,A,-66.25220525005805,-78.34614587536207,1
Non-Veteran,D,174.29542285748127,D,B,37.969449737506125,A,-121.93999049405416,C,B,C,30.722421903161518,36.77135494606284,D,29.330052364259974,-2.4063937911732203,0
No,B,-118.76612689023239,D,C,-71.7491333303999,C,78.10164699726904,E,B,A,59.54972138809601,-57.86560130209417,C,70.83312188746272,60.11138457581481,0
No,A,58.18896251958249,D,E,-20.192642352425374,A,107.57165668671927,D,D,E,-50.723621735161316,49.86872600319958,A,-33.1963134760294,53.03723964739914,0
Yes,D,-56.77861102135705,C,A,99.89327474161792,A,6.9310952106091905,B,D,D,144.35538946841865,1.5056544716299025,B,-58.584650218523315,-84.22187769112519,1
Yes,A,37.63627715247148,D,D,-81.48872751956388,C,45.01617413194563,D,C,E,133.59394846654192,-158.80765453955473,B,-51.44958466554227,-66.03766931771908,0
No,A,210.909137798442,A,B,-115.48149126708549,C,22.76517594671779,B,B,B,-64.8049657913519,-19.949002991516135,C,33.946571150037336,-7.169911468488083,1
Non-Veteran,C,-0.7025646032082205,C,A,88.88191141724033,E,119.7645968797659,E,D,B,124.93715240977419,-37.836491211067354,B,-105.18980434018299,97.22729404583927,1
Yes,D,71.77768649194635,A,A,132.63984609230363,A,21.442690241895207,A,C,C,195.59461485292852,-79.60157425202202,D,25.95081569793713,-63.85746033536795,0
Yes,C,-33.416850791125526,C,B,-112.61177991020534,C,36.83860656415847,B,A,E,88.67960353272592,-122.33164469819933,A,-17.97270248001306,-54.90712025943875,1
Yes,A,159.1576735636799,B,D,88.4502738794675,B,111.23445250614054,C,D,A,-27.279401578920375,-128.56982559077687,E,190.54611407475127,131.99395754078398,1
Yes,D,-63.98055711205151,C,D,-176.8575144820133,D,147.86012597994605,A,C,B,14.949872986570078,3.8371111245226026,C,34.72102595445865,22.071794966561466,0
No,C,-3.4881555881512245,D,D,26.18463641186549,B,-53.563395684995676,A,E,C,-186.0867838238287,-112.43080238462773,A,0.3863845402418947,42.314757308059754,0
No,B,-46.28601533836775,E,B,-68.2785425850422,C,-108.69403204553016,B,D,D,-133.20840027489248,-63.595702651056484,A,-176.84185332982793,-130.484070891479,0
Veteran,C,-20.89447227898504,C,E,20.09894362663662,A,58.159036484300955,C,C,B,-58.723528625733636,-92.20208358996942,C,167.87145471481193,93.40669108132771,0
Yes,A,-245.50552777603315,E,D,26.084164278038223,D,-34.32831533056482,A,D,A,180.5600291403406,157.1111005477141,C,-101.9964157556732,156.72045861145529,1
Yes,D,73.58814526918856,D,B,200.4377817528825,B,90.84048192079685,C,B,B,74.59206461892035,-9.921686170574018,D,-5.663599679655188,94.86502440203972,0
No,E,55.02228037003734,C,C,-64.07277020845099,A,125.58772221854326,A,C,D,39.795243412863016,9.667290719305928,D,-92.22621772873705,-52.699580142318204,1
Yes,D,67.0446408454178,E,D,-109.8210602842036,D,37.310830683068176,E,C,C,49.58391619505328,65.85696782118633,E,63.87741781214358,184.74681503068064,1
No,D,-108.14167243410641,E,E,38.98743796254284,E,94.45195953954936,A,A,D,-4.524083187962116,-118.96194141523652,C,-55.50590050800142,-106.78110453474558,0
No,D,-152.77313841470823,D,D,57.92612762879295,E,109.04936815462602,A,E,B,44.74752114177265,-1.4088717655750767,D,1.4213507951974576,106.1579428813392,1
Veteran,A,38.80021723373231,A,E,14.051348484656875,A,-27.992561718539967,B,E,A,171.6759770617884,-45.58364397025024,D,-34.13042633914987,64.09380605702086,1
No,C,-95.18687863767869,C,C,-47.56837002766233,E,82.68676655014467,E,A,E,24.27229748755657,43.736690329736284,D,-250.0249320919436,45.343865482412546,0
Non-Veteran,E,111.2739100810661,D,C,56.907509848187175,E,99.60899414736946,A,A,E,64.54840019802917,47.01260274634676,C,-93.82897913581006,-18.69289495874574,1
Non-Veteran,E,19.735534882497703,C,E,-214.21105155077046,E,87.24013117954016,E,A,A,102.75648314322856,-43.09130031021755,E,101.93213245413727,-23.629220565716743,0
Veteran,E,-111.05267463407156,D,A,65.73061973064766,A,133.43123921272903,D,C,A,-175.39312139654768,-16.595113397561747,D,-88.56380660106682,29.889069779951228,0
Non-Veteran,C,-42.4856909875331,A,C,-34.654405486306,E,-175.919431656598,B,D,A,-78.38140526577587,-70.67880482404559,B,-7.716028000884561,40.195202751323706,1
Yes,D,-114.97322427665593,E,B,34.40222478993754,D,103.25611238778161,D,D,E,64.48426057193164,-15.733261957845151,E,-227.5239981358994,-132.2897664575603,1
No,B,-41.62308908952951,E,C,-103.83516829339594,C,159.610275160982,C,B,D,25.154548474406326,-267.3214336803951,A,76.41064231411295,30.644344813876994,1
Non-Veteran,B,32.85992040469686,D,E,-99.47523393960435,A,56.358942877458404,D,D,A,-24.951979845935938,37.080719565591515,A,-72.59362093332753,15.581784480958666,0
Veteran,C,-28.616428698583224,A,E,102.4535902269783,E,-32.329816160504926,A,C,C,202.09117575618714,-34.42560256872603,A,-64.48509768058953,12.593431449352346,1
Non-Veteran,C,-102.54442146875571,D,A,-16.114105203638314,E,55.590348516312694,C,A,D,107.44386993916288,16.88834111431614,C,-128.86476377486576,45.56181602622749,0
Veteran,A,58.72948357385573,E,A,23.04339494410804,A,135.75708160966687,D,E,B,45.32689965583311,6.548139865847996,D,96.26717762429749,157.06978867342661,1
Yes,C,-50.238793318874244,B,C,-59.01312265918314,E,-64.04609837260332,A,E,B,16.35234254880831,-76.94584822931867,E,-58.5523867953991,-30.252627904041535,1
Veteran,D,128.19706564840013,A,C,-18.73683640735182,E,166.3935178537341,B,A,D,-120.35179687821955,123.66628053210347,D,33.941932683088964,94.46294521346627,0
Non-Veteran,E,34.29414932696858,A,B,-40.62608920180108,A,-102.82921081304978,A,E,E,64.67776517534203,-3.9113041255942322,C,-99.52450506368862,-206.02149273668059,0
Yes,A,-36.280829693720115,A,A,-141.70348423689506,C,21.9805220123476,D,A,B,53.643608765639414,-72.66341974760931,C,-156.5982833039665,-156.11706253827515,1
Veteran,A,90.62188596116518,C,B,-70.10837418167937,E,-11.720850973398319,D,B,B,201.55680833761647,-106.54044228133085,A,-32.50316762876945,-1.3286111454392193,1
Yes,E,-179.15891050522362,E,B,80.13565823227472,C,-62.175196279286105,B,D,E,75.4747576626003,302.06980879888977,C,10.995416776481495,-72.00738337811418,0
No,B,172.3157965078911,B,A,66.5370603786343,A,37.1723864608746,C,B,C,-10.97178591213926,118.40672667690002,B,-22.61607507101561,-276.53190639442806,1
Yes,B,-274.06614402243014,E,E,-8.415590626176009,B,70.81332812344189,B,E,C,-78.8567721289597,22.54047170555972,D,28.739376147471468,-51.930259376458224,1
Yes,C,81.53218736334038,D,B,-150.1327128425091,D,268.98534258456635,A,A,A,3.7311665941356478,-70.06370788367204,A,-94.99690257560096,-26.853071508966874,0
Non-Veteran,E,-57.773475103527296,E,A,-215.60457662295966,E,-19.90670637274272,A,D,A,-258.9161496887715,11.85590896609193,B,72.17670247045788,-51.950771181086374,0
Veteran,D,217.016771162812,D,C,-48.221304487699854,A,-71.84975267431155,D,B,D,76.95218580937284,135.70711042035032,E,93.72331267544493,-20.77891099424359,0
Yes,E,-49.99087869205178,C,D,-23.011046900925606,C,222.73342056866161,D,A,B,97.66377530145832,-123.4472662516445,B,-80.98763277970934,-84.53430990205875,1
No,D,-60.93654941422788,A,D,-139.0578879704792,B,139.58973851348557,D,C,A,-166.12724171892222,-76.31771375770097,E,81.08766861215695,-186.12103980627307,1
No,D,41.06412751291713,E,E,-37.166526916903955,C,-3.745886399632517,D,B,D,-124.34586596553372,-27.482641408241047,B,-68.66561879660281,-67.77748388006934,0
Veteran,B,-50.35853549358622,B,C,-89.83424385743362,B,83.49256300472383,E,D,B,-61.02314758193496,108.2609598411002,D,-8.449756751642642,-165.71989124060983,0
Non-Veteran,B,24.30313795212931,B,E,-86.5749466289969,E,-32.34729574563848,D,E,D,-60.16988744268949,-12.618820971942652,B,41.61973357811362,12.113000998080432,1
No,B,47.439506053410945,B,A,81.90426818656677,B,-113.98749886206043,C,C,D,56.80278737929736,62.76027716631787,E,-44.06638122360007,103.06935841716616,1
Non-Veteran,A,14.063989915084484,D,A,99.78461844520287,D,-6.026257945798203,B,E,C,-13.89225974912606,-100.1564140219035,C,19.055128835071557,17.937096669117057,0
Non-Veteran,D,-50.31761206786338,A,E,189.90729613027418,C,66.84879642589841,E,A,B,46.33800811629644,-99.39259752656118,B,-27.46969309443339,72.9031745339829,1
No,C,-72.19793305286856,E,D,-78.52502630145588,C,34.442036278883485,B,A,E,-103.64394575648934,-116.86231875879665,E,-201.1063956760896,85.44627267862339,0
Non-Veteran,D,108.58845139992735,C,E,-121.4899067248701,A,-79.64742077856546,B,E,B,65.53231426957332,-36.98877373234092,A,201.88178370746863,32.79955117661662,1
Veteran,B,77.0117741137818,A,B,24.987566046720115,A,-193.95372377612043,D,E,D,-43.87948468958075,131.60255173271412,A,-66.88128371531454,-17.419964755054774,1
Yes,E,-94.75223561717875,A,A,-56.96781616762531,E,-62.2616684043009,E,E,E,69.16433752683932,-68.51356544181819,B,-140.38707372327653,-82.46263496602577,0
Veteran,B,-5.202749781073122,C,D,-31.22454670204356,E,-5.8260958298083665,C,E,A,73.9325355664842,-132.21406061418386,B,31.298149652984858,16.77106445466494,1
No,E,-200.33691633986535,D,A,-119.69697652992097,E,-21.16944085765641,A,D,D,100.18344184219924,-6.091584845084543,C,-2.0841299418614496,32.71643253501534,0
No,C,-38.73779360436313,C,E,65.80003021400212,C,-92.91707708527987,E,D,D,25.755711349868506,-119.5100976693625,C,-100.18600214773497,-46.59679677096318,1
Non-Veteran,D,1.4009237808431436,A,A,-36.757118993749884,A,60.796200986990456,C,B,A,45.26993824467822,64.89991657607995,E,-1.5665848862900658,-100.67255223324246,0
No,E,109.00105862237068,D,D,12.896575254898396,C,-136.846635715772,B,B,D,-50.41770010292883,-22.97023469707024,E,-167.95482708200245,14.165977243071866,0
Veteran,D,-142.13585128184064,C,C,-25.074333256930665,E,144.5510450352517,C,D,A,123.22708379985087,82.75340411728624,E,13.268275646614985,172.74890217428498,1
Yes,B,-40.30853631782521,A,D,206.15590324177128,D,84.03612038343877,A,E,B,140.093888427366,106.84568065752302,D,112.72515903362333,-1.536345429634719,1
