genero,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,Married,No,C,-162.35342218765697,C,D,-13.896689243797184,30.402143400391342,14.359905829552137,A,B,-152.8989990882319,79.3076693283014,B,B,D,-38.588122476489275,B,-78.8482897409259,1
Female,Widowed,Physical,D,-112.88818439643988,E,D,-24.022203511582493,267.9040566143586,-16.751844282010705,B,A,160.41986218921537,22.032611429624957,D,E,B,161.02112110101544,B,67.21386572419439,0
Male,Single,Yes,A,-40.73538438096466,B,E,-117.67261854582279,87.58641723915261,93.95388032800992,C,A,153.2803484967536,-52.085047779728676,C,A,B,-16.495510558800408,C,47.377913147629116,0
F,Married,Physical,D,-7.251647782691011,B,B,-220.82880609009186,68.05678488109957,9.426998900372398,A,E,86.74520996062826,105.43298812304687,E,D,C,129.860021695025,E,130.7093383530977,0
Female,Widowed,Yes,C,-245.7539275210964,C,C,149.60121365635993,-83.85147699507654,-5.9761645574716304,D,E,219.82919356286627,75.6826462862431,D,B,C,-48.677484968842364,E,-173.3179410541173,0
F,Divorced,Mental,A,117.28351440700611,C,D,82.11055072507195,-42.83000757797086,137.7255386871627,D,E,44.52054988979087,26.560662642380166,E,A,E,-63.292680448969776,B,-0.6044476985698514,1
Other,Married,Yes,A,-63.42356762013871,A,A,42.5337312639182,56.181945680973556,40.69123883496811,A,C,-125.04659641951004,48.308271605953365,E,B,E,304.4621676536157,E,-202.63892081064355,1
Other,Married,Mental,C,44.449646905281305,A,E,-50.439238676994805,-26.232124773384495,-53.43872125214788,B,E,15.37393428455924,-26.2557472870377,B,D,B,54.37470954779224,B,37.2430261212247,0
Female,Single,No,B,78.4120159641128,A,D,-137.91583947002118,48.829324872764936,-27.475710708257562,C,A,-47.747875903955084,53.09876797115871,C,E,D,81.90184952049995,D,-152.28907762230978,1
Male,Married,Both,A,43.99244877909525,D,B,56.96129529391014,-43.26906554799412,188.96760932577268,E,B,59.97234945332139,16.55037932763176,A,D,A,82.12671690937294,A,52.69686131775414,0
Other,Divorced,Both,C,-195.75346191107118,D,A,-111.44030909507808,-25.478355536785593,79.75325508843399,A,C,71.19638748238364,33.68139567179361,A,D,A,124.24653256961429,D,196.4483523040334,0
M,Single,None,B,-137.5890392070647,A,C,-157.1329350521522,41.46720153438178,40.455724548554514,C,A,43.44534930517101,-1.2304379928459008,B,A,B,-46.652718274856326,B,-56.809411163589594,1
Other,Single,No,A,170.45184773392185,C,E,-51.44122136860126,-33.1179347075723,-84.30670846257175,E,E,111.39249705650596,144.43522156220754,C,D,B,-80.17985392676286,C,246.49373825737362,1
F,Divorced,No,C,-230.8780470422744,E,A,27.94308202886388,51.415219445036975,-75.8915069088422,C,A,-7.425531581933558,42.7928607107229,C,B,D,48.04483747637192,E,42.69031697996368,1
Non-binary,Single,Physical,C,-62.315406802571324,C,A,-26.106462044512153,112.62863130727776,-198.68553811345566,E,E,-217.99461146611856,63.235127766873255,B,C,E,-14.182065852232967,D,-105.60733785734277,0
Male,Divorced,No,B,-48.857085163850684,D,E,16.56006354825477,-98.90169476528293,67.43128543291216,D,C,82.22075914822622,-67.0510594994862,C,A,C,-0.12729491292845335,C,-13.481877331293596,0
F,Single,Mental,D,142.830761865416,E,E,158.5300352119536,36.88324528681332,14.50859586316973,C,A,7.7505887282628665,86.17607381740108,E,D,A,-155.04236105642624,B,70.22021655471957,0
Non-binary,Married,Both,D,11.125864267596791,C,E,-66.312503318144,7.2814331659389175,-31.86147806160334,D,C,80.65058395413436,104.73080221159945,C,D,C,-310.1658968446836,B,82.12418581774902,1
Non-binary,Divorced,Yes,E,53.09767980554507,A,A,87.73209584725444,40.46145380296761,-17.397096158028194,E,B,-78.77345044756503,66.17245409283332,D,D,A,-98.65620910338264,C,65.6298043073363,1
Non-binary,Married,Yes,B,65.92373900775272,D,C,-190.6475273666425,-152.91651451157458,20.396641023735558,D,D,-41.132996691774494,28.45967217947446,C,C,D,206.9163512499662,A,79.2630742883843,1
F,Widowed,Both,C,-153.64137650499435,B,A,-127.552762507065,-30.775615307951636,-253.04615903886733,B,C,-44.837668277431334,61.86337232273688,E,B,E,199.76460378483446,C,65.92144169503432,0
Other,Married,No,B,87.19149226680594,B,C,-37.801924948416364,119.13290767225413,-181.01360245580608,A,B,75.43486631675506,13.665859564018742,C,A,B,164.1160806428829,E,-96.76234823742381,0
Female,Married,Yes,A,-71.18405950277868,E,D,167.93875787487465,-83.43720419383057,-172.40358520937602,E,A,-104.6247901651267,-87.96818162508488,A,B,A,-9.020479630310964,E,9.818275909594632,0
Female,Single,Physical,A,2.043831831083068,A,E,77.10062837962028,-28.966939100385947,-76.21699721933398,D,E,52.24624584539141,233.7289621098492,C,D,A,-44.424661074029274,A,99.2657046133225,1
Male,Single,Both,A,-44.348219545690206,D,D,108.93772356724396,204.264981330567,166.5267572609044,C,D,121.01976972260108,87.36436430052066,A,B,E,-70.25937985706985,A,40.65381274443124,0
Non-binary,Divorced,No,A,-97.62959327745006,C,A,12.390386752735614,-44.393406898042294,-38.8848089856299,D,E,120.33383116659202,-286.2501871958753,E,C,C,158.38961881997457,B,-190.74742342932353,1
Male,Divorced,None,A,-42.69799085791547,C,E,-118.80916661612406,-18.226189518068516,-49.672520154715436,E,E,-100.2307895269456,9.657624470712511,C,A,B,-102.91362717393304,D,-22.194011074741752,0
Male,Widowed,Physical,B,13.670500856404036,B,B,75.24926180332872,244.8750467498607,-111.3008241410374,D,B,100.77505594307188,-29.248697525503715,C,D,C,-146.16705565351086,A,24.042300372918866,0
Other,Married,No,E,216.58638547263217,E,E,-8.529972929196248,-9.521004498125782,92.73212404419168,A,B,-4.301336302872355,92.56374729755228,B,D,E,46.792559525121966,C,62.08986248607412,1
Non-binary,Widowed,Both,B,131.535135375525,E,A,-114.20700869071993,108.13286030111765,-170.9842269940409,E,A,-201.070331572543,-108.60334534709517,C,B,E,128.29151842150506,E,-8.176424147781358,1
Non-binary,Single,Physical,C,-180.64584431771257,B,E,217.58621605517106,46.78017683167294,-247.94567556916957,B,E,53.728819167888496,120.62983225063691,A,A,D,-31.670877032449535,A,23.481275461517058,1
M,Widowed,No,E,65.42199298155116,D,A,-204.8963425240896,47.30201956804165,-86.41175983276352,B,A,67.26406514120356,-65.8808012450418,D,B,A,4.705772225111662,E,-71.45076773372854,0
Other,Single,Physical,C,-8.61010695125977,B,D,-218.11905288603927,165.3473948746733,13.412061338177145,E,C,83.4247084947112,-34.53153041682802,B,C,D,-92.81775566995707,D,161.17372950635206,0
Other,Divorced,Both,E,-127.29190047512256,C,E,-52.31013407279653,-90.7398557413545,32.86520154146355,A,C,72.0726884606035,94.42122657474613,E,E,D,-18.863930833807494,D,-93.72629511258249,1
Non-binary,Single,Physical,A,-37.692218324997235,E,B,40.06420052180928,-105.28390397433421,24.072056791819744,D,E,196.27658441497667,92.5154617637125,E,B,A,67.5179786878593,E,-8.514655432204675,1
Male,Widowed,Physical,C,-114.73815482441698,D,E,77.1050927326097,-20.297922528221445,-141.19193832118265,D,A,-6.5984628093055635,48.573142207501455,D,B,E,-270.6031284580298,E,-98.0755638410513,1
Male,Divorced,No,D,-203.13956807189214,B,A,-57.543381575919696,195.29452307606178,-115.34303095920824,D,A,-74.68257533751373,70.30255956442684,C,A,B,-69.62838346992044,D,-63.52674496191607,0
M,Widowed,Physical,C,-54.919630763084335,C,C,210.81416466508324,-71.42582132519998,42.650420389583694,C,A,-96.8101885655828,4.207066313901757,D,A,A,20.99770605566867,D,-233.78239742971445,1
M,Single,Mental,B,-53.69725622350956,D,C,-99.99345169392959,-126.68897081107372,-96.07381494611099,D,D,111.82474098091564,71.85127368627869,E,E,C,28.73986580270364,A,-94.34582811684068,0
Female,Widowed,Physical,D,-131.93817240011413,C,A,81.7200622753383,-100.49045358021156,-2.307106077737624,D,C,-0.7000702372060985,11.97544340069946,E,B,B,240.5210650931812,D,58.243731366458775,1
M,Single,Both,D,-24.653506111822182,B,D,20.998838290245637,-111.40845579222025,-21.25076853186199,C,D,128.4061607317828,219.42048696213536,D,B,C,91.50280048530355,A,96.16764727011068,1
F,Single,Yes,C,94.10241524870693,E,B,25.195060304169857,-3.608141755671031,-110.38529710931198,A,C,45.43627523153607,115.71954350327324,C,A,E,-115.0984157980903,B,-75.56180518566221,0
M,Single,Physical,B,96.16188613857001,E,A,-53.08472111811011,-239.60291248325188,120.89421980422541,C,C,-15.530263747362586,-22.388723321078498,A,D,C,-116.55970751605986,D,8.060086059007915,1
M,Married,Mental,D,-62.21365464138162,E,B,135.15470605321727,24.30566478420842,70.4459876070086,C,D,96.666781789956,-28.890027631851588,B,A,E,97.04693791413577,D,162.69038381777338,1
M,Married,None,B,-102.62704783960639,C,B,11.229130352553826,228.23503195826453,170.39349866138593,A,C,-9.076495042649658,119.98020516206822,A,A,E,-20.016282032255038,C,81.04430164020987,0
F,Widowed,Mental,B,87.991249674667,A,E,-69.1193780707516,9.368657714123039,-45.24661981488063,A,D,96.49857676013201,71.16720469722858,A,E,A,-13.677248099439435,C,-11.151531621072417,1
M,Widowed,None,C,-15.348301945499632,E,C,-55.77379627471435,-4.355471203728244,-143.73273169011935,D,B,99.42064046388936,-0.03366940446896136,E,E,E,66.9486525890829,D,-84.15547336055187,1
F,Single,Yes,D,-120.1815553037378,B,C,-11.572917103628583,-57.757810701307136,-77.16469252762849,C,D,-81.17803145708584,144.99362847651307,D,A,C,11.482166286589148,C,-1.2752810110092139,0
Female,Married,Mental,A,2.3620006159669504,E,C,82.12154261724838,-41.185828760964995,101.20041563965458,E,E,199.51822986648773,21.373934521242266,C,A,C,-166.4267947561649,E,27.434152346885355,0
Other,Divorced,Yes,D,26.979920667587564,D,B,131.5456986592051,72.34368197434648,-115.50211992664106,B,C,-23.619194128330427,19.21313721118502,A,B,A,151.74971325280927,A,-39.887571823342036,1
M,Divorced,Physical,D,-50.69370124965585,D,C,-86.82986439577456,72.20599315797224,72.08233220504844,E,B,0.27143888281622874,-88.38499302719408,C,D,C,129.68915154952313,C,-99.87280380504065,1
Female,Widowed,Physical,B,-5.984274363429284,B,B,-267.314634269468,116.59240854582316,145.73219629741538,A,A,-27.409369968175906,89.166715168168,E,C,B,-70.47253429803226,B,73.3888274426946,0
Male,Divorced,No,E,87.51488700818585,A,A,23.924395059661403,-125.70792669355674,-128.321998321239,E,D,235.53958222936893,116.76271046171533,A,A,B,197.891939942634,A,91.55310924466716,1
Other,Divorced,None,D,-69.59500127291565,A,D,56.5589027639553,113.71649951914016,167.03719093251047,A,A,135.94328447603453,77.31133248825303,B,B,D,-60.41397934277855,C,-186.78902687911832,0
Other,Married,No,A,140.05022883441774,A,E,-174.0347819704867,-46.25837233501085,46.493495773987824,E,B,71.0925495110168,-53.05984345117653,B,D,A,-120.3359840182209,E,6.9059553808033955,0
Non-binary,Single,None,B,27.150023924257866,E,C,-99.63930814217525,-92.45461698628364,65.00842839473442,D,E,16.95854895677279,-101.70144599629887,A,D,E,112.4700421049839,E,82.18820450140065,0
Female,Widowed,None,D,-120.03831601316708,B,A,-52.553002723400375,4.055084553431364,-253.76902005113897,D,B,13.395957097034678,124.54768100159997,E,B,E,64.23354861595924,B,102.67102922397582,0
F,Married,None,D,28.501272825937974,D,C,-35.77310051801926,31.11732977646376,-28.517857835221772,C,E,-142.66884221970545,189.62085265971515,D,D,D,-27.663021194334714,D,168.86093858502932,1
Female,Single,None,B,16.668089744930413,B,D,-30.556401248852076,24.57801467615715,-5.8473164821636345,E,C,-2.9048347320806576,39.43746985076699,A,A,D,-189.38620283601665,E,218.30225503142287,0
Other,Married,Yes,C,59.276767419043566,A,A,-22.3184713382369,-162.549600387503,-84.07794166279386,D,B,-37.27717995624065,-74.09741944518699,B,D,D,-82.15004323883164,B,-117.12682459026634,1
F,Married,None,C,-127.51878058228674,D,C,-106.59997525442841,23.542437078175137,39.4585525260923,B,D,-79.3141586786719,-204.26170140175807,C,B,E,52.22291144162278,C,-40.59734446445627,0
Other,Single,Mental,C,-7.938873642556466,E,D,-169.1798936815516,-43.938147193461134,82.52823882109499,A,C,-33.32858814730785,-212.69170890979038,C,B,A,-137.41712936463733,E,-44.48809994735225,1
Female,Single,Mental,D,-50.83745480822844,D,E,99.37324211924141,-24.93962470544083,158.83427837569732,C,D,-66.28101047412166,151.27464465125684,A,A,E,-25.086993931077934,C,199.3763419997544,1
M,Widowed,None,D,-39.47877074625071,E,D,-163.06097782513825,-195.72468412399047,-84.52981420705596,E,C,65.48475703808391,202.2133589907505,E,B,E,-100.64610963142782,D,-94.23508504240019,0
F,Widowed,Physical,C,187.2671829452685,B,C,48.4251190289404,210.2537236187162,162.6036614265972,C,C,-18.42900617327805,-92.45791938427425,A,B,C,156.57018892655,D,57.409040199545146,1
Non-binary,Married,Physical,B,-39.349796044183314,B,E,126.61434573147734,97.08310385984815,22.835994131025977,E,A,-119.50445592259398,-95.1931663121326,A,B,E,35.58708759405329,C,27.468901467934298,1
Non-binary,Divorced,No,E,25.806860640874635,D,E,-84.88953276865543,-212.31566136341402,-31.78758281851523,C,B,-98.28042739565619,-17.162337210058023,E,C,B,-80.19203595179478,D,-17.6438700510101,0
M,Single,Mental,B,114.06775273939589,B,B,-96.26451287316215,46.73209058092019,107.30585087947576,C,E,76.07994723537178,54.462686100461376,D,B,B,-66.0815206039963,A,38.49688760389962,1
Other,Married,No,B,63.391663882082995,D,C,103.19152779991367,62.900750642507596,35.096146795187465,C,C,-106.72855224771074,-62.67586197617824,D,C,A,1.4275576236720977,B,64.81232406664716,1
Other,Widowed,No,B,-123.35703193166403,C,E,218.04290436946613,35.181301315517096,6.950772392191659,A,C,14.230045435443342,-120.39431005681102,A,B,D,9.374025566987005,A,-120.67087391922806,1
Female,Widowed,None,B,-31.598583898446194,C,B,82.15148439847984,-68.20491973366903,144.9162055902109,D,C,23.51784780347035,7.274529691223215,C,A,C,78.01092647764514,D,40.33179842837936,1
Other,Divorced,Both,B,-49.25896743598387,C,A,38.18806959114337,40.26471778981018,-47.110181363350065,E,B,55.59800498747192,-73.95078743708146,B,E,C,153.96341146055425,C,102.07464366313684,1
Male,Widowed,None,A,6.067709874613137,E,B,-195.76087718537718,-107.76409029116986,131.8927182988361,A,B,64.28971600201405,342.8134494787412,E,A,C,-37.64998160340134,E,-27.609056459651267,1
F,Single,Physical,C,-99.58613217230598,A,E,153.7898582048144,97.27144359760518,84.9594960223848,E,D,158.3502381460861,-27.038281288798892,B,B,D,136.01145941701756,D,-4.010260776126921,0
F,Divorced,Physical,A,-161.4709774103133,D,E,21.535416716509452,45.586671266878895,50.65309342701209,B,D,84.04870842982194,-80.19387180401796,D,B,B,-70.93997859036617,E,-232.29677043590235,0
F,Divorced,Yes,A,34.88574294637744,B,C,6.004455911827525,41.0983419846531,-19.263473234710506,A,A,88.06699864254254,71.26296501237687,A,A,B,-118.43452022306799,D,-43.57836466325222,1
F,Married,No,C,17.329999035821526,D,D,82.68558750661602,-145.9181543805229,-38.99451688323137,A,D,-35.79200961804955,68.64319016057603,D,E,D,-12.16975959826932,A,-1.1247085880484615,0
F,Married,None,C,-3.196156619109145,A,E,46.09052235416073,-2.3325008203212723,-42.48884940418416,E,B,138.5667960483693,-134.5103507286605,C,D,E,-117.64345153336646,E,-138.1460816416263,0
Other,Divorced,Physical,A,-35.407084907876644,B,B,-251.50873566091258,-48.50089898642016,120.57920680866295,A,B,-124.75658938347645,191.95657463862855,E,C,A,-208.84539790802594,D,23.125467042755623,1
F,Married,Physical,A,90.67565962308062,E,C,99.17815682543225,113.22555182285814,-217.9952531792793,E,B,28.297940547604355,-78.66312312198878,D,D,A,-106.98285671898404,C,130.97573559675246,1
F,Widowed,None,D,-55.9975841745084,A,D,97.63949026653479,-2.4316630596329634,238.71347972173277,D,A,27.844284693435018,105.05927672394687,D,E,B,-90.45106162238412,E,71.95376597248372,1
Non-binary,Single,None,D,34.1478594962756,E,E,39.796162434864755,-95.2888205781108,-114.22038883512924,E,E,97.90420257443353,238.71161646589744,C,E,E,98.402746770181,C,-62.01823973056828,1
Other,Divorced,Yes,E,103.63857345039126,E,C,157.63349811337767,-25.125644477875177,37.67393190792053,C,C,31.42070067747683,-4.286261317354721,E,C,E,37.37468413889688,D,80.33979759259991,1
M,Single,Yes,B,-50.378348928120865,D,B,105.82637425281278,-22.780295210983017,-26.59269146010448,C,D,1.320147321607004,-4.373657743116654,E,C,D,6.189092895119266,A,26.346941908311255,0
Male,Divorced,Mental,B,-63.15883418026979,C,E,65.73464008269366,9.192657940777849,234.8527944608101,D,C,118.4914130699919,-53.00861135910343,C,A,E,-90.80255929509441,C,-73.44702372510345,1
Other,Divorced,Physical,C,87.50666581327154,D,C,-99.6931294446789,39.53909846234639,29.848930943976054,E,C,-15.367527234227035,-272.9977161226854,D,B,A,-24.46015810238164,D,-69.54168038199381,0
Female,Married,No,A,-6.294234828666529,B,B,-43.87964964526945,-156.12302781149796,115.15457564256882,E,A,11.456145042105307,17.66825868065542,E,D,A,308.46406203422373,B,-43.6674720738147,0
Male,Single,Physical,E,37.52327424333928,B,B,-109.96393870314816,-70.24794873595246,87.1773515867374,D,B,63.65919602921418,-11.291464769388252,E,B,C,38.31916262510188,D,32.68817036588274,0
M,Single,Yes,A,20.06028838539465,D,E,5.384917197406612,-119.55124492266398,79.96257450719203,E,D,20.080062175197877,-119.58389776279101,C,B,E,-3.086397035847809,C,70.84160255725699,1
Female,Divorced,Both,E,-112.72739160846186,D,D,219.37229593279514,97.61979449687936,254.3614494199002,E,B,-145.6046257133804,-38.609663538916536,E,A,C,49.85537138587869,A,25.93226858483976,0
Female,Married,Both,C,38.20505763688023,B,A,-25.961106753654345,-92.27554867000849,-12.79601976885357,E,C,0.9743401908539383,-24.97227846393719,B,A,E,-78.68821334736634,A,-14.438778237630403,0
Male,Divorced,Mental,D,73.700161981137,A,E,-2.6431267347872303,38.99480537375162,124.88819906625686,C,B,50.38477347172762,55.23607017658745,C,E,C,82.74289100678564,A,47.57862084513611,0
F,Widowed,No,C,81.01245555201146,B,D,-36.18878051301551,3.197155832611874,4.980027212982031,E,C,222.418188077737,8.170693137274142,C,A,A,-89.65468195937348,E,-9.286965436289504,1
Other,Single,Both,E,115.67654500225414,D,E,-116.49320343022855,-146.0751112409083,-318.1493400644104,D,A,-48.9884773212927,-78.49653406460398,C,B,E,49.625580109101165,B,-89.46794812100697,1
M,Single,No,C,239.6485925638312,A,C,-1.942972369980423,-22.93868779177265,-79.01485741671294,C,D,-20.238075283450218,-193.26443210312996,E,A,C,-44.11944113729658,E,23.018232767670813,1
Other,Single,Both,D,81.19080765737486,B,A,-37.093061765278776,-17.393818931164727,33.877353888060554,D,A,241.2162072038754,-26.429422427698963,D,B,A,161.39055229121914,E,165.6415557170722,1
Non-binary,Divorced,Yes,C,-140.78528640158717,B,D,121.84293261302257,65.60638107255505,-13.278735808399587,B,E,-116.59766224682755,-197.93996513511306,C,E,D,-140.9618199859492,C,75.67010941882629,1
