faith,handicap,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
None,None,US,M,D,D,-154.81366847363796,E,B,-157.46831388189636,131.4401325703565,B,D,218.98833686736313,D,20.466366278144516,C,5.555056026399343,106.434852487171,B,E,1
None,None,Other,M,A,A,75.95276679383173,A,B,80.01954949209235,-14.275741689631943,B,A,-45.73349734700318,B,-39.75804906221046,B,96.06917923603501,191.92555567142165,D,C,1
Muslim,Yes,US,F,B,B,44.71956206905342,B,D,-63.063668515211766,-42.079992488366265,A,C,-154.9178448807892,A,-12.151853716043066,C,-219.1579706890196,-37.10956081513316,C,C,1
Hindu,Physical,Mexico,Female,E,D,-47.58091913882769,B,C,-132.21945036957533,11.832334412622428,C,D,15.301519925732299,B,-17.293947555040297,D,50.103306338465536,62.2777947636565,A,A,1
Muslim,Physical,Germany,Non-binary,D,A,-37.98430498086482,E,E,-45.61187453275123,20.636173616013373,B,D,-49.81902977996639,B,33.08200544282882,D,-136.87824317852898,188.18805072352404,C,A,0
None,Physical,Mexico,Male,E,E,-64.60941981938201,C,D,-101.65398460337272,96.7614122569381,A,C,-161.82195331816501,E,-104.61932263245947,E,220.0411259415801,15.35433514467236,A,B,1
Jewish,Both,Mexico,F,C,D,73.92147636914677,B,D,-130.46008171207754,3.62576744162025,B,B,78.39684880892054,E,-115.19282260076315,D,46.600272784000175,20.314093765165612,B,D,1
Other,Yes,Germany,Male,C,B,-108.84194864470847,E,D,-112.8011769196147,85.83909649953983,A,E,64.11314093399282,C,-144.06136005278825,A,92.32776802125493,72.4528940003584,A,C,0
Jewish,Physical,China,Female,E,C,-118.63245210456614,E,B,-84.771872566088,-73.46679287023214,E,E,-246.60198584828876,A,122.45393966887983,B,-2.6296052735270767,-165.48722261017787,E,A,1
Christian,Both,China,M,E,C,-96.93866501702585,D,D,86.14183204039965,16.41929711452362,A,A,-24.18070666069834,A,14.168691394220831,E,-150.4826948356907,-104.09795258076645,E,A,1
Hindu,Mental,US,Female,C,E,75.0794873099644,D,E,85.81092290342593,23.3943024281175,D,D,-156.30542350260265,C,-55.59586069909476,B,89.60745797062,-57.725081727693976,E,C,0
Jewish,No,US,F,E,B,14.454938126731978,A,C,-3.472126926165031,6.852147868776825,C,C,126.20174197377861,B,81.97765686406935,D,44.18502928852986,-68.1251152355862,C,D,0
Hindu,Both,Brazil,Other,D,C,39.947714502094385,B,C,63.03699920399476,27.68876271579798,E,B,18.19945405840267,E,-25.41736868142174,A,-163.07030420604434,144.20923680130446,A,D,0
None,Both,Brazil,Other,A,C,27.83209064468109,D,E,-50.775870141104015,32.14924659747529,C,D,8.716990090408604,E,15.97238492949568,E,59.61565635961842,-73.70711118725767,E,D,0
None,Physical,US,Female,B,D,-71.79399172867328,B,D,-85.05413447825846,-23.356130759124884,C,A,-55.704353815806876,D,-201.40103801937425,E,103.67020900332635,65.87057878961727,B,A,0
Other,No,Brazil,Non-binary,C,E,104.80367923071438,C,E,11.34173990131685,77.07106033669263,A,E,-208.11111361226313,A,-264.9551391960853,E,169.8126543027197,88.36184100647785,D,E,1
Jewish,None,Brazil,Non-binary,D,A,36.29499597836299,C,A,-125.35389342950556,115.27519219575603,D,D,-13.171050093890663,B,-2.478001559483033,D,-174.66856828770003,-29.778745954881035,D,D,1
Other,No,Mexico,Other,D,B,-111.4603622909029,D,A,-72.1779861267332,28.60097949765678,B,C,-112.36693646634504,C,10.509951051858607,D,-175.86159828169286,127.78859896518777,D,C,0
Christian,Mental,Brazil,Other,C,C,77.30199834028689,C,E,94.35563182840615,117.54916193892724,A,A,-40.54251669860206,E,42.54942595966703,C,16.231256444288007,46.455500620345376,B,B,0
Muslim,No,Other,Male,D,A,86.06981043143264,A,B,-107.88574911766425,114.19933780081007,C,B,17.87941493160864,B,-23.047271485988947,A,81.64669251009987,37.57811399188188,D,E,0
Hindu,No,UK,Non-binary,B,E,-21.402283450077476,D,A,-80.53363166493777,-89.27035991391796,B,D,-115.36195929213902,A,-9.727706683939022,B,77.95389164108266,-20.639271931200636,D,E,1
Buddhist,None,Germany,M,C,A,123.74239408427654,B,A,-151.3455822380527,-32.498949175826276,D,A,51.71416524613649,B,48.14795971648399,C,171.126150341021,91.1925974803691,A,B,1
Muslim,None,India,Female,B,B,100.96000414969413,E,A,-14.54220629334156,3.0408390413348823,B,A,49.21414861942927,C,129.14963297583353,A,130.36949853456392,-139.03647836876468,C,D,1
Jewish,Mental,China,Female,C,C,78.93399806978849,C,B,32.29920154834427,-91.94610318536246,D,B,9.063389809938917,B,57.50792665142123,B,180.45092429055285,-78.90684785435913,B,D,1
Christian,Mental,Mexico,Male,E,D,-59.177885523806694,A,E,-153.79788310338785,-146.313908027656,C,D,52.50444287361171,B,44.6693695763349,C,-186.1280683097909,44.70079600242296,D,A,1
Jewish,Mental,China,Male,E,B,-282.98630234846104,B,B,-105.58301567174297,51.77464933015846,B,C,72.12885397901272,A,32.66078202063179,D,-28.87845330429572,36.61750768229468,A,B,1
Jewish,No,Other,Female,C,B,-19.24963804055107,C,D,-58.48262415841913,-20.84321413338042,C,C,-155.45877114770818,D,-159.61449638312183,E,-38.18340931206237,67.64994417838115,C,C,0
Christian,Mental,Germany,Other,C,D,-43.62790921427522,E,C,101.5878925105373,-71.29851986863125,B,A,-31.591374771891118,B,-4.513582683919444,D,7.177032338182466,24.68131107738398,C,A,1
Jewish,Physical,Brazil,M,B,A,63.2857423094712,A,D,61.20636089209185,-170.12702879495635,C,A,-125.99196749644828,C,-77.72017257477943,E,-3.8903565491804697,-32.17379330488953,A,B,1
Buddhist,Physical,Other,Male,E,B,56.715821730715746,E,D,82.78008488432751,-160.22460443862772,E,C,8.023975785990597,A,102.29205731855248,D,67.52815612634731,-148.61050908541463,A,B,1
Hindu,Physical,China,Non-binary,A,E,-74.2112617253426,B,C,-49.280962320153,-31.958945919287153,E,B,-137.6729962065465,B,-72.76093870492299,E,-153.39157825473762,77.08738759428203,B,A,0
Other,Mental,US,Female,A,D,73.05690655711514,E,A,120.85716402339712,-114.26554611394441,E,C,35.51238329070953,A,-40.39422871688343,D,99.62700349360095,-99.4922898660073,B,B,1
Muslim,Mental,Germany,Other,B,C,48.667378292118904,D,C,-8.824038902421586,99.37968536270985,A,D,-143.35925106109667,C,-69.77283420137832,A,-145.35737520587006,140.2387528265627,A,D,1
Other,Both,Germany,Non-binary,A,E,-144.89760260741465,C,C,212.09434895966203,-115.69792074236372,B,B,-5.537578594082712,A,14.1725957285001,B,-241.14404603123597,16.00593719709406,E,B,0
None,No,UK,Female,E,C,155.40340117326267,E,C,14.910654182634115,54.04703961358411,E,A,94.36925597347162,D,-115.63974018768452,A,51.50474087574368,-159.40724455539038,B,C,0
Buddhist,Yes,China,Male,C,A,188.28789929675392,E,A,43.7482757134613,1.2637151676190432,E,A,16.804657976770024,B,45.295859909618535,B,56.888209204784765,-217.3705485773128,E,A,1
Buddhist,Yes,Germany,M,D,E,-91.74847088172812,B,B,140.5011173046252,58.647868974701176,C,C,-61.637820983294404,B,-43.00457345571778,A,23.806115971561667,32.260425764198274,B,E,0
Christian,Physical,US,Other,E,E,-89.86411726000603,D,D,26.222997453227375,-129.09782769298624,A,E,-65.72067059387761,B,-92.7927333891062,A,30.30858923279173,45.14726127507879,B,B,0
Muslim,Both,UK,Non-binary,B,D,-89.25387064618526,D,B,99.43683039231863,1.9586472974143314,D,B,-54.491812683518894,C,16.62594035846849,E,-94.77082851649413,-64.35745492439126,E,C,1
None,Mental,US,F,D,B,57.58046822677366,B,B,-130.96656420802054,129.53560152581974,B,D,20.62240441538938,A,123.337076763039,E,-59.38334609557129,-4.729995410411745,B,D,1
Other,Yes,India,M,D,D,-42.7769948929228,B,C,12.641338801126265,-24.060907510159325,D,B,14.215190344820055,E,55.093185215317945,E,106.3649862712664,-172.84556676282952,C,E,0
Hindu,Mental,Germany,Male,A,D,210.32210603845627,C,D,-178.15674752518225,-89.6037023809079,A,B,-86.29134333026128,B,-43.3379283432116,A,150.13574861884777,-76.59448490926206,A,B,1
Buddhist,Both,US,Other,C,D,-3.745110839027687,E,B,158.10804299141586,-20.38259892764332,B,B,74.1140048941671,C,8.684512059974777,B,18.12298352236547,-131.88357875660114,E,D,1
Jewish,None,US,F,E,C,-124.64582009087644,B,B,-20.613624620692885,-20.660079301332114,B,A,-202.00535838900154,B,133.54222496403116,E,-55.2998055555211,34.308372226276504,A,D,1
Other,Mental,Brazil,Male,A,B,33.286748932127615,E,A,35.08291901175846,-2.8638729902127866,E,E,-52.06112497368767,C,62.705919188866,A,120.35219621834494,-80.94304281331583,E,C,0
Muslim,Physical,Brazil,Other,B,D,-37.082154443827825,E,E,69.88888306418525,-4.815767874179837,E,B,241.6778689409173,E,60.56363909987288,B,-169.65094328295044,-70.96020112773196,A,B,1
Jewish,No,India,Non-binary,E,B,53.59709012742929,D,B,-45.43486083911561,-152.97806092989455,A,C,-111.65695975946474,A,-132.92746121380273,B,-42.77699961179382,-50.0504784194988,B,E,1
Christian,None,UK,M,D,B,77.3036502949272,A,D,54.59806716701097,-139.17681766854795,D,B,-32.6384150746988,E,58.6573048963774,E,137.18581993054227,124.58741204819815,C,E,0
Hindu,Yes,Mexico,M,A,C,55.34590923683296,C,A,1.9278315698623552,-46.79606012053861,E,B,47.718352015148895,B,87.07794774493418,A,61.29219536133787,156.22020798366316,C,D,0
Jewish,None,UK,Other,D,C,-109.77992971213966,D,A,-17.7505566086841,-3.326767946572344,B,C,50.830099247120565,B,-158.48593924442184,E,-71.34138288711581,41.872117738262155,E,A,0
Other,No,Germany,Other,E,C,40.16065812849168,A,C,-41.110583648431906,-144.62929364764585,A,C,-199.18508486127826,B,-8.060605982335836,D,79.70179975394782,-162.17132097188,D,D,1
Buddhist,Both,Other,Other,B,E,-73.8464261525919,D,A,48.021469335759704,2.499056336843488,D,A,78.20088322779525,E,-93.54168740174269,E,3.9366618214112394,28.26883109602374,E,C,0
Buddhist,Physical,Brazil,Non-binary,E,D,129.40374310251934,D,D,-306.6093998131482,91.44661922826714,E,C,59.558451292701534,A,212.30467070440636,B,126.60973428375708,295.49791283172414,C,B,1
Christian,No,US,Other,C,D,75.25081702463976,C,B,-55.124592181432305,87.38103203957562,B,E,195.15887631383208,D,6.899337082337091,E,37.499280002986794,35.96740200573967,C,C,1
None,Mental,Other,M,A,C,29.147822155686388,A,A,-122.47510547405538,-151.11574893880768,E,E,-50.20427430518587,E,72.69264455404499,B,111.5164215684319,36.31455014105177,C,E,0
Jewish,None,Mexico,Non-binary,D,B,51.97948189948861,C,C,122.00735876149875,70.04498111165253,B,D,-13.910532480525074,B,67.55600680941063,E,76.4499736629659,-199.39890437584492,C,B,0
Hindu,None,Other,Other,E,D,-9.342271354057786,A,E,45.70964421704055,36.8964949315198,A,E,-144.62323999327623,D,67.7956754511177,C,124.64580885183736,-104.21930859944656,B,E,1
Other,None,US,Male,E,C,-155.68220064462815,C,C,-142.173367356346,46.88269965345157,B,A,-127.23934343176036,B,80.01711578830269,C,233.1164374658369,122.13247513847436,B,B,1
Hindu,Both,Germany,Non-binary,D,B,-13.844353875810897,D,A,1.8168176308491732,-125.652988513466,D,B,-44.81204834809427,A,51.431710091165115,A,101.36187898764466,-21.798858385464428,B,E,0
None,Mental,Other,Female,A,A,-37.41063096065959,C,D,-109.79014567075657,-6.368782696624319,A,C,-69.28514075999851,C,36.5270747801053,B,89.49653765816532,116.97679779271948,E,A,1
Muslim,No,Other,Non-binary,C,C,-97.20300246367059,D,B,116.08955752783739,-131.57820148415996,C,C,11.19815353538522,E,-16.54192645982215,E,197.37589709314526,-78.9086906271681,A,E,0
None,Physical,UK,Female,A,D,-19.04126235105744,E,C,-58.33263089444601,-144.21284026305415,C,D,-53.55629949131284,C,-196.48765582381023,E,-142.276698400094,208.76941524458914,A,D,1
None,Mental,China,F,B,B,0.5212133876849939,B,E,-124.8567616271139,143.36332065587595,C,A,86.95384938902745,B,-103.58421988329279,B,-46.68329533012452,-41.134236552748085,E,A,0
Muslim,Mental,Other,M,D,C,95.76089668849906,C,E,-73.26062360996247,4.96460130446895,B,B,73.7537531563867,A,-23.218919408078712,D,-26.217260027901908,14.864601154505408,B,C,1
Christian,Yes,Brazil,Female,D,A,-166.11525923762082,B,C,6.068384592090837,-70.81867571441873,E,A,-101.07183994328778,C,84.1402173815944,D,-26.231056838512938,-18.3653451806196,A,B,1
Hindu,Mental,Brazil,Male,B,A,12.729465941230208,C,E,191.3804348316283,217.20993790026267,C,A,50.36294443994493,C,25.276206975248417,E,7.019354195287603,12.258780912875533,A,D,1
Buddhist,Mental,Germany,F,D,B,-29.83321380544232,A,E,-282.36800220451585,45.47303214170731,D,E,-82.54523183708805,A,12.835034091052734,A,37.62692365177238,-86.43989647851723,E,D,1
Jewish,Mental,Germany,M,E,A,242.55934027264817,D,B,85.06298360858959,-5.209990460343363,A,A,-79.6618276818163,C,-97.26624724524905,B,-148.03141871837414,-71.4914247143589,B,B,1
None,No,China,M,E,E,-99.6805346460983,D,D,104.47120056583763,113.73492547062149,D,E,-32.50544314666751,B,7.431552588788717,D,-2.93700873407249,17.416634485286057,D,B,1
Other,Both,US,Non-binary,D,E,-11.959832204752814,A,D,72.62229367251152,-48.30981273699801,D,C,141.26068317994654,D,-188.8462455081677,A,81.28821901295655,-122.99514210841309,B,C,1
Christian,None,Other,Female,B,B,-102.09597835716717,C,B,25.732577671529672,-93.15909481168265,C,C,-207.06634313446014,A,55.77355849858093,D,39.29510067177452,-29.317873809979055,B,D,1
None,Both,Brazil,Male,E,A,93.47152975858252,D,E,157.80190980124866,44.10335433056039,E,C,-31.98466201389585,C,-87.37704134417004,C,118.21198852644979,-6.952378500305521,B,D,0
Hindu,Yes,US,Male,B,D,-47.62163749522582,A,B,44.36493101574341,-152.46321900593543,C,B,28.87591073317087,E,88.43415627490445,B,94.64366094581493,0.6503889654977242,A,A,1
Muslim,Mental,China,Male,E,E,-77.7018871595685,C,E,-122.06163786113163,-80.15296767295183,B,E,-90.55670970834579,E,-69.29137464225563,A,158.18305663916604,-103.99902503532763,A,A,0
None,No,UK,Other,C,E,-77.49622385789074,C,B,-11.083852922136996,-126.09063050432698,E,B,-41.976827884264864,D,64.34520011755741,C,99.01451989161211,-21.919164720124854,E,B,1
Muslim,Physical,UK,F,A,E,-51.03942163836794,C,B,29.00267965315241,-41.87939753888955,A,B,30.7638355490005,E,23.95121285339649,C,-24.876145956758347,168.70202005377826,D,E,0
Jewish,None,China,Non-binary,E,B,-4.809445786360023,A,C,-15.509831070687838,-4.338123432616416,C,C,83.76660248761053,E,-87.14964621052795,E,0.1331265221083934,5.206332510201152,C,E,0
Buddhist,No,India,Other,A,A,-64.86412634343527,A,B,91.12236708770409,-49.95078844240329,A,C,132.36376912607534,B,47.566185952934795,A,12.286838523085729,94.5950710889765,B,B,0
Christian,No,Brazil,Female,A,A,10.895029414567253,B,E,-29.27451721442938,-107.15571322204617,C,B,55.72489508140136,D,-33.96883676206854,D,-47.4295403359437,125.22456449837061,D,E,0
Christian,Physical,Germany,M,C,B,40.854730481388586,A,E,40.630183173180534,-29.77053088463289,D,C,-173.4298242951211,C,169.32775849528159,A,-13.506165674436813,44.1046922846088,D,B,0
Buddhist,Both,Other,Non-binary,C,B,-102.71200537113296,A,B,-15.694462763693585,41.30792357723572,B,A,-3.663637019812196,D,-25.081370506711675,A,366.17999728156457,48.864865714283916,A,C,0
Other,Both,Other,Female,C,D,120.4339398614821,B,A,17.890783708308373,240.00499588065475,B,C,-77.75873212993652,E,80.73779459637612,B,72.69895370267805,-107.69231946730204,A,E,0
Other,Physical,UK,F,B,B,-57.62198390379021,E,B,209.82153854976863,-78.57738368696424,C,B,-83.71914339412464,E,3.6328862868878944,B,225.79561634056967,-55.73291033270258,C,E,1
Hindu,Physical,Brazil,Male,B,C,-60.610387971312576,E,A,-60.61976931302222,-26.503746719437416,E,C,53.58427271997187,A,15.23157650936897,A,2.2249920890516925,65.23093136251288,C,A,1
Buddhist,Both,China,Other,E,C,-203.24265424391518,E,A,-84.69548280435413,-3.372237532891144,B,B,34.507596803622995,C,-58.4491523245106,C,-20.608784248660115,-115.81737352388856,E,E,0
None,Mental,Mexico,Male,D,B,-20.051250956581445,C,C,9.697355700638703,121.56365706026206,C,B,-95.60605560586562,A,-53.22795367267433,B,-56.111662444258904,82.86802397992302,A,C,1
Other,Physical,China,Female,D,D,96.56761553217213,A,A,23.52471894993026,61.543179409051916,A,E,170.92364949484687,D,100.90399702258408,E,-74.17640742813883,47.56826138144755,D,C,0
None,Mental,Brazil,Female,A,D,27.005119742762655,C,C,-87.87030357190953,28.07348119717723,B,B,-153.65708862154017,B,-105.04899501779113,B,188.70752993934389,-211.79120196610083,B,B,1
Buddhist,None,Mexico,Non-binary,E,E,-5.423645491389029,B,C,-139.13200129737945,-0.7524826929846005,D,B,58.566601468697165,B,106.89090324991346,E,-54.01339370461717,94.61686545285376,D,E,0
Buddhist,None,Other,Non-binary,C,B,-88.67900614157203,B,D,-178.35885193725778,-55.98206245287087,D,A,43.80870412377183,E,-115.12877975760564,A,-32.609263897220394,15.38195383594899,B,D,1
None,Physical,China,Non-binary,A,D,1.442148847617754,E,B,-6.290736948069043,66.64354070270623,A,E,-98.67945936877837,A,110.92879430164373,B,-149.95715538740183,30.29222670144215,C,C,1
Other,Physical,US,M,D,C,102.23065038891355,B,E,-72.73871272684873,-58.690788173714836,A,D,-39.71388559794728,D,-115.258639853061,B,155.596200305186,16.825602091698862,C,D,0
Buddhist,None,India,M,E,B,87.95974582096858,D,C,48.46525843535171,-52.107682034185565,C,C,-213.0744066523944,A,-193.06107184648735,A,93.8557476406438,167.7440156937596,E,E,1
Buddhist,Physical,UK,F,C,C,101.95181249159708,A,E,100.00208548631066,-114.63260925083173,B,E,175.1595909523797,D,-108.76872123612713,A,8.8486846002502,-66.83447407649489,C,C,1
None,None,UK,Male,B,B,47.76300372748623,E,A,-34.733247219172355,-34.42015706341983,C,B,-67.46015599781215,D,-196.24105162910183,E,-142.86572145287263,-34.92491414271574,A,A,0
Muslim,Both,UK,Other,E,B,135.90514119541797,E,B,160.02700805596675,-76.26098429629705,D,E,-4.062777972321195,C,121.07922826648706,B,-42.145880304536846,-26.53693162334382,C,C,1
Muslim,No,Mexico,F,A,E,87.19325824356147,E,E,175.28450106954435,-4.322303821371256,E,B,108.8764637266425,B,-6.313653216594234,C,87.243480743635,-106.53818212778461,D,D,1
Muslim,Both,Brazil,M,C,A,-34.40015775355904,A,C,60.878708063999845,-47.59488345047718,C,A,219.9256173582328,C,-2.789869526206622,C,-73.8933541004595,-38.0842065590106,C,A,1
Jewish,Physical,Germany,Male,D,C,2.4885291952259783,E,B,-83.87962806096127,194.05164102350156,A,D,-31.45118497698714,B,41.28261547108531,D,-27.932420548837527,114.83480723270685,E,E,0
Buddhist,Yes,India,F,E,E,130.77032140920525,C,A,5.070879519749711,70.74295138076614,E,C,-96.28992643994701,B,39.699149297891225,C,88.00677277749769,45.76989809220991,C,E,0
Christian,Yes,UK,M,D,B,137.64767874870637,B,B,7.853672561908147,119.8402113130958,A,D,-59.66503118229615,E,75.73986478860392,E,201.5483779830084,-65.8718619939232,B,D,0
Muslim,Physical,Germany,Female,A,E,52.97812694234884,C,B,135.01475716179502,128.31302304893356,E,E,17.97464651800526,A,-5.848920785175479,E,-124.54394173709618,-132.35870914650775,C,E,0
Jewish,Mental,Mexico,M,D,B,-24.117272296699653,D,A,54.628652019207124,-6.450091709126419,E,C,-36.21952561023576,E,70.89884074333041,E,45.80339089931984,6.1564364402703635,A,E,1
Muslim,Mental,Brazil,Male,A,C,66.59511307530082,B,B,105.80207532606565,9.471557756876056,A,B,-5.47042447394397,E,-17.311391587341404,D,16.659847470465948,-103.03748102329853,C,C,1
Muslim,Physical,Other,M,C,D,-108.28826202282701,D,D,43.07383558610958,32.40204561058601,E,B,-132.52130503183582,A,177.88004971238328,A,-64.86989162228868,-60.83402218295738,D,A,1
None,Yes,Other,Female,A,D,24.38815728066715,D,C,-16.42280023610913,94.28240877812311,B,B,-85.64715009706681,A,-96.94484008057165,D,-31.905147907975824,-24.63917190052918,E,C,0
Buddhist,Both,Mexico,Non-binary,E,C,131.0289474862712,B,A,-154.05738316837488,24.142336173781185,B,A,122.7123031320134,C,-24.6289887781742,B,104.19668936203993,-31.90265059734474,A,B,0
Muslim,No,Other,Female,C,C,-37.55753710367915,C,C,-85.02716087899654,73.81115904788096,D,B,-44.72143498527983,D,-80.14742581416601,D,109.88011561132762,-41.672532401270665,A,D,0
