sex,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Male,65,B,C,A,D,D,-181.1377990406787,D,113.13450238633327,A,66.31592131282112,-99.83468641168714,C,A,B,D,133.07406705470046,-85.05445311092514,0
Male,47,A,D,D,E,B,-134.63994678550966,E,-70.88265115524555,A,-168.32744740660536,112.56473611608394,B,B,C,B,-108.04407515987535,-186.67557722646418,1
Other,70,E,D,C,D,B,-76.07094421722216,C,-51.69978146496992,D,99.40182130291205,19.631114262694993,B,E,B,A,42.11998729495004,-121.82914271313379,0
Other,62,B,A,D,C,D,189.7527425017069,A,15.952517431066138,A,-206.45633107173046,198.61212437919374,C,B,E,D,-1.0660366848543414,26.995102485911517,0
M,30,C,A,C,C,E,45.666730830449644,C,-179.16452644606312,E,17.44200655617677,95.17348712012299,A,A,B,B,80.41989081704273,69.70840815210765,0
Female,48,C,E,A,D,D,63.503193159066065,E,-98.39854438068905,D,65.08623824361598,-20.77077324223487,C,D,D,C,-48.79343643026575,107.10996215091262,1
Male,64,A,C,C,C,A,11.902767459631205,D,11.324586929750582,C,32.978919653271014,-91.4706784281992,C,C,A,B,29.020216677829936,65.60107815339526,1
M,74,B,A,A,B,B,-150.86148723752132,C,88.42070426755342,E,-29.70120221390137,-45.53459283056772,B,C,B,A,44.51555720015955,-10.564681332244808,1
Other,36,A,B,C,C,A,-62.1209299245862,B,-57.599406409362985,C,59.416050387222064,44.84990912436671,B,C,B,A,9.89881567844022,25.661181675976135,1
M,41,A,D,D,A,E,-151.6039488486805,B,-37.2358185230699,E,-21.53246645331289,-68.53744479294535,A,C,E,C,99.3421890755687,106.8536044630095,0
Male,62,D,A,B,C,D,-114.29694797347891,E,-112.73802237967429,B,-18.931683589355842,-137.42714274889067,B,C,E,A,-51.767465537310805,146.2223547677969,0
Male,50,B,C,A,B,B,74.73992080517108,B,-11.65441339632644,B,-109.5652778125453,-44.1182435166378,B,A,C,E,-38.83175677852556,97.1205251311553,0
F,22,D,A,B,D,B,90.12196914917195,E,160.98259950768127,C,45.76617850047908,87.17512131464869,A,C,B,A,-155.2429716002623,113.60486775297194,1
Other,58,B,A,B,A,E,16.753255413817605,A,122.36289888880437,D,3.497620024994428,-31.00312268049204,A,E,C,E,-19.574963349104316,313.9092865143145,0
M,59,E,D,C,B,E,101.98419258758176,B,-30.407776143843584,B,209.70790143390695,-21.249432019643425,E,B,A,D,-0.4143091940291275,88.08822955499915,0
Male,20,C,D,B,E,C,23.8866499003972,A,44.18351601393823,B,72.99331366530035,-175.74747008767065,A,C,D,D,-33.17007772832883,2.065557035634514,1
Non-binary,62,B,D,C,D,C,-44.083749336721,C,-6.353619481664078,A,8.121553602810097,151.52905153439264,C,E,E,E,-114.4248852358734,-135.03563953633255,1
M,19,E,B,D,E,C,164.46811194913812,C,-15.169671469663326,A,25.445741197878185,10.972623725150005,B,D,E,B,-49.52322004413763,29.72836339238493,0
Non-binary,69,B,D,C,D,B,24.827994614985872,C,-16.445834845918533,A,-96.13705746080227,-223.02182655323782,D,C,C,C,271.6154630565051,-173.50791820060132,0
F,31,C,E,C,E,A,-129.01374215815713,A,-42.45949707410525,A,-199.8101632507265,91.27120408783368,D,C,A,D,14.837692046200354,36.44512466655833,1
Non-binary,45,E,D,A,C,E,-107.27230647881028,B,12.5369698353969,D,-8.131268401396532,-80.28492579078603,A,E,E,A,-29.983073737419286,-30.220490166297914,1
Male,38,D,C,E,A,D,144.3480056314926,B,5.171705468963547,C,-125.3324889495127,-14.498626348120853,A,C,B,B,47.33152339981226,-191.2295936931952,1
Other,21,B,D,A,E,A,-16.60704205356712,D,-113.45146430415973,C,124.41843404415161,104.40557517157367,D,B,A,A,78.50968629371897,-12.980793454627602,1
Other,22,B,A,B,E,B,62.75012224727286,B,-45.23996779718497,A,-25.371273624253156,62.15025837320102,B,C,E,A,19.47167209724904,183.0049997196133,1
Female,23,D,D,A,A,A,5.89032779267219,D,-46.94977041444397,A,-146.33988618239405,38.43217280928896,A,C,E,A,15.026274098799625,162.8870285822559,0
M,61,D,E,C,D,E,-40.83755446330791,E,146.6442318577969,B,-15.34304010386408,121.86676075212885,C,A,A,D,15.538935427190612,35.30697031049573,0
Other,70,A,B,D,B,C,-0.7036218678226432,E,137.20031833830944,C,205.9707757243955,-23.500201701777645,C,E,D,B,-138.61136511163704,120.89495506863366,1
F,66,A,C,E,E,C,15.407072709475184,B,-47.92008892838576,C,-137.85020925363784,63.373996749530015,A,E,E,A,126.24764084287494,-54.13332617717859,0
Female,41,A,A,E,C,B,-18.59525209081436,D,45.01041711079063,B,107.93438265127277,3.1552801014978,B,B,C,A,250.39555506812502,-165.36368693008436,0
M,77,A,D,D,B,C,159.61886639993654,C,-95.09807743623612,C,19.138615885201414,-131.1680679181766,D,C,C,C,52.35698089507272,113.02853843674987,0
Female,20,C,E,A,A,D,-244.788651484984,D,-26.333002816204797,D,-124.42995186538954,2.523912762573437,C,C,D,A,151.00595164635314,-35.7495772352366,1
Female,54,C,C,B,D,B,149.26984434090897,C,39.227037121860796,A,64.59264463634918,45.092990281491254,B,B,C,C,-92.23166127760318,-27.89902555945842,0
F,42,C,D,C,C,E,-134.4453534800733,A,-100.61533085431671,B,44.960612990085146,98.88833416027715,B,B,B,D,-167.8931496724576,116.57064400381851,1
Male,65,B,C,E,B,D,81.53923754810583,B,40.543721420502514,B,125.70863215853419,128.69420619192624,D,C,E,D,64.78877146410198,-108.2143613922813,1
Other,53,B,D,A,D,E,-52.35391580559511,A,40.67761557426998,A,-40.095746747537945,22.730583183379057,B,B,E,C,187.93085738770588,63.56722047136662,1
F,65,B,C,C,B,C,-75.21518152404066,A,-7.92508909821217,C,152.68055385703084,158.1506936642613,C,A,D,B,117.37493967183185,-138.20266945853757,0
Non-binary,42,B,A,A,E,C,-66.97359374805522,A,-3.7317348212820067,D,125.23542140575582,-141.89581120283896,E,E,C,A,-169.15525779810284,-68.38752511228978,0
F,74,D,B,D,D,D,-15.46691117706995,B,-30.3059226984211,E,43.18326651938794,123.15003719626138,A,E,B,C,-221.15923412132278,98.62401587031437,1
M,47,B,E,C,D,E,-30.052970166709663,B,-129.45916834376106,A,-207.66351907597058,-139.45210195823975,B,C,D,E,-37.33932086300983,-58.179842083731884,0
M,64,D,C,C,A,E,88.25102297346615,E,5.944871134615002,D,51.625048261046594,-126.07441777456994,C,A,C,B,30.459881749858,-40.68470771706226,1
F,18,C,B,D,C,C,-130.70014414171095,B,-33.331975785160544,A,43.41318624527909,151.1023750604142,C,B,E,A,-138.07632837983186,16.07120008678481,0
Female,32,C,D,E,E,A,-181.3970766679989,A,-101.92561156262965,E,59.70849065786097,279.33449606650004,D,E,A,E,-81.1474144930414,92.98632296946467,0
F,33,A,D,C,B,C,99.42377186804417,C,21.266150387727407,B,181.4489107737504,-137.84687727436312,C,C,E,A,-48.36348452496211,41.01111260352369,1
Other,29,E,D,C,B,A,2.846974029138708,A,55.15097340375299,E,37.79519685121283,138.20592570772106,C,C,C,E,100.44579622011791,12.749468123728422,1
F,49,B,E,B,E,B,60.56456962559277,B,-142.2223774836679,A,-107.30710144747597,20.22880744621352,A,E,D,A,92.97446947599308,13.70823400843414,1
Other,33,B,D,A,B,A,-257.23500153649604,C,206.02683634331282,B,-111.12194771960316,22.92332497801592,D,B,B,B,-0.7710703191558754,64.34897686806929,1
Female,50,A,B,E,E,B,-16.068446022088594,B,15.96452303180325,E,-103.96268979136664,64.43944974166415,D,C,A,B,106.33851898273944,3.077237899555116,0
M,70,C,E,D,B,B,-46.06546352437217,C,97.32072195815638,E,55.38806842511104,94.73413264039976,A,C,E,D,111.86752056172435,17.311414619422003,1
F,19,E,C,C,D,D,34.924428187314284,E,-96.33696765006924,C,-66.2308877094108,-43.48149028505544,E,D,C,E,-153.5629917965851,38.9821172509751,0
M,53,A,A,D,C,A,-100.75857675892182,D,-77.42255753637632,D,-59.48215468824488,-44.58369169844649,D,A,B,D,-172.15330890871766,55.848140862160925,0
Other,61,B,D,E,A,D,-78.11899532913681,D,-73.50285572248922,A,48.658058531293726,74.03311329158261,E,C,A,B,64.78243867151028,145.0773193374101,0
F,61,E,A,A,E,E,30.34429307144198,B,-112.46763453305817,D,-47.83958025920558,24.40514685320561,A,A,A,C,64.30913295304435,-115.9824083835613,0
M,24,A,C,D,C,C,-48.6748321143204,B,-6.266245404640482,A,-60.46275246767385,11.377845585479617,A,E,A,C,31.87689933447887,-60.13148494113544,1
Non-binary,43,E,D,C,D,C,-23.99776812122196,B,-45.116257962607484,C,-7.277817341716471,-155.73490663702077,E,D,A,C,-138.0746232080151,26.59522927400108,1
M,79,E,C,E,A,A,-205.05413047862032,A,3.2026894020442445,C,-50.64300252197974,79.38034170356133,C,B,B,B,-50.97723237896508,22.632582769202926,1
Male,73,C,D,E,C,A,-71.92230771918221,E,-100.51899278733654,A,-24.16951876283405,155.86712049090445,A,D,D,E,-93.97597605745891,-57.46318917135793,0
F,43,B,A,C,D,E,1.420444719329638,E,-192.54088048939622,A,53.806688666460204,117.99902308582216,B,A,D,B,-15.245488933222001,-88.34075108183218,1
Male,74,D,A,A,E,C,2.303822679129152,B,124.85805204778657,C,-45.67213274044769,-129.05682620307363,E,C,E,D,-17.783206304531554,-12.514086402646338,1
Male,31,A,B,C,B,A,100.14218388826892,B,154.7333989330862,E,4.5455034216379495,6.096704073625669,C,D,E,C,-21.370361833444214,-2.262933235371779,1
Female,29,E,C,C,D,D,-28.160677466442753,A,-110.67999098200431,C,-73.04130774107765,61.602844422744,D,A,C,C,44.371226709247566,-99.21623724851372,1
Non-binary,79,D,C,E,D,A,90.37458659757017,C,137.2408648504655,C,-98.40890418894003,9.956597652320433,E,A,E,C,41.3790405611441,-58.12542354210004,0
F,47,B,D,E,B,D,77.53947392231237,B,-69.19830899340306,A,-58.647276996671735,75.22852882329371,E,B,C,C,3.257622277256391,182.19925869471055,1
Non-binary,47,C,A,C,A,A,37.469157814164575,C,-98.01471459445634,D,-174.8082422268366,68.01792056512596,B,E,E,C,-21.284775497496938,-201.15634713323917,1
Other,74,B,A,D,B,E,-125.28661226007733,B,58.8510352058351,D,13.166444092341495,-66.36416069499896,B,E,C,E,21.51283219217458,26.167330257154187,1
Male,20,B,B,E,D,E,-127.64421408310143,B,102.5157226523996,D,-229.85923184674428,174.36571930132652,B,E,C,A,53.57720401288629,31.742049847230504,1
Female,66,E,A,B,B,E,37.36117217209418,D,-1.2637604309094825,C,44.342244057996346,137.5431894681795,A,D,A,C,138.39426744716695,49.89814911363391,0
Non-binary,48,E,A,A,C,E,73.83176529200959,C,27.111435356611945,B,-165.64244681055948,-74.24118108536486,E,A,D,B,-12.223499580614453,-30.399369056648677,0
Male,37,E,D,A,D,C,-8.433726180262473,D,126.43361233088588,A,-9.401176218081366,-76.48790684128518,D,D,A,C,-11.835979469179438,-28.159613614259616,1
Female,59,A,A,C,C,D,146.39158264023345,E,18.668059620702802,B,-11.10001261731174,21.257293265296706,B,D,E,B,-157.6054583496377,-30.71431023017461,1
Non-binary,45,D,B,A,E,D,62.773623303099754,E,51.920048055515224,B,15.713316570546265,71.37336507431613,A,D,E,D,34.09745059344968,-91.06814834289627,1
Female,50,E,D,C,A,B,-191.9052063763754,E,-25.889263968816078,E,-216.85711144967829,139.2300408185997,D,C,C,D,-10.469981821925636,-32.645485698909376,0
Male,63,D,E,B,B,A,58.87182487386406,E,-129.3730963940842,C,-156.53434368422572,36.839885250454365,B,C,A,C,18.484431792156695,-6.740066960031512,0
F,47,B,E,B,B,D,45.40953559098468,D,90.47825510391823,C,-19.502579991456244,-19.24981361024044,E,C,A,B,356.43006910317115,85.22575730029494,0
M,44,B,B,D,E,E,76.69502285382237,A,0.20038602431720204,C,140.57743274353786,-73.260920222091,E,C,A,B,-71.96078915176312,-111.10119915762225,0
F,60,A,A,C,A,A,51.53620685744681,E,7.541538606246251,C,69.19819824694915,66.62213253511713,C,B,E,B,-175.82022890341415,102.53073576390777,1
Other,55,C,A,A,B,C,-20.0961640560732,E,7.418330088264445,B,190.4274121444795,-116.12453950550572,D,A,E,B,40.25561999957158,-105.77674886540109,1
Non-binary,45,B,A,B,C,D,-49.87897166574442,A,45.80904535496535,D,-0.49502073308815564,82.1386257512838,A,D,C,C,-157.17642878416905,119.71306719564384,1
Female,21,A,A,C,A,B,32.46346923236088,B,110.54800952699458,A,-119.85045954695217,-43.905716003484265,E,C,B,A,-136.5724016280095,94.02787363735017,0
Male,21,D,C,E,A,A,95.13460003505658,C,-116.05425378845598,A,30.122638626326353,188.88502991312467,E,E,A,A,-28.650564122215076,93.04438037611395,1
Non-binary,78,D,A,C,D,E,-6.453321218365026,E,30.142327537689006,E,-40.387850034018555,75.71440258797767,B,D,C,B,-76.14169576151009,-130.87653878134918,1
F,47,D,D,D,B,A,-59.19070975857551,E,-166.02704706073433,D,128.42681556127988,-111.59234503676467,E,D,D,C,218.28334846974394,-61.22584941595351,1
Female,63,B,A,D,E,E,-136.14721761958327,C,47.367146472875426,C,-167.7018985107075,-35.45521166350405,B,C,D,B,-177.4315954353454,99.35869255333716,1
Male,29,E,B,E,D,B,-31.59099065049774,A,-53.0619280619823,C,-186.72991697925676,-42.24682691229994,B,E,B,B,101.48039204679084,212.52848296478825,1
M,49,E,C,D,C,D,4.78364750899313,B,-35.84387943573099,E,-54.6774358510285,-72.24467950704326,D,A,A,B,159.0113137023215,-46.97445820073217,0
Non-binary,30,E,B,B,C,D,-21.563869229791376,B,90.9553877331409,C,158.7894925623083,66.66586960342438,E,A,A,B,28.202751202796478,-18.539648092729152,0
Male,64,A,B,E,E,A,-79.64568482441045,C,-12.675421121390315,D,137.40229014237647,-64.48791755362222,A,D,A,D,-23.0278233533831,-10.243376762718503,0
M,72,D,A,C,A,D,-4.682567560721593,A,19.55594936547518,B,25.190363076988913,2.4077433800247703,A,B,A,B,26.812583342706723,-21.500572442872596,1
Other,33,C,B,C,C,B,-57.4541603199326,D,105.26670378000273,B,10.95244009769458,-71.75504942039875,B,A,D,E,-233.5495630407864,-36.17319223522203,1
Non-binary,18,B,B,E,E,C,-32.999266230116866,B,234.36593346772372,C,-34.42870961036499,-15.589217069717634,B,E,E,B,50.276050452949804,46.48450695985677,1
Other,69,C,B,D,A,B,112.70284308982326,E,-111.06702893728895,A,2.9331098416596877,-32.801177306202,B,C,D,D,63.83302817681994,38.05349505546406,1
Male,69,D,D,E,B,D,247.40839012344017,E,-58.355630234054935,E,-28.133899510004262,-58.440155511565386,E,A,B,C,-36.128572547789986,107.05009622247539,1
Male,57,B,E,C,D,B,-90.92630235095794,B,54.33957274533518,C,4.468229400586794,35.54124334183729,A,D,D,E,34.688649579969116,170.64118447802724,0
Non-binary,32,C,B,E,E,A,-35.39377518912008,E,-116.95687724454538,A,64.35830281560597,85.31298446981098,B,A,C,D,-43.59147293662025,156.04587469389978,0
Other,79,D,E,D,A,B,-10.551802475665289,C,-126.26882767284194,E,48.66778994927723,68.46903044999547,E,E,E,C,-148.91340122732254,26.993398372545325,1
F,75,D,B,C,B,E,116.40403998922453,C,-9.088690930268875,E,-37.724379066763156,-70.40033068135536,A,C,D,B,67.36469331482724,108.2755259530507,0
M,57,E,A,A,D,B,-131.88553109229983,C,-80.99833687081555,D,45.98267940384377,104.28541393814325,C,B,E,D,-69.10162275217785,89.01950691607433,0
Other,42,B,B,D,E,D,129.08939270750813,E,112.47540369674589,B,97.77755989492589,-107.29998826724668,A,D,A,D,27.226001105413932,58.992694703681344,0
M,77,C,E,D,C,B,-76.66868921179238,B,-59.692451896752054,D,105.71011785551914,-197.31161779495582,B,A,E,D,68.18570227585802,-128.68167105816724,1
Male,62,B,D,E,A,A,-188.34863393227522,C,-107.32308180335315,B,-11.671716212651218,34.41483112230008,B,E,A,A,165.1463141846719,-116.77742562152456,0
M,67,E,C,B,C,C,-11.350451615525808,D,-78.95242513037007,D,-82.91509443769596,-159.510454026785,E,A,E,A,71.72769038406271,114.71462033965973,1
Other,31,C,E,A,C,E,126.8784733221057,B,-91.41494511174054,E,-73.3340437130324,81.82166109503282,B,E,A,B,-71.70841817038117,-178.08952565433157,0
Non-binary,69,B,A,A,A,E,-39.29813778874575,C,47.480884567036206,B,-104.21619517198648,152.63389861926174,A,E,D,E,-71.63917320647947,-39.984610699228114,1
M,65,E,E,A,B,E,-104.96820894392226,D,-3.7163254910042633,A,-23.423105932093684,-140.2363410164918,A,C,A,E,-94.43491580163504,145.18151373075665,0
Other,46,C,D,C,C,D,-125.15352113541516,D,-195.2270593025536,E,92.90364521828602,26.769860762626802,E,D,B,D,-0.0582817903914821,109.0635875967038,1
F,32,C,A,C,C,E,-124.88534354754132,D,144.02488313870822,D,-74.86745190326116,-77.88274813839261,D,E,A,E,-74.65479739648437,11.220631604928721,0
Non-binary,42,D,C,E,B,E,-38.548180680973424,A,167.72956921123753,A,-33.447138702735316,-30.398500278182723,D,D,D,E,74.2263552150067,16.13563082970924,0
Female,57,B,D,A,C,C,2.2307351707206933,B,-51.62663647917461,E,-17.00207100890777,60.88827110098911,B,C,A,B,-34.94286783625151,-54.71080148871024,1
Female,59,A,C,A,C,C,97.51590622769855,E,73.8367614054317,B,51.87357007557083,-77.08529745800027,D,A,D,E,94.13763036798741,53.43228067793877,1
Non-binary,56,E,E,C,E,C,-153.25405900317529,C,-137.98579281769668,B,-98.5018920145059,50.88989108954131,D,C,B,A,-10.505059049811733,-37.05762655379912,0
Male,25,D,D,E,B,E,-106.58044424051482,C,44.82967832188759,A,-171.26902509190433,-70.53711457103091,A,A,A,E,-30.89587566548815,14.951763919007306,0
Non-binary,22,D,E,B,C,D,40.03735189410397,C,-81.50994470957026,E,-44.74678660191264,153.5294335264948,A,A,C,B,151.06358641122318,48.78058697822481,1
Female,24,E,B,D,C,A,-12.974840803739552,C,67.1417705777965,B,-138.50529437642808,114.07392981264455,C,E,E,A,86.50492486929015,-87.63647526524561,1
F,66,B,C,B,D,E,-28.970850115007252,E,89.11925822790295,E,44.78779675908439,-93.47017987462525,A,B,D,C,392.9684316786103,-7.348152449944963,0
M,20,A,E,B,D,B,63.97473520899006,C,170.70104098577175,D,-40.31275373838397,-77.00430471001069,B,C,C,E,24.92714420511322,63.94103002052973,0
Male,59,B,A,E,A,E,-15.744114209738328,D,12.812697246741603,D,-18.416981499895314,78.92864446887624,B,C,D,D,14.671208684138309,-138.83638996652127,1
Female,71,C,B,B,C,B,96.30826799529703,D,8.758734631192162,B,74.68821466662219,130.10030977807804,C,E,E,C,-84.37383312912564,102.86715116353903,1
Female,41,D,C,C,D,E,157.4362711121732,E,-17.283613044165854,D,181.26889189438864,-87.96588304123024,E,C,A,E,48.36735570915509,-79.19007443536236,1
Non-binary,63,A,C,A,E,B,-196.9187819116447,A,25.25815398638399,B,87.51156775414735,16.18814077791558,E,E,B,B,32.68615306232411,31.855558025160384,0
M,26,A,B,B,C,B,170.54073223083418,B,-8.326874384850022,A,143.9542291758279,-146.1428673922872,C,B,C,A,43.10948759103475,144.61669818101342,1
M,38,A,A,D,E,D,10.89456492774631,B,16.780255396890574,A,39.17257316547826,-32.45075438931922,A,B,D,E,69.80886809942632,33.06274830782623,0
Other,68,B,B,E,B,A,76.9517451102109,A,68.55067528513152,B,56.19722387754108,-47.48172880513991,A,A,D,C,35.92773884551547,-37.97521165033727,0
Male,35,D,C,B,D,C,-145.1436264217099,D,-121.73204303729459,D,-33.633450433139856,153.41650121101685,A,B,A,E,112.31320058411225,94.29362715146763,1
M,66,D,D,C,A,B,31.27618011158037,E,-20.59940292986092,D,69.52896739099292,4.309483388661136,A,D,D,B,-36.177157741911074,32.59522725090161,1
Male,28,E,B,E,D,B,109.52489904631018,C,-17.042400455157285,A,81.96742531287809,18.70134695072881,E,B,A,E,17.266297076108657,60.70346911685962,1
Other,30,A,A,A,D,B,137.04787580845837,E,121.98234344919037,C,127.02714727812656,23.582435248078763,D,A,E,C,48.020757198305596,-80.21678185575615,1
Other,29,C,B,A,D,C,-96.36530886601655,E,-30.747292128324105,D,-18.096640706910406,196.78525446348021,C,A,D,E,-74.86333313994076,10.911108357199053,0
Non-binary,20,D,B,B,B,C,-14.427351489865444,C,-71.36510224333279,A,-182.89067381217018,-73.28603030825622,E,D,E,E,-19.071361895364074,-119.9486391056164,1
Other,60,E,C,C,E,A,46.319867589096134,E,-67.56662687757908,E,15.927476959031587,174.71845541012596,D,E,C,D,134.90630821537468,128.96258988385932,0
Other,29,E,E,D,C,C,-197.21515094326782,C,48.31074848591139,A,-123.41966230792842,-26.425533171599014,B,A,C,E,108.03653042233827,188.0133469728889,1
Female,18,B,A,C,B,A,153.83650643770912,C,-73.53762134274368,C,-68.68134692925895,184.16462361464136,C,C,D,B,83.91110448032424,109.71579723921137,1
F,69,B,E,B,D,D,-85.98098841248195,C,-36.60362019523238,C,-26.22922165472863,-31.936248798571203,A,E,C,B,166.99081915179013,-9.692078437169052,1
Non-binary,54,D,C,D,A,A,-60.97355437502109,E,-99.26516196637498,E,-112.7962268730707,4.1091226403080325,A,E,C,C,-86.19785426787215,46.29709126995213,0
Male,51,D,B,C,E,C,-1.0724541939544046,A,113.23775933907292,D,-192.8491127245155,-88.11335306063258,E,C,C,E,-39.53461731307826,2.638587857705585,1
Non-binary,43,E,A,D,E,A,-27.36745697980488,D,121.87513478806066,D,-56.78943718926034,147.49230376524133,C,D,D,D,-45.121608390528365,172.24115498033476,1
M,64,C,A,B,E,D,161.91814294747792,E,152.4224422757085,C,-95.90197011299077,-81.66663333606517,C,C,A,E,-106.9291627941734,20.20165723519199,1
Male,68,A,E,B,E,C,8.515320159604146,A,-56.92883978975174,D,163.5242925296046,131.44795523348392,C,E,B,E,-249.42488333895062,126.94091507344774,0
