Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Yes,E,E,-37.0238728835463,D,B,C,C,-38.425472731868204,1
Yes,E,B,51.8242060451922,D,E,B,E,-38.70653526322383,0
Yes,A,C,-78.1704879833027,A,D,C,D,52.94178493446494,0
Mental,B,D,140.28969460692494,A,A,C,E,-70.99747907167784,1
Both,E,B,-69.37838746057311,B,B,A,E,64.02329050093023,0
Yes,A,C,-8.554766332406937,B,C,E,B,-188.13249039019573,0
Mental,B,E,-14.76000860939961,B,C,C,E,-20.240471070306548,1
Mental,B,D,64.19333452034084,E,C,E,E,-8.986050056402298,0
Yes,B,E,16.731784219245117,A,E,D,A,6.816083930403162,1
No,D,C,47.68716544746619,E,E,C,A,-142.9877729798057,0
Physical,A,B,113.69671696162571,D,D,E,C,114.04852746863313,0
None,C,A,46.20402537400998,C,D,B,E,140.3804557470658,1
Mental,E,D,-77.61113290360484,E,A,D,E,-78.44985418801798,1
No,A,B,-36.85230173582221,E,B,B,B,8.564861400804768,0
None,E,C,-40.11559121463633,E,C,E,E,-93.19708410197275,0
None,A,D,28.734415781622243,A,D,E,E,-74.26445092052575,0
None,E,A,-96.00237883307355,B,B,C,C,-47.62241203210266,1
Both,C,B,-4.03204722511519,C,E,B,B,-121.80944230661848,1
Physical,B,B,20.073570229547396,B,C,D,D,112.23460241716295,0
Physical,B,B,0.042453268379282136,A,B,D,B,77.45529705671798,0
Yes,D,E,-81.6550507787525,B,B,C,A,-37.172041980088345,1
Mental,E,E,-23.749230843434127,D,D,C,E,-1.633918314131017,1
Physical,B,E,-112.6059576599183,D,D,A,A,199.30377639155407,0
No,A,B,144.88588893406714,B,C,C,D,133.62454925415997,0
No,B,A,236.82530414957742,B,A,E,A,92.28315125254265,0
Both,A,E,139.43289277552,E,B,D,D,66.1659697863658,1
No,B,E,-78.40750833794529,A,E,C,E,-67.0863591402857,1
Mental,A,B,72.48332261995095,B,D,B,D,-17.828602838926734,0
No,E,A,62.742435963093044,D,E,A,B,64.74119216164237,0
Mental,A,D,-12.721067256480017,D,C,B,B,5.502276476366895,1
Physical,C,B,145.46028930249764,A,D,D,E,30.15973255968718,0
Mental,D,C,-138.40254083964587,A,A,C,A,-3.686133081948648,1
Both,E,C,-73.50514336429637,C,B,A,C,-35.43619427447095,0
None,D,A,-6.637546037351477,E,E,D,D,49.06586604480841,1
Physical,D,E,-30.940997186589314,A,A,A,D,39.500989915840975,0
Mental,B,A,-126.11353593121154,B,C,D,D,-7.364904861445437,0
Mental,A,B,-45.87986022001488,E,D,C,E,20.961536825385277,1
Physical,A,C,12.725701255398631,D,B,A,C,80.0352528143147,1
Yes,A,D,214.65806353016546,A,C,D,B,-63.26814920312497,0
No,D,D,-5.515003517779546,C,E,E,A,-158.52282024695253,0
None,B,B,-23.208348624159886,D,E,C,E,-76.27609019189327,0
Physical,D,D,155.27731583180366,B,A,C,B,39.62015521043389,1
Yes,C,B,20.076992558857544,B,E,B,D,42.885256387875394,1
Mental,A,D,54.34072365955339,A,D,D,C,-35.615374575218944,1
Physical,C,E,-28.279280845141653,E,E,D,D,101.37425408960618,0
No,A,B,108.30176161312288,B,D,D,C,-1.30243118761446,1
Mental,E,C,-73.12860203027608,E,D,D,A,69.05862395219674,0
No,D,C,51.02742189527001,B,B,B,A,-109.74908675788623,1
Physical,B,E,-122.79875820487356,A,E,B,C,-43.33811750625055,1
None,E,D,-76.31377583903016,A,E,B,D,-4.836718623510326,0
Physical,C,B,-115.25215927470435,C,B,B,B,45.22424094810246,0
None,A,B,47.79475407545035,B,C,D,C,-130.34134119937565,1
No,B,E,212.37175140333684,E,B,A,A,-112.95498916101316,0
Physical,A,C,113.60442189755491,C,A,A,A,-38.07210505279456,0
None,C,A,-18.288735369481266,E,D,B,D,32.68597350367705,0
Mental,B,C,55.17002664881881,E,B,B,E,-45.31901907635853,1
No,D,B,-75.96880032589152,B,D,C,B,-22.182021577703555,0
No,A,C,60.89442386274276,B,E,E,D,39.31699419942312,0
No,E,E,-52.63780002535938,D,C,A,E,62.091513893174444,1
Mental,A,E,-35.356842481529675,D,B,A,C,9.636344316463635,0
Yes,E,C,-66.04826590450146,B,E,D,B,134.66135842799,1
Both,B,C,33.32946597823063,D,D,C,C,-6.780520109074704,1
None,C,B,-137.91427590405252,D,A,E,D,-26.32008625008495,1
Yes,E,A,33.956163922697925,E,C,D,B,-5.1916278295355545,0
Physical,E,B,59.23166388372481,C,C,A,B,43.727097339328886,1
Physical,D,A,-10.98650519813988,E,D,E,E,72.85268861322609,1
Both,B,C,9.974566095856554,D,A,C,E,-179.7888396295353,1
No,A,A,188.5766861302277,E,C,A,C,163.90499294118408,1
Physical,E,A,-101.64610796902302,D,C,B,B,2.6811319098574615,0
Yes,D,C,138.69387412897288,D,D,E,B,-77.21136870427114,0
No,B,A,65.54913880272971,C,B,C,D,-126.25310820759938,0
Yes,B,A,53.41016813520104,B,A,B,E,83.96495083057661,0
Both,B,D,-97.19632327902373,E,E,D,C,26.094812593864592,0
Yes,E,D,-55.0891408162944,C,B,D,B,-22.62988738410334,1
Mental,D,A,83.96667006458729,C,A,B,E,98.77985853158971,0
None,B,A,-64.06697713218064,C,A,B,A,-51.69932893147793,0
No,D,B,254.68309584518093,E,D,B,E,-146.24188063355362,0
Mental,C,B,73.02792624147055,C,A,C,A,120.96102386068657,1
Both,D,B,153.76147822679417,E,C,B,E,-28.152863738233076,0
No,E,C,-72.999931344334,B,D,D,A,99.42390116080108,1
Physical,C,C,-40.89226063106226,D,E,D,E,121.34460029103337,0
Yes,D,C,-31.224656331884727,D,B,D,E,46.54462896267292,0
No,C,C,-68.23904632078488,E,E,B,A,120.01679327353132,1
Physical,C,D,26.89333909783415,D,D,B,C,-55.906648370796944,1
Physical,C,C,-10.518481958449923,E,E,A,A,-116.96983524843144,0
Physical,E,E,-18.256696811377694,A,C,E,E,17.123191335298888,0
Mental,A,C,-73.5598237911367,B,D,A,A,48.138012589767385,0
Yes,B,B,1.5692846905994844,C,C,D,A,25.80188414791882,1
Physical,C,B,-189.0603066313784,D,E,C,A,284.2852843980204,0
Yes,D,D,-142.87628488037882,E,D,E,A,-84.95185730786046,1
Yes,C,E,32.58870551933341,C,E,D,D,-87.6987476659989,0
Both,D,E,120.2717140671142,A,A,A,A,-23.434563416084533,1
No,A,C,91.6173297930768,E,A,B,C,24.861277893089074,0
Physical,E,A,-44.759785443179275,C,C,D,C,25.899729857470266,1
Yes,B,D,20.309259362046905,D,E,E,D,2.754476234021612,0
Yes,E,E,-30.32441652493715,E,C,E,E,0.21724257435835567,0
Yes,D,C,-8.42424527206647,A,A,D,E,105.24318717603747,0
None,D,D,103.64791602414375,C,E,B,A,4.998458665755901,1
Yes,E,C,-18.221480473876724,C,B,E,B,-64.44745381036252,1
Yes,C,A,-50.627896342756806,A,E,D,B,46.88700136253017,1
Yes,E,A,30.348462916837505,D,E,B,B,65.10221078109001,0
Mental,D,E,-131.93239783193664,E,A,C,A,-54.99768477601852,0
No,D,A,-98.12293013861228,E,C,B,A,-134.56355970718974,1
Physical,C,A,-28.846324303914628,A,C,E,B,23.88650507271531,1
Both,A,C,-71.18300321524106,C,A,C,E,167.39073421561503,0
Both,B,C,56.131689279190766,D,B,E,D,-76.71339042202267,0
Yes,A,B,-93.11600856964647,D,D,E,D,-56.508514696803694,0
Mental,D,A,113.33753240775167,C,C,A,E,34.756221790779904,0
No,E,A,-77.65403716504049,D,C,E,C,18.707430614243922,1
No,A,C,254.75949431255893,D,B,D,D,-0.09498635436311653,0
No,A,D,-57.317027325703506,D,D,A,E,180.81189610990617,0
None,D,E,-34.11654327954388,A,B,E,A,-4.536151176704006,0
Physical,C,C,51.226511938472854,E,C,A,A,3.3743863805635024,1
No,D,E,89.72375128768016,D,E,C,E,51.191232286838904,0
Both,C,D,-129.48654613127863,A,B,B,D,68.30889805405866,0
Yes,E,A,-49.15009378705062,B,E,B,A,-182.17842205054498,1
None,A,B,-59.18765748884175,C,C,D,D,74.9711858230376,1
No,A,C,122.65563353984636,A,E,C,E,-169.91108902665445,1
Mental,A,C,120.45928557263026,E,D,B,A,13.827643841104065,0
Both,A,C,40.41574854547746,E,D,E,D,10.808318015404357,1
No,E,C,-3.180900200095021,D,C,A,D,-98.80167693695039,1
Yes,B,B,117.79181184501827,C,B,A,D,48.9592403510261,1
Both,B,C,-70.19408846862548,A,B,E,B,20.85861728385222,1
None,A,A,45.69225574850418,A,C,A,C,56.692879091535154,1
None,E,D,-34.234841682895386,E,A,C,A,-52.86310434921404,1
Both,B,B,-74.1778993957282,B,B,D,A,-76.29150657939674,0
Mental,B,B,90.77607452288576,A,D,C,C,31.933384717407677,1
Physical,C,B,-47.11733441720688,B,E,E,A,-93.63424104725871,1
Mental,D,A,148.4865383005914,B,B,B,D,239.2704365014679,1
None,D,B,30.67620933000522,E,A,B,A,80.84537161148732,1
Yes,B,C,105.03209486401947,A,A,C,E,97.14040328593502,0
None,E,D,-4.547995743434567,A,D,E,A,-103.42625181280964,1
Mental,D,B,-158.7604928720641,E,D,E,B,24.517020761232164,1
Physical,B,B,200.15794360205535,B,A,B,D,-43.19507123246258,1
None,A,A,220.3256209695489,A,A,C,B,129.47505558022146,0
None,B,A,88.65977693509521,C,B,D,A,98.59532556345798,1
Mental,D,D,30.007827890210663,C,E,E,A,-13.01828833643065,1
Physical,D,D,71.75968203731271,E,A,A,A,80.93091506103815,1
Physical,E,A,-205.5800001458108,B,E,A,A,-0.1404436573906179,1
Yes,B,A,-195.94024473348688,B,D,B,C,191.23735969264283,0
Physical,E,E,-56.53853409564291,C,B,B,B,-44.227515499361644,0
Both,E,C,94.95368309411832,D,D,C,C,-120.20328542720198,1
Mental,A,D,55.1529997643576,A,C,E,D,101.71133933017742,1
Both,E,C,0.9962645745330796,C,A,E,E,5.894754588589216,0
No,C,D,-11.452846179335307,E,C,B,B,-95.40591997968477,0
Physical,A,A,-65.29455502852882,B,E,A,B,-1.6098472614077288,0
Yes,C,C,0.48675547726714047,D,A,A,C,55.706575039572456,0
Yes,C,D,1.7968004673335776,B,A,B,C,58.215198065828034,1
No,C,A,-43.63718807174969,C,C,B,C,-42.96435558230181,1
Mental,D,B,91.4950172941715,B,A,D,C,30.58972351156113,0
None,D,A,-59.307426892440965,B,A,C,D,-119.01876448510616,0
Yes,B,E,-6.31759870283681,E,B,E,C,-167.32904884895788,0
Physical,C,A,106.90616915850279,E,D,C,E,143.02388195304596,0
Mental,C,E,-43.631968068704,A,B,B,D,-89.01838583136575,0
Both,A,D,-160.1679297761818,E,C,B,E,-76.36566077412424,1
Mental,A,E,-0.4645223068741159,E,D,D,C,2.8517489963138485,0
None,D,B,-38.89552475166212,C,E,B,C,90.64321120840802,1
Yes,B,C,-29.902549542595576,B,C,A,D,-2.3017795679671096,1
No,C,A,25.85478017269656,C,C,C,C,51.4545070347703,0
Yes,E,D,-100.22759489464548,B,E,D,D,155.3470286713331,1
Mental,B,A,18.014477123643527,A,A,C,C,-134.46061262038774,1
Yes,C,C,-44.00015424165024,A,D,C,B,-67.49484618962242,1
No,E,A,95.1967480782254,E,D,D,D,-0.4058450475336413,1
Mental,A,D,178.11638765034172,C,A,B,C,90.24520340253453,0
Physical,C,C,88.97956465418599,B,B,D,C,162.43233682254277,0
Mental,D,A,5.194712749236352,E,D,E,A,-108.5618284871827,1
Mental,C,E,-176.43851471956097,D,B,A,D,1.513527037260049,1
Yes,C,E,-31.976730482333103,B,B,E,E,76.87961172881718,0
None,A,B,12.5933019623643,A,C,A,C,-122.40536732250655,0
Both,D,E,100.66955067835343,B,C,A,E,54.72126856804024,1
No,A,C,166.9965614063519,B,E,E,A,147.6006221936033,0
Mental,A,C,-75.72567436378499,C,B,A,D,91.00065255027229,1
Both,C,C,24.4091499000277,E,A,C,E,84.16982728249691,1
Physical,A,A,-213.4209770888158,A,C,B,C,-32.28316396278622,0
Physical,D,D,-44.274535617313944,D,C,B,A,70.6749034720864,1
Both,B,A,-118.20330486947377,D,B,E,E,110.2816787360988,0
Physical,E,B,-15.952282022277087,D,A,C,E,19.71900027195699,0
Yes,B,B,149.55735031345952,D,E,B,C,-56.995891560870206,1
Both,C,D,-18.979940284024966,E,C,D,D,-215.4648250403613,0
Mental,D,A,53.68130353485974,A,A,E,C,48.91062348166756,0
Yes,E,B,29.13575373424136,C,B,C,D,-78.88405586367914,1
Both,B,C,180.43783777639237,B,C,E,D,32.83251027993906,1
No,B,D,39.2000206743824,B,B,A,D,45.05256833160756,1
None,D,A,97.56367227983344,E,D,C,B,-92.76656142105473,1
No,E,B,136.10321938395617,A,B,D,E,-93.30385134863954,0
Yes,B,E,78.4800310431024,D,D,A,E,0.6487410975970783,0
None,B,E,-73.41229881848427,E,A,B,D,-10.6148369208733,1
Physical,D,C,-209.7768667772882,E,D,A,B,251.16327745881662,0
No,E,A,-52.641252821704974,A,D,A,D,-86.89699519713726,1
Mental,E,B,151.10723163878038,B,D,E,D,-14.558280001568342,1
Yes,D,C,61.62055507557015,A,A,E,D,-111.80006075851388,0
Both,D,C,24.372371246982272,D,B,E,C,-91.53426497659775,0
Physical,D,C,65.7120042072108,C,C,A,A,-137.69568686956657,1
Both,B,A,105.40092433574333,A,A,B,D,-296.89622496500465,0
Physical,A,E,-180.4709745474518,D,E,E,E,97.33779427730204,0
No,D,B,-12.51769323400186,E,E,D,D,128.22576755837773,0
Yes,A,D,-10.322707355750014,D,E,C,A,-114.93561958207094,0
Physical,C,B,80.67356481864772,C,E,A,E,48.615738116474894,0
Mental,E,B,132.8377574400951,E,E,A,E,-72.80641790405907,1
Both,E,E,-28.35160441233702,C,C,E,D,-106.15307439370424,1
Physical,D,B,40.335829606829,E,C,D,A,-45.31269369469268,1
No,E,C,-85.90814373340285,A,B,C,E,-163.9416604606126,0
Both,B,E,-42.47741374697009,A,D,D,C,75.00000864381533,0
None,E,E,-17.833512023465005,B,B,D,A,-149.4809286103167,0
No,C,E,-1.532997964230064,B,B,A,B,-90.5195616460445,0
Yes,B,A,60.43946945027879,A,D,C,C,-10.520767834087263,0
None,D,C,-141.24501691426218,E,E,B,E,-172.4857568397008,1
Mental,C,D,229.87319377310519,A,C,C,D,-33.62203029468066,1
Yes,D,E,-3.109738261787109,E,C,B,E,40.53111287182941,1
Physical,C,C,28.67313481310305,E,B,D,D,132.40923931193564,1
No,B,E,97.72656229891902,B,C,C,B,23.26959837137938,1
Yes,B,D,-10.900540517011423,C,C,B,C,-18.469597221741324,0
Mental,C,B,-123.27444028547332,A,C,A,A,25.35267433319119,1
Both,C,C,131.62879422938317,E,A,D,B,63.13738894257678,0
No,C,C,26.282969038899147,A,B,B,E,25.282031975562134,1
Mental,B,E,-115.66833553521593,E,E,A,C,8.216975297114974,1
Yes,E,B,-71.77236372172548,C,B,D,B,-91.55173651537257,1
Mental,C,D,16.039325321703306,E,D,D,C,228.25764249291845,1
Yes,A,A,93.8282007657717,B,B,A,E,-184.6170960098586,0
Both,E,B,-67.6644810782552,A,A,B,B,-123.87303069517375,0
Physical,E,A,83.11847553346136,E,D,D,B,-64.6902987211909,0
Both,D,A,34.877581589949195,B,C,B,C,49.430899826894944,0
Yes,E,D,143.3755286497761,D,A,A,E,26.740288101632657,1
Physical,D,A,9.341051879098341,D,B,D,B,103.45572745089066,0
None,D,C,-187.47594069289457,E,A,E,D,9.072564929870447,1
No,C,A,-100.01958540871883,C,D,C,D,20.2939467640027,0
No,E,B,28.791545297899724,D,A,C,C,-124.15956977061296,0
None,C,C,62.86139553675263,E,E,A,C,36.071525944261815,1
Both,E,D,-163.32062838376214,A,A,B,A,131.85584306426603,1
Both,B,D,-34.101037532182346,D,A,D,A,-51.796624525782,1
No,B,C,-38.26601763382029,C,A,B,A,-66.5483158253249,0
Both,C,A,-31.377281236269727,A,A,B,A,221.5071033380818,1
None,B,A,-97.36279251548433,E,E,B,A,155.4741366090694,0
None,C,A,145.59877846012427,C,A,B,C,-4.252427716934994,0
Physical,C,C,-71.16256165999772,E,B,A,B,4.3894233201022095,1
Mental,E,E,76.83231501013242,E,E,D,B,142.19008139076652,0
Both,C,B,59.18132880976923,E,D,E,B,-101.71862960288978,1
Both,E,B,108.99718265442408,B,B,D,E,8.252993058023844,0
Mental,D,E,-27.971051483152408,A,E,C,C,25.56360014230487,0
No,B,B,150.09322885632952,C,A,E,B,-31.978731439575864,0
Yes,D,B,-64.18446716699532,D,A,C,A,123.30952547473528,0
Physical,C,B,59.3690407833121,D,D,B,C,77.76982240288801,1
None,A,A,-28.093168929543282,E,A,E,C,72.91612887960645,0
Mental,C,C,-2.685370561088826,D,B,E,A,6.881602849968753,1
Both,A,A,-72.41078742875476,C,C,E,C,-87.13650107781797,0
Yes,B,A,229.76520119799292,C,D,E,C,47.650755560446875,1
Mental,D,A,-32.78948608937684,C,D,A,E,31.758867590117784,1
Both,C,E,-133.4238792782068,A,A,A,E,102.80980707665684,1
None,D,A,-107.79784953834839,B,E,D,B,-87.42085556326784,1
Both,C,A,-72.19119894613222,B,D,B,A,-49.49517382493875,1
Mental,E,D,-26.355563899706517,D,C,D,D,74.78243687737088,0
No,B,C,-180.45198034478796,E,D,A,A,-192.23922076274883,0
Mental,D,C,45.15144511286822,B,D,C,C,109.13849808877347,0
Both,E,E,-7.611982002508909,D,B,A,A,-85.27129326379172,0
Yes,D,D,-92.1264834678745,B,B,B,C,35.98435900447604,0
Yes,C,B,-16.243479447337258,C,E,A,B,201.42680727827104,1
Physical,A,D,-248.78281306003706,C,C,A,B,-96.97276851294954,0
Both,D,A,-17.201008692252046,A,D,D,B,-64.57567190829654,1
Mental,E,D,21.297951528822843,B,E,E,C,-113.85142156995691,1
Yes,D,B,122.02800939580196,A,D,D,A,-111.93797944961969,1
Yes,C,C,180.49308182684496,E,A,D,C,9.286770825797783,0
No,B,E,96.9557224743455,C,D,A,C,78.97183857539254,1
None,D,A,-10.840208609602813,E,B,B,D,1.4819317472867908,1
No,A,D,91.55525386977416,C,D,A,C,-70.62727199143734,0
Mental,C,C,20.840131811549885,D,B,E,B,-68.65118393718996,0
Mental,A,C,-119.5773252473999,A,B,B,A,62.45024643321951,0
Both,E,E,162.99107217916142,B,E,C,C,162.6887982467751,0
None,E,E,-40.09580421677265,D,B,C,C,66.37588733424678,0
Both,D,B,43.127313048210446,C,E,D,D,150.2037214423022,1
Yes,E,A,-138.46038972940514,E,E,B,D,36.6969019917241,1
Yes,C,D,211.34571517109998,E,C,E,D,74.86550621753054,1
No,E,A,274.1732985799517,A,D,A,E,-114.98414227578144,0
Physical,B,C,-5.802066440863264,A,D,A,C,86.92908432436919,1
Yes,B,C,-75.68165333672478,C,C,A,E,60.88623417308725,1
Both,E,C,-5.273760719774869,E,D,A,E,81.88756435433459,0
No,A,C,86.29897893392577,E,D,B,A,107.15775779747202,0
Yes,A,D,-26.341851286087437,A,A,C,E,-4.717065586309997,1
Physical,B,D,55.02666082102316,C,D,C,D,-17.569663055958294,0
Yes,C,B,-8.73675827861943,D,E,C,E,-3.2155143684482193,0
Physical,B,E,190.02068838795262,D,E,E,B,-1.8052387955844356,0
None,A,A,14.276872512862587,C,A,A,D,39.96089637733412,0
No,B,C,78.86798128164455,B,B,C,D,-108.11612120785668,0
Mental,A,D,-229.37284507667576,E,D,D,D,14.338562510604163,1
Physical,E,B,332.2424197217916,B,E,C,D,22.368005385827196,0
No,D,B,82.17551171555631,E,D,D,B,-236.62622277138007,0
Both,D,D,56.66532594216916,C,B,A,D,35.05641315762156,0
Yes,C,B,-33.101925701192535,A,C,E,D,-20.637560367282035,1
Physical,A,C,68.14660560823815,E,E,B,E,-48.45660153598993,1
No,B,E,65.85392410392967,A,E,C,C,-132.8198132503404,0
Mental,D,A,88.99222096676023,D,C,C,B,33.14684730953538,1
Physical,C,C,179.69240191502928,D,C,D,E,121.12543899894767,0
Yes,E,A,204.95468532555532,B,D,B,A,43.81855758218731,0
Mental,E,B,95.8240853608183,C,B,A,B,59.68023769144275,0
Mental,C,E,-15.99464409523945,A,C,C,D,-221.7146935229767,0
No,D,A,123.63183864748615,D,B,D,A,24.662444977789626,1
Physical,B,C,-154.91074998552753,D,D,A,A,-3.435936019827366,0
Both,A,C,-48.04391917072017,B,E,C,B,133.70075526809103,0
Yes,D,A,-136.55788334844968,B,C,C,A,-56.89715242920038,1
Mental,E,C,19.9236281574604,C,D,A,E,-100.61331560008684,0
Physical,B,C,-185.85573281301137,D,A,A,D,6.067046602772681,0
Physical,C,D,-139.2033857763809,B,E,B,C,-20.56543603672538,0
Yes,D,E,43.722468016916665,A,C,C,E,-99.87409796007199,0
None,E,E,132.77143362354272,D,B,D,D,66.0823024744554,1
Yes,E,C,-20.24683439094105,C,E,B,E,112.64560280545679,1
Mental,D,B,-110.2085193260127,D,E,B,A,19.526746600201925,0
Both,B,E,49.098126821585176,C,A,D,B,9.606315485808569,0
Yes,D,C,-125.08062808007605,C,B,A,C,-150.17967872347575,1
Yes,B,E,25.500369815262857,A,E,D,D,-66.77067533577072,1
Physical,E,A,-77.45966662329894,E,A,A,A,21.322381288066538,1
Both,C,A,51.89846867271434,A,C,B,E,-80.08500371972684,1
Physical,B,C,62.26703227974958,C,C,A,A,112.06966953451598,0
None,D,D,-113.99400340649495,B,C,C,D,122.15284646468234,1
None,A,E,-116.89715522916903,A,D,A,E,-24.79732028356262,0
None,A,C,-23.223454416085037,E,A,A,B,-58.62367298897271,0
Mental,E,E,31.742452800708715,E,E,C,D,-28.745265072518045,1
Both,D,A,95.50433430915888,B,D,C,A,14.157135558014911,1
None,C,A,70.98390140541592,A,C,C,B,52.69111137463079,0
Mental,B,C,13.039112901866687,B,B,E,C,-39.07112000618661,1
Physical,A,D,166.76203836557565,B,D,E,C,-16.966558951720458,1
Both,A,A,-65.0516500302855,D,E,C,D,56.50491859026319,1
Both,C,A,-111.83018181101427,E,C,C,C,-71.96390268664446,1
Physical,A,B,-107.04743409621796,A,D,D,A,158.54357619347584,0
None,B,A,116.17047597195199,C,A,A,A,120.46527072697238,0
No,D,B,-45.64400419897668,D,E,A,B,27.578477892610405,0
Mental,B,A,87.66315185418945,B,E,B,D,-60.746816032313035,1
Physical,E,E,-138.53655239721073,E,E,E,B,107.10477931244343,0
Yes,C,D,94.74518327002185,A,B,A,B,-15.732732114013793,0
Mental,C,E,96.61433135730539,D,B,B,A,146.4922618587059,0
Both,A,E,32.732937937783035,D,C,E,A,-55.892034585592086,1
Yes,A,E,-52.79305022829389,A,B,C,E,-32.564620630254915,0
Both,A,A,-53.88249844571208,D,A,A,D,-175.03259720227177,1
Yes,B,D,190.38054369338883,D,A,B,D,-122.97684774110313,0
Both,E,C,-43.984822114873886,A,A,B,E,-96.0200440297395,0
None,A,B,-184.47664680786536,B,B,E,C,-71.27140934527681,0
Yes,C,C,198.59740986484553,A,C,E,D,-39.47510083136094,1
Yes,E,B,-71.72691588503875,A,C,D,B,20.063692516146027,1
Mental,B,C,-57.91441747217336,A,E,C,B,125.51134927469376,1
Mental,E,A,78.32174806825523,D,E,B,E,58.41226787212691,0
None,E,A,-6.347832804158634,E,E,A,B,16.951281015104367,0
Both,D,A,59.73705952402438,B,D,A,A,103.80059523090064,0
None,B,C,3.5827035339737217,C,A,D,E,-13.894549068123228,0
Physical,E,C,44.23582043257897,D,A,B,C,-208.71417136875056,1
Yes,C,A,-162.32646199302553,A,B,C,C,-82.21624750058899,0
Both,B,C,37.77410535932913,E,A,C,A,-16.748876630584732,1
No,E,D,20.69502960589028,E,D,B,C,-35.01958998965687,1
Both,C,D,-39.39859204791033,C,B,E,A,112.10200887681671,1
None,C,E,-6.326539321892535,B,C,E,A,-73.61001316781326,0
Yes,C,B,3.9446399033803745,B,E,B,B,-78.52616004120071,0
No,E,B,-21.374862603593208,C,E,E,C,96.13901191334018,0
No,D,C,-63.88279086192774,A,E,A,E,-138.85960915629,0
Yes,B,C,43.966886148000405,E,D,C,D,37.58529826498111,1
None,E,C,-70.26707119861986,B,A,D,C,127.7917029647254,0
Mental,C,A,-88.97567946287735,C,E,C,D,-119.87247561412025,1
None,C,C,155.4439911662814,A,D,D,C,-173.36117899829418,1
Yes,B,D,-44.7213882627212,D,E,A,C,-63.47027304363048,0
Both,C,D,-98.74483161383148,C,B,D,D,58.7478994702336,1
Mental,D,A,-143.34018486779684,E,D,B,D,-162.26066215155163,1
No,D,B,-28.500420996303617,B,D,E,C,-39.07568627962459,1
No,A,C,151.23397550921032,B,D,D,A,69.52325296304338,0
No,B,B,161.12553985899538,A,B,A,A,134.1228558172819,0
Both,A,E,156.0486055412583,C,E,E,B,-56.561370398449995,0
None,C,D,53.72245816557911,B,A,B,B,-23.672794169797108,1
Mental,A,E,-113.3150483966507,B,C,B,A,-35.33133756336254,1
None,E,D,-75.09462209531618,B,C,D,A,68.04590567320939,1
Both,D,A,-80.63029337509604,B,C,E,B,5.5201276920947775,0
No,D,E,22.303104409273473,C,D,E,B,-105.61339609858223,0
None,B,B,-70.58406339516345,A,C,E,D,57.93402730435595,0
Physical,B,E,-108.21702281093519,C,B,C,C,-77.24243582528486,1
No,D,C,-36.629497610255825,C,E,C,B,-71.63237377884809,1
No,A,A,128.07722577723538,C,C,E,A,-30.40906328301507,0
No,D,E,63.896130471526945,B,E,B,D,-98.62721333552143,1
Both,E,E,-5.793489037579524,A,E,B,B,-20.469137290557324,1
Physical,C,E,-36.295398164687896,D,E,E,A,45.314634788700594,1
Both,C,E,-289.0792497861921,E,A,C,D,13.800238943621409,0
Physical,E,B,92.69288220752132,B,D,C,D,-52.745642711822896,0
Physical,E,C,61.04643764954276,E,B,A,C,-93.10786791827543,0
Physical,A,C,2.6537524591147856,C,A,E,C,91.92450965650772,1
Physical,C,D,149.87380968334998,E,D,E,A,-45.36394444441718,1
Yes,B,B,106.6958043374832,A,D,E,E,39.06772002809856,0
