veteran,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Veteran,None,-0.23959858215155133,-111.27374653722724,A,145.5514133519658,D,A,-103.86631477959523,C,A,-122.00987678963571,B,D,C,D,-227.48200707560068,D,37.835944055115185,-18.92730620592986,0
Yes,Mental,10.609726327933311,-80.8416821133736,C,-167.55423100141954,C,D,80.62098439066403,A,C,75.36309617377745,D,E,A,A,11.63961043398047,D,-79.99994409829185,73.95443806001208,0
Non-Veteran,Physical,-112.56373630214802,21.867631472219294,C,87.27625492125699,C,E,172.37564438830938,A,B,-57.333163184464176,E,C,A,B,-43.33611221283766,B,-264.2021709750555,-160.72113478542585,1
Yes,Both,-16.25387600530309,-72.33327086235383,D,148.66321463569378,A,A,-47.63373090198975,A,B,33.343257622214644,B,C,E,B,122.38409776811538,D,-70.00973041649485,32.2175857066895,0
Yes,None,54.851647848612984,100.69665348101458,C,106.26437338730057,D,D,113.50040921979551,D,C,-179.1847435536732,A,E,B,B,54.36223711222318,B,-206.51904224604684,-172.77770375924914,0
No,Physical,18.082243945379812,-127.95379734943975,B,115.39031490437723,B,B,-153.04177506371667,E,B,20.112353655650747,B,B,B,B,84.7465052853032,A,-128.90527393855095,-1.2843515391190494,0
Non-Veteran,Both,112.47375765450138,-53.010902602656564,E,-112.68122814034824,B,B,40.160310999970875,D,A,123.14650699612626,B,B,A,C,141.05009455191032,D,-30.546884842517635,28.0042377373178,1
No,Yes,-30.924817323699667,-74.96006976322911,E,154.83574820409615,D,C,-121.19755614754719,B,C,-39.26917441533719,B,C,C,A,19.862074677219685,B,-178.97946925572305,-29.9996032835471,1
Non-Veteran,None,147.91596767003242,-17.760219243746906,C,-110.6484730944623,A,B,-71.95784747287414,E,D,-153.91286750851125,E,A,C,C,-112.36289683835923,B,-105.22073164911254,67.66624380524829,1
Veteran,Yes,114.65542379545504,-23.01117318857507,C,-39.799832579996206,B,C,34.19876638938566,B,A,-82.68260866908113,D,C,D,C,11.85240104154711,E,-26.776825533743633,-28.75608538100767,0
Yes,Yes,1.0835422471907035,-51.33415364060109,C,35.013182118541906,D,E,53.16548849919129,E,C,-165.4456273598162,C,E,B,D,-57.093016951161104,D,10.94685103796098,-195.22186068827477,0
Non-Veteran,Mental,103.46783667593567,-38.899618298300695,A,106.14100690454839,E,E,73.20189514257845,D,D,77.14387936076004,C,B,C,E,-47.56062029585993,A,-84.87458812937723,42.759832944083435,1
Yes,Yes,90.19589066073607,-44.446474293765284,C,-15.456215904756906,D,A,27.047341153102085,E,A,33.564948611530895,D,C,E,E,4.731607436924598,D,-2.85971121009432,-95.82021052534337,0
Non-Veteran,Both,189.4960963149527,96.2782573529862,B,123.44541515009541,C,C,-37.32595511602828,A,E,126.91800329364615,E,E,B,D,-30.462495158166547,D,48.06120096147932,85.88903494759765,0
Non-Veteran,Yes,-76.73534170078752,188.64920690972636,A,-16.485134021666692,C,A,-20.291617825383078,A,D,98.6509783945803,D,B,E,E,-120.24203976958714,D,-157.772908991953,-128.77096254685418,1
Non-Veteran,Both,81.34172465129834,74.86091608598231,D,-186.103137896603,B,D,-18.083841522144848,A,C,64.34425130410918,E,A,E,D,127.3644491307367,C,133.29120972415117,31.369257450505945,0
Yes,Both,-24.053260259813765,-81.80165879412225,A,-90.32304641625723,C,E,-87.96864838429546,D,C,-95.43174827968255,A,A,E,C,15.817379423457329,B,-74.20404695757927,-40.894339182343856,1
Non-Veteran,None,54.95629521878208,11.849935273705157,E,23.232305245748464,E,E,-149.33684789271817,C,A,63.12032500523762,D,C,A,C,141.86495300994423,E,-89.50585377862114,-2.726380782459152,0
Non-Veteran,Yes,95.49636985525864,34.349329705186555,A,-82.0908902257753,D,C,-78.4946713304693,B,D,214.59826996700974,C,B,B,A,120.3665174903765,D,86.39498213527862,57.804188248022015,0
No,Both,-105.34896361119823,-86.84227652779626,B,-78.71224784148177,B,D,40.31369509998521,E,D,-36.22992174317855,C,E,B,D,-168.61242820819555,D,98.46185056133474,133.2845798900041,1
Veteran,Physical,99.27140288895292,131.56216480489863,C,-112.58664909855854,D,C,90.7369155721195,D,D,-115.0664305559381,B,E,C,A,99.89689339663228,D,-42.53865177237043,51.05516525172331,1
Veteran,Both,151.39454776070244,-104.80594444245608,D,122.2032471287361,E,D,-50.54376823429926,A,B,-114.55545094157682,B,B,D,D,-46.90175091468525,D,-85.88630952972225,30.404040715267367,0
Yes,Mental,101.23603529884417,162.92792847160206,D,148.5403077688562,D,B,-167.50213892392324,E,B,-19.50706013981985,A,A,B,C,32.17809710092709,D,-40.280969453506685,11.27069349986785,0
Non-Veteran,None,-35.33927875102605,-52.00568716881902,D,-75.39800275608903,B,D,12.591233810232552,A,E,68.19788739295116,D,C,E,C,90.63660645532504,B,-70.92180174459769,68.64678807547119,0
Yes,Both,-38.477417140164455,-199.90563260612137,C,-7.428790270334861,B,B,31.220846159970588,B,C,180.00159423930322,C,B,B,B,-38.340970905177585,A,50.09564577903928,103.26412042563915,1
Veteran,Mental,-74.7475204679669,-3.4519058269107137,C,25.521180067389665,D,B,95.08383838510761,E,A,-133.82915139034012,D,D,B,E,83.03671849347393,E,-30.48793442609256,56.40131835038827,1
Veteran,Mental,198.44653533364541,52.92517098390507,A,157.57696734522693,B,C,-70.55955276573086,E,B,69.30112726432057,A,B,B,E,20.13685128790446,A,60.32591868124081,-138.41497928271508,1
No,Both,-66.86743439575716,281.4838417293864,A,-123.67900057587006,B,C,-83.80923675692722,D,D,-2.95525666876056,D,D,B,D,3.317094708537337,C,-37.04844521721785,-83.75838344298964,1
Veteran,None,42.30429368229135,-56.828874089826186,A,-190.81416124282228,A,B,-69.46305169189648,B,B,-90.50923372335274,A,B,B,E,-68.86982272066811,B,-78.83897343790976,50.980194928201506,1
Yes,Both,65.76160999063131,-175.79165430661556,B,92.13364054130388,E,A,-58.309888759752205,B,C,32.28066858488802,A,B,A,D,-6.0590184234496975,B,-94.10158245233397,-89.6625784028068,1
Veteran,Yes,-109.54902356694478,73.6504288369544,B,15.052624994085061,C,E,25.403465493730444,B,D,62.03520918915941,E,E,E,C,-9.03048735947892,E,2.6551492796608045,-50.917712786397765,1
No,No,116.22080474939298,46.16783621717394,D,-72.22012998263634,C,E,21.123472097267623,A,E,83.42859954373125,A,C,B,B,223.3577877698749,C,1.122461827627428,152.36371484442435,0
Non-Veteran,No,-82.47931757833807,12.980033750080407,B,12.954578593882651,B,A,138.1652819140713,C,C,-104.09129881422842,B,B,D,E,-4.373818714888302,D,30.851643850835124,69.65536218790093,0
Yes,None,-87.3788319135539,11.923434536374849,A,0.1636317553262145,A,E,-97.46662047007908,E,A,-117.90385555710681,C,A,E,D,163.24264373154932,B,104.32231046118352,38.968244167873,0
No,None,-124.58583771753628,42.65181491738078,C,-56.94278591056119,C,D,-73.89694755483552,E,B,75.68803432505203,E,B,E,B,82.69423227474412,B,159.70944504176975,-66.26192908400677,0
Non-Veteran,Both,-5.344663507351143,-21.794611621278218,A,-54.16173505484273,D,D,113.76996050802259,A,C,-98.86836298476061,C,D,A,D,43.7172990271862,A,170.6356204495538,-61.272053072851115,0
No,Yes,8.950578328982335,27.667291316236504,D,-10.776674569926193,E,C,-68.44423417959423,D,C,-21.022589324672534,C,A,D,E,-22.305375907874396,A,14.155395129938853,29.33074577443393,0
Yes,No,-170.70819545099184,92.52676755566924,D,-54.67132185023752,B,D,-115.53001373852692,B,B,96.81374546635637,B,C,B,B,103.77921639530281,E,114.29038987245393,-166.6199811992649,0
Non-Veteran,Both,-49.92976476045733,-156.6518885818726,A,49.17355486198048,A,D,-171.79762656762182,A,A,6.382543645756289,A,A,B,C,101.43979505518371,D,175.21661010183652,-126.97272655121459,0
Veteran,Both,60.54409474449432,2.3818290955067276,C,-60.97907619486508,B,A,-120.61281688810841,C,E,10.377213642589242,B,D,E,B,-121.87515067876488,A,9.882748950827072,74.961113009782,0
Veteran,Mental,-242.5291577754079,-49.4730811275104,D,-66.71739680140702,E,D,-46.90855851535295,C,A,69.25871520188569,E,D,B,C,-184.04721116610662,C,-0.7787556846930842,-46.33022185692781,0
Non-Veteran,Yes,65.8453481586417,-9.476894208049025,A,-6.650222783129927,E,A,16.581857068681398,E,D,106.0909063139801,C,E,D,A,47.594611830034744,E,-2.9112017246594983,-57.33998922877721,0
Yes,Physical,-23.554233867804275,29.126529361625643,C,-20.022064390159994,D,E,-82.0219872067667,C,E,59.8681588195597,C,A,E,B,-103.38405525892473,D,-37.49609751850059,-35.7348356103341,1
Non-Veteran,Physical,-41.364484549055106,86.8238546201504,A,-12.213151328214217,A,C,111.1624659073641,E,A,-21.410380166747597,B,B,C,C,4.4166831936265405,B,71.3480330037674,-106.95417838674774,0
Yes,No,-19.622002577085244,-10.23545379625573,E,210.51275494305898,D,B,110.31000671328437,C,C,-17.17487723409472,A,E,A,D,-50.150863214593876,B,-130.2946697088992,-148.30745691631623,1
Non-Veteran,Physical,-183.22408747274827,-107.07955116546246,A,121.20937942334189,E,E,-83.38390117680474,E,B,-71.94415037370024,A,D,B,D,-12.565499217922522,C,45.31908693446848,-2.7617785546528317,0
Veteran,Physical,-57.63578839904088,141.68054506833158,C,57.744026538318536,C,E,17.388601372313552,C,D,80.45436926087989,B,A,B,A,76.54295864087405,C,-4.738371356840196,-57.10974164033743,0
Veteran,None,58.29033882973965,-106.02129897960748,A,-112.05838834265056,E,D,119.36073758074,E,A,38.7626241932774,D,A,B,C,-78.11821452955412,A,221.2966920226822,30.358033308871768,0
No,Physical,160.16173682909832,21.52727756774789,B,-8.708887078453255,D,D,132.67662485679244,A,A,-115.79255634620095,B,C,E,C,105.10288132594164,B,-9.612147349829133,134.91823506194658,0
Non-Veteran,None,44.06801418528929,-97.63632433839118,C,124.95541971391727,E,E,-102.76681768374505,E,C,63.55278861695414,B,D,E,D,144.42312908416588,C,94.73620784051155,98.1894800211283,0
No,Mental,-61.67481144184415,11.454146390790564,A,-139.56475157884162,D,A,2.636362789794301,D,A,38.772533303134146,C,A,B,E,1.1421312407123925,B,51.006742679678894,74.81670942230474,1
No,Both,5.000197793218855,-0.565760923189922,B,130.61662628439316,D,E,86.55496895661605,E,C,-148.92312976333824,B,D,D,B,31.906676868444077,B,-158.750701912649,0.17176873151581645,1
Yes,None,25.4739377361238,-49.753940197903695,B,-199.37306584748927,D,A,-48.89149364901495,B,E,97.76468382326435,D,D,C,E,62.63375136574221,D,-16.43510577675433,-33.59934444408269,1
Veteran,No,-54.48306072695799,-50.426221341931,C,23.162872639259305,C,B,149.13163856829294,E,D,-27.11085205907004,A,E,D,A,153.53083817956747,E,123.95368777499903,5.429927160521802,1
Veteran,Physical,-103.28528465842288,11.618185814979945,A,-3.302960935106182,E,E,-24.59128043882123,A,B,27.743472814846392,E,C,B,B,58.09253501659705,E,170.24940370111807,13.309886871269342,0
Yes,No,82.19176734368784,198.23513452957903,C,73.68656976822213,E,D,-270.35269729693454,A,B,-299.86084198929683,D,E,B,C,-156.44209829828165,A,41.494599222385176,38.023632065935956,0
No,Physical,-43.94038144932898,-67.33689924262649,B,-71.57776776795852,E,A,49.18715065280062,D,D,-92.78229093107727,A,A,E,A,-107.57066328613848,B,-3.403299716066673,-99.1294040053187,1
Yes,Yes,-105.38175688782887,43.12782818805851,B,-85.71733768726538,E,C,33.911642799851506,B,D,161.8159053605195,D,D,D,E,-120.17047159186791,C,-12.17603729582138,70.04616553757256,0
Non-Veteran,Both,24.618509139376158,-114.75612912815359,E,2.2965141734861065,C,A,12.988720463094156,E,A,-136.87203646514334,B,A,D,E,72.75549396567281,E,56.33876531330467,110.40852397951812,1
Yes,Physical,75.36449320502486,79.59136614220277,B,61.72575389734754,B,A,-48.82377999021704,A,D,58.869717086239746,E,B,B,C,-2.342995336525686,D,-15.138270330186094,-63.51987748925752,0
Veteran,Physical,107.24978857152863,46.305727368454725,B,101.83582304859993,C,E,19.46832040001346,D,D,-51.58186743117986,C,A,A,B,165.68801290477776,E,129.65409996948407,105.12584408188508,1
No,None,-116.70341539666838,97.96253274588244,C,-16.786135879514102,E,B,-160.5508643959671,B,E,-75.88881884347882,D,C,B,C,15.549313777639023,C,-138.80680921280182,-104.66444777076988,1
No,Mental,-20.14530535453355,11.995567676333101,E,24.17822329810526,C,C,-19.391241672452693,B,D,2.206622113456432,C,A,A,C,173.66354248095817,C,196.4614534853449,99.63076558887079,1
Non-Veteran,Mental,187.93023132415163,138.20704600664547,C,57.9832569660076,C,B,34.86630179674988,B,C,36.22477277050495,A,A,D,C,5.1318651350370725,D,-85.65969340903666,-7.898956157724996,1
Veteran,None,-61.39471416889376,-47.4246090967396,B,-17.456212847050693,C,D,132.50536463956925,C,B,-91.93091059435713,E,D,B,C,115.98795634646318,C,-8.602431815325714,-102.61608024209374,1
Non-Veteran,Yes,-20.627736916425903,-39.00711439617967,E,70.23573454426797,C,D,141.01462978092886,A,C,-111.24406399800763,E,C,D,C,150.1203861542197,D,-3.2531093549761763,48.54376842218508,1
Veteran,None,109.08174334712966,109.76324361746101,D,27.725887487754303,E,A,-45.370554651505046,A,B,44.3728090141707,A,C,A,D,17.88104430271119,C,27.886262131638006,76.79908345206005,1
Yes,Yes,89.43075310834232,95.47227245036117,C,35.546081856802935,A,E,87.53704050841903,D,E,35.445518599243215,E,C,C,E,-174.79307229819776,C,-58.41710196270594,105.43087190860206,0
No,Yes,138.9290992427739,-48.066042034505564,B,80.8231736215416,B,B,-21.763807282634144,A,B,-6.093764951487952,C,A,C,A,65.35234833911994,B,-103.48341851766946,-12.411227341990383,0
Veteran,Mental,-27.45486364645534,242.24908498629082,C,25.142369589117518,D,C,87.70004630499785,C,B,-29.412209040371117,D,E,E,B,-7.504007773284401,E,73.53258864663201,-101.3705284042836,0
No,None,-16.35613864536522,-8.659728743572803,A,41.49916279643078,B,E,-63.09397850160837,A,D,111.78407237820036,E,E,A,D,-2.7436956269933734,A,95.21605049821096,-16.409542735978793,0
Yes,Mental,-76.88802140654826,129.61383721939944,E,-50.157753694426845,E,E,-32.585854675845596,C,C,23.391540060855736,D,A,A,D,16.60216593149112,B,-20.624415781447752,-192.48941177330047,1
Veteran,Both,10.21367168052032,17.73072104299562,D,-10.287438991016398,A,E,10.024565446608028,C,A,-78.00420799580253,E,C,B,E,-144.45126900618843,C,-69.82809022539999,-114.82540137160623,1
Veteran,No,187.71842598006074,69.86115920510247,C,15.115317058593883,A,E,-51.32681657001499,E,C,13.259866897367106,E,B,B,C,-17.44678720429355,C,-98.46550786246975,139.28443088914767,0
Yes,No,-41.60931541375606,-50.48827238546766,E,64.43066950594559,B,A,53.28236825056998,D,A,-97.58565151575388,E,B,E,B,-0.4880040894680128,C,5.846738372764563,-126.1663244715211,1
No,Yes,97.2646958498946,-54.813226425048676,B,-65.65673549006307,E,B,23.857204481522235,D,C,-125.23668808576738,C,B,A,A,-56.01374160052465,C,-95.68233112892106,53.220294134108556,0
Veteran,No,87.42803337969453,26.214279053331435,C,11.582737254231022,C,A,-23.4822741911732,D,E,77.2831872658943,E,C,C,C,194.35540812948133,E,54.17385223343444,-78.83903909754481,1
No,Physical,57.72911593061053,117.44348604363086,D,-59.92987014970578,E,B,69.21021224366474,D,D,46.505216716327794,A,A,D,A,39.76976186020792,C,47.359156634683174,61.048078379627526,1
Non-Veteran,Physical,-8.364280936657757,-12.91434437011506,B,-140.8713207324466,D,C,141.93870766364776,B,A,-55.294872306342334,C,E,B,E,37.14430183129747,B,-97.26889690681931,-35.52702361289484,0
Yes,Yes,131.877056670831,-46.3399272573357,B,76.80645978024407,C,A,-12.568400671892894,A,C,91.9597374164003,B,A,D,E,-9.029324591719702,C,7.648504641690054,-82.60745957010464,1
Non-Veteran,Yes,-65.63002309506784,-26.000582141247254,A,153.8706586069036,B,A,124.47663703466318,D,E,-93.98120707511029,D,B,E,A,-89.05267522115082,C,-82.5282911748382,-52.43881076293481,1
Veteran,No,82.48420985073007,-31.363048508087743,D,1.6613008643918352,E,A,175.27363824714828,C,A,101.91582076079922,C,B,A,D,110.06726888875409,C,105.15500739020835,-265.1046734233593,1
Yes,None,21.415353528628838,-83.73007596350351,C,-144.38298613380115,C,A,-66.7968252930089,A,B,-18.58604276656361,B,A,E,B,40.68554498212812,B,115.40170606915254,6.200883581850144,0
Veteran,Yes,-7.652943758981189,-139.32653167219016,A,-96.75612066586129,C,D,63.382185904267,A,B,-36.83496512950732,C,D,D,D,14.745904423259454,C,-127.20662572712041,-139.8529752439196,0
Yes,Physical,149.4346571668051,172.28733483154295,C,-3.081763690272437,D,B,258.223794625113,A,C,35.104045637905365,B,C,D,C,-22.115330982495042,E,-144.4578899479853,-6.593560516021969,0
Yes,Yes,104.04216653652753,-68.45844553352809,D,-60.81574478911994,E,A,101.23597608198982,A,C,-12.037802274749108,B,B,D,B,-36.48697430386808,A,49.66556282680633,59.99510675222729,1
Non-Veteran,Physical,-68.80630792554427,184.67138106867833,D,8.550217311648494,D,E,-191.24750255186984,D,E,-147.25214205224125,B,B,C,B,41.36034169906471,C,145.5684532571882,-98.82970907029664,0
No,Both,115.8430435538693,-92.95425982863033,A,-94.27512725976369,B,B,57.934414511851614,C,D,184.08686164013054,D,A,D,D,-39.83863734290955,D,60.01354270484063,-43.484310510579654,1
No,Mental,-16.135756515919798,-14.310407122116583,A,-84.06108060348035,B,D,131.36722532779044,C,C,124.32858128907853,D,B,A,D,66.53721821689633,E,19.28430470209455,20.58923816659009,1
Veteran,Physical,-66.21285104682234,-113.1958804921438,E,75.8102185203314,C,B,-4.211086346278559,E,D,123.57388227967165,A,C,C,C,205.61866244117283,D,102.32509191188761,5.865460037070508,1
Veteran,No,-15.761252524460712,17.912468153813872,B,76.7968008279799,A,C,-334.92205569908606,A,A,-139.89066523578092,E,C,D,D,-29.027247028108533,C,-84.87972445659308,-25.065311854250734,1
Non-Veteran,Physical,24.70785957748831,-44.131460975529116,A,-55.9598850839179,B,C,105.05479046916881,D,A,-213.52655975495853,B,B,D,A,-130.14054605759813,B,-137.9710744359101,-62.60412368905081,0
Veteran,Both,-169.77458917354082,-61.208230262855565,A,-87.50087354899799,C,D,100.40796088240715,B,B,-19.172588063412178,E,C,C,C,69.1034791082643,A,210.13620141554742,37.25188342953368,1
Veteran,Both,7.266012733383338,120.05330651796467,B,24.393866996775404,D,B,-32.53145884415104,C,C,38.04447388445469,C,B,A,B,44.305180717185834,A,-36.31245794262446,140.0107808811502,0
Non-Veteran,Both,-33.100594802888835,42.33794284455822,E,-40.750968562538624,D,C,-56.19214435660268,C,B,-71.42526312738309,B,B,B,B,4.173589038164996,B,137.29161511544007,17.859972139081034,0
Yes,None,94.9359739614838,110.02553511627539,E,50.07851996979744,C,C,-40.85761413970402,B,D,84.86960312766352,A,E,C,B,152.01783736196012,C,-130.38465788918072,-100.74814476343154,0
No,Yes,-90.7736855851523,222.07878234080135,E,-6.743144933321044,A,A,-2.282801932527878,E,B,21.04205674319917,A,C,A,C,133.7842509208909,B,19.721413104991456,103.00926289384509,0
No,Yes,65.87503238875195,-126.39851054348472,E,-51.48933206241125,E,D,197.9812527747739,B,B,26.381227775061877,E,E,A,D,-51.80254760288806,C,-127.53748517625314,61.570648398384776,1
Yes,Both,68.49635746306511,166.52928641134267,E,132.5074465806236,A,E,93.23123012965428,A,E,-67.81712986809262,E,D,A,B,-173.46536620566292,C,-50.05557609573826,-53.869597660080274,1
Non-Veteran,No,82.32673615922961,-125.92125378561309,A,19.59164193233291,C,A,166.50351763341,E,A,-100.96605757661554,B,D,A,D,61.29510763698174,D,166.9060802445266,148.99727901319966,0
Yes,Both,-195.4362637247796,86.86232801954621,C,-115.05534849848917,D,E,-109.30913807598385,B,D,-184.38570404845538,B,A,B,A,39.97620146734754,D,0.8516734550342298,16.08666954795681,1
Non-Veteran,No,178.9305660499582,77.94630114121426,B,31.04122644383179,D,E,-10.572933533227003,D,D,-46.4207130714217,A,B,B,A,-54.32193246520911,A,99.46509259062445,-81.55036996110378,1
