Gender,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
M,51-65,Other,E,136.511079114393,A,D,41.31581902876761,58.85835708626842,C,B,A,21.058857321399298,B,-8.887732670236163,0
Other,18-25,Buddhist,B,37.382659575654664,B,D,46.62980557334061,-14.287777899210766,B,E,A,109.0213537269981,C,-17.18691619985963,1
Female,36-50,Buddhist,D,-74.81047634392893,B,B,72.6985098227318,-24.455402759589102,B,B,E,-192.39828332730704,B,-32.34455048627608,1
M,36-50,None,E,-168.6967006216503,C,C,-84.10446927518672,-75.52366090398581,B,C,E,-108.5705187405761,D,-11.966035863466393,0
Male,26-35,Buddhist,A,85.07006881684468,E,E,26.241191704245747,-110.8203179390321,B,B,D,39.28876848221267,A,-125.17966351085359,0
M,65+,Other,D,-60.15437966232513,B,A,-13.546200135533661,-67.81974151417826,D,C,A,-7.521668441977612,A,6.887882244504813,0
Non-binary,36-50,None,B,-93.4692546262707,E,E,9.470914346791666,-47.166780559093944,C,A,C,265.93779019639,C,-93.14212919019977,0
Non-binary,18-25,Christian,A,-80.18459831261873,D,A,150.46875300970825,188.9461566756624,E,D,A,118.73907098488985,C,88.60091189089376,0
Other,26-35,Buddhist,C,-82.1401183371979,A,A,151.6264224811365,75.70602705494635,D,A,C,79.00860997902852,C,-98.2075969804915,0
Other,26-35,Jewish,E,-14.765411600074833,B,B,-67.73932930410673,-36.83800417236458,E,E,C,98.90536745283588,A,22.291728123894313,0
Non-binary,18-25,Jewish,D,-48.873246922504215,D,C,-128.19356717960252,-54.39027474630124,E,B,A,-49.82947348085477,D,20.129181253687538,1
Male,26-35,Buddhist,C,-122.87613503235487,E,B,87.35351689209595,168.98843977251602,A,B,D,-61.662345334657786,E,107.29610039654693,1
Female,26-35,Christian,B,-74.1830076881902,D,D,-21.950185967990745,-130.7301739967223,C,A,E,44.6314155928851,B,24.951983721210894,0
M,18-25,Muslim,C,-15.96435883752152,A,E,-51.99567938772422,-61.953276382766646,C,A,D,-152.69947576179464,B,-31.907295073866678,0
M,65+,Muslim,C,116.14444157562302,E,D,85.1804978470256,26.952176945665794,E,E,E,79.29228241269988,A,-3.4058432952874416,0
Male,65+,Muslim,C,-128.40960453974,C,B,-66.41604145769307,-178.39098578390346,D,B,A,83.34395732675627,C,70.38457947142184,0
Female,26-35,Christian,A,-83.2714774057011,B,E,19.66509029413953,-5.754886425057109,E,D,E,239.86569947123547,C,-6.825634556239855,1
Female,36-50,Hindu,B,-45.638183622811525,B,C,-143.35824812900452,-162.01567997354212,B,E,E,-253.0035801790628,C,20.8656511053087,0
F,18-25,None,C,75.89655675629892,D,E,-73.01685301055375,96.24771695772691,E,A,D,-31.256294948831858,E,233.51675368046352,0
Male,36-50,Hindu,C,13.187214709765344,C,A,-167.76213757525903,74.05875595040771,A,C,D,129.23817591100956,E,69.47439423393062,0
Non-binary,18-25,None,A,58.15994670448275,C,E,-119.71225524597541,-92.3956548878308,A,E,C,113.8268096525217,E,228.1122224293942,1
Non-binary,26-35,Christian,C,103.34785833818378,B,D,99.64419906628554,-67.43757651138557,E,A,D,66.24008348266258,C,95.03223772731782,1
M,36-50,Jewish,C,30.312311141443605,C,C,148.1803356968782,-36.5495880124336,A,E,A,-102.92357566815139,D,-54.559961413206196,1
F,65+,None,E,-43.92031268153334,B,D,-85.95434727829718,-122.70353353755539,A,C,A,-118.37479854489278,B,27.308931753999538,1
Non-binary,36-50,Other,E,-139.9090213028501,E,A,-80.52402331717238,3.0917277761480384,C,D,A,-33.48995685949372,A,-79.52195916155354,0
Male,18-25,Christian,D,28.89836867158861,E,A,-135.95048366394883,-2.8011060986578715,C,E,C,-180.89271409119183,E,41.838637007735,0
F,36-50,Buddhist,E,84.23530099664967,E,D,-208.52817814685176,-127.39432155923629,A,D,C,117.57875824405887,C,18.170152809530563,1
Non-binary,51-65,Other,C,-76.7829318753622,C,D,98.68586775596614,-7.333644096358909,D,B,A,170.21501148719526,E,30.260593447185308,1
Male,18-25,Muslim,B,-127.68010458338081,C,B,84.08102271117686,-104.33980985108427,B,A,B,-62.16936450312439,D,22.74933494875075,0
Non-binary,36-50,None,A,-125.50858854959186,A,B,41.216866327243714,-103.81727543716592,A,D,E,-63.08119787238336,C,118.58410830547672,1
Non-binary,36-50,Jewish,D,-61.38037214134812,E,D,38.53978321312777,12.523114600096394,A,A,A,-87.39976617557103,D,-139.54260713461218,1
Male,65+,Muslim,B,-41.8362789301722,D,B,-31.139613603559386,-266.2532771023595,D,E,C,149.55853419379704,D,51.61230660945794,0
Female,51-65,Christian,D,-121.16455926518765,E,D,67.73387687247364,79.27024479716698,E,E,A,-47.94639411787563,B,7.320217841525362,0
M,51-65,Buddhist,B,-86.83578432575912,E,A,20.380691478034457,-47.24076260639022,B,E,C,41.313535484254956,D,200.74119152538006,0
Other,51-65,Buddhist,A,130.5132601676221,E,D,21.274831789050015,108.6218409762331,E,C,D,-56.705782798283785,E,123.47662954046974,0
F,18-25,Jewish,E,11.47670359696091,D,A,119.79378559986074,140.1201624592812,C,D,D,135.3793543766008,D,11.303370655835817,1
Non-binary,36-50,Other,E,109.28030368372671,A,E,-65.69643375677778,-191.77760457987492,B,C,D,249.11686214820716,E,178.71370937266414,1
Female,18-25,Jewish,E,19.126721887177652,B,A,-89.45887942321978,-60.081029920855855,C,C,A,6.246084449368919,C,131.01774228945882,0
Non-binary,18-25,Other,D,19.374695907428364,C,E,164.9782134694105,62.557119893036926,E,D,D,31.381573660089007,B,38.71993858446468,1
F,51-65,Muslim,D,17.43801888575386,B,C,-80.12208951308865,-134.55146631063684,E,B,A,73.50776255756149,E,51.73156140758151,0
Male,36-50,Hindu,E,71.99030684356352,A,B,225.57708765838197,65.94553575463226,A,D,E,33.682190956223714,B,20.403463825193977,1
M,36-50,Hindu,A,-58.15891469914599,A,A,46.287000230349356,67.69127500759751,A,A,E,-132.17003643652572,A,-310.9709463275326,0
Other,26-35,Other,D,47.98404901572102,C,B,-127.52690728833949,69.62714266526253,E,B,E,179.58144799453137,B,-31.201313461619502,1
Male,36-50,Hindu,A,-214.24609693458945,A,B,-80.06928237744935,39.346598984738314,B,B,D,-110.80025212757023,B,6.685217520360781,0
F,51-65,Other,C,142.4791685135251,D,E,-3.3388481070053233,226.47181741910688,E,A,D,-5.495753025180189,A,30.884822570323188,1
M,36-50,None,B,62.284014161106285,D,D,196.3747426979942,-74.3254252433147,C,A,D,-109.24042502089972,B,21.259242254706006,1
M,26-35,Buddhist,E,53.292636526332075,C,C,-107.75370215506692,72.00196002005285,A,D,A,168.59461402992233,E,8.641879920041763,1
Non-binary,36-50,Hindu,A,-109.34944583269237,D,E,-97.9688790352984,85.2985937545238,A,D,B,-30.729856853382476,A,27.248937392043754,1
Other,26-35,Buddhist,C,-2.6783396798729298,E,C,27.005824462583977,107.04593814973293,E,E,C,-78.55601224518271,C,108.80795165785094,0
Non-binary,51-65,Muslim,E,29.82218597293843,A,E,6.688705034080419,-45.743406888455745,D,B,E,124.32675172863622,C,-50.19088289356864,1
Male,51-65,Muslim,E,-117.42536355990467,D,D,14.53418853551275,-107.11348167402713,E,E,C,36.35486757135367,B,96.56907307420202,1
Non-binary,18-25,Christian,D,-31.288010590331787,C,B,-11.25346415548687,-35.131096545889136,A,D,B,-57.42056092886101,D,-103.69188697491076,1
Other,51-65,Jewish,C,-42.50459866741985,A,B,-83.52381400193582,247.64469721534633,A,A,B,-71.75315476124626,E,-116.60825262661854,0
F,65+,Buddhist,A,174.19478325005235,B,B,-58.51889654686021,-126.28183871788892,A,B,C,-209.8512577687314,B,36.6447771810792,1
M,26-35,Jewish,A,106.37810854253435,C,C,-180.29516097424272,-12.492558179712653,C,E,A,-111.97359333007333,D,-54.4031508864971,0
Other,18-25,Jewish,E,-80.59496293160814,B,D,-57.10052949055922,145.07272720669965,E,C,C,-63.0928095672941,C,23.487909812418035,0
Other,51-65,Buddhist,A,-194.76652403452758,D,A,183.35609290415624,-37.067435773016484,B,B,E,139.28122197378613,B,49.573578374659114,1
Other,51-65,Hindu,A,7.830074032182371,B,D,-53.10415574463402,63.07209611295932,D,D,B,73.58538585227753,A,29.24413952628118,0
M,26-35,Muslim,D,97.45999184452235,D,B,87.31019866916021,-51.424162637166596,A,B,C,-101.33250929150547,D,73.2451235939208,0
Male,65+,Jewish,B,-123.17797871628893,D,C,-82.21297020458842,-26.46347514891403,E,B,C,47.46197290915071,A,-42.43927233742282,0
Non-binary,65+,None,B,-109.037603550266,E,C,118.74953526562624,-87.1249606954153,C,B,E,25.113853832438092,C,21.175657726608566,0
Non-binary,51-65,Buddhist,B,7.614725032945115,D,A,72.42051526940737,-18.914216064191066,D,B,B,-64.66550639423238,E,-81.51581526400041,0
Female,18-25,Hindu,A,-60.153454184436086,C,A,-87.1124211886384,-74.59638733195091,E,B,A,19.62156919679954,B,-9.018723690389585,0
Female,65+,Jewish,A,65.88691332159769,A,A,29.96213255903657,53.67552325317715,A,C,D,39.11162425038542,C,151.57355394307882,1
Non-binary,26-35,Muslim,D,34.10981634965623,C,B,4.398212875700781,208.6888891151269,E,D,B,-28.64171938071362,B,-86.87602704430189,1
F,18-25,Christian,E,5.4523049592531665,B,C,112.4027088138424,-68.51398340560102,D,E,A,-148.92026298707344,C,-43.373092535095,0
Female,65+,Jewish,A,-31.528262216444286,A,E,-0.4435412348917294,-184.7560925009976,E,A,E,-53.16454724319494,E,-68.31862791271107,1
F,51-65,Muslim,C,114.25129339025307,A,A,1.0781873081189892,-93.58063376193635,E,D,E,40.0042901019286,E,165.4079127641459,0
Non-binary,18-25,None,B,-27.804589869957514,A,D,59.47946930580819,124.04474347363477,B,D,C,-117.08545633529954,C,-8.127963080523859,1
Male,18-25,Muslim,A,-87.4590523673894,C,C,-26.001867212582177,160.28951482681546,D,D,E,-46.746183680642496,A,77.23137197920481,1
Other,18-25,Hindu,D,30.116863673685824,D,C,-24.07480967600499,-170.78646997900285,B,A,B,12.078015278697078,D,-10.119656101431737,1
Female,51-65,Christian,C,-131.11044097076586,B,A,-65.69104552407232,-87.46006423634584,C,D,D,-25.378730345329693,A,85.92651430909248,1
Female,51-65,Other,E,16.40358271233283,A,A,-118.8505421298312,-49.394953046152715,A,C,C,-123.05815148142587,D,-187.19336509625728,1
M,51-65,Jewish,A,-98.75275161289477,C,C,86.55122385268336,82.22880855133536,D,E,D,-155.2415164597365,D,-89.62420977771451,1
Female,26-35,Hindu,A,-122.07164723759007,B,B,14.993568236145826,159.96318480509248,E,C,C,25.815750582876856,E,59.55197496463849,1
Non-binary,65+,Buddhist,A,108.42039726309936,D,D,77.18531838213033,-61.56911228240527,A,D,B,-63.65123449340966,B,-184.32638652301853,0
M,18-25,None,E,59.044663903741466,A,C,-176.03854462503526,-10.691951969237659,E,A,E,13.995294419156748,E,79.32560319444585,0
Non-binary,26-35,Muslim,B,70.00172081233646,C,E,-116.68662214818517,237.71918643170036,A,D,D,25.053014584855948,B,41.74595289109832,1
Female,26-35,Christian,B,-130.40654355072178,E,D,137.8663078553033,-82.46195189423598,B,D,D,-42.37540737247611,D,89.65580332045202,0
Other,18-25,Buddhist,E,-29.22222446364714,C,A,69.68344879785732,-35.41400413369761,C,C,C,-30.21210172462057,C,-40.459440554941146,1
M,51-65,Muslim,A,-82.51340171719977,D,D,46.03594896485962,-114.45215079793067,D,A,B,-10.557649092142984,E,60.94597765841304,0
F,51-65,Hindu,D,-24.50166357536997,E,B,133.45634170484848,-176.63669159963712,D,C,C,69.93887252972569,A,1.268042551331671,1
M,65+,Hindu,B,41.477517766136316,A,A,108.6490017266663,-47.378504874655455,E,A,D,-81.1680950432814,E,59.91154485190342,0
F,26-35,Hindu,A,-109.7957462269185,D,A,-12.073638789808266,163.04301620523665,C,C,B,11.02144070109158,C,2.257992642374771,0
F,65+,Muslim,E,42.27942644145223,D,D,-22.235831261146053,-54.14048943044014,A,D,D,48.09611987154745,C,40.57486384380572,0
Other,36-50,Muslim,C,-119.27547648818148,C,D,-70.87626386305882,73.77714456139189,C,A,D,59.06153275694741,B,6.672857832452597,1
Non-binary,65+,None,A,79.67931630994501,E,D,215.231101987231,-321.89327646589476,C,A,B,47.61375146365221,C,-58.02335861244509,0
F,26-35,Buddhist,E,-45.059671867479885,C,A,12.756648248546218,232.20124453519753,B,C,A,-80.82262533293148,D,-69.85949364437867,0
Male,18-25,Jewish,D,22.78995070591368,B,B,-143.04546869085,-153.25005876102992,E,C,C,122.00800261632219,B,46.859118549706054,1
F,18-25,None,C,81.06332807684153,D,B,-57.51833494504901,-110.63049495911889,E,E,E,-22.68270216048444,C,54.55248294508981,1
F,36-50,Buddhist,A,99.63924005376245,A,E,-8.831178526013659,-98.972462219778,A,D,D,195.7862766140332,E,13.217289426713755,1
F,26-35,None,B,-97.75813882064628,A,A,-53.357906319023854,7.383590423579678,D,D,E,168.0005655201654,B,178.64916177347442,1
Male,51-65,Other,A,71.00197678271775,A,A,-53.13187026445652,-19.424295013597334,D,D,E,-35.63446767029303,E,87.69903551607034,0
F,18-25,Other,B,-162.54962842907958,C,E,139.77412842324844,-83.6537239581968,B,C,D,-132.7163506931244,D,-61.460207065262495,0
Non-binary,18-25,Buddhist,D,184.43466215322147,E,C,10.010087214431174,99.39837439303054,E,D,C,95.77738544807139,D,-37.85115136278177,1
M,26-35,Hindu,D,-73.6523809796895,A,A,14.65731401383562,-104.72404548778013,A,D,A,4.599466948624583,E,89.67950508986765,0
Male,51-65,Jewish,E,168.03490435958452,C,E,10.042459773288304,70.74400355701206,D,B,B,-30.548697213222415,E,121.68731233041467,0
Male,26-35,None,A,17.75791708057993,B,E,-142.08468656713714,61.1557384944984,E,E,A,62.72387970508021,A,-48.25106780713728,1
Male,18-25,Buddhist,B,49.251787445254465,D,B,-72.91156372746369,25.6048478828021,D,A,C,25.372969696757018,A,-174.39211611060827,0
Non-binary,51-65,Buddhist,B,-69.36711499685367,D,E,15.452607724811829,-3.183418522310492,D,C,C,-30.881351166928706,A,36.11942758846271,0
Non-binary,26-35,Hindu,A,12.695605890484249,D,C,44.01369285813028,-18.372939116594424,E,A,E,75.27137870808875,C,97.11508091795027,0
F,65+,Muslim,A,34.103111111407685,C,B,15.396266340272721,-48.58201323701958,D,C,E,-35.43351589826702,B,26.36583599375168,0
Other,51-65,Jewish,A,-117.83473734533034,E,D,-83.83756524525968,107.55774626849366,A,E,D,213.2217844687477,A,-149.5858445520741,1
Female,18-25,Other,C,-139.78091626286567,E,B,120.28808352402021,-76.39278562556093,B,C,A,-13.260558423891647,E,2.4670947573785718,0
M,18-25,Hindu,D,-83.07978981638611,A,A,-108.64645202092626,116.67703997207275,A,B,A,46.038156385432266,B,76.84351071971955,0
F,65+,Christian,A,-73.12515420814175,B,D,33.001053427579016,159.12963237609702,D,B,E,-212.09282442161918,B,-83.54234807720621,1
Male,65+,None,A,28.91390990886981,C,A,-95.35714121317366,117.92285582229538,E,D,D,-15.187566408139242,A,24.45748086948108,0
M,65+,Buddhist,A,-66.07794689561604,D,B,5.011137245078294,-253.33507999442477,D,C,C,33.64355773557846,D,-47.09890222600788,0
M,36-50,None,E,-28.21963987213986,A,A,-101.70852850663834,6.003668782506061,A,D,C,8.045619792653603,C,-21.405732622457947,0
F,18-25,Muslim,A,-59.43499859429322,E,A,175.50483321836032,-83.18475568624937,D,E,E,143.65422157838302,E,0.602942924918058,0
Other,26-35,None,D,91.59782541444562,C,B,-16.300859188584138,-54.948306965133796,E,E,C,112.55209917693716,D,-136.07847140332987,1
Male,65+,Christian,B,-0.5924197785318467,B,C,-16.622451664525624,111.93180858165981,E,C,C,-1.927931437706634,D,-98.05950153719313,0
M,36-50,Buddhist,B,-74.24100119410956,A,D,207.15808803819775,-41.81615753818739,C,D,D,62.016342964939376,E,113.20691711558888,0
Male,65+,Other,B,-0.5564914467379259,D,A,-39.22757182274852,228.85933123494397,B,A,B,-80.53710407454703,C,-27.02232176543566,1
Male,18-25,Christian,D,70.70758720161065,C,C,127.0538944817753,116.24486022879876,E,E,A,-130.99345288320615,D,-31.070375801780486,0
Other,36-50,Jewish,B,2.022425693346669,D,E,-225.42855465930126,122.56274540041832,B,C,B,-18.06217305112726,C,-35.389436877269915,1
Male,51-65,Buddhist,C,-121.97034271808266,B,D,56.68737746544353,-26.662410659579038,A,B,C,-9.294292426456732,D,204.2161959281736,0
F,51-65,Christian,E,-44.37396268650702,C,D,-45.977003373042166,140.6644198517431,A,A,D,82.80798448448215,D,-90.46920547638366,0
Non-binary,18-25,Hindu,C,47.93517817733089,C,C,-67.48259391186933,-14.926662714158958,E,E,D,14.699176367377657,A,-9.917029188537418,1
Non-binary,65+,Jewish,C,-42.62871968942184,B,B,192.7313560432033,-63.57968869213205,E,A,C,-31.470465600703957,C,59.01477040780553,1
Female,26-35,Other,B,-161.28737228001725,B,B,-28.566725160701516,35.063472380894034,A,C,A,1.6038409320527105,D,134.65721000119507,1
F,51-65,Other,B,188.0379938528248,E,D,-54.24317683001666,-60.82184393202269,D,E,B,-7.286038952144527,B,0.45841310803590507,0
Male,36-50,Buddhist,D,226.82614344533297,A,D,-109.00023503812204,25.233018752646252,E,B,A,12.918633557577557,E,-32.61802525664469,1
Other,18-25,Jewish,A,184.10073312749148,D,E,-33.78424341836064,35.327673058595124,E,E,A,26.44125185084059,D,37.05290674899119,1
Female,65+,Jewish,A,8.287446921496523,A,E,48.361821114921746,288.0220173012619,E,A,E,-161.5690513918595,C,85.8487114538281,1
F,51-65,Muslim,D,-35.72272643295457,E,A,47.454828170932096,72.34732311102388,E,D,E,204.45648800047408,D,-3.3665620667849567,0
F,18-25,Jewish,C,54.926847136226144,C,A,-1.9498138554813322,-19.1359507801878,C,A,A,-23.98780713346933,A,-162.37520754717178,0
M,51-65,Muslim,B,185.92992543041612,D,C,-37.492067546135,63.51593122161726,B,C,E,9.677054473273412,B,16.58929347965838,0
Female,51-65,None,B,-84.61803936640375,A,C,141.53579412263065,-66.84462826458167,A,A,D,-97.70071899807876,C,43.045949573809835,0
F,51-65,Other,A,7.079400925447244,A,D,165.90929599792227,-56.860976765970136,B,B,D,-78.2949461164426,B,189.04336905945496,1
M,65+,Buddhist,D,73.58225672975222,A,C,35.785500039898665,-80.74497950995277,D,A,E,-42.74031099284614,D,76.31837060193709,0
Female,36-50,None,C,-51.358766597166984,A,D,-112.2184325775377,-111.79974825490649,D,B,B,-115.9092517846235,A,21.123318558530325,0
Female,26-35,None,D,30.149867514220457,D,A,-348.5681356906855,-189.72335846779086,D,A,D,-26.98533086105784,D,60.58349023404491,1
Male,65+,Other,C,-93.3493504041253,B,D,-52.24565078460183,-138.33551985682507,E,C,A,-65.9784309972016,A,5.552053205223225,1
Male,36-50,Hindu,D,16.567056858050794,C,A,103.22131836221158,-38.95978715586338,E,E,A,226.41459726212227,E,-45.263199684455955,1
M,65+,Hindu,D,-82.11696398131986,C,D,160.5229054982005,-45.956836432456,B,B,C,-12.954773959977533,A,74.60010805491792,0
M,36-50,Other,A,-196.97441661049137,C,D,44.720327644202506,-13.90939014791961,C,B,C,-143.95677325684633,B,29.12408600026008,1
Non-binary,36-50,Buddhist,C,76.39728699804266,D,A,-21.196664019933117,-18.94674746291759,E,B,A,-127.3321078522193,D,-3.416600667021981,1
Non-binary,26-35,Buddhist,A,39.391023180611576,B,D,167.25221425045294,-172.56085963779856,E,D,A,-143.06755033981295,E,44.17284854455336,1
Male,18-25,None,C,113.88681468510488,A,C,-94.47156406163616,-98.65511057963204,E,D,A,203.9223977172855,D,48.8293395017195,0
Other,51-65,Hindu,A,-70.91305081320571,D,E,-2.7392156571554134,189.39620904027947,E,C,B,-199.36377298489262,C,201.27071022250624,0
F,51-65,Hindu,D,-48.19239833552081,A,B,12.477307249340168,-67.41838746638898,E,A,C,-192.48888273844463,A,147.60458475539824,1
M,51-65,Other,E,-196.64883534155,C,D,242.98816718941248,-108.09052275275323,C,B,D,-161.03480135714932,C,117.18778824205869,0
Male,26-35,None,D,-30.673475568140624,B,E,35.19455159237799,-104.64192901756948,E,C,E,-94.26775451031749,C,66.91819338505944,1
Other,65+,Other,B,44.74686511387889,A,B,-43.222628241721935,85.26366832458379,D,A,E,148.53505002421352,C,34.82290319655634,0
Non-binary,18-25,Muslim,B,-34.99511169516524,A,D,96.28839403454218,-23.83917356184624,E,E,A,122.0758752090346,D,3.542927220149214,0
Non-binary,36-50,Jewish,E,26.318577309842052,E,C,75.95085527569564,56.84690307619895,E,C,A,-48.535609491298395,B,283.60739698906883,1
F,18-25,Muslim,A,-119.43323745874184,E,C,-29.85220607855797,62.374784790932104,E,A,D,45.30186657102643,A,10.320334093955767,1
Male,51-65,None,E,-141.41213775800472,D,B,107.14382805791026,55.040369822030556,B,E,A,-145.9418428508006,E,-23.66793983166649,0
F,18-25,None,C,94.0582944965761,E,E,-17.072766126244705,56.330994099409835,B,D,B,54.30717409492931,E,-75.51782343178178,1
Other,36-50,Buddhist,E,-149.6792215200638,C,C,-177.39043817838797,-52.05947582852624,E,D,C,159.3466450982231,C,6.025347589897258,1
Non-binary,65+,Other,D,16.55421554101807,D,B,28.17278447388577,95.74295141512805,B,A,B,108.36505656170459,A,20.233094280766963,0
