faith,Disability,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Hindu,Both,36-50,Other,A,B,E,A,76.66612288745326,41.03780928214997,-130.29915489186493,-127.7156678775353,-89.17326459305859,E,72.59971592634223,E,0
Buddhist,Mental,51-65,M,B,D,E,D,61.19728072037851,-73.9041912506548,6.269835421703906,10.182439215739254,-30.458608475573335,D,30.232490631563806,E,1
Hindu,Physical,36-50,Male,D,C,D,B,56.49557728722344,151.19250207527583,-12.23910975765034,59.50497368874114,-24.204030918409142,B,67.78468262029014,A,1
Hindu,No,51-65,Male,B,A,A,B,-69.02041682096814,-34.338297976499575,-101.88491505562989,28.92982737456567,8.145277560614392,D,29.534496417322327,C,1
Muslim,Mental,26-35,Non-binary,C,E,C,A,-114.93825683016186,-108.64146799377468,112.62740496981488,-136.19475065235605,62.937939021951,D,-72.94545718313628,E,0
Buddhist,No,36-50,Non-binary,C,C,C,D,-42.16582653944958,-69.1719485410762,-25.7658711729302,38.3271396541312,32.7866664352406,C,147.794945780985,E,1
Hindu,No,36-50,Non-binary,B,A,C,A,-125.45771597161564,-51.2088489693988,236.77494797529667,34.057144741098064,-25.55377421775809,E,135.3490130093436,C,0
None,Physical,18-25,F,D,C,B,B,123.60165390979306,93.55230955947742,-98.0189802870935,16.872642169118116,-134.65858450855336,C,-46.28599240380857,C,0
Jewish,Physical,18-25,F,E,B,D,E,-7.602139701313118,124.00881859846591,141.7505688640382,-194.8452093920038,147.98803107183193,C,83.85852703856911,E,0
Hindu,None,36-50,M,C,C,E,A,-39.92768410594699,4.03874206826172,32.516323795241135,-57.106947744682415,48.4312876038763,C,-161.54218106864053,D,0
None,Yes,18-25,Male,A,A,A,E,28.379545233152935,22.43099237523619,63.7599345715294,-63.84639731288415,-66.05474447944081,C,186.47996357879336,B,0
Muslim,Physical,18-25,Female,A,D,E,D,16.67673467019174,1.8851403314288873,143.73401224388985,-6.939976075192818,37.05936767567649,B,-108.47207593374353,D,0
Buddhist,Both,51-65,M,E,A,B,A,-14.453813403937485,57.85637820593471,-50.024352427525486,-93.87961438370957,94.53738424634703,E,3.5998560509362036,D,1
Buddhist,No,18-25,Other,B,D,A,B,79.15411327855306,35.73643621984697,135.55607972379482,-8.4073731532358,29.32897481374983,B,90.78391169958628,B,0
None,Mental,18-25,Other,A,E,D,D,-22.37585844188763,249.71797260840307,167.4998383019144,99.57621460620523,-52.79227232060798,B,295.2152948746228,D,0
Other,None,26-35,Male,D,E,B,D,-107.23036534058157,111.86009498424119,-38.74357688584721,-60.555937586999065,-31.869538003026506,D,-12.89579061933463,D,0
Muslim,No,65+,M,B,E,D,B,-56.04799772796933,27.031364068017737,36.469523047414725,-120.87510389753153,-4.733951724331287,C,39.68686766922154,E,1
Christian,Mental,65+,Other,C,C,A,B,4.174700947683482,44.674104573533675,104.418616047908,63.193107943055736,65.35681161389033,C,70.4144160756944,E,1
Other,Yes,65+,Male,E,A,E,B,-29.66453620950381,51.56677686252724,-30.602347996959328,-75.65376882267253,-202.27845204881274,E,-96.64289633929268,B,0
Other,Both,65+,F,E,C,D,D,4.668593537541091,58.6487649753119,62.772796501434236,-62.99413730100025,-88.99313485163385,E,-124.7074927952426,D,1
Jewish,Yes,36-50,Female,A,B,C,B,23.856017564160457,-97.122610600264,-54.68251402382825,123.28512505755607,-182.5949724403013,C,-16.496351191586353,B,0
Other,Physical,26-35,Male,B,D,E,C,71.56154035133567,-255.80002969060106,-19.394151579161704,-50.05226976733977,-130.504973716123,B,42.31109290261724,A,0
Christian,None,18-25,Non-binary,D,C,A,E,77.03106850386368,-122.79769363580466,-73.70923925028032,123.64331632029307,45.70395654194901,E,-66.11696269656277,D,0
Muslim,Yes,18-25,F,B,E,B,D,166.1995903960698,-40.346138733930836,31.38359611687361,138.85599194312937,-58.39346470204618,E,20.86129612260471,D,1
Hindu,None,36-50,Female,B,E,A,A,-27.501516284707904,-70.31589164727478,-10.373002249413439,-193.72806430037787,-23.614953787007746,C,1.1890154867046525,C,1
None,Physical,36-50,F,C,D,A,B,44.542264808716695,-57.242080442827735,-7.361409234433186,-4.348112216884614,-51.96792938403825,B,-23.84000528654833,D,0
Muslim,Physical,18-25,Other,D,C,C,D,157.06684030714715,-60.180654481296116,-152.72089992655614,67.57659265579679,82.71094369967042,C,-17.217139833976738,C,1
None,Both,65+,Female,E,C,E,A,-253.34689117774622,-136.10881851456267,-113.56045536189758,86.15293829348121,34.75860006342879,B,-51.857518439364966,D,0
Buddhist,Yes,36-50,M,E,C,E,C,-9.417391264786634,113.25308920007637,137.2050977969259,-17.36113597401359,-68.62570946196816,B,16.11583640551843,D,0
Jewish,Mental,36-50,F,B,E,E,E,171.4569065823274,-83.71896463164256,95.09370927000705,-5.407179696594532,185.458353828195,C,214.93248387354987,D,0
Muslim,None,26-35,Female,C,D,E,D,34.33830669563251,-179.48469691824417,133.43951829042956,53.48369354932295,-257.28630904771563,C,-69.0076368144497,A,1
Christian,Physical,26-35,Other,D,C,C,B,84.3709401589345,47.98645650012601,131.24181104321656,-67.91253679784433,31.578081377023487,E,126.27726241022472,E,0
Muslim,Both,36-50,Male,C,C,B,A,-18.249465817755812,-12.72759993917808,153.7406926196573,-200.4621430762461,123.91112648420469,D,-61.85671508884649,A,1
Other,Yes,18-25,Male,C,B,E,A,36.5346809668494,77.80070556424666,-104.02223290364971,-45.75941542293817,-25.61338649391193,D,102.61053186134407,D,0
Hindu,None,51-65,Female,C,C,E,D,84.29620115572452,67.68315393016819,-39.62668603520874,-133.5769258045072,68.738712053896,E,-13.830742735935528,E,1
Christian,No,65+,Non-binary,D,C,C,D,-23.267700456123872,-163.7174055283226,-45.68773758877614,139.04117232075055,84.27814427197458,D,54.570107680255084,C,0
Buddhist,No,65+,M,C,D,A,E,-52.401181807232746,29.06488366880292,-47.118026161130395,0.10697560396515453,83.5225571736849,B,34.62922809061441,A,1
Other,Mental,26-35,Male,D,A,D,D,44.350557748101,-26.469699345760283,83.07682404604789,-156.9804557827076,-27.879143559970395,D,124.5366973368543,D,1
None,None,65+,F,D,D,B,D,5.664285553274673,-72.33761854242555,-33.13191714222276,159.24062441437115,-3.9977417737968897,A,61.040478038336076,C,0
None,Mental,36-50,Other,A,A,D,A,117.76460029270528,-67.61608459906745,-16.774968722167202,124.42193427972448,168.39810546448425,E,89.03546610869736,D,0
Jewish,No,26-35,Female,D,B,D,C,45.92793324172098,12.386251511640857,118.1219861424684,-135.3430348771334,170.2592963360866,E,-5.862045691481371,A,1
None,None,36-50,Non-binary,D,D,C,B,77.1882474201758,103.83088559560669,31.21660731481828,-18.720202957253758,99.01676873026784,A,73.36260648660641,C,0
Buddhist,No,18-25,M,C,C,D,D,68.72045773392223,119.50921574555832,-75.04983803984675,58.72160567437464,89.41582803388962,D,-189.32721490066234,A,0
Muslim,Physical,36-50,Other,B,C,E,C,-27.389060646669382,-48.799538211604,-8.472698696122954,96.80797394160528,-96.64300675146845,B,-82.52684782932545,B,0
Muslim,No,65+,M,A,B,A,D,29.20100662318529,92.09613866790336,126.7811883537088,19.887513737365204,-57.743010155231666,C,-47.087524136891,E,0
Other,Both,36-50,F,A,E,E,E,52.17327354741936,55.12255649127328,-35.91796202851496,81.17716296096596,-14.764907935210314,B,-56.38655164623635,D,0
Buddhist,Yes,65+,Male,E,C,D,B,-88.54909545379039,38.69070867982366,211.7115628320516,-108.36706284060902,9.179334774176406,D,74.97271088397028,A,0
Jewish,Physical,26-35,Non-binary,D,B,A,E,27.70462538026342,63.94809907653413,211.19623980570097,13.834533706518004,12.265241251024918,C,118.87771234274621,A,1
Muslim,Yes,36-50,Non-binary,A,E,B,B,192.7314527777185,103.98809787135059,-1.1030107498232855,45.55568820723208,-123.79596610773072,C,-1.4640702787823896,D,0
Other,No,26-35,Female,A,D,A,D,-3.2045834264183717,-95.06021698931735,185.8477340114205,-118.0613907643915,30.450021752021883,C,-59.01951492643707,C,1
Christian,Both,36-50,Non-binary,E,E,B,C,-3.3035598517446036,49.929950137887715,-259.94504792200865,-5.997169114683721,180.8275278179953,B,-50.020606431344675,B,1
Jewish,Physical,36-50,Other,C,C,A,D,-12.740621315024327,96.98362877848335,30.495439515565696,70.29707444111146,14.686722812309153,B,-18.813000311576904,A,0
Muslim,No,51-65,Female,A,D,B,E,129.915599122568,175.45658325586544,332.7292455268363,-45.3817872405513,37.86410707687018,D,-35.92017188652355,B,1
Jewish,Physical,18-25,Non-binary,A,A,D,C,80.85957160177412,-38.62727391745885,9.147612751151497,70.82950138233645,9.275539740064888,A,41.87820310420809,C,0
Hindu,Yes,36-50,Male,C,B,D,E,125.71788374195592,-85.5675838959963,125.60615639512768,-79.03433514812772,206.90464845242653,B,-87.29708421575532,A,1
Other,Both,36-50,Female,B,B,B,B,67.72817267805807,-104.2017063945964,4.800940721449716,121.40751043762587,-113.30682087490646,E,37.6913268461487,C,0
None,Yes,18-25,Male,E,B,B,D,8.320775460210374,-38.2652544550933,35.16574400543685,-90.05861305580459,94.56693960738696,C,-42.5675837028449,E,0
None,Both,18-25,Other,C,C,C,E,-63.44376045845684,-107.10391078534639,-136.13633170537952,58.52922165651139,-87.35267848485145,D,-39.29527579636096,D,1
Hindu,Physical,18-25,F,E,D,A,E,8.219313523993627,100.21447424929066,13.346105407091944,-19.885348932538918,56.25933018030462,E,-99.24530042726238,B,0
Muslim,Both,65+,F,B,E,A,A,37.24192715933441,79.76502397505031,-29.599599253100152,108.53609632145478,0.785869455211358,B,162.73794627666828,C,0
Hindu,None,51-65,Male,E,B,B,A,-394.1833059694693,-38.16223504432659,-103.97076769678509,-103.31435318365973,-48.89902607464821,C,110.35791572184759,B,0
Hindu,None,51-65,Male,A,A,C,E,33.46168005475447,164.96893894839647,-62.15157510680237,115.03152846235916,67.26759104710489,A,-38.42896868698724,C,0
Muslim,Both,65+,F,A,C,E,B,-19.558801728816753,-23.81069280245845,-82.89492217252145,64.0948860406644,-56.8264059618649,C,-46.15769896103425,D,1
Hindu,Yes,65+,F,A,C,B,D,10.670352883428576,-127.06971040924869,-109.1162474184352,-8.17409427125382,44.35433095669397,E,-47.356767641741385,C,0
Christian,Yes,18-25,Female,C,D,D,B,103.4529423323628,75.27786299403036,151.3154404218179,-35.02764658666723,102.7826841067248,A,53.80412410051355,D,1
Muslim,Yes,36-50,Non-binary,C,D,D,B,112.55351909010732,104.87666950464079,36.838008780219425,-60.798629234674216,-99.69193220569178,A,118.88339953682035,A,1
Other,Mental,18-25,Non-binary,E,C,C,D,-69.93492269560589,43.816913776433566,132.1006482614544,1.9397371256675173,-75.91399743099939,B,-41.06231814980843,E,1
Christian,Yes,18-25,Other,B,C,D,B,-123.1013144142314,172.28741083194203,-63.69549865884374,-188.93012004941178,16.813698598486052,D,148.39528421670826,A,0
Buddhist,Physical,36-50,Male,E,A,D,B,-96.98387696688889,17.416445955696634,54.173210843642735,65.88977422328574,45.342679318593895,B,15.29594920773277,C,1
None,None,18-25,F,D,A,B,C,181.98681840986944,51.054300114287756,-105.55937690051755,-102.08066470583546,105.24773295431429,A,-77.76126302115675,B,1
Buddhist,None,65+,Non-binary,A,D,A,C,28.522713217307587,-134.27104956957365,-124.18337228386795,96.99253248245442,-7.898264110822694,D,21.353886231800747,E,0
Jewish,None,36-50,Male,A,B,E,C,41.43044995648039,-5.35836820803932,10.67006885045873,-100.5699061209312,-84.35120787692054,B,78.8999961897994,D,1
Hindu,Yes,18-25,Other,B,B,D,C,64.99353315517725,-67.02063207069504,28.431341062565746,-102.42523752928301,-22.99095730551784,C,76.04414940460045,D,0
Christian,No,36-50,Other,A,A,E,D,61.2808108047614,-116.26907523194257,-5.907734392455433,180.7939442949684,75.1039289558335,A,-36.94705570270357,C,0
None,Physical,18-25,M,E,A,E,C,51.05460306784534,45.323333570126756,261.82801179611243,102.12182876040978,17.656692808139095,D,-166.73438284384022,B,0
Muslim,Mental,18-25,F,B,D,A,A,-196.99334862519723,-33.67562770728186,14.26453811342006,150.07667476338932,23.631430887982884,B,-89.42726796105305,D,0
None,Yes,51-65,F,B,A,E,D,-37.48863109186946,56.172901338831736,326.8765466150716,-188.54767688707014,80.72462851108338,E,143.73341153250882,C,1
None,Both,26-35,Male,B,B,D,A,89.71945205748202,-20.460139213274235,-48.093425083067075,21.461479195333247,136.166777952344,B,31.194216917101077,B,0
Muslim,Both,18-25,M,D,D,B,D,-123.57362114063454,14.949721938001762,134.66823707245803,-171.37256888876618,-47.986732978236915,C,-112.47915422570304,E,0
Muslim,Both,26-35,Male,E,C,D,B,-94.50290112962163,-148.1091554118388,39.82819898662906,-227.7469073351195,-8.811280517148115,B,144.73632581349798,C,0
Buddhist,No,65+,F,D,E,D,C,-77.55778294495063,44.366873548604964,53.99484789925626,30.24715828671783,87.2030844276377,E,3.209425435374733,E,1
Jewish,Yes,18-25,M,A,C,B,C,-23.544075208807325,103.49338850697374,99.08114992922812,-113.51407675390182,-62.93635351412309,C,-14.717325644038686,E,0
Jewish,Mental,65+,Female,D,A,B,B,134.42763700173862,-80.84671547032906,-99.76981343122607,5.840152240301568,-55.851390366853515,A,-18.165750816628957,E,0
Jewish,Both,26-35,Female,D,E,B,D,-74.96870278164083,115.23283188808844,-59.24914924801613,-0.21277492136633863,-6.255250849388067,C,-182.00440725773763,E,0
Other,Yes,65+,Non-binary,A,B,B,D,-2.8085192721905,165.23010348867606,22.933317767735026,-66.08158999754743,157.3942100420773,E,-65.48776512178044,D,0
Muslim,Mental,26-35,Other,A,B,E,E,175.07909211691626,-41.56060377492993,19.44150309518556,-19.309167752230223,-96.91506559967277,D,138.90477139894838,C,0
None,Yes,51-65,Non-binary,E,A,B,D,-58.84850849176292,-18.75099884237879,16.214372462857735,15.455396081505668,65.10762059202482,E,57.51521385319671,D,1
Hindu,Yes,65+,M,A,A,D,A,-238.86188769920133,91.58278883186435,28.55239268743242,-5.927925082830517,79.04418655553386,E,13.606392713371495,C,0
Muslim,Physical,36-50,Male,E,B,C,A,-18.37499444856259,68.94470427449633,-138.2597684769713,27.4903514956229,-112.13735436453307,B,41.522729251189986,B,1
Hindu,Both,26-35,Female,A,A,B,C,-137.01693905885801,66.77226828764937,73.15730660783977,141.10329336424743,-65.12124800470758,D,-69.91077596624697,C,0
None,Physical,18-25,Non-binary,B,B,E,B,-327.85268401120817,37.04858962368524,-40.91729654705222,33.692774458931005,-162.08997583966726,C,149.77300937266264,C,0
Buddhist,Mental,36-50,Female,C,E,A,E,148.38982712571038,-54.407341971038726,36.86232461474518,-98.32633177472134,-79.75887002895125,E,-76.37910700486876,D,0
Hindu,No,26-35,M,D,C,C,E,31.74832881160974,-5.901722787272247,27.617365027873397,72.16076485586204,5.692161395388344,B,123.04724452729951,C,0
Christian,Both,36-50,Non-binary,A,B,A,D,6.988049547172914,6.824069674464274,10.69804170952509,151.91985553822386,-117.35937204536681,D,-150.84530543906902,D,0
Buddhist,Both,65+,Other,D,C,C,A,52.447194232466586,82.23535206764453,24.051998609831827,-75.8260103054143,-0.8939110676125744,E,27.55378496396731,B,1
Buddhist,Physical,36-50,Female,D,D,E,C,331.29893028451426,12.505914699269628,-12.820162819862244,76.41051645142097,-19.084973612725083,A,-18.239320893401818,C,0
Jewish,Both,65+,F,E,E,E,A,33.628814348610895,18.688663992205406,213.44359055032572,147.49261825563025,-55.52710609389828,B,142.0287643005942,C,0
Other,Mental,65+,Female,E,D,B,B,5.193591531277705,95.52751160859951,-91.47318518854279,141.5158308696886,-80.00096193147688,A,-134.20890958333254,B,0
Jewish,No,26-35,F,A,C,B,D,22.31990341851192,99.51061488746137,30.508568411855812,65.10943392042434,173.06264984755694,A,-113.44868125625442,A,1
Muslim,Physical,51-65,Non-binary,E,B,C,D,-25.490289015212824,-47.25363360702548,130.77316621558444,-20.578820543896246,-17.43255028876131,B,-227.50975099111943,A,1
Jewish,No,26-35,Other,C,B,C,C,-48.237586001262294,67.88164174896838,99.4979049866663,-176.26427168599784,-32.975095480328335,E,126.65990013634692,D,0
Hindu,Yes,26-35,F,B,E,A,B,23.945356511165606,113.50221576748834,-184.65579429631424,278.5990276245218,-95.41866848591755,C,62.94165651013044,A,0
None,Mental,26-35,Other,A,A,D,B,143.7894728729252,-31.400175986789037,102.72906546918388,173.22583352025725,-67.13624502112243,C,45.40289951664462,D,1
Christian,No,18-25,F,B,C,D,B,-102.61407751100533,-25.72271048073253,115.83799280360631,-118.72898666950853,-217.86470214446706,E,-88.49923814599784,E,0
None,Yes,36-50,Other,C,E,C,E,121.98314857613053,-151.59814114831894,-88.24294944499704,63.21279965351015,5.214002158529305,A,159.7707460912507,E,0
Jewish,None,26-35,Male,B,E,C,A,119.70026990794926,-27.856485698490264,40.40166396862021,155.61619179573938,115.03662118669166,E,21.857837415407495,B,0
Hindu,Mental,18-25,M,B,D,C,B,-163.6378184895825,-4.545281785387623,-56.32112151906633,-24.261714060892878,-38.17481386837125,D,-58.60936432213041,C,0
Other,None,51-65,F,E,C,C,B,32.83789140882561,-153.03117386179053,87.78332668036488,107.34623497826685,-99.85031409504512,C,129.98918265108213,E,0
Hindu,Yes,36-50,Non-binary,C,E,A,E,65.97427088757739,87.45359295087935,18.74360961489655,-145.68199750962793,-3.70160331091537,B,9.26651304045013,E,0
None,No,26-35,F,E,D,C,A,-3.0207505894768736,-5.814492238095658,-57.46909709279775,70.67592178314163,-41.15832831238907,B,-90.11521121273192,C,1
Jewish,No,36-50,Male,C,E,C,C,-49.16902268211491,-61.98639826706187,-180.2506467214355,-110.84771827637896,97.51450773032838,A,37.0917963612806,E,0
Christian,Both,65+,Other,C,E,C,E,290.34216118096003,-27.437937153779266,-0.2085228637878433,59.8541000996959,144.70150401650764,D,-136.1842837146163,E,0
Jewish,None,36-50,Other,A,E,C,B,265.96429621416445,-85.90371789461236,210.48016261690998,-90.18525576848727,152.75746970535738,E,-59.381673660212144,B,1
Buddhist,None,51-65,Non-binary,A,B,D,E,8.540604316105062,-40.32492191867405,24.80309344590303,24.900165616380484,-70.60452489812906,D,-52.625964376359946,B,0
Christian,Yes,26-35,Non-binary,A,A,E,E,-126.6056799803209,-115.809470289411,-140.99837319741434,-54.67809373220929,186.1088637921603,D,-106.44959081918263,E,0
Jewish,Yes,51-65,Other,B,B,C,C,-23.582467411140964,-44.29551846784498,-61.84201451004697,-85.4200275511038,51.35062854864114,C,-18.56028630527713,E,0
Other,Physical,18-25,Female,C,C,A,B,112.36144127728036,-60.25922638722876,46.45655068038329,108.6520291614361,55.56204425665481,B,11.954396291346221,B,1
Muslim,Yes,18-25,Other,D,D,D,C,11.435214328432858,-192.34000696123312,-67.90022003627824,-150.30122664809022,-30.859151787130042,B,-73.49501464034537,D,1
Hindu,Yes,18-25,Female,B,D,C,E,35.71292274340668,7.528346885059133,82.291932729925,29.000897636803195,62.24058558898346,A,-94.24449549303843,C,0
Buddhist,Mental,18-25,Female,A,C,B,A,17.012436180041906,-86.69896812846117,87.75561328163766,80.3324184412591,-53.11721219758031,E,111.90286390887043,A,0
Muslim,Physical,65+,Male,A,D,E,E,-134.29035334819383,-5.206861722999013,47.46357931770999,156.30212428614732,-47.86001002561052,E,-21.825447184516005,B,0
Other,Both,18-25,Female,E,B,E,D,76.74941725485017,-81.35391753221325,91.77383645446349,47.464954635427794,-23.100229348443442,A,-3.5798670709803195,A,1
Hindu,Yes,26-35,Female,D,A,D,B,-176.3241342611828,-28.16653835778602,134.56110163773357,26.665932982284563,18.23772602989431,D,-34.7369259656023,C,1
Jewish,Physical,65+,M,A,B,D,B,-9.943178274166014,74.2843306622892,-76.82595880595616,-104.0345184058028,9.352385505467339,B,6.810049333992543,C,0
Buddhist,Mental,26-35,Male,D,C,B,D,19.261640314510178,-136.0142974084957,-38.17984687587781,79.73392454242536,69.69341322687328,A,-4.93702193975232,A,0
