Disability,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Physical,Christian,D,-161.40959499336233,A,B,A,B,E,D,C,D,106.67071772330677,50.661086276110176,182.04840810523027,0
Mental,Other,B,52.57842591013229,D,D,B,E,D,E,A,C,67.55764386521341,-158.6151475651159,24.147086160102145,1
Mental,Christian,E,25.93678956376951,C,C,C,A,C,D,D,C,49.73620941508956,47.74304024816748,-41.99378619031861,0
Mental,Hindu,C,-14.416044836114672,D,A,E,D,A,E,C,D,-26.929111131143777,-110.6078893359643,64.39271619153428,1
Mental,Muslim,A,-35.54751835252981,E,B,C,E,B,D,C,A,-67.4002930362963,-19.612524799235786,-100.80386988796172,0
Yes,Muslim,E,-50.90443214575393,A,A,A,E,D,E,D,C,-124.07576883601897,-182.03148932430383,-53.2709976705018,1
Physical,Buddhist,B,4.248250390438619,B,B,E,B,A,A,C,B,59.68552872744696,90.69718964267743,83.07211198688876,1
None,Muslim,A,59.96974645878459,D,C,C,E,D,A,C,C,113.30393000301302,-69.55333152213848,149.40450250398493,0
Both,Buddhist,D,99.52667722707169,E,C,C,C,D,A,D,D,-86.87267683321102,-28.38511212527553,-67.47305744198341,1
No,Hindu,E,42.6330105570222,A,D,C,A,B,B,D,C,10.486851373087823,35.955787327697564,-61.68503652055796,0
No,None,C,-49.47521542517051,B,D,E,D,A,C,B,A,-57.321418240271925,-135.10984010642906,-138.0576371582735,0
Both,Christian,C,206.72982895814496,B,D,C,C,C,C,A,E,-97.48369524900872,-93.1060812651753,35.17266955772108,0
Physical,Jewish,B,-153.36039772665174,C,A,E,B,A,B,D,D,44.697703221822835,-7.4108181900949575,-57.39652233141824,1
Both,None,A,-112.74219295472562,B,A,A,E,B,B,A,C,-56.78386707972922,-28.97089801506978,-49.44016491786638,1
Physical,Christian,C,-27.40085491619602,B,B,E,A,C,D,C,E,-15.582570378365396,-23.625937714341884,91.96005070976828,1
Both,Jewish,C,68.7416658568768,E,C,A,E,C,C,B,C,-107.6945284246752,-78.7733148070208,143.19704020283027,1
Both,Christian,C,158.19993656268602,E,E,C,D,B,B,B,D,36.33232905896384,-88.4820040549111,109.75843056559978,0
Yes,None,A,-146.2170997248974,E,D,E,E,C,B,C,E,85.30533898839364,-56.39018284255286,36.128565304367875,0
Both,Hindu,D,-8.047907463223744,C,B,E,C,B,A,E,A,97.09324962179832,48.6373100770712,-95.66259711050908,0
Yes,Christian,A,-55.50722009982967,B,E,D,A,A,B,B,C,-88.40634911070347,0.27811185635534813,13.279945677102656,1
Physical,Hindu,D,128.62803740478032,C,B,D,A,C,E,A,A,-179.47160765371453,113.05799518181684,-75.28023628664525,1
No,Buddhist,E,24.32328075262112,B,D,D,B,B,D,E,B,90.75973673907163,-179.65663236402403,109.33215086788341,1
Yes,Muslim,B,133.6040216065377,D,C,D,E,D,B,B,A,-180.22783851436725,-54.08898233879893,50.02362102982904,1
Both,Jewish,E,-26.348724577294092,C,E,B,A,A,C,A,A,188.32413996916753,-45.92773445940999,-162.08041911208525,1
Both,Buddhist,A,-0.7700227469321242,D,D,D,C,E,B,D,D,58.25887355875895,169.32996411428238,-84.16887250118793,0
None,Hindu,A,130.6309577446442,A,C,C,C,E,A,E,B,121.79832431115678,201.4238233779655,76.30475948356728,1
Mental,Christian,B,-196.98206582872805,E,C,D,B,B,D,E,B,82.58010285234096,187.51993756934883,-52.72171757192429,1
No,Jewish,D,30.84341540458923,B,D,A,B,C,A,E,B,6.6744848367062,-247.67402738078235,-12.719850876772206,0
Both,Buddhist,D,98.40316717940682,A,D,A,D,D,D,D,C,188.0918270099891,-56.99747113597553,-75.9006692418595,1
Yes,Other,B,-55.998664444903554,A,E,C,B,E,A,A,B,100.66924998893838,-30.708023815574027,-94.67877768095599,0
Physical,None,B,-20.306273631895635,D,D,B,E,A,E,E,A,11.770455329301408,92.36758175420825,80.73399146522947,1
Physical,Buddhist,B,-34.549277338288306,D,B,E,C,B,B,E,D,163.44838328722847,42.22625819070611,-20.196717683498832,1
None,Jewish,A,24.016104724648713,A,B,E,B,C,D,D,B,20.198343950656295,-68.69305126226931,70.43877374727707,0
No,Muslim,D,22.889478800811748,A,B,D,C,C,D,A,C,28.1254733699145,139.01979473149686,107.7074024738948,0
Both,Muslim,A,-17.17817568970117,B,D,D,A,C,D,B,C,3.0080794159707347,-120.1426682509858,-82.56593791800609,0
Both,None,E,-102.81531003870734,E,B,C,D,D,B,B,E,-138.4707075534594,-132.7533401588692,-48.11251392802923,1
Both,Muslim,C,28.139956067870358,A,A,D,D,A,B,D,C,-85.52601823766626,-162.33258063873475,-135.71363295623402,0
Physical,None,B,-85.76756657890336,D,E,B,A,C,A,E,D,-34.216953552206355,-23.320694974714147,-65.75671426990051,1
Physical,Christian,B,-97.55974495309407,E,B,C,C,E,D,B,D,52.69387013819941,-57.98485534582872,109.91067170948345,1
None,Jewish,D,-220.0788092635761,D,B,A,C,C,B,E,A,-87.54548462940542,71.13310649096772,-5.795669128158075,1
Both,Hindu,B,-101.86021874915015,C,B,E,A,B,B,C,E,-40.38223408976998,38.66830807887814,-80.9324552050887,0
Mental,Hindu,C,48.85757089024889,E,C,D,D,B,B,D,B,137.88394629812976,-195.9848560466346,56.77380989259895,1
None,Buddhist,E,-92.63870708184658,B,B,E,A,A,A,A,E,56.251652558323975,-73.76098473732102,-85.69143480666864,1
Both,Hindu,D,34.44837920237245,A,C,C,A,A,C,A,D,-57.933248381290724,54.548214530289876,21.06579625803835,1
No,None,D,44.695889914616124,B,B,A,B,B,D,B,B,65.88575456054909,-142.35469821537933,180.00350429230417,1
None,Other,B,54.387203497179,A,E,E,A,C,E,C,B,-59.08138420714671,-92.28186403887203,8.783870526498196,1
Yes,Buddhist,B,-36.18629503877919,C,E,D,C,C,C,C,C,83.33452419431163,-34.0042280363013,152.22256810532375,0
Yes,Hindu,E,19.424586600016177,E,A,A,C,D,B,E,C,147.73980980377488,49.074655521782766,-54.713185740771884,0
Mental,Buddhist,D,101.5839025543222,A,E,A,D,C,C,D,B,66.34095087867706,0.15709071761221793,0.7781660140031084,0
Both,Other,A,100.26710008833359,A,A,A,B,A,B,B,D,-132.58180280418205,87.12867321768245,48.26598959518182,0
Yes,None,E,38.24470750705966,D,B,B,B,D,A,C,D,-30.444683432711876,-59.12712985280976,95.32327974235812,1
Both,Jewish,A,-137.01136446866963,B,B,D,C,C,E,A,D,245.22918670193238,39.49739185084346,-31.031438963926377,1
Mental,Other,D,40.21839989377534,E,D,A,A,B,B,B,B,-174.16047085996377,-87.11784158571217,45.43308166771396,0
Physical,Buddhist,E,-7.3697635882433525,A,B,C,E,D,C,D,A,-121.69539561402817,21.359641566588568,-168.54096450801842,0
No,Buddhist,B,-148.408467820831,E,A,E,D,D,E,B,C,-120.31396030010528,60.51768362665526,59.479011710295495,0
Physical,Hindu,C,-13.462573683261732,A,D,B,E,B,E,E,C,23.968385221608223,37.326958005199764,-35.473578089331106,1
None,Christian,C,-179.75443128688462,C,E,B,E,A,A,B,E,57.256293784424784,-36.323366259573966,-47.73811925837519,1
Mental,Buddhist,E,-36.85136949482188,C,E,A,D,D,C,A,D,48.17847208379438,-7.601819529333522,30.274633106173532,1
Mental,Muslim,E,-76.69242862687544,D,D,D,C,B,D,D,A,-1.9564466885176892,-225.49672619899766,93.3359613131722,1
Physical,Christian,C,25.351442510528226,C,D,E,C,E,D,C,D,-61.63772772586675,146.87826716991003,104.84658964339519,0
Mental,None,E,-111.92476114984035,B,B,E,D,D,D,E,A,-148.46729073230713,-95.42025397713104,145.31749330214453,0
Yes,Muslim,C,83.02507875251577,A,A,B,A,D,A,D,D,213.75778903961086,108.44263046124911,-46.31412401848697,1
None,Buddhist,C,-83.23603528058428,C,A,C,B,C,E,D,D,-24.214988696139567,28.07492268907856,-61.47408795465258,0
Physical,Christian,E,269.02608724284914,D,D,B,A,C,A,E,B,-23.45819528412766,195.1923751031799,60.617758192348894,0
None,Other,A,79.90050415018422,E,C,C,B,B,E,B,B,-54.055838830368444,-163.39589339339724,-148.3170365285937,0
Mental,Muslim,B,161.15675265185476,C,D,E,D,E,E,A,E,-20.828134281850346,-29.18482947117128,59.45306950734269,1
None,None,E,36.452615175553724,A,D,B,A,E,E,A,C,-95.73526232298515,-4.12321902030584,114.04736387285853,1
Mental,Christian,B,-104.470171431253,C,B,A,A,D,D,E,D,18.14240827868958,-19.22052231319852,5.62247919254262,0
No,Christian,E,-4.4535319390362105,C,C,E,C,C,B,B,D,-109.60932279616627,-139.62577088860562,36.6499541381411,0
Physical,Muslim,D,-96.65862586662718,C,A,C,D,E,A,E,E,14.135451077914077,-133.41542547884947,-34.872487736398796,0
No,Hindu,C,-6.842915853028092,E,E,C,E,D,C,B,E,8.308369669805876,3.8651369578603023,-36.890744019740765,1
Mental,Hindu,C,-44.338145425030646,E,D,D,B,B,B,E,B,86.76683072040815,-63.29978614810614,-60.43762915750182,1
Yes,Buddhist,B,66.03943876125926,C,E,D,D,C,A,A,B,151.64759941480202,209.57807836195116,99.00846839996323,0
Yes,Buddhist,E,-70.4858597977483,E,B,A,A,E,C,B,E,66.12169662948398,53.40178835914758,-117.62169798296607,0
None,Other,B,53.49127022556892,D,B,B,D,B,D,E,A,60.09931266755426,82.00879899491046,-52.403007881896514,0
None,Jewish,B,-70.66574796302109,A,C,D,C,D,E,E,A,20.508159301451176,-121.91090854623519,-49.358452059561806,0
None,None,B,43.25779145181099,B,B,E,E,A,A,E,D,-33.38138171238336,-62.477421696264756,39.56972444981841,0
No,Jewish,D,117.92158174814169,D,B,C,C,A,B,C,D,92.0133376168406,0.06972795237319132,-15.170156509689761,1
Physical,Hindu,A,63.19475975441915,C,B,D,A,C,D,E,C,-96.21489623545601,-172.50841443028895,83.63895219025261,1
Both,Jewish,C,60.066037534223724,A,B,B,A,E,E,B,A,-50.38528017342975,-117.23054647846955,-167.17120339843018,0
Both,Hindu,A,27.13970710468161,A,C,E,A,C,C,C,D,-221.96186595674047,-77.22723214109011,50.44523099505685,1
Both,Buddhist,D,27.603412760588586,A,A,C,E,E,E,D,E,-110.30549342312969,-3.071647286636717,-39.50640503811055,0
No,Christian,E,-61.4017813679678,C,B,D,C,E,D,B,B,156.71895599611952,45.527227817877794,69.96642771505398,0
None,None,A,-17.178154048501607,A,B,E,B,D,A,D,C,-16.07256854844911,-22.9327420609245,2.086637489688259,0
No,Hindu,C,6.99071993320421,D,C,B,A,E,E,E,C,-128.98850019342382,-19.070789189386552,89.33062922490832,1
No,Other,B,-13.685079478415618,A,B,C,E,B,D,C,B,18.947356203517824,-84.1557142077403,-105.04087065428163,0
Both,Christian,E,84.5408963828122,B,B,E,C,A,C,B,D,100.98665239888346,6.023710213769693,154.10207753999998,1
Physical,Hindu,E,121.71975805480947,A,A,D,C,C,B,A,D,8.586203291778471,-4.690125009500001,37.59750872363898,0
Mental,Jewish,C,79.87987951936645,D,E,B,A,E,A,E,E,-160.8612939963996,-207.10873507443998,-61.161060957825896,1
Yes,Hindu,A,6.5200501562827595,C,B,E,A,E,E,E,B,133.75107716259603,-53.3721979586715,-279.20456437876754,1
Mental,None,A,103.845599598078,E,C,B,A,E,E,B,B,103.17933429015727,19.320162574266057,-62.866535542332095,0
Both,Muslim,B,24.1017187118314,C,E,E,C,A,D,D,E,-1.7350044832947977,-2.339433264837163,-43.72736879630411,0
Both,None,C,74.1463146546337,E,D,B,C,C,E,C,E,9.827081803431936,228.26620098233744,-28.33826518944323,0
Mental,Buddhist,B,-150.097767683631,A,B,E,D,E,B,D,D,-51.03592466387914,127.74353558721694,-144.27242538195614,1
Physical,Buddhist,C,-43.88960873703022,A,D,C,E,B,B,C,C,-148.39655855634652,-85.62087772724452,-22.000027915867452,0
Yes,Muslim,C,45.45223021092883,E,D,B,E,D,B,B,D,-108.10144551881444,-120.3711206716366,126.53779221660118,1
No,Buddhist,D,151.47675948292013,E,D,B,C,C,D,E,B,2.355071156706252,120.92183303743795,-86.067534667186,1
No,Jewish,A,-153.34522094277438,D,A,E,B,A,A,A,B,31.658501518690606,147.6670513591647,55.74635589061047,0
Both,Other,E,-82.45161102685408,E,C,D,B,A,E,B,B,-53.5152910167911,-24.87525067839446,24.876875192922967,0
No,Hindu,A,24.03216467900376,D,C,B,A,D,B,B,C,-66.08721519124946,191.38170810383684,36.94823073914329,1
No,Other,D,-3.2869030284270537,A,B,D,E,E,D,A,A,104.06205274301341,31.718756432413574,56.148007447619975,0
Physical,Christian,B,87.34005477197884,A,D,E,C,E,A,D,C,-92.27302195178343,195.85377124520684,139.36448721347432,1
Physical,Other,C,68.13229784920485,C,A,D,C,E,A,A,E,-216.7714291306415,-88.28077166963446,-15.454232245359634,1
Both,Buddhist,B,267.5645738977451,A,C,D,D,B,B,D,C,92.72521186529015,-52.4741508484858,222.05492655470982,1
Physical,Muslim,A,47.550561167786356,C,B,D,C,E,E,A,D,-35.859016974671135,-14.28633036947648,-90.32200899167529,0
Physical,Jewish,C,-32.17281284506175,A,C,C,D,C,E,C,A,-43.45806968848866,59.35570397267236,32.07699009905131,1
Yes,Other,B,-82.54597098853775,B,B,E,D,C,C,B,D,21.24130365667893,-25.62762333436269,-36.18655448719428,0
Mental,Hindu,C,32.926055087263855,C,B,B,E,A,C,B,D,-79.17631743491054,184.58512034394278,-225.80413029215825,1
Mental,None,D,-25.25761148550092,D,D,D,B,C,A,A,E,119.48053827884826,86.08951365338292,-91.01725330247557,1
No,Muslim,E,96.78427865894035,B,E,B,D,C,E,B,A,-2.7907442213654905,68.51351288432174,0.34108614273042664,1
Mental,Buddhist,B,216.4965924288249,D,B,C,B,C,E,E,C,32.45308044789733,33.3556707909129,-97.53272832408558,1
Physical,Jewish,B,-96.16314418175213,B,D,C,C,E,C,E,A,76.59463839691188,81.73541390356257,33.50104079753189,0
None,Christian,D,84.60618016280958,E,D,C,B,E,A,B,D,74.80802731787327,98.77755918349463,20.25346087908985,1
Yes,Hindu,E,-25.55990727416334,C,A,C,C,B,E,A,B,52.11715146624688,55.46783981754586,35.65206142539357,0
No,Muslim,D,46.88825612198315,C,B,C,E,E,D,E,D,4.140688065964887,-2.499159793893955,-109.7219957549736,0
Physical,Jewish,E,-48.02693680870113,E,A,B,C,C,E,C,E,82.95196405933353,120.64731587858688,112.46789921958478,1
Yes,Muslim,B,-78.47695070485634,B,D,A,B,A,C,B,D,139.54674606849576,64.58473889065479,14.272430672857448,0
None,Christian,E,-107.70852603605799,D,D,A,A,B,B,A,C,43.00746697877173,55.49071236596376,62.88288856370564,0
Both,None,D,77.4086500639593,A,A,E,E,C,D,C,E,52.11352982738359,-33.70699505767351,-2.6535297265939164,0
Mental,Jewish,C,84.90286129199353,D,D,C,C,E,C,E,D,-46.32237792852715,-53.7835043782169,52.16207030523984,0
Mental,None,C,-7.846877878748439,E,A,A,B,D,A,E,E,-37.82251916750536,-17.36295292138184,81.34568483926591,0
None,Buddhist,B,-3.254422438849975,E,A,A,D,B,C,E,E,147.9881254060238,-33.585283902029936,69.63081370550383,0
Both,Other,E,-60.61163642679267,B,C,A,B,D,C,D,B,7.094521375675991,-63.04234342115046,34.17312640491442,1
No,Christian,E,5.34050785914227,B,E,E,A,A,E,A,D,149.56196617030727,-9.227740768663216,-23.704066320162813,0
No,Christian,A,84.85200078182297,C,C,C,A,E,E,C,D,-58.2552415346861,-99.5879140792643,-18.86188290296108,1
Physical,None,E,160.31926560099475,D,B,B,A,E,B,A,C,2.738681537809938,-66.09054763063023,-138.41888940272577,0
Both,Hindu,D,222.74045977579183,A,B,E,D,E,E,D,D,-13.382167904585158,0.031713766940531955,-209.9048775488792,0
Physical,Jewish,E,-118.88090820023636,D,B,E,E,C,C,E,B,-180.94522241330523,95.34401230384675,-11.50186969622215,1
Both,None,C,-173.83431587349236,A,D,D,C,A,C,D,A,-7.702989569914396,-77.08293818729004,10.994928382049315,1
Both,Jewish,E,-14.223169216488499,B,E,D,D,E,C,D,B,146.7544850120128,233.40961288754465,119.86238463296206,0
Physical,Other,C,106.06852423253245,A,D,D,E,D,B,B,C,-52.075973066583344,67.23693712915299,1.2381252808701262,0
Yes,Jewish,A,-76.59433068117573,C,C,B,B,C,C,E,C,95.44633252954253,-129.63605201214466,-162.88496769342876,0
Yes,Jewish,D,76.2145147096013,D,E,A,E,E,E,A,A,-153.29222338731404,-57.290900467291195,2.622244844389875,0
Both,Buddhist,E,245.2211142088884,C,A,D,C,A,C,A,C,-64.35929419334657,6.433380163654008,69.39217639411667,1
Both,Jewish,A,-81.86938240272698,C,E,C,A,A,D,A,B,-196.78116270153498,51.41581216715323,-115.84891489078029,0
Both,Other,A,25.393341291345646,B,E,E,C,D,E,C,A,-54.98504511861959,-164.20828653946865,143.56565065593253,1
Physical,Buddhist,B,137.37205770361828,B,A,E,D,C,D,B,E,71.62456863541406,-90.82356008191388,46.34794191648933,0
Yes,None,D,9.690572966862177,E,B,E,A,B,B,D,E,80.83959042048183,122.75281153007099,122.46389996300415,0
Mental,Other,D,49.92492871467689,B,B,A,D,E,E,A,A,-24.919781808885517,211.3105884599703,159.50016078057828,1
Both,Muslim,A,-0.059565322263862554,A,D,D,E,C,A,B,C,-71.073676237374,-28.175936576526013,-157.31998576380042,0
None,None,D,-6.370259888749922,D,C,B,E,D,C,D,D,-47.91425826139168,86.26219856408164,-5.7869749172719755,0
Physical,Other,B,-163.11716703115843,E,E,E,E,A,C,C,C,-50.781251851384326,-26.52286712755682,62.086112436290705,0
No,Buddhist,D,-140.27766724542613,C,C,C,E,D,B,D,B,49.491982576278545,-117.23860621002264,106.35869489341994,0
None,Jewish,A,122.23282609237332,E,E,E,C,A,A,B,B,-5.386689894530546,11.434673441937079,71.69549554157716,1
Physical,Buddhist,B,49.37673493680641,A,E,E,A,E,B,C,E,1.5801349170616943,72.91642851840076,-128.69587114177986,0
Mental,Hindu,D,-40.38153094927458,E,D,D,E,D,D,B,D,10.447036747605026,-18.953522867760185,213.9334509285407,1
No,Other,E,-15.55004995877762,A,E,B,A,A,B,B,C,-40.094242629587775,127.69053392424865,-56.85797267060181,1
No,Christian,D,105.40940612572594,A,D,E,E,E,D,E,C,39.26161869516424,-131.0635041501283,-35.00121390729615,0
Yes,Jewish,E,110.66703156989597,E,A,B,B,A,E,D,E,-145.1015657921325,131.74559371544922,-95.50070034984233,1
Mental,None,C,-83.23599592142396,E,E,E,D,B,E,B,B,-135.2748632124478,1.939332695597304,96.39054734572532,0
No,Hindu,A,-14.188063742189087,A,C,E,E,A,C,B,B,-3.477402951805271,-205.3306231117041,-72.06964166619953,0
No,Hindu,B,-52.051433443691074,D,D,A,C,E,E,B,E,-48.472704701994644,-1.68545304757456,134.35995612461306,0
Mental,Other,A,-9.818518217251546,E,E,B,D,E,C,D,B,12.294830798081303,-42.43806927586712,116.45968508911308,1
None,Hindu,C,-137.82126815642098,C,C,B,C,E,C,E,C,1.0297855099789064,-85.9199324156044,97.10892189782177,0
Physical,Hindu,A,3.8594468496761762,A,B,B,A,A,C,A,D,29.522474487463015,-90.3903868933785,-145.90951344638424,0
No,Muslim,D,32.73160910682865,C,D,C,A,B,B,C,E,-95.2574641026983,31.459565723250453,114.60550094779099,1
No,Jewish,D,-44.30846184128927,B,E,E,E,B,C,E,A,145.33714320292017,38.908852047133884,135.58536606116573,1
No,Christian,C,105.24932086316096,E,D,E,A,C,A,B,B,16.68412923715735,-99.18296274954727,-281.7430957129345,0
Mental,Hindu,C,-38.69925943915774,B,D,C,D,D,B,E,A,-53.49646738893667,28.276976316122905,100.81322375677803,1
Physical,Hindu,E,83.69949798827602,D,E,D,E,E,E,C,D,13.23346379233366,-1.3570750365190951,-56.26125492929608,1
Yes,Other,D,31.086742393140675,D,C,E,C,A,D,B,E,-36.60110532059166,65.56562350641215,-19.11127511164039,1
Mental,Buddhist,D,125.89394896649002,A,E,E,D,E,C,D,B,64.92161964806736,46.30561845191327,-3.6353405340875846,0
Mental,Buddhist,E,-123.66516928018714,E,E,A,A,C,D,C,E,153.7495846642909,-49.291304446195554,114.02919756876273,0
Yes,Jewish,B,-145.07493110362824,C,A,B,B,E,D,D,A,18.507385520999858,-101.46164111718893,20.971723369922262,0
No,None,C,76.17234387731642,D,B,C,D,B,A,C,A,-265.7891905176942,-18.170974193019276,-103.50719768521466,0
Both,None,E,50.657913227804855,A,E,E,D,C,A,B,C,-24.20590107207776,-127.28784890318319,73.90216769760062,1
Both,Muslim,B,-85.92638257381982,A,A,D,E,B,D,B,A,-49.65565912225124,-55.20846282552021,174.88555048705774,0
None,Hindu,A,14.194898297130129,C,D,C,D,C,C,C,D,60.01706556083456,38.295156164203675,-62.81939443994676,1
Both,Buddhist,B,-15.28302873250934,B,D,C,C,B,A,D,B,-12.577023438576088,33.75901994132688,55.76439560588761,1
Mental,Hindu,B,252.60452949574807,E,D,C,D,C,C,E,C,-0.29625661734328734,43.40740881987551,53.127022556372104,1
Physical,Other,E,-50.05035089844285,C,A,A,C,A,A,C,D,-79.03743395995059,101.6656963424581,114.59013147152841,0
Both,Jewish,C,-176.0274995307001,A,C,A,A,A,E,B,C,123.08546833643878,41.50037093325874,0.9828232925407911,0
None,Muslim,E,64.36424736370716,E,E,B,E,C,D,C,B,-8.321894145955635,123.8352274315952,132.1590683686408,0
Mental,Muslim,A,-50.93473288591975,B,C,D,A,E,E,D,C,56.21643277428476,-30.427414986355032,68.42079703861576,1
Mental,Christian,C,11.181964576101425,D,D,A,E,E,A,B,D,-51.496079951016085,-0.813537520440078,-11.412911934780727,0
Mental,Hindu,B,-35.684906485735596,D,A,B,D,C,A,E,B,120.40443511037857,139.16273224857102,44.18740428416439,1
Yes,Other,D,-133.5057822572737,C,B,A,C,D,E,C,E,-126.93481921017455,8.109863581541035,-224.56455200121619,1
Both,Other,D,222.6216505392451,A,A,C,E,E,E,C,E,-33.69742363502308,-98.79954744288013,26.43249790295652,1
Yes,None,E,-48.8163486023245,B,D,B,A,A,E,A,A,-71.49536921182455,7.4951285672427215,-138.76005038691977,0
No,Jewish,D,-121.84860562915527,B,D,E,B,C,A,D,C,42.827394141074805,-19.08277162688955,68.60474297826865,1
Mental,Christian,B,22.407075121664537,A,A,E,D,D,C,E,C,-50.682540715840474,71.27283526171539,58.478590309988775,1
None,Other,E,110.26222761983107,B,C,B,E,C,C,D,A,-217.75248778847023,-23.836323696909936,-106.00311685261865,0
Yes,Buddhist,E,-155.99848613865083,C,D,C,B,B,B,E,A,148.43800624236104,59.98712107168473,-50.089856882116955,0
Mental,Hindu,E,-78.32227990642828,B,A,E,E,C,D,E,C,-95.00029960605929,-0.8909078718497396,26.68049377847352,1
Yes,None,B,-187.3733748822312,E,C,B,D,A,C,D,B,32.62112655928136,-98.88307140546698,42.99736416928977,1
Yes,Jewish,D,91.3353954242576,E,A,B,C,A,E,C,E,28.02736995722087,84.02125245878389,109.21730396015317,0
Both,Jewish,C,-95.64979264291227,A,C,B,B,E,A,A,E,-30.077346901523455,129.79123398781817,36.129275527127106,0
Yes,None,E,107.33878394949971,E,D,C,C,C,D,E,B,213.97117467166552,87.16535463776266,-7.611808214079884,1
No,Christian,E,136.18976840031112,C,E,C,C,A,C,A,A,-70.55251967835468,-43.42499189221618,-149.33941218043645,0
No,Other,C,-119.7496033427234,A,E,E,D,B,A,C,C,42.643205036261406,76.34500496515074,-2.1987930381349488,0
Mental,Jewish,C,6.486971869814376,B,D,E,C,A,A,E,D,25.875451398468606,-158.4057616772093,3.657842662099025,1
