sex,orientation,married,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,Homosexual,Single,65+,E,B,D,A,48.12653408475586,E,D,A,125.41722020816815,B,-89.4028641454436,61.761737122549654,101.89268585225602,-118.73894586853825,-77.07272949580549,E,B,0
M,Homosexual,Widowed,26-35,D,C,E,E,-108.0584734617309,D,D,D,-104.773707645598,E,-25.401504350025654,91.62015190897377,-110.51855806392574,-70.48430853992393,66.76839516309079,A,D,1
Other,Other,Divorced,65+,B,B,A,A,-19.54590449806899,C,B,A,-78.88395493389065,B,74.18340913945627,93.00340267906243,91.46891790198262,-24.028106202867523,-79.02236019747563,B,B,0
Female,Bisexual,Single,26-35,B,C,C,B,91.41890774637639,E,B,B,49.16014531949849,E,134.42066578229236,-52.39775283164605,-60.246091221078245,24.15853104070181,110.74021088012387,E,D,1
Male,Heterosexual,Single,36-50,E,E,D,D,182.6199563646224,B,E,E,-82.6811040016952,E,101.04176920722765,7.277941606085468,107.38819661826331,-17.686187313941847,-51.53368819014006,B,A,0
Female,Homosexual,Married,18-25,D,E,D,E,-9.506829128835854,E,D,E,-16.70882253853424,A,83.0651440480224,-39.925633409926775,33.69104472733518,-176.33542560471378,-105.60054584652043,A,B,0
Other,Homosexual,Divorced,65+,B,D,C,D,-88.65952227613195,C,B,B,-171.7966741239217,B,-27.380723214004714,86.64954438815901,-49.556396528630586,47.243099485196105,-6.218068921332627,B,D,1
M,Homosexual,Married,26-35,A,C,C,D,-213.1274043006661,C,B,A,-103.25945557091431,A,-27.256525043989914,94.29765327467925,55.72350383175883,12.293497625181804,-52.00972640743126,A,D,1
M,Bisexual,Divorced,51-65,C,A,D,C,65.97149942662544,E,B,C,-105.58252802588729,A,-140.24389554863686,-154.5596587423094,95.44307911902418,35.53799639938766,-86.83909302990631,D,B,0
M,Bisexual,Married,26-35,A,B,C,B,-9.3721093626127,A,B,E,50.954830383629826,A,22.75170145904533,-59.15781031198398,49.103080683246326,-105.44002681038201,75.117856409357,A,E,0
M,Bisexual,Divorced,51-65,B,D,A,B,65.94150094462525,E,D,D,-65.33529477249121,A,84.58646316133598,7.38680610190501,64.44510899768275,67.99829482548476,-36.74475536134968,A,D,0
Female,Other,Married,26-35,B,B,C,A,-4.164688637539023,C,E,C,24.467741826174468,D,111.74652001282554,10.295694771070586,24.13708542427841,-49.05272419153116,4.652999169289111,D,B,1
Female,Heterosexual,Single,36-50,E,C,E,E,-30.61086223221356,C,E,E,114.2784286057188,E,-32.56317188436038,60.21387570391706,68.59671881394877,10.242137650484963,30.46435035924298,D,A,1
Non-binary,Heterosexual,Widowed,36-50,E,E,B,E,-63.65953584206881,D,E,B,-129.32251770069328,B,-54.84518900810805,47.66869887393108,-88.26461555150789,125.0171554914961,30.34674419940889,D,A,0
Non-binary,Bisexual,Single,26-35,C,A,C,A,-106.63454344975145,A,E,E,-15.151056811601949,A,94.75651929498733,-29.579383571416386,27.605887767581482,-23.751820176316038,-156.53904120283758,C,B,0
F,Heterosexual,Divorced,18-25,D,B,C,D,-11.356798380349563,B,E,E,-181.09292582536588,E,-26.253740359200854,-94.98896600181473,-132.2557566068568,140.86353120822977,103.56070883094127,E,B,0
Male,Bisexual,Divorced,26-35,A,C,B,D,-16.330336129553025,D,D,D,49.69135123589971,C,81.93374592710417,168.21169968608817,-56.771043564823884,-127.18149404175992,-67.5560640397097,D,A,0
Female,Homosexual,Single,26-35,B,E,B,D,124.10389578693714,B,B,C,-6.111378570102434,A,-54.78059684235984,-167.39804050993655,6.55395388347386,40.19179014704463,-18.41443224950815,D,B,1
Non-binary,Other,Widowed,18-25,D,B,C,D,-42.68204300189355,D,A,A,-0.8761276447388268,D,-130.71175245029966,-142.6120171072488,76.7029451252966,-14.583492877660131,-77.72006793344072,C,D,1
M,Homosexual,Married,26-35,C,C,B,A,-55.37931161160077,D,E,E,11.888899715448108,C,-80.98368872300128,83.7158161031478,181.08164940295578,56.822052290225,179.58406642696366,D,A,0
Female,Bisexual,Widowed,18-25,A,C,E,C,-17.781665193828054,E,D,B,-42.53090677340075,D,-68.43628881215339,22.6288384232375,53.463201612371726,-5.156603196924929,33.282019889737576,A,A,1
Other,Other,Married,18-25,B,A,A,E,-8.717272423415674,A,B,A,120.31837692696467,A,183.71543749901477,112.55558258756757,3.0239455080698803,-101.41052524052839,-74.50564800072165,C,E,0
Female,Homosexual,Married,36-50,D,C,A,E,-245.27898684714486,D,D,C,-30.971394413379688,C,64.6117428099601,-99.96735268527618,-83.28298134876893,69.82846411542856,-24.259929648222084,A,D,0
Non-binary,Heterosexual,Widowed,36-50,C,E,E,D,41.43272907737651,A,E,B,18.81562389032554,A,71.64698080026221,54.140842932623414,40.9738763427786,4.6836389040522155,46.563720997850304,C,C,1
F,Homosexual,Single,18-25,B,B,B,C,-40.00851566688375,B,D,E,-73.04698064923926,D,-85.65460503696988,116.53464045042874,-129.76437869752002,74.9878589635662,117.26244616592207,B,D,0
F,Other,Widowed,26-35,D,B,C,D,21.50355184451345,C,B,E,114.78316232204804,E,-92.96968137551048,74.27626337720888,-20.945955901041046,-21.979637476239926,43.3809824026036,B,D,0
M,Heterosexual,Divorced,51-65,D,B,A,C,102.50333267485654,A,B,B,104.19158929547001,B,-11.050121205968303,42.557613005422176,21.385875301613996,-57.21205075151098,112.58379887971033,A,B,1
M,Bisexual,Widowed,36-50,D,C,C,C,44.43758978136315,E,D,D,-134.63849411421393,A,131.71128597689034,36.5102585218243,55.658888444257336,-51.330462045494066,-69.49504031300323,C,D,0
Non-binary,Bisexual,Widowed,51-65,C,C,B,A,46.57796671012699,E,C,B,-125.58229276689445,B,6.357096767487547,-155.69441970239083,-10.40931450011815,-144.7722745609111,206.23820694421244,A,A,1
Other,Other,Single,51-65,E,B,E,C,1.120591627000655,C,C,A,-86.97374905871567,E,53.24139231395013,141.50887069511745,163.79643305813175,51.51395639104265,77.93171690914784,B,B,1
Male,Heterosexual,Divorced,36-50,C,D,C,E,-77.28116592013558,C,C,D,-45.68592260571673,C,-26.58483924957693,120.26852981027183,-269.3197105133273,-1.4279187565629001,42.30960685085487,C,D,0
Male,Bisexual,Widowed,26-35,B,E,B,E,159.0504545451645,A,D,D,-160.96905912867882,D,79.53762505550154,54.23897444390528,-34.201026301174586,-72.55483797722378,-134.21756157969725,E,C,0
Other,Other,Divorced,26-35,B,B,C,D,-187.2296877029028,B,E,A,47.88779778303973,C,144.06142697503194,6.826880547285776,-190.41366204513434,50.91665009094083,-88.43863744063238,A,C,0
Non-binary,Bisexual,Single,18-25,C,C,D,C,-87.2261332445143,A,D,E,33.63344316801648,A,105.433947165463,66.06902487356281,94.2966122157807,85.25195042884776,-13.474820983091693,C,E,1
F,Heterosexual,Single,26-35,E,B,B,A,-45.96812705198188,B,C,B,-117.28780036342008,A,-8.719832713272172,79.15197762782786,89.2133870634407,-72.18927587950539,33.21207231604462,E,C,1
F,Bisexual,Widowed,18-25,D,A,D,B,52.90131342698808,A,A,D,-123.2037271220223,A,53.214684521161836,27.719780606248616,-4.828742794372548,-35.09689393688044,-13.740367464701245,D,E,0
M,Heterosexual,Divorced,65+,B,D,B,D,-176.48222050698052,E,D,B,111.81995339773363,D,31.32426145942083,218.24145669528244,-174.52344970390521,-57.37714485883516,-36.875590239069744,D,E,0
Non-binary,Other,Single,36-50,D,A,C,C,-133.0112103091395,D,C,A,80.9738779678838,B,-175.95580910184725,282.878119898099,95.92983006277521,-34.900291322590235,-68.28648480512334,E,C,0
Non-binary,Other,Divorced,26-35,C,E,E,A,-120.35898738399011,E,B,D,-35.94122594538592,C,-1.743236331611237,106.91167095888822,31.122804665498176,221.44201066165328,-97.7171314898437,E,C,1
Female,Heterosexual,Married,26-35,B,C,C,C,58.78561516178982,A,A,D,31.286961895475518,A,146.0569696021042,-191.99257403266782,-59.5859254047309,7.434048977424817,-78.35048097314599,E,E,0
Male,Other,Divorced,51-65,D,E,E,D,-116.39732622744299,C,C,B,-85.10205385156053,D,148.597848865224,0.02455788871901581,-80.70928148268523,97.02301569681018,-55.38040886831045,E,C,1
M,Homosexual,Married,51-65,E,D,B,E,77.49477296646667,D,E,B,-58.1358927155114,D,-136.37452681592143,151.5324336124777,96.71979598616852,54.69101980517029,-153.50542550233925,E,C,1
M,Other,Married,36-50,A,D,B,C,-31.820619137096845,D,D,B,67.38846708972402,B,-2.3092173047139015,-56.47955847215312,-343.1478945239325,-50.90791209866592,-210.55629792647986,D,D,0
Female,Bisexual,Divorced,26-35,A,E,D,A,-20.661403879948548,D,C,B,-76.30456317681178,B,-36.79572427306532,-9.019117025633022,-25.197392891649063,-51.94663753362554,184.5335207770843,C,C,0
Male,Homosexual,Widowed,18-25,B,E,D,D,-181.36963977000303,E,A,C,136.22007413056954,C,253.63536470915076,-178.2454661675735,-37.54388242689314,-125.32357819296604,60.85935514976574,B,E,1
F,Bisexual,Widowed,18-25,B,A,C,A,-154.56759400809176,D,C,C,-35.14304216487783,A,272.6750541496259,-150.5872109812072,35.68467857881477,-92.69432391809389,212.3910442543844,D,B,0
M,Bisexual,Married,65+,B,E,A,D,55.36943929115892,C,E,A,-37.883236374218576,D,46.758748597037695,-72.98054787579359,14.443065356806988,-145.9835380494155,57.894741377017944,A,C,1
Non-binary,Bisexual,Single,18-25,D,A,B,A,63.88557343603652,B,D,B,-47.26297762955405,E,-26.764390212847562,-89.35944039981268,-114.57111519726347,-53.41907911215451,-140.16027551099376,E,C,0
Non-binary,Homosexual,Widowed,18-25,D,E,A,A,88.84712997703554,A,B,D,-222.48164434759573,A,81.49251566109538,2.1551186571217293,-27.73037535162753,-31.366156411253804,-10.193051779124804,D,C,1
Non-binary,Homosexual,Single,18-25,D,E,A,B,-62.25771759858419,D,A,C,66.33251046243616,B,-19.184910500068266,-69.02266465594296,107.84211265106597,-19.24467379908298,194.7275981439745,D,E,0
Non-binary,Other,Married,65+,A,D,D,C,-91.36085152536307,C,B,D,15.235424544802273,C,110.51202958401008,136.71169726145513,73.16568303307372,-4.685706653345111,80.56920540082561,C,E,1
Other,Bisexual,Divorced,51-65,E,E,B,D,-22.133651805629963,E,D,C,-59.52654555272022,A,27.452657490715772,-25.33748480936738,27.112749021112943,39.97967595115824,-109.10453118096808,E,D,1
Other,Other,Divorced,26-35,E,B,B,A,-143.2170640478933,A,C,E,92.40379701858195,A,101.8516577908928,84.86184621316374,128.7556903920647,157.28937767673673,97.01017041555758,E,B,0
Female,Heterosexual,Widowed,36-50,B,C,E,E,-20.233260487184474,C,D,A,-137.3371408346278,E,-24.26532732916696,-50.247667851399214,-111.32473615307322,-62.91097764706416,152.4706529470363,E,C,1
Other,Bisexual,Widowed,51-65,B,E,A,E,35.81209801324668,E,C,E,2.9150446879891385,B,-82.58443675370955,-49.35252388787198,15.360416812174234,-50.473985029377744,29.706734235337183,C,A,1
M,Homosexual,Single,18-25,A,C,E,D,-228.11853378750357,B,A,A,-82.0999353831304,E,-124.2656288846837,-11.924946042437327,2.8473371541803,-51.298534122622385,147.04976032610944,C,A,1
Non-binary,Heterosexual,Single,36-50,D,A,A,A,81.45391938541539,E,D,A,-120.82108715383623,A,-30.294847225809075,7.50123665216698,-31.605271021308777,-219.05376485697423,28.3621787661404,B,A,1
M,Other,Single,18-25,B,B,C,A,17.973956333915776,D,A,B,-23.248340249727136,A,-160.94105318670032,-25.74019714907424,-38.1154166189037,22.04812705108723,56.0691897044008,B,D,0
Male,Other,Single,51-65,D,B,B,A,120.85769396596136,A,E,E,202.9996650781817,B,-45.57455612065768,-85.6587207917198,40.92361931603042,-89.78833467988326,119.21262116592264,D,A,1
Female,Bisexual,Single,26-35,C,E,E,E,8.229508408161898,C,A,C,-47.51160069539867,C,78.99240634622431,3.3502062912019586,114.31546381883567,53.112845014036424,152.6524186181632,C,B,0
Male,Bisexual,Married,18-25,B,D,A,B,95.43341581128341,B,A,E,-35.01321597664987,C,215.39511462735658,-42.93267058049862,100.54408778534875,-80.21746969483328,-34.63237082562686,A,E,0
F,Bisexual,Widowed,26-35,E,E,A,A,-29.647534511348788,A,A,A,53.39398652554965,A,-6.626715408399467,-28.63435450816059,10.597270840828681,153.47164003259422,-57.442322873776064,C,E,0
Other,Other,Widowed,18-25,E,E,C,B,97.61435161629385,A,E,E,59.23056730589944,A,97.9633556357686,38.05228795730383,171.74255529309593,74.88234638061354,22.062975203028206,D,E,1
Male,Bisexual,Single,26-35,C,B,E,B,146.86738367681437,B,D,A,-28.70710175146631,A,43.8502938669716,-95.6141081803595,-79.83091291333083,-120.64540340278538,8.423024025737968,C,D,1
F,Other,Married,65+,D,D,D,B,66.78210905937344,B,D,B,-14.39342720029778,D,-44.428104838754244,-59.43180123628194,88.31130343649262,-157.81008207913536,-201.53592497063556,C,C,0
M,Other,Single,36-50,C,A,B,D,-244.07803181730952,E,C,B,66.75653681879521,D,14.504826687620067,154.7187101265344,12.652786886029071,278.96257229456205,-81.01703920356019,D,E,0
Other,Other,Widowed,26-35,D,C,A,A,-19.157166677397665,A,C,D,39.91365129553587,B,115.5265902042411,-110.60113712462947,114.65903412534976,88.49456237432337,111.80369723927295,E,A,0
Male,Bisexual,Single,18-25,A,E,B,D,-161.60729376288708,A,C,C,89.01655291394283,D,-206.43774134278448,1.2463529572192422,-49.579012865399804,68.98174628927254,-188.24967159050277,C,A,0
Non-binary,Bisexual,Widowed,65+,B,B,C,E,-122.03755303641661,B,D,B,-3.217724634237751,E,-56.27522165082226,-40.11590747923286,85.02376871983792,7.950674625545654,-81.73317232008131,E,C,0
F,Other,Married,18-25,B,D,B,B,-140.91334511622176,E,C,C,-83.73673033035578,C,-142.96739988019505,-91.48837696100763,37.3192471041971,-56.61478123326008,-39.57273560432538,C,E,1
F,Homosexual,Single,36-50,D,E,B,D,-84.95688466977487,B,B,B,5.286074919356733,C,68.65550684677521,98.48707774084936,3.1626787216691854,-18.396396587959494,22.701609529130405,D,C,0
F,Other,Divorced,51-65,E,C,D,A,-11.480386326624707,D,D,E,101.55149332709843,C,-92.29262871645,-109.47905831305327,87.08375182696375,30.657070436354317,62.47612815003743,B,C,0
Other,Heterosexual,Married,51-65,A,C,B,C,-55.092737731648796,A,A,C,-5.906433267718624,B,44.72441727050082,-13.520972064306003,-43.366560846936224,-119.91325673081519,-66.55675803752511,E,C,0
Female,Bisexual,Divorced,26-35,B,D,A,E,-14.085826548725041,B,C,C,-4.452852426329739,C,-54.1070681215797,-198.53477221070432,-123.77009685296589,-171.6283993180282,-89.79905231156887,B,D,1
F,Other,Widowed,26-35,B,A,A,D,82.78286458266811,C,D,B,38.67973797652836,B,123.07907886241985,-35.88746166438553,-8.907482076313993,37.14109640547246,-144.09476546790796,A,C,0
Non-binary,Homosexual,Widowed,51-65,B,A,C,D,-70.15747037592249,A,D,C,-6.1338911392360975,C,-51.36983948140048,103.9269394619071,-82.88075685765962,-98.32142927259207,64.5205624143352,E,D,1
Male,Heterosexual,Divorced,51-65,D,E,C,B,84.46952206920521,C,C,A,-50.390135406907696,D,188.26728321287783,-47.447714507593055,117.596177487077,-1.3093083743238794,166.8770993670667,B,A,1
M,Heterosexual,Divorced,51-65,E,A,B,E,59.11916119327558,A,B,A,-28.863883464513496,A,-65.52077242605068,-112.94276489028738,7.282918482287652,57.2509630293338,-13.506525007625267,D,C,1
Male,Heterosexual,Single,65+,D,B,E,E,-5.179185471795966,A,D,E,-118.59611854965087,A,-117.68450867110406,-51.965778530656195,82.64496414843396,-36.79386802559404,1.9485757387545852,C,E,0
Other,Other,Divorced,36-50,B,C,C,A,-49.70814518801938,B,C,D,-151.8539613521239,D,-7.129829742300645,-101.71061944277187,36.550167708704,-50.5521475772577,-114.71305678966104,B,B,0
Female,Heterosexual,Divorced,51-65,D,E,B,E,-173.84335282287913,D,D,E,-213.63842098867653,D,-131.42717652478723,112.9654361382533,65.62592821073537,-264.8100155139672,77.92087751247784,A,C,1
Male,Heterosexual,Divorced,26-35,E,C,A,A,6.352198862084353,B,A,E,-198.9841818200182,D,174.3864408057255,129.69498224342493,-174.4607067702575,108.40370332194975,29.335880169207556,B,E,1
Male,Homosexual,Single,18-25,C,B,B,A,-113.48324573219021,B,A,A,-49.66696618535399,C,92.56698734999988,-76.88061341156745,-153.3722540973751,-322.9266228050795,-168.50305928069648,E,E,0
F,Heterosexual,Widowed,18-25,B,A,A,C,44.04321460279406,C,A,A,43.222754171777424,A,6.412695419940917,125.52086545026239,142.4264001534131,-16.950964814188023,102.67583910687463,E,B,1
M,Bisexual,Single,26-35,E,C,D,B,-57.950360624601636,E,A,A,-35.51269524129086,C,-182.92010246983216,-82.21272457840212,86.52585383592385,103.45081248533322,-67.27978416265094,E,E,1
Female,Other,Divorced,26-35,B,E,E,D,-115.86718867332837,E,C,A,98.79352550753661,E,11.8006388084217,-248.2302931392849,23.928405458137487,-41.36922841388833,-134.27467578830777,A,B,0
Female,Homosexual,Married,26-35,B,B,E,C,89.80569961069489,B,D,D,-42.332856483089294,B,-101.68832662249245,-73.99721085023583,-136.0632870599719,75.0158963920466,-18.141791328939487,D,A,0
Female,Bisexual,Divorced,18-25,B,E,B,B,-25.482536442942582,A,A,A,-3.11548951737123,C,-100.02031878113466,-96.77863152753322,-58.309988812935984,90.34358452526367,31.553135548231175,C,C,0
M,Bisexual,Divorced,26-35,C,B,C,D,-152.95867606741297,B,D,C,-190.04347222416246,A,-5.4970208256520525,-76.07409892349055,102.38087998842053,31.219162705190435,-29.66773250163175,B,D,1
Other,Homosexual,Widowed,65+,E,B,E,E,53.43357105394526,A,E,C,76.41897000025969,A,99.05638665157814,63.72721258891304,-206.63799603322101,9.417173990863228,32.37529585038493,C,C,0
F,Other,Single,65+,B,E,A,E,-36.20023311861314,A,B,C,3.8652233351625473,A,75.48712990281663,10.629459872391282,61.027178846533914,95.81254746178,3.5721709031403517,E,B,0
F,Homosexual,Widowed,26-35,B,A,E,A,-47.614467409132146,A,D,A,160.1285929897599,B,95.20233549503493,-86.62418970817394,-90.94003380373876,-32.12093684107056,85.1361554079527,C,B,0
Non-binary,Other,Married,65+,B,D,E,C,79.90326891161071,A,E,B,-170.41214947887545,E,-55.660419854729746,174.08306996200582,164.8732014655145,-145.51388732907557,62.38752034690377,E,D,1
Non-binary,Homosexual,Married,36-50,C,D,C,A,-102.33884933060406,E,C,B,-64.65142229582989,C,-132.9522925289578,-53.631205995179975,110.73233010429094,-86.93258382581331,-16.47604221995074,C,E,0
F,Bisexual,Widowed,26-35,A,A,E,D,-116.50846874118625,E,D,E,-189.0379695569194,E,64.42043897385206,-90.8487987660969,-157.28896747812453,69.19350888956343,-15.471839303715365,E,B,1
Non-binary,Heterosexual,Single,18-25,C,E,D,E,-85.96014700641452,E,A,A,-99.56370976405987,A,-118.37412431678773,68.45022171747843,-9.85921110266304,105.39670625396955,42.54729003769009,C,D,0
Non-binary,Homosexual,Married,51-65,C,C,A,A,43.244909542543155,C,C,D,58.48494634418012,A,-180.47546905221012,54.72807442739905,20.601712728769886,-170.5643198058892,101.26704450569389,E,B,1
Non-binary,Other,Married,65+,A,C,D,C,-23.552832099144414,B,B,B,163.57246283544686,B,-41.12267361862356,-20.753444316765126,-40.51551048341786,79.6278130505924,-23.603049878938137,B,E,1
Female,Homosexual,Single,18-25,B,A,A,B,-182.905932374997,E,C,A,-38.59528064656715,A,-44.51572829430249,79.42639270727811,-58.941133130847156,189.53639850067984,136.36063327970308,C,B,1
M,Other,Single,51-65,E,A,C,C,-19.348580113873368,C,C,C,-11.81215339239344,B,-5.471886753532216,16.683229250111246,7.367851811202135,-146.71908669873937,-2.6205570448177165,D,C,1
Female,Bisexual,Married,36-50,A,C,C,B,90.46237482883998,A,E,D,52.89931448577815,A,-34.145567203722656,66.3494442528265,115.13112380129509,-24.67375889343616,-38.99584337688141,A,C,1
Female,Bisexual,Married,65+,B,B,C,C,91.19684150534006,B,A,B,-178.08949574616503,D,49.37094829860835,-147.53518610668507,-46.1881916334204,-33.444490889756295,-59.938687499155876,C,B,0
F,Other,Single,18-25,B,C,A,B,-217.3143434271303,D,B,A,-136.37016924851807,D,42.56430148158558,-21.707275441114223,-133.42889254100137,-102.79391435306991,-60.47797940049604,C,A,0
F,Homosexual,Divorced,26-35,C,D,C,E,-0.29832448975585174,C,D,A,-51.71270157860438,E,100.4954931025188,-126.0186657537201,120.09639062258621,-11.79050043206771,28.341322288267335,B,C,0
Male,Other,Widowed,26-35,D,B,A,A,11.235228220369725,B,A,B,23.561735954614797,E,-75.42741032498559,59.91271616362875,201.22909822026233,-109.40465281024132,10.542507651101369,C,B,0
