nation,religious_affiliation,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
India,Muslim,Veteran,Married,16.61070225573647,-166.50820902443715,E,E,97.34691586928031,E,B,0
Brazil,Jewish,Non-Veteran,Single,60.76086882804257,285.5982880376856,A,A,-33.6777378538631,D,D,1
Germany,Other,No,Married,68.72787899844151,-2.9382480931431747,A,D,121.65789623883019,B,A,1
India,Other,Yes,Married,58.30447491122782,-98.62387562146485,D,B,-78.86916019216687,E,C,0
US,Jewish,Yes,Widowed,203.8755514076127,80.56479860733923,A,B,194.61736085588916,A,C,0
US,Muslim,No,Widowed,90.96731391183256,37.76972853573646,A,A,-128.57888562544903,A,E,0
Mexico,Buddhist,Non-Veteran,Divorced,-43.55317948347772,-60.85428959096335,D,C,30.09634204271218,A,E,0
China,None,Non-Veteran,Married,-174.13536865978432,-103.67700638342374,D,B,-42.1749407390347,D,C,0
Germany,Christian,Veteran,Single,-44.76069189687191,-16.85291034390308,A,D,-65.22726047695454,E,A,0
Brazil,Muslim,Non-Veteran,Widowed,39.187128440554,122.84968194195332,E,C,-63.45086732364405,D,B,1
UK,Hindu,Yes,Divorced,-28.69826954259988,40.9404189739328,A,A,76.10112183648687,B,C,1
China,None,Yes,Widowed,17.40056394322104,-24.66922376194328,D,E,-167.39214887018449,C,B,0
UK,Other,Veteran,Married,-75.91572382627167,75.11925018545111,D,C,58.357851449680695,B,E,1
Germany,Muslim,Veteran,Widowed,35.204435517888314,-26.155110725401126,B,C,-107.96187813357471,E,C,0
UK,Christian,No,Married,-29.86809937707729,-17.65096849242032,C,D,18.341636851798913,A,E,0
China,Muslim,Veteran,Widowed,19.90042307624026,-139.80692091012804,A,E,-98.8131487011012,B,C,0
Mexico,None,Veteran,Divorced,-31.48885005988858,93.39035518628039,E,E,-27.12148660024044,D,A,1
Mexico,Christian,No,Single,-98.4333999396068,-109.08512413251266,C,E,-134.68762509539292,E,D,1
UK,Other,No,Single,-2.3444382401847683,-74.91209423945551,D,E,0.8571656770997613,D,E,1
India,Muslim,Yes,Widowed,7.007869655269181,-8.954724350459383,A,A,6.827514905487633,C,C,1
China,Christian,Yes,Single,181.41442924637246,-73.50228713378013,E,A,38.459147198500624,C,B,1
India,Buddhist,Veteran,Widowed,9.015996172114832,-130.11686199671678,B,B,45.438979027629216,B,D,0
India,Hindu,Non-Veteran,Married,-160.21058266319534,7.518914622274961,C,D,-98.74904826430047,B,C,0
UK,Jewish,Non-Veteran,Widowed,137.94275061994702,-174.68316873189826,D,C,-108.34647984247808,B,D,0
US,Hindu,No,Divorced,-2.983424897165974,45.194473107716775,A,C,104.55206340355083,C,B,1
India,Jewish,Veteran,Widowed,-67.19968435198906,-37.31536280998583,B,A,-2.440584329479606,D,A,1
Germany,Other,Non-Veteran,Single,59.87740118877013,141.4121898332386,B,A,-73.41228095428991,C,B,0
China,Christian,Veteran,Single,28.619741078181487,102.67418642668072,C,C,-303.6900120620402,E,A,0
Brazil,Other,Non-Veteran,Single,93.36113635789553,-16.946834391160255,D,C,22.826815013511144,C,A,0
China,Muslim,No,Single,79.51638037595724,-109.6762020858175,E,E,173.78526966816773,E,C,0
Mexico,Jewish,No,Divorced,40.76856651196,94.8275599005727,A,C,-48.99790695962955,A,D,0
Other,Jewish,Yes,Widowed,-22.665567997614488,-43.12270056082498,D,E,-83.35948987101085,C,E,0
India,None,Yes,Married,90.38355449342357,-51.28232668213018,C,D,-134.3689828214753,E,D,1
Germany,Muslim,No,Single,-187.27468355117279,-131.52508945876667,D,C,115.69002720678263,E,D,1
Mexico,None,No,Widowed,42.99201205550292,-6.359163811798905,C,E,190.40564377923417,D,E,1
Germany,None,Yes,Single,37.370305782471924,124.48916728264183,A,C,50.35584492923354,C,B,0
Mexico,Buddhist,Veteran,Single,-56.94310750690721,-66.31816863413573,E,B,68.80237702795495,E,E,0
Germany,None,Veteran,Divorced,169.3019918142435,-4.557565310141644,A,E,53.56541290526277,C,E,0
US,Jewish,No,Divorced,-22.056375505294394,70.51858744658225,C,A,-1.224649740270071,D,D,0
India,Hindu,No,Married,-72.55885318408423,89.91197356893024,E,E,-153.91580379205746,B,E,1
US,Jewish,Non-Veteran,Single,91.32317269826464,60.168278874850344,D,A,20.136391705176273,A,A,0
US,Christian,Yes,Widowed,-17.56713698508541,-4.374894811204685,D,C,74.82668404020065,A,C,1
China,Muslim,Non-Veteran,Widowed,-89.79623775613344,93.84747440253646,A,D,-27.021227747241134,E,E,1
Other,Buddhist,No,Single,-77.5884041827684,98.56111004609815,E,C,-66.15590216583894,C,B,0
India,Jewish,Veteran,Divorced,-21.90765374296853,-94.02009493150494,E,E,70.3317694679622,B,C,1
Brazil,Hindu,Non-Veteran,Single,-60.65577446773867,-175.06166015518284,B,D,93.0117961003958,A,D,0
Germany,Buddhist,Veteran,Widowed,-137.30459157497376,95.1219451490845,B,C,-31.982202370172825,A,E,0
India,Muslim,No,Single,119.732635939223,2.1201347882889205,A,D,182.52261662190423,A,D,0
US,None,Non-Veteran,Widowed,-26.76289753096509,-89.02513088927513,B,C,107.42689856072687,B,E,0
UK,Muslim,Non-Veteran,Married,20.411434844329197,-42.29746513106552,C,B,-64.19595551199633,C,A,1
India,Other,Yes,Married,-68.00666435643981,-5.897740879854188,A,E,-25.287028264835136,A,E,1
Mexico,Buddhist,Non-Veteran,Single,-92.78183544708803,-55.06913842125305,A,D,40.14471363123461,B,C,1
India,Buddhist,Non-Veteran,Single,0.9208118034784453,38.164222073129686,B,C,18.02471235608095,A,E,0
US,Muslim,Yes,Single,-31.448315269321714,-39.427190379133506,B,C,-71.24306140071768,D,E,1
Other,Muslim,Veteran,Divorced,-94.59294492784683,-66.89022860833389,C,E,-114.95111173270978,C,D,0
Mexico,Christian,No,Married,47.20729795695249,-59.704283660683025,C,D,59.11816550845691,B,D,0
UK,Buddhist,Non-Veteran,Divorced,-67.12229049098252,-37.18838158485722,C,A,48.22791361264701,D,B,0
Mexico,Muslim,No,Married,-100.85391210020087,85.23161971222433,B,C,104.65381163924027,A,D,0
India,Buddhist,No,Single,-119.55141497791884,-18.12663888996802,A,A,15.150412800163924,E,A,1
India,Buddhist,Veteran,Single,54.18809695438196,155.16687761968143,B,B,-74.5591117687185,A,B,0
China,Buddhist,Veteran,Divorced,-102.546082843138,95.69837794075468,A,B,-30.663993139660267,E,E,0
India,None,No,Single,24.322429595505806,-14.964508777094274,D,C,-92.84071033993209,A,C,0
China,Other,No,Widowed,5.524519950781611,-16.388067496543364,E,E,-82.9725242102617,E,A,1
India,Hindu,Veteran,Widowed,52.43393406719933,105.90237129718076,B,A,5.120091554553296,E,D,0
China,Hindu,No,Divorced,-188.20807532329334,-120.9279330870669,B,B,41.56423885648443,E,D,0
UK,Other,Non-Veteran,Divorced,52.17470703975861,-129.58045162936338,E,E,4.2837267965357295,B,B,1
US,Christian,Veteran,Married,-150.63938472358976,-40.573098806982415,A,C,-88.16243950272748,D,B,0
Other,Jewish,No,Single,-25.744795472047848,33.7777283009993,C,C,137.9390739624835,A,C,1
Other,None,Yes,Single,-251.23120178451978,47.211172647240225,D,B,4.4326764126680525,E,A,1
India,Christian,Yes,Widowed,-2.5686477628824944,28.62738644334882,A,B,146.3588009049436,E,B,1
China,Muslim,Veteran,Divorced,85.36747649921456,11.838301872864381,C,B,-74.31143498077893,E,B,0
UK,Christian,Veteran,Married,17.916406566098463,-13.811577905544212,B,A,-24.838410820949246,B,C,1
Brazil,Jewish,Veteran,Single,43.92609307548012,-16.92413100174229,D,A,-71.3211481074872,E,D,0
Other,Muslim,No,Divorced,202.750475379193,237.57859970764463,B,D,19.006132507613646,E,A,1
India,Hindu,Yes,Single,-56.17189747709512,-33.72508224018678,A,D,-57.47580968319805,A,D,0
Brazil,Buddhist,No,Widowed,52.907033140262705,137.80508045124665,E,B,-57.82216214682595,C,B,0
India,Muslim,No,Divorced,192.04632706425699,-1.565302277992352,B,D,-219.55230605712742,E,B,0
Mexico,None,Non-Veteran,Widowed,-1.3758140675774522,68.00326334434367,A,B,-38.88534338127338,A,A,1
Other,Jewish,Non-Veteran,Divorced,-52.68622397427312,-31.943355964832282,A,A,-174.3514911160676,B,D,0
Mexico,Jewish,No,Married,-17.620003797511476,-1.7417551346667277,D,C,117.88919892765537,D,A,1
Germany,None,Non-Veteran,Married,-137.24808153243288,25.79954947951166,C,C,63.6842632432897,D,E,1
China,None,No,Single,-12.54380768517602,15.890184773291182,E,B,-41.09894476907116,C,C,1
Mexico,Christian,No,Divorced,-115.80431250359287,-18.83931489847903,E,B,11.978958267896369,C,E,1
Mexico,Other,Veteran,Married,186.56295838765166,-26.115570457373337,D,D,-155.94374899765955,E,E,1
US,Other,Non-Veteran,Divorced,-36.11733986349887,14.989620603964893,A,D,-89.05640301599136,A,B,1
China,Jewish,Yes,Married,-89.57083088070293,-93.50196603542796,E,E,120.47036326308371,B,C,1
Other,None,Yes,Married,-78.69605360563281,92.4147401546224,C,C,-68.12428994397118,A,E,0
Mexico,Jewish,Non-Veteran,Married,90.38582841968574,117.36257684031027,B,D,-47.07873716386584,A,D,0
UK,None,Non-Veteran,Widowed,-66.0750230656966,38.42058365208182,B,C,-9.514097435222023,E,C,1
Other,Muslim,No,Married,-2.858815298216787,106.64484307115336,C,D,123.0882838232671,A,B,1
Other,Jewish,Non-Veteran,Divorced,132.2139937405846,-97.98824244379513,A,A,88.31909987702308,D,C,1
US,Christian,Yes,Divorced,6.9443709318528875,-25.096361590855814,E,B,-130.35050676839003,B,C,1
US,None,No,Married,-85.20671798179177,83.64010950486534,A,C,13.81519416431028,E,A,1
India,Other,Non-Veteran,Married,85.8414029470558,-66.40526402371025,E,E,250.26807054555022,B,B,1
Germany,Hindu,No,Married,108.65703550023042,158.0476316325822,D,B,85.27339260408004,C,B,0
UK,Hindu,Non-Veteran,Widowed,31.991461279724543,-32.62029406267629,D,D,24.219072850997385,E,D,0
China,Hindu,Yes,Widowed,-19.007202713177477,168.59148943404452,E,B,36.179307183813684,E,D,1
US,Buddhist,Yes,Widowed,187.18361761104092,-14.437086416704279,B,C,2.4638999982790435,C,E,0
India,None,No,Divorced,-85.06477874604893,-97.5913923193799,E,C,33.00159301606322,C,A,0
Other,Christian,Non-Veteran,Single,169.45020527294523,-54.64867516205686,C,B,39.40744716294095,B,E,1
Mexico,Other,Non-Veteran,Widowed,-113.25459372567262,-282.5936758914047,E,D,1.0830669213511035,B,A,1
US,Muslim,Non-Veteran,Widowed,77.42686998719591,44.95303406377399,C,E,151.8366930725622,D,E,0
UK,Other,Yes,Single,-70.60794910240828,-113.36957494812465,D,C,107.65353978174366,D,B,0
UK,Muslim,Veteran,Widowed,-6.825635321299388,214.09638188672213,D,C,-20.881207502957473,A,E,1
Mexico,Jewish,Yes,Widowed,-24.25471904834764,154.7081503904893,D,B,74.66391838089078,B,C,0
US,Muslim,Veteran,Single,-64.62426632068951,253.6053803345284,A,C,22.918417074479336,D,B,1
Brazil,Other,Yes,Divorced,-97.45091804293116,75.71681895914045,C,C,-102.26628469541359,B,E,0
Germany,Other,Non-Veteran,Single,-139.3042951065667,-146.10637817258362,D,E,-46.59526100955113,B,C,1
India,None,Yes,Widowed,-255.653482053428,174.7157684291345,A,C,38.629911833112644,D,A,1
Mexico,Hindu,No,Married,-152.80949040471242,-187.2373275333906,D,C,-111.73765162923665,E,E,0
Germany,None,Yes,Married,-131.54016591132734,-74.62479731451776,B,C,-48.95310227312296,B,D,1
China,None,Yes,Single,-24.052096546010524,-140.8536818013742,C,E,30.701597302600735,D,E,1
UK,Other,Veteran,Divorced,-31.43912252954728,100.98374003214794,C,A,25.063693078710315,D,A,1
India,None,No,Single,73.35138251468103,14.463108442263358,E,C,-63.78348806324388,C,C,0
Germany,None,Non-Veteran,Widowed,-15.752160514270857,56.88192617109847,A,D,-72.01347098802425,A,E,1
Mexico,None,No,Single,154.73691556374743,3.6290690945612125,C,A,-11.753819601730376,E,A,0
China,Buddhist,Veteran,Single,35.308595670435885,-48.75710694942926,E,D,-75.80813729991414,A,B,0
India,None,Veteran,Divorced,1.844704459208118,-55.8231048544243,E,A,-151.99359402969728,B,C,1
China,Other,Veteran,Divorced,9.334440233713975,-86.17807836086668,B,D,-30.849719290571986,C,D,0
Mexico,Christian,Non-Veteran,Widowed,-53.23990604088955,-62.89346796232236,A,B,136.863079080556,B,B,0
Other,Buddhist,Veteran,Married,75.98900882411176,-138.6583889810973,C,B,57.23427315642103,E,B,0
Germany,Other,Veteran,Widowed,87.68985604435497,4.351903435946021,C,C,-62.14018616087854,B,C,1
Other,Muslim,Veteran,Divorced,201.00965847822346,-231.4100528042141,A,C,-60.01399971282133,B,C,1
Brazil,Buddhist,Veteran,Divorced,-114.7555315597209,-136.36455731755117,E,E,-68.32119115020542,A,C,0
India,Buddhist,No,Divorced,30.851971475602006,157.60959476657945,A,D,93.13384919131148,B,A,0
Other,Hindu,Non-Veteran,Divorced,-42.55646501745134,-31.985024560318088,A,E,-18.690766641630628,A,B,1
Germany,Christian,No,Widowed,-124.35965591424333,-6.436923546081967,B,C,-233.73793643711295,C,C,0
India,Christian,Non-Veteran,Married,7.415698767091279,6.8313064601915485,A,E,-67.43974499889,C,B,0
Mexico,Other,Yes,Widowed,-114.42502450259657,-4.7446681579984915,D,B,-111.5099043329573,E,B,1
US,Jewish,No,Married,-108.65723995835852,46.550880466650455,A,A,-33.525024162886524,B,C,1
US,Christian,Veteran,Divorced,68.50019511595956,-107.2484665625677,D,B,-23.712062691999165,B,D,0
US,Christian,Veteran,Widowed,-2.5211591837419425,109.39603394503392,C,E,41.816577600437455,A,C,0
India,Christian,Yes,Divorced,-34.727237922902226,210.98131666966947,A,E,-29.178775971000924,C,D,0
Brazil,Buddhist,Veteran,Single,-38.09874179861084,22.33923546064039,D,E,55.92826745249136,C,A,0
Other,Jewish,Yes,Widowed,-125.88699006764148,21.476058252551,A,B,84.45445993697668,A,B,1
Brazil,Jewish,No,Married,-170.55901683095345,158.86269505663887,B,B,129.22442932877647,E,C,0
India,Hindu,Non-Veteran,Single,-79.80775776196809,89.87989743541617,A,A,102.29808291331848,B,E,0
Brazil,Buddhist,No,Widowed,-26.937505296208382,-100.70941425629074,B,E,-81.93783544917292,A,E,0
Germany,Buddhist,Veteran,Widowed,-185.78664855821597,-8.858766309166487,A,D,-117.01383755211188,A,E,1
China,None,Veteran,Married,1.2669577265339829,-252.73240187848165,A,D,-36.38110477783965,D,B,0
Germany,Buddhist,Veteran,Single,-17.370327424621514,-179.77683143099864,C,E,105.25272883037138,D,A,1
UK,Muslim,No,Divorced,-84.97192337945081,7.1671217775980445,A,A,-81.83982223537343,A,A,1
Brazil,Christian,Non-Veteran,Married,-25.180904925675613,-31.28974604888612,A,D,-114.1143443643332,C,D,1
US,Christian,Veteran,Married,-247.10829708733613,-122.26718218574457,A,B,-124.587353707433,C,D,0
Germany,Christian,No,Divorced,13.231160101628452,31.563594853323174,A,E,-178.47381804444169,A,B,0
Brazil,Other,Non-Veteran,Married,13.358390406380433,163.8088475114432,B,E,-50.417173580702304,C,C,1
China,Other,Veteran,Married,-5.2969350584701225,-36.017245559371915,D,D,57.14740915251332,C,B,0
Brazil,Buddhist,Yes,Divorced,42.155693745743854,-220.5902436379317,E,B,-46.195836098838704,C,C,1
UK,Jewish,Veteran,Married,161.75597581224037,85.20203816996327,C,D,173.03776114828352,D,E,0
UK,Buddhist,Yes,Divorced,-16.48834981188316,-19.339064776159237,C,E,-147.86819243986514,D,C,1
US,Jewish,Non-Veteran,Widowed,61.65213345968438,95.07464683993442,B,B,-167.07045513898072,E,E,1
Mexico,Buddhist,Yes,Married,-110.46042101577329,-19.404161948097727,E,B,224.13722247210552,C,B,0
China,Other,Veteran,Single,-75.62965741393121,70.79252701711147,E,E,-75.51531071679413,E,A,0
China,Christian,Veteran,Widowed,-66.50720121623665,8.348878528934025,C,E,153.06618732364822,B,C,0
China,None,Non-Veteran,Single,-64.94042617795415,-67.89860209018418,D,B,-13.072233970995567,C,E,1
Brazil,Jewish,Yes,Widowed,-8.089340881455154,-84.81246714443581,D,B,-89.62905275371234,B,D,1
China,Jewish,Non-Veteran,Married,60.56899579885613,-8.830287386034101,A,D,167.91160549071697,A,D,1
Germany,Christian,Non-Veteran,Married,50.77239278580272,153.3518846462111,B,C,52.81864388789184,C,E,0
UK,Buddhist,No,Widowed,-20.92145073073177,66.24495622106767,B,E,24.120640037328858,B,B,1
India,None,No,Married,29.95106577393208,100.15480286640515,E,C,-92.380751415079,A,B,0
US,Hindu,Veteran,Divorced,-38.55285823550891,31.24471679591418,D,A,-20.849769250473358,C,D,1
India,Jewish,Yes,Widowed,7.727469561709883,46.0273241042521,E,A,16.118614666584673,D,D,1
Brazil,Hindu,Yes,Married,-26.072152515465763,-132.78572941101245,E,D,-83.73308230908694,E,E,0
Other,Hindu,Yes,Widowed,81.84096762998195,-107.59273400819056,B,C,-4.170888066704903,C,E,0
China,Christian,No,Married,-118.72546332471062,-47.94810800589804,A,C,-142.75737170373006,C,B,1
Germany,None,Non-Veteran,Divorced,-162.36145655854554,44.20096167697833,D,B,-21.74249193271486,C,D,0
Mexico,Buddhist,Yes,Widowed,-230.24403514711312,-52.309572738872355,B,C,-57.0348821007872,C,E,0
China,Buddhist,Veteran,Single,55.50440502209213,24.976061744958937,E,C,136.14492430111045,C,B,0
Mexico,Christian,Non-Veteran,Widowed,37.67531125235248,205.90278915548416,C,D,10.327096087735162,D,B,1
India,None,Yes,Single,228.56156337906177,-119.90875269046055,A,B,-149.84287603056399,C,B,0
US,Muslim,Yes,Divorced,-20.694913085858957,84.30840721518985,E,B,-57.28659255775022,B,D,1
India,None,Yes,Divorced,44.42257077851521,-86.82722927468667,D,B,120.27528272779232,B,C,1
UK,Buddhist,No,Divorced,-23.79986466382748,88.26936540660232,E,C,-94.2693423752744,C,D,0
India,Christian,Non-Veteran,Single,37.99556370267942,274.65761656794314,C,E,-28.581162690069355,D,D,1
Germany,Christian,Yes,Divorced,137.8511062469897,-149.0068934550792,D,E,-24.045202046096943,E,A,0
China,Other,Non-Veteran,Divorced,-197.61286829895585,-85.7067939077741,E,A,-100.63725979545413,D,C,1
Germany,None,No,Single,142.4648698407832,-39.590743365564755,C,A,103.15274223158369,E,B,1
Germany,Jewish,No,Widowed,143.718575480138,57.59689909180873,A,A,70.39501185645081,A,B,0
Germany,Christian,Yes,Divorced,55.64705449993973,-33.21128895914153,B,B,-53.12763302896576,C,A,1
China,Christian,Non-Veteran,Married,19.9576382705936,-61.03457761518769,D,A,-112.50955905541957,B,B,0
Mexico,Hindu,No,Divorced,86.48748186402293,57.28450440505787,C,E,-100.08749673164337,B,E,0
Mexico,Hindu,No,Married,-54.59128318641725,22.605996292361034,E,C,-234.0324841984808,A,D,0
UK,Muslim,Non-Veteran,Widowed,-70.54234025896386,41.29599552549716,C,A,-25.53012991806596,A,A,0
China,Muslim,Yes,Divorced,154.7272407754891,55.44727874344034,C,D,-182.98936223322383,C,C,1
China,Other,Non-Veteran,Divorced,-63.27988379862829,85.63395435556193,E,B,-125.49347218943379,E,E,1
Mexico,Buddhist,Yes,Widowed,-102.6383216647213,161.29069300751152,B,C,31.62275395440071,E,E,0
UK,Muslim,Non-Veteran,Widowed,-19.156117688774287,-0.8146305710771604,D,C,-128.10965176315253,D,B,1
Mexico,Hindu,Yes,Married,64.99798192844588,5.958897019743187,A,E,157.37623782765164,B,D,1
UK,Hindu,Yes,Married,-18.21362244146837,-97.30275056830241,A,D,-85.33739109976996,D,B,0
China,Christian,Yes,Divorced,-40.30126616419106,-80.4017019782998,E,E,-101.3680094966571,C,D,1
Mexico,Other,Yes,Divorced,166.85502223617306,26.621574910884927,C,B,-24.740634226323273,D,A,1
Germany,Jewish,Veteran,Divorced,52.80882590254116,-23.997509210318526,A,E,30.353249251185865,D,B,1
Brazil,None,Non-Veteran,Married,22.32120779530552,80.99673568854814,A,D,47.533515224630754,C,C,1
Brazil,Other,Yes,Widowed,191.45829780953557,-44.78972582498643,B,E,-8.475488107120347,E,D,1
China,Other,Yes,Single,-38.417622666093855,-65.9998777550035,B,D,197.26423612307968,E,C,0
US,Hindu,Yes,Divorced,-27.666898097665943,-83.49765749370128,A,D,45.67817146555449,D,B,1
UK,Christian,Veteran,Divorced,-69.47420221408807,105.86222913061792,B,D,6.910854796395537,C,C,0
Mexico,Jewish,Non-Veteran,Married,118.94169662351557,21.80184693641323,C,A,245.63668958908363,A,D,0
Mexico,Muslim,Non-Veteran,Married,-183.7623985837667,-21.152008299076574,B,D,54.57510924471024,D,E,1
India,Other,Yes,Widowed,-98.32445934574689,-101.06112094883149,D,B,234.94748247595916,C,E,0
Germany,Other,Non-Veteran,Widowed,-155.13016926049653,27.62247591318691,D,C,-63.83916529772129,D,C,0
Germany,Christian,Non-Veteran,Divorced,91.48086537722466,-106.45296295324995,D,C,79.26304161319594,C,A,1
India,Jewish,Non-Veteran,Married,-92.63656076121089,83.3193490074369,E,E,-328.17574843657513,D,C,1
Other,Christian,Non-Veteran,Single,109.99570554889794,-60.45939136531457,B,E,50.45611959033521,D,A,1
Brazil,Buddhist,Veteran,Married,32.2947789819867,-74.87237824209635,C,D,-91.38336892993954,A,E,0
UK,Hindu,Non-Veteran,Married,-107.2621336507906,-1.5753112232324138,B,A,-49.94887786570562,A,B,1
Germany,Other,Veteran,Married,-54.292413191222956,-14.399598551742681,B,B,53.239210896696875,B,D,0
China,Hindu,Yes,Married,-93.70016850124881,136.62490231410123,B,B,57.24280563962818,C,A,0
Mexico,Jewish,Yes,Divorced,-70.46302290537683,-2.227225276416908,D,E,-81.33724778381773,D,A,1
