Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Hispanic,Mexico,B,A,E,D,B,9.344095067702334,B,0
African American,Germany,D,C,A,B,E,42.61426821359832,C,1
Other,Mexico,A,D,B,B,A,-18.52138071307748,B,1
Hispanic,Other,B,B,B,D,E,-182.05627175877618,B,1
Hispanic,India,D,D,D,A,D,-70.67243941581461,C,1
Asian,Mexico,E,C,D,D,A,112.01279761686243,E,1
Asian,Brazil,A,E,E,B,E,52.177479943708136,E,0
Asian,China,D,D,D,E,E,-6.373585319622656,E,0
African American,Mexico,C,D,E,C,D,-44.11658515254827,A,1
Hispanic,Mexico,A,A,D,A,C,40.66292275070786,E,0
Hispanic,UK,E,E,E,C,A,-158.456104478237,A,0
Asian,Mexico,B,E,D,A,C,-147.55855859149958,D,0
Hispanic,Mexico,E,A,E,A,B,64.35979038905002,C,1
African American,Brazil,C,B,A,B,A,93.19957848809223,E,1
African American,Germany,B,C,A,E,C,-154.9199570455834,B,1
Black,China,C,C,B,E,B,-163.18206499469346,D,1
White,Germany,C,C,C,D,B,120.01592700888139,A,1
Black,Germany,B,A,B,C,B,-35.92799945510692,D,0
Hispanic,Germany,A,E,C,E,C,-4.809059785638342,B,0
Hispanic,US,C,A,B,B,B,50.98874539738287,B,0
White,UK,C,D,A,B,B,98.83721901649783,C,0
Other,US,E,B,D,B,E,-37.31843508054617,D,1
African American,Germany,B,B,B,E,A,-111.36263316571934,D,0
Other,Mexico,E,D,A,A,A,-26.29485866186332,A,1
Hispanic,Brazil,A,D,E,D,C,-120.2182898939246,E,1
White,Brazil,D,E,B,D,B,-38.24587422355319,B,0
Other,Other,E,A,E,B,E,42.40001073743954,B,1
African American,US,D,D,B,C,A,-96.17098558956981,D,0
White,US,A,E,E,A,C,70.85254835018164,C,1
Other,US,B,A,D,A,E,157.77808146028863,C,0
White,Mexico,D,B,B,E,C,-104.68047628295389,D,0
White,Germany,E,E,C,E,E,123.8960014172616,B,0
Hispanic,Other,A,D,D,E,C,-105.58890871337987,B,1
White,Mexico,A,C,E,C,D,71.37745791982194,E,0
White,UK,B,A,D,E,E,30.97518365930792,C,0
Black,India,B,B,E,A,D,209.73173407450537,C,0
Black,Brazil,B,A,C,E,C,40.574020853882196,C,1
Asian,Brazil,D,B,B,C,B,-49.250427148638906,C,1
White,Other,E,E,A,A,C,11.876277118841331,A,1
Other,US,A,C,A,D,B,78.81657576403975,D,1
Other,China,C,A,D,E,C,-15.133925305096586,E,0
African American,US,E,A,E,B,C,-35.82842006971872,D,0
Other,Other,C,B,A,D,D,-5.371755207365867,A,1
Hispanic,China,D,D,A,C,E,172.94751829248435,D,0
African American,Brazil,A,B,E,E,D,71.71386892424552,D,1
Other,China,D,D,C,B,C,38.46822307484546,A,0
Hispanic,UK,A,D,E,C,D,71.75168423168668,B,0
African American,Germany,A,A,D,A,B,-36.79762645047916,A,1
Hispanic,China,C,A,C,D,A,59.37944263048767,E,0
African American,US,A,D,A,A,B,-165.859077002587,A,0
White,US,C,C,D,B,E,-47.02250525535274,A,0
Other,UK,D,A,A,E,E,110.56494922490745,D,0
Asian,Germany,E,A,A,B,B,-134.46075219501665,E,1
White,Brazil,B,B,E,D,B,138.83376502094367,D,0
African American,Other,D,C,D,B,C,-46.80132564405717,C,1
White,India,C,B,B,D,D,106.36478291677093,D,0
Hispanic,Mexico,B,D,A,A,A,-40.79756784783579,C,0
Black,China,E,B,D,E,E,-12.755469744143028,D,1
Hispanic,US,B,E,B,B,E,-25.011366272294644,D,1
White,US,C,B,C,D,C,5.386020990869682,A,1
African American,Germany,C,A,D,B,C,-7.328120618805039,D,1
White,Other,C,D,D,A,A,-38.39404239955566,C,0
Other,UK,E,D,A,D,B,46.78071014327052,D,0
Black,US,E,D,B,C,C,-155.29673332983484,A,1
Black,India,D,B,E,B,B,-48.719007761942954,E,0
Other,Brazil,B,B,E,C,C,-55.6723305255305,A,1
African American,China,A,B,E,A,D,-43.672755043689094,B,1
Black,China,B,C,E,B,A,18.301017292357898,E,1
Hispanic,India,E,B,E,A,D,25.36448753049551,B,0
Black,India,A,D,C,A,A,51.307489562123564,A,1
Asian,Mexico,D,D,E,D,D,126.91045088939859,B,0
Other,China,B,E,E,C,B,7.553574753188361,E,0
African American,China,C,E,A,A,B,65.80510119242591,E,1
African American,US,D,A,A,E,D,-58.12829318230648,B,0
Other,Other,C,D,B,A,D,-69.17512869083913,D,1
Asian,India,C,E,E,D,B,-68.60739580948946,B,0
African American,Germany,B,E,A,B,C,128.9250451370136,E,1
Other,UK,C,A,B,E,E,-214.9860362715754,C,1
African American,Brazil,C,B,C,E,A,87.09054064109002,E,1
Hispanic,US,D,C,C,C,A,-19.290293792112184,A,0
Hispanic,China,E,A,D,D,B,8.89334642583853,D,0
African American,US,C,A,B,D,D,-49.865302671848525,C,1
Asian,Germany,D,A,E,B,E,36.707920539512855,A,1
African American,Other,D,D,A,B,A,-116.55736750587451,B,0
Hispanic,India,D,B,C,D,E,-5.48822147557541,C,1
White,China,A,D,B,A,C,51.86556743488353,D,0
Hispanic,Mexico,E,D,B,E,D,-37.674139732949726,A,0
Asian,China,D,B,E,E,A,143.0029761220297,C,0
White,India,D,E,A,E,E,-39.592637022545546,A,0
Hispanic,Other,D,A,C,B,A,33.6722791092868,D,0
Asian,China,C,E,A,D,E,147.69333337747065,B,0
African American,US,A,E,D,B,C,158.51955343266914,E,0
African American,Mexico,B,C,A,A,A,-231.103002289528,B,0
Asian,Brazil,E,B,E,D,D,65.40015422139854,A,1
White,India,D,A,D,C,A,-189.45893210332335,D,1
African American,UK,B,B,D,E,B,-24.572687893289828,C,0
Other,China,A,A,C,E,C,82.49061212863292,B,0
African American,China,A,B,B,B,E,-154.27600767756687,D,0
Asian,UK,A,D,E,E,C,-174.98291108124081,C,0
Black,China,E,B,D,E,E,-128.343073157974,B,0
African American,Germany,D,C,D,D,E,-33.68428244099697,D,0
Hispanic,Mexico,D,C,C,B,E,46.892382100022786,B,1
African American,India,C,E,A,C,B,107.87075163914994,D,1
Hispanic,China,C,A,E,D,B,-53.989593808093204,E,0
Asian,UK,C,D,E,E,C,-97.59454921949175,D,1
Other,Mexico,E,A,C,C,C,-9.93725068447804,B,1
Other,Germany,D,A,A,C,E,71.6887285799187,B,0
Black,US,A,C,A,C,B,201.5196923483023,A,1
Asian,US,C,B,B,B,E,-2.14735093196219,E,1
Hispanic,Brazil,D,A,E,C,A,-42.472406219822034,D,0
Hispanic,Mexico,C,E,A,B,A,137.1992586398773,A,1
African American,Germany,C,E,C,D,B,-84.30891935932809,A,0
African American,China,B,D,D,D,A,23.38218140925187,B,0
Hispanic,Mexico,B,A,C,A,C,85.76315103240388,E,0
African American,US,D,E,C,E,C,81.68110859321725,B,0
Other,UK,E,D,B,E,D,23.404785835253705,C,0
African American,China,C,B,D,C,D,124.9772893983023,C,0
White,Brazil,B,C,D,C,A,116.40506235395904,D,1
Other,India,B,C,D,E,A,-81.47427595374434,A,0
Black,Brazil,B,D,A,A,E,-122.71116885674635,D,1
Black,India,E,E,A,C,D,33.390721238609316,D,0
Hispanic,UK,E,B,C,C,C,59.27387205264502,D,1
Asian,Germany,D,D,A,A,E,-21.159701837697803,D,0
Hispanic,Other,C,C,D,B,D,61.1129088785868,C,0
White,Germany,E,E,E,B,D,-78.69360686275475,C,0
African American,UK,C,C,A,D,E,-67.64353420534937,D,0
African American,Germany,B,E,E,B,D,-98.81836909054074,B,0
Hispanic,US,D,A,E,D,B,-47.138244763999076,E,1
Asian,Germany,D,C,D,D,A,-114.38060265432333,B,1
African American,Other,E,C,C,D,E,80.80518459948487,D,1
African American,Brazil,A,E,C,C,A,-77.76936807462515,A,1
Other,India,B,C,B,C,E,-90.08594059881314,A,0
White,India,E,E,A,A,A,-13.41359695262137,C,0
Asian,China,D,D,E,E,C,-182.12059301748317,D,1
Black,China,E,C,D,B,D,103.47341450216199,D,1
African American,India,E,C,A,E,E,-132.7131871797485,B,0
Hispanic,Germany,D,E,E,E,D,117.36136047937306,C,0
White,China,A,C,E,B,D,19.596578626161822,A,1
African American,US,B,A,B,A,D,-12.111650228051623,A,0
White,China,E,E,D,A,A,-44.682965495083664,A,0
Asian,Brazil,B,A,B,B,B,-56.42511687801242,D,0
Other,Germany,E,E,B,C,C,-107.7102500710054,E,1
Black,Other,B,A,D,D,E,123.8848724660963,D,0
Hispanic,US,A,D,C,B,E,-113.91972707937042,A,1
Asian,Mexico,B,A,B,D,B,61.89447220374783,C,0
Black,India,A,E,A,A,E,-94.07663901991458,B,0
Hispanic,Mexico,B,A,D,E,A,22.143855577177867,D,0
White,UK,A,A,B,C,A,-138.1724222627283,D,1
Asian,Mexico,D,B,B,E,B,-142.35261805852147,C,0
White,Germany,C,C,E,A,E,17.013857207862753,C,1
Black,Other,B,A,D,E,C,142.00988024807316,C,0
Black,Brazil,A,D,B,C,D,-116.87472980640588,A,0
African American,US,D,D,B,D,A,-113.9042802752108,C,0
White,India,D,E,B,B,E,-72.74868292214116,D,1
White,China,D,E,D,B,A,-200.38639051590633,A,0
Asian,Germany,A,D,E,D,E,126.66730681253313,D,1
Hispanic,US,D,D,A,A,A,85.45981129164359,D,0
African American,India,E,E,B,A,B,-70.27221481152931,C,1
African American,India,E,A,A,D,A,19.283132083220533,D,0
White,Mexico,C,C,A,E,D,2.9171743280920768,B,1
Black,Mexico,A,E,D,C,E,-53.54871351641284,D,1
Hispanic,China,A,E,D,B,E,-16.6117069137442,B,0
Other,US,D,A,E,B,D,85.42146758471402,D,1
Black,US,E,E,A,A,C,-116.60202403483999,A,1
Asian,India,B,E,E,E,C,11.572044661805243,E,1
African American,Other,B,B,A,B,B,-147.43602608216497,B,0
White,China,C,A,C,B,D,-44.37410717135937,A,1
African American,India,C,B,D,A,B,-34.41489014291804,B,1
Black,China,A,A,A,C,A,20.08391823706404,A,1
Other,Mexico,D,B,B,C,B,-73.85401279779093,C,0
White,China,A,B,C,A,A,-100.01037984430985,E,0
African American,US,D,A,A,C,B,-5.349000829324188,B,1
Hispanic,Germany,A,C,D,B,B,-166.98064300699414,D,1
Asian,Other,D,D,B,C,E,76.67019178035333,A,0
Other,UK,C,C,E,A,D,-96.60109435897478,A,0
Other,China,C,A,D,B,C,39.69763172164243,B,1
Asian,US,B,B,B,C,D,89.10055862872977,C,0
White,Brazil,C,D,B,D,C,-18.11734790269272,D,0
African American,India,D,C,B,B,E,119.90920931372871,C,0
Other,Other,C,C,C,D,A,-2.4539121149029643,D,1
African American,US,C,C,D,E,A,-12.893057573052747,E,0
African American,UK,D,D,A,E,B,-106.00936885966796,E,1
White,Other,B,A,C,A,D,-118.72157004480964,D,1
Hispanic,UK,A,C,B,C,A,47.40388024456951,E,1
African American,China,B,A,E,C,B,-46.240356230383995,A,0
White,Mexico,A,A,E,D,B,-45.960304103095154,B,0
Hispanic,China,A,B,A,D,A,3.375162073226765,E,0
White,Germany,D,B,C,E,B,-21.45416253975359,E,0
Hispanic,Other,C,E,A,D,D,73.71293155602734,B,0
African American,China,C,C,B,B,C,-169.98341826343875,A,0
Hispanic,China,A,E,E,B,D,3.576723826774797,B,0
White,Other,E,E,B,D,D,-5.2521403927111905,D,0
White,Mexico,A,D,C,C,A,142.1735528136634,C,1
African American,Other,E,C,D,C,B,54.1051455276335,C,1
Hispanic,UK,C,E,C,C,D,36.279232280987614,B,1
Asian,Germany,D,C,B,B,A,-78.68154733374956,C,1
African American,US,B,B,D,E,E,4.0241480248566495,A,1
Hispanic,UK,C,D,A,A,E,-10.851889156313002,B,0
African American,Mexico,D,D,A,E,B,120.6464267748407,C,1
White,Germany,D,B,D,E,A,-4.232778670805241,A,1
Black,Brazil,A,B,C,D,B,51.99206167755879,C,1
White,Germany,B,B,D,A,E,283.3287204389261,D,0
Other,Other,E,E,D,D,D,20.91687653951321,E,0
Hispanic,China,C,C,D,B,D,28.657577700691604,A,0
Black,US,D,C,D,A,D,188.32786428345,C,0
Other,Mexico,B,A,B,C,A,100.15296521182778,B,0
Asian,Germany,D,E,E,C,B,153.44084976518437,E,1
White,US,D,C,D,C,A,57.18090090157932,D,0
Other,Brazil,E,B,D,A,A,-60.348005046189854,A,0
Black,Germany,B,D,D,C,C,14.424646610070674,A,1
Other,US,B,D,B,E,B,-11.203550171233873,A,1
White,US,A,C,D,C,B,-27.899461995399538,B,1
Other,India,B,D,B,C,D,-39.23727104133498,D,0
Black,China,B,D,A,C,E,-89.08929474634967,C,0
African American,US,A,D,C,A,C,-169.9515834628455,C,0
White,Mexico,A,C,E,D,B,76.78724945145335,C,1
White,China,E,B,A,D,B,-220.25364460595668,B,0
Hispanic,India,C,E,A,C,C,143.7558408926653,D,1
African American,India,A,E,D,C,D,0.8248506849418721,B,0
African American,US,C,A,C,B,C,44.93361490135776,D,1
African American,Mexico,C,C,C,A,C,42.393942894632666,C,1
Other,Other,C,C,B,B,A,-46.0988315534843,B,1
Asian,India,C,E,D,A,B,-135.95554879564602,C,0
White,China,E,A,C,D,E,21.394395769601925,E,0
White,UK,C,A,C,E,B,-21.692024377228226,D,0
African American,Other,C,E,B,C,B,97.56974633674042,A,1
African American,US,E,D,A,C,A,79.21986054866062,B,0
Asian,US,D,B,E,B,D,-15.019564726078519,E,1
Hispanic,Germany,C,E,D,D,C,72.07478786565053,D,1
Other,Other,C,D,C,D,A,132.4033906887014,E,0
African American,Other,A,B,E,A,E,-45.75554173529196,A,0
Other,India,A,E,D,D,C,108.02991758435189,B,0
Hispanic,Mexico,B,D,D,C,D,15.66761661307442,D,1
Other,China,D,C,E,C,C,27.148569441283193,B,1
African American,Other,E,C,E,E,E,103.51922496624522,A,0
Other,US,D,E,C,B,B,98.64738638741913,D,0
Other,US,A,D,A,A,D,47.62687511555179,D,0
Other,US,B,C,C,D,E,-166.593301434157,D,1
White,Mexico,B,D,B,D,E,91.38016932190264,A,1
Hispanic,Other,B,C,B,D,B,-169.83131203982106,A,0
Black,Other,C,C,E,D,A,-119.1671901344486,C,1
African American,US,A,B,E,E,D,-165.47015852549555,E,1
Hispanic,Mexico,A,D,B,A,D,79.86493385946054,D,1
Other,Brazil,D,A,B,B,D,-17.861216285254983,C,0
Other,India,B,D,E,A,C,11.921042620296202,E,0
African American,India,C,A,B,A,C,-69.13287684214599,C,0
White,China,A,C,D,D,D,63.32050040618178,C,0
White,UK,A,A,A,D,C,-194.64676339032968,D,0
Black,India,C,A,D,A,C,152.70201324799163,B,1
Hispanic,Other,B,C,C,B,D,49.38895641340704,A,1
Other,India,D,B,C,B,B,-17.26473941776119,D,0
White,Germany,D,B,C,A,B,32.44205162736357,D,1
White,China,A,B,B,C,E,-152.2536115987947,D,1
African American,Brazil,D,E,D,A,C,-24.214640079725175,A,0
Hispanic,Other,C,D,B,B,B,129.48190985983655,C,0
African American,China,A,A,B,E,A,-70.20636796906005,B,1
Black,China,B,B,D,D,A,-150.68048370355055,E,1
White,China,C,A,A,E,E,71.00932130283903,B,0
Hispanic,Brazil,D,B,E,C,B,21.339779998695583,B,0
African American,US,E,E,B,B,C,-34.7653718494186,C,1
Asian,India,E,A,C,C,E,120.3846189178948,E,1
Asian,US,D,A,E,B,B,159.40060114056556,E,0
Asian,Germany,A,C,A,B,E,0.799359524259993,A,0
Asian,India,D,B,B,A,D,58.39414048238343,C,1
Hispanic,Mexico,C,D,C,B,C,-100.19341533054187,B,1
African American,Brazil,D,C,E,C,B,-25.664048135819062,A,1
Other,Germany,E,D,B,B,C,-61.43338239616263,E,1
Other,China,A,B,D,A,D,-27.97025262846202,E,1
Other,India,D,B,E,D,B,-39.11789019525634,B,1
African American,India,A,C,C,C,C,-50.56646611877975,D,1
White,Germany,E,C,A,B,B,29.7384649103397,C,0
Other,Brazil,D,E,D,C,B,0.8489243701251222,C,0
Other,China,B,B,E,C,C,120.55478613719217,E,1
Hispanic,India,D,E,C,A,C,-101.13983033057504,C,1
African American,Brazil,A,E,B,E,B,45.33057839954314,D,1
African American,Brazil,D,C,C,C,A,0.5572713954184021,A,0
Other,Brazil,D,A,E,C,A,93.27254242781777,D,1
Other,Brazil,C,E,D,C,D,107.04485758233271,C,0
White,UK,B,A,B,C,B,-52.23364406201924,C,0
Hispanic,Mexico,C,B,C,A,A,-65.93590448856418,C,1
African American,Mexico,B,A,D,C,B,-98.03092743577609,A,0
African American,US,D,B,C,A,C,172.4090171894755,D,0
White,Brazil,E,C,C,E,D,-11.080533503983999,B,1
Other,Mexico,A,A,E,A,A,-89.48950415216561,B,1
Other,UK,B,C,A,B,D,-101.42721368207386,C,0
Hispanic,India,B,A,E,D,E,-89.3081578751052,E,0
White,India,B,E,C,E,C,-0.272475887573065,A,1
African American,Germany,B,D,A,B,C,-33.11740278839236,A,0
Hispanic,Other,A,D,C,D,C,-76.8264793606777,B,0
Black,Mexico,E,B,D,E,E,-26.95693448127384,A,1
White,India,C,B,D,C,B,58.49235527702352,C,1
Black,China,C,C,A,A,A,-16.400535452093763,E,0
African American,Other,D,D,D,C,A,51.09067493591753,B,1
Black,UK,E,E,B,C,D,78.00114377506935,C,1
Other,China,A,D,A,A,B,-16.83123997064461,D,1
Black,China,B,E,A,A,E,-18.261882136756817,D,1
Other,Other,A,C,A,D,D,201.80901448255008,C,1
White,UK,B,A,E,C,B,-139.30194339130986,C,1
White,US,D,B,D,A,D,84.01306790915439,B,1
White,Mexico,E,B,D,D,D,-34.65051049565036,E,0
Black,UK,E,E,D,A,C,-106.35880325403448,E,1
Other,Mexico,C,B,E,D,C,-59.91461051281108,D,0
Other,Germany,B,D,E,D,E,17.474332450033046,C,1
White,Other,E,A,A,D,C,-1.5955660173130628,B,1
Hispanic,China,C,B,E,B,E,-114.24248573565366,B,0
Hispanic,Mexico,B,B,B,B,C,-104.43943593636997,D,0
African American,UK,E,A,E,C,E,9.266737152169075,B,1
Asian,Germany,D,B,C,C,D,140.10570778411022,E,0
African American,Brazil,A,E,C,C,C,-18.54937608394178,B,0
Asian,Mexico,D,E,B,E,B,-209.62885806366373,A,1
Other,Other,C,B,D,D,C,-208.39853457199249,E,0
African American,US,A,E,D,C,E,93.22440528447845,B,1
Other,Mexico,A,C,A,D,B,-50.05984121442351,D,0
Hispanic,US,B,B,B,E,B,-100.45573920291,E,0
Hispanic,US,B,C,C,B,C,-5.2539749727586615,E,1
Black,US,D,C,B,E,B,12.034817481925193,B,1
White,India,A,C,C,C,C,56.071573273106445,C,0
Asian,Germany,A,E,D,E,D,14.362708246145447,A,0
Other,UK,A,B,C,E,B,-87.84143814688096,C,0
Black,UK,E,B,B,A,A,-35.76554916750854,C,1
Asian,Brazil,C,D,C,B,D,-7.134857636230066,E,1
African American,Germany,A,C,C,A,B,43.19545568465643,E,0
Hispanic,Other,A,E,B,E,A,25.633903975079487,A,1
Other,US,C,A,A,E,C,-84.76137899461739,B,0
White,UK,A,B,A,C,E,-43.63210261499237,B,1
Hispanic,UK,B,D,B,B,C,65.35499628630164,D,1
Black,UK,C,D,C,A,B,-113.82568822403076,C,1
Black,UK,E,E,C,D,D,-95.26445042230304,B,0
Other,India,E,D,C,B,B,29.39654411825039,A,0
Black,UK,C,C,E,D,B,-105.4142529548415,E,0
African American,China,E,D,A,B,D,18.630009350470672,C,0
African American,US,D,C,E,E,C,-12.481422143257172,B,1
Hispanic,India,A,A,B,D,A,-86.74112762675449,E,0
African American,Brazil,B,D,A,E,B,-131.5441230217866,E,1
Asian,Mexico,E,A,A,B,C,130.01935851138316,A,1
Hispanic,UK,B,B,B,B,B,-86.10297348486824,D,0
Other,US,B,A,E,A,E,37.0345705916093,B,0
Black,India,A,D,D,E,D,-193.77844639347938,E,0
White,Other,B,A,C,E,B,61.17591151860742,D,0
Asian,Brazil,E,B,A,D,A,26.19939043346656,C,0
White,Other,A,B,B,C,B,-99.47079005971902,C,1
African American,China,C,D,C,B,E,-23.961314922324565,E,0
White,Brazil,E,A,D,C,D,-8.631508168189034,D,0
Black,Germany,C,A,E,D,C,-27.169506187371034,A,1
African American,India,C,A,E,B,A,67.53135505381147,B,0
African American,UK,C,D,E,A,C,-35.29136211993993,A,0
White,US,B,D,D,E,B,63.56941114752046,C,1
Black,China,B,A,D,D,B,-37.5924013148767,D,0
Asian,China,E,C,E,D,D,-91.10633907535296,C,1
Other,Brazil,B,E,C,A,A,-98.3879258674467,B,1
Black,Germany,E,D,C,E,E,117.70964997434436,B,1
Asian,India,A,D,E,C,D,-24.937502455652833,D,0
Other,UK,A,A,A,A,D,-109.28456272568228,B,1
African American,China,A,A,B,D,D,-100.95148165965036,A,0
Hispanic,China,C,A,D,E,E,-100.3549416089513,E,0
Black,Mexico,B,D,C,C,D,131.3248082269399,C,0
White,UK,B,D,C,D,B,-55.783451118155455,A,1
Hispanic,Germany,B,C,C,C,D,-13.506825763550973,B,1
Hispanic,China,E,D,D,E,E,-144.92867198394418,B,0
African American,US,B,B,E,A,B,-115.37318952176525,B,1
Asian,US,E,B,A,B,A,-134.87708794504022,D,1
Hispanic,US,D,A,A,E,D,-99.41188835787388,B,1
White,China,E,A,C,E,A,193.5635993020108,C,0
Other,Germany,D,B,A,D,C,19.84113545147922,B,0
Hispanic,Brazil,C,C,A,B,E,62.22567888341316,D,0
Hispanic,Brazil,B,A,A,E,E,-64.24502529585146,E,0
Asian,Mexico,A,C,C,C,C,37.143046005407385,D,0
Black,China,B,A,D,A,B,52.58451929678404,A,0
Black,US,D,C,C,A,D,-48.52107541370154,A,0
Hispanic,China,E,D,A,B,C,-120.35384233620898,E,1
White,Brazil,B,D,E,D,E,-64.19522511545426,A,0
Hispanic,Other,D,D,C,D,D,82.47241480824631,E,1
Other,UK,B,E,C,E,A,-242.93699642335622,B,1
African American,China,B,D,A,C,D,135.262299132703,A,1
Other,Other,B,D,E,A,A,116.17753693503698,A,1
Hispanic,Germany,B,C,A,D,B,13.99625617808225,B,1
Asian,Brazil,C,E,C,B,C,214.35123356131612,D,0
Black,India,C,D,E,E,C,61.802393825974086,B,1
White,UK,D,C,E,A,B,134.20793355062676,E,0
White,US,B,D,A,B,A,-151.70310574168846,E,0
Black,Mexico,C,D,B,D,C,14.054344501425586,A,0
Black,India,E,D,A,A,A,-55.22966476001362,E,1
Asian,Brazil,D,D,C,E,C,109.82605017701441,B,1
African American,Other,A,A,B,A,C,2.3201091661343756,A,1
Asian,Brazil,C,A,B,B,B,-66.75447596490119,C,0
Black,China,A,A,E,E,D,24.96064628948226,E,1
White,China,D,E,D,B,B,-15.041803031119155,B,0
Hispanic,Brazil,E,A,A,C,B,174.6167626751658,B,1
White,UK,D,D,D,E,E,-109.61690542433008,E,0
Asian,India,B,B,D,E,A,-76.82514715524175,B,1
White,Brazil,E,B,C,E,E,-95.11326276274427,E,0
African American,China,D,E,D,E,B,-206.09552911444075,B,1
Hispanic,India,A,A,A,C,A,-80.05190194583214,E,1
Asian,China,D,E,A,D,B,108.0139243766827,E,1
Asian,China,B,B,A,E,E,-42.23929127090627,B,0
Hispanic,Brazil,E,B,B,D,D,88.20879470688917,E,1
African American,Mexico,B,E,A,A,B,16.531916251489502,A,1
Asian,Other,E,E,C,E,A,235.17993943500852,A,1
African American,China,E,E,D,A,B,100.63885588979642,B,0
African American,US,E,E,B,E,C,152.18753405059726,E,1
Black,UK,B,C,B,A,B,-76.39433365796665,D,0
African American,China,C,A,C,D,E,134.61754107089064,D,1
Other,UK,A,E,E,E,C,131.4666196565331,C,1
Asian,Mexico,C,C,E,B,E,-43.59956874009382,B,1
Hispanic,US,C,A,B,B,D,133.55592529737538,B,1
White,UK,C,E,A,B,C,113.9304867924028,B,0
Black,Mexico,B,C,D,A,B,61.37485994129365,D,1
Hispanic,Germany,E,B,E,A,E,-181.32774275762236,D,0
White,Brazil,A,B,D,D,A,40.40215543313504,E,0
African American,UK,A,C,A,B,E,26.127004350126853,B,0
Hispanic,China,D,E,D,C,E,-28.771216560455315,C,1
Hispanic,US,A,A,D,D,E,76.16328448351119,E,0
Black,Germany,B,A,B,E,A,1.0236007891911132,B,0
Other,Brazil,A,E,B,E,E,-22.988587338012657,B,1
Asian,Brazil,D,A,E,B,B,12.76558911560299,D,1
Asian,India,D,C,C,D,C,-109.79843609906268,C,0
Asian,UK,E,B,C,D,C,-141.10595547222687,D,0
Asian,India,B,C,E,A,C,-105.37983805023141,A,1
Other,Germany,D,E,E,C,C,74.70013276276455,D,1
Black,Germany,D,E,B,B,B,28.036459736097935,D,1
African American,US,D,C,C,E,C,20.3952157554893,C,0
White,Other,D,A,A,A,A,-35.030426403773696,C,0
Hispanic,Germany,E,D,E,B,A,141.52126736446158,A,0
Hispanic,Brazil,C,B,E,B,A,164.5089274450685,E,0
Other,Other,C,D,E,D,D,-169.19390210916492,A,0
Hispanic,China,A,C,B,E,A,-42.632794296531365,A,0
Black,China,E,C,A,B,A,-215.88117516862653,E,0
Hispanic,Mexico,C,D,C,A,C,47.75304780722298,E,0
Black,Other,A,E,A,C,E,-162.11403729989658,E,1
Black,Brazil,C,A,D,A,A,36.30335994257943,C,1
Asian,US,B,E,D,C,D,-69.56933893726077,C,1
Hispanic,Mexico,D,A,C,B,A,-4.055868177466122,C,1
White,China,B,E,C,C,A,118.06113772978226,D,0
Hispanic,Germany,E,E,C,A,D,-51.357314810726784,A,0
African American,Mexico,E,C,C,E,E,-138.0011502379264,A,0
African American,Other,A,C,D,B,D,-16.049290175272414,A,0
Other,Mexico,A,A,D,D,B,-18.42633719372418,C,0
White,US,D,A,A,B,A,-24.69424830708324,B,0
Black,UK,D,C,B,E,A,-37.528921284433025,A,0
Hispanic,UK,D,D,E,A,D,-69.64814803160306,C,1
Other,US,D,C,C,B,C,-49.16298103665253,A,0
White,Germany,C,E,E,B,E,288.19327513299885,A,1
African American,UK,A,B,C,C,C,-39.08463826610762,C,1
Asian,China,D,A,C,D,C,116.13024748600725,E,1
African American,Mexico,C,D,A,A,D,-57.9330863695494,D,0
African American,Brazil,A,E,D,B,E,-77.78301357761907,D,0
Hispanic,Brazil,A,A,B,A,D,-69.52723048815506,C,0
Hispanic,Other,C,B,A,B,E,37.72629146798203,E,0
Asian,India,D,B,A,B,D,-217.06078878689837,B,1
White,Other,B,A,E,C,A,16.139513942457242,E,0
African American,UK,C,A,D,D,A,0.024797496094932144,C,0
Hispanic,Brazil,D,A,C,B,E,54.5135278435586,A,1
Hispanic,US,A,C,C,A,C,-291.4300289232803,C,1
Other,Other,E,D,D,B,A,-66.36203545413176,A,1
Other,Other,B,E,E,B,B,5.781626418509781,C,0
Black,UK,A,B,C,C,E,13.159211705858818,C,0
Black,Germany,C,A,B,E,E,-46.434038153518564,B,0
Hispanic,India,C,D,C,C,D,113.0708856996034,A,1
Asian,US,D,E,B,C,A,113.22810220745407,C,1
Other,UK,E,B,B,B,B,-84.06013283126153,D,1
African American,Mexico,D,B,C,E,D,-93.49577495907809,B,0
Black,Brazil,B,E,D,C,E,131.9172106076341,B,1
Other,Brazil,A,B,E,E,A,194.24616939333526,B,1
African American,Brazil,C,D,D,E,A,152.240638979087,A,1
Hispanic,Brazil,E,E,A,B,B,56.38187284397031,E,1
Other,UK,E,B,A,A,D,-45.27802695968951,E,0
African American,China,B,E,B,C,A,-163.2949652716618,C,0
Hispanic,UK,D,E,A,A,B,-16.00704335694593,B,1
African American,Other,A,C,A,B,B,15.708633052037566,C,0
Other,China,C,C,D,D,E,34.78605377173848,D,1
White,China,B,B,D,D,B,-122.01926031804055,D,0
African American,UK,E,B,B,A,E,8.06753176225171,A,1
Hispanic,Other,A,C,C,C,E,-117.30849809613728,E,0
Hispanic,Brazil,E,E,A,B,A,50.44442644144673,C,0
African American,Mexico,D,B,A,B,B,278.87181026092264,B,0
Black,Mexico,D,D,A,E,D,-116.32037541663254,B,1
