Nationality,sexuality,Religion,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
UK,Homosexual,Other,Mental,D,-31.270205726971778,71.05431238171217,-73.9021806788905,B,E,0
China,Homosexual,Hindu,None,E,-226.652512751046,-56.58149977773348,137.47864159600235,D,C,0
UK,Heterosexual,None,Physical,C,-79.54632789942254,8.928831066487653,-10.397181577017276,D,D,0
Brazil,Heterosexual,Hindu,None,B,30.620729653007274,-189.72287528621925,52.55042769898643,B,B,1
US,Homosexual,Jewish,Yes,D,42.33507636127949,-28.570253556753755,128.52317257534173,C,D,1
US,Heterosexual,Muslim,Yes,D,133.48829308557453,32.20187416347501,60.60010886948529,E,E,1
UK,Heterosexual,Other,Mental,B,-205.87732862341687,169.7371510836381,-83.36526174364988,E,B,0
Mexico,Heterosexual,Christian,None,C,109.77701436558793,-48.87483150063766,-68.80788135740998,C,E,1
Germany,Other,Other,Yes,B,38.505066969809135,-155.5587551704276,107.96957223596534,A,D,0
Brazil,Homosexual,Muslim,None,B,163.30493458080886,-33.24438942128553,67.57159208294681,A,D,1
US,Bisexual,Muslim,No,A,133.6473957952932,-88.5153442718977,-12.364911784050115,E,A,0
Mexico,Heterosexual,Other,No,C,-49.68542219066655,-148.8058531568315,19.786187216144732,E,C,1
China,Bisexual,Buddhist,Both,E,-96.55164558466758,18.42506319760506,-11.201225867349358,B,E,1
US,Other,None,Physical,B,-33.79362900612941,-31.68900208033787,201.54572412737974,B,A,1
UK,Homosexual,Other,Physical,C,110.81663030542947,76.4672357868541,79.63383491096397,A,E,0
India,Heterosexual,Hindu,Both,A,100.98443070911216,-154.75665645454666,-52.41028559921227,E,B,0
Germany,Homosexual,Hindu,Mental,D,-16.223671308904198,-12.63634000662512,184.0354387329184,B,D,1
Other,Bisexual,Hindu,Mental,B,121.42789224621575,34.04649897343683,91.73128949169359,B,A,1
UK,Homosexual,Buddhist,Both,B,-115.24104869845262,-58.107551663399924,38.95615998442141,A,C,0
US,Heterosexual,Muslim,Mental,C,-26.113524023419348,-151.77993087209535,-19.314595728526225,D,E,1
Mexico,Heterosexual,None,Yes,E,-24.49659037006108,-182.26065131347886,-58.08437771422463,E,D,0
India,Bisexual,Other,Mental,D,143.81141889667336,-36.836023042027286,80.57464344118563,B,B,0
Germany,Other,Muslim,Mental,B,-110.12893725490443,-139.7802301885697,-1.8135404372873316,E,B,0
China,Other,Muslim,Yes,E,-29.667313183948803,81.49992577598132,-61.25678973713231,D,D,1
Brazil,Homosexual,Other,No,C,163.4295727030273,-110.32002468810576,-47.91285471886197,E,B,0
Brazil,Heterosexual,Jewish,Yes,C,22.14982321858529,76.8047561511688,-60.81867778833055,D,D,0
Brazil,Bisexual,Christian,Both,C,85.36016103073965,136.45326840750874,82.63260109961557,B,E,1
US,Other,Christian,Mental,C,26.907306217398137,67.65928759693655,136.41078290578312,A,D,0
UK,Other,Hindu,No,A,-26.245776228921414,-4.071822605187837,75.88776075167655,B,E,1
Other,Homosexual,Jewish,No,C,-18.37942927874161,-66.36786488175068,-113.3725990573651,D,C,0
Germany,Other,Muslim,No,A,-68.94670899424833,-88.70926302867288,212.43466387374443,B,A,1
India,Heterosexual,Buddhist,Mental,B,41.90580857026467,-151.76536864964848,50.74372789860105,C,D,1
Other,Homosexual,Other,Both,B,-16.21286934680912,-119.5032952395964,-76.50371121638109,B,B,1
UK,Other,Christian,Mental,B,5.364841903987404,-65.50840927860268,-122.28746166576911,D,B,0
India,Heterosexual,Jewish,No,D,-266.6298026760434,-76.95656896322727,77.42128687057965,B,B,1
US,Homosexual,Jewish,Both,A,123.87730538117768,71.95356969787821,82.15010391129681,E,C,0
Other,Bisexual,Other,Physical,D,-106.9270377449749,-50.74551249740463,70.42381408867138,D,E,1
Brazil,Other,Jewish,No,E,74.54648011432195,-323.6204288347408,-165.74487052460597,B,D,1
Brazil,Homosexual,Jewish,Both,D,-113.16105371195484,37.7875093393469,-156.3198618876464,D,D,0
India,Homosexual,Jewish,None,B,-39.15884570207133,-19.499285654666963,123.42327006320717,A,A,1
China,Bisexual,None,None,D,-187.47867841473663,-153.49958837601665,253.85422054610808,B,C,0
US,Heterosexual,Christian,None,C,65.60872090151709,122.78463198702924,115.83712012060552,A,D,0
China,Other,Christian,No,D,-69.90125564071745,-88.49328934447685,51.23870440464715,E,E,1
India,Bisexual,Christian,None,D,80.20439533355494,18.59135864582437,-50.88809923293336,B,D,1
Mexico,Other,Christian,None,D,28.57647583805646,99.07741133725402,-56.79079770906608,B,B,1
Brazil,Heterosexual,None,Both,C,-96.2185190040891,70.02535102315231,133.34503497383247,C,A,1
Brazil,Bisexual,Buddhist,Yes,C,90.66906127171126,16.438126599379956,23.269031675478157,E,A,0
US,Homosexual,Other,None,A,-72.93126630093043,-8.752601502553306,-49.314377763577944,B,A,0
Germany,Bisexual,None,Both,E,-146.2459251545803,91.18846299922772,-56.095722445631516,E,B,1
Brazil,Bisexual,Other,No,C,-23.74462399203064,11.971085159853786,-176.93254799730445,C,B,1
Brazil,Heterosexual,Hindu,Mental,E,137.09559126736417,-51.399153125830935,69.55654701749154,E,B,0
US,Heterosexual,Christian,No,C,44.00476618653787,11.072234351312279,5.947977113301797,E,A,1
Brazil,Heterosexual,Muslim,Mental,B,225.9845948562867,-162.19553601605043,53.27970960336086,E,D,0
US,Homosexual,Buddhist,Mental,A,118.70393832207886,37.663161996602376,77.30069391253184,E,C,0
Other,Heterosexual,Hindu,None,A,151.10485427235213,-59.26129331769263,62.89358660327571,D,B,0
China,Homosexual,Hindu,No,A,21.03644781815314,89.73410691969337,-241.10287966897027,B,A,0
US,Homosexual,Christian,Physical,B,-30.57437482077207,-158.28103003805714,-46.5400135191792,D,B,1
India,Homosexual,Jewish,Both,A,-94.84386857937064,53.47635943341105,157.4367606356235,E,D,0
China,Heterosexual,Muslim,None,B,47.921592119434216,-214.32196311698215,-50.94389147083213,D,D,1
Mexico,Homosexual,Jewish,Both,A,-3.73099862472766,79.31264189888446,161.89972340252785,A,C,0
Brazil,Heterosexual,Other,None,A,53.791398064577535,146.38603073595075,177.8480227980574,C,D,1
Germany,Other,Jewish,Physical,E,-58.242942277568545,39.140697212046604,-34.16625065265113,C,E,1
US,Other,Muslim,Both,E,48.94369751294585,-57.56565243298838,108.85016397687761,D,B,0
India,Homosexual,Other,Physical,B,-134.3491739146601,-16.30618607037523,-169.0927757787534,E,B,1
US,Homosexual,Other,No,A,32.36990355354666,-269.458092765409,-96.7146625437989,E,C,0
Mexico,Other,Hindu,Both,E,-69.52133530878774,134.33188864719534,-118.14838697106191,E,D,1
UK,Heterosexual,Muslim,No,C,-100.0600068451393,-78.10429536619121,-58.63647452475732,C,E,1
Germany,Heterosexual,Hindu,Yes,B,131.4579499465766,-7.10995067820346,1.1870791851310336,D,A,0
Mexico,Heterosexual,Muslim,Mental,E,-9.172518357742847,58.20912016029482,95.8924272695992,C,B,1
Mexico,Bisexual,Hindu,None,C,91.56061904066205,-155.78830375430869,-229.84604176831476,B,E,0
Brazil,Bisexual,Christian,None,A,42.25540620678157,231.34329480981174,21.884032363134242,E,B,0
Brazil,Bisexual,None,Mental,D,-8.280065008871443,90.88962647738462,16.6796103199395,E,D,0
US,Other,Muslim,Mental,D,-47.05018762046059,-201.0769701284712,-183.89152417691014,E,A,0
Other,Other,Hindu,No,D,84.82902288108066,-182.3429557727909,-49.791759138315946,B,A,1
Mexico,Homosexual,Other,None,A,-113.40875968889708,107.64665763246464,-190.34051036330803,D,D,0
Other,Other,Buddhist,Physical,C,113.60370897797465,-47.437188043033665,41.710493542169694,A,A,1
UK,Homosexual,Jewish,Mental,E,92.89675420380364,27.123875351585898,172.4301744684404,C,C,0
Germany,Other,Hindu,None,D,-14.91249542437447,69.79979885552832,-31.437639279372316,E,D,1
Other,Bisexual,Other,Physical,A,188.58229059080494,-9.873840298676278,35.360631772620444,A,A,0
Other,Homosexual,Other,Mental,C,99.306880159774,-147.61008410325343,26.038137826918877,C,D,1
India,Homosexual,Other,Mental,D,-151.2008582034949,100.64160282041638,31.220726909810853,D,D,1
China,Homosexual,Jewish,Mental,E,27.652005419316154,26.707695588984187,57.07207448569309,B,C,1
Mexico,Homosexual,Christian,Mental,E,52.45208961763173,-90.73695171049476,-10.762425881857897,E,B,0
Germany,Homosexual,Christian,None,D,-8.414087024427793,9.376009709359124,39.045542844888836,E,D,0
Germany,Heterosexual,Christian,Both,A,-68.72316400920245,-47.7840680349481,62.97661858174225,B,E,0
Brazil,Homosexual,Buddhist,Yes,B,-105.58447573538912,-10.107391230718795,-42.68226209724841,E,B,0
Other,Homosexual,Christian,Both,D,-28.92783083499708,-39.89998233061067,-54.493882451132,B,C,0
Other,Homosexual,Other,Physical,A,-235.71495068813041,-39.67591996716516,172.64225779758198,E,E,0
Brazil,Other,None,Yes,B,118.6475397840765,32.49254067232468,-35.32382153960364,C,C,0
Other,Bisexual,Muslim,Yes,E,-134.12641390610204,38.4912051035368,25.569679561324953,A,D,0
UK,Homosexual,Jewish,No,A,-10.78869371085997,21.758293317726533,66.75562081747053,B,E,0
Other,Homosexual,Other,No,D,-118.96079587410418,17.276504163227248,11.960236059902552,A,E,0
India,Heterosexual,Muslim,Mental,E,-12.973504726718236,86.08208516571791,108.85283072538188,A,C,0
Germany,Homosexual,Christian,Yes,E,-79.43271877055327,20.0891173630761,65.39658238184404,C,E,0
Mexico,Homosexual,Jewish,Yes,E,-110.30319999932412,60.796819053824166,27.686379147922096,E,B,0
Mexico,Other,Hindu,Yes,C,24.6239400697791,137.83007071448984,-73.49299127664821,D,C,0
UK,Bisexual,Muslim,No,C,81.906876340954,263.8706837939859,267.5866739021769,C,A,0
India,Homosexual,Other,Yes,C,73.25739373596429,-35.916100775382084,142.67950547038956,D,D,1
US,Heterosexual,Other,No,A,52.16121986957957,-7.642678203764823,-125.09369294284556,A,A,0
Mexico,Heterosexual,Buddhist,No,A,-96.11711165320285,24.163667622236687,-17.135907162425642,B,B,0
US,Heterosexual,Muslim,No,D,193.8445547412327,170.16092878057967,45.36658665077392,E,D,0
China,Other,Muslim,No,D,-51.875556732441666,245.61232634833772,-102.91097160431389,E,D,1
Germany,Other,Christian,Physical,C,23.25166832516396,5.397251710069327,-167.43910077924812,E,D,0
China,Other,Jewish,Yes,E,24.59762615765049,-55.85967626392654,98.50387412062916,C,A,1
India,Homosexual,None,Physical,C,-113.86731072859352,28.154334721403973,-34.16689860700261,A,E,0
Brazil,Homosexual,Jewish,None,B,-4.669254463161724,-62.19108446151633,-32.46501375884943,A,A,1
UK,Bisexual,Other,Physical,C,50.080797372270546,72.88443946116993,1.3190419740473889,D,E,1
Other,Bisexual,Other,None,C,-41.640717796119674,-184.2107445682248,6.851701754877102,B,A,1
China,Homosexual,Hindu,Yes,B,40.09550842275203,-70.35324657257614,18.074258089386948,B,A,0
Brazil,Bisexual,Hindu,Physical,A,115.33957143843625,72.27861310307887,-61.147138348380025,A,C,1
US,Bisexual,Christian,No,C,-18.451656443886154,-141.79630606788066,26.07758402142149,D,C,1
Mexico,Homosexual,Muslim,Mental,E,-38.7195950178587,13.782117650616572,130.8053258370903,B,E,0
Brazil,Bisexual,None,Yes,B,-186.2698030741117,211.34973013246358,10.337733244110863,B,C,0
Germany,Heterosexual,Muslim,None,C,-63.99680046234655,-175.6932374626354,67.6755515267833,D,C,0
US,Bisexual,Other,No,D,121.85986029875677,-100.45241048947024,-237.48224104407666,E,D,1
Other,Bisexual,Other,Mental,B,13.189505527340181,73.8069200825573,-98.80428379772627,D,E,1
Other,Homosexual,Christian,Mental,D,38.219543738013456,54.84458493334633,29.733433714843656,A,E,1
UK,Heterosexual,Jewish,Yes,E,148.58787372950195,17.652641966121422,-28.514323892085773,B,B,1
China,Homosexual,Buddhist,None,C,-85.60340043457497,78.49616953167674,58.19757975933633,D,C,1
China,Bisexual,Other,Mental,B,8.085667095487725,129.35376567963658,154.73015253595037,C,A,1
US,Heterosexual,None,Yes,C,25.887715245328806,112.6967138016542,-27.01879548116693,C,E,0
Mexico,Homosexual,Jewish,No,E,72.37188664377595,17.10822149914514,33.86736865419107,C,A,1
US,Heterosexual,None,None,B,-161.14269838269078,53.86835739128444,75.20456289448025,E,C,1
China,Bisexual,Jewish,No,B,-149.432300999216,172.96942096891604,26.09939161492314,C,A,0
US,Other,Other,Mental,B,44.54716030512305,0.796103692872186,-43.19883253756285,B,E,1
Germany,Homosexual,Hindu,Yes,A,-140.61045730629408,76.2950539209514,125.69468511064763,D,B,0
India,Bisexual,Muslim,Both,D,127.89552655930324,-70.71838104582042,116.58547725243669,C,A,1
China,Homosexual,Hindu,None,D,-76.88918307126072,-17.70711400837543,-105.69434064041403,C,B,0
China,Heterosexual,Muslim,No,D,-70.40622215802948,-4.961510359798226,-35.328042217317716,A,B,1
US,Other,Jewish,Physical,E,-105.86005919257227,-232.41774027063406,-28.149921957835716,A,A,1
Mexico,Other,Hindu,Yes,B,52.1997360912847,-19.245647919432425,118.72334838276781,E,D,1
Brazil,Homosexual,Christian,No,C,-1.7684821733279523,163.4997093291338,76.1050495669453,B,C,1
Mexico,Heterosexual,Other,Mental,B,46.0168870225262,-177.3041384967948,-8.721722073279228,B,E,1
Brazil,Heterosexual,None,No,A,-46.51190731536805,-266.6830070760287,272.9262788443597,C,A,0
China,Other,None,Mental,B,-12.047244659393963,-74.78379814093607,-79.771756067441,A,D,0
Mexico,Other,Jewish,No,A,28.26793248627605,-117.91941324213879,52.614262328403846,D,B,0
UK,Heterosexual,Muslim,Physical,C,-85.08823175799705,-155.47771928045307,115.85144305842047,C,D,1
UK,Bisexual,Christian,Physical,C,13.946214599978504,-106.5801616488655,-107.58169563314574,C,C,0
UK,Bisexual,Jewish,Physical,B,28.193337463280464,103.36385221457765,43.11360298686394,B,C,0
Brazil,Bisexual,Hindu,Mental,C,-38.22941415786945,31.894204250326002,7.005054817925717,C,D,1
UK,Bisexual,Muslim,Both,E,86.92467461945562,56.16697811211687,-1.9362330692796474,E,B,0
Other,Homosexual,Other,Yes,D,18.322989957707183,-145.75081274311373,10.339730362036468,A,E,0
Brazil,Bisexual,Buddhist,None,C,-16.680874399370403,-142.48915928419387,-255.56941148130767,A,A,1
India,Other,Buddhist,Mental,C,-57.49836020330152,9.519431528489658,-2.4413447417437797,C,B,1
US,Other,Buddhist,Both,A,59.467336725761896,106.31239103407697,111.49366331508523,D,B,0
UK,Bisexual,Jewish,Physical,C,-165.83437997524658,106.95822754749634,-4.915703087290856,C,A,1
UK,Heterosexual,Buddhist,Yes,E,-67.68431259919274,-54.24094717694003,-25.502145270942083,D,B,0
India,Homosexual,Muslim,None,D,-64.47318805636503,-195.85016693549608,19.77598788717934,B,A,0
Other,Heterosexual,Jewish,Yes,A,31.876639822537424,40.75934459971556,-56.0846914863529,D,A,1
China,Homosexual,Jewish,Yes,E,134.30124932583735,-186.33142345223405,-146.23690010155005,A,A,0
Mexico,Bisexual,Other,No,C,87.64057725788584,109.67960792531291,-117.91987824906826,D,E,0
China,Other,Buddhist,Both,B,-93.5215819746328,49.524541523032084,-44.541936150964375,A,A,0
Brazil,Other,Hindu,Both,C,68.53583760292156,-54.486994019421466,-120.7778909820013,B,A,1
China,Heterosexual,None,Both,D,57.173199058595344,16.083604905727235,138.15091677814218,B,A,0
Mexico,Other,Christian,Yes,D,-77.53957382789507,-83.40839544742039,-44.75379286726103,E,D,1
Other,Bisexual,None,None,D,96.6214879468476,-162.94276313049608,14.628691277848205,D,E,0
Other,Bisexual,Buddhist,None,D,-16.16385983052611,129.55518695911616,142.2272904031895,D,D,0
Brazil,Bisexual,Muslim,Yes,E,-108.29779353051501,-63.85546535688722,7.693680254507059,A,E,0
Germany,Other,Muslim,Yes,B,173.8380099361633,161.48617574060228,-55.30528751091977,E,B,1
China,Homosexual,Christian,Mental,D,41.915899570382614,-149.48471186773125,-16.41881511866712,B,A,0
Germany,Homosexual,Muslim,None,E,46.54962434903949,-57.24589172546993,47.525089752812,E,C,0
Mexico,Homosexual,Other,Physical,B,18.02970922201399,13.759929286865496,148.5146557957278,A,A,1
Germany,Homosexual,Christian,Yes,B,62.59191817591315,93.57716893142343,83.39358565922042,A,E,0
Other,Other,Muslim,Yes,B,200.72541681738585,-42.1068935116176,-65.35551659049261,E,B,0
China,Homosexual,Muslim,Physical,B,133.27512088835127,146.39235292724447,172.77442341865589,B,C,0
UK,Homosexual,Hindu,Mental,C,77.52105262647642,-159.7803468614225,19.998995230904264,B,B,0
Mexico,Bisexual,Muslim,Both,E,89.0798342467094,120.08898213026691,-265.8014254771542,C,B,0
Mexico,Homosexual,Muslim,No,C,78.68304431192144,-173.79769608809625,-173.21303287759008,B,A,1
UK,Other,Other,None,A,-57.86040308899999,-29.759173978297998,-154.82308581372388,D,E,0
Germany,Heterosexual,Christian,No,A,121.61962738319893,12.287354592763583,128.77720556081087,A,A,1
India,Other,Hindu,Both,A,77.01392279429396,78.3944881260958,-93.59545686847173,E,A,1
Mexico,Homosexual,Hindu,Mental,B,-101.87670258689236,-30.705974061519154,92.71486853380566,D,D,1
Germany,Bisexual,None,Both,E,-15.541949740816893,58.80520766484937,99.30317345153045,E,D,0
Mexico,Other,Christian,Both,A,-127.57802072337125,62.508780677477496,18.391382966415843,C,E,0
Mexico,Homosexual,Jewish,Physical,B,-71.70326907126827,45.97429288199333,-87.56560007789294,A,E,1
UK,Bisexual,Hindu,Both,C,34.08976148145376,-150.01143368716833,13.023964646163911,B,B,1
Germany,Other,None,Mental,E,88.9612301027974,68.83772358824231,57.999435976350355,D,A,0
Other,Bisexual,Other,Yes,C,-54.842339745907296,176.2075192328693,-86.20266860925942,C,A,1
Germany,Other,None,No,C,-112.74388627314038,24.792277615269235,46.17539196301524,A,C,0
Mexico,Heterosexual,Other,Mental,C,3.4316378832542016,-34.603533334969846,-0.5594474623956041,D,E,0
China,Other,Buddhist,Both,C,110.66224887646325,66.55212402926011,51.88509146471477,E,A,1
UK,Bisexual,Buddhist,Physical,E,36.793919352991594,-55.44322794965417,-121.87225043534333,C,C,0
US,Other,Muslim,Both,B,-211.121917385009,196.28536523857082,-51.5386233331813,C,D,0
UK,Other,Muslim,No,A,86.30164230221311,-74.19175589440702,10.630518398043034,D,E,0
India,Heterosexual,Other,None,E,-42.52412788239761,-150.9715435176876,60.64100767151665,E,A,0
US,Other,Muslim,Both,A,-48.498986617214555,88.13094318382063,111.38394173408388,E,B,0
UK,Bisexual,Other,Yes,D,-9.402340949947156,-233.27655842066974,10.136089874503087,D,E,1
India,Homosexual,Other,Both,E,49.39056525704376,114.68232022226424,-1.5612664671210534,C,D,0
Brazil,Bisexual,Jewish,Physical,B,19.84256065042195,196.95519726403523,124.34817945609626,E,D,0
India,Bisexual,Other,Both,D,-77.6325046004884,96.41264996462904,-22.428314524540056,A,A,0
UK,Other,Hindu,Physical,A,-22.170355373261774,82.10720671487336,-37.41619721787196,A,E,1
UK,Other,Christian,Physical,E,82.3872502994859,3.0724879771220017,-62.70012900129801,E,B,1
Germany,Other,Christian,None,C,86.1589483066305,-56.27183866429165,4.428391103223341,B,A,0
Germany,Homosexual,None,Yes,D,106.4677176076066,52.06441705432212,-154.6649992177816,B,D,1
India,Bisexual,Jewish,Physical,E,-39.201108175059964,149.78610919019988,-75.00125814299112,B,B,1
Germany,Bisexual,Other,Physical,D,-29.246451915889228,-160.44203357951304,-144.02064494702987,E,E,0
Germany,Bisexual,Buddhist,None,C,-20.27792271198205,69.1095382999082,42.41201504095244,C,D,0
UK,Bisexual,Muslim,No,D,146.16379743624526,-40.1277666184523,45.73211925513239,D,B,0
Other,Heterosexual,Muslim,Physical,E,-107.32010921562565,3.581009040216385,-74.9118598055945,B,C,1
UK,Other,Other,Physical,C,-69.1186187212688,-146.06493751241945,36.09950045114355,C,C,1
US,Other,Other,Yes,B,210.12091753982153,-47.2118265146308,76.87868620434915,B,D,1
US,Heterosexual,None,None,D,-7.844503773030945,129.61850514882892,111.29976901292808,E,B,1
UK,Heterosexual,Hindu,Physical,C,148.38030840317037,-110.76252980273473,-117.5692037929938,E,A,1
UK,Bisexual,Muslim,Yes,B,57.08551264269013,58.111031003451394,152.0383419681002,D,A,0
Other,Bisexual,Christian,None,C,108.24611544432538,-107.12864256504501,79.3124647336736,D,D,0
Germany,Heterosexual,Hindu,Physical,B,-42.35409674901283,-163.25145855190738,83.75657223780546,B,D,0
