religion,birth_year,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Jewish,43,Both,Other,D,-177.31381031637213,E,A,D,1
Other,94,No,Heterosexual,D,-107.7390572039574,C,E,A,1
Jewish,70,None,Heterosexual,C,98.69945424433679,B,A,D,0
Other,97,Both,Bisexual,B,48.41661225976311,A,C,C,0
None,82,Mental,Bisexual,B,37.26982137625908,A,C,D,0
Christian,45,None,Heterosexual,B,17.497194421213667,D,E,A,1
Other,65,Yes,Bisexual,A,-56.1333393596168,A,E,E,0
Jewish,76,Both,Heterosexual,E,16.481948314589562,D,D,D,0
Muslim,20,No,Other,D,-39.15879266900256,E,D,D,1
Muslim,29,Both,Homosexual,B,-46.24387386141553,D,D,D,1
Muslim,53,None,Heterosexual,D,10.896937712626187,C,A,A,1
Christian,24,Physical,Homosexual,A,-38.62360960357509,A,D,A,0
Hindu,36,Mental,Other,A,-75.1147479366478,A,E,A,0
Christian,48,Yes,Homosexual,A,-33.86056572776751,A,E,E,0
Other,93,Physical,Heterosexual,D,-9.700276877012955,E,B,A,0
Buddhist,23,Mental,Homosexual,E,-217.7119242742249,E,E,E,0
Jewish,19,Both,Bisexual,C,32.89157657160224,A,C,D,0
Hindu,82,None,Heterosexual,B,100.67718331382052,A,D,A,0
Muslim,69,Both,Heterosexual,B,62.40697016280521,D,A,A,1
Muslim,45,Yes,Bisexual,C,80.73121139829676,B,C,E,0
Christian,96,Physical,Homosexual,C,-121.51251925345552,A,D,C,1
None,87,Physical,Bisexual,D,-89.9028550358183,A,E,B,0
Hindu,74,Mental,Heterosexual,C,52.89967355555649,C,D,B,1
None,85,Both,Heterosexual,B,-44.001744676997546,C,A,A,1
Muslim,19,No,Heterosexual,C,46.13324528864011,C,B,B,1
Buddhist,92,Both,Bisexual,A,-19.584468404338615,D,B,E,0
Muslim,88,Yes,Bisexual,B,-126.0766697605402,D,E,A,0
Christian,41,No,Homosexual,C,50.664321833249474,B,A,B,0
Jewish,87,Physical,Bisexual,D,19.197832068349992,B,E,C,0
None,87,Both,Homosexual,B,-103.83169868490658,D,C,E,0
Buddhist,38,Yes,Homosexual,C,59.79161878305776,B,C,A,0
Jewish,27,Physical,Other,E,-97.8453230020616,B,D,B,1
Muslim,66,Physical,Other,E,-14.6949264852298,C,E,C,1
Christian,42,Mental,Homosexual,B,11.156528270976233,A,A,A,1
Muslim,79,Physical,Homosexual,C,-3.432747166830198,D,C,C,0
Christian,71,Mental,Other,A,-48.473367906041446,D,B,A,0
Christian,98,Yes,Homosexual,C,169.30091994615523,E,B,B,0
Buddhist,22,Both,Heterosexual,B,70.20794067657683,B,E,A,1
Other,92,Physical,Bisexual,E,-55.96748561073912,B,E,B,0
Other,35,Mental,Homosexual,D,-65.98481320189748,A,E,C,0
Christian,32,Yes,Other,C,35.492269786195315,D,D,D,1
Buddhist,27,No,Bisexual,D,-6.469321968427584,E,B,C,1
Jewish,27,Yes,Bisexual,E,59.64860585202526,C,E,A,1
Christian,46,Mental,Bisexual,A,23.15596043400667,B,B,A,1
Buddhist,79,Both,Bisexual,A,-66.79504633950928,D,B,B,0
Other,24,None,Other,D,-75.43777038623324,E,A,D,0
Muslim,32,Physical,Bisexual,C,189.40494947342268,E,D,D,0
Hindu,60,Mental,Bisexual,C,177.47128577353902,C,A,A,0
Other,46,Yes,Heterosexual,A,32.274292576018645,C,C,B,0
Jewish,43,Mental,Heterosexual,E,-77.48747182979213,D,A,D,1
Jewish,37,Yes,Other,C,17.678498060171492,A,E,B,0
Christian,23,None,Bisexual,E,18.03745795254571,D,C,B,0
Buddhist,92,None,Homosexual,B,110.02677473906375,E,C,A,0
Jewish,44,Physical,Heterosexual,A,-140.11254540356651,A,E,B,0
None,39,None,Homosexual,E,117.81791084329937,B,D,E,0
Hindu,31,None,Bisexual,E,-52.937148139315816,D,E,B,1
None,61,None,Other,D,63.75632879765951,A,B,E,1
Hindu,25,No,Homosexual,D,68.91588840896823,D,E,B,1
Buddhist,78,Physical,Heterosexual,E,51.46946525041168,D,B,A,1
Hindu,36,None,Homosexual,E,-12.64415133040785,B,C,C,1
Muslim,61,Yes,Homosexual,A,-175.04816476631868,D,D,D,0
Muslim,18,Mental,Heterosexual,C,-5.736868561806228,A,D,D,0
None,94,Yes,Heterosexual,D,-13.886102159640748,D,C,D,1
Other,28,Yes,Homosexual,E,121.06804790956562,B,E,C,1
Hindu,97,None,Other,E,25.339880936206356,B,B,E,0
Jewish,81,No,Other,A,26.358580734819302,D,A,C,0
Hindu,88,Physical,Homosexual,C,-94.78214269893242,B,D,B,1
