AgeGroup,married,nation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,target
18-25,Single,Germany,Yes,-151.34448010920835,E,C,A,28.7933151717263,0
26-35,Widowed,UK,No,-16.961582577195657,E,B,A,-171.87584933616228,0
26-35,Widowed,UK,Yes,39.858963192714725,C,D,B,126.94831791195342,0
18-25,Single,India,Non-Veteran,-6.019194612927778,A,B,C,64.3038100255642,1
36-50,Divorced,Brazil,Veteran,79.5326811157169,C,E,C,-15.044324246248438,1
36-50,Divorced,China,Yes,-90.38628930094933,C,E,C,62.983845752741644,0
18-25,Widowed,Other,No,11.763938499335433,B,E,D,169.82294865249057,1
65+,Single,UK,Non-Veteran,-45.336665288005065,D,E,E,90.15330063354418,0
65+,Married,UK,Veteran,-4.228538621908203,E,C,C,-17.2456996348036,1
18-25,Married,Brazil,No,89.45192626718868,C,C,B,-1.6335158336730615,0
26-35,Married,Other,Non-Veteran,73.79411145357116,E,D,D,-103.82336576329737,0
65+,Divorced,Brazil,Yes,-10.844910203518902,E,A,A,56.528284811756905,0
18-25,Divorced,Other,Non-Veteran,-14.3054924592806,A,A,C,119.51090501655119,1
51-65,Married,Mexico,Veteran,180.07907118004968,B,D,D,35.902781904663556,1
26-35,Single,China,Non-Veteran,-7.522893951889419,C,B,A,-37.06380299789223,1
65+,Divorced,UK,Yes,16.08055460608769,A,D,A,-8.558637859875157,1
36-50,Divorced,China,Veteran,-119.32843874632991,D,E,B,-44.51843804618532,1
18-25,Married,UK,Non-Veteran,160.4547008402262,A,B,A,14.11092012704114,1
51-65,Single,US,Veteran,0.4813222266779902,E,C,A,-34.75405038432118,1
36-50,Widowed,India,Non-Veteran,44.04183853613565,E,D,D,104.43152665061383,0
65+,Single,UK,Non-Veteran,-138.75776386845482,D,A,C,-111.18744537806225,0
26-35,Divorced,China,Yes,10.586064096977674,C,A,D,-88.99758491858645,1
51-65,Widowed,China,Non-Veteran,7.670819150100485,C,C,B,38.28422970323192,1
18-25,Widowed,China,No,89.4314596986837,D,B,B,-99.04275643882882,0
65+,Married,Germany,Veteran,-83.8579233109924,E,A,B,-55.21866476231536,0
65+,Married,US,Non-Veteran,-43.542102021253164,D,A,E,127.59145147389424,1
36-50,Single,UK,Yes,63.06548631267365,A,A,C,-147.8267125974767,1
18-25,Single,Other,Yes,-0.07475151040623779,A,E,C,96.7901279269123,0
26-35,Widowed,UK,Yes,14.561442228295842,E,A,B,59.77748232180314,1
26-35,Divorced,India,Veteran,31.337084287146677,A,D,B,56.56606123141829,0
18-25,Divorced,Germany,Non-Veteran,156.09131944189153,A,A,C,-60.18282629229267,1
65+,Widowed,UK,No,2.342351250569027,C,D,B,124.95737598769061,0
18-25,Married,Mexico,No,-22.44205440616502,D,C,B,-109.14831293507581,1
26-35,Divorced,Other,No,13.26150859922387,A,A,D,44.76954033115629,0
26-35,Widowed,Mexico,No,-77.27893745334327,B,B,C,-37.82682024667571,1
65+,Widowed,China,Non-Veteran,-14.06363234625799,C,C,C,76.84995198685351,0
36-50,Married,Brazil,Veteran,-34.94237178084093,A,C,D,-115.52172871061994,0
36-50,Divorced,India,Non-Veteran,72.61369110509732,D,A,D,-106.9853728759081,0
65+,Single,India,Yes,91.8230587790303,E,D,A,23.008369849140074,0
36-50,Married,Germany,Veteran,112.8381769656897,D,B,A,-5.575403559697378,1
36-50,Divorced,Germany,Non-Veteran,25.088487864334123,C,E,A,-136.42486649443327,0
26-35,Divorced,Mexico,Yes,-32.60147714479953,E,C,B,171.85047018117413,1
36-50,Divorced,Germany,Non-Veteran,-15.429187199510446,C,D,B,53.54510944498811,1
36-50,Widowed,Other,Non-Veteran,12.107717712259364,C,E,C,4.391370855244808,1
51-65,Widowed,UK,Veteran,-123.46498210071657,C,D,D,81.54431917865249,0
65+,Divorced,China,No,-94.32456389908663,B,E,B,-3.5239500453570196,1
36-50,Widowed,Other,Veteran,-156.56686422950116,E,E,A,66.44483054880517,0
51-65,Single,US,Yes,-0.79922071653131,A,B,E,28.61255697080129,1
18-25,Married,UK,Non-Veteran,-61.9379660255878,A,C,A,-132.50212332723595,0
26-35,Married,US,Veteran,3.703121218913309,E,C,B,15.205134037997253,0
36-50,Single,India,Yes,57.53424678150064,E,C,B,99.45247801054431,0
51-65,Divorced,US,Yes,123.07541584143051,B,B,B,-146.15833414809714,0
65+,Single,US,No,-26.051851018653792,A,C,B,90.07093021370947,1
36-50,Married,US,Non-Veteran,-137.66108731975672,E,E,B,14.44365266673375,1
26-35,Divorced,UK,Non-Veteran,126.14376749616459,D,A,E,-62.446374800660905,0
65+,Widowed,US,Non-Veteran,11.680216879907022,E,B,B,-78.19620363261997,1
36-50,Married,Other,No,65.38196264280396,E,E,C,52.98524105704091,1
26-35,Widowed,US,Non-Veteran,-97.91469297983136,E,D,A,8.465546838836243,0
18-25,Single,Mexico,Non-Veteran,-84.05711601413961,D,D,A,-73.69264782219275,0
26-35,Divorced,Mexico,Non-Veteran,6.652910871475097,B,B,E,-184.0650211662463,0
65+,Divorced,China,Yes,-119.09081035880693,E,A,B,45.6012683659155,0
18-25,Married,Other,Veteran,65.386200468918,C,E,E,25.971721714116285,1
18-25,Divorced,Mexico,Yes,-36.42889542545002,B,D,E,17.568119847914907,0
36-50,Widowed,China,Veteran,-73.57616144662838,C,D,A,-42.540046332584595,0
65+,Married,Brazil,Veteran,-49.862001513528064,A,E,E,-106.2785935915721,1
36-50,Divorced,US,Yes,37.94370078944673,C,E,B,90.22166132368667,0
51-65,Divorced,Germany,Veteran,2.1622637066971038,C,A,B,-105.49012939447945,1
26-35,Widowed,Germany,Yes,-117.00388781757272,E,D,E,-223.12721846221248,0
65+,Divorced,India,Veteran,39.45743320807384,E,C,D,50.8130570670837,0
18-25,Widowed,UK,Non-Veteran,-104.38768776539393,C,C,C,1.3654029732197537,1
36-50,Single,China,Non-Veteran,79.3606619116338,C,E,E,26.60250613190626,0
65+,Single,India,Veteran,-52.95614206310788,C,B,E,16.20617412778532,0
26-35,Married,India,No,-173.2155396966278,A,C,A,-59.14698521860187,1
26-35,Single,India,Non-Veteran,-131.37612371839228,A,B,D,-174.19554474680328,0
51-65,Married,UK,No,46.71659518437906,B,C,C,-60.8869554707738,0
26-35,Divorced,India,No,37.74826595165249,C,C,D,-161.4164539716116,1
51-65,Divorced,UK,No,58.118308454237,C,C,B,180.50510611892776,0
65+,Divorced,Other,Non-Veteran,45.129275186583286,E,B,C,-15.138584508647767,1
26-35,Widowed,US,Non-Veteran,66.67955192730018,D,A,E,-54.91497713889238,1
51-65,Divorced,Other,No,6.3372919302566775,C,E,A,-88.50601741129144,1
26-35,Widowed,US,No,6.070572192935209,D,A,A,-116.63769018665559,0
26-35,Divorced,India,Veteran,52.82451196984801,B,B,B,74.37241265741176,0
65+,Divorced,Other,Veteran,64.02551381784343,E,C,C,107.86484305551835,1
18-25,Widowed,Mexico,No,382.6394063814877,E,E,D,-9.218511917213776,1
65+,Single,Brazil,Non-Veteran,-107.59414669238329,B,B,C,-57.57029665141986,0
65+,Widowed,Brazil,Non-Veteran,85.41794051634578,D,A,D,12.582222787107206,1
36-50,Married,Other,Yes,-7.168738138078645,B,E,D,-146.48412154013624,1
18-25,Divorced,China,Veteran,78.21617202238292,E,E,E,93.51996254402826,1
51-65,Married,India,Veteran,-131.64602395994677,C,D,A,209.84934404561426,0
26-35,Single,Mexico,Non-Veteran,-98.28984996697955,E,B,C,-29.684268235478072,0
18-25,Divorced,China,Yes,-26.206325382238415,B,C,D,40.18629537911867,0
26-35,Single,Other,Non-Veteran,-16.721912572572876,A,D,E,-38.35990845723864,1
51-65,Married,UK,Veteran,-31.590081160250715,E,A,A,106.01821073011834,1
51-65,Married,Germany,Non-Veteran,-168.40834912319644,A,D,A,-45.13938173534,1
36-50,Divorced,US,Veteran,-148.71220290483492,E,B,E,159.80950600612923,0
18-25,Divorced,India,Yes,-75.88203621847084,D,B,C,-12.633054449943348,0
65+,Single,US,No,-176.60132944996028,E,E,D,-101.49863858723572,0
26-35,Married,China,Yes,24.451420579520892,B,E,A,-3.5279765497810236,0
18-25,Single,UK,Veteran,-74.09344204727735,C,D,E,-150.28115729129834,0
65+,Widowed,China,Yes,31.957825422536633,D,A,D,136.8834411519488,0
18-25,Married,Germany,Yes,42.89206501826677,C,B,C,26.522112561922867,1
65+,Divorced,Mexico,Yes,132.15154873123439,D,B,C,-120.42103467962717,0
65+,Single,Germany,No,17.598675020726226,C,D,E,20.408881501260478,0
26-35,Divorced,UK,Yes,107.93760548256634,D,E,B,61.16206217713448,0
18-25,Widowed,China,Non-Veteran,69.7619188206209,C,E,B,-53.03620096765237,0
65+,Married,Brazil,No,16.30156728926817,A,D,A,1.7145480989636646,0
26-35,Married,China,No,-112.38527110971023,A,C,A,129.76031954302047,1
36-50,Widowed,Germany,No,24.735230939193702,B,D,E,-75.76273280499271,1
36-50,Single,Mexico,Non-Veteran,-105.78917997541899,C,E,C,112.69308088423942,0
36-50,Single,US,No,-72.50803343208898,B,E,D,67.04282343754257,0
51-65,Single,UK,Veteran,74.32377633901851,D,E,A,-130.12853180461386,1
51-65,Divorced,US,No,163.7461232677994,E,C,A,-43.63362392166174,1
36-50,Married,US,Yes,-47.105241030585155,C,C,B,-41.60330976731784,1
36-50,Married,Other,Veteran,20.704443199939533,B,D,D,-23.29969917058139,1
36-50,Married,US,Yes,100.65453123502483,A,D,D,-104.69807457388785,0
51-65,Widowed,China,Non-Veteran,-108.06712835077053,E,E,E,129.98004588075443,1
51-65,Widowed,India,Yes,23.93956008845063,D,D,D,-18.007351092912636,1
18-25,Single,Germany,Veteran,-60.97137577313446,E,A,C,29.884626225934273,1
26-35,Married,Brazil,Veteran,129.06766826086042,C,E,D,-6.17617882372219,1
18-25,Single,US,No,77.92517562484441,D,E,B,94.49155505568456,1
26-35,Divorced,Other,Veteran,47.217002957031816,D,E,D,84.87167642346016,1
36-50,Single,Germany,No,-88.78099205161747,D,E,A,156.84871515159077,1
51-65,Divorced,US,No,43.38686235497533,D,D,B,158.76522029126048,0
26-35,Married,Other,No,-32.98558002694639,C,C,C,-53.232736468816,1
26-35,Married,Germany,No,156.70229097130226,A,C,C,-16.789831937558215,0
18-25,Single,US,Veteran,227.29878063695958,B,E,D,-150.63843266410262,0
65+,Single,Brazil,No,-49.391851496881124,C,B,D,59.59867653924944,1
36-50,Divorced,Brazil,Non-Veteran,-92.1256594058625,D,D,D,-27.354994998645815,1
26-35,Married,Other,Non-Veteran,138.41371039221812,E,A,D,-138.04776752414787,1
26-35,Married,India,Veteran,9.062451982033078,B,A,C,-222.63270611539454,1
65+,Married,Mexico,Veteran,73.89152015730494,B,A,D,-79.28591129171963,1
26-35,Single,Brazil,No,-30.19201104161317,A,A,D,-38.6605312952886,1
18-25,Single,Other,Veteran,103.63778050125549,E,D,A,-37.26018829226199,0
26-35,Single,Brazil,Veteran,-71.78271244364772,D,C,D,64.19867400235843,0
26-35,Widowed,Other,Non-Veteran,116.39364819534181,B,A,C,-133.2717924318184,1
26-35,Single,UK,No,-89.06875302806476,A,E,C,48.70477149984968,0
18-25,Married,Other,Yes,131.60558563377018,E,D,A,69.64294707554805,1
26-35,Widowed,US,Yes,-123.91154372761252,C,E,A,77.98977507537961,1
18-25,Married,UK,No,-15.966559338037554,B,A,D,-33.23822880269684,1
65+,Married,China,No,24.859745408779517,C,B,C,112.05732586405188,0
36-50,Married,US,No,78.86058905281006,B,D,B,-23.295115051631367,1
65+,Single,Brazil,Veteran,96.64275257090114,C,C,E,41.92886250201767,1
36-50,Widowed,Other,No,-41.06270403572538,E,B,E,11.051911388100345,0
26-35,Married,US,No,-65.9883866716774,B,B,E,-99.52984488455931,1
51-65,Widowed,Brazil,Veteran,-124.92290520310685,E,C,D,-65.23468296062717,0
51-65,Widowed,India,Yes,92.17197056765302,B,E,A,-38.63601906680488,1
26-35,Single,Brazil,Yes,-5.824347069636674,C,C,E,-71.05302773378834,1
18-25,Married,India,No,-62.83027639599103,A,E,C,-98.81487155185401,0
65+,Married,UK,Yes,-1.15511614771572,C,C,A,-77.86717205894534,0
65+,Widowed,Other,Yes,81.97475436675423,C,D,D,61.67215562196526,1
51-65,Divorced,UK,Non-Veteran,21.96680785776989,D,D,E,-169.78952774339032,0
26-35,Married,Brazil,Yes,50.58030706429214,D,B,D,-6.463612193046217,1
18-25,Divorced,Germany,No,15.132697529919175,D,C,E,123.01745147581504,1
18-25,Single,US,Non-Veteran,54.47655333875006,A,D,C,-153.61965174212716,1
51-65,Single,Brazil,Veteran,111.19163409642967,A,B,A,-39.59904865474661,0
65+,Widowed,UK,Yes,65.27551260477381,C,C,C,-59.24417031695847,0
51-65,Widowed,Mexico,No,58.043391984519964,E,D,A,-64.9445407347296,0
51-65,Widowed,China,Veteran,-60.68239677846782,C,D,B,-17.213180333489,1
65+,Widowed,UK,Veteran,42.19512583116112,C,D,B,195.93370190216274,1
26-35,Married,China,No,-15.518429184122418,E,A,D,-95.3438038587915,1
18-25,Widowed,UK,No,-0.08192335561555011,A,A,C,272.7414797602553,1
18-25,Single,India,Yes,-159.0163621494825,D,C,A,-126.55865572988223,0
26-35,Single,China,Yes,57.460717318639375,A,D,A,-184.7872253095906,1
51-65,Married,India,No,-45.773708050982606,A,B,E,4.234624124627275,0
65+,Married,India,Yes,73.20157366678231,E,D,A,16.019088051022013,0
36-50,Widowed,India,Veteran,22.307907401693452,B,A,A,-38.417789394142,0
36-50,Single,Brazil,Veteran,-67.67371219086202,C,C,B,54.34898167975878,0
36-50,Divorced,US,Non-Veteran,54.015035003448055,A,E,C,103.99569544448595,1
51-65,Divorced,Germany,No,-98.82884265170769,E,D,D,-90.79249158224123,0
36-50,Divorced,Germany,No,141.3739486566024,A,C,A,47.37332628609844,0
18-25,Widowed,Brazil,Veteran,-53.4787755997165,B,E,C,74.12111979851586,1
51-65,Married,India,Non-Veteran,36.42196248590193,C,E,A,127.25859559273447,0
36-50,Divorced,Brazil,Non-Veteran,118.72803930185272,C,B,C,-115.44649437959913,1
65+,Single,India,Veteran,4.399653899474307,E,E,D,-29.76837397325755,1
51-65,Widowed,Germany,Veteran,6.6094513932984365,D,C,E,17.170387350969577,1
18-25,Married,Other,Yes,-88.97160124688848,E,B,D,122.37073365653717,0
51-65,Married,US,No,-20.532729544466143,C,C,C,5.309953019704191,1
18-25,Divorced,Other,Veteran,2.7259270267597295,D,C,B,42.898791778780904,0
18-25,Divorced,US,Yes,67.78100841107621,B,C,B,-123.79806857798926,0
36-50,Single,Brazil,Yes,-171.8158361937298,E,C,B,232.21128933241698,0
51-65,Widowed,Other,Yes,29.487988114809273,A,C,B,-82.72846733759216,0
51-65,Widowed,UK,Veteran,-54.772569760199275,E,D,A,-161.74708285976428,1
26-35,Divorced,China,Non-Veteran,1.8436513091544866,B,D,C,32.17759932644996,0
36-50,Widowed,Brazil,Yes,23.926116157901326,C,B,C,-11.530442222747327,0
26-35,Married,Germany,Veteran,-95.83042534624295,E,B,D,250.2702771428718,1
18-25,Married,Germany,No,-60.05145877865212,B,A,B,-176.86311048077215,0
26-35,Single,US,Non-Veteran,-27.87537395407312,C,D,B,-163.8075447778697,1
18-25,Married,UK,No,177.98489415454006,C,E,D,32.352834323243975,0
36-50,Widowed,Other,No,-100.212982232025,A,D,E,65.24937850271667,0
26-35,Married,China,Yes,-25.536373951600215,C,B,E,-78.07511046267928,1
36-50,Single,Brazil,No,164.20290963614005,B,E,A,138.86407228793166,0
26-35,Married,Germany,Veteran,45.1210285048763,A,B,E,-14.396773744423882,0
26-35,Widowed,China,Veteran,89.00076642403047,B,C,B,1.7136106390876107,0
26-35,Widowed,Mexico,Yes,-80.63782784173141,D,C,A,-189.0715387174669,1
18-25,Single,Other,Veteran,-7.438397583615688,D,E,B,-74.0796383422599,0
36-50,Married,Germany,Yes,-101.61226372342351,C,D,C,65.26766965165717,0
65+,Divorced,Germany,Non-Veteran,5.03274571157545,B,B,D,93.4339972559512,0
36-50,Married,Brazil,Non-Veteran,-37.618288447222845,E,C,C,66.38333982046987,0
26-35,Divorced,Other,Yes,60.70535711935619,A,D,A,-152.5867066783625,1
18-25,Single,US,Yes,76.59119828217025,A,A,B,136.5677101258896,1
51-65,Divorced,Other,Yes,-12.206848335307987,E,E,E,-6.21080930597883,1
18-25,Divorced,Mexico,Veteran,36.211726170083445,D,C,E,136.60534870025845,0
26-35,Divorced,China,Non-Veteran,-43.07321927990897,A,C,D,110.77293376080293,1
65+,Widowed,Other,Non-Veteran,-81.67686125055634,D,E,A,-103.92975272354587,0
18-25,Single,Mexico,Yes,-0.7459089721887977,D,A,C,-76.5941465097026,1
26-35,Married,Germany,No,-51.23521921813972,C,D,C,184.81497614908517,0
51-65,Widowed,China,Non-Veteran,77.475390379257,E,E,C,-32.838211036101306,0
36-50,Single,US,Yes,86.60826207805555,D,E,E,-1.5774033774833995,0
65+,Single,China,No,-125.43946447789025,B,C,A,88.3613296289718,1
36-50,Single,Germany,Veteran,101.86886668105493,C,D,B,21.77243855590579,0
36-50,Married,US,No,-93.42989541700707,C,E,C,-36.45614732837785,0
36-50,Widowed,UK,Veteran,-104.30557914239427,D,E,C,8.933808961676343,1
18-25,Single,India,Veteran,-11.171086735229508,A,B,A,-35.99356173337464,0
65+,Married,India,Yes,33.08866171471961,C,D,B,-31.534849125010805,0
65+,Divorced,Mexico,Yes,91.37468561699835,A,D,D,-6.6910078877671575,1
65+,Single,India,Yes,29.81024581631411,E,B,A,-114.65819310390314,1
18-25,Divorced,Brazil,No,30.03456092067669,D,D,B,209.31287053753175,1
18-25,Widowed,Mexico,Non-Veteran,124.00397380854503,D,E,A,2.815312211783504,0
18-25,Widowed,UK,Veteran,-1.5833959508512672,C,A,C,-3.2019301796647026,1
51-65,Single,Germany,No,-21.37867082405815,A,E,D,115.10088846636603,1
26-35,Widowed,Brazil,No,205.966196429392,B,A,C,-84.8132620767049,1
18-25,Divorced,UK,No,174.6572260834227,C,C,B,52.60057887100861,1
51-65,Widowed,Germany,No,-68.34850686465711,B,B,C,-15.821483195661143,1
36-50,Single,Mexico,Yes,-107.09942143431618,D,B,B,-165.4967761081096,0
65+,Single,China,No,-28.61441326304144,E,C,A,227.95306158159855,0
26-35,Widowed,Germany,Yes,147.17880552357673,D,B,B,31.185456234789587,0
51-65,Married,Germany,Non-Veteran,27.73083830874351,D,D,D,46.49394906609218,1
18-25,Married,India,Yes,29.61754779509242,D,E,D,-68.90007285198652,0
18-25,Married,Brazil,Yes,-35.8370081329242,E,D,B,-151.22322921248676,0
36-50,Widowed,China,Yes,73.6151182747288,B,E,E,-64.11189244640134,1
51-65,Divorced,US,Veteran,-149.48968695316657,C,A,E,-11.746754908102087,1
26-35,Single,China,No,30.630508332819105,C,A,A,153.04268704240357,0
26-35,Widowed,Other,Non-Veteran,-3.2927287254891295,D,A,D,-11.619723084535966,1
18-25,Single,US,Veteran,89.37188287691937,D,E,B,-146.2449500176186,0
26-35,Married,Brazil,Veteran,95.91047633883952,E,C,E,70.1498177612399,1
51-65,Widowed,China,No,13.745731271375883,C,A,D,75.35067975569757,0
18-25,Married,US,Yes,-96.24335063168175,A,B,D,-185.09152541113917,0
51-65,Divorced,Other,No,-51.4312408193089,A,E,A,-175.53214209148535,0
18-25,Married,Mexico,Veteran,109.20377912797072,E,D,E,63.76449014291056,0
36-50,Divorced,China,Yes,-7.329872136553145,A,D,E,-39.05756690933175,1
26-35,Widowed,US,Yes,87.51426834209643,A,B,A,-63.849676502380944,1
51-65,Single,US,No,-78.45103650713648,B,C,A,198.5903462352506,1
51-65,Single,Germany,Non-Veteran,41.044784035251496,E,D,B,-28.284383166544984,1
18-25,Divorced,Other,No,-52.684653222533704,C,E,D,-195.92759841275014,1
18-25,Married,India,Veteran,-65.14560449625054,D,C,C,111.73263924275109,1
26-35,Single,Mexico,Veteran,-68.15215405138841,B,A,B,-111.98902475722738,0
26-35,Widowed,UK,No,41.83155435512209,B,A,E,-140.08691009297388,0
18-25,Divorced,UK,Non-Veteran,141.65357663236495,A,D,C,31.813070662756925,0
26-35,Divorced,China,No,23.15386061626875,C,E,E,-54.326952412034125,0
65+,Single,Mexico,Yes,49.245468162172884,A,D,C,108.59351078935384,1
26-35,Single,Mexico,Veteran,172.903109359933,D,E,E,-121.17561341057788,1
36-50,Single,US,Veteran,-66.02424151304764,E,A,E,37.96672014709678,0
36-50,Widowed,Mexico,Yes,67.72901594818426,B,D,E,90.73822128294073,0
51-65,Widowed,Brazil,Non-Veteran,-62.604899075999796,E,E,E,-74.87917337330894,1
36-50,Married,Brazil,No,59.42053510173817,D,D,B,29.365399084312866,1
36-50,Married,Other,Non-Veteran,-9.71133556221445,A,C,E,-20.77482460828753,1
18-25,Widowed,China,Yes,-99.61077628407338,D,A,B,-142.03187084811864,0
36-50,Single,India,No,81.6168141131635,D,D,B,-11.499187129183355,1
26-35,Widowed,UK,No,14.964885288469823,A,A,E,56.327870166371866,0
26-35,Widowed,China,No,157.09498689453585,A,C,A,-42.19433264853134,1
36-50,Widowed,Mexico,Veteran,-63.66871102159056,D,B,D,-73.64916775470476,1
65+,Divorced,Germany,No,-206.1744816125751,E,D,E,266.9146314919284,0
18-25,Widowed,India,Non-Veteran,-21.365283345416596,E,B,E,81.32410458911004,1
18-25,Single,Brazil,Yes,-135.59753509333007,A,C,B,-35.30243137030749,1
65+,Single,US,Non-Veteran,-19.778446662037773,C,A,C,207.93317210793626,0
51-65,Divorced,Brazil,No,-14.12456731689228,C,C,A,52.35409491038432,1
36-50,Single,Other,Veteran,-16.517501135247148,E,D,B,-144.16200124440536,0
36-50,Widowed,UK,Veteran,-7.425478924599256,C,C,C,-45.717163845567704,1
51-65,Widowed,UK,Yes,-109.11869491185865,B,B,D,-120.15198731467804,0
18-25,Single,Mexico,Veteran,129.11117537764898,C,D,E,23.11020711485032,0
26-35,Divorced,Germany,Veteran,105.97550145853427,B,E,B,-103.30373146834366,1
51-65,Widowed,Germany,No,-165.39769792630338,E,D,E,76.69092732038548,0
18-25,Widowed,India,No,5.608328268882483,A,A,D,57.72880308062766,1
18-25,Widowed,India,Yes,62.073095345648476,C,C,A,186.24893314385088,0
36-50,Divorced,China,Non-Veteran,55.511243950128645,B,B,E,-56.42527862470259,1
65+,Divorced,UK,Veteran,83.39984601449967,E,D,D,115.65091740473848,1
65+,Divorced,Brazil,Non-Veteran,92.60220332335798,E,A,E,-43.182816865391175,1
18-25,Widowed,China,Non-Veteran,-40.804865333829255,D,E,A,122.24670631739085,0
18-25,Married,India,Yes,-66.22377243023058,B,D,D,17.11366778064268,0
36-50,Single,Germany,Non-Veteran,117.07934201984904,B,E,C,99.83402589094125,0
26-35,Divorced,UK,Veteran,54.768772427956634,B,D,B,72.3760643647151,0
18-25,Widowed,China,Non-Veteran,27.10726703443685,D,C,C,-173.92137109583052,1
26-35,Widowed,US,Veteran,-101.3303884234012,C,E,E,237.34898579136524,0
65+,Widowed,US,Non-Veteran,-75.64784846168091,E,A,B,48.595463688331506,1
26-35,Divorced,Brazil,No,66.98910911391475,D,A,A,120.47332504618215,0
36-50,Married,India,Non-Veteran,-11.898694407845852,D,E,C,92.23471285655563,1
51-65,Single,UK,Non-Veteran,-47.72613851422536,C,C,C,80.13967989291393,0
