disability,marital_status,military,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Mental,Married,No,Black,D,-20.30382734464709,A,-29.760474291458,B,-95.15176589901706,-121.12837676412983,B,B,A,149.43216589552614,-108.13327528403383,96.70785117831755,-160.78230256516335,0
No,Widowed,No,Other,A,231.31745517642312,D,-11.963004261434593,E,76.72023605738518,-51.363518513584204,D,C,D,20.92783651944182,59.084805476994916,13.681409515084454,22.14754700670201,1
Yes,Widowed,Non-Veteran,African American,E,88.612613895556,D,11.788089868490626,C,9.002183280837977,-7.162900604095474,D,B,C,77.5255413484305,67.42245570009497,164.08946950245843,72.2231479027542,1
No,Widowed,Yes,Black,E,37.20488213479865,A,-73.12491181070116,B,8.641229847539776,7.748711251441829,E,C,B,-143.74679335062507,139.84791648228602,85.92027760194209,-36.591691036110774,1
Physical,Widowed,Yes,Other,E,-56.90714159397095,A,-100.16896874585316,E,-277.62803590382964,-48.21918796527571,D,C,C,-39.95919588422544,63.08122492719909,42.8731491108649,-73.12837424031122,0
No,Single,Non-Veteran,Asian,C,-49.316741475894936,A,-139.37232985414937,B,229.15321978040714,172.3873283127733,A,C,D,-68.12841661519732,-181.6542384996241,95.18175172810969,-207.9908390105712,0
Physical,Widowed,No,African American,C,6.711425149016686,B,-73.84824250547098,B,-105.59075547667595,110.74181262763946,A,E,D,-188.83945005076367,73.12913473944819,-77.55825060638422,49.74068816853517,1
Physical,Married,No,Other,A,-34.60613402495654,D,202.20290195003355,A,-94.54194556003654,-173.41946762893602,A,B,C,-23.97245013061182,-61.26811221512498,142.7961570250339,-178.35610857983676,1
Mental,Divorced,Veteran,Asian,E,25.506246932488885,C,25.2736910019964,A,133.5674689775884,30.863977033873212,D,E,E,-39.15706724983829,-118.44084339514369,-86.24983179243526,13.429356656959504,1
Both,Single,Yes,Black,E,94.89718180734677,D,-36.21300295442701,A,-189.7343591212919,104.45146770088658,D,A,B,-58.74204447383937,2.2443019620206694,-271.09556927930475,9.643611497737187,1
No,Widowed,Non-Veteran,White,A,116.95103571574094,A,130.47867016809099,C,44.22906974001978,76.30402075251241,B,B,D,-31.343779274033572,-41.038053206416194,-22.48011281143925,-37.48132420619329,0
Yes,Married,Non-Veteran,African American,D,61.49962971717361,A,-59.41488432763114,C,-170.52169329154242,-71.08557845005046,E,C,E,-57.90949040903652,191.66586847183012,2.43562338284848,-76.71781658545204,0
Both,Married,Yes,Hispanic,B,-122.88792752542686,A,-139.49359518318815,A,-29.008251065825508,-53.43965291564795,B,A,D,50.99162585207833,216.41509635260263,39.551716624894595,-67.93672732306145,0
No,Married,Yes,Asian,C,-68.58554006575861,B,-51.62268875193015,D,-69.28711060365859,-4.515382608936439,E,B,C,-89.67688267549036,241.6943806237812,-118.81990393089646,36.908304349042325,0
None,Single,Non-Veteran,White,D,2.7907258973027833,C,65.40119678477585,D,24.79001328947357,109.12372104079724,A,A,E,61.735145063624316,-27.414931920953983,27.522622986973193,133.72521084074415,0
Both,Divorced,Veteran,Hispanic,B,19.847402140645745,B,1.7510054689090386,E,60.144731560927646,53.54296179352019,C,A,E,-92.30308251744229,-61.95881884732321,50.62865780266848,-38.25101921838191,0
Mental,Single,Yes,Asian,E,1.904715290517928,B,11.761617221788175,A,35.18572537624926,-11.84059368564627,C,A,C,-58.45679133290815,-94.16462850892685,44.053086093637866,-30.18468729735433,1
Mental,Widowed,Veteran,Hispanic,D,-27.341663388890584,C,161.1895346933399,A,27.32626680235634,-112.36415211251627,A,C,B,9.149573609059267,121.41182569116415,-10.866434650989842,6.165310744904956,0
Yes,Single,Veteran,African American,C,-94.09545510306336,A,-66.25019908229676,E,19.151994131373563,-48.15953162012067,E,A,A,88.54759317136337,-74.52094619285765,18.55674436731492,-157.81194675336064,1
Yes,Married,Non-Veteran,White,D,108.42921828401066,C,-7.665591072841344,A,40.117933863270416,-8.201853627014769,B,E,C,-127.84160497290873,118.3643361385875,-192.2424563201989,-144.61831149398782,0
No,Married,Veteran,Hispanic,A,9.161632472324017,C,41.11105999794836,C,81.60239799172865,-43.07835331025387,A,C,D,34.824205929518484,23.841201686415157,-3.286432913917293,-41.703674553060765,1
No,Divorced,Veteran,Hispanic,D,75.53289190232405,D,-110.84637949562331,C,-25.67467424741477,112.5645272340569,B,E,E,-90.33496959463602,-31.15187127925161,24.6854123659508,-87.92628573119902,0
Physical,Divorced,Yes,Hispanic,B,32.48405991076293,B,-64.22874212032471,B,13.043724992069428,-46.94816205866066,D,A,E,-45.27816904686606,80.48715619037272,-14.125793673465518,-101.77828408906092,1
No,Divorced,Veteran,Asian,B,-14.842980639238379,C,52.18520838360268,D,-42.537519150623446,-100.33446844290476,B,D,C,-88.28983655207269,73.08400152910234,23.679362070138566,-152.93601092895742,1
No,Widowed,Veteran,African American,C,95.74356843903549,D,-104.49289509887569,C,-54.424854462040564,-60.110862987059875,C,D,C,31.512842136507725,168.29773574871822,185.97383598744128,113.57020634553714,0
None,Married,Non-Veteran,African American,D,-152.83051506146603,C,-77.06741005588721,E,30.43382845754753,-9.52606112845034,C,D,D,147.72768656681907,-4.323066814893238,74.95805611500317,78.2155196339699,1
Both,Married,Veteran,Hispanic,C,-47.297703525646064,D,-147.11868858021907,C,40.507734467983624,-52.78342091661501,D,A,B,-90.75427291630292,170.54257504083105,-283.23368037862986,-10.307659453189524,1
None,Married,No,Black,B,-172.43177455229292,A,34.02042583193302,C,67.52488146092372,25.58771022644662,D,D,C,69.80858840573904,147.01976867112214,-80.9273977061167,56.56188046560384,1
Yes,Divorced,No,Black,A,41.75608884147845,D,-172.013916911445,B,-150.8908149550789,-35.29058468969421,D,C,E,-174.80274642193757,127.23764028753999,38.71191457576055,-66.23083297723166,0
Both,Single,Non-Veteran,African American,D,22.86676019122681,A,21.00370639933249,C,-34.712680701470354,0.7680973344410558,C,B,E,177.2895359245191,-17.02288565730573,-138.00629020153522,157.88806207720745,1
Yes,Divorced,Non-Veteran,Hispanic,E,40.11876767650222,A,-58.38365185270492,D,0.039026284428844246,-26.94643484031664,C,D,E,71.60124618850568,139.30786044007974,-89.36647851112482,12.606345136851077,0
None,Married,Yes,Black,D,-67.77596190013607,D,-164.83603041617366,C,-51.56675467595342,113.5463155401791,E,C,E,-158.3730284862067,113.02679800676205,-39.87704520002386,141.4329886087075,1
Mental,Married,Yes,Asian,B,-123.52683308961348,D,-142.8789529493605,D,-58.48949844156073,-107.45423039957882,D,D,E,27.376778406580787,42.43802721191728,211.29867902268575,178.02392550441158,0
Yes,Widowed,Non-Veteran,Asian,C,-114.56370200598158,D,40.30129745567857,A,-0.2983863498261384,41.70474012170792,E,D,D,199.87340939158767,5.228901160805889,157.6677292001899,148.41983272387907,1
Physical,Divorced,Yes,White,C,73.10448026909043,E,-28.88890681161147,B,-37.81019005146435,42.14250511910392,B,C,C,68.72513800155632,-138.85994746539146,7.929165142272629,-16.58882667492349,1
No,Widowed,Non-Veteran,African American,D,24.457858036800808,B,21.525489517293728,D,80.19989004558599,-0.2208745657395669,B,A,A,-15.511065928568819,-48.30323146553929,-89.86707276726291,12.921574151460105,0
Physical,Divorced,No,Asian,C,57.154201481059886,C,-150.80438643262605,E,-51.16096279707424,-0.8050524225746786,C,B,C,32.141476829786754,-232.4119047737771,68.14274054199123,50.08515666180578,0
Both,Divorced,Veteran,Other,A,-228.93768957805833,D,1.9709688001052403,C,-110.50988537606143,37.6048534265979,E,E,D,-42.62799165752924,68.87604408095272,152.91067742175036,-168.55214197253807,0
Both,Single,No,Hispanic,D,80.08300506368904,A,-86.89842198376701,C,51.24306313575509,-62.07180044645896,C,C,B,8.645554639210205,71.9156929629698,123.73439663510668,80.7706476744952,0
Yes,Widowed,No,White,E,32.26817579447079,B,93.82943687337259,D,-139.28864886331652,28.494653656041464,A,B,A,46.75123036970076,-57.93562771468005,-2.2522143878613905,-5.648307572087321,1
Yes,Married,No,Black,A,-50.47689944803978,E,-162.27543505750288,E,199.22070448775378,-2.6682712906172603,E,E,A,-133.88216527038927,151.65024902948426,82.71905814854972,51.52203560024897,0
Physical,Single,Veteran,African American,B,156.74026315930018,A,-2.2230603002250917,B,-141.41558444886581,66.3194978602706,C,E,A,138.62386549607444,-96.51219729046721,179.60393297140124,38.65698626690962,0
Mental,Widowed,Non-Veteran,Hispanic,B,19.561900355109955,E,-45.088149880120106,C,90.00610937828026,66.36595448716295,A,D,D,10.675841492319718,-185.43108731007695,-24.10521665732332,141.43010480484753,0
Mental,Widowed,Non-Veteran,White,A,36.68973296956194,B,14.201269432005203,E,34.75370197101369,-21.30993304968474,C,A,D,1.6729769703781954,1.3262070560087915,65.2254859774256,122.47484385950209,0
None,Divorced,Yes,White,B,65.92251964114192,C,-41.83610587102733,E,-143.81875354252688,-40.74677377890675,C,C,D,112.02198981387141,-124.58188079080573,111.62005047818104,69.66881768001821,0
Both,Divorced,Yes,White,D,-137.10100070751383,D,154.28022300563697,C,-13.428190351216054,-34.01810448840529,E,D,A,-179.43598553192624,132.21848190549753,49.62665752855106,77.27957973542775,1
Yes,Widowed,Non-Veteran,African American,C,-98.66692608000099,E,63.89467765737873,B,-82.94928490726709,-48.9125957939691,B,E,C,-38.461984818158435,-106.87697443345787,20.530147815073768,-134.28720525768406,1
No,Divorced,No,Asian,D,36.87562150329332,B,-29.743284813321168,B,-141.30043687932536,-45.40120393819315,A,E,B,-106.80122880680194,25.497214613393066,-112.78614923097876,-126.38635725432516,0
No,Single,No,White,E,-93.99809788313861,E,31.757359341538162,D,-64.82666610248755,138.5076835121781,A,A,D,179.19888455781538,29.33414798153389,-180.1258898431306,4.543225957391061,0
None,Widowed,Yes,Other,C,-35.70258402845505,E,-63.874035308814214,C,-17.209591011349236,-56.9280351679868,E,E,C,-175.4128278112566,-38.400346464332856,-213.66821871143426,-41.504764742617624,1
None,Married,No,Hispanic,D,139.25953588824675,B,-106.90167259057885,C,-85.66244419260033,12.678107956340773,E,C,D,-55.22599932539558,-9.179925909889786,-171.0000741106307,-29.209629012993794,0
No,Widowed,No,Other,E,-9.31502360339716,A,-44.77939600981696,C,-210.64917468931932,107.52591993567458,C,A,D,25.435768402023466,13.759735447435137,96.04354229016634,-117.70396683749533,1
Both,Divorced,Non-Veteran,Asian,C,50.82189986054734,C,2.2657930302743807,D,172.7569399964538,57.056240098039765,D,B,A,-103.71824236963924,238.88879427461342,-51.09476315598107,2.295965677801228,1
No,Single,Yes,Other,E,175.89854092551755,E,-87.4413891216516,A,102.86481891578256,-210.14237864725578,A,A,D,75.45278505100363,51.496729318784205,113.33936287222205,-75.03148542827333,0
Yes,Widowed,No,Hispanic,A,-33.33716622407411,D,140.55497553632406,C,-16.168084539242376,-81.87138361397565,B,E,E,-42.77632583954678,11.728903408234,101.14634217548759,-28.908063180971855,0
Mental,Married,Veteran,Hispanic,B,-91.62245692870854,D,-26.571909118868426,D,133.73290546917073,20.13692551041343,D,A,B,-47.39330516173486,148.30446234498012,99.13134829341536,-44.04974472823972,1
None,Widowed,Non-Veteran,Asian,A,46.698030344877196,B,-6.791305069634006,D,-72.1510830391572,28.51943489800572,C,C,C,153.55943027498154,111.87533138120536,-9.891741497376186,19.72413050086992,0
No,Single,No,African American,A,-29.894268116311128,D,-162.18102413671994,E,-84.77414162138744,-17.744522689168626,D,B,E,-40.527069395747,-57.74777138731261,206.55912476887076,106.25660876417544,1
Yes,Single,Non-Veteran,Black,A,-25.66564675078975,C,-150.78822872417553,D,-39.215671020335954,125.11216394373075,A,D,E,-1.0807470937969235,-31.628954379689905,-58.917037838628026,150.843032985414,0
No,Single,Veteran,Other,C,-214.0514055570387,A,-32.695521894697045,C,-176.04399180020718,-30.005818186641015,D,A,C,-42.88525410819484,37.64142274832587,-53.29056947436238,118.23674966187056,0
Yes,Married,Veteran,Hispanic,B,-42.19032314714178,C,-68.58813620489404,A,-43.852040979831166,55.422043400535216,C,E,C,45.85261621756593,233.41908265244783,25.916710661534932,47.4251464740867,0
Both,Divorced,No,Black,B,-120.7696234647438,B,-11.756002247855976,C,109.62822006805146,-76.77430376317525,B,E,D,-34.84519175437628,-25.61474286699706,96.91986630272615,-145.441353271281,1
Physical,Widowed,Yes,Other,C,45.615701642652986,E,-63.487639643502405,B,-43.860263117014256,-109.12671059671936,D,D,B,212.2302458484869,26.879945103935892,-118.78881426335357,-82.52562460993414,0
Physical,Widowed,No,Hispanic,C,57.76608205027847,E,140.04323202368292,B,-36.131717706756575,35.04826886684179,E,C,A,-180.9539533939339,-50.94764429808664,225.69578783596373,-41.97523551257606,1
Physical,Widowed,Veteran,Other,E,-184.6967241665689,C,-55.74221909126133,D,-71.80457588021719,-281.80083682825165,E,B,C,-101.33436996538614,192.13461906384242,-20.74991516079605,-118.7518479270021,0
None,Married,Non-Veteran,Asian,C,-17.115167666761945,B,170.37691641673078,B,41.84684117677656,-145.5530701244161,B,D,A,64.47248624922965,-134.60625502383016,-16.55642727829895,-31.380530790393244,1
Mental,Married,No,Hispanic,B,-47.03527222318017,E,-102.0477548947299,B,150.35995962851362,84.32238577855105,E,B,B,-89.81442555019112,28.31553373704252,167.96904471031394,49.302723360130926,1
Physical,Widowed,Veteran,Asian,A,-33.954963212511416,C,24.810329141991616,D,-70.12725709436612,-16.151138471452043,E,B,A,22.859326341211634,-91.02519123080137,31.576103197605832,32.348302628007566,1
None,Divorced,Veteran,Hispanic,E,-140.55406505869092,A,-127.86270787454146,B,-162.47820839011078,-28.986595711063924,A,D,D,-82.3431274451622,-117.21173630524781,-126.55480024099582,-183.45207653266792,1
None,Married,Non-Veteran,Black,D,-106.13131354953013,D,50.04466653065391,A,-121.96669735989671,-107.63933187601357,E,D,C,-65.68128848780687,-2.2786278798774333,102.4578096900636,160.06037883044453,0
None,Divorced,Non-Veteran,White,E,-153.26295939633903,C,0.014142539233427787,E,-70.4460412527196,-116.70289803785201,D,E,E,-26.33875855980036,169.00369655661763,-161.44842878651596,-7.86669474581993,1
No,Divorced,Veteran,White,D,181.851911936767,E,47.70372050368298,A,85.43041348331141,-73.01298404169899,B,C,A,4.684946056587705,-20.28260128595086,3.8812723002033507,-6.206674385280104,1
Yes,Single,Non-Veteran,Other,D,53.37365067683321,C,-92.0294890303882,E,92.41199738198284,-67.59304056499417,E,B,C,126.44842116227606,-67.81446494025789,90.49071985548706,101.55190169101603,1
Physical,Single,Non-Veteran,Asian,B,32.996443860852345,C,-50.70838814597172,C,128.87471420709545,-48.07350696813951,C,A,B,-144.8642962484481,-92.2668691177715,8.667033691062567,5.4624279650196454,0
No,Married,Veteran,Asian,C,-78.15796521638597,E,158.48718658856137,A,21.641800317027652,-165.11962011264475,E,E,C,-78.79020042431574,130.66396823337246,-87.5900535276392,-51.32894279234026,0
None,Divorced,Non-Veteran,White,A,-57.02504654441891,E,-114.349943006192,B,-8.97716489581729,-108.80952408268816,A,A,A,-135.50240816689148,-185.5168559023694,37.7378938763003,182.85234529651603,0
Physical,Married,Yes,Hispanic,C,-70.41476096506196,B,127.41393374049865,A,-24.552261530899962,-77.92127366903354,C,B,A,-147.808991182506,88.08180470627417,122.99560295998404,-86.67069872689352,1
No,Single,Yes,Other,B,-66.42658878032091,B,-154.12567240754709,E,-93.22444048745369,-121.78274936772107,C,A,B,-57.951323866664694,7.809922783166945,128.96619217358403,-217.66998781801635,1
Yes,Widowed,Veteran,White,B,122.43235041512162,D,123.64359722385699,E,-64.19751682529912,-79.07345841396115,B,C,E,69.10246690698739,107.76009544692357,21.700943750274163,-58.47209670455216,0
Physical,Divorced,No,Hispanic,A,-155.0034844982244,A,192.1794549514228,A,77.64019775728472,-14.568269181721153,C,A,B,-146.02790455573228,68.5445750105892,111.41196992279507,28.048604067393416,0
Yes,Widowed,Non-Veteran,Black,A,-97.58672138720557,B,33.02751614332205,B,-92.47060511400153,78.44837447133712,B,D,D,-64.88560687628598,15.356810157284862,-54.14383629177014,65.06559413466857,1
Both,Divorced,Yes,Other,A,-112.66297769967531,E,-149.50236353437313,D,118.33427148513762,158.82509990612942,D,B,E,-112.66408558327971,-136.95796348136088,30.55531612395455,41.85837938512195,0
Mental,Divorced,Yes,Other,C,-144.3205421735068,D,104.06706344689066,A,-9.862803852890742,4.884207033056154,D,D,C,11.538932842311082,73.63656930360007,-111.82430600607461,-72.61207988610518,0
Both,Single,Veteran,White,A,120.37933538110788,B,-4.90265171199007,A,195.344944797777,-118.01880123410255,C,B,A,136.52720354702214,127.07323880762571,-56.96974050925373,-61.235897908870285,0
Both,Widowed,Non-Veteran,Asian,D,29.6557890848138,E,71.52536970985378,E,209.4554268288912,-84.26323521228394,C,B,C,-63.92181773404918,8.078113029257086,51.91843134377999,-69.86195525635361,0
Yes,Single,Veteran,White,E,-153.40773889249957,E,235.82272714875484,E,-8.759371920332748,163.0499417270179,A,C,A,-249.24755166849786,-70.37536585043883,-56.44304831615429,42.23881669100577,0
Mental,Single,Yes,Black,A,-175.5519849191212,C,-232.47665663079147,D,-64.77770108927,63.52935201253225,B,B,E,-121.00571689947175,-57.63996041267946,-161.98580580165768,-39.46350274153508,0
Mental,Divorced,Non-Veteran,White,D,38.744819857868706,E,118.78966728558417,C,-15.983788518425404,-38.18909057214927,E,A,E,145.94480620811913,-234.9262677599537,-66.33123554461989,118.35254246606006,0
Both,Married,Veteran,African American,C,-85.06644799634923,C,-78.78296450993574,A,30.582169999289775,132.42396251382397,B,B,A,64.70948629786173,-146.26928650742553,-119.40306410043999,-30.64412775607297,0
None,Single,Yes,White,C,163.12416585763037,B,51.789451042592084,D,-53.27657739561945,9.825936501445513,A,D,B,90.71188575874923,-107.55772131220662,-21.574756612949127,121.22351465271488,1
