disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Physical,33,45.660003492001,145.590398098625,-195.45092992755656,A,A,C,1
Mental,96,137.6557205561026,70.99217494733594,-14.036945376195414,B,A,B,1
None,34,82.96727873819421,-58.809752436752994,44.200729113776504,E,B,D,0
Both,98,-5.604701661319257,24.97262877365544,41.61177120377315,E,C,E,1
Physical,21,-184.37938390220182,40.16579418243164,-67.16184441633594,B,A,C,0
Physical,39,8.048795141773784,-24.36699418538083,-52.40210705365417,A,C,A,1
Both,21,-129.4168053696583,44.59464057133745,28.134817134137812,D,E,A,0
None,65,200.9184201132775,-80.56841033075436,185.28084880698992,A,B,A,0
No,42,151.76089378325423,-67.8584753172244,-22.064885923584647,E,D,E,1
Physical,84,-71.32504331261944,-95.25617480323696,-105.08876839821106,A,A,A,1
Both,79,-42.29943257773673,-55.570583784860595,217.9935174960852,E,B,E,1
Yes,48,-5.674609014093361,-52.83467899281851,150.13852519409363,C,E,B,1
Physical,35,145.58083236339087,38.635054403149844,-129.21884317625944,E,D,C,0
Mental,67,-123.55166168148716,68.46228212905426,-36.42304180124286,A,A,A,1
Physical,47,-23.689257070950816,-20.183651215345684,203.06646036050563,A,E,D,0
None,64,164.66272454879962,107.56778285159979,127.64566015835675,B,A,B,1
No,38,-87.29966728454615,-72.88991136702576,31.052200676286144,E,B,C,0
None,55,24.77936077189268,26.115718617125843,-6.308944306434528,B,B,C,0
Physical,35,-6.245223918233393,-71.20031684363673,-160.63775494318858,D,A,E,1
No,22,-149.26659605151755,-118.74106516854015,28.250223309616086,C,D,E,1
No,64,3.758463005007709,68.20459771919467,-64.86077890168052,A,D,C,1
No,88,102.82342520886215,189.32432075656178,18.617478879867654,C,B,B,1
Both,95,40.87645036064897,113.03778712350156,53.01681257972143,D,E,A,0
Mental,76,153.649993220264,-98.54808077183891,-58.33754627208301,E,D,A,1
Yes,59,-79.04136351471415,99.12622489147279,-230.48000946823927,C,A,C,1
Physical,26,-18.61399673896526,-21.76823619848582,-210.5816332325664,D,A,E,1
Yes,35,136.2302935978262,195.83613092580862,157.227225909445,C,C,A,0
Yes,44,117.1648323148146,-84.41282380460295,-42.34887324170145,B,B,A,1
Mental,31,189.30751265790224,98.05009731353364,178.02628388142944,E,D,C,1
No,69,35.460514636013855,-32.50458254184005,-83.18022555078612,B,B,C,0
Yes,85,85.42708828704659,71.83492525243541,-155.3152101839556,B,E,C,0
Both,96,120.5667428403978,-246.6799758624421,27.353300532042223,A,C,E,1
Mental,83,-102.374920511955,-0.36052768933518425,-14.339310125291712,C,B,C,1
Yes,58,-36.89017254872869,2.0523874583245254,-199.53959758021148,D,A,D,0
Mental,74,105.04566066373951,-0.4892115521137246,15.405541360709622,B,B,D,0
Both,93,12.304569645287122,56.95382347182161,-38.98059969508387,A,C,C,0
None,73,159.2449641500679,-27.551751533125866,-64.71766217599881,E,E,D,0
Both,92,131.86530980135527,230.35010907425004,79.47919407825022,B,E,A,1
Yes,94,-266.6963553497194,-63.54144582671225,99.80876766912424,B,B,A,0
Yes,78,-40.486040973955554,98.19230868410781,-9.068718574483,C,D,E,0
None,25,24.577791162567642,22.541497877761714,-19.37687108905223,E,E,A,1
No,52,42.7247106445152,-125.65177216562692,-38.33912676628666,B,C,B,1
Yes,20,-24.020422119145557,-11.716808851933159,-113.05346818525808,E,A,B,1
Mental,84,-148.32679998988328,-59.062980408860966,102.66763268366728,A,D,C,1
Physical,30,134.28148120354354,-46.96051638667263,-48.50926691684598,C,B,D,0
No,43,91.03928528021137,-113.38094968537804,108.84383518914007,C,A,B,0
No,61,-89.89355134273191,-94.49937019596717,99.85367226726932,C,A,A,0
No,92,154.79235607662602,154.95499442435144,72.21680320787863,D,A,B,1
Mental,49,204.2565731293456,-36.533942980980626,-77.97777538143737,B,B,D,1
Mental,88,-169.10998865010694,-8.75225768046194,42.24887238236384,B,A,B,1
Mental,84,-100.48910699924247,-32.03117776592483,-133.94050222735416,D,D,D,0
Both,49,-122.9729254022031,-108.9279375421499,19.59122804944689,E,D,D,0
Physical,45,87.3361520553614,-80.40529093193717,36.34469776661059,E,A,D,0
Both,49,-6.324904651142786,-3.7103287236359708,-4.581871436969612,C,B,A,0
Mental,57,23.567824910026463,114.89807512363521,111.48170339390188,A,C,D,0
Mental,71,-35.16900022589869,6.173195904061363,23.929596593974832,E,E,B,0
Physical,54,120.51360299505873,108.29478142158221,102.63995550544823,C,E,E,0
None,48,16.56189669291486,31.098975869347445,-49.13790137450427,C,C,B,0
None,75,65.2304688943085,118.12758195246644,26.463490607485884,D,C,C,0
Mental,81,173.97685662180825,25.010998136986235,200.09264211357907,E,C,E,0
Physical,39,-160.39720884897554,214.37584753533426,80.93418771746602,A,E,C,0
None,58,-77.91460091252047,-30.583298118451452,50.884911280633006,C,C,C,0
Physical,22,-89.9207297863914,68.08238891821114,-184.7641575391716,A,A,B,1
Both,61,48.48265366004081,-28.646592976225605,2.033999707827307,D,D,D,1
None,45,-18.690610637765218,78.86643045559362,-11.958609866023986,C,C,C,1
Mental,25,-118.17309019545623,19.842580194900844,-40.00239401320365,B,A,E,0
No,32,-27.90389809229022,53.1872614952524,78.96020054795618,C,C,E,1
Yes,76,68.14585597519687,4.97296351215934,-36.919473122928714,D,C,D,1
Physical,73,-78.18294101598855,111.18692724526989,-40.36470781492023,B,C,A,0
None,47,-170.47569991093505,-40.884982965140416,-35.53068750895148,C,E,E,1
No,57,-16.743868724397405,-50.72679460807965,48.18643658603108,A,E,A,0
Physical,60,70.41686934028318,-90.37253094768938,186.26194884267704,E,E,B,1
Mental,57,-156.66969344586553,32.1613098787463,-67.22972532773403,B,A,D,0
Mental,18,-93.33044737394712,40.44578121225459,-25.833361397249167,E,C,A,1
Physical,95,-79.79896693069072,-0.5486725776239376,-5.306007586814272,A,B,B,1
Both,66,-84.00310652699874,-26.72261575701863,-5.711943391395346,B,C,D,1
Mental,77,-198.25229279994733,21.873704914809274,-53.56346382347395,B,C,E,1
Mental,64,132.78750643425715,-6.690291719749221,90.94150396466095,C,D,A,0
Physical,29,117.9482762552849,-73.35934402504127,139.9083728494459,D,B,C,0
Mental,53,215.3158725861472,-83.67037268782946,-158.19611698277006,A,E,E,0
Both,49,46.36252795726294,-10.824133185566962,-15.585397962987907,A,E,D,0
Mental,67,51.313225568551125,-126.99852044895827,-124.96269176112686,A,D,B,1
Physical,47,-99.15421161308441,-4.6109446614939715,-40.03079891036221,C,A,D,1
No,68,-43.85905369152123,123.26270639810801,2.3431583738221096,A,E,B,0
Physical,92,-60.02887481928413,-56.55681891868001,223.86069267264563,C,A,C,1
Both,95,-61.80686134914387,-71.192997783611,-36.191922600889754,D,D,E,1
No,24,-172.7658498362863,-118.98623849277688,66.05513368843607,E,E,D,1
Mental,27,54.17361672979336,173.65939380262273,42.91566271745669,D,D,E,0
None,31,-9.921390239128932,133.8199404434565,-87.4368081585579,E,B,A,0
None,59,114.28534942864216,132.15185807129473,47.27107009672337,A,B,A,1
Mental,46,-145.78748598654772,-139.96273920691834,86.02375577601549,C,A,D,0
No,85,-80.2529802697727,-92.31144474148164,7.8243615302919585,E,A,D,0
Mental,99,-63.65413646822154,40.68209404966092,-18.293679892518046,C,E,E,0
Mental,48,-56.54396443883621,-81.26771430643146,-250.18184859034474,D,C,C,1
Mental,73,33.2109336714655,83.83855269112412,-115.1583297951738,A,D,C,1
No,76,-21.14489830962959,-153.35342618258386,-1.9389896110013165,D,D,D,0
Physical,81,11.141600809568606,-46.545388278901406,52.73298943115917,C,D,C,0
Both,63,92.69137339790629,-1.8445439187975536,-113.62055827926095,C,E,A,0
Physical,79,-123.84990775706872,63.93900580897929,74.42436466682044,B,D,B,0
No,26,-22.856187725833927,238.9926138442135,-55.770512960204776,E,A,B,1
Physical,65,28.558901584738628,10.525242038782258,-144.28234283393098,E,B,A,1
Yes,65,-147.18083295882636,60.193202243954666,214.88804100372602,B,E,B,0
Yes,48,41.816143782678,-30.892685175994465,29.737391359337867,C,E,E,0
Mental,51,132.37158051708516,-8.390293756748788,-23.60092635614078,B,D,D,1
No,43,-130.34803254387512,-134.62284576449898,172.98073157546625,A,C,A,1
Both,98,107.38147373201008,120.9154704104854,84.33203083092376,A,C,D,1
Mental,81,103.07829266214914,-89.97219483556015,22.667687222410425,A,A,A,0
Mental,91,-120.41750369402209,-14.213287427426149,-74.08904753282403,D,C,A,1
Mental,20,-66.04302636810687,165.18207490216267,56.33865098047981,D,C,A,1
Both,38,33.44055420420746,-64.23542375625864,35.00796764850918,B,D,D,1
Mental,32,40.49466581927689,112.4029567312129,104.2295680096036,E,D,B,1
Physical,41,115.14269756169737,83.55470752845872,110.26554160082647,C,E,B,0
Physical,29,-56.46537193567328,71.39445220659104,101.32932195454016,A,E,A,0
No,43,-5.8064781731013735,-87.67200534075137,-57.29337985683406,A,A,D,0
None,44,107.93575540499631,89.72546437350765,-24.95257010405029,A,E,D,0
Physical,92,18.774439882133283,11.644266328612256,31.58533325990142,C,E,D,0
Physical,59,199.6265831262488,171.7574467341575,62.613073888788705,C,B,B,1
Both,75,-115.63624362434479,84.44223556363951,-25.865246998051646,E,D,B,0
No,45,-110.15352497922726,84.02935064477893,-72.96778789386195,A,D,E,1
Mental,53,-29.312112481108965,-98.6798296586506,110.74240932676757,A,C,B,0
No,29,30.595312035998724,-33.99007743854852,82.62997824084567,D,D,A,1
Both,84,-78.65695282683556,-11.557131635693025,-75.15019817216623,E,D,C,0
Both,53,-29.949003593782486,-77.62775620929814,48.75901241611525,E,E,A,0
Physical,74,-0.812780779481892,112.16460977202476,-47.14308483341439,B,D,C,1
Physical,54,-76.4573094257861,-56.788307611717016,6.18558230022808,A,C,C,0
Yes,37,250.08668363041141,-7.000331793248911,-238.7720586038606,B,E,D,1
Yes,24,-24.11148998921117,5.391045553731609,21.73256752540463,B,A,C,0
Yes,50,48.21942141813501,70.92606180878256,49.54111264022496,E,C,A,0
Yes,46,12.247470857524057,-8.855461955325502,19.85493959437892,C,A,C,1
Mental,38,183.09715855634116,161.99860387030972,-84.37058542867581,D,E,D,0
Mental,28,43.97010268610898,-15.037743798757052,86.76985340624913,C,B,A,1
Yes,85,116.15911696773323,143.09707131630623,116.52090905112908,A,A,A,0
Physical,34,108.15443537703537,49.88899313071424,-110.05450244287746,E,A,A,0
Mental,96,-147.6116783386775,188.53221992923866,75.07656399725981,B,C,A,0
Mental,27,-3.1449014185094804,-62.72550365994787,-189.1672832141634,A,E,E,0
None,48,152.09485973298138,-133.03524099260724,-25.544929822877037,C,C,E,1
Both,97,160.27560032845315,-2.4706494442317615,239.70867996877354,D,A,A,0
Physical,55,21.092692795365846,110.79870261608593,60.12752697334226,A,D,C,0
None,28,-99.20072699960974,-100.71444271665825,32.3246702731085,E,E,C,1
Yes,52,-32.08376152205143,173.96399048541537,-41.311884740299575,E,B,D,1
No,31,93.1784630812538,-48.63294209322143,139.76421120788876,C,A,C,0
Yes,68,6.488103800871448,-139.88782803693107,-71.1478841292386,A,B,C,0
Mental,78,11.689128694994947,59.7655969236506,-161.75698872132904,C,A,B,1
No,23,-0.2832940804834366,157.5743916724002,67.47597198237803,D,E,B,0
Mental,68,20.94393811738737,93.83897288248305,-80.29611809278508,A,E,E,0
No,73,27.614945045864957,13.97517988068578,21.16584266761755,B,E,B,1
No,65,-39.49229495291448,-90.23112356042655,30.90657907939364,B,B,E,0
Physical,77,66.17438925308667,-35.32033322279235,-50.30432814270605,E,C,C,1
No,18,45.848525071176546,17.057590274418995,-121.3040970660271,B,B,B,0
Physical,50,36.08819478732403,111.78852139493578,11.079568108604612,C,B,D,0
No,22,99.77829847284276,-25.25926709768077,54.47905648902343,B,E,E,1
Both,75,-17.828322734249042,103.8271056363012,105.89281281417358,B,A,C,1
Both,65,-69.21568636868133,-116.57347141299167,170.12964920792467,B,E,E,1
Both,62,81.92792465799124,16.282951351466018,-78.34224424038663,D,B,C,0
Both,28,124.65515876866236,-126.16549474853291,-24.196353694921317,D,C,A,0
No,24,23.01763319809326,10.520554780553658,-7.926689317711504,C,C,D,0
Yes,95,137.24783056187619,-144.83765038671726,-22.88776802992476,E,D,A,1
Both,87,36.424172667591556,-102.17622113302491,-42.11125974659088,C,C,D,1
Both,40,68.84706315801495,-97.64798877895308,2.991767578653706,B,B,E,1
Mental,50,-15.945389200481214,-80.61228478258457,59.41078978061927,B,D,D,0
Both,79,-92.46905011012055,-36.084324799879305,-59.06252636198441,D,D,A,1
Yes,39,-27.14892323153486,-56.500494828405444,237.361983927088,A,E,C,0
Physical,29,50.1456774675643,142.25699698108244,95.01998357743813,D,B,C,0
Both,55,-43.986957519517,-23.887519310363718,93.02605565241544,D,C,C,1
Physical,90,245.3790055328594,-31.449438344385484,175.7256833619033,C,D,B,1
Both,20,36.29296555005283,42.666596447702624,-66.72379149447237,B,C,A,0
None,57,112.32309484729346,-42.39105220041351,28.571943003706977,B,B,B,1
Both,41,43.0162907790733,29.62710475374343,-52.781547218011774,D,C,A,0
No,24,72.13552527033734,101.25216063714741,-121.84675259894358,C,B,E,0
Both,24,11.267717226729092,43.38749200189626,111.97595060033147,E,D,C,0
Mental,28,24.39679002809457,54.079522577887396,71.41137534666672,A,D,D,0
Mental,45,106.7484977778062,13.382016166480165,-41.69101383081217,C,B,E,1
Physical,46,-13.504137139101344,17.421861291366277,-4.758006642171479,A,D,C,1
Physical,46,-131.5489335791805,127.4523521129073,58.78874304699841,E,C,C,0
None,86,-42.886697506800836,-30.346769087767576,-7.075649114949675,E,E,A,0
Both,43,-24.458365037756295,-24.13093790898581,85.87522091204617,D,E,E,1
No,51,27.334221260985224,-30.492389336545045,98.59311361531525,D,A,D,1
No,86,-134.78643246499038,-127.13957456634024,-46.327367876004764,A,A,B,1
Mental,70,29.86712862628626,141.5106559237837,43.92580698244962,D,C,C,1
No,90,28.50212456116892,45.48242424929821,117.68448166878261,D,D,A,1
Both,39,88.1056212370518,-152.3450147194897,-184.03227621438114,D,C,C,0
None,98,-22.302594672414134,-159.18579208504283,280.66456857762,E,A,E,0
Both,92,-114.87314301821007,-32.40105040305117,53.030125762184056,B,E,B,1
Yes,62,77.33337252814648,-91.36597855245441,-37.37820401832786,A,C,D,0
Both,59,10.472589336838793,149.90066105425052,-209.20360334804406,C,D,B,0
None,98,-19.360583149719265,80.23564786315637,-25.958612377868494,A,B,B,1
No,90,-36.111315350349386,53.37977188447445,-58.06689217504714,E,B,A,0
Mental,56,47.958794730978795,-145.92511055236628,24.32137623533802,C,A,B,0
No,24,90.79009400611262,116.80301968904487,89.03274156211185,A,C,B,1
No,72,78.28897899829023,169.2916061596553,46.64948954839427,E,C,B,0
None,82,-115.93149294220424,86.25870709772855,-2.745208658892908,A,B,E,0
Physical,24,44.32413894935624,61.975955717057374,-78.92293472072669,B,E,B,0
Physical,57,-84.70445516303904,5.562540585475281,48.87447907532391,A,E,B,1
No,61,-92.68956426330121,94.05757364142768,59.23650530727227,C,D,A,0
Mental,71,49.70949838247087,-101.44497171904953,-38.169334916404,E,C,C,0
Mental,72,9.086279150752933,34.05047339284816,-40.97501067987804,E,B,E,1
Both,93,-59.34767341855692,19.261751963539663,-64.88568138371139,D,A,E,1
Yes,49,-22.34028724251192,-66.5688083622553,-34.85757031979746,E,A,D,1
Physical,32,-58.04644996981704,-99.17983379134331,-135.92603585347575,D,E,C,0
Physical,49,102.01972300772672,-74.42866369404854,-15.877633406569606,C,C,C,0
No,21,18.962430263057772,-117.73645895275686,-10.378328913955116,E,C,E,0
Yes,62,-113.97702181276979,-32.93964368247553,42.13610975513247,A,A,A,1
Yes,29,24.85129510458158,-18.821094413954818,4.8095623097386815,B,D,C,1
Physical,42,93.63925718254393,-8.84486230203151,-106.05248503318437,C,A,A,0
Yes,48,-141.8642931164833,-79.22537870700049,102.62931306577374,B,B,E,1
Mental,93,166.13344046784295,-83.40473930841593,16.61797201911609,A,D,B,1
Yes,99,-165.99297323709814,26.344992835168874,138.03055202526423,E,A,D,0
Yes,80,-75.62166893891738,-228.1487637712392,41.39578442205326,A,B,E,0
Physical,26,-89.56972748546814,77.18581510697844,25.109782998065178,A,B,E,0
Both,45,77.96583741471679,-0.008518650546112387,-64.15850305719711,D,A,D,1
None,77,-128.31453291509007,-20.71918347728083,-224.43078430696795,D,B,B,1
None,22,16.744899427156803,-80.82265860143778,-68.54548059178957,B,B,D,1
No,38,86.30053061314312,-217.51789366567507,-76.42695931159622,A,E,D,1
Yes,93,-145.281584774974,-159.89232455210978,-164.84076565341698,B,C,E,1
Yes,51,-76.26916128364041,-82.16974457773935,49.17956742169148,B,A,C,1
Yes,44,-67.64885114714559,-174.85026528354575,45.29078743691255,A,D,D,0
Yes,25,64.36431299658345,25.53881943486669,-58.45310015232461,A,B,D,0
Yes,93,124.48628923019736,-74.16326354117324,-53.67929741783064,A,B,A,1
Physical,90,66.51664411874309,97.26045309080507,122.75591500439789,A,E,E,0
Yes,67,-74.56335224703389,-54.068983424293634,-229.17577312264507,E,C,D,0
Yes,33,-100.84980285652753,102.94844493939321,-165.7670687026729,B,E,B,0
No,58,-83.46259696037772,104.1001862237319,19.570037267039535,D,C,E,0
Yes,30,189.59350305709546,13.96927588223378,34.73588489997357,D,D,D,1
None,18,-49.9246944085755,-167.58208787276027,31.19506672363216,C,A,A,0
Both,45,-98.61726375601525,13.832495441905667,57.20808299243993,B,C,A,1
No,33,27.82685119669235,-99.17751685644004,100.91795030721326,D,A,D,0
No,18,8.87488720157455,75.53645802425771,124.0725884482662,B,D,D,1
Both,83,-25.592533470525336,-192.50544574971784,31.50889046155046,B,C,D,0
None,35,62.39901584435662,52.03421181732776,-22.31595026621714,A,A,C,0
None,75,54.47218281752391,58.936708510972565,48.15206684505861,C,C,C,0
Physical,44,16.943388960195698,34.769451023106456,144.87310557770002,D,C,D,0
Mental,53,-16.864158458395107,-103.62122568030881,73.78703468659148,D,D,A,1
Mental,26,-14.884098591783001,-3.7366250053937575,74.67424997528337,E,B,E,0
Mental,32,-100.94424253981404,-146.98077004955633,46.83352455153108,D,C,E,0
Mental,57,44.426767443413084,44.08526157426515,-276.18486024139617,E,A,E,1
No,75,34.274499698539366,59.48981534491683,-44.80874868332813,A,C,C,1
No,23,62.832628058148885,-21.019176151310738,89.58384816092921,A,A,E,1
Both,55,52.71320368724622,4.740280127258481,89.18338307610412,C,C,A,0
Physical,72,64.12433735236041,82.81516780131685,-124.33622296613996,C,C,E,1
Both,96,-99.5468065225019,-27.589974593691487,14.499069273245683,C,B,A,0
Both,72,-5.3444201074799125,23.742671211240303,20.952256204009654,A,E,C,1
None,59,-41.794115155105395,-75.60143964323841,16.4773083000463,D,D,A,0
Yes,63,-161.80224660153502,-127.86426559043717,100.23994195684158,C,C,D,1
No,78,-83.82335959247996,-63.7793343631128,279.9127439315034,A,B,A,1
Yes,65,-67.5946913776744,-162.21559939550747,-191.38179539035934,B,B,D,0
Both,65,187.9715480272485,23.760677558130737,112.27561154502317,E,E,C,1
Yes,54,113.71044796119835,-40.196029062322,-202.00460525558057,E,E,B,0
Physical,67,9.274194012375988,-21.07561154773964,43.2675353402921,A,A,A,0
Both,29,266.1328785460766,-131.73167885086013,-114.10711272619787,D,A,B,1
Mental,60,-3.4738202905066915,57.84332474601567,113.16430393865753,D,C,C,1
None,28,-17.72762358569136,-103.0731327831104,230.67439764846452,B,D,A,0
Yes,38,-103.99420843617402,44.58685883014953,107.53975562050233,E,C,C,1
None,57,87.64936032184673,75.8804878526268,99.33846278104521,A,B,A,0
Physical,45,35.91299652380051,39.13606250595994,-154.3199278900069,E,E,C,0
No,66,46.5648672764657,139.24537456210388,-138.25293158480233,E,E,D,1
Mental,95,-23.878988213280575,75.44265312725571,117.72435810655304,A,C,E,1
