veteran,sexual_orientation,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Veteran,Bisexual,51-65,Jewish,85.77141693476334,C,C,98.22630550514215,B,B,0
Non-Veteran,Homosexual,26-35,None,87.72618161772321,D,D,-47.834461340545396,B,C,1
Yes,Homosexual,26-35,Muslim,-129.78530670631622,C,A,-159.59955322500204,E,B,0
Yes,Bisexual,36-50,Hindu,-15.609257945330343,C,B,124.03894019526054,B,D,1
No,Bisexual,26-35,Buddhist,84.79478698048763,E,B,103.92515514367146,C,E,1
Non-Veteran,Bisexual,18-25,Other,43.98614976236373,A,B,-10.095109582496129,E,A,1
Non-Veteran,Homosexual,26-35,Buddhist,-74.3026246076423,B,E,157.83886278496246,E,D,1
Veteran,Heterosexual,18-25,Buddhist,249.62907946687892,C,A,-45.41326623904586,E,A,0
Non-Veteran,Homosexual,51-65,Muslim,18.916530921711363,C,E,11.26423098827114,D,A,0
Veteran,Homosexual,36-50,Christian,41.33764157927344,E,C,92.59761500377682,A,C,0
Non-Veteran,Homosexual,18-25,Buddhist,96.61429155706641,B,E,-253.79599520078656,A,D,1
Veteran,Heterosexual,18-25,Muslim,86.01727372748843,A,C,-45.960438381971116,D,C,1
Veteran,Heterosexual,26-35,Hindu,7.664370284535371,E,B,62.393496344155764,B,E,1
No,Homosexual,26-35,Buddhist,-104.97075943272063,B,A,70.44006686550853,D,E,0
No,Homosexual,51-65,None,157.20771858553155,A,A,-67.1434473980945,D,E,1
Veteran,Heterosexual,51-65,None,165.07467151495996,A,C,-105.29071803847523,C,B,0
Non-Veteran,Homosexual,36-50,Buddhist,87.75542026901323,B,B,-3.297714913716623,A,E,1
Non-Veteran,Heterosexual,26-35,Muslim,-2.657523169302476,B,B,238.15200761643337,D,E,0
Non-Veteran,Homosexual,26-35,Jewish,-3.3390071822866534,E,B,77.61798725425184,E,D,1
Veteran,Homosexual,65+,Christian,-37.745674987232405,C,E,218.95927250010288,B,C,0
Veteran,Other,26-35,Christian,-120.86133021557993,A,C,-30.671905278922733,D,D,1
Yes,Homosexual,36-50,Other,47.0238107867462,D,A,-38.34517327944229,C,E,0
Yes,Homosexual,26-35,Buddhist,-100.66595549881134,B,B,72.64683805544986,B,E,0
Non-Veteran,Bisexual,36-50,Jewish,-107.32155089621511,C,B,114.12388378883533,B,C,0
Yes,Homosexual,51-65,Buddhist,41.59588898523003,B,D,-5.16056538649799,B,B,0
Yes,Homosexual,18-25,Christian,5.141228322404275,C,D,-48.10422335899837,C,B,1
Veteran,Other,18-25,Hindu,-77.59143911733398,E,E,-137.5351587432771,D,C,1
No,Bisexual,65+,Other,-152.58820079122702,D,E,71.63047732661813,D,D,0
Yes,Other,65+,Buddhist,44.19847369110289,A,A,21.79633242190687,B,D,0
Yes,Homosexual,18-25,None,49.89915298735773,E,A,-162.02262240824234,C,E,0
Yes,Other,36-50,Muslim,49.33428744803709,A,B,238.36215539806904,C,B,0
Yes,Other,36-50,None,-27.28382903278509,C,B,27.695998492537882,B,B,1
Non-Veteran,Heterosexual,36-50,Christian,-3.6291134962612883,D,E,24.88017793643805,C,C,1
Yes,Homosexual,36-50,Christian,44.86042143076305,A,E,-35.214498034448546,D,D,1
Non-Veteran,Heterosexual,18-25,Christian,7.877346710181101,E,B,-149.14287790979944,B,E,0
Non-Veteran,Heterosexual,18-25,Buddhist,57.848982025431404,C,B,-63.054720032196734,A,E,0
Yes,Homosexual,51-65,Muslim,-1.2519371590492196,D,E,138.38664962231172,C,B,1
Veteran,Homosexual,65+,None,182.70395043932749,A,B,-38.867797375123125,D,D,0
Veteran,Heterosexual,18-25,Hindu,68.03332278359046,B,E,21.045393073424194,D,B,0
Veteran,Homosexual,26-35,None,-74.7566834618418,C,A,-61.22379950508138,D,D,1
No,Bisexual,36-50,Other,124.68037914664505,E,E,-108.2479921658029,D,A,0
Veteran,Other,65+,Other,173.82164022270655,A,D,-0.6630849063541616,D,B,0
Veteran,Bisexual,18-25,Buddhist,28.755483305173374,D,C,-50.57922870351139,A,B,0
Veteran,Heterosexual,36-50,Jewish,-62.89915008151742,A,B,97.14681908851988,C,C,0
Veteran,Homosexual,65+,Jewish,54.09955749770145,E,B,153.76593379024567,D,A,1
Yes,Bisexual,26-35,None,-50.49425958307287,E,D,-108.61097723681057,D,C,0
Yes,Other,18-25,Jewish,-132.86031943904405,E,D,140.11843909560707,E,E,1
Veteran,Other,18-25,Hindu,135.8614527567969,C,B,-33.551627130820656,E,C,0
Non-Veteran,Other,18-25,Other,126.63556101912383,E,E,68.58241758990535,D,B,1
Non-Veteran,Heterosexual,65+,None,-26.104503528383884,B,C,-14.461499721393864,D,E,0
Non-Veteran,Homosexual,26-35,Muslim,295.955262484633,A,C,44.83463996621745,B,E,0
Yes,Other,36-50,Jewish,7.580547334915716,E,A,106.07647533423406,C,C,1
Non-Veteran,Bisexual,65+,None,-4.15651979069269,C,B,22.345909579354284,A,B,1
Yes,Heterosexual,26-35,None,-125.07262241682689,E,C,-22.81769720493244,C,D,1
Veteran,Bisexual,26-35,Christian,59.2737767809962,A,A,126.78891060784159,D,A,0
Non-Veteran,Other,26-35,Christian,13.856757205462863,E,C,36.69096488641663,E,D,1
Veteran,Homosexual,18-25,Christian,31.17158716834636,B,A,115.89129132507064,E,D,1
Veteran,Heterosexual,36-50,Hindu,145.20232094929437,B,D,104.84815769986582,B,E,0
Non-Veteran,Other,51-65,Other,-122.49543221108605,C,D,-128.30281126675922,C,C,0
Yes,Bisexual,26-35,Hindu,42.3436902318503,C,A,98.16046724181538,B,B,0
Yes,Homosexual,51-65,Christian,13.318250021485165,C,B,93.91302757838783,C,B,0
Veteran,Other,26-35,Hindu,-92.96242668388649,C,A,-54.69700411500822,D,D,1
Veteran,Homosexual,36-50,Hindu,93.21132558468467,D,E,-215.9604902278207,D,D,1
Non-Veteran,Homosexual,36-50,Hindu,29.740925794293716,D,C,-52.493530491397046,E,A,1
No,Bisexual,65+,Buddhist,90.66672444510944,D,E,25.293973007084663,E,D,1
Veteran,Bisexual,65+,Christian,-128.72151463953787,D,E,120.33560719414133,E,C,0
Non-Veteran,Bisexual,26-35,Jewish,-8.436528746921194,E,C,-134.28452114570138,B,A,1
Non-Veteran,Heterosexual,18-25,Hindu,-161.74004746559334,D,E,-74.80535457081986,B,C,0
Non-Veteran,Other,36-50,Hindu,79.36630946186098,A,D,109.5094154745593,C,D,1
Veteran,Bisexual,18-25,Hindu,-44.458646533168135,B,A,95.37817092981145,E,D,1
No,Other,18-25,None,27.856534240628594,D,B,-64.99718476653149,E,E,1
Veteran,Heterosexual,18-25,Other,-101.25254453407095,C,E,-126.61902319684451,D,B,1
Non-Veteran,Homosexual,36-50,Jewish,5.189850875161545,E,D,98.09068071107251,E,E,0
Veteran,Other,36-50,Jewish,112.60320196635327,A,A,127.77785225606138,A,D,0
Non-Veteran,Bisexual,51-65,None,293.4855222887423,B,C,-32.859815588727855,E,D,1
Yes,Other,51-65,Muslim,93.54341628351469,B,E,-82.77037025289317,A,C,1
Non-Veteran,Heterosexual,26-35,None,17.424266672812717,B,B,120.11320718815462,A,E,1
Yes,Homosexual,18-25,Muslim,72.08630480792392,D,E,-68.11518878171445,D,D,1
Non-Veteran,Heterosexual,65+,None,-117.67087451737687,E,D,-27.830319363607348,D,C,0
Veteran,Heterosexual,26-35,Buddhist,-100.30647403565531,D,B,-224.11846703948072,D,C,1
Non-Veteran,Bisexual,18-25,Muslim,203.27942398597406,A,B,-45.38962665206331,B,A,1
Non-Veteran,Heterosexual,65+,Other,-129.41466284866775,A,A,-32.841942314650886,D,C,0
Non-Veteran,Bisexual,18-25,Christian,-193.13128164432501,A,C,26.883157182414923,C,D,0
Yes,Bisexual,18-25,Other,-87.93695497997737,E,D,101.56821586143583,E,D,1
Yes,Other,36-50,Hindu,-84.90652961009248,C,E,-158.17973475979377,E,B,0
Non-Veteran,Homosexual,18-25,Buddhist,-111.1805265580041,A,D,-8.791154357788074,D,C,0
Non-Veteran,Bisexual,36-50,Buddhist,-115.44803138064556,D,A,60.20385120217565,D,A,0
No,Homosexual,26-35,Jewish,25.39466552821957,A,B,-187.41649415891348,B,E,0
No,Bisexual,65+,Buddhist,109.84404718921546,C,E,-18.711031848105705,A,D,1
No,Bisexual,51-65,Muslim,-14.319768606766687,A,D,116.73772154835811,C,C,1
Non-Veteran,Heterosexual,36-50,Christian,107.97788540536646,A,A,-24.07781853479557,C,B,1
Non-Veteran,Other,26-35,Jewish,-192.55367794351835,D,D,-44.663328537827326,A,B,0
No,Homosexual,65+,None,121.5390689415103,B,A,66.1241634142479,A,A,1
Veteran,Bisexual,36-50,Other,-77.79439819095607,E,B,-40.975154490077855,E,C,0
Non-Veteran,Heterosexual,51-65,None,-13.673346079579716,B,C,18.03026448434901,A,A,0
No,Homosexual,51-65,Other,71.45464101962861,D,E,-12.100720577246628,B,E,0
Veteran,Homosexual,18-25,None,-21.686519576612156,A,C,136.05906988421344,B,D,1
Non-Veteran,Heterosexual,26-35,Jewish,-87.54092553553335,B,E,20.0589590235949,B,B,0
Yes,Bisexual,18-25,Hindu,-196.89121395734674,B,C,43.379833621142375,C,D,1
Veteran,Bisexual,65+,Jewish,18.30051996401989,C,D,95.8839136477187,B,A,0
Veteran,Heterosexual,36-50,Buddhist,-56.36317292137599,A,D,-19.06706942247862,A,A,1
No,Other,26-35,None,49.159763839173564,B,D,91.79434241731894,A,E,0
Yes,Bisexual,18-25,Muslim,1.770555207314522,B,C,7.695679915419857,A,A,1
Veteran,Heterosexual,18-25,Jewish,-65.79667839575083,C,C,1.76709903289514,C,A,0
Non-Veteran,Heterosexual,26-35,Hindu,63.149906081812176,A,A,-31.088973200654607,C,A,0
Veteran,Homosexual,51-65,Buddhist,-39.60981394841557,E,D,21.654320444826975,A,C,1
Yes,Bisexual,36-50,Hindu,25.345037530716375,C,C,97.51281540301245,C,B,1
Veteran,Heterosexual,36-50,Jewish,-145.9468704636287,D,D,-120.3616331552042,D,D,0
Non-Veteran,Homosexual,26-35,Hindu,42.66650768304498,C,C,101.02153409119153,B,D,1
Yes,Bisexual,26-35,Muslim,-36.0820470839219,B,C,-60.31027454827837,A,E,1
Yes,Other,18-25,Buddhist,-117.00275735556849,D,D,-6.863830978889675,C,E,1
Non-Veteran,Homosexual,18-25,Hindu,173.19702361774932,C,C,11.849210056194307,E,C,0
Non-Veteran,Homosexual,36-50,Muslim,-161.13263945621173,D,D,69.39788762808597,D,D,0
Non-Veteran,Other,51-65,Jewish,64.17449324004525,A,A,19.676259530150347,C,C,1
No,Homosexual,26-35,Muslim,220.98896870589832,A,C,-40.32057239029479,D,D,1
Veteran,Bisexual,36-50,Other,-32.19742842792501,A,D,-79.64762290747788,D,B,0
Non-Veteran,Other,51-65,Muslim,25.371952642811586,C,A,20.69471870998367,B,E,0
Veteran,Heterosexual,18-25,None,74.43789750601886,D,B,-17.94548941151663,D,A,1
No,Heterosexual,65+,None,88.66276893857041,E,E,45.89945383782681,C,C,1
Non-Veteran,Other,51-65,Other,-23.261579654610983,D,B,150.42717078938125,C,B,0
Non-Veteran,Other,36-50,Buddhist,-27.986556817735508,D,A,-16.82544275008876,D,C,0
Veteran,Heterosexual,65+,Muslim,-83.82767181113698,C,E,-85.22494802890273,C,A,1
Non-Veteran,Other,18-25,None,157.08815058647434,C,C,14.87348348974447,A,A,1
No,Bisexual,36-50,Other,53.016182764197175,D,D,-16.580124215498678,C,C,1
Veteran,Homosexual,18-25,Jewish,176.149966200936,E,E,1.300505917017734,A,C,0
Non-Veteran,Other,51-65,Christian,-75.1800819801117,C,B,-162.4037712055167,D,B,0
Yes,Homosexual,26-35,Hindu,-122.05950514839418,A,E,182.07938445032215,D,A,1
Yes,Bisexual,65+,Christian,32.30854698663151,A,A,-89.54330785383142,E,B,0
Veteran,Other,26-35,Muslim,-144.74896559226815,E,C,81.01351328581303,D,E,1
Yes,Bisexual,65+,Buddhist,-114.64289856616006,C,A,206.6127765658878,C,E,1
Yes,Other,26-35,Hindu,41.145265569992944,D,C,7.7090338098870825,C,C,0
No,Other,26-35,Buddhist,113.04740694981803,C,B,46.815130598042245,C,C,1
Veteran,Bisexual,51-65,None,-80.31761587984599,E,C,-51.519790230692074,C,E,0
Non-Veteran,Bisexual,51-65,None,38.02800073470985,A,C,133.78321023759432,B,B,0
No,Homosexual,65+,Hindu,71.97114772463492,A,E,68.26051730903411,D,A,0
No,Bisexual,36-50,None,14.851645017534757,D,B,114.82291154253683,D,B,0
Veteran,Homosexual,18-25,Other,-140.32725403336548,B,A,41.68811099824884,E,B,0
Non-Veteran,Other,18-25,Muslim,12.144437179666282,E,C,112.49294575928326,E,D,1
Yes,Bisexual,18-25,Other,-134.42110149460603,A,D,105.4368143440678,D,C,1
No,Other,65+,Christian,-168.10754185443523,E,D,-80.3601628844468,D,D,0
Yes,Heterosexual,36-50,None,-7.816675274396783,D,D,43.878849940246575,E,D,0
Veteran,Homosexual,18-25,Christian,158.30799739033162,D,E,58.452666988792025,A,A,0
Non-Veteran,Heterosexual,65+,Hindu,86.03667582522642,A,E,10.622179968907677,A,A,0
Veteran,Other,26-35,Muslim,-32.60567741619558,A,C,-19.97620117123868,A,C,1
Veteran,Homosexual,26-35,Jewish,37.02007098619117,B,A,53.20072541094818,C,A,1
No,Other,65+,Jewish,134.98707689439357,C,A,-140.06442815719907,D,D,1
Non-Veteran,Other,26-35,Jewish,88.07931174334857,D,C,-94.54344556616468,D,D,1
Yes,Bisexual,51-65,None,3.739170789941621,E,E,71.35132256874095,E,E,0
Yes,Heterosexual,36-50,Buddhist,126.11928019956844,D,E,-66.57711885315483,B,E,1
Veteran,Heterosexual,36-50,Jewish,-195.1074716150689,C,A,-53.49618232024327,C,E,0
No,Heterosexual,26-35,Muslim,166.60442945020552,D,A,0.15217789952977848,D,E,1
Non-Veteran,Heterosexual,26-35,Hindu,69.60282613289402,D,C,2.8506233026350154,B,B,1
No,Heterosexual,36-50,Other,52.216524231985375,A,D,11.793901429997398,E,E,1
Non-Veteran,Heterosexual,51-65,None,-3.6122490995965366,B,B,-22.862547943872112,E,A,1
Yes,Homosexual,18-25,Buddhist,-66.03355604529656,A,C,-41.20094814849893,E,C,1
Non-Veteran,Homosexual,65+,Hindu,1.1124298997003585,C,D,153.79493256986987,B,A,0
Veteran,Bisexual,65+,None,24.92760971560644,E,B,-9.136649212311955,C,B,0
No,Homosexual,51-65,None,-58.86277603633966,A,E,-24.287296333420784,B,D,1
No,Bisexual,18-25,None,20.689445517750645,D,C,256.1219287946875,D,D,1
Non-Veteran,Homosexual,26-35,Hindu,118.21213239532963,B,B,-27.271154048862616,B,D,0
Veteran,Other,18-25,None,79.41970873697109,B,D,-1.1320689515434683,A,C,1
No,Heterosexual,36-50,Buddhist,-4.785245223978854,C,B,53.56995113918851,B,C,1
Veteran,Bisexual,65+,Christian,-54.714094417636346,A,C,164.73423885770072,C,B,0
Yes,Homosexual,65+,Jewish,-130.87695863181443,C,C,-49.60407506322155,A,B,0
Veteran,Other,36-50,None,77.25356935270854,E,B,13.518798130201676,D,D,0
No,Bisexual,36-50,Christian,21.706617852883078,D,E,274.27427525194014,A,A,0
Veteran,Homosexual,26-35,Muslim,-7.8340746848770095,A,A,-207.92349594372675,B,B,1
No,Bisexual,51-65,Muslim,132.32832461387002,A,C,-11.099789302863341,C,B,0
Non-Veteran,Homosexual,26-35,None,89.65206210119574,C,A,41.60527301070729,A,B,0
No,Bisexual,18-25,Christian,-36.94349786329937,A,A,7.358110382195954,B,D,1
Yes,Heterosexual,51-65,Other,-19.228932787798417,A,C,-45.931662238101204,A,E,0
Non-Veteran,Homosexual,36-50,Buddhist,103.22277335104314,A,D,-111.45271491579034,C,B,0
Veteran,Other,18-25,Jewish,-149.4607584945835,B,C,113.89425539069433,C,E,1
Veteran,Homosexual,36-50,Other,-36.1507845640627,B,A,-62.944475780920705,C,C,0
Non-Veteran,Heterosexual,18-25,Muslim,4.797280995942079,E,E,-54.6603376214395,B,D,1
Veteran,Other,26-35,Muslim,-78.45461167695504,C,B,-57.48047721988437,C,B,0
Yes,Other,65+,Buddhist,221.7026426575138,C,A,94.11225872434605,A,D,1
Non-Veteran,Homosexual,51-65,Muslim,-74.11414429586901,B,C,-8.880055796760667,D,C,0
No,Other,26-35,None,225.13161343154522,C,C,149.70156246720973,A,A,1
Veteran,Heterosexual,18-25,Muslim,-4.84545676313972,B,B,-129.6312771173754,B,C,0
Veteran,Other,36-50,Muslim,89.91702259907996,D,E,21.661911937526014,C,C,0
No,Homosexual,26-35,Jewish,219.65280017096126,E,A,57.21419773477421,A,E,0
No,Other,18-25,Christian,-6.856862987832776,C,D,111.08601195509844,E,C,1
Non-Veteran,Heterosexual,51-65,Buddhist,21.917684836315214,E,A,-5.104333599040969,C,D,0
Yes,Heterosexual,36-50,Christian,95.89132213155646,B,A,126.41571415404852,C,D,0
Veteran,Homosexual,51-65,None,49.074572688505064,D,C,32.545370701608704,D,D,0
Yes,Bisexual,26-35,Hindu,-80.81844605974902,D,A,-31.542052049692078,B,C,0
Veteran,Heterosexual,65+,None,-41.04331903390723,A,C,-35.04452364901514,D,C,0
Veteran,Other,36-50,None,-53.26036611029398,D,C,-78.4937244240753,D,B,0
Veteran,Other,65+,Hindu,-92.21571198115981,C,A,-96.74427154054045,E,C,1
Yes,Heterosexual,51-65,Christian,28.943332818248162,A,B,-35.66026297606405,C,C,0
No,Heterosexual,26-35,Hindu,75.05890362261214,C,C,-48.88476240720724,D,B,1
Veteran,Other,18-25,Muslim,-71.62897704582812,C,B,-100.94849016852298,D,E,1
No,Heterosexual,26-35,Christian,21.46237648780452,C,A,-166.66756303182922,B,C,0
Veteran,Bisexual,65+,Jewish,108.92807678274694,C,C,20.436429815138062,E,A,0
Veteran,Homosexual,36-50,None,33.642986117397214,D,C,39.86966085028385,A,E,0
Yes,Bisexual,51-65,Other,60.153757007107046,E,D,-79.91585754169816,A,D,1
No,Other,18-25,Other,-35.86941556100022,B,B,-88.69296259034202,C,C,0
Veteran,Bisexual,18-25,Hindu,230.80581970756086,E,A,-190.64750805832566,E,C,1
No,Bisexual,26-35,Christian,211.725493916791,B,C,-17.073702318612323,C,D,0
Non-Veteran,Other,18-25,Jewish,57.93140299348717,A,D,7.527416169748623,A,E,1
Yes,Heterosexual,18-25,Other,-19.074634703796853,C,B,112.20313250861516,C,C,0
Yes,Homosexual,36-50,Other,-23.85157373994727,B,A,18.25321553302677,D,A,1
Yes,Bisexual,18-25,Jewish,-54.35285218033058,C,D,161.20266386908477,B,D,1
Veteran,Bisexual,36-50,Buddhist,110.06810382112833,E,A,-253.99818974686687,D,A,1
Yes,Bisexual,51-65,None,-40.26159459169532,B,E,102.94873355412204,B,D,0
Non-Veteran,Homosexual,26-35,Other,30.280847598074395,E,D,-104.94034615160324,C,B,1
No,Heterosexual,65+,Buddhist,86.85573839779407,A,A,10.389681785952165,D,B,0
Yes,Heterosexual,51-65,Buddhist,1.7841980832271156,D,E,54.05784510507085,E,C,0
Non-Veteran,Homosexual,26-35,Other,-57.418734510542315,C,C,270.3504846484106,A,C,0
Non-Veteran,Heterosexual,36-50,Buddhist,39.51997280731804,D,B,-118.03307384481063,C,C,0
Non-Veteran,Heterosexual,51-65,Buddhist,32.399590755588775,E,C,-87.61405438743654,A,B,1
Veteran,Heterosexual,65+,Hindu,181.4934793102724,E,C,58.187649396589194,D,D,0
No,Bisexual,18-25,Muslim,-45.86863993497903,D,D,71.32531923008185,D,C,1
Non-Veteran,Heterosexual,36-50,Other,-61.78707872725303,D,C,-106.42711650690853,E,C,1
Yes,Heterosexual,51-65,Other,-18.233711668820845,E,B,-24.076462194155404,E,A,0
Non-Veteran,Bisexual,36-50,None,110.0446564767646,A,E,51.31242331827656,B,D,1
Veteran,Other,18-25,Christian,-11.803596983351445,A,A,-0.6605662427243768,D,E,0
Non-Veteran,Bisexual,51-65,Christian,-131.8425804054574,E,B,-69.18235973331903,E,A,0
Yes,Heterosexual,36-50,Jewish,164.17174928866967,D,A,4.932268233333105,A,D,1
Non-Veteran,Bisexual,51-65,Hindu,-85.96844218501032,C,A,-15.944708480745057,C,A,1
No,Other,26-35,Buddhist,-42.77432522611632,C,E,10.971399738841551,E,A,1
Non-Veteran,Bisexual,18-25,Christian,-111.2836075966007,A,E,39.36849898780631,E,E,1
Non-Veteran,Bisexual,36-50,Christian,-0.5924480756276786,A,A,-86.73186781448752,B,B,0
Yes,Other,51-65,Jewish,-36.75448591752896,E,A,62.57968639311014,E,A,0
Yes,Other,65+,Hindu,-16.551650904154645,C,A,-40.241454514698084,B,E,0
Non-Veteran,Homosexual,36-50,Hindu,-80.38433884015262,E,D,242.77486646696872,E,D,1
No,Heterosexual,18-25,Jewish,-44.99541132486632,D,C,124.43782802981829,B,C,0
Non-Veteran,Heterosexual,36-50,Christian,90.82083711468496,E,E,76.78616428715408,A,B,0
Yes,Other,36-50,Buddhist,58.747638005957015,C,B,110.69184662849393,A,D,0
Non-Veteran,Bisexual,51-65,Hindu,11.434473163091925,B,B,-62.02553545395932,B,B,0
Non-Veteran,Homosexual,26-35,Hindu,-49.71592515199523,A,A,-28.147757684611523,D,E,0
Veteran,Bisexual,18-25,Hindu,138.30728283342174,C,C,27.236733177743762,E,C,1
Non-Veteran,Homosexual,65+,Hindu,45.0369356279274,A,A,174.99864909253782,B,C,1
Veteran,Homosexual,26-35,Other,35.43515323418501,E,D,-49.75977698644502,C,E,1
Yes,Bisexual,51-65,Muslim,-80.58292343792021,A,D,45.694604505406986,D,C,0
Yes,Heterosexual,51-65,Muslim,-152.88042377269605,E,B,81.91462442289514,E,A,0
Veteran,Bisexual,51-65,None,-32.75432648637678,E,A,-35.171377878971676,B,B,0
No,Heterosexual,26-35,Other,-68.89983381160518,A,B,78.21530521102211,E,D,0
Non-Veteran,Other,36-50,Jewish,26.07116722646673,C,E,-101.37283316261438,A,D,0
Veteran,Heterosexual,51-65,Hindu,57.01578734047078,A,B,-96.34870717706187,E,C,0
Veteran,Homosexual,65+,Hindu,-44.566640486062724,C,A,54.05830265317022,C,A,1
No,Other,65+,Jewish,148.3761975250197,A,E,149.26588818289005,B,B,0
Non-Veteran,Heterosexual,65+,Buddhist,-42.874583734368535,E,D,-76.77871257232269,E,E,0
Non-Veteran,Homosexual,36-50,Jewish,110.65934054233037,C,D,71.01054467360197,D,D,0
Veteran,Homosexual,26-35,None,16.182804770568847,D,A,-102.84109086555573,A,D,1
Yes,Other,26-35,None,268.5472049920174,C,B,-134.0329857071331,C,A,1
Veteran,Other,65+,None,-17.86422365576332,D,D,-9.64709187453734,B,D,0
No,Other,51-65,Christian,141.81275043666028,E,E,19.582050007052544,B,E,1
Yes,Heterosexual,18-25,Buddhist,-65.19691892581463,D,D,57.68697517979812,D,D,1
No,Bisexual,26-35,Other,-107.11701067709247,E,D,-27.11854765135875,E,D,0
Non-Veteran,Other,36-50,Christian,63.52268325438065,A,D,-35.85771544667422,B,A,1
Non-Veteran,Heterosexual,18-25,None,8.449486421100099,D,E,-54.566406014391,D,A,0
Yes,Homosexual,36-50,Hindu,-1.131394444449256,A,D,-26.46592597499746,E,A,0
Non-Veteran,Heterosexual,51-65,Christian,88.48966164775585,D,D,33.962351554447444,B,C,0
Yes,Heterosexual,51-65,Christian,-158.72521541458516,B,B,75.6590868500944,B,E,0
Non-Veteran,Bisexual,65+,Muslim,12.47624186345686,B,D,-32.79481674527908,A,D,1
No,Homosexual,65+,Christian,113.81717890815814,A,C,87.82544375368569,C,D,1
Veteran,Heterosexual,26-35,Buddhist,-29.31376405357216,E,E,-54.12000349928806,C,C,1
No,Heterosexual,51-65,None,-9.565924709022749,D,C,191.97507683247642,B,B,1
Veteran,Homosexual,51-65,Jewish,-152.35343273535395,C,A,-161.67722846374627,A,D,1
Non-Veteran,Heterosexual,26-35,Other,20.606905605853903,E,A,-242.7650127779446,C,A,0
Veteran,Homosexual,65+,None,183.72506386087255,D,E,111.41991527489859,A,B,1
Veteran,Heterosexual,26-35,Christian,-143.33435914990997,B,E,-74.48786172101892,B,E,1
Veteran,Heterosexual,18-25,Christian,4.709885385811501,C,D,-90.17110576459912,D,A,1
No,Heterosexual,65+,Christian,56.71594945763082,E,A,83.13133766662492,D,A,0
Non-Veteran,Other,51-65,Christian,43.62357072304415,D,D,-111.27938115177562,A,B,1
Veteran,Other,65+,Hindu,131.43293316480512,B,D,154.62791047718522,B,B,0
Yes,Heterosexual,18-25,None,18.671584077668694,E,E,28.414266531694388,D,C,0
Non-Veteran,Heterosexual,36-50,Other,105.48219963429692,D,A,94.29117602760158,C,D,0
Non-Veteran,Bisexual,51-65,Christian,-14.852644542131102,C,A,-2.7735680284499615,A,D,1
Yes,Other,51-65,Muslim,-64.19010632873243,C,C,22.698485527543223,C,D,0
Veteran,Other,26-35,Other,151.82078297374795,B,D,-134.29115911817752,C,C,0
Yes,Other,26-35,Jewish,-33.817355863954596,B,C,2.9845574761911053,D,B,1
