military,age_range,nation,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Veteran,65+,UK,Male,-84.19218971427286,-23.101436688315395,-63.73445076479225,D,53.11581755692059,C,A,-0.4561174278657953,E,45.3375267996395,0
Non-Veteran,65+,Mexico,Male,31.103889121362833,-53.720935955909525,-83.11274918708611,D,-40.20748696567726,D,A,-23.715569416375857,A,93.94038645246256,1
Yes,36-50,Brazil,Male,106.13983381941539,207.47459439243445,57.087611717905396,E,124.98624275294692,D,B,16.833231460040253,D,-15.805838109415598,0
Non-Veteran,18-25,Mexico,Non-binary,3.8124662758640486,105.97952609423984,60.99269349045677,E,123.9488820480999,B,E,-108.7397708055772,E,-14.079259304174174,1
Veteran,26-35,Germany,Non-binary,-63.98543871564934,-40.58914199541378,-109.57604321633558,B,-179.61117786959397,B,D,20.694770986498977,C,48.89209242621406,0
Non-Veteran,36-50,Other,Female,-64.3592215432656,36.66413376241907,-143.6538471325107,B,-111.39888277365037,B,C,73.12610398749652,E,-78.98278376830977,0
No,18-25,Brazil,M,-54.89279355765851,-92.13771608455524,148.01038855741712,B,-25.837597244997724,D,A,-23.7080189413474,C,-26.232887712227747,1
Non-Veteran,36-50,Brazil,M,-41.078261635153204,106.18725535690862,-46.02776931820017,E,-51.68296893495538,A,A,2.4664243038685885,B,-20.61624899968802,0
Non-Veteran,65+,China,M,-208.54162016443544,-35.15334060584335,25.27853227511454,A,53.67839470418518,D,B,-83.20853335908502,E,-73.36493027471678,1
No,26-35,Mexico,M,28.005910071706897,-0.8007107241981276,21.075793263888148,A,55.105837327690054,D,E,95.88340930534481,B,-107.60816154562897,1
Yes,51-65,Brazil,Non-binary,-176.1671895709494,-15.343039983164111,83.0241324904191,D,106.25969692613897,A,B,203.67627722041442,D,-36.13097111789622,0
Veteran,51-65,Mexico,F,38.04258052167845,45.38256798645926,-118.67081063219365,C,154.59420844416795,E,C,100.96916397576257,D,-9.480862733643706,0
Non-Veteran,51-65,UK,F,61.14538355108504,-22.650203421138595,148.32488430103345,D,-90.5864051068086,E,C,119.4268199922482,A,102.20544463563759,0
Veteran,36-50,China,F,-4.808856974933334,19.33213178118764,62.17892475459267,B,127.99624434495782,A,D,96.33371447786891,A,68.18951195180338,1
No,51-65,Germany,Female,-206.74540742421837,-28.023894663633985,-92.93666899023873,E,61.28887023931735,D,C,55.873735734451515,B,-43.44751427190594,1
Veteran,18-25,Germany,Female,-167.79689040848254,-96.67446855904599,-25.59671890586535,E,-83.63230342823606,C,E,41.420630841365984,C,-5.418162235709214,1
Non-Veteran,51-65,Other,Male,14.011617736009976,-107.65054991229242,22.182824657463893,A,-117.60238115160246,B,D,1.2817178257545132,C,-121.96330380826974,0
Non-Veteran,26-35,US,Non-binary,-54.40014914906076,-153.27547931074886,28.583608313581184,A,48.63179675842705,B,C,-102.04333829683263,D,-73.77440862402119,0
No,36-50,Other,Male,182.62315316771617,11.86258444418965,98.27072187570923,D,97.84362109416126,E,A,62.163286777778296,D,-76.91354277230592,0
No,36-50,US,Female,-44.313485498365836,-110.08259969992615,46.589358929475246,C,73.15631208081481,E,C,-122.5832602965372,B,-161.9179876422894,0
Veteran,65+,UK,Other,-73.91568214927553,173.1216537141592,84.09343318151012,C,-49.15676513957873,B,C,-187.4362142357959,D,135.86668819016487,0
Yes,26-35,UK,Male,19.570197469473637,-210.2664416622092,9.328946640634069,A,-68.73549644851839,D,D,115.47692564631937,E,-168.8170862516509,0
No,65+,UK,Female,203.9652876030208,-24.198904170425,77.5313779948419,E,195.3006343897523,D,E,-146.84894879507667,A,57.026490889443636,0
No,26-35,Mexico,Female,-2.3589623788654768,-186.00940547550218,-11.315998740068094,A,53.28476772742773,A,B,19.482771014699885,B,-76.50479451649889,1
Non-Veteran,18-25,Mexico,Non-binary,25.67699809540867,-168.17549012866724,82.58168938736254,C,62.91350418703099,D,B,-32.25234068905602,C,-31.721786837778392,1
Yes,36-50,Germany,M,163.83584266092151,23.87650212499252,101.90140661750044,B,-61.16725444943795,A,B,57.94180864889419,A,-134.1942557162926,0
Veteran,26-35,Germany,Male,40.1564506033251,53.40055708476837,-143.6968575283538,E,9.326990717566463,A,D,-23.49119064780386,B,-59.098209105172174,1
Non-Veteran,18-25,Other,F,40.08123202799743,25.456647269713294,9.762480397934818,B,85.11491989518686,B,B,-43.1748050887681,B,101.63466863532658,1
No,65+,India,M,-166.31115225208075,18.819654133790028,-46.613722561104055,C,94.75511681359534,C,A,-116.51027821341506,E,-80.08072904149647,1
Veteran,36-50,Germany,Non-binary,-115.12859464448952,125.30992393986813,-105.2066404332021,C,5.097755056583178,A,A,138.69091680855348,B,-40.78652325626179,0
Yes,36-50,Other,Male,13.043585063176232,91.3110850943135,171.75512073171208,B,-90.55156728161884,B,D,30.24133400948166,D,-50.680874389302275,0
Non-Veteran,65+,Other,Non-binary,-51.78306999421894,-174.59010529665332,7.093132924297199,E,-162.29652356330675,B,D,-100.87478856256296,A,99.61549153358004,0
No,51-65,Other,M,-69.09351843428395,7.152715705883568,54.37342253629034,A,259.23480631553775,A,A,-12.024162538790543,C,-69.6127367782307,0
Non-Veteran,51-65,US,F,161.9779293624047,-32.47785836017146,-58.89587480106567,C,135.46838282010077,E,D,-169.01303481731412,E,214.23485337751637,1
Veteran,51-65,China,Female,-69.51876782510077,-4.485315406610664,-82.25992629829082,D,180.16411652372136,D,D,74.93789047440787,E,97.18149078872817,1
Veteran,18-25,UK,Other,19.858696449131628,133.54434089773503,64.03785723724158,E,57.88227451455581,C,D,76.37319277308544,A,-7.217779789103232,0
Veteran,36-50,Brazil,F,-18.187281766355497,-60.74824029961851,82.98698608860782,B,173.44596830543563,A,B,42.17057043270852,D,2.8938178039038855,0
Non-Veteran,36-50,UK,Male,49.288162148914964,-130.76786249202763,149.83447097939424,C,-165.9031944316435,C,E,-85.55798446784834,A,122.91027109154729,0
Yes,36-50,Germany,Female,12.683742323476727,67.35564324692744,8.084419979101469,D,162.22727521135317,B,A,-28.7717648285388,C,-12.211204683091568,1
Veteran,18-25,Germany,Female,-209.72808094880014,-17.966551917202718,-51.136288404144324,E,-26.094953567946988,C,C,55.87017869531253,B,-6.519929069036966,0
Veteran,18-25,Mexico,Non-binary,-172.6138243751736,10.88885702478744,145.9606773695914,D,-20.44633928173509,C,D,-29.95809389248187,B,-80.50611746291617,0
Non-Veteran,65+,US,Other,-131.13653112333674,-165.33752966893076,-100.08133812472104,C,117.80040563898065,A,B,-7.345532081209496,B,-3.515211152262645,1
Veteran,26-35,UK,Non-binary,-59.4283880023984,-2.83592198551242,-60.497299556048524,D,13.009733019850167,E,E,60.180934825603494,C,-24.086662279837384,0
Yes,51-65,Mexico,Male,32.17235955421784,-78.15426989040544,64.87993805230305,A,-69.0229940774844,A,E,-23.6589609404036,D,-19.969244505782072,1
No,18-25,China,Other,22.782894023830963,200.75257401633417,-50.94514486431483,B,-100.60738733718351,E,B,45.64442254633278,D,-148.57547972744803,1
Yes,18-25,UK,F,137.82152760489828,-23.71334679785234,60.70057534184041,B,13.810509634126278,B,B,-5.898842985863585,A,-93.8808040842572,0
No,36-50,China,Female,31.092325371549467,0.7651834339014774,-128.91692648463373,E,250.51604134050663,D,A,-79.8776063911261,E,60.512803767153336,1
Veteran,36-50,Mexico,Female,-29.408589863673605,58.688080031933985,99.62616821863142,E,-35.36491267273684,A,A,22.36589836209352,A,-45.699446686685164,0
No,51-65,China,Male,-102.51731947197327,15.150385905021544,58.76404183469568,D,-3.2608071710000526,B,A,-69.44894587828371,E,-67.14465412559056,1
Veteran,65+,Mexico,Other,259.60814326162273,46.96609104710554,106.52586218874474,E,-106.81579307849964,B,D,5.486020925690898,B,-44.1984263002391,0
Yes,18-25,US,Female,11.72924316067135,70.59104031224773,48.18654618668565,D,-93.40871732172901,C,A,-252.86398652017178,A,3.6778756122615066,0
Non-Veteran,51-65,China,M,-87.56220333523528,-60.913100247311206,-311.1503831595532,B,89.77196079790838,B,A,88.92094380509234,A,-47.60387846758525,0
Yes,65+,Germany,F,32.20136609600762,-58.34532500774996,-105.60330033138088,A,-47.64281864482922,D,D,-121.20890620134543,D,-181.38343925619762,0
No,26-35,Germany,Other,191.89761998886823,46.51667327822663,-68.44891396346941,B,76.37711599373131,E,D,2.1921589735275844,E,139.3911525193561,1
Yes,51-65,India,Female,8.617647657633471,-114.2288704422426,32.8104710449782,C,187.96837998936064,A,E,149.28610328780664,B,41.2247718619938,1
Yes,18-25,Other,Other,-55.511992309388866,-130.6267573456751,65.69480713134382,A,-64.67366444942462,B,D,-10.820070549500985,C,75.28555254380186,0
No,36-50,China,F,-98.80205935775562,6.430682868372137,-77.15257966066143,D,91.17850528078485,A,E,-30.344537402254595,B,-98.72938169232015,1
Yes,26-35,US,Other,-60.444327828065184,60.422660629240454,-75.22542102011663,E,-86.30191851685255,D,B,12.259763664650414,E,44.8402915855838,1
Yes,18-25,Brazil,F,-34.16022660237,-78.49837327409818,-52.32858221876617,D,-105.12889347431793,E,D,-16.02847130088879,B,-35.5509992999683,1
No,65+,Germany,F,115.32650405878127,-181.8485272847551,55.58658524322798,B,-30.715780884917326,C,A,73.17440184067576,E,33.83595320210192,1
Veteran,65+,Mexico,Male,-55.163605490548704,53.54551524650025,-111.13134221882052,C,-77.61299725850475,C,E,-43.50692192958708,A,59.80006157363176,0
Yes,18-25,India,Male,72.78096328294195,17.8057585224442,89.85851087398207,A,149.64689306011195,B,B,-73.74522762635527,B,-29.481672893937876,1
Non-Veteran,65+,Mexico,Non-binary,-12.529337516658053,-92.1152534576979,31.605527086193614,B,65.90522357815807,C,A,-15.373999494203842,B,-132.6699612748746,0
Veteran,36-50,Brazil,Male,40.38223522595478,104.29132886288627,14.51331036230311,A,-145.17947454547118,A,D,-1.3667496530672985,D,-1.1485000357717232,0
Veteran,18-25,UK,Male,74.21576997600818,-46.65310244822031,-91.13718491587497,A,-101.04132092323277,E,D,-98.71166181478401,C,19.96027905516633,0
No,65+,China,Female,-18.01299180645434,-30.678396456170358,-36.642186258545415,C,13.457657002484403,C,B,-173.69447280274127,E,-103.20769234242488,1
No,36-50,UK,Non-binary,-41.293427406054775,-153.30271929092572,-91.12459629435213,D,173.59911160160758,C,B,2.1555204074052576,A,39.243896139923244,1
Yes,26-35,Mexico,Other,159.3991914083919,-91.4975744607157,-49.01653912492864,B,31.711717247531656,D,D,118.24645555854715,A,33.36269813857497,1
No,51-65,Germany,F,-87.92965168722364,-44.813338982305126,35.30348782741599,E,70.54608960992836,D,B,-61.8332023571641,A,61.02893521098666,1
Yes,51-65,US,Non-binary,116.2817046702632,31.293475157251123,-26.36513651707285,A,105.01992778443649,E,E,-34.04446774375772,D,-217.36170373230598,0
No,36-50,US,M,-51.407257884727656,67.20558429528668,-30.038255400093156,E,97.41092111639043,A,D,-55.36553311292246,A,-148.02279414386913,0
No,65+,US,Female,45.26541262033786,-38.47212263201452,6.7817446743194125,A,-43.415697146889734,D,C,-13.025060892938958,B,-32.57953951827425,0
Yes,26-35,Germany,F,43.96388520153812,138.93570639309027,100.8802256697561,E,-106.88564926050009,E,C,13.764016662240216,E,68.36699403509652,0
No,18-25,UK,Non-binary,2.0167061428429376,30.973272155442334,16.451849300174175,B,10.380499690834725,E,A,-58.640870718713614,D,109.60694878365835,1
Yes,51-65,India,M,-78.05413083298501,91.42354301614604,149.37675018831402,D,-121.20467918150545,E,B,109.90757551403647,C,276.67397874484635,1
Veteran,51-65,India,Male,124.98537091229753,-62.7087570622699,111.2457596617626,A,-206.17016209474093,B,A,89.77456290337442,A,32.35334383846913,1
Veteran,65+,Brazil,Other,-25.013655823137242,11.389251858148418,-137.44781842406462,D,39.45985226928022,C,C,86.89386064484545,C,-95.21111557922706,0
Yes,51-65,Brazil,Non-binary,132.6059103771201,-146.25535949231946,14.117916919340088,B,-58.82366146038683,D,E,15.069241923871207,C,111.1952683153122,0
Yes,51-65,Mexico,Female,75.52039514440904,-309.60527322838954,243.51428080556175,D,183.6669924949866,D,E,37.461300931576076,D,3.736279687054845,0
No,65+,US,Male,136.2259331335656,147.25502688207038,6.850951038583419,E,-91.45838510252857,B,B,-19.834852323083364,C,-64.41269988462834,0
No,26-35,US,Male,-25.714689425666336,-119.32228035671069,-15.651936761032767,A,120.1145238820422,E,D,-110.41204317499071,D,-69.24365674095434,1
Veteran,26-35,Other,F,10.337236529289882,-37.60082963659131,139.88237469561452,D,-37.721814281201944,B,D,-58.07649651798149,B,133.85100653317957,0
Non-Veteran,18-25,Brazil,F,63.35307249804346,119.5158108704212,58.32173765122898,D,-74.96887971466089,A,D,-14.352269790152208,D,-81.87646223464944,1
Non-Veteran,51-65,China,F,-58.236770302647315,79.69520377838954,-179.88214994037574,C,106.44099896898729,C,A,-147.55380831730824,E,47.684138341995485,0
No,65+,Brazil,Male,-16.73883018666883,169.6113719565717,-13.271573710114504,C,55.54423117540023,D,D,-35.375791715063684,E,57.451768118833904,1
Veteran,51-65,Other,Female,-85.72981931143791,-19.394660011744577,48.169004319680845,B,-38.75670898965848,E,A,7.139035254517776,C,-14.68580373944671,0
Yes,36-50,Brazil,F,184.3050436614538,29.328105351883256,4.482977343873321,B,-28.493835673334722,C,C,-65.43651356525584,D,-61.49593931452089,0
Veteran,18-25,Other,Non-binary,67.59877387777068,116.32726304484957,23.083748212726572,D,14.075521524731768,D,C,108.90078958243868,E,105.80980883336161,1
No,26-35,Other,M,134.86165706721843,220.97403348538376,-19.025169627759688,C,209.56718088129708,A,C,20.07150234375841,B,-72.68141053409796,0
No,51-65,Other,Female,-37.770812380353206,-51.19201414280784,-69.29523419295089,E,13.729996447490938,A,E,45.90405306524435,A,69.67978064732935,1
Non-Veteran,65+,India,M,-10.003019259109289,126.63141465876089,-226.5705897200339,E,-29.37492133044029,A,D,-33.041317575148874,C,-0.832498032230105,0
Yes,26-35,UK,Female,-66.9555336716403,68.4806364669906,-68.6738139673214,B,-84.03965468206808,B,E,71.75135817701837,B,-69.9398973214019,1
No,65+,Mexico,Female,115.60260641479971,110.28581607963955,-28.26204360380699,A,-75.13482245521168,B,B,91.11021530406317,A,63.07952887708147,1
Non-Veteran,65+,Other,Other,-110.82311167380769,-20.74254823822203,-131.32497499526409,C,-64.78673419683952,B,A,-79.18334930149871,D,-74.99464137115265,1
Yes,36-50,Brazil,Non-binary,1.671375038747025,-68.38261103776425,38.46929403574465,D,-13.93804435587834,D,E,-30.35589987145623,D,103.13304558426249,1
Veteran,51-65,US,M,198.4075517452299,-51.85391944657537,78.14961311727437,E,-42.58367524027163,E,B,3.3468791686596036,A,-37.09513163300624,1
Veteran,65+,US,Male,20.038340022161364,-38.85165815347175,179.98790748867953,E,-11.83256405107432,E,E,77.45041829337428,D,93.33380469268782,0
Non-Veteran,36-50,UK,Female,142.96201742694424,103.84604131556134,4.197875041890422,D,-40.05216724083206,C,C,-112.12308070613592,B,-18.22568401719426,1
Non-Veteran,65+,Mexico,M,20.623662827843003,-109.81363088281573,-27.565004969164452,B,-125.06925512349021,B,E,-82.90313200246172,A,-126.70012299896531,1
Yes,65+,India,Other,-84.37496304324371,-243.82890616117282,28.10957976991627,E,-79.77887237752336,B,A,190.94343700167548,D,34.82987331881355,1
Yes,36-50,Brazil,Female,84.83996367313034,-42.43616350822835,-106.56960519517604,B,-99.6895593091477,D,A,-0.543607131622428,D,21.940300124993094,1
Non-Veteran,51-65,US,Non-binary,144.04774060375553,43.25379680840851,10.360673797145143,D,71.95222675180747,B,E,-154.1039316243173,E,-96.89024740899987,0
Veteran,51-65,Brazil,Non-binary,47.349407246952495,153.6816202105675,-53.605518992685866,D,73.60365829460258,E,C,-55.26764843731801,B,61.346026374313325,1
Veteran,26-35,Brazil,Other,-80.2852871504778,63.88766761305457,-37.419141324355984,B,60.31709790262283,D,C,-39.48539798939301,B,-23.50963461867856,0
Non-Veteran,26-35,India,Other,73.92841999247581,164.75027871742165,-72.63190603053525,A,-43.55458371996221,A,E,107.4194234322827,D,-63.13893821985813,0
Veteran,51-65,Germany,F,-5.180627031321273,-132.71050085861896,-106.30168193669691,C,-70.89545914182277,D,D,91.67411413441619,E,68.2434952328132,0
Veteran,36-50,Other,Non-binary,122.69507729347254,-47.213257566168146,104.98414321095568,A,-154.54936629702362,D,D,19.242856048873584,A,5.423559569608758,0
Veteran,65+,US,Male,82.20446490366507,-35.153729833158536,83.95287168697689,B,-208.49467672725655,E,E,-36.16586336597923,E,105.62333882006646,0
No,51-65,Brazil,F,19.690939810303192,1.8829844000487994,-54.589290065148546,A,-121.2414163413053,D,B,-232.61338218069642,D,-150.2972444776357,0
Yes,36-50,US,Non-binary,-87.16413672749353,52.82283986822569,22.949656737266324,A,-14.998759455732536,C,E,120.71637100802045,B,86.48148121943645,0
Non-Veteran,36-50,UK,M,52.63526937530231,24.624656739348783,16.375212914656874,E,-26.03281176946688,D,E,25.73702466533695,C,85.36126179386537,0
Veteran,18-25,Other,Female,-147.50143199617222,68.48648661347838,103.54095210250776,A,117.0376077645817,D,E,14.42427801518717,C,15.701029470271482,0
No,18-25,Mexico,M,114.78391627433511,6.17885459885603,-12.609748329237286,A,54.92230659016979,E,C,-54.81519124731926,C,-93.49318220104985,1
Non-Veteran,51-65,UK,Non-binary,-184.34822609291757,-78.97777602650633,49.34613887193813,D,5.808911283645651,C,E,-7.956425730177694,B,-53.105638243509354,1
No,26-35,Mexico,Male,114.61555293525707,17.08335789092327,42.979256431663664,A,130.95021095908712,A,B,139.67043018342608,B,85.768592827708,1
Yes,36-50,China,Female,36.835961514993635,108.31166192963772,-12.03845728189078,C,-59.68032665456272,D,B,-79.71351920553978,B,15.426968520672169,0
No,65+,Mexico,M,78.8283056843853,73.07104402702376,-12.49725891930447,B,17.628250721377096,A,D,-7.509960788680019,E,80.3898227160783,0
No,51-65,China,Other,-10.596634714093595,-64.10087609184635,60.81366447673303,C,-95.235713849397,C,A,-126.8898286535587,D,231.68368886577525,0
Veteran,26-35,UK,Male,-22.517686008889893,168.3790294278102,-119.98338742402616,B,-25.24028974170846,B,B,120.53572820219259,E,34.3219532454178,0
Non-Veteran,65+,Mexico,Non-binary,16.308273372358027,-49.99722302810443,38.1176009326676,B,-180.0686399559018,E,A,-90.79904278296758,B,68.99989258862101,0
Veteran,65+,India,Other,201.03027319512964,-12.785720894931812,39.22800584783304,A,13.469711043489694,B,D,-47.38919263729343,E,-42.464470258290994,0
Yes,65+,US,Other,91.15791509848704,35.418818831185106,83.5171969988394,B,52.9793788369074,B,C,-0.8171126055557811,B,48.910097191124244,1
No,36-50,India,M,0.18436408838303245,-30.022759837879008,-36.041944681153176,D,-15.73938522641882,C,B,-155.49907970619674,D,102.81490076915232,1
Yes,65+,Mexico,F,-104.02322967440871,-38.364738853392225,43.97865742340785,C,-130.5790855797922,D,C,81.7263019730821,A,-157.25264383726523,1
