nation,birth_year,age_range,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,25,18-25,Male,B,A,C,-127.32482748058192,-85.40661784363817,A,B,C,227.4857953520466,232.0455058593901,E,-25.81151626310792,0
Other,63,51-65,Female,B,D,E,-271.2984124195744,-21.542951854872193,D,B,D,-193.5145472664158,30.374916541467762,C,-70.71089182103022,1
China,63,18-25,Female,E,C,D,-215.11274577256287,45.73420298054512,B,D,B,74.921702017191,-16.195924526514,A,128.24478697939944,0
India,69,65+,M,A,D,C,-95.32743647083961,-74.2378749835045,A,D,D,42.283802853103374,-28.320585547585246,B,117.81889442023801,1
Brazil,56,18-25,M,A,E,D,174.44324165285806,1.747954373972177,C,C,E,74.55509734054051,142.4518953109334,E,-42.619864118296036,0
Germany,56,18-25,Male,D,B,E,69.46919823849608,-0.19952256755964773,A,A,A,5.644022813679451,-56.07734128393385,C,190.2932475448249,0
India,33,51-65,Non-binary,A,E,E,236.75904898242325,92.36115274561985,A,C,A,54.29501329774145,-27.57736684049702,B,12.355052099901114,0
China,39,36-50,Female,B,B,D,-110.40861022217712,-78.78623627506754,C,B,C,57.19683922386737,43.52477627221315,E,-259.91273496759845,1
Other,63,36-50,Non-binary,D,D,C,3.3655796313273334,236.08705653414535,B,C,D,-160.23428972676055,-33.91707365469836,C,-75.10865996207706,0
China,73,18-25,Non-binary,C,C,E,-31.216170488020055,28.264474143764883,D,C,E,-10.492939027515199,15.334694987592778,B,243.42778976317473,1
Mexico,41,26-35,M,A,E,D,113.62438011227951,235.5359661049441,A,E,B,-50.47935122215785,57.68624067920371,E,229.83185002001406,1
Brazil,49,18-25,F,B,A,D,52.44485269852414,-41.08253068665571,A,B,C,-82.12473019870272,78.30073483740173,C,137.0413372627618,0
Other,70,18-25,Non-binary,D,B,E,-64.76727301355429,37.21928856567065,A,C,E,-102.1072229656113,102.83228571787491,B,39.04363680896053,1
India,40,26-35,Non-binary,D,A,C,18.99799461400504,-132.02772649856854,A,B,A,90.64968620817277,-3.6855119264161567,E,208.9628873507092,0
UK,30,18-25,Female,C,A,C,-177.00951686949486,68.7787636425157,A,C,A,-99.79268404265854,6.570112035950125,D,41.500975346476,1
India,27,51-65,Non-binary,D,D,B,-17.810463845921976,94.62337847302692,C,C,A,-27.541052939834554,37.40658766887904,D,-2.970930787512018,0
Germany,56,65+,M,C,D,C,128.6130308721048,163.71456724574912,D,E,A,84.06391392004818,-82.22119348952711,E,35.84789803115669,1
US,42,26-35,F,E,B,D,64.91127523941924,-10.048816742864636,B,D,E,174.96167333659523,-8.306309581711751,D,94.5857375977488,0
UK,61,65+,Female,E,C,E,-195.37334071911806,-198.96447004238402,E,D,B,-32.90669056341936,-94.28243697260939,E,-4.32244738624625,1
Brazil,79,18-25,Female,A,B,D,-13.286678316403108,48.92872991609697,E,D,B,37.973984478435206,54.8876496046242,B,25.4444374117959,1
Mexico,24,51-65,Other,E,A,A,28.984724322596016,91.31147990425345,C,E,B,16.34307075329165,-29.301440492233365,B,102.37235516154475,0
US,38,26-35,Other,D,E,D,-228.1211779508106,127.05044739986648,B,C,A,159.4892817167804,-9.451370740547883,B,18.518443368605872,1
Mexico,37,51-65,Male,B,C,D,29.280808747444432,-129.27644747766203,B,A,C,124.72389745994872,-251.28534480467738,C,-85.96740859671137,1
Mexico,65,26-35,Male,E,C,A,-111.67131903574253,-103.36791527667488,C,D,E,4.82694203928078,114.03757630233558,E,146.20695737227027,0
UK,65,65+,M,A,A,E,30.6094946493879,204.22509994666007,E,D,D,-41.43176410199641,38.32241350818907,C,-64.20201965396515,1
China,56,65+,Female,C,D,D,-3.223860798745292,203.5500504613574,C,D,A,-10.095707363574986,-51.49392550647088,A,-56.078562449228556,1
Germany,65,26-35,F,E,D,C,-6.9206382657322,-91.68055423136884,E,D,C,-28.92939866974027,225.76009417946668,A,44.184669582138355,0
UK,32,65+,F,A,E,C,21.105122798481034,116.01832723707798,C,A,E,-262.4498837230549,-133.5730617558864,E,57.83157422875117,0
China,68,51-65,M,D,D,D,-20.20696920654036,-13.668556286092176,C,A,D,19.98936882324399,154.2903821079613,C,-4.024584789314005,0
China,60,26-35,Other,E,E,B,31.49509876662819,38.47748040933177,D,E,C,119.84423000043967,-234.04747505073954,B,-2.4504844232323433,0
Brazil,36,51-65,Non-binary,A,B,D,19.945898151868047,-37.40080708351511,A,C,C,70.06940014278307,4.985849681717826,D,-206.5965745745892,0
Other,35,51-65,Female,E,A,B,-85.46967743214621,93.26273997737023,E,E,E,30.75524286061474,176.3664068121171,B,-75.84531162302721,0
Mexico,19,36-50,Non-binary,A,A,E,145.29387168734078,-65.60743175799205,C,C,D,-2.5613646552344864,-35.96063142911737,B,56.21220612246761,0
India,32,51-65,Male,A,E,B,162.65285033801834,-94.0278537670502,E,C,C,-177.98655853330018,38.25585736721353,E,34.831599588884096,1
Other,20,18-25,F,E,E,E,-24.692005178332202,56.66381143385918,E,D,C,45.66103879823694,-68.58504896956185,C,-29.882205606922323,0
Germany,53,36-50,Female,B,C,D,245.28963610141594,38.694111363485234,B,C,C,-70.35744678975773,2.5924515883324704,C,-94.70648259966934,0
US,39,51-65,Other,E,C,C,12.73266803905892,171.50454985584608,A,E,B,-92.79787713923017,-27.791221393577313,D,-176.0698945891446,1
UK,56,36-50,F,A,A,D,79.07162636123125,-48.00996954157403,A,C,A,35.03798865852818,-53.16968515977257,D,-39.04749576310568,1
Germany,40,51-65,Non-binary,B,B,E,-164.12814412990227,-40.59498991026187,C,D,C,31.526882846369492,42.386888626254276,D,-63.33266027288165,1
Brazil,53,18-25,F,B,B,A,-34.44283298685092,94.0234790456511,B,A,B,125.37108175715723,38.45535294759274,C,138.44381149357815,1
Mexico,41,51-65,Other,E,D,C,-163.44627219824378,120.23799070323197,B,C,B,65.92876577658403,-95.63291560450594,C,80.25556698096614,0
China,78,18-25,Female,C,D,D,42.99396640683394,86.94650424522477,E,A,D,-68.22439247700758,-9.673188619898548,E,25.209389611474048,1
Brazil,23,51-65,Non-binary,E,C,D,-66.15203410893449,199.04081886254755,E,D,C,-26.206542995089844,101.21735529431098,D,-75.2451334241372,0
Germany,59,26-35,Male,E,D,B,-2.9116286573994175,233.78080942375811,B,E,E,-7.2146512149556,93.00355811025473,C,-185.15597003813454,0
Other,68,18-25,F,C,B,D,73.00465578290556,-38.051852116578985,D,B,E,-51.805801441311694,-49.25360766577167,E,31.21567563305695,0
US,20,36-50,M,B,E,A,-142.3484659114721,22.447871990794358,D,E,D,-57.27000242292715,5.959864831820418,E,7.329917663208706,0
Other,38,65+,F,B,B,C,98.49848958766235,52.53860662194688,B,C,D,-15.053027314028286,-61.19353848104667,E,-23.36499920214912,0
Brazil,35,36-50,Male,E,D,B,106.67951357529198,-109.69710860025043,E,D,C,-85.30137809844935,95.29865336225646,D,-32.57690500797764,1
US,31,18-25,Non-binary,C,D,B,84.29717172815329,144.10647083764033,C,D,C,186.6108144706383,-95.05851684149755,C,11.509645963237524,0
China,63,36-50,Female,B,B,C,-8.314881122592409,82.29483847162061,C,C,A,4.261538263767044,-259.66097644828835,C,106.51972326469712,0
Mexico,50,36-50,Other,B,A,A,-63.38126327824504,18.169752184489617,C,A,A,12.604122475131621,16.109528181628164,D,-31.523757981448995,1
China,47,65+,Female,D,A,A,43.169127103325486,26.972125150144116,D,C,E,78.04225885448474,60.19156382050317,D,8.228879001991908,0
Other,31,26-35,Male,B,D,D,-241.416466562388,177.80822537150254,E,C,C,2.0788819701403694,17.181560405073796,B,68.016872660489,0
India,39,51-65,Female,D,B,C,14.669483578513775,-235.9810745087215,E,C,E,160.73471270381137,66.16715816698104,B,49.421708286229595,0
Mexico,56,51-65,Male,A,E,D,-26.080172790058693,-98.77735654898994,D,E,C,157.16307318721908,15.616296236714405,A,-50.94400277276379,1
Other,66,51-65,Non-binary,D,C,A,-99.82311412606288,152.7100581057725,E,E,D,74.97651065512093,20.804819473159473,B,-15.399376836519988,0
India,70,65+,Female,A,A,E,-54.78990560703223,-14.027555691448063,A,A,B,108.70773072418953,131.3233015533169,A,69.26799674953689,0
UK,60,36-50,Female,A,B,D,16.074052639116566,222.49090869018525,A,D,E,-192.1723317572352,-49.35636215119833,C,6.499113541442471,1
Mexico,43,18-25,F,C,C,B,-16.311026482398848,-11.788555885133851,D,B,B,-99.9128418191624,16.809974861238302,A,-24.509108689943666,0
Mexico,32,36-50,M,D,D,E,-23.971236337198935,99.16810415279649,A,D,A,95.02240139940535,64.69307073056959,A,-114.25366620453545,0
Brazil,60,51-65,Other,B,D,E,53.73406646289507,-110.16196967631559,D,A,E,-149.34874785946232,-21.926667636290688,E,1.4219085553033628,0
China,63,51-65,F,C,C,C,-62.52053882241191,-35.00479770452521,A,E,E,105.41552873415118,35.765888401343524,A,85.4596183556319,1
UK,66,26-35,M,A,B,A,-205.8061736585161,-6.023302297649104,D,A,D,-73.2810491985179,29.233821242130446,D,156.15526936188573,0
Other,38,51-65,M,E,C,E,44.555476096560284,-235.15996611314415,E,E,E,-19.52961434194119,-1.9524199705601792,C,-30.481352895147552,0
US,72,36-50,F,D,C,B,105.98095142114926,-15.334528445135117,C,A,C,204.86228771577953,-200.8723960614677,A,64.64209377145313,1
China,75,18-25,M,C,C,C,-114.56898150300962,-117.71942830748455,C,B,C,-22.456638124775125,26.912252241428902,E,118.073105524834,0
China,20,51-65,Female,E,D,C,69.39997035291992,-77.25420768692547,E,A,C,-19.158235736182526,-56.80012544347925,A,-28.367169089634565,1
Other,27,51-65,Other,A,E,E,0.6203985150153564,69.59758894808849,D,E,D,130.05517339242417,35.54342672241596,E,-144.39487613107787,1
China,36,65+,Other,B,B,B,-237.2095064655471,-5.832516821950211,E,E,E,-8.454673626524496,-1.969601454459772,E,171.3624690954693,1
India,38,26-35,Male,A,D,C,23.84439687052092,72.10391617351306,B,B,A,-54.999576459388464,17.08009480120177,D,95.50727873471641,1
India,25,65+,Female,C,A,A,-85.56046418840279,-116.85989443917259,E,C,B,94.30877509637192,-21.732264688011938,A,69.23990590453283,0
Mexico,38,18-25,F,E,B,A,45.015296262569606,45.89247760908988,A,A,E,-0.3599108987637759,146.09401101157667,A,2.279784068482947,0
UK,55,65+,M,E,D,B,9.14091215087706,-104.25151100329816,E,E,C,27.315586986034912,96.71895972734123,E,141.01026785294007,1
Brazil,42,36-50,Female,D,D,E,-134.83190840370585,-76.84301873454027,B,C,C,-19.972025111191925,-160.95809212325287,D,-56.61302301187218,0
UK,42,26-35,Other,D,A,B,50.444602827776606,-14.809026299592018,A,E,D,23.08562581474718,-189.93676963269365,E,51.82139269107856,1
Mexico,76,51-65,Male,D,B,B,4.614346313127392,-2.673120593662175,A,D,A,61.72535794648992,-262.21819521977153,A,156.00030795954945,1
China,60,65+,Male,B,E,A,-11.624162698918697,-72.03403735340959,E,E,B,135.47127629086702,95.86749543739417,A,18.548544678563843,0
Other,50,65+,Male,E,A,A,2.916401857268699,-15.764890283517927,E,B,B,44.69060914666747,-106.12120417168526,D,-73.56525767290964,1
Germany,75,51-65,Female,D,B,A,115.20766922619212,-13.902669604823092,B,A,E,38.06555044637638,-88.18251898447187,D,93.46811994258817,0
Mexico,72,26-35,F,B,C,E,75.83727828439199,-23.18690327299359,E,B,E,72.65910896790153,39.559017688363234,D,-2.023175673587229,1
Other,60,51-65,F,C,A,A,132.4660632215564,136.15674827021357,C,A,D,69.97791916560105,0.2901008798839717,C,-101.16462075435304,0
US,32,26-35,Female,B,B,D,40.797346334376755,32.95589015502288,D,C,D,-48.134897430975876,-22.29146398067541,D,-212.72677709058544,1
Other,41,26-35,Non-binary,D,D,D,81.57091506487045,34.39922920517648,E,E,D,-86.89402701440584,-69.73314928424685,D,111.78176327746358,0
UK,36,36-50,Male,A,B,A,36.06029389037671,-22.356549293899555,C,C,C,-20.601498068967274,-114.83916410951838,E,122.65374938289033,0
China,53,36-50,F,B,E,E,91.07238081841595,28.785369002699905,E,C,A,32.455837425767655,136.15135701822123,E,58.98495150132622,0
US,54,51-65,Female,C,D,C,66.52350550308861,35.651947006754945,E,A,C,95.05355228941687,-91.53091960785308,C,3.2334817400119,1
China,21,65+,F,A,B,B,-82.67556620149645,51.36688562493145,C,B,A,40.72540267033489,-96.49904491709131,A,-73.76239601590943,0
China,41,26-35,F,C,B,E,-173.97640264934475,54.005978582745776,D,A,E,-11.802902971343782,100.32906676207789,D,95.482607935968,0
Other,64,51-65,F,E,E,C,21.28457346282998,-96.27980223182117,C,D,B,-23.77475028486579,-98.42487262667716,C,78.34795365771178,1
US,31,36-50,Male,D,D,B,110.8991221049489,83.83589922148245,E,E,B,153.28296391235443,91.91964366516908,C,-134.27477905641805,1
US,20,36-50,Non-binary,C,A,E,45.481588495732375,-67.78069181660263,B,E,B,-41.550925674340505,-28.82701518400077,A,209.16102308126617,0
China,77,36-50,Other,C,C,D,-97.19481011801292,-6.711467908976532,B,A,A,-34.25976561938056,-249.73415472570136,D,17.320411834565263,0
Germany,44,51-65,Other,A,C,E,56.9278931392987,-131.57651217699512,A,C,B,-17.06932660624896,-7.961869797444569,A,-115.84889565604163,0
Other,78,51-65,F,E,C,A,114.79205347124723,-0.5737138902695871,D,E,B,85.52690957079665,-115.4036216192694,B,-101.29115323514706,0
Brazil,35,26-35,Female,A,D,A,113.01080413001989,-42.25354422677635,C,B,C,-137.75207034989103,133.92057591611396,B,-116.1441756255878,1
Other,56,65+,Other,E,C,C,120.1428115385019,-88.67617979434212,E,C,A,46.08203101214466,-115.04520975003085,D,-107.45863226352095,0
UK,28,65+,Female,B,B,C,127.50042260306786,105.72946798016756,C,C,E,4.810433977645193,2.3119504270876035,D,0.9993862018419067,1
UK,43,65+,M,E,D,A,-125.98771468438966,-60.364446078238146,C,A,A,25.98933908181669,-65.54007793338882,E,141.91017560812318,1
China,46,36-50,Female,E,E,A,-168.82767696685278,141.22590069081446,C,D,E,-88.29860942484599,-177.0031944979649,A,-123.40586747069229,1
Germany,65,65+,Non-binary,B,C,E,-105.47760610333843,53.191828454980616,C,D,D,20.442537875777344,-147.92511487211416,A,-119.7538446077454,0
China,60,26-35,M,A,B,B,-179.29087589577512,-85.12432097498001,D,D,B,-95.12739164678783,-131.38482389099764,E,256.05194526907366,0
Other,31,18-25,M,B,D,E,17.024814762467553,-48.65968289094282,B,E,A,-132.29285788949258,137.89984162252637,C,-97.07113242421431,1
Mexico,19,36-50,Female,E,C,C,100.01597868887106,-2.6128102866683474,C,E,E,120.95754171508052,95.87427562396175,E,72.12241826157917,1
Germany,40,51-65,F,A,B,D,-208.51945079581972,53.74908444277822,D,C,A,-101.05686376486169,-144.55992247248523,B,-32.19299005212508,1
Germany,39,18-25,Non-binary,A,D,A,-101.26286081283314,-41.889871021837685,B,B,D,-40.73713512316834,-2.6547317004226514,A,-120.32786143207449,1
India,51,51-65,M,D,C,B,-171.80210868179194,-39.75034090121889,E,A,E,-67.04977293093242,-64.43437234909061,C,-147.4224098036958,0
Mexico,29,36-50,Male,C,D,B,-76.60982677834383,-144.1098543976951,A,D,D,-114.11349092148365,-104.43441140513454,E,-9.144745637612635,0
China,43,18-25,Female,E,B,D,-8.254957805486619,-37.565895526500306,C,C,D,-101.53670104292094,-22.602247197471723,D,-51.76214172430409,1
Other,24,65+,Other,A,A,E,-20.10462178280501,-54.506527450922334,E,A,E,-89.68167591289148,-179.92818635515076,E,-166.25450472441315,0
Germany,73,51-65,Female,C,A,E,114.44354525965343,-159.41059020059666,D,B,D,-117.84805897979531,-35.26241670588928,C,103.08507676049372,0
US,32,65+,Non-binary,E,C,D,-112.85733449130106,-173.8788136046147,C,E,D,-8.48915845888209,20.810284395295835,D,-61.50631444977892,0
Brazil,49,18-25,Female,A,B,D,-12.3025331601683,50.31245835112968,A,B,E,-23.027794203444877,-170.2258105209034,D,-74.96555524548432,1
Germany,46,51-65,Other,B,E,E,68.37949223944135,-54.20243805337034,C,E,B,-19.57371223718493,-31.084101273423187,B,7.341112048873506,0
Germany,67,65+,F,E,B,D,-191.81723049725514,63.1368997251098,B,B,A,73.11424787741593,6.947254784448566,E,-1.1174352320975942,1
UK,48,18-25,Other,A,E,E,290.8937783673751,92.7189938461125,D,D,A,53.02843886523762,45.8049196158241,E,-137.58322843664516,0
Other,66,26-35,F,D,A,B,-250.48201157972977,-150.37962916957653,D,E,C,120.74074604143247,-84.45562129942039,D,-17.62708234402246,1
Brazil,60,51-65,Non-binary,E,A,B,-132.9403847232764,31.2442198000464,E,C,E,234.21984825617983,157.04490961461423,B,1.1816391719677104,0
US,23,36-50,Non-binary,B,C,D,-156.78546148558513,146.0204582479437,A,B,A,-96.35258295625849,186.39352187132104,D,87.63828299745741,0
Germany,36,18-25,Male,D,B,D,6.4124423387571365,131.67855490847546,B,E,A,-25.47895384630252,5.249961586770355,C,25.05526488423591,0
UK,21,65+,M,D,C,C,59.58554387034607,55.44210055503087,D,E,C,-74.3675586787295,-18.688760409259714,C,-89.37183278154731,0
Mexico,78,51-65,M,C,E,E,-68.52410029987762,-286.30978368621203,D,C,B,60.5463681802758,-50.17338220549343,A,139.53867066611082,0
Germany,73,36-50,F,E,E,E,76.88646542847225,7.873521122839837,C,E,A,99.25380272505993,-154.9930006544566,B,-13.806416247208206,0
India,56,26-35,M,D,E,C,-19.37328572261888,96.36454585127368,B,A,D,-54.8680885594713,67.77612376111776,E,-22.51496158841049,0
Other,31,26-35,Non-binary,A,B,E,-16.07459666175655,-3.5106509753581365,D,D,B,-0.35807328411962785,-98.314875968429,D,-33.45501027891163,1
India,22,65+,Non-binary,A,E,B,21.602900802553034,-209.1889252233853,A,D,D,-118.356676694384,11.384792907033894,D,106.69016378624107,1
China,47,36-50,Male,E,E,A,-53.175675633854055,57.3675123698583,B,D,A,197.72318225536264,128.75937592465135,C,-27.444172894061474,1
Other,26,65+,Other,B,D,E,109.21496529698393,-82.3051939851289,C,A,A,-124.92154059340166,65.45011030537117,C,-8.93413385263015,1
US,30,65+,M,B,E,C,-249.00326149565126,-79.72330423909182,E,B,E,25.0138154888664,70.01995954897173,E,56.056043564150016,0
UK,31,51-65,F,C,A,E,136.0103770137921,3.7083679026627916,D,A,C,82.8193176496797,-132.08912290279986,C,-18.858263704119434,0
US,69,18-25,Other,D,C,A,14.948121795187458,-33.72565551133653,E,C,B,-74.2634749875767,229.67122114044741,E,51.378364890832486,1
China,41,18-25,Non-binary,B,B,A,-46.6391393603838,49.870993795811955,A,D,B,-12.050629799705748,-101.06619737505802,D,32.82547604688015,1
UK,46,26-35,M,B,A,C,96.6573010067384,6.817675457339391,D,E,D,-109.91490514966617,128.09806835481996,B,65.5405618218306,0
Mexico,62,51-65,F,B,B,B,39.68403275434548,16.222600860559343,C,E,D,141.12402798033247,138.08832253527376,B,38.04051553704101,0
Other,55,65+,Female,B,D,D,-54.90987983702959,6.485595192320251,C,C,B,74.82152628893523,-51.04279464535602,D,88.56027193200846,0
Germany,58,65+,Other,D,C,B,-138.82860975666313,54.374483702924394,B,C,A,-54.72044814533006,-201.6213134135922,E,-147.8919538031593,0
Mexico,43,36-50,Male,D,D,B,-80.37433242437419,79.11281117714493,A,E,D,111.92999954174066,-23.223693665506314,A,241.56431561268388,0
US,68,18-25,Non-binary,B,C,C,-107.67619069062376,198.7960989777693,C,D,E,36.67405775881343,94.7865535880662,D,-2.721034627349698,0
Germany,25,36-50,Male,C,A,B,11.3565000396925,-75.39202715439987,A,A,A,-16.1181985904943,68.97216239922818,D,113.73615360170844,0
Mexico,79,65+,Other,C,A,A,-112.1746864738301,-24.657943276174084,A,B,B,70.77322908205504,21.68114200466971,E,169.13114851370077,0
India,68,51-65,Male,B,E,B,77.53097293413428,-90.65260965961858,B,E,B,26.40163141595729,-4.586405743401944,E,-8.003559982531112,1
Other,35,26-35,Other,A,E,C,35.112220689389524,52.167537276195844,B,E,E,-49.97401688050005,-1.00603623218661,A,-106.81259965952002,1
US,73,65+,F,D,D,A,-77.03004107823438,107.55318079014657,B,D,D,6.319044525924716,23.865835889421934,B,-59.45692791845589,1
Mexico,31,36-50,M,D,A,D,22.61611413368422,-44.53360070621901,E,C,D,-120.47467758392114,-22.088134308428398,B,115.5183231836411,0
UK,66,18-25,Non-binary,D,E,E,38.00087157476402,113.72218872471502,D,D,A,-116.14884222152688,74.80759367725027,C,-61.465926849373965,1
Germany,37,65+,Female,C,E,B,11.528556441605016,24.216988100294465,D,A,B,-35.76306902201526,-59.173482688894296,D,-166.43318515230644,0
Mexico,54,18-25,F,B,C,D,-49.32585125275363,-31.777597490845167,A,E,D,14.582608100148512,-84.68883813279461,E,108.3957689562794,1
Other,44,51-65,M,E,E,C,-113.93691580801872,53.574479664697186,B,E,D,31.651514223216886,75.04970731499719,C,96.31522965382162,0
Germany,79,18-25,Non-binary,A,B,C,-87.78503196077916,147.77980692147258,D,C,E,32.03284978826099,49.02949072087942,D,41.477222479761636,0
US,23,65+,Non-binary,C,B,B,-70.45251243103958,-59.90086246631411,B,D,E,-5.009126349634483,46.557350601289436,E,22.04425848877388,1
US,61,18-25,F,C,D,C,-36.76093563509693,-60.76893410192472,C,D,C,-36.42358879042031,24.99059840369511,E,107.67575535174379,1
Mexico,19,65+,Other,B,A,D,-2.8867256015687004,-52.33207614644982,C,B,A,45.395482144438,6.755689689302417,E,107.52134768284549,0
