Religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
None,Widowed,E,-53.740057920151784,D,C,E,D,B,D,A,-13.37178232930163,B,D,1
Other,Widowed,E,-63.43353949606018,E,B,B,C,C,E,D,-136.80850843894302,A,B,0
Jewish,Single,A,6.231773047792688,A,C,E,E,B,D,C,-88.51206385675458,D,B,1
Other,Single,A,-20.610290197964627,E,D,B,E,C,E,B,14.009147955540282,D,D,1
Jewish,Divorced,A,-44.038459078925825,C,B,D,D,B,A,B,68.16970653635542,C,E,0
Christian,Single,D,-118.94616658882093,D,C,B,E,E,B,E,11.135848697744724,A,D,1
Other,Widowed,B,-86.19303769916999,C,B,D,B,D,C,C,132.15603547753608,C,E,0
Hindu,Single,D,41.80910064106974,E,C,E,C,A,E,E,-176.23893669368059,D,B,0
Jewish,Divorced,A,-107.131956734256,E,A,E,B,A,B,C,-74.6512864304489,A,A,0
Christian,Married,E,-287.3710220213911,E,B,D,E,B,A,D,47.02639251115273,E,B,0
Christian,Married,E,12.913962587917723,B,B,D,D,E,B,E,3.0926356730987097,C,C,1
Jewish,Married,A,-134.67988750977656,D,B,C,E,D,D,D,36.20299161981097,E,A,1
Muslim,Divorced,C,-46.83971257582661,C,D,E,C,D,C,C,-32.46661294660943,A,D,0
Hindu,Married,A,50.95927644019906,C,E,A,E,B,A,E,-64.62927177048219,E,A,0
Christian,Divorced,A,-146.3024351472657,C,A,E,E,A,D,B,-57.24617176585253,E,B,0
None,Widowed,D,-112.73203938915238,C,C,A,C,E,B,D,23.585642791100142,A,E,0
Muslim,Single,E,38.7859683771345,A,C,B,C,D,D,B,4.083512414188868,C,B,1
Jewish,Single,B,-154.65057023214382,E,C,E,C,D,A,D,-23.049618715836857,C,A,0
Other,Married,A,-6.372091271818399,B,A,B,B,D,D,B,-175.6983413908603,D,A,1
None,Widowed,C,-59.52285202314602,D,E,C,E,A,D,B,-7.8042196122341005,C,E,1
Buddhist,Widowed,C,-131.8300886936189,E,B,E,D,A,D,B,-81.86463521211202,D,A,1
Christian,Divorced,A,-135.5938328799931,D,C,B,C,E,E,A,126.11461658359653,A,E,0
Jewish,Married,A,-78.23745546713859,E,E,B,E,C,E,E,48.38872470166638,C,B,0
None,Divorced,D,-198.06279708585714,B,D,B,A,A,C,E,-68.8694002638108,C,B,0
Muslim,Married,C,164.92723111177165,C,C,D,E,B,B,D,-130.0606585662669,D,B,0
Buddhist,Widowed,C,51.28641890140149,D,A,E,B,C,A,E,30.84408416050046,A,C,0
Hindu,Widowed,B,-50.805955253590554,E,A,E,D,B,B,D,-111.59626743150044,E,C,0
Buddhist,Married,C,-170.36302196156973,E,B,B,B,D,C,D,-316.147963578545,E,D,0
Christian,Divorced,A,137.34719307742583,E,C,E,D,D,B,B,99.22753713421268,C,B,1
None,Divorced,E,-143.24918563662666,A,C,B,D,E,E,E,87.50509594620465,C,E,0
Hindu,Widowed,B,36.66156279831731,B,E,E,E,E,D,D,-133.4431086308175,C,D,0
Muslim,Divorced,A,13.512794019966856,A,E,C,E,E,A,C,51.58920841324124,E,C,0
Hindu,Married,E,17.81615845134805,C,B,A,D,D,A,C,-62.82529344111997,E,B,1
Muslim,Single,E,48.825407970560775,C,B,A,E,C,D,B,114.20903203992899,C,D,0
Hindu,Divorced,E,-36.52273425080065,E,D,E,D,B,C,D,82.12034675015992,C,E,1
Other,Married,E,7.437705449202436,B,C,B,E,A,A,C,19.583943734639377,C,A,1
Jewish,Married,A,57.92436226473252,E,D,B,B,D,C,A,-11.263855800531292,A,B,1
Christian,Divorced,E,-18.15520503277892,C,C,A,D,C,D,E,80.47350632334411,B,B,1
Hindu,Divorced,B,-128.62421005822918,D,D,E,D,C,E,A,14.753291187322354,E,A,1
Buddhist,Single,D,48.324786234953905,C,D,A,C,D,A,E,149.0033021315316,C,D,1
None,Divorced,A,-88.4068770788317,A,E,B,C,D,C,D,82.34725875023933,A,E,1
Buddhist,Married,D,143.60753913614676,C,C,E,C,E,E,A,-3.774823484339134,C,D,1
Other,Married,A,111.24374372470865,A,A,E,E,B,C,C,-111.5774374650648,B,D,0
Jewish,Widowed,A,-5.22014172693256,A,A,E,C,C,A,A,149.63506625471695,B,E,0
Jewish,Single,C,-49.36262419214986,D,C,E,E,D,B,D,-101.69287126024227,D,A,0
Muslim,Single,A,-117.82002529562665,B,A,D,A,A,A,E,-67.54477447049172,A,E,1
Jewish,Single,A,-76.96210352946284,A,A,C,E,C,A,B,0.8810553888890633,E,B,0
Hindu,Single,A,189.1346741838349,E,A,B,C,A,E,E,6.085477136284543,B,D,0
Hindu,Divorced,D,-85.32922484846249,D,E,E,E,C,A,A,94.55871527321624,B,B,1
None,Widowed,E,108.5617053801075,E,A,A,A,E,E,A,32.63831096041187,E,A,0
Christian,Widowed,C,-76.58854060619498,E,E,C,C,D,B,A,27.50512390204071,B,A,1
Other,Widowed,E,55.16018593669472,E,E,E,A,D,A,B,-24.45549751850909,B,C,0
Jewish,Single,D,17.761616815972374,E,E,A,A,A,C,A,-92.92788410665067,C,B,0
Other,Married,E,106.32614007611436,C,C,A,D,B,E,A,127.42155685248935,E,B,1
Buddhist,Widowed,B,19.8875426060983,D,D,E,D,B,A,C,267.2077548882568,D,E,1
Hindu,Widowed,B,36.37844081630883,C,A,D,C,A,E,E,85.35812625554267,B,E,0
Muslim,Single,B,107.97244006863087,C,D,E,C,C,C,A,-122.2332690601241,B,B,1
Hindu,Married,E,14.089128753855778,E,B,A,B,E,A,C,122.88561567067691,C,C,1
Muslim,Divorced,D,-40.117887601301874,E,C,E,E,D,C,C,56.14031388794807,A,C,0
None,Widowed,A,-61.205267108260664,B,E,B,B,A,B,B,21.202725396632594,C,D,0
None,Married,E,-56.561326938508486,B,B,D,C,A,B,B,52.59170427254983,C,A,0
Buddhist,Married,E,134.63972063320978,C,C,D,A,A,C,A,58.49205264802811,A,D,0
Muslim,Divorced,E,-59.7802465494238,C,C,B,B,C,D,D,-161.71419764544092,C,B,0
Hindu,Widowed,B,98.29128308275405,A,A,A,A,B,B,E,52.83210711936931,A,D,1
Jewish,Single,A,-39.76013411306536,C,C,B,D,D,C,A,133.17470573027302,D,E,1
Jewish,Divorced,A,-0.030774122243822647,D,A,E,A,D,A,D,137.84874449435569,B,A,0
Buddhist,Widowed,C,28.23035405755024,A,A,D,B,C,E,E,16.872925631999948,D,B,1
Hindu,Single,D,73.76112811204179,A,A,A,C,B,C,B,72.39059194444096,B,D,1
Buddhist,Single,E,-29.498915285311316,D,C,D,A,D,A,C,-23.218456541301098,A,D,0
Jewish,Divorced,A,-167.75813399873567,B,D,C,D,D,D,B,76.3034806589723,D,C,0
Jewish,Married,D,140.18216755040282,D,A,B,E,C,B,D,10.497584672114058,E,C,0
Other,Single,D,-129.8986730962409,C,A,A,C,D,E,B,-3.5763475948194645,C,C,1
Christian,Widowed,D,56.10310230756067,D,E,B,C,C,D,C,-27.743056215837203,D,E,0
Jewish,Widowed,A,152.336708207311,C,E,C,A,B,C,B,101.51688451538428,A,A,0
Hindu,Divorced,D,139.04477789718365,C,C,C,C,A,B,D,42.96869910101743,D,B,0
Christian,Divorced,C,51.900816941216746,D,C,E,A,E,A,A,143.75418459401683,E,B,1
Other,Single,B,228.07358802167573,D,D,B,A,A,E,E,105.36589287515517,D,C,0
Buddhist,Single,B,33.159023298449384,C,D,B,B,A,D,C,149.75633169672028,A,A,1
Other,Single,A,-56.307291377014856,C,E,C,B,C,A,A,57.1181464227064,B,B,0
Christian,Married,E,-154.93218581350666,D,B,B,E,D,E,A,52.24493584599278,D,B,0
Hindu,Single,E,-34.632816009262726,D,B,C,B,C,C,C,64.96603272821832,E,B,0
Buddhist,Single,E,-138.62796313032237,E,B,A,D,D,E,B,9.118778326973764,A,A,0
Muslim,Widowed,A,228.77704879414432,B,B,B,B,C,B,D,-241.7453408229453,D,C,0
Muslim,Divorced,A,-93.98201266890189,D,C,C,E,A,A,E,-37.09355235916093,E,A,0
None,Widowed,E,88.19073240516636,E,E,B,B,A,E,C,40.47927289721324,A,D,0
Christian,Married,B,-22.554957526083548,C,B,D,D,D,E,B,170.81276630957032,E,B,0
Jewish,Divorced,B,18.30844350130381,B,C,A,A,B,C,E,105.83435155256029,B,B,0
Buddhist,Divorced,A,139.99779175255017,B,E,C,D,C,B,D,74.95850704748045,A,C,0
Hindu,Divorced,B,-26.968806214647845,D,C,A,A,D,B,B,-76.24454845498467,E,A,0
None,Widowed,B,44.48948900318593,D,E,E,E,A,B,E,-181.75529464818908,D,B,1
Christian,Divorced,E,143.091088986286,B,C,B,A,B,D,D,175.1396123568312,B,B,1
None,Divorced,A,-95.23434830920239,B,E,A,A,C,E,D,32.88718048471551,D,D,0
None,Widowed,A,-151.87432138070974,B,C,A,E,A,D,D,56.48896625813757,E,B,0
Hindu,Widowed,E,-70.44348881592745,E,A,C,D,D,B,E,100.52548722561619,E,A,0
Hindu,Divorced,A,-66.64756568600177,B,C,B,C,D,B,D,9.580723678238424,A,A,0
Hindu,Divorced,D,-89.24877415289801,D,B,B,B,D,E,D,57.63137381471425,A,E,1
Buddhist,Widowed,C,-36.18728044945455,E,A,E,E,E,D,A,-24.578032003140905,D,B,0
Buddhist,Married,C,-221.87528227629429,E,A,E,D,D,B,A,-104.00349179178288,A,C,1
Other,Single,A,-161.41688943433218,D,C,C,B,B,C,C,-56.81600384862994,A,C,0
Jewish,Divorced,E,191.23322796034296,D,B,E,D,A,C,B,-89.55172273097386,D,B,1
Hindu,Divorced,E,-23.328548084094336,C,D,E,A,C,B,C,37.22515824122893,D,B,1
Muslim,Widowed,E,152.310990745871,C,A,D,E,C,D,B,65.71477645726236,A,C,0
None,Single,A,17.58798923443448,E,B,B,B,D,A,B,-53.666063392692095,E,C,1
Christian,Married,C,-209.3746979669515,A,E,C,C,D,C,B,-123.61954491960164,D,E,1
Hindu,Divorced,E,-41.74672637951788,D,A,C,B,C,D,C,182.44649127466377,E,C,1
Hindu,Single,A,-34.13338849513475,B,A,C,E,A,A,B,-121.12848863830581,A,C,0
None,Married,D,85.03556298173123,D,E,E,B,C,D,D,55.225083021178314,C,E,1
Christian,Widowed,B,45.871063902758856,D,C,D,E,A,E,A,-64.56759795755346,C,A,0
None,Widowed,A,63.98781894891842,E,B,C,A,C,D,C,44.20512001432462,A,C,1
None,Widowed,E,-9.634501512303093,A,C,A,A,E,B,A,-102.18441422444052,E,D,0
Christian,Single,D,-82.2684913514663,E,E,A,B,D,C,B,229.1249484061344,E,A,0
Hindu,Single,C,-107.82614304560437,E,E,E,A,A,A,B,165.18091289513012,C,B,1
Muslim,Married,C,-86.07575416649878,A,E,C,D,D,B,E,30.36321056563925,C,A,0
Jewish,Divorced,A,-110.73428444675766,A,A,D,E,E,C,B,-66.63408670171214,D,C,0
None,Divorced,E,-44.824854386742295,D,D,B,B,E,E,A,80.08606674109919,D,A,0
Hindu,Married,E,58.613997300271116,D,B,E,B,B,B,A,-46.179054846858456,D,A,1
Christian,Widowed,E,-17.18887071524942,C,A,C,D,A,B,C,-4.224503073550357,B,C,1
Muslim,Widowed,C,317.967000410953,A,E,B,D,C,D,E,-138.9039587882955,D,D,0
Hindu,Widowed,D,-38.78106077201491,D,B,D,D,D,E,A,14.130297286185206,B,C,0
Buddhist,Widowed,D,-131.08221034112267,D,C,B,E,B,B,C,-156.629818097617,B,D,1
Hindu,Widowed,C,106.03459812298364,B,D,A,E,E,E,C,22.973108222499246,D,D,1
Other,Single,C,195.3566964112372,D,C,E,B,C,A,E,-142.537885996141,C,D,1
Buddhist,Divorced,D,1.7699642385085441,C,C,A,B,D,B,D,41.11830280829778,D,D,0
Jewish,Married,B,107.63296407504477,D,C,B,B,D,A,E,-40.84014486424897,B,C,0
None,Widowed,A,-175.68301436918543,B,A,A,D,C,D,C,26.92131156394351,B,A,1
Hindu,Single,A,44.523805971846414,D,D,D,D,A,E,E,130.1323257755472,D,E,1
Buddhist,Married,D,47.04764340979387,E,B,D,B,D,E,E,-114.2546381404143,C,C,0
Other,Single,B,29.634192089615404,A,B,D,C,D,D,B,117.59304544728275,A,A,1
Hindu,Widowed,A,-61.681442074364135,D,C,A,A,E,D,A,-34.76597029380353,E,B,1
None,Divorced,E,-19.53930278963795,B,A,A,D,B,E,E,-150.04339988170437,E,E,1
Jewish,Widowed,C,-41.05372862748587,D,C,A,B,B,C,D,14.833105465664714,D,C,0
Other,Single,B,-31.10544472535236,D,E,E,C,E,A,C,-21.88758377238635,A,C,0
Christian,Divorced,E,95.18206727238496,A,E,A,E,B,E,B,224.50747408160328,A,A,1
None,Single,E,48.20833587844802,C,C,B,B,B,E,B,-106.06017869147593,E,B,1
Other,Married,C,64.7743311923023,C,B,D,E,E,E,C,179.1489199398688,D,C,0
Christian,Married,A,98.09428396446252,E,C,C,B,B,A,E,-75.28927571215515,E,C,0
Jewish,Married,E,35.991245434469924,B,D,A,B,B,E,A,32.4523181839978,D,D,0
Other,Widowed,B,226.9417147186404,C,E,C,C,D,D,C,-32.826451248952225,A,E,0
None,Married,D,-18.8617863162103,E,C,E,A,C,A,E,42.45925642101504,E,C,1
Hindu,Divorced,C,-24.724560195214988,B,D,A,A,E,B,A,-36.09125655006314,B,C,1
Buddhist,Married,C,119.10985472780216,C,D,A,E,A,D,E,2.0239750112122517,D,B,1
Christian,Widowed,A,87.10959002972571,A,B,C,A,E,C,B,-62.93548733209309,E,E,0
Other,Married,C,-21.126930296511482,D,D,B,E,E,E,E,-64.12491133153121,A,A,0
Hindu,Single,B,77.00220541076202,C,A,D,C,D,C,B,68.76565830048688,D,B,0
Other,Married,B,-116.62881157648599,E,C,D,C,E,C,E,92.7131903723113,A,C,1
Buddhist,Divorced,D,-80.60717859809915,E,C,E,A,D,A,D,-101.62644023593765,E,E,0
Christian,Single,A,-8.197279091224152,A,A,E,B,E,E,C,61.99755785758075,D,E,1
Jewish,Widowed,C,59.39881329544,E,C,D,B,E,D,B,125.66363267869977,D,B,0
Other,Married,C,-19.102087198282113,C,A,E,C,B,D,A,71.99895769553306,E,C,1
Buddhist,Divorced,E,-47.78463875181216,C,D,C,C,D,A,A,-105.40404494337298,B,A,0
None,Single,C,167.5257297176975,C,C,E,A,E,C,D,-119.50756269720573,B,D,0
Buddhist,Single,C,76.88988244429784,E,E,E,D,E,E,E,45.917450942299794,D,B,0
Buddhist,Married,E,-47.949266575641595,E,D,D,A,E,E,C,39.05687269245456,B,A,1
Muslim,Married,E,65.80177855405584,A,D,B,C,B,C,E,-172.47323528381523,A,A,0
Hindu,Single,E,25.99671994350589,E,E,C,E,B,A,E,147.71499265796308,A,C,1
Muslim,Single,D,-187.35112234334815,E,B,B,E,E,D,A,70.82117551068825,A,A,1
Other,Single,B,-62.60671463799592,D,B,C,E,C,D,C,-48.633932685989635,D,A,1
Muslim,Married,D,194.03149539446986,A,B,A,D,B,E,C,-45.42937387250673,C,D,1
Other,Married,D,-88.31389226205354,D,E,D,B,A,D,D,-182.3366004416649,E,C,1
None,Widowed,A,33.71768778630674,A,C,A,E,A,D,E,-58.55929361638423,A,E,0
Muslim,Widowed,C,91.40360652444362,E,E,B,C,D,C,B,-108.10847670841098,D,A,0
None,Widowed,D,-50.47037551254299,D,B,B,B,B,B,A,-29.90794810483206,D,E,0
Other,Widowed,A,-119.57758638492473,B,A,D,B,D,D,C,124.8877196674338,E,B,0
Hindu,Single,A,-80.36344597279604,B,E,D,A,C,D,D,194.27260127753362,C,D,0
Other,Married,B,141.12638673748026,B,A,B,B,C,E,D,111.69039377992193,B,D,0
Other,Married,E,-53.4158147180439,A,B,A,A,E,B,B,-111.6755288175415,E,D,1
Jewish,Single,C,-1.7506967271819964,E,D,B,A,D,A,A,34.561165133491315,D,B,0
Other,Married,C,101.79785456928275,C,A,B,C,A,A,E,-111.83918339849306,A,E,1
Christian,Divorced,D,77.72221091402633,C,E,B,B,C,B,C,70.17806064924258,C,E,0
Buddhist,Single,D,232.45237928959764,C,C,E,C,B,D,B,-59.93738752162,D,A,1
Hindu,Single,E,47.75684337889512,D,C,D,E,C,E,D,-123.07940483863497,D,E,0
Christian,Widowed,B,238.0091142140758,D,E,C,E,E,A,B,142.37282669362028,D,C,1
Christian,Married,B,100.82751479788092,D,B,E,A,E,B,C,-101.06856035716454,B,D,0
Christian,Single,C,-296.516441863464,B,E,D,E,B,D,B,17.737363749340503,B,C,0
Muslim,Divorced,D,1.7268665691979102,E,B,A,E,A,E,A,-41.57859301959802,C,B,0
Jewish,Married,A,-8.280355157144571,B,D,B,D,A,D,D,-75.50278966948267,C,A,1
Hindu,Married,C,56.52627501154406,B,C,D,C,A,B,E,103.49457152939299,C,B,1
Christian,Single,A,164.29339649665908,B,E,A,A,B,D,E,95.59966977311163,B,B,0
Buddhist,Married,C,-121.97209981060595,E,C,D,D,B,C,B,5.783030195953252,B,C,0
None,Married,D,-72.16823936198276,B,A,D,B,C,A,A,105.84478112321096,D,E,1
Christian,Divorced,D,82.4293845701786,B,B,D,A,A,C,E,-146.9567528884098,E,A,0
Muslim,Married,A,-40.06551387540422,C,C,E,C,C,E,D,-21.9703366720104,B,B,0
Muslim,Married,E,219.46596058479315,D,A,B,E,A,C,E,-106.99011255319553,B,C,1
Christian,Widowed,C,-106.9903994855071,D,A,B,B,E,C,B,78.3009734320015,E,A,0
Other,Divorced,E,230.99170578967136,E,E,B,C,B,E,D,-17.450258471609132,B,B,1
None,Widowed,B,-61.92831166630253,E,D,C,C,A,E,D,-147.44236739430187,C,A,0
Christian,Widowed,A,-59.22879739475781,C,D,E,E,A,D,D,89.93849571586573,C,E,1
Jewish,Widowed,B,25.701818445828113,B,A,C,C,A,C,D,-8.478962631109729,D,D,1
None,Widowed,D,145.78509943454347,C,D,C,C,C,B,A,178.68471388595268,B,D,1
Other,Divorced,D,74.9412014777745,E,C,E,B,B,E,C,-60.395872985941956,B,B,1
Hindu,Divorced,C,31.010958084880247,C,B,D,B,A,A,D,-45.49279404531489,C,C,0
None,Divorced,E,17.345553717351876,C,E,D,B,B,E,D,-7.0397854583653245,C,E,1
Jewish,Married,D,61.403671327243735,D,A,B,A,C,D,B,-155.5641160225619,D,D,1
Other,Widowed,B,11.989058361465554,A,B,B,A,D,A,A,2.2952558516231183,E,D,0
Buddhist,Single,D,-122.6602380069236,E,B,A,E,E,A,C,82.35758143041649,B,E,0
Buddhist,Married,A,-63.405206482706376,A,A,C,D,B,A,E,-144.409854143705,C,A,1
Muslim,Widowed,E,51.55608212482352,C,A,D,C,E,B,C,-52.9836593418063,B,E,1
Muslim,Single,A,-107.39716963270311,A,B,B,C,C,C,E,125.07447547032768,D,D,1
Christian,Widowed,B,-1.8126427801737572,D,E,B,B,C,B,B,67.37251003615229,C,C,1
None,Divorced,E,-133.17883275761554,C,D,E,C,C,D,B,-21.353806742234525,D,C,0
Muslim,Widowed,E,-110.74790384184716,B,B,D,E,B,C,D,-35.24960466300248,D,E,0
Hindu,Widowed,D,18.75139255839347,A,E,D,D,A,B,E,-91.46564235665417,A,B,0
None,Divorced,C,128.24640712011455,B,B,D,D,A,A,C,-22.626481887543846,B,A,0
None,Divorced,D,-115.03943186930807,A,B,B,C,E,C,B,-27.215033539896112,E,E,1
Other,Single,E,-97.37186634321033,E,A,B,D,E,D,E,-222.094630624187,A,A,1
Other,Single,E,-24.406400810854354,C,D,C,A,C,B,A,22.913005994693336,B,A,0
None,Married,C,99.38720813170787,A,E,D,B,A,A,E,-132.90747873040584,C,B,0
Christian,Married,B,138.30433181155192,C,D,E,A,C,A,C,-158.25300309917773,A,D,0
None,Divorced,C,161.28655003677187,D,C,A,B,B,C,B,-1.80325276077467,B,D,0
Other,Divorced,A,-183.23427350575378,B,D,C,C,C,C,D,-46.418641391561245,E,B,0
None,Divorced,E,4.431960567101773,E,C,E,D,D,B,E,-100.18931904066352,C,E,1
Christian,Single,B,5.174678188041275,B,D,C,D,A,A,E,42.15793108812049,D,D,1
Buddhist,Divorced,E,63.60314076776197,B,C,A,D,A,B,D,-94.08492142810655,A,E,1
None,Divorced,D,-13.963044493206953,E,B,E,B,D,D,E,25.92342769415638,E,E,1
Christian,Widowed,B,162.02930062933595,E,B,A,A,D,B,E,-56.00586728294361,D,E,0
Hindu,Widowed,A,-162.8533027178492,A,D,C,C,A,B,B,-67.50460067385889,E,C,1
Muslim,Divorced,B,9.877009093662693,D,D,C,B,D,B,A,-23.779077336865537,B,B,1
Christian,Divorced,A,-79.38846160225826,A,A,B,B,C,B,C,31.674409784899037,E,C,0
Jewish,Married,D,10.066776239777582,E,A,D,C,D,A,E,-41.31914308360844,A,B,1
Muslim,Divorced,C,124.42922019621196,A,B,C,A,B,A,A,-146.58032566383653,A,D,1
Muslim,Married,A,105.49861904219355,D,E,B,E,E,B,D,102.85694851670479,D,D,0
None,Single,C,-19.070193647329774,D,A,A,E,A,E,A,-56.1151272007399,C,A,1
None,Married,C,-86.95188449677752,E,C,E,E,E,A,E,26.914691095286152,C,A,0
Other,Widowed,E,10.978841468613831,E,A,E,C,D,A,E,180.91977143089684,A,C,0
None,Single,E,-78.08141136576862,E,B,D,B,B,A,E,-20.02218453138811,C,E,0
Hindu,Divorced,A,-126.96527435937274,B,A,C,A,C,D,A,10.731335692821112,D,C,1
Other,Single,A,-21.591806308234517,E,E,A,D,D,A,E,60.041056990390715,A,C,1
Hindu,Divorced,D,14.715870164729722,A,B,E,B,A,E,B,23.58135035085977,A,C,1
Other,Married,D,-0.23410404607225982,B,C,E,E,A,E,C,166.25267980863782,B,C,0
Hindu,Single,D,105.96297850112902,B,D,C,B,D,D,C,13.884723717095818,C,B,0
Christian,Widowed,A,-50.98589147184073,E,D,A,D,C,D,D,-34.97558156672776,E,E,1
Muslim,Single,C,-10.163054255214735,A,A,E,A,C,A,A,91.97995760964173,A,E,1
None,Single,E,-7.618144059879876,C,C,A,D,C,E,C,-27.84748671941717,A,C,0
Muslim,Married,C,62.982511838619985,E,B,A,A,A,B,A,49.7398927533317,B,B,0
Christian,Single,A,-21.580266050383116,A,B,A,C,A,E,B,50.972145035592,A,B,0
Muslim,Married,E,-166.9791323433186,D,E,E,C,D,A,C,-98.27619499715684,C,A,1
Muslim,Widowed,C,-19.57343286430013,A,C,B,E,A,B,C,-117.64612114037713,E,E,1
Muslim,Single,A,-33.49819357398508,E,E,E,D,D,B,D,79.27100057792704,C,D,1
Other,Married,A,104.02968570801592,A,E,E,E,A,E,A,128.70357596631257,D,B,1
Christian,Divorced,D,-45.25768580568743,D,D,D,E,C,D,B,53.793917650199276,C,B,0
Buddhist,Divorced,B,12.46955118006877,D,B,A,D,A,D,C,-75.4006887895576,C,D,1
Christian,Divorced,D,201.40861566350745,B,D,B,B,B,B,C,35.12763601406757,E,D,1
Hindu,Single,A,-135.757905531037,C,A,E,D,C,A,D,59.51047229411402,D,A,1
Buddhist,Widowed,E,66.68619265144187,B,B,E,D,B,E,E,-282.23973826994995,B,C,0
Hindu,Widowed,C,-29.629469905213764,D,C,D,B,C,C,A,-44.75279200499228,C,A,1
Christian,Married,B,120.35678563485963,E,A,D,E,A,A,C,-45.22446963758054,B,D,0
None,Divorced,B,22.321915230009346,B,A,E,E,A,C,B,19.097684088807913,B,A,1
Jewish,Married,E,-47.66758807879888,A,B,C,D,A,A,B,-119.1669800887303,C,C,1
Christian,Married,B,-211.63344300761787,D,C,E,E,D,E,C,-29.924149517375227,B,E,1
None,Widowed,B,21.608133340012714,B,C,E,C,E,E,B,-164.5275207849673,E,E,1
Hindu,Married,E,-63.79073036032504,C,C,A,B,C,D,A,-55.02776873738642,E,E,0
Other,Divorced,E,-226.9798907073187,C,D,A,A,A,B,C,27.93992909405803,D,C,0
Buddhist,Married,C,-10.884915974466733,E,A,D,A,E,D,B,-26.198084768594775,B,A,1
Hindu,Single,A,-145.44865529549537,D,D,C,B,B,D,E,-23.542180218211936,A,B,1
None,Divorced,B,51.1868353117593,A,A,C,E,D,E,B,-67.39288149725884,C,E,0
Muslim,Married,D,39.6963907371111,A,C,D,A,E,A,D,-105.16904802295623,C,E,1
Hindu,Single,D,-220.18323239633807,E,B,D,A,D,A,C,-20.13937132072278,A,B,0
Hindu,Married,E,-4.27333909727297,E,A,E,D,C,A,A,32.37235327601645,E,E,1
Jewish,Single,C,272.1958515774741,B,B,E,A,C,C,C,-18.425502018856836,A,E,0
Buddhist,Widowed,D,344.9123875396682,B,E,D,C,E,A,B,45.10892701455029,E,E,1
Jewish,Married,A,24.53869680036869,B,E,B,C,B,A,E,105.67746286220734,D,C,0
Other,Married,C,23.30356929964347,A,B,D,A,D,C,B,7.473498690358975,A,A,0
None,Divorced,E,94.27241161521555,C,B,D,A,D,E,D,137.33611695483563,E,A,1
Other,Single,D,71.52785148422703,B,B,B,E,E,D,C,-103.86439504764621,A,B,1
None,Widowed,C,72.48452434590132,C,C,A,B,E,D,E,-103.37374161257775,C,D,0
Christian,Widowed,A,98.53673706415404,E,B,B,C,C,C,E,66.05713368437553,C,A,1
Buddhist,Single,E,-109.6672883663192,A,D,D,A,D,E,B,130.62030052403813,D,B,1
Christian,Single,A,22.93498736522229,C,E,C,E,A,D,B,104.91730308484115,C,E,1
Buddhist,Widowed,A,-10.367282992158989,B,B,A,C,B,D,A,4.118494618038122,D,E,1
None,Single,B,2.04774283306649,C,D,A,D,C,B,D,-24.64550549874007,C,A,1
None,Single,B,-26.593812029986385,A,A,E,E,B,A,B,75.82401816670355,B,B,1
Hindu,Single,A,-55.1116884977321,A,A,E,A,C,E,A,-100.55666447402454,A,D,1
Christian,Divorced,E,-77.01534009551335,A,D,D,A,A,D,B,35.014156553153896,D,B,0
Hindu,Divorced,E,-251.9839936427068,A,E,C,E,C,E,C,29.378901877805802,B,D,1
Christian,Widowed,C,-91.25245806168593,A,A,E,D,E,D,D,228.01013331901837,E,B,1
Christian,Married,C,156.8558122113669,C,D,A,A,C,E,D,112.6527928260231,A,E,1
Christian,Married,D,-208.60190991612075,C,C,E,B,A,C,D,-48.9222438725531,B,B,0
Hindu,Married,C,-36.05207595757447,B,D,D,E,E,C,E,-12.27165324732286,C,C,0
Christian,Widowed,E,85.31036470228435,A,D,B,B,E,D,E,156.10598715618025,D,D,1
Jewish,Single,D,94.50271039382774,D,C,C,D,D,E,B,-105.64904249611735,B,E,1
Jewish,Single,C,20.563155330547993,C,E,E,B,D,D,C,62.91082463965183,B,C,0
Hindu,Divorced,C,-54.2012582259021,A,A,A,D,A,C,B,-15.339783064619889,D,E,0
Hindu,Married,C,-178.7216149055078,C,A,E,C,B,B,A,224.763823221056,D,D,0
Hindu,Divorced,B,355.82215427762725,C,B,E,D,C,D,C,-47.987225862346826,D,E,0
Christian,Single,D,37.57174010733107,E,B,D,C,A,C,B,-23.42906861125213,C,C,1
Muslim,Single,C,-127.7881561879039,C,B,B,D,E,C,C,-120.0522580300247,A,A,1
Other,Widowed,D,-127.43273793966611,E,E,B,C,A,B,A,-19.505123112399065,B,B,0
Hindu,Divorced,D,-133.4697573619215,A,A,B,B,A,D,E,-101.47794375516426,E,A,0
Jewish,Divorced,E,-5.742985043573852,A,B,E,B,E,A,D,-62.969616707374485,C,D,0
Jewish,Divorced,D,60.58469257564748,E,C,C,C,D,B,A,115.5975452317607,E,E,1
Muslim,Married,B,-61.54400927413973,A,C,B,D,B,E,C,-48.716582354271324,C,C,1
Buddhist,Single,D,34.639637586593075,C,B,D,C,C,E,D,137.56782464961447,E,E,0
Muslim,Single,E,56.74866925379797,E,B,C,D,E,A,E,-176.32242365553972,B,E,1
Jewish,Widowed,D,147.73054030461807,D,D,D,A,A,E,D,133.5344767358159,E,C,1
Christian,Divorced,D,-77.87702370446706,B,D,B,C,C,D,E,-40.438220406376466,D,D,1
