Gender,religious_affiliation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,Jewish,Single,B,D,14.436416950405265,D,B,1
Female,Buddhist,Single,A,D,173.45779209590398,C,A,1
M,Other,Married,B,B,-24.990639054541518,C,C,0
Non-binary,Hindu,Widowed,E,C,-103.90318712776426,D,E,1
M,Other,Married,E,C,-0.6189607036806193,D,C,1
M,Buddhist,Married,A,E,-114.02133181175023,A,E,1
M,Hindu,Divorced,A,B,-25.424117409127117,E,C,0
Male,Buddhist,Widowed,E,B,-73.35246326962171,A,B,0
Female,Hindu,Single,B,B,37.48852596848975,E,A,1
M,Buddhist,Single,D,E,81.29364994443694,D,B,1
Other,None,Widowed,A,E,-90.27817361628546,B,C,0
Male,Christian,Single,D,B,1.5938822508420043,A,D,0
Non-binary,None,Widowed,D,B,24.993399746599202,C,E,1
Male,Muslim,Single,C,C,69.967579344266,A,B,0
Female,Hindu,Divorced,E,E,45.034850460182774,E,D,1
Non-binary,Other,Married,B,C,-17.40995107313678,D,E,1
Male,Christian,Divorced,A,B,-56.321055061249105,D,A,0
Female,Hindu,Divorced,B,A,-176.59617577418112,D,C,1
M,Buddhist,Widowed,B,D,34.544761945516875,A,A,1
Non-binary,Buddhist,Single,B,D,-34.42799054030212,B,C,1
Other,Hindu,Divorced,C,E,-62.388268653361436,D,B,0
Female,Jewish,Widowed,B,E,-83.64291581533364,D,C,0
M,None,Single,D,D,467.7371047940758,D,C,1
M,Jewish,Married,B,D,-119.22546321981211,E,D,0
Non-binary,Buddhist,Married,E,B,-58.05788780170398,C,E,1
M,Buddhist,Widowed,A,B,-116.93513586582358,E,B,0
Female,Hindu,Widowed,A,C,-76.88748787807711,D,A,0
Female,Buddhist,Married,D,E,76.0925113693675,E,E,0
Male,Christian,Widowed,A,A,-169.49983166192501,D,B,0
Other,Hindu,Married,B,C,-86.69531077186214,C,E,0
F,Muslim,Married,A,C,-2.958531371931267,C,C,0
M,Other,Widowed,B,B,118.47027822821619,A,B,1
Other,Hindu,Divorced,E,C,-147.53832429718713,D,C,0
M,Other,Married,D,C,79.56816951327679,C,C,0
M,Buddhist,Married,D,A,-64.05562712514823,A,D,0
M,Other,Divorced,D,C,-6.860900844520858,D,B,0
Female,None,Divorced,E,E,74.09235975446128,D,E,1
Male,Hindu,Single,D,A,116.36633187839307,A,A,1
Female,None,Married,E,D,76.4754428184726,B,D,1
Other,Christian,Divorced,C,E,47.611654527568,C,C,0
Male,Muslim,Widowed,D,C,105.71347182396977,A,A,0
Female,None,Single,B,D,174.10194070799807,E,E,0
Non-binary,Muslim,Widowed,C,D,60.90716733235784,C,B,0
M,Christian,Widowed,C,D,-84.36475741706622,E,D,1
Non-binary,Buddhist,Married,B,A,35.535169658738454,C,C,0
M,Hindu,Divorced,B,B,-119.87816442979451,C,B,0
Male,None,Widowed,E,A,-199.13390554210085,D,E,0
Female,None,Single,D,E,83.02253170641885,B,A,1
F,None,Married,E,E,26.289131984262898,E,B,1
F,None,Widowed,B,E,-9.135606107674647,A,E,1
Female,Christian,Single,D,B,-36.26837394405653,B,E,1
F,Other,Widowed,B,C,-28.609163977599867,C,E,0
F,Muslim,Divorced,A,C,37.97353930690859,E,B,1
Female,Christian,Divorced,D,E,-46.033302567780346,E,E,1
Non-binary,Buddhist,Divorced,A,B,-41.53963325065965,A,D,1
Female,Christian,Married,B,B,-14.959805497052784,C,C,1
Male,Christian,Widowed,A,C,109.61935329338712,E,B,1
Other,Other,Married,D,A,-13.327093665274006,D,C,1
F,Buddhist,Married,A,E,-118.596917426018,D,E,0
Female,Jewish,Married,A,E,40.84123355510105,D,D,0
M,None,Single,D,A,83.94066381592837,A,D,0
F,None,Married,E,D,-26.52115874893834,E,E,1
Non-binary,Other,Divorced,C,B,117.50420046745256,B,D,1
Non-binary,Jewish,Widowed,D,D,20.13698304746662,A,A,0
Non-binary,Other,Divorced,A,C,196.49572435747604,C,A,0
M,Muslim,Divorced,E,D,227.59767023558086,A,E,0
Male,Other,Married,B,E,-146.09544735988956,B,E,0
M,Other,Married,C,A,112.81883407036352,A,C,1
Female,None,Divorced,E,B,-129.6211596556835,B,B,1
Female,Christian,Widowed,A,C,-1.5080941125426164,A,C,1
Non-binary,Other,Divorced,E,E,-58.117236407419924,E,C,0
Other,Jewish,Divorced,A,C,-21.262655816444006,D,C,1
Non-binary,Jewish,Married,C,C,-19.36290022440115,B,E,1
Female,Buddhist,Married,A,E,108.31545859195042,C,E,1
Other,Christian,Widowed,B,C,-201.8754198896057,C,B,0
Non-binary,Jewish,Divorced,E,A,85.50230986334793,C,D,1
Female,Hindu,Divorced,A,D,91.37979860962717,C,E,1
F,Jewish,Single,D,E,149.42365467439012,A,E,0
F,Jewish,Single,D,D,-214.2793997471245,C,B,1
F,None,Divorced,E,D,106.33963720729503,B,E,0
Male,None,Single,A,A,-163.5510017578976,B,E,1
Other,Other,Married,B,E,-44.40060711268509,B,D,1
F,Hindu,Divorced,C,B,-39.31467061312378,D,E,1
M,Muslim,Single,C,C,18.87798988199648,B,B,0
Male,Jewish,Single,E,E,43.61074499462772,B,A,0
Non-binary,Other,Married,D,A,194.13745340152536,C,C,0
Female,Hindu,Single,B,D,-28.63749390207123,C,A,1
Male,Muslim,Widowed,C,B,-162.7723875472946,A,A,0
Non-binary,None,Divorced,B,C,7.382002184153248,C,C,1
Female,Muslim,Widowed,C,C,-64.4497629173733,B,B,0
Non-binary,None,Single,D,D,-68.06093426733196,C,A,0
Male,None,Married,E,E,-187.29575562281224,C,E,0
F,Christian,Married,E,B,256.2959997320396,A,B,1
Other,Muslim,Married,E,D,-12.7352552180691,E,B,1
M,Hindu,Single,A,E,133.15409530374757,A,C,1
Female,None,Married,E,A,10.878148638133272,E,E,0
Other,Other,Widowed,B,A,69.47071734594344,C,A,0
M,Jewish,Divorced,A,E,-23.19289949298335,B,D,1
M,Jewish,Married,B,C,-11.05219159448339,B,B,1
Non-binary,None,Single,B,C,-112.01477726239433,D,C,0
Male,Buddhist,Divorced,D,D,-80.40744667412568,C,C,0
F,Other,Divorced,E,C,219.96803996259925,A,C,1
F,Christian,Divorced,E,B,89.3215904218405,B,C,1
F,Other,Married,B,A,-103.47772657336482,A,D,0
Other,Other,Widowed,D,C,244.2150697290328,A,D,1
Non-binary,Hindu,Single,C,C,107.87833095062818,E,C,1
Female,Buddhist,Married,A,E,5.084849579097062,D,C,1
F,Other,Single,A,D,-9.361737215045633,D,C,0
Non-binary,None,Single,A,E,99.44771838467528,B,B,0
Non-binary,Christian,Divorced,A,E,-206.3381394579963,C,D,0
Female,Muslim,Widowed,A,E,68.1132676331736,C,D,0
Non-binary,Buddhist,Widowed,D,D,-100.97449674325918,A,B,1
M,Buddhist,Divorced,D,E,125.24998031357848,C,D,0
Male,None,Widowed,D,E,70.25037577445453,B,C,1
Other,None,Widowed,A,B,-52.943465002438764,E,D,0
Female,Jewish,Divorced,D,E,-80.91134206063899,C,E,0
Female,Jewish,Divorced,D,B,-66.55099921314877,E,C,1
Male,Muslim,Widowed,A,B,4.0005027164660225,B,D,0
Male,Christian,Widowed,C,C,-40.00040260118955,C,E,1
Non-binary,None,Married,D,B,23.007069307477167,C,A,0
Female,Other,Divorced,E,C,21.42546857183008,E,A,0
Other,Jewish,Married,B,B,169.68831286232873,D,A,1
Non-binary,Christian,Single,E,A,-25.440837451151012,E,D,0
Male,Muslim,Divorced,A,A,38.63272273154866,D,B,1
Female,None,Widowed,E,A,-62.58976348803596,A,C,0
F,Buddhist,Widowed,B,C,106.2297891207196,E,B,1
M,Other,Single,E,B,-33.023046244994546,B,E,1
Other,Buddhist,Married,C,E,-45.06911250249565,C,C,0
Male,Buddhist,Widowed,E,C,31.10539763942251,D,D,1
Male,Other,Divorced,A,A,71.20453642651403,B,B,0
Female,Muslim,Divorced,A,E,18.046459053532978,C,D,1
F,Hindu,Divorced,A,E,129.5586521256954,C,D,1
M,Buddhist,Divorced,B,B,93.13892634856809,A,B,1
M,Christian,Divorced,C,C,-249.29808403547017,E,D,0
Non-binary,None,Married,C,C,-9.154528806481473,D,E,1
Non-binary,None,Married,A,D,75.84341472198949,B,A,0
F,Other,Single,E,E,-74.35738703552384,E,D,0
Male,Christian,Widowed,E,C,-15.832345275330475,B,D,1
Male,Jewish,Married,D,A,53.05002069046857,E,B,0
F,Muslim,Married,A,E,94.10730424645911,E,A,0
F,Hindu,Widowed,C,D,-42.38443064673715,A,A,1
M,Christian,Single,D,E,10.471251729875618,E,B,1
F,Muslim,Single,B,B,-21.427816575120403,C,B,1
M,Buddhist,Divorced,E,E,3.675302946398308,E,B,1
Other,Christian,Single,E,C,184.03436652891827,E,E,0
Other,Jewish,Single,C,A,-34.9374273374279,E,C,1
Male,Hindu,Divorced,C,D,195.86080047359098,D,D,0
Female,Other,Single,D,D,-161.8275490476946,A,B,0
M,Other,Widowed,D,A,-19.010947770800733,E,D,0
Non-binary,Hindu,Divorced,C,A,19.290451037395464,C,C,0
Non-binary,None,Widowed,E,E,176.81044920338465,A,E,0
F,Muslim,Single,A,C,-128.50765506629727,C,B,0
M,Christian,Single,A,A,-135.6822118601147,B,E,0
Male,Other,Divorced,D,A,44.03507006412459,D,E,0
Non-binary,Muslim,Widowed,A,C,-221.5196919982064,B,C,0
Other,Buddhist,Divorced,A,C,139.6012515563367,D,E,1
Female,Christian,Widowed,B,C,50.708163041863884,A,C,1
Non-binary,Buddhist,Married,E,B,-180.61266632282724,B,C,0
Non-binary,Buddhist,Married,B,B,18.714799585462245,E,D,1
Other,Jewish,Divorced,C,A,-58.47910246603233,D,E,1
Female,Buddhist,Single,A,D,-21.85293139573651,E,D,0
Other,None,Single,E,C,-52.92790737492976,B,A,1
F,Buddhist,Single,E,B,-56.549892113440606,D,C,1
F,Jewish,Widowed,A,E,30.288416528133467,E,E,0
Male,Muslim,Divorced,A,A,72.9337538373903,E,C,0
Female,Hindu,Single,D,D,-108.45385423191539,B,B,0
Non-binary,Other,Divorced,A,B,-19.78609701568841,A,B,1
Female,None,Married,D,A,97.70919537217361,E,C,1
F,Muslim,Married,E,E,-140.97829337331288,D,A,0
Other,Christian,Divorced,A,B,144.16247154003446,D,D,1
Other,Jewish,Widowed,D,C,-3.5440385598253368,A,A,1
Male,Christian,Widowed,C,A,-59.688393027525585,E,A,1
F,Christian,Married,B,C,147.5914277278564,D,D,1
Non-binary,None,Single,B,E,-31.096091538485354,A,C,1
Non-binary,Buddhist,Single,A,B,67.08277297052767,E,E,1
M,Jewish,Married,D,B,81.50172786899142,C,E,0
M,Hindu,Single,C,D,32.51733130520672,E,B,0
F,Hindu,Widowed,E,D,-19.404435493919717,B,C,1
Male,Other,Married,B,D,22.26976019490593,D,A,0
Female,Other,Divorced,A,C,-44.09519281215487,E,D,0
Male,None,Widowed,E,B,7.805426612033781,A,E,1
Female,Buddhist,Single,B,A,131.56716613102907,D,D,1
M,Jewish,Divorced,E,A,165.4036310286177,B,A,1
Female,None,Single,B,E,59.95399223005423,A,C,0
Other,Muslim,Single,E,D,-6.093487589979587,D,C,0
Other,Hindu,Married,E,A,-116.19897277014847,E,E,1
Non-binary,Muslim,Single,B,C,106.17073147866836,C,D,0
Female,Muslim,Single,A,C,130.00904286635267,E,B,0
Female,Hindu,Single,B,B,-132.37499237940037,E,A,0
Other,Other,Divorced,D,E,-186.45612435909112,A,C,0
F,Other,Single,D,C,-269.3607278552888,E,E,0
Male,None,Divorced,D,C,-104.22828936616159,B,E,1
Male,Buddhist,Married,D,E,-49.54396072867896,E,C,0
Other,Other,Divorced,B,E,-132.1580487055745,E,C,1
Other,None,Divorced,A,C,29.325896825070974,B,D,0
F,Buddhist,Single,C,B,184.0855930473034,A,C,0
Female,Jewish,Widowed,C,E,44.68043976842275,B,D,1
Female,None,Divorced,B,E,-31.329402961605286,B,B,1
Non-binary,Buddhist,Divorced,D,E,44.74103469261819,B,B,1
Female,Buddhist,Married,C,A,-354.1037783285309,B,A,1
M,Christian,Married,A,D,18.061038349696634,B,B,0
Female,Other,Divorced,A,E,-40.53991269454183,A,C,1
F,Christian,Divorced,D,B,59.11060987048351,D,B,1
Female,Christian,Divorced,C,B,-100.45259527920196,E,B,0
Female,Buddhist,Divorced,C,B,-93.51792038053863,B,E,1
Female,Buddhist,Single,B,E,75.03584114109498,E,B,0
Female,Buddhist,Widowed,C,A,-19.032881045813824,E,C,1
F,Buddhist,Divorced,E,B,-45.40194608656144,E,B,0
Non-binary,Buddhist,Single,C,D,15.727507031484967,D,A,1
F,Jewish,Married,A,D,-42.49556629833076,C,E,1
Female,None,Divorced,D,C,-136.31439681690944,D,D,1
Other,Other,Widowed,A,B,-11.560868823274802,D,A,0
Female,None,Divorced,E,B,31.629988716024222,D,C,0
F,Hindu,Single,B,B,67.5014289979657,E,B,1
M,None,Widowed,B,E,98.65370649888283,E,A,1
Non-binary,Christian,Married,B,E,0.4069013833612732,E,C,1
Male,None,Single,A,C,91.56637549859084,E,A,1
F,Christian,Married,D,A,-81.50981166991883,E,A,0
Male,Christian,Single,E,C,-1.2133556401596195,A,A,0
Non-binary,Muslim,Single,A,D,60.32608860649958,A,B,0
Non-binary,Jewish,Divorced,E,E,-46.18917438474563,C,D,0
Female,Christian,Divorced,B,B,59.80844849232727,C,D,1
M,Hindu,Divorced,D,A,59.29645974122712,E,A,1
Female,Jewish,Divorced,B,A,62.29859323595173,B,A,0
Other,None,Divorced,E,B,-171.2714588812182,A,A,1
Other,Christian,Divorced,A,B,-51.457193066803164,E,E,0
Male,Buddhist,Single,C,C,-123.16951956642835,B,D,1
Other,None,Divorced,E,A,88.11016871666358,D,A,1
Non-binary,Muslim,Divorced,D,D,-83.6718852154913,B,C,1
Female,Other,Widowed,A,B,135.94273619699717,C,A,1
Other,None,Widowed,C,E,62.02956681352937,C,D,0
M,Muslim,Single,D,C,-0.9912719386373812,E,B,0
M,Buddhist,Widowed,B,D,16.146943100721483,D,E,1
Female,Hindu,Widowed,B,E,116.05222684646317,B,C,1
F,Jewish,Divorced,E,B,-110.51907482094687,D,D,0
M,Hindu,Married,A,A,-11.900940750304153,C,A,1
Male,Hindu,Single,B,B,-80.85098875959963,A,D,0
Non-binary,Jewish,Divorced,E,B,89.56905233153981,A,B,1
Other,Christian,Single,E,D,-1.3879557581129287,E,B,0
F,None,Single,E,E,-74.64232631206282,D,C,0
F,Christian,Married,D,B,-32.22617179479289,E,B,0
Non-binary,Jewish,Single,A,C,-47.595667754184184,E,A,1
Non-binary,Jewish,Married,C,E,-145.46001003670344,C,B,0
Male,Buddhist,Single,A,A,11.660597633498721,D,B,0
Female,Christian,Married,C,B,-33.05101045590608,D,C,1
Female,None,Widowed,A,C,185.54730311663593,D,B,1
M,Jewish,Married,E,A,28.3307182985049,E,D,1
M,Other,Widowed,A,D,-41.77684848496605,C,C,1
Female,Muslim,Single,B,D,89.3285592696208,A,E,0
Non-binary,Buddhist,Widowed,A,A,99.83424651323328,A,C,0
F,Jewish,Married,D,E,10.921144203740253,B,D,0
Male,Buddhist,Widowed,E,D,-122.11882660231821,D,D,1
Other,Hindu,Married,B,B,88.57118809159952,A,E,0
Female,None,Single,E,A,59.18281782210322,A,E,0
Female,None,Single,C,D,-127.09868152296463,B,C,1
Male,Christian,Widowed,B,E,-176.09843822379358,D,B,0
Female,Other,Single,E,B,141.099309953287,E,B,0
F,Jewish,Single,C,A,-100.06153311258113,A,C,1
F,Christian,Widowed,B,D,-80.19485137823924,A,E,1
F,Hindu,Divorced,A,C,171.0311116301452,B,D,0
M,Jewish,Divorced,B,D,-0.04687713250617885,E,E,0
M,Buddhist,Single,D,B,104.38709239400062,A,C,0
Male,Jewish,Divorced,E,D,122.13402476110613,A,D,1
Male,Muslim,Divorced,A,E,-30.003819691468408,D,E,1
M,Other,Single,D,E,-47.803280315326525,B,E,0
Male,Hindu,Single,C,E,-65.28296351422561,C,C,0
Other,Jewish,Married,A,C,-116.96971943460525,D,A,0
Other,Muslim,Widowed,B,D,171.6621820794362,C,B,0
Male,Buddhist,Widowed,D,B,50.859479662669415,D,B,0
Female,Other,Married,E,C,-13.81551906248369,B,A,1
M,Hindu,Widowed,B,C,-156.78716051910115,C,E,1
Other,Hindu,Married,A,D,20.87863841490926,B,A,0
Male,Hindu,Divorced,B,E,-164.01748632393935,B,A,1
M,Christian,Married,D,D,75.11854751258643,A,B,1
Female,Christian,Married,E,A,-5.7305581251466275,B,C,0
Male,Other,Widowed,B,C,58.4768167257665,D,D,0
F,None,Single,B,A,179.8830191490864,C,D,1
Non-binary,Buddhist,Single,B,C,-177.7755897449524,E,D,0
Male,Muslim,Married,A,B,-57.49186181357489,B,D,1
Male,Muslim,Married,D,D,-75.4528676624131,B,A,0
Other,Hindu,Widowed,D,D,-9.864005981488594,B,E,0
Other,Christian,Widowed,E,B,6.867983223804003,C,E,1
Other,Other,Widowed,E,C,14.104333420728333,D,A,1
Male,None,Single,E,E,7.254985632705334,A,B,1
M,Buddhist,Married,E,E,81.70154627492369,E,E,1
F,Muslim,Single,D,C,5.5076166308867185,A,D,1
Non-binary,Christian,Divorced,E,B,20.991961107030445,D,D,1
Female,Buddhist,Divorced,B,D,235.33489402124692,C,D,0
F,Hindu,Widowed,E,E,5.76130080150773,C,E,0
M,Hindu,Widowed,E,A,54.25692405328796,B,A,1
M,Hindu,Single,C,D,-121.88923424487955,A,E,0
Other,Hindu,Widowed,A,E,101.89802879930471,A,E,1
F,Buddhist,Single,E,D,-65.76954830122472,E,C,1
Male,Hindu,Married,C,D,-54.7145936405798,C,A,1
Non-binary,Other,Divorced,C,C,-62.145864460717604,E,C,0
Non-binary,Hindu,Married,B,C,-141.7249247012048,C,C,0
Other,Muslim,Widowed,C,C,65.03227864399591,C,C,0
M,None,Married,D,B,-30.47505755543324,C,D,1
Male,Hindu,Married,C,D,-8.917054417083147,A,A,0
F,Hindu,Widowed,A,A,-2.66317029073223,C,B,1
Female,Other,Married,E,D,-101.1155642302591,E,B,0
Other,Buddhist,Single,A,C,0.77362668100197,C,B,0
Non-binary,Buddhist,Single,E,B,7.1174479785168625,A,C,0
Non-binary,Other,Single,C,A,155.73093915979052,C,E,0
M,Christian,Widowed,B,D,124.33470271354217,A,C,0
Male,None,Widowed,B,E,26.199067453001717,A,E,0
F,Christian,Married,B,E,68.54049018383292,E,C,0
Other,Jewish,Widowed,C,A,-66.21554400315269,E,B,1
Non-binary,None,Single,C,A,-129.05318931390727,D,B,1
F,Christian,Married,D,B,22.269370242839052,C,D,1
F,Other,Divorced,E,D,75.8562261889853,D,A,1
F,Muslim,Single,E,E,-222.58621144459343,A,C,0
Female,Jewish,Widowed,A,A,-79.0878056626413,C,D,1
Male,None,Widowed,B,A,147.3929783060099,E,C,1
Male,Muslim,Single,D,C,111.64710397425355,B,B,1
F,Hindu,Married,D,B,19.297245470617693,B,E,0
M,Other,Divorced,C,A,-14.082169500748767,D,E,0
M,None,Widowed,C,B,91.60926509470201,C,C,1
F,Jewish,Single,A,D,-35.8465393318798,C,B,1
F,Hindu,Divorced,C,A,2.0283738347435643,D,E,0
Female,Jewish,Divorced,C,B,16.226594523878255,D,D,0
Male,Jewish,Widowed,A,D,1.6683895052698392,B,B,1
Female,Muslim,Widowed,D,B,47.58961448940262,E,C,1
Other,None,Married,A,D,62.64659430083866,D,E,0
Other,Other,Widowed,A,E,-51.80947229627496,C,E,0
Female,Other,Divorced,C,A,-55.01050190850655,B,B,1
Male,Other,Divorced,C,E,-11.786634917031334,B,E,1
Male,Christian,Single,D,B,-22.323262386333113,D,E,0
Male,Other,Widowed,D,A,-1.3632204891564426,C,B,0
Non-binary,Muslim,Widowed,E,E,-11.749712034446427,C,E,1
Male,Muslim,Single,A,B,-79.73976827467507,E,D,1
F,Christian,Married,D,B,100.60038943844243,C,A,1
Male,Hindu,Widowed,E,E,187.1268566143338,C,E,1
Non-binary,Christian,Divorced,A,B,-54.56142244876876,D,C,1
M,Jewish,Widowed,A,B,22.23828704398484,A,C,0
M,Other,Married,E,D,-110.78947351205757,C,E,1
Male,Muslim,Divorced,D,D,124.58756287043045,C,E,1
M,Christian,Divorced,A,D,-125.43714688081018,E,A,1
Non-binary,Hindu,Divorced,E,A,-100.5779836849002,A,A,1
F,Buddhist,Married,B,A,58.85097730750361,A,E,1
Male,Hindu,Single,E,C,101.08715982459748,A,E,0
Other,Muslim,Single,A,C,-188.0246239191804,D,B,0
M,Jewish,Married,C,B,-265.67236051679924,A,C,0
Other,Hindu,Single,C,A,-94.60505428036504,D,E,0
F,Jewish,Single,A,D,-169.2147081944987,D,D,1
Male,None,Married,D,B,-4.395893201613022,A,D,1
M,Jewish,Married,B,C,-69.75118586877075,C,A,0
Male,Buddhist,Divorced,B,E,9.166004061166761,D,C,1
Female,Other,Divorced,E,A,-140.47172229188462,C,E,1
Other,Christian,Divorced,C,A,-175.17182805948536,A,E,0
Female,Muslim,Married,C,A,118.47096899784862,B,B,0
Female,Jewish,Widowed,C,B,-65.14016958732832,B,E,1
F,Muslim,Divorced,C,D,127.94654562039042,E,B,0
Female,Other,Widowed,E,A,14.799702044792829,A,A,0
Non-binary,Muslim,Widowed,D,B,-58.43454622720504,E,C,0
F,Other,Widowed,E,E,-41.747174798410605,B,A,1
M,Hindu,Single,A,D,46.62054183018585,B,C,1
Male,Jewish,Married,A,E,-4.2498283935914145,D,B,1
F,Christian,Single,E,A,-35.72603997926205,B,C,0
Female,Buddhist,Married,E,E,-37.80982755859845,A,C,1
M,Muslim,Widowed,B,E,45.92061769621195,E,A,0
M,Muslim,Single,D,A,61.08800949522634,A,E,0
F,Christian,Single,D,C,-52.79991832985037,A,B,1
Male,Other,Divorced,E,B,-70.92531870525434,D,D,0
Male,Hindu,Married,E,A,-31.975675133318344,E,A,0
Male,Other,Married,B,D,-42.14474344079591,C,A,0
Male,Other,Married,E,E,-9.315967339776133,C,D,0
F,Muslim,Widowed,B,B,197.0698876471062,E,E,0
Male,None,Widowed,B,D,-113.98022477137874,E,B,1
Female,Buddhist,Married,A,D,-38.54941361958201,B,E,0
Male,Jewish,Married,B,C,71.68713905632657,E,A,0
Male,Christian,Married,E,A,106.39240352419502,E,C,1
Female,Muslim,Single,E,C,-3.6655265277565117,B,B,1
Non-binary,Buddhist,Married,D,C,35.98430020950838,D,D,1
Other,None,Married,D,A,-94.38673623533211,B,A,0
Female,Other,Single,D,B,83.19016332566778,B,D,1
Male,Christian,Divorced,B,B,-181.08764860132223,B,B,1
Other,Christian,Married,B,A,124.94131279685612,C,D,0
Male,Jewish,Widowed,B,C,52.57494376066667,B,C,0
F,Buddhist,Married,E,E,94.41254206458264,E,B,1
Female,Hindu,Widowed,A,E,-31.946267774459052,E,C,0
F,Jewish,Single,C,C,-99.23596005072673,A,A,0
F,Buddhist,Widowed,D,A,-76.05921674365351,C,C,1
F,None,Single,E,B,14.84287567702066,A,D,1
M,Buddhist,Married,C,A,39.082827808229055,E,B,0
Non-binary,Other,Married,A,C,-28.5209872055261,C,E,0
Other,Christian,Single,D,B,-8.66713210850731,E,C,0
Female,Hindu,Widowed,E,E,-83.65182709371977,A,E,0
Non-binary,Buddhist,Divorced,B,E,51.517971293695275,A,E,1
Non-binary,Other,Single,B,E,-65.96232174574398,A,A,1
Female,Buddhist,Single,D,B,180.50833863858242,A,E,0
Other,Christian,Divorced,A,E,107.20748788900025,E,B,0
Non-binary,Christian,Widowed,A,E,-97.78181488412481,A,D,1
Other,None,Widowed,D,B,142.6667386055318,C,B,1
M,Christian,Married,E,B,155.24827493936976,B,A,1
Non-binary,Jewish,Single,D,E,-76.07608551469718,B,C,1
M,None,Married,E,A,80.66778967146323,B,A,1
M,Buddhist,Divorced,D,D,42.26938501837023,B,C,1
F,None,Divorced,D,C,-71.7320335902379,B,C,0
Other,Hindu,Divorced,A,C,-51.33198806916348,E,E,1
M,Other,Married,A,A,74.08590097945387,B,E,1
F,Muslim,Widowed,B,A,-31.905305229214022,C,A,1
Male,Other,Widowed,E,B,147.1517236867968,A,A,0
Male,Hindu,Divorced,B,B,62.90243134788357,D,E,1
Non-binary,Muslim,Divorced,E,D,24.780894735279567,A,D,1
Other,Muslim,Married,C,E,53.8207048878783,C,D,0
Male,Muslim,Divorced,B,E,-68.50519669923132,B,C,1
Other,Hindu,Married,D,A,-21.44388079717295,A,E,1
M,Christian,Single,B,A,5.145655318009707,A,D,1
Female,None,Widowed,D,B,-98.10703701911518,B,B,0
Non-binary,Muslim,Married,A,E,-28.540715829206142,E,A,0
Non-binary,Other,Widowed,B,C,-35.50623840441403,B,E,1
Male,Other,Widowed,C,A,-101.01565571466247,B,B,1
Other,None,Married,E,C,35.594118642572134,A,D,0
Non-binary,Buddhist,Divorced,B,B,-239.22871428493315,E,D,1
Male,Muslim,Widowed,E,A,149.70751670334604,D,A,0
Female,Buddhist,Married,B,C,16.381441204759785,B,D,0
Other,Buddhist,Widowed,C,C,-53.096009989951455,C,E,0
Other,Other,Single,D,E,17.75280354596036,E,E,1
Other,None,Widowed,E,C,33.469108854901194,D,C,1
Non-binary,Other,Single,B,A,-127.52312782381674,C,E,0
Male,Christian,Divorced,B,B,-25.69159939086684,C,D,1
Non-binary,Jewish,Single,C,D,120.45333938952834,A,E,0
F,Hindu,Divorced,B,E,67.76230283679972,A,B,1
Other,Muslim,Married,B,D,93.96554985712258,C,C,1
M,Other,Single,C,E,-17.36875750513566,C,E,0
Other,Hindu,Widowed,E,E,-8.970049433971111,B,A,1
Non-binary,Hindu,Married,C,E,-63.311023581945605,A,B,1
Male,Buddhist,Married,A,C,-69.57039947555236,A,D,1
Female,None,Divorced,C,D,38.93022817258759,C,E,0
F,Christian,Widowed,A,C,-155.4112682455979,E,B,0
Other,Muslim,Widowed,B,E,-65.55594503732827,E,A,1
Non-binary,Jewish,Widowed,A,A,-10.557687391848859,C,B,0
Other,Jewish,Widowed,C,C,-35.45501602492675,E,A,0
Female,Hindu,Married,C,D,15.720085938880693,A,E,1
Female,Jewish,Divorced,A,B,-109.0468722268741,E,B,0
Non-binary,Other,Widowed,B,D,156.8126327095144,A,B,0
F,Other,Widowed,C,C,-36.68670546116854,D,E,0
Other,Other,Married,C,A,-46.76421376618127,A,D,0
M,Muslim,Divorced,B,E,106.4639626815602,E,D,0
Non-binary,Other,Single,D,B,-15.363591854562255,C,B,1
Non-binary,Jewish,Married,E,A,-19.91880456733958,E,A,1
F,Jewish,Married,E,E,-9.467349840786422,C,C,1
