sex,Age,nationality,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Non-binary,74,UK,Bisexual,74.65427244754612,-35.57753538378114,B,91.82350983592646,49.94077301152905,-77.30025720956857,-69.4219585438687,A,36.8226245324072,E,D,E,D,D,1
Other,19,Germany,Homosexual,101.52483814836695,82.66840994296818,B,102.02628528724675,22.97344349618606,-149.03395490510988,-135.19341383105404,B,216.49934550583737,B,A,E,A,B,1
Female,73,Other,Bisexual,181.52681622817087,11.60284026942407,A,-116.90541405647919,41.33826402512375,21.625709111521434,-51.67240907185147,C,192.21836901941208,E,E,E,A,C,0
Female,78,Brazil,Bisexual,83.92221154906844,144.7370752520905,D,-38.579742240086524,105.38944938901338,-34.59624932800034,83.43159386977706,B,-82.07799607517885,C,C,A,C,D,1
M,18,Brazil,Other,-76.61964702137809,-30.272917902531223,C,12.68428813831958,-12.75401964680655,-85.30878683647092,66.56159310324682,C,-89.35609315449675,A,B,C,C,A,1
Other,52,UK,Other,-101.5450443512198,-25.701598831616778,C,169.74931895859203,-120.55396090297631,80.2318374336119,-47.855590837511535,C,219.97066692887213,D,A,D,C,B,0
F,38,Brazil,Homosexual,121.38095547807772,47.94633818372155,C,6.433472287413611,-29.268130907191182,82.35605485338989,31.970282373011255,C,65.20550231206008,D,C,E,E,D,0
Other,72,China,Homosexual,-7.68016700081065,-171.34027364431165,B,-125.14624160002485,-8.582903330527609,-138.81116462440127,-27.593029187745948,B,146.03033989827236,A,A,A,D,C,1
Other,49,Other,Other,72.71199829979763,-11.722733026784283,B,-52.605433710333905,49.07308920744208,26.574656843931255,66.17206350744841,E,91.42471698395967,D,B,C,E,E,1
Non-binary,64,UK,Homosexual,-29.92494211119704,-27.26568285405518,C,-24.96431958860256,-13.305685494057585,-63.9251218681802,42.12394183737742,A,51.89162415198909,D,A,D,A,D,1
Other,19,US,Other,0.4725296105394788,-97.75061656831032,E,-72.86517601197312,26.83517423858503,-111.69606336813625,24.17499997586964,B,-35.897923142114934,A,D,A,A,C,0
Non-binary,28,India,Homosexual,91.33844870793098,3.8611493628924944,E,-62.9288443428524,22.53939507509683,-8.385672355335293,-176.87187712645317,D,-166.25112282074141,C,A,C,D,B,1
Other,36,US,Bisexual,-57.46565719325303,43.94646009020961,E,-144.38048656133503,236.51701226490536,-145.67688365912935,100.43871899559991,C,19.926191174572587,E,E,A,E,D,1
Other,66,Mexico,Homosexual,-78.779337027626,7.95651914113546,B,-96.05157063110022,94.9696359014949,-3.034205360452954,98.70219473213537,B,248.14487675423456,A,B,B,A,A,0
Non-binary,57,UK,Heterosexual,-15.102315502063831,-100.91867265121874,C,-56.04281696455832,136.3348762742234,-25.017333981058492,118.59526398819045,D,-0.5633886016143749,E,A,A,C,D,0
M,20,Other,Homosexual,62.245377696060146,-97.8012182714449,A,-65.16295665366114,-247.19530207130424,-66.81575324799354,1.6117380801258203,C,-154.3479538869412,E,C,B,A,C,0
M,78,UK,Bisexual,-203.9020083250739,-61.80274322500463,B,-108.40214165394269,62.55512819545793,-7.150201276579203,140.44211395372088,C,-4.286983639817858,D,A,E,C,E,1
M,57,India,Bisexual,121.04741874031268,88.9194184935162,C,105.01521912139195,60.3695362474944,108.43205767042899,172.6883775736197,C,-177.79651763597252,C,E,C,E,E,0
F,22,UK,Homosexual,161.95352867399964,-189.9706275406629,C,81.78151860974893,68.67457521216618,187.0465197355652,19.267023823042507,D,69.0566147661343,E,C,E,A,B,0
F,31,China,Heterosexual,79.92922325164564,22.062518901416418,A,-21.534084152773346,-51.00155495037934,-67.59942830650581,-86.76405174252075,D,-20.14935477793516,A,B,B,A,A,1
Male,56,Brazil,Other,-186.1659361580712,-6.092549837683768,E,-144.28145127176535,9.345548597076423,80.85088208021158,23.854838428555617,A,125.25878249939551,E,C,D,B,B,1
Female,30,Brazil,Homosexual,-43.50512952686515,74.5850360718262,B,-86.2152718935106,-57.375677569275595,-104.99708264922218,-38.6943664643454,D,-102.2154111267467,B,C,E,C,E,1
Male,43,Germany,Heterosexual,24.683310729548356,37.25236747372569,A,-31.076052672707448,-79.08798017922163,-37.371028301870375,151.0459484325804,A,-118.59890364717933,B,B,A,C,B,1
Non-binary,63,India,Homosexual,-162.23623109434527,-150.6229134114758,A,-87.88379102977606,48.1364063392146,0.6287335891637027,65.77911456585346,A,0.6583515466868636,C,D,C,E,A,0
F,71,China,Homosexual,-29.939049419700797,-122.46821551325151,A,151.77144451568472,10.477905977595602,-90.20129218447589,56.01145649947259,E,81.59233715934327,A,A,A,C,D,0
Male,44,India,Bisexual,45.6204570320014,80.44094568260606,E,9.513246260829233,94.29278552612001,-12.68635524267991,29.600789671800438,A,-5.3715425029628605,A,E,B,D,A,0
M,27,UK,Bisexual,42.26480857534114,78.8951009592321,B,-81.02825366167072,-124.33389491142502,38.85109070322699,152.23224486232508,C,203.6550395672712,D,E,E,D,D,1
Male,27,India,Homosexual,161.95695498143087,-149.09224458325062,D,149.96163721555814,-33.762900959997715,168.91984059736592,-130.16392613053503,C,-62.30435010946671,E,A,B,E,C,0
Non-binary,52,Germany,Homosexual,96.3140271669732,-102.908072049139,C,-53.45357943846237,-38.34232239920535,44.69492296755942,-3.9027677683707322,B,29.69114234497511,C,C,E,D,A,0
F,43,US,Homosexual,-27.795094791844733,-45.33596400633507,B,88.55769620932618,6.099518028928648,11.073547742861317,-28.388268434042335,B,-92.2601336254724,E,B,B,E,A,1
Other,61,Mexico,Homosexual,-33.34093922032074,-63.074339690169225,C,-52.61028569494787,-30.14177020117654,109.83291538231832,-28.445907694626914,C,244.01566458712813,E,E,C,E,D,1
Female,30,Germany,Other,175.81062240050812,80.89529309794906,D,-27.100548054763042,87.0570376624794,-84.25886058341541,61.381356108940274,E,36.14344479000729,B,D,A,B,D,0
Non-binary,61,Brazil,Other,64.99367763800934,145.6371671401937,C,-11.096327757022294,67.10006536604429,-28.460871210441084,227.17416089267238,C,91.7574256707897,E,E,B,B,A,0
Male,54,Germany,Heterosexual,68.54827530172858,-74.12838307698176,B,152.51023484387542,49.624907424982545,-103.90412910988572,270.3117750144558,C,-55.490702580137885,C,C,B,A,B,1
M,46,Mexico,Bisexual,-149.4578944039868,131.66714523712042,E,21.481459468053206,-29.242113596254647,-21.793479087503226,52.15147670351258,E,36.544189622722186,B,B,A,B,C,0
Other,79,Mexico,Other,-84.13654791307181,109.98964184634204,E,106.76269654360853,-46.04621550837012,30.276247881347047,-66.83011926161842,B,299.9099976652551,D,C,D,B,D,1
Male,68,India,Other,85.81298090578085,-0.8329059812201327,C,-193.97373617472064,76.38065508444929,-122.20987762411875,-9.778509948815609,D,-19.89428840276203,C,D,A,D,E,1
M,64,China,Homosexual,110.90832253355994,30.70785594067219,C,45.051684483579166,210.40383417427697,148.66632385665156,-61.79550932843835,E,7.298772116563403,C,E,C,B,D,1
Female,61,Germany,Other,98.94391035239045,23.047338490576234,D,-53.324869815259525,-63.25673969125821,-43.549142052012186,36.36440698269421,C,33.1116758846854,C,C,E,B,E,1
Other,19,US,Homosexual,91.02122975589242,-145.3455792680534,A,-64.88771704994461,-124.43287935834486,7.322401776563231,-152.39457212295048,C,44.99529202048344,B,C,D,B,D,0
Other,29,Other,Bisexual,-68.58693165785589,-74.90519199167439,C,125.65820797215946,-21.802961172554173,-168.70039653247719,65.46686816376065,A,48.45859979024295,C,C,A,E,B,1
Other,65,Mexico,Bisexual,48.67333420994057,-21.314747671467835,B,-18.368131520805218,142.12715479974113,104.2327991167346,63.562692806286314,C,-87.73400872294413,E,E,A,B,B,0
Male,25,US,Other,123.32112390890093,-19.19315352563922,C,-56.03632663111174,88.96002124194985,-23.409447465312144,-5.165980823556337,E,70.55186313036062,C,C,A,E,D,1
M,60,Germany,Homosexual,-137.55747493514582,-34.28887654209055,A,-51.36480066115876,-59.75429354874835,-12.689642930131853,-259.2290609141989,C,-99.3257106458181,B,B,A,E,C,0
Male,76,China,Bisexual,50.94622998258702,-21.498496977019187,A,-107.7270946925913,201.5117610734992,-139.5182702176484,15.972509099507157,D,-3.840442229495373,A,D,D,A,C,0
Male,49,Mexico,Bisexual,-86.47309598780008,120.23881897066519,A,-43.25336986647722,50.31912200630298,-85.26782705893729,246.87405097644378,C,-122.28028140656029,D,A,C,D,E,0
Other,21,Brazil,Homosexual,-25.591567907906516,-46.70849697626151,C,27.74385519974568,22.299526255292697,-146.1553392515295,196.0396358055329,B,21.33692193359369,B,A,E,D,D,0
Male,61,UK,Heterosexual,17.176375888659255,-121.84514486923513,A,75.05003976912563,239.46443005827138,-56.54543568772993,27.81521216849521,E,199.00669792659266,A,B,C,B,B,0
Other,53,India,Heterosexual,127.83071388286673,-45.101139808925225,C,125.57214290849501,129.8097207508145,38.0521578488161,115.51147812646012,B,84.38165791488615,E,A,E,A,E,0
Male,43,US,Heterosexual,121.1812894094066,126.7072652599511,B,7.280269449755577,-9.14376913137233,-83.85524443980815,-151.38198138443428,A,32.48879008915848,B,D,C,C,D,0
Non-binary,79,Other,Other,-122.7525074214374,122.89217837543045,B,-9.332278629809016,112.41554518687447,6.734681608670442,107.31680310485126,B,-100.57514750224219,A,E,D,E,E,0
Other,46,UK,Heterosexual,-59.045909979419605,3.012511321106686,D,-89.30430644510128,-35.931931135002586,205.63181846893747,33.31195839828695,E,-5.111587437488869,D,D,C,E,A,0
M,28,Germany,Homosexual,107.00039034429794,136.53068524397943,B,-80.27571862326499,-21.701192453314288,63.894034897532805,-0.7424032090332214,B,17.760662122904932,D,C,E,E,C,0
Other,47,UK,Other,12.347969589874502,78.72167914801467,B,-89.58803308397795,-12.626654874882467,92.97744370073147,53.27954780922005,B,2.426246798708169,E,D,A,E,B,0
M,79,China,Other,36.88090747704504,63.636667376878165,C,41.64559765714651,-104.60223512871369,61.274649505151245,65.29921850070902,B,46.62291378800784,E,D,E,E,A,0
Other,30,India,Other,159.5070378696835,87.3805580434614,E,-94.46832403124434,-56.78677835415273,-57.074424366911316,-74.51547771727411,D,10.154888799422606,B,E,E,B,B,1
Male,35,Germany,Heterosexual,31.6162076506204,23.64796719992324,C,-98.57606961771614,-58.67008369493946,-41.80966718264737,-0.8370310730731394,D,94.00065528708744,A,A,D,C,B,0
Other,71,UK,Bisexual,129.4216658476144,-57.54691405415245,E,88.66234702466936,63.94475882230144,19.381502454310358,-55.5866863695704,D,79.45722920068438,E,B,E,B,C,0
M,40,Mexico,Other,83.77203897559338,26.134755925568058,C,-10.011237400209389,113.94130720340006,-15.540563938578932,-58.934033496707414,D,70.69844214915429,E,D,B,D,A,0
Other,26,Germany,Bisexual,-23.416266910750235,130.22924645056088,A,-89.78393155015083,82.64365592313078,149.1748421398865,48.083826016754166,C,3.6891302758358884,B,B,E,D,D,0
Other,25,UK,Heterosexual,-65.09775891882093,121.42029114604557,B,-44.4738408581912,115.49862228945689,-52.98597392476735,12.206433586301872,C,-189.74982920733987,E,B,B,C,C,1
M,34,China,Homosexual,-17.75110102780271,-14.568868801032636,B,182.299083445028,64.73262560898948,-207.4475614660309,-104.48277556251895,B,37.33512281134922,B,D,E,B,D,1
M,75,China,Other,-57.944475748848376,-150.36868100037736,A,-142.72340841169705,91.7007031374213,-50.20012424827692,-29.616420602175225,C,167.89909647923162,B,B,E,C,C,0
Female,44,India,Homosexual,112.89124365333633,156.10983150054426,A,221.29564233117222,75.86034547615334,-117.85817986954339,133.6441820397784,A,-34.499488817758916,E,B,A,B,C,0
Female,34,Germany,Homosexual,79.44579510857923,10.219585607902786,C,-27.105927080508813,-20.42398246437086,66.66965966423588,-7.588411530904575,B,-31.806027562973743,C,C,B,B,B,0
F,62,US,Heterosexual,-74.70640456310373,-19.31179546424159,C,5.635838001526263,-82.8793330085583,-86.41923427207217,64.75803321789878,B,-65.33868114457229,A,D,A,C,D,0
F,33,US,Heterosexual,-84.85361452042113,-191.87190764499826,B,-194.9499322299935,-72.07125380646123,156.32798414138125,-150.76052332455748,B,-144.50323690743818,E,B,B,C,A,1
M,65,Germany,Other,-118.60884610274715,66.8355993572067,D,21.0246057000822,94.03107070392409,69.78538591427666,-17.773338878908458,C,-37.61375532557548,C,E,B,B,D,0
Female,56,US,Bisexual,6.781374269999381,90.60145803737012,C,-70.4544356553741,-107.19494110945624,-15.229550710214774,82.36423557861778,D,24.86433593806422,A,E,E,E,A,0
Female,32,US,Bisexual,-20.37125613539513,135.3502857841447,A,-151.82469293173702,-86.19546810098683,42.547405298400584,-71.35133641949868,D,-144.76682394064122,A,A,D,A,B,1
Male,28,Germany,Homosexual,-151.20506194170014,-24.980715115405587,D,-79.70029555087005,-65.22998078284955,-57.654406191572704,-29.62377331056272,C,154.93461777882197,A,A,B,B,C,1
Male,39,Brazil,Other,-6.820794786682946,100.16252790411633,C,76.00262138960572,11.982919719214836,156.87316029781147,-59.30840475769503,D,17.03913868665243,A,C,E,E,B,1
Non-binary,46,Brazil,Homosexual,-1.4807731531500867,84.3177707334718,D,133.47791048535393,37.62575571512548,-100.2785981667919,-86.1524871270429,A,-63.35954354160537,B,D,B,C,D,0
Male,50,Germany,Bisexual,26.984050339486075,-139.06084109929168,C,-42.47723313790927,-14.258136288148307,108.14263038771075,-31.54280342680163,C,-270.66210971171904,D,A,D,E,C,0
Male,65,Germany,Heterosexual,-97.79822467576804,-8.38142803436225,E,-48.59629728663098,175.66448679192635,-86.1161409372744,-61.248376626860534,C,1.48972052406713,B,E,B,C,B,0
M,77,US,Bisexual,11.56911864544557,-63.304105210012,B,-77.17901728724408,-14.656777941683966,64.16218010302384,-39.423480035265904,A,5.747562745743692,D,D,A,A,A,0
Female,64,Mexico,Heterosexual,-88.35919280614745,71.48544222761363,B,-184.19841417532464,85.8584015617461,-0.48550273361847673,43.489647874379386,B,-223.2065108338439,A,B,D,B,B,0
Other,55,Other,Other,25.564252997537594,-127.51700192867798,C,-199.5531406414795,-57.68249251750601,-117.22085907342796,66.40732934074741,B,-165.47499468413642,A,C,C,B,C,0
Other,58,US,Heterosexual,166.80349480205615,-13.535861230026095,A,-9.789641756058492,26.88867539658552,-159.22272778308303,-2.1469622038176714,C,98.81939875129734,A,C,C,A,C,1
Non-binary,79,Mexico,Bisexual,59.42681837122371,-86.11030423001078,E,-187.53196889864998,130.66927522081582,29.32169913179993,-8.12019424508614,A,16.485451619237416,B,D,C,E,B,1
Other,30,Germany,Heterosexual,-148.95936889198035,-35.20670252527488,B,41.46805121364344,92.18708044224826,127.08526014518837,-11.193724770660742,A,-31.467637464094878,C,A,C,E,C,1
F,49,India,Homosexual,-1.4407406725697154,-4.031139843471484,A,217.55675435662462,-131.0827759114575,-35.471110603437346,-33.35181732925504,D,-162.11099193064405,D,D,E,E,D,1
F,68,India,Heterosexual,-81.67229487317607,103.1500161039268,C,-14.757036393412044,81.35713359609906,74.37096631777708,-13.6549974221889,E,173.6459279259232,D,D,C,E,D,1
Male,33,India,Bisexual,74.67574377789477,50.402767417896534,E,80.92202358431626,92.55005468730559,85.89841945656129,191.57357826446136,E,-17.60518202125219,D,C,E,C,D,1
Other,61,Other,Homosexual,-77.16917693270466,-55.29358749014417,E,14.386143345305296,42.1841911461331,-205.19351059174525,11.108533665621616,C,161.99715141902374,B,E,A,B,E,1
Male,65,India,Heterosexual,-90.04626019375547,-15.584237403102433,A,-47.681941894672605,-202.23974733817735,59.08766796664967,-28.014951931547127,A,-56.796075717199734,E,E,D,B,C,1
Male,20,Germany,Other,-151.34200729711975,88.161796165087,B,-22.8280241493029,54.27767580998568,-35.15668755372705,90.98545580652309,A,-36.5578242784188,B,E,D,E,C,0
Male,38,US,Other,-79.79893513512039,-45.43940864813148,C,35.73547742785987,-14.002970457027903,-117.48206162224666,-93.44601292126535,B,-19.62431295990934,D,C,E,C,C,1
M,21,Other,Other,-54.08649277838483,-47.34571868894912,A,-56.707047686370835,-22.928372717743102,15.533789519055539,40.124425807728414,B,104.1921318043588,E,A,E,B,B,1
Non-binary,43,Germany,Homosexual,66.36922820667839,18.687467472648652,B,177.57760482755666,28.79230688853051,-44.56325260629029,-87.44340809934181,B,-23.48401311609403,C,D,E,B,D,1
Non-binary,42,Germany,Heterosexual,170.37238474134992,-19.420546866056444,C,-42.795660733162755,-11.743086189981817,177.13530127470872,80.74163847881188,D,28.309278179909462,E,A,C,A,A,1
Other,39,Other,Homosexual,-104.08847264201763,-21.472567882513182,C,-121.22892338687554,-148.6806270996777,79.66733634049696,12.130857085183221,E,259.0533023614543,C,C,E,C,A,1
M,32,Brazil,Homosexual,168.25182264368564,184.54319874031907,D,61.279540838743884,19.913557483681664,90.53172089752866,-83.33187579352462,B,-14.543258118442282,B,D,E,D,E,0
Other,42,Mexico,Heterosexual,179.9913686833156,21.042913679954943,E,-181.65217483946532,22.584795107803004,17.88491951122885,-6.2242716989156825,D,-62.93123116388396,A,B,D,C,B,0
Non-binary,49,Germany,Homosexual,-38.766411183106314,-23.663140530851297,E,-147.05150901042694,3.864265363915762,-249.53836347126858,-47.00577628870163,E,-64.21316836998152,A,E,C,A,A,0
Non-binary,32,Brazil,Bisexual,114.29743265652534,-6.08272287641817,A,95.72651862774639,6.156707240985155,16.6014058271229,-110.22719294590738,D,145.14516061727733,D,A,E,B,A,0
Other,58,US,Heterosexual,115.58337158806849,23.78344416104057,E,26.874536415575097,-49.969090261981044,-85.43008793200674,96.92700836150877,E,-63.1187098662229,E,B,D,E,D,0
Female,71,UK,Bisexual,-124.23811109600658,12.335804110162638,A,-39.91148273668052,29.901189902268104,-16.62647460886474,12.83161342624849,E,-31.425223618347598,A,D,D,B,B,1
M,67,Other,Bisexual,235.13283110831705,-30.228950285433747,C,244.11193205978202,-16.938108599554777,-122.49318030248517,-28.91537225205974,E,-26.22366094515472,A,C,C,D,D,0
Non-binary,63,Mexico,Homosexual,49.352177202649976,-197.87160086323937,E,-71.27058034085564,75.0219676863393,116.44113188047565,-39.55743277846791,D,-15.46010410603717,C,D,A,D,E,1
Non-binary,32,Brazil,Other,-2.661550973726118,120.0529246877447,C,142.22927536957525,85.90815403543279,82.1970045756536,0.3409904707764708,E,-235.28743141637244,E,C,A,A,C,0
M,19,US,Homosexual,-5.733956995044761,-213.11822306684724,E,-80.35587167149876,166.97478262180033,10.539333480518467,-48.211922454433804,E,-45.88554768393938,D,B,E,E,D,0
Other,27,China,Heterosexual,71.71242740202182,-12.583997712334515,B,56.64993684777365,52.11791288926754,95.8961586507343,6.173988811622856,C,94.43211016513202,A,E,B,D,E,0
M,30,US,Other,76.85797320346593,-107.4006913257153,E,-36.2023365433654,157.19779472945032,-131.90522204332044,-77.24868433750969,D,-87.53854011655858,A,C,C,B,D,1
F,37,Mexico,Heterosexual,2.257386627760874,96.30248908056988,D,45.81958338397497,-61.732114654417614,129.9829256764772,30.407605625448785,B,-179.79029785973285,A,D,C,A,C,1
Male,44,India,Other,48.33355767416788,66.53169641606776,E,-30.316523343118877,204.33965726046455,93.04136169898518,4.958551690296024,C,-27.340215245888494,C,A,A,E,B,0
Female,72,Mexico,Other,-17.207728272486182,-55.332439454609606,C,-112.18993069177043,-29.070219325357993,-138.63585773823442,101.02518479847413,E,-35.347348133792096,C,B,B,A,C,1
