religious_affiliation,married,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Married,Black,-56.89934063236159,B,-166.58561513729427,A,-107.10298441761412,B,A,E,-62.361608483030736,B,A,D,-103.22909023336302,20.063567042487,0
Christian,Married,Asian,-56.13126286696717,A,-141.46784868335197,A,189.78500624802606,B,B,E,148.68198257098203,B,E,D,132.24302410038032,53.35012898515402,0
Other,Single,Asian,-112.82238391489929,A,23.64632719354663,B,-66.7525529234365,C,D,D,81.87926773708857,A,D,A,-62.40185266254598,-53.475088231914334,0
Jewish,Married,Asian,74.83449669315773,E,27.042963875202712,B,16.770226509012282,C,B,E,-34.73404167650463,C,E,C,-113.19049600764627,-143.44834180079303,0
Christian,Single,African American,65.09298427296608,D,-24.05583942934007,C,-12.38550507309601,E,E,E,-189.99292797144284,A,E,D,-8.315797309508834,-166.66755786459672,0
None,Single,White,43.60670763157182,E,-13.996428726900703,C,56.57814143818467,E,A,A,153.9478127509408,A,A,C,-0.9700982349250197,68.12299185810127,1
Buddhist,Widowed,Black,-25.661752127331212,A,-11.15436543453378,D,-28.251963404526048,D,E,A,74.17108234286945,D,C,A,-54.08191193156073,-17.988967830633214,0
Hindu,Married,Other,-4.766543702770719,B,90.41524189305603,A,86.96821040602465,B,A,B,11.141378032189046,B,C,B,-22.45325674352531,20.214806426350314,1
Other,Single,Hispanic,-23.227843670614863,E,180.929562446119,D,-54.60718933493972,A,E,B,-159.91249492840436,A,E,B,51.561520895466785,-111.65856679503388,1
Buddhist,Divorced,Other,35.54240617342229,C,19.12639322999203,B,204.6539065515164,E,E,E,62.46741200894288,E,E,A,64.08633658231558,24.18350499096738,0
None,Single,African American,70.5686860638772,B,69.41993743584752,B,94.35032399733568,B,A,D,147.75308890119757,C,C,A,123.65324527459336,-30.9770707897581,1
Buddhist,Single,African American,-100.45630665976371,D,-74.10288454857034,D,-202.19247801995394,C,B,E,36.46393437891306,A,B,A,54.23597925286112,-7.427059623577367,0
Other,Widowed,Hispanic,108.41421423780604,C,38.50572516392883,A,-56.80910332654896,D,B,D,41.43886258154892,A,C,E,-9.774840999929177,-45.21464835392268,1
Muslim,Widowed,White,-30.028083437974356,A,35.941303588592525,B,-250.3973270875072,D,D,C,-34.18429317295566,C,C,A,-60.204377361323004,-24.787024364244925,0
Other,Divorced,Other,260.2815795943559,B,-46.36667341164097,A,0.8994996919600582,B,A,D,-134.07280650827119,A,B,A,14.514494245892152,-71.90995004229651,1
Other,Single,Other,48.88808037384641,C,153.8401650670941,E,40.12477444194913,B,A,B,32.703064717902905,C,B,C,-19.46024215553898,94.60588724011257,0
Muslim,Married,Black,111.76531571092052,D,-30.956710845859813,E,115.57018586948726,E,C,B,-44.89415868794912,D,C,D,-204.98410049960415,-52.61276018276914,0
Jewish,Widowed,Black,-11.191946625576229,E,91.13170905184577,C,7.761980367889963,D,B,A,115.73137843845562,D,A,B,-84.58865467945171,12.297287584564277,1
Christian,Married,Asian,-49.96389138274925,A,-71.45919708573986,E,-73.42402607553616,C,C,E,40.48334964784574,B,D,B,-14.19529565157435,-126.57446712446925,1
None,Widowed,Black,93.85047247201072,C,114.03557737041301,A,4.643582685726725,E,E,A,-165.15179134235612,C,A,D,145.1775050512227,-57.635873150990136,1
Hindu,Married,Hispanic,-137.55001612774285,B,22.7097736812959,A,103.61953077373303,E,A,A,125.36885594384471,A,A,A,144.6185860813182,90.961416105407,0
Christian,Single,White,133.89591249016019,A,166.56947711414097,C,-2.543569959052783,A,B,C,5.993865196797926,C,B,D,-226.0310223027805,42.1245304538888,0
Hindu,Single,Other,58.91954868278576,A,19.52179979777487,E,-50.30151374873457,D,D,D,-201.32460617448064,A,D,C,-127.22121879407715,199.61482278131973,1
Christian,Single,Other,48.282937340210125,D,-95.03998446315461,A,63.531790230347916,D,B,B,-21.6972422971129,E,D,B,-46.09505784996788,-51.78647663998726,1
Jewish,Married,African American,124.85164787311625,B,-105.45581667487203,C,83.77112824442156,E,A,A,-1.0571268810675978,D,A,D,109.36014594358075,-10.531628478986352,1
Buddhist,Divorced,African American,155.8697047576884,E,-65.43073185990526,B,13.013333452386558,C,C,D,-86.2303138714023,B,C,E,-40.85119031432479,48.003534656505906,1
Jewish,Single,Hispanic,124.96954897676828,B,193.44199740469668,A,38.60837678171572,D,A,C,46.76045673979042,E,E,E,77.92229899802143,-107.51792555150999,0
Buddhist,Married,Other,27.606263908185863,E,-116.53016848352237,B,151.29711938575835,B,A,A,-50.868513564196206,C,C,B,40.82547673923392,8.685558209817696,0
Buddhist,Single,Black,-44.38608603258639,A,-52.799441402261294,B,50.70671906028025,D,E,D,-65.91853990295732,A,A,A,-26.915540073466882,-122.70807775421517,1
Buddhist,Single,African American,48.73383053762528,A,-243.01198496865513,A,219.71659816414814,B,B,E,57.57685345212903,D,B,E,-119.83123824410428,92.2964679892295,0
Other,Single,Asian,53.83415770486104,E,-63.62635339492152,C,157.33388709169833,D,D,E,61.37249065955732,D,C,A,33.23272198782011,128.03541708790763,0
Christian,Widowed,White,-112.63596281921437,C,-24.668485560754913,D,-81.4119015739904,E,E,C,-114.23113568840633,E,D,E,25.34731462381647,-112.19360591716494,1
Hindu,Divorced,Black,70.98262624255335,B,-211.0533330212574,D,-4.169101251965062,A,A,C,57.24727510429035,B,C,A,132.47526837329542,13.916174025078783,0
Hindu,Single,Hispanic,-63.865456453869015,B,196.20300703950406,E,-157.3345090770209,E,E,B,-24.900915345984124,B,B,B,29.152695690831692,-2.7379499860459027,1
Other,Married,Asian,88.25978493154369,C,33.96125320344832,A,36.42939604388333,A,E,A,-89.41961138216159,D,A,C,25.186427431056856,-39.377987000446325,1
Jewish,Divorced,Hispanic,-53.74514382083285,A,43.39690401819039,D,72.17990363391402,A,B,D,86.74564904018213,B,A,E,68.16794931063608,177.29592457981457,1
Hindu,Widowed,White,-71.39058380983748,E,79.52511717762845,A,128.62245860347724,A,A,A,-91.2277248001064,C,A,D,6.840391948734505,-198.82195741034624,1
Other,Widowed,Asian,143.3287671590383,D,-56.854492357973555,D,-50.70672720364855,C,D,B,26.86717193839622,C,C,A,-53.94530018926205,-73.27294211334264,1
Christian,Divorced,Asian,-63.08282353898,B,-84.72283433769809,C,-87.53249678106684,D,C,B,62.69253295522586,B,E,B,-121.89981724366656,94.66264197029683,0
Muslim,Divorced,African American,159.95299517759062,D,-29.411474247118406,B,2.8545432356179044,B,E,D,126.4108566373575,A,B,E,-48.14173574671792,-119.69149077645167,0
Christian,Widowed,Asian,-21.441984545798793,E,-11.359467545086003,E,0.11299263307956468,B,E,B,-76.15094248772104,E,D,D,84.44183021182513,182.20989313245576,0
Muslim,Divorced,White,-35.819939122016294,C,-2.2982883976237614,B,124.62141970030007,D,D,C,45.95257488160554,E,D,B,56.63303411782991,78.41524761183388,1
Other,Widowed,White,-16.85038245697445,C,-86.90397190226567,B,-59.57233343600158,A,A,C,245.9538909802166,D,B,B,-109.83186801432063,31.402463767747218,0
Hindu,Widowed,Black,54.11629788062091,E,-80.90431167337772,D,-92.77088071673316,D,A,D,74.2889696419285,D,A,E,-3.8945049171275254,-13.317592414290258,0
Jewish,Widowed,Black,20.481904654588355,D,-11.61155673112988,B,42.73102994977577,E,E,D,-48.70988706229111,B,D,C,25.652608831490266,213.6433523456571,0
Muslim,Married,Asian,17.104304644570632,E,-4.622345617130696,B,-190.4863183142177,B,B,B,-30.53404762029026,E,E,B,39.60917476259281,-52.909290812195664,1
Christian,Married,Asian,56.96552151379538,C,37.346642331051896,A,30.188238051952727,A,C,A,18.285112284162782,E,C,C,17.26033645028918,-10.828355534838101,1
Jewish,Divorced,African American,-33.14112654988049,D,-45.801349450936904,E,210.7500180421708,E,A,D,-108.07672302574632,D,A,E,-34.37396367294351,-57.507593033508776,1
Hindu,Divorced,White,49.95821638581784,B,75.02114877126665,D,-107.16872599669827,C,D,A,-96.19173730404023,E,C,E,170.71188776965803,-47.14653063859038,0
Buddhist,Married,White,84.9588950707241,E,-100.3622713722066,A,-41.28140728861276,E,D,E,-19.160889680495373,C,E,C,92.6341683132933,328.4025420896734,0
None,Widowed,Asian,68.09286600555254,C,-71.540862205625,E,84.3753768570685,D,C,C,-67.09166756682968,C,B,D,99.11108148841363,-13.22372614915364,0
Muslim,Married,Black,-29.71261397107853,D,-26.25473032474619,D,168.40162163359392,B,E,E,-41.489245769378684,E,D,C,-38.92288386054056,91.01375038881086,1
Other,Married,Other,32.23424459709345,D,56.4404726437176,E,119.36869766058489,E,E,C,-78.21302324362084,B,D,D,-59.79226002814788,-103.41339686519053,1
None,Widowed,White,30.162909021511926,A,59.48550246287135,D,3.0244836873810805,C,E,C,2.4799127990312275,C,B,D,-307.7484611990823,108.10937017885811,1
Other,Divorced,Asian,1.3628699481970687,A,40.97829447069638,D,-4.181132890642961,D,A,B,-113.82742640508083,D,E,C,-57.08810879309246,42.16562316443738,0
Hindu,Divorced,Asian,-65.94345733841239,B,-126.77400964078724,E,9.889146093680058,B,B,B,-113.48721751028157,B,D,A,49.97779647614509,50.49184922701584,1
Jewish,Married,African American,33.540968579359664,E,-192.6793971571674,D,-235.91399696851485,E,E,A,117.782666439577,B,B,A,-5.823202355737721,186.26159503633048,0
Jewish,Married,Other,72.29817282155364,B,-51.62012510913575,D,-231.14656159608228,D,B,B,-80.7721760142886,A,E,D,-68.93149159446075,-202.48025466427606,0
Muslim,Widowed,Black,18.787471302586876,B,0.8293350014436235,A,14.11946172181224,C,B,B,103.14056386872655,C,D,E,-150.18806944497638,-72.65563852036857,0
Christian,Divorced,Other,-59.19357470784089,B,46.640551047458686,E,16.956849311732164,E,C,B,10.351941156203806,E,B,B,131.80163884218425,70.59109399451401,1
Hindu,Widowed,Hispanic,-9.75847736639407,A,95.77039754294108,B,159.23743552026298,C,D,B,-46.896688996818405,D,D,B,-10.577074044216346,7.096915017907017,1
Jewish,Widowed,Other,-123.09334237502259,A,-138.1790948046788,A,21.814326707275285,C,E,B,8.465550422530125,A,A,C,-94.5884270111696,54.374096320856516,1
Muslim,Single,Black,-34.053203265314224,D,-82.40102657217575,D,-108.27452226049591,B,B,E,215.74768695486023,B,E,D,-36.69622439832027,-63.51113096995727,0
Christian,Single,African American,89.37462949907562,E,130.50731977348107,E,196.08522370831443,E,E,C,-152.44107633803554,E,D,D,-14.010513777962807,-167.34082314587968,1
Jewish,Single,White,56.445251434845645,B,16.15909656575386,D,-49.67094473221071,E,A,A,177.49913706554187,E,C,D,-17.63970028694438,43.47837102422976,0
Muslim,Divorced,Black,-160.1772562903515,D,-12.106168879523747,A,-54.93558151620594,A,C,C,205.680571496002,C,B,B,94.18620798164915,181.03511473587116,1
Buddhist,Divorced,White,43.99248826107667,C,123.89196788728356,A,-61.472231026816694,A,D,D,-18.346901137927393,A,D,B,-4.652611717630782,-30.441818163790312,1
Buddhist,Widowed,White,103.0083137483932,C,-116.71124456631703,E,-36.698597619216564,A,C,C,17.305051129308158,E,E,D,22.974329264606684,-116.54143287048396,1
Other,Widowed,Black,-33.48913317280653,E,-57.489479225807706,A,82.22795747764114,C,D,D,130.79741732302114,C,D,A,-42.27301768010534,-60.80029261258931,0
Jewish,Divorced,Asian,-68.99417050380674,D,124.28493967923013,E,35.702135953386424,B,C,B,68.74142792698274,A,A,C,-41.215934035002505,238.84522623741472,1
Other,Married,White,-214.82143179861785,A,-134.52675145282268,B,-149.85544223804803,B,B,A,-24.699202522547164,C,D,D,-153.56312519149867,-10.002608573561647,0
Hindu,Divorced,White,-297.02274377951187,D,80.58008950262501,C,-35.87345969187583,D,B,B,-77.70389174977323,B,A,C,155.5809281756688,25.43648510235258,0
None,Divorced,African American,-81.53077013825131,E,-87.1143677416376,D,-5.298867431110752,A,B,B,-48.35375395954627,A,D,C,184.6539784993124,-29.21954109420665,1
Jewish,Widowed,Asian,-73.30459304488097,B,60.304764882191144,D,-30.308609632651823,A,B,B,36.130411871418964,D,A,D,-84.78876296295168,99.20495191243948,1
None,Widowed,Other,42.29170786374204,A,-37.46948873350892,D,104.44249594731221,B,D,A,-65.95707407220469,B,C,E,-65.42493614459562,-1.0435298539753308,1
Hindu,Widowed,Hispanic,5.794134328442966,E,-84.20397145451881,A,66.12727248401816,B,E,D,-121.57478513996473,C,A,E,90.162296822044,-60.13701119970059,1
Christian,Widowed,White,-102.00624904282924,A,-74.29392863212094,A,6.800668325695847,D,B,E,6.194434643551323,D,C,A,86.0932960718393,5.268282376464458,1
Muslim,Single,Black,-45.380925464296006,B,157.18944989634213,C,23.392732039100185,C,D,D,28.405434804925278,A,C,D,-58.80754773554442,-5.155295039948173,1
None,Single,African American,9.466291607935334,D,106.94699614172112,D,-89.28487238311318,C,C,D,12.533997714466516,D,B,A,225.97489433224206,-25.154371763759052,0
Buddhist,Married,Hispanic,-26.18621800770078,B,88.59886271558722,A,-87.28974780383732,A,D,A,-68.75104466354105,C,E,A,-11.42922680113914,13.329388284510529,1
Christian,Married,Hispanic,8.61142020560627,A,8.492663072797098,D,22.90979775054285,B,A,B,120.74527092302132,C,B,D,-51.40764131620974,-85.84957092544202,1
Other,Divorced,Other,-2.2440147772396313,A,-28.606570184305514,A,132.89012435103146,E,C,B,143.14745677338874,C,D,D,-47.99980658464237,-28.772662951384863,1
Buddhist,Married,White,-1.8963559376310164,D,151.38207500930713,E,97.23865884553983,B,A,C,-47.023804817653165,A,C,D,92.97634065543538,-109.72101643153711,1
Hindu,Divorced,Other,-119.78702125463394,A,-90.09199559857973,D,74.03525742942884,C,A,E,-154.62233169809554,C,A,A,122.57970980816573,170.42989993888938,0
Muslim,Single,White,60.20018932245586,D,-96.13022795461293,D,-130.8820906450435,C,B,A,7.844800128148282,E,A,E,-66.37855459817669,-208.3557678787197,0
Other,Widowed,White,97.57911838173389,E,-0.6666612292405674,A,185.81501865498382,E,E,C,139.24966934430893,B,C,C,112.45382008551653,-41.9417707496195,0
Hindu,Widowed,Other,-90.4661053585791,D,-58.77648766127428,E,-150.4113751786835,B,E,B,129.85564207197763,E,E,C,28.029315832921554,19.255833051686306,1
Christian,Divorced,Black,-34.02819152787354,D,41.24136647040109,C,-168.4270270010343,B,A,B,186.64990341778878,C,A,D,-150.3102470500218,-62.657137683455844,0
Buddhist,Single,White,-37.89204391415188,E,41.057601745208245,A,-36.73382463177408,E,E,D,27.74334830623737,D,C,C,-155.13002594470544,-17.79557883277985,0
Muslim,Divorced,Other,-66.01668258325402,D,-56.07784188477159,B,52.969580436681106,A,B,A,130.84976486759038,E,E,D,7.5229949447645925,-18.611806551612066,1
Hindu,Divorced,African American,5.640142038251423,B,130.45876024633756,B,-85.1717783235366,E,E,D,61.15291527810721,E,D,E,107.99863229825029,130.10229286129302,1
Buddhist,Married,White,217.19873117238077,A,124.02519065281497,B,128.15413233334857,B,D,A,-144.94581899554953,C,B,A,-17.290355266977954,157.24111036079776,1
Christian,Married,Other,56.85065788753012,B,10.730492949787457,D,-99.30587114654897,D,D,C,137.04876380111085,D,E,D,-170.52104480347282,20.272423439214148,0
None,Married,White,-59.80728317765308,E,58.80494792281002,A,-31.809308982209068,D,B,B,70.34324115096896,C,B,A,-85.9236127438732,60.55274481109668,0
Christian,Single,African American,-53.801243102046456,E,195.8180326249215,D,89.06383408606533,E,C,D,66.18796975645684,C,E,B,56.55495874457602,-195.6379944637671,1
None,Divorced,Asian,-1.351268884096601,A,-102.40340320808005,B,164.12126542029114,B,A,D,17.894626236728055,A,E,D,-24.095788539870547,-173.6405517128535,1
Christian,Widowed,White,79.47442717015092,C,109.26783701824753,C,101.50574755771783,A,A,A,48.77766168711606,E,B,B,106.45659366232007,-87.28479119302277,1
Other,Married,African American,83.9545068251308,D,131.81799412350185,E,96.57925309164203,B,A,E,24.345610256107417,E,E,B,233.75698962321647,-33.70067840714634,1
Muslim,Divorced,Other,13.208144627095573,A,27.71034604066484,B,-176.77608519208462,A,B,C,150.38988723994265,E,D,E,142.83822839932697,-156.89195288398702,1
Jewish,Married,African American,-89.14941643249841,E,90.4879920028456,E,-12.445354192302025,B,C,A,-8.65314647833627,D,B,D,-143.78923789236927,-93.8297934101775,0
None,Divorced,White,-35.316299433216685,A,177.65621236443693,C,-49.61270628821305,C,D,D,35.87259027978795,D,E,D,-123.46070791734722,47.24577300793229,1
Muslim,Divorced,Black,-76.3542717816838,A,-53.27300607221764,B,144.93090473347965,D,D,D,40.7193550094869,E,E,B,-7.960030556318902,-39.20407943703867,0
Buddhist,Single,White,-78.29752543047294,C,130.8509647179923,A,-211.93935336092778,D,C,D,-23.018389429704754,A,D,B,7.353286852868253,142.93319129533967,0
Muslim,Widowed,Black,-54.4743329007725,B,-75.08727849958565,E,-37.49231043693071,C,D,E,-65.41325201799965,C,B,C,83.54666184828979,95.66479513603309,0
None,Divorced,Asian,-56.62173592022478,A,17.30956447994455,C,18.200692763546375,C,B,E,-21.001075339311885,C,C,D,-99.30832944312623,17.500637197351246,1
None,Single,Black,38.361187792097134,E,-21.34623214484824,E,-80.89456730565273,C,B,A,-132.1359799409932,A,A,C,70.84528755435102,140.43188689630477,1
Buddhist,Single,Other,3.329763756866487,C,28.30257106393453,C,-80.31052906265036,B,D,D,-61.408235931235346,D,E,E,147.8144953722723,178.07728674506856,0
Buddhist,Married,Black,127.71860021343144,E,98.72007961985403,C,1.9847039970053266,C,B,A,-81.09576965544441,A,C,D,4.581903696013181,36.221753171157104,1
Buddhist,Married,Other,42.68710448251254,E,-54.86823747168089,A,49.84441521032557,E,B,A,-154.16037266177062,B,C,C,316.0604756050662,160.11006804803844,0
None,Married,African American,7.806761862394339,E,24.258933768362052,D,44.24887656126128,A,B,A,136.7600708171248,B,A,D,104.45870154205534,92.46305143371745,0
Jewish,Widowed,African American,96.50122487024105,E,-48.83357801109422,E,-47.733668061224236,E,E,E,123.47008530007666,A,C,B,180.51396462596134,7.285812911079187,0
Christian,Married,White,-129.39776404228652,A,-31.53904616479492,E,-34.32006726554137,D,E,B,-22.394407667589288,C,C,A,182.37544284399073,6.265789958747839,1
Hindu,Divorced,Hispanic,74.52537958215761,C,-50.1885476867823,C,-101.4503189808581,C,B,D,97.94534799550586,C,D,B,-43.70623863946118,-46.99282919501393,1
Christian,Married,African American,-42.92433362523761,D,19.133364661340877,C,92.81764937315188,C,D,B,38.531698086631344,D,B,B,-170.61362866283605,241.62600593385082,1
Buddhist,Married,Asian,59.0675944719254,B,-128.64706706479217,B,-29.472836469680864,C,A,C,-72.40591944068339,C,C,D,151.7555477018692,4.632100526017888,0
Other,Married,Black,-8.332265180024343,E,199.13681783696933,C,115.38103791743188,B,B,B,30.35808565996616,D,B,E,82.595094825156,-139.19387437352626,0
Buddhist,Divorced,Hispanic,120.68449825075935,D,-158.56642037721176,B,25.48131762111022,E,A,D,44.868972181550184,E,D,B,32.533508723087465,-22.03971649507053,0
None,Widowed,Black,13.237713707599339,D,-89.46017037705963,D,213.80766426755036,B,D,A,-10.808189381516895,A,C,D,-135.75768166352805,-59.698431233596025,0
Buddhist,Married,Black,90.49679205737304,D,-73.46010215954789,D,-125.28571638076293,D,B,C,-68.7723285242116,E,D,A,53.950717208122015,102.37523716724787,1
Buddhist,Single,Hispanic,-1.369194601993951,B,-161.39430334815336,D,61.90455352189175,B,B,C,72.42438853747697,B,A,C,-98.79496822063024,33.05524912143448,0
