sex,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,95,195.34152700309252,-173.67098746793738,A,C,D,C,C,A,B,9.687263663807114,B,D,A,B,0
Female,62,160.55020921150034,61.69970396458504,D,B,D,B,B,D,A,-63.087651490308716,D,A,E,C,1
Male,31,-39.569387371314974,-196.458187227853,E,D,D,A,B,E,A,-95.78090478708255,E,E,B,E,0
Male,31,11.850642889609702,25.57245549107481,D,A,D,C,A,E,D,-23.96046357255274,D,A,D,C,0
Male,21,37.024533423364595,-141.6659940522327,D,C,D,E,A,E,A,100.80627455741953,D,D,A,D,0
M,77,74.34023246431917,-28.68344236094158,E,B,E,D,C,B,B,-95.84917739297013,D,D,D,E,0
Other,71,-92.33358983987084,145.44737181790936,A,C,C,A,A,E,C,-40.64745978819158,C,E,A,D,0
Non-binary,43,129.9815729937654,-77.20008387624972,C,A,C,B,B,B,B,-44.977844660021745,C,C,A,B,1
Non-binary,59,25.64563963895094,135.1835242152826,B,C,B,C,B,E,D,34.91531514241535,A,D,E,B,0
Other,31,-25.12444765900213,143.64960844787217,D,D,B,B,D,B,C,16.27805483101267,B,B,D,B,1
Other,56,70.73076730905134,24.007265156407037,B,B,A,B,A,A,E,-142.26926346037828,A,E,D,E,1
Non-binary,36,-4.543206475962022,-82.7493466709233,B,C,C,A,C,C,E,81.71626508301004,E,A,E,D,1
F,97,25.850852461368596,-12.633109431264122,A,C,C,B,B,E,A,111.7745931123521,E,A,B,D,1
Male,88,-10.354447253446967,41.20041477720373,A,A,B,C,A,B,B,55.78742804664656,E,A,C,D,0
M,63,-102.1661800632402,-155.22027062532072,E,A,C,B,E,D,A,248.1493426561088,A,E,E,A,0
M,59,146.08699153039055,-8.127431215225736,D,B,D,C,E,B,B,-96.28413163034317,C,A,E,E,1
M,58,-169.74897990715584,184.83977032943037,C,A,A,C,D,D,D,-80.0672150450815,E,C,C,A,1
Male,81,8.762359245353577,-49.24260289638648,C,A,A,C,C,A,B,-68.53126470735191,C,A,B,D,1
Female,28,31.95097388424564,56.48841433417908,A,C,E,D,A,C,B,32.59862512311023,E,D,C,C,1
Other,53,-134.20069433639966,76.16041667374841,D,C,D,B,B,E,A,-27.0988368375605,A,B,B,B,1
Male,94,-170.10745970818363,29.395783959717114,D,D,B,A,D,D,D,-21.680607673781665,A,D,C,A,1
Non-binary,85,42.5447568179583,18.005798651711785,E,E,D,B,C,E,A,-10.854724873999006,B,B,B,C,0
Female,42,-121.45959169813456,65.86855053921035,E,B,C,D,D,C,C,-77.61328476649726,E,B,C,C,1
Female,24,-111.41700190651626,-29.927828887920683,E,B,B,D,A,B,E,-183.76313045844273,B,C,C,A,0
M,89,12.936769672128934,40.08004616848429,D,B,E,D,A,D,D,-50.86822171414188,A,A,E,A,0
Female,84,36.86733055759973,-26.48425177723071,E,D,E,E,C,E,D,-105.87113825028658,C,E,E,E,1
Female,27,-98.49638579560497,-25.26472161012875,C,A,E,C,C,C,A,-26.507341088111602,E,C,B,D,0
Other,97,-39.26873150334628,56.597733653466555,E,C,E,A,C,D,A,-26.14514623363597,C,A,E,D,0
Non-binary,45,79.76088501693222,-93.61783443382085,E,C,E,A,A,E,D,39.73131291443994,E,A,E,B,1
Other,34,57.76851835771261,-270.05390549839143,C,A,D,B,E,B,A,-166.8795667954512,D,D,D,E,0
Male,83,27.814785897155303,-42.48117766379225,E,C,A,E,B,E,C,-42.17509719801566,B,C,C,B,0
Other,37,-14.35727071166703,70.43995532943012,E,C,A,D,B,A,C,-43.3763556892339,D,C,A,D,0
M,57,-53.16058628825968,-109.32306009688246,D,B,E,B,A,C,B,-33.72916647063626,D,B,D,B,0
Non-binary,62,-99.40232621813988,-104.12167858852132,D,C,B,C,D,D,E,8.606015697947573,B,A,D,D,1
Female,51,58.56211377714856,80.09322039768116,E,A,D,E,B,C,B,-125.84159002595021,C,B,D,E,0
M,26,-135.6684858944247,11.89182853583998,E,C,D,D,C,B,B,-32.52419360221004,E,E,E,B,0
F,60,55.90324913849707,-85.58754259109863,A,A,A,C,A,C,B,13.352330627046904,A,C,B,B,0
Other,39,199.2767886776251,185.48693662687293,A,A,B,B,A,E,B,-149.5256512213814,A,C,D,E,1
Other,45,12.296456541285469,243.0985698495681,B,D,C,C,C,B,B,-90.98424781985482,C,B,C,A,1
Other,81,-90.25287932286818,84.14181674542286,C,E,E,B,D,A,B,-22.71117541830259,A,A,B,C,0
M,38,-180.6816680853596,77.94143239022837,B,A,D,B,C,A,C,-46.77998873115637,E,C,A,A,0
Female,89,156.03452447807365,157.82206614586943,C,D,D,E,D,C,A,-48.912443231403344,D,D,A,E,0
Male,88,27.41699422036264,-41.150612541044524,D,A,B,B,D,E,E,-124.4033640599375,C,C,C,B,0
Non-binary,95,50.853216410330425,80.6662588126035,E,E,E,E,A,A,B,113.13505566096266,C,B,C,A,1
Non-binary,79,263.33719958452446,104.05955489013748,E,E,A,C,E,D,D,123.35922563449635,B,D,C,D,1
M,90,30.95408233020518,19.118319475441012,A,D,D,E,B,A,A,-91.69243196235504,C,E,C,D,1
Female,46,4.051487610494035,-20.20495903023111,A,E,D,C,C,B,A,14.85737797680297,C,E,A,B,0
Non-binary,79,124.26485875756477,-107.90978663388515,C,C,A,E,E,B,B,95.25662329693272,E,D,C,B,0
Male,48,-63.02624538964374,-97.35583017770936,D,A,B,B,E,C,A,-55.209597713049,B,C,D,B,1
M,93,16.65160380892997,-23.998355497736156,D,C,C,C,B,E,A,83.13985414460463,C,A,D,E,0
Non-binary,79,-47.91990240878525,20.927186080493026,D,D,B,E,B,C,B,-52.934953554246434,C,E,D,A,1
F,46,-92.53570074835694,-62.53530892974987,D,C,E,A,C,A,E,-43.19881504198516,C,E,C,B,0
Female,53,63.1954144534071,-45.440770887689276,D,D,A,C,B,B,E,-162.06666266424403,C,E,A,D,1
Female,40,25.4623298590972,-97.40573696812734,E,D,D,A,D,E,D,99.47446812948158,E,E,D,A,0
M,57,-53.97888236096884,44.08192679838281,A,C,D,D,D,D,C,23.283742157393647,C,A,E,E,0
Non-binary,58,-49.267087086714604,205.79720356542123,D,E,B,E,A,D,E,34.906478213520344,A,E,A,A,1
Non-binary,67,57.11915027481279,190.72619623100493,D,B,D,E,C,C,A,120.2862619132733,E,B,D,D,0
Male,98,37.6797836728712,88.33827040924471,B,B,B,B,B,D,D,76.97717665968905,E,B,D,E,1
F,51,-57.21674265841591,-63.213621315790824,B,C,B,C,C,B,C,2.320354579873543,E,E,C,E,1
F,18,-111.33277719370423,118.53017467366868,B,C,D,D,C,A,B,46.63351766048882,E,A,B,B,0
Female,42,-159.44169621416222,81.54860037772342,A,B,D,E,D,D,C,-57.92760071323176,A,D,A,A,0
F,34,41.720161284400234,173.08234892394856,B,D,E,C,C,B,C,-219.97331735788933,C,C,E,D,0
F,75,-136.86942319087862,-2.51046252436755,B,A,C,D,D,B,E,215.1217551260709,C,E,C,B,0
Other,43,49.28566540584984,-15.306898626922438,A,D,E,B,A,D,D,153.8334251182422,A,D,E,C,1
Other,38,-56.75705301258367,207.430084023772,A,D,C,E,B,D,B,-56.388969137889255,C,A,A,A,0
M,92,-99.70011842294336,16.039690502490277,D,D,E,D,D,C,D,16.912413469105125,C,D,D,C,1
F,26,43.388522394016945,-158.7773135944393,C,C,B,C,D,A,E,117.75752029832216,B,A,D,A,0
Non-binary,78,65.48166300466232,159.29154061747496,E,E,A,C,D,D,C,-38.422415078081876,C,B,E,B,0
Non-binary,63,16.189747637731674,20.364636122073488,A,D,A,E,A,C,D,-60.52122701187277,D,E,D,B,1
Male,47,58.0912044076168,148.33293127249834,A,D,A,E,A,A,A,-146.902788096125,A,A,B,A,0
Male,27,-212.56949637765902,46.105969728523775,C,B,E,A,A,D,B,-54.350365241946086,D,D,B,E,1
F,30,159.88962200539382,93.52753982697934,B,A,C,C,A,E,E,-132.45694888825835,A,E,E,A,1
Other,43,-5.856418899498903,17.100271239073347,A,A,C,D,D,D,A,31.284090257600212,C,E,C,D,0
Other,91,-103.67770406038686,59.85717583657924,C,D,E,A,A,A,A,67.98552013125811,B,D,C,C,0
Male,64,-11.779663951784041,-76.61928213496806,A,D,D,A,E,E,B,82.3159789288943,D,E,E,D,1
M,23,34.900538847413756,82.70735450310323,E,C,C,D,A,A,E,27.62006876510416,E,C,B,C,0
Female,79,61.63187994335745,-33.66969804329199,D,E,A,D,E,B,E,-30.99860649102739,A,D,A,A,0
F,94,-44.42881692968684,-170.02027352151973,D,B,D,B,E,D,D,-54.32297685209919,D,A,D,A,0
Non-binary,74,-3.6924371231265067,125.92379940662835,D,A,D,D,C,D,D,59.833685714926,D,E,A,A,1
F,89,55.901220850805075,54.063907706407456,A,C,B,C,B,B,B,56.154335308618705,B,B,B,E,0
Other,48,-44.300747530541024,20.639044955064687,A,E,C,B,D,E,B,-161.76672206523114,B,B,A,C,1
Non-binary,55,-139.33280404554168,-108.38976652417918,D,B,B,C,B,D,A,7.733702635458115,C,A,D,C,0
Non-binary,64,-62.38306906267076,4.7744884074202885,E,C,A,E,A,E,C,-48.35317461640796,C,B,E,D,1
Non-binary,68,24.063120664906226,-161.30608175806208,A,A,C,C,A,E,B,183.628558393256,E,C,B,C,1
F,91,-185.5479097435219,173.89744631513554,E,E,D,E,E,E,E,25.037119518680527,B,B,D,C,1
F,41,-92.04055746432088,211.90540663208407,B,B,B,E,D,B,A,53.520102109869995,A,E,A,D,0
F,66,-6.805844237915164,92.16638787505947,A,B,D,C,C,C,A,-9.748488804665092,B,A,C,E,1
Other,65,22.096283116612508,63.53434561386142,C,D,C,E,B,B,E,-150.37274611401233,C,D,D,E,1
Non-binary,18,-39.32077965859082,-182.565412495299,C,C,B,B,A,D,C,-12.425129234111825,D,C,B,B,0
Other,43,-59.66223527975922,-46.842090459683675,D,C,C,C,C,A,B,88.37258411336614,B,D,A,B,1
M,65,-1.1055059921633783,13.254677141526795,B,D,C,A,A,E,D,-98.34270341956285,D,D,A,E,1
F,58,195.85634453074462,-183.7593365602916,B,D,C,E,E,E,A,-16.901123475514023,B,A,A,C,0
F,89,29.871065044966272,-109.32875807689749,E,C,C,C,D,C,D,57.69097469916697,A,B,D,B,0
Other,29,35.77073564449199,-6.2833010135797895,C,D,C,B,A,A,C,30.97744638453469,E,E,E,E,1
Male,99,-29.873773259529607,67.69778353050076,E,A,D,D,C,A,E,-212.95747065187646,E,E,A,B,1
Female,21,123.01438421436792,2.3852312463626917,C,B,C,A,C,D,E,-67.73012669318365,A,E,D,B,1
M,65,-100.47513500676592,-31.622723580591856,B,E,B,E,B,E,E,-171.078648622872,A,E,E,B,1
F,76,44.90201051171075,-49.12942064696668,C,E,A,C,C,D,C,-3.934036702065674,B,B,C,D,1
F,90,31.14242605264575,11.992279913372982,B,E,D,A,D,C,B,-115.86780421432992,A,E,A,C,0
F,21,100.3874669816814,-24.910611699271772,A,C,E,A,B,E,A,74.16869190320142,B,D,E,B,1
Non-binary,99,-167.59650954173352,-76.01767465167717,D,A,E,C,C,E,C,-157.77393264912152,D,A,C,C,0
Female,61,22.49205587878845,100.53037419472832,E,B,C,B,B,C,D,-48.87894476522969,A,B,B,C,1
Female,82,64.46486997367926,24.000524706293668,C,E,E,A,B,A,D,38.25382809037738,E,B,A,C,0
Non-binary,90,-60.528329509479036,-155.11642227501136,E,B,E,E,C,C,A,-37.84491770069064,A,E,A,A,0
F,64,84.25947700267261,-113.0485224299717,C,B,B,D,D,A,E,18.652822499529584,A,D,A,E,1
Non-binary,97,-112.9186614894558,-29.724729101866604,B,E,D,C,C,E,E,94.07103450501924,D,C,C,B,0
M,92,56.68124657404366,20.91119071312296,A,A,A,C,A,E,D,-11.838047053811348,E,E,D,D,1
Male,82,142.81278272247351,-125.56719949960393,B,E,C,B,C,E,B,121.31923326601677,C,E,C,E,1
M,84,-89.10811967472027,-206.3172007445405,A,C,D,E,A,B,D,-57.39000812788022,B,B,C,E,1
Male,25,-123.76797930905134,-23.43200536684061,D,B,A,C,D,E,E,-92.29598643135462,A,E,D,B,1
Non-binary,41,-109.95928000362593,0.19920597535416532,E,C,E,D,E,E,C,-117.2664666523601,B,B,A,D,1
M,57,-69.11325803980472,-130.13410110949258,C,A,C,B,C,C,D,180.67868605651546,C,C,A,A,0
F,85,44.368739031352064,-46.812458354363976,B,B,D,E,D,D,E,21.697336105304004,C,B,D,E,0
Non-binary,63,4.461722371942947,33.69556589948184,E,E,B,B,B,C,A,-23.309183022741166,B,B,A,E,1
Male,53,8.18310037229351,81.59726324048576,E,D,A,B,E,A,E,29.3438253129514,D,C,E,C,1
M,93,141.83670329503934,158.09599239138723,B,B,E,B,D,E,C,-86.71047336107712,C,B,E,E,1
M,76,110.60114598605215,-24.397060229208346,D,E,B,E,C,E,A,-53.2834107084772,C,B,A,C,0
F,75,-43.13351837208185,56.37831386251049,D,D,B,C,B,A,A,-153.81107952578276,C,D,A,A,0
F,98,73.16116505041683,-95.00014864033405,C,C,E,B,C,D,B,-55.06255804560263,C,E,A,D,1
Other,24,-90.65391026484419,-163.11244599159153,C,D,E,E,B,A,B,35.33754516040622,B,B,D,C,1
F,24,23.91885053865952,-70.93111953550093,B,E,B,B,B,A,B,53.61399594645244,C,C,E,A,0
F,85,-41.5013269427159,30.86580631588502,C,E,E,D,E,D,D,-27.603154572615146,B,E,C,B,1
F,81,6.420726103664366,-143.70360808952952,A,B,D,B,E,B,B,22.010635153230435,C,A,A,E,0
Other,45,-13.441630542963058,-10.683977525508286,C,D,C,A,B,A,D,-25.059511629179426,C,C,D,B,1
Other,25,-76.60447797561855,-26.80158901673048,A,C,B,D,C,A,D,-70.13077585528458,D,B,D,B,0
Female,55,209.46745150314925,132.07503878492514,D,D,D,B,E,B,D,-21.29904793989142,A,D,C,B,1
Female,21,80.03400080605083,-35.72468910478411,A,C,D,B,D,B,D,-2.8989782402818154,A,A,E,E,1
Female,45,49.863525578421445,252.58449941682554,E,C,C,B,B,C,D,151.4987677314528,D,E,B,D,1
F,61,-66.67586085471312,-153.14876251096993,A,D,E,A,E,A,E,73.17951553111989,A,A,B,E,0
Male,29,-42.52473814547234,-35.34605962845662,E,E,D,D,B,A,D,7.2776990317451675,E,E,B,A,0
M,20,160.96228238309155,-183.54219759716406,D,B,D,D,A,C,A,6.201862975795846,B,A,E,B,0
F,60,18.546019712402245,-4.565075256552474,E,A,B,C,B,D,B,1.0989315723312587,E,C,A,D,0
Other,88,30.1788665671036,-33.06668004158595,B,B,C,D,B,E,C,10.160891465507477,C,B,D,A,1
M,86,78.08699698727257,66.94123774786411,D,A,C,C,A,A,D,-10.956443217663445,C,D,A,E,1
M,36,181.24121021489267,-13.098148488377262,B,C,E,C,B,A,C,-49.54746578869434,C,D,A,A,1
Female,80,77.64252219310538,98.61131570534248,D,E,B,E,C,D,C,-81.0734369751238,E,C,D,A,0
Male,58,53.35879208352375,-146.17861153540636,E,C,E,D,E,C,C,-138.05412852504878,D,B,B,B,0
Male,30,-98.53065374696891,-101.06627023154063,B,A,C,B,D,D,D,46.147588233952916,E,E,D,B,1
Non-binary,89,169.61291223787376,38.227467251049205,C,D,A,B,A,B,C,122.98620611422118,E,A,D,B,0
Non-binary,34,32.996554493416944,28.76475433269445,E,E,A,B,C,D,C,-105.07006026586998,C,D,A,A,1
Other,66,2.853259448229516,-13.719942696520986,D,C,D,A,C,E,A,45.994647585305074,B,A,D,B,1
Female,33,-137.66493767274127,-63.23695564256956,E,C,E,C,E,D,B,102.05599692306208,D,A,E,B,1
M,66,-76.71359270178655,-49.29619355790506,B,D,C,C,D,B,D,45.59411402616584,B,D,C,D,1
Female,34,42.57100199348513,82.16136317995176,C,B,D,E,C,A,E,76.76969008508343,A,D,B,E,1
Other,45,-125.0806325432809,79.43349001415979,D,C,D,C,C,D,D,-137.3686653587329,A,C,A,C,0
Non-binary,82,51.11290897789831,94.06580772944422,A,D,B,C,D,E,B,163.39728534559342,E,C,D,C,1
M,47,-25.530687441532727,9.39233344384487,D,E,C,D,A,C,C,-1.8363027290123353,A,B,C,C,1
Female,35,-43.11987805757487,-48.90054597372204,A,D,C,A,C,C,E,-65.54682209135572,A,D,A,D,0
Male,67,-45.017741580152205,127.25772926400506,D,A,C,D,D,A,D,-212.22712815621293,C,A,A,D,1
Non-binary,42,148.48631641972366,39.79864493988957,E,A,B,A,B,A,D,-176.70180303641246,D,E,B,E,0
Other,63,-42.75657975128144,22.679503922069575,D,C,C,A,A,B,A,109.00021734755177,D,A,A,D,0
Other,62,157.92829597544582,-176.43873309306136,C,C,A,D,B,A,C,70.49102486297974,A,C,E,E,1
M,91,-190.55539786712367,265.68770283081824,D,C,C,B,A,C,B,-14.529811932824707,D,A,E,A,0
M,53,-25.401915197850744,49.691890667596574,B,A,E,E,D,E,D,-12.067567741925192,E,A,E,A,0
Other,25,81.9302228243377,122.09641236746762,A,D,E,D,A,E,D,-101.4813037206155,A,C,C,A,0
Male,31,-19.311180097380706,-88.67521069350406,D,A,E,E,B,D,B,-113.45180013598657,D,D,B,A,1
Other,59,256.6192554772075,-140.9452646730951,B,C,D,C,D,B,E,-37.29686396033739,C,C,D,D,1
Non-binary,40,-43.79792904336581,-55.24039387239619,A,A,D,D,B,C,C,34.98503984234082,C,E,D,B,0
M,18,-51.704626223757025,28.394830801044446,C,C,C,E,B,A,C,-144.1873058525531,A,A,D,A,0
Male,50,-22.922562412028956,53.18132869467803,A,D,D,A,B,B,D,-132.25688322320804,E,D,C,D,0
Female,99,-4.451689764383595,-12.08633653301463,C,B,B,A,E,E,C,-62.69409810424867,C,C,D,B,1
Male,86,62.258130681203625,-63.6006651514555,B,A,A,D,C,C,C,-69.19046247340773,D,D,D,B,1
Other,60,-76.3453926773479,-40.19541026632027,E,D,B,C,E,A,A,18.84026846057599,D,C,E,A,1
F,58,37.5160231945456,-128.79425243946335,A,D,A,A,A,E,B,32.437642781546735,E,C,C,D,1
Other,97,113.770759012538,65.44341319979019,E,E,B,D,D,A,E,-184.16160572594615,B,B,E,B,0
Non-binary,72,-139.70331112815174,-65.58885653393011,B,D,E,B,C,B,C,-28.871523967060885,B,C,B,B,0
Male,72,67.8855011797992,17.716106973336885,D,C,C,A,A,E,C,-39.735038108085114,E,E,B,A,1
M,65,8.233288299907336,121.4934790815543,D,E,E,B,B,E,C,-136.02176923633596,E,B,D,B,0
Non-binary,18,-148.3004130059731,139.36811009214497,D,E,C,B,A,A,D,-69.73433054172921,E,B,D,B,0
Other,23,-31.477485715143793,-29.937626294417974,B,B,C,D,E,C,D,31.535886855460276,C,D,A,A,0
F,19,-36.136513644617274,11.999154715350183,D,D,E,B,B,E,C,-7.233059138300481,B,A,C,B,0
F,64,-144.16527817642097,92.91031443504055,A,C,D,A,A,E,E,1.8284871437269614,B,E,B,E,1
Male,62,65.68943982365937,-37.4804804414515,D,A,D,C,D,D,D,143.3064388959974,C,B,A,D,1
F,22,41.25075492232038,13.906306233545852,A,B,E,A,D,B,B,65.29859107744234,E,A,B,C,0
Other,83,48.07901869947135,21.176445612295293,A,D,A,E,D,C,A,67.45869527929524,B,C,A,D,1
Male,56,-47.767800020466765,-148.32070937549653,D,E,B,A,B,E,A,42.837966528717295,B,A,A,C,1
Male,61,93.05190575670876,-38.165261716140556,D,E,C,A,C,D,A,-86.84091400790072,E,A,C,D,0
F,67,-113.30336404832097,-150.57587832755667,B,A,E,B,D,C,C,5.449808956180285,D,C,C,B,0
Other,72,104.17962762755081,-106.7024917679387,C,D,D,C,E,B,A,77.36777898547386,A,B,A,B,0
Non-binary,74,-29.827009613326588,-99.20766465571558,E,E,C,D,C,C,B,-82.821007447457,B,C,C,E,0
Non-binary,50,-53.20264295172932,-136.1253594339899,D,B,A,D,E,A,B,-83.62175986068453,C,D,B,A,1
Non-binary,91,-126.32297844975564,22.681387980758515,E,B,B,B,B,C,D,-109.17615560821451,D,A,E,E,0
Other,82,-157.13700679123372,45.23439694243553,C,A,B,B,C,D,D,-76.23591188520942,C,B,A,E,0
Non-binary,76,-14.642851137252281,-219.02879765059055,C,D,D,C,E,E,C,178.31704740952313,A,B,A,D,1
Male,55,116.767626040238,22.43659761784703,D,A,B,D,E,C,C,-91.96596605220918,B,A,B,B,1
M,41,-40.097952835733985,-81.07761948979068,E,C,B,C,D,D,E,53.46670430134007,B,C,D,E,1
Male,72,27.287292499523485,194.11874046017934,E,C,A,E,B,A,B,62.91755104795433,B,B,C,D,1
F,84,-79.97326988474428,-7.262385505443462,D,C,E,E,C,A,A,106.69078241771632,E,C,A,D,0
F,81,98.60968759370914,-81.51574029375965,E,A,B,D,E,A,E,-6.81302584850903,E,A,E,C,0
Female,77,56.426297909018665,60.62071942658569,C,D,C,B,B,D,A,120.69514007171354,B,C,D,C,0
Male,57,161.0380176164983,-65.24227398559854,B,E,D,A,C,E,C,-41.63780400042518,E,A,D,C,1
Male,28,184.30071671177853,122.83100832813754,E,A,A,D,D,E,B,67.40111656648409,B,D,E,B,1
Male,82,64.0686897231311,254.20571028051407,A,C,E,C,A,D,D,43.153929363689,E,D,E,D,1
Non-binary,70,97.69031356816762,80.26152548856888,A,C,A,D,C,D,C,-33.916406733587465,C,E,E,E,1
Non-binary,82,10.492704983191723,-224.76421942674435,C,E,E,E,E,D,B,-61.96346319611161,A,A,D,E,0
F,86,100.0015561796973,-71.93446270105852,A,C,C,B,C,B,E,201.9664537749156,D,E,C,A,0
Non-binary,29,220.59744025311048,-23.077792929676605,E,C,D,D,B,A,A,-29.678081601144157,D,D,D,C,0
M,95,-145.67164941879165,51.6071767498654,A,E,D,D,B,C,E,-67.23974999171821,B,B,D,A,0
Non-binary,41,113.63184696948518,14.432438576412093,A,C,B,D,B,D,C,30.15646205633425,E,D,A,A,0
Other,67,-97.97103109451041,-21.515134056943815,A,B,B,D,B,B,D,29.144263239946156,C,A,B,A,1
F,89,-47.545300428704415,39.096739403688204,C,E,E,A,E,D,E,210.98274152654147,C,E,A,C,1
Male,27,38.7200962890799,-63.77428751841562,B,B,D,B,B,C,E,24.23782336406563,B,C,C,C,1
Non-binary,25,-59.83562492277647,138.3577009791571,D,D,A,C,D,A,C,-50.748172285814,B,C,D,A,1
F,19,-176.32308710013615,35.995009659889824,D,C,A,A,C,A,E,109.26735243141907,E,E,C,B,0
Non-binary,47,184.35125359026205,17.161488663425313,E,C,A,E,A,B,B,-36.75004657864036,B,C,D,E,0
Male,51,-89.00449742198612,83.61859165231256,E,C,A,E,C,B,A,-31.33517244829422,B,B,E,C,0
F,78,6.306987339169458,22.341667799671754,D,A,E,C,C,C,E,59.6501890340545,A,D,B,C,1
Female,76,116.16541967263633,30.063133600742436,C,A,D,E,E,A,D,-38.04679093972401,B,D,C,A,1
Other,59,13.757065136762328,80.89382569314226,C,E,E,E,D,A,A,55.55541432805898,A,A,D,B,1
Male,72,-119.65297860469943,169.74509648141387,E,E,B,D,E,B,A,1.6870330253909291,D,B,A,A,0
M,43,209.7997038296198,2.3049427853742364,B,E,C,C,E,B,A,34.76925180069039,C,B,B,C,1
M,27,-120.63273892136186,7.290705934419038,B,E,C,D,B,D,C,165.7279401737357,D,A,E,D,0
Male,39,-96.71665181393941,-4.841033891241934,B,C,A,C,A,B,D,-48.45045788020671,B,C,C,B,1
Non-binary,42,-76.08970675029839,-64.19348204881807,B,A,C,B,D,E,D,4.579851749108564,D,B,C,A,0
Other,94,116.29683314052784,-136.64717136893475,B,C,D,A,B,D,B,21.48317214548871,E,C,D,D,0
Non-binary,50,107.78919132154334,215.6413104123698,A,D,E,E,D,B,A,-25.422708097162865,D,C,B,A,0
Non-binary,19,69.72232120558172,66.50797508080719,E,A,C,D,E,A,B,68.29588593807713,B,B,E,D,0
Female,61,-43.736246990025904,147.68329149795323,D,B,C,A,B,A,C,114.32406517409845,D,E,E,B,0
Non-binary,24,-61.30536652647864,-148.8845085363658,D,A,B,E,B,C,B,-168.46811486101757,E,B,A,E,0
F,74,-1.5165257885550767,49.01639081393606,B,D,D,A,C,D,B,-147.17657926600526,C,B,A,D,1
Female,44,-71.5631371756675,52.227568787667565,B,C,E,B,C,C,C,-48.68945515108534,A,E,B,D,1
Other,74,17.9225613975943,95.26569730712905,A,A,E,D,A,B,E,-67.65654666176219,A,E,B,E,0
Male,52,21.056269593828926,174.42424952838675,E,D,A,A,D,A,B,119.98987829670942,A,D,D,E,0
F,70,-57.51121371652847,102.35113504058342,A,A,B,B,D,E,E,222.6373543367052,E,D,D,C,1
Non-binary,19,-58.2141334361119,64.42736463630467,B,E,E,D,A,A,D,-52.79646278433783,E,A,B,D,1
M,95,45.209443990372904,-92.96477272369069,B,A,D,C,B,C,A,-29.036125906337467,C,B,C,A,0
Other,26,-29.790514250510387,3.2986087475766737,E,B,E,B,C,C,D,98.13642083742704,A,E,A,E,1
M,67,11.354663387293247,78.23664373632329,E,B,C,C,A,A,B,19.31820061591523,D,C,A,D,1
Male,65,94.96544885675536,-87.80184008989681,C,A,C,B,C,A,E,-99.239644685861,D,C,D,E,0
F,80,-136.61889258081868,13.334638528481758,E,C,B,C,D,C,E,-6.130391526694055,A,A,C,B,1
M,40,-39.68059917722592,21.497072620474306,D,A,E,D,E,A,B,102.34658949222106,D,D,E,C,0
F,76,-23.501377491551338,62.95261162452157,B,C,B,C,E,D,B,-17.335923432869883,A,D,E,B,1
Other,18,105.14758883970221,118.55462471747902,C,B,B,E,B,E,B,177.84068993080786,D,D,D,D,1
Other,56,-12.54727889796556,28.74874276780236,B,D,C,B,B,A,E,101.26968993571151,A,E,A,D,1
Non-binary,31,15.823860688425654,57.848906293728334,C,B,E,D,E,D,C,81.62095765583564,C,A,B,C,0
F,77,-10.760361779256952,120.58939247115018,E,C,E,A,C,E,E,-49.44433954459468,E,B,B,A,1
F,18,-98.32588350019404,72.4981398842586,B,B,C,E,C,C,C,-29.41031622334939,A,B,C,C,1
Female,88,-39.44362612352068,-23.5853378694757,A,E,B,C,C,B,A,-180.87011952099354,A,E,C,B,0
M,41,-40.748948049354766,-191.32479383535662,C,D,B,D,E,D,A,100.34996767464297,C,E,D,D,0
Male,70,-42.31002365460213,-21.965064317391654,D,B,C,B,A,E,C,-93.60188295268115,B,A,E,D,0
Other,52,-15.966466914825991,-185.23256670908367,C,E,C,A,E,C,E,126.86028867216137,C,A,A,B,1
Non-binary,44,-17.592812914437435,-167.94518241325363,B,B,E,D,A,B,E,15.510547587302412,E,D,E,C,0
Male,22,-29.941069064931142,-158.26549732104493,A,C,E,E,C,A,A,4.589038318296676,A,E,E,D,1
M,18,4.650250398566966,-106.06768643715756,E,C,B,B,A,A,A,-5.927706492930356,B,A,E,B,0
Other,82,59.89691615796172,28.167216915633148,B,B,C,B,D,B,B,151.65743016602102,B,C,D,D,0
M,42,86.6239736289833,-167.56870168574704,B,C,C,A,D,C,E,-35.481521057133634,E,A,A,C,0
Non-binary,24,-28.227673931205068,22.93890420362692,A,C,A,A,C,C,E,-100.35663135786382,A,E,D,B,1
F,32,-177.05589159821596,-182.40418668294055,C,C,C,B,A,C,E,12.52876923753167,D,D,D,A,1
Female,30,-127.6791834633276,-85.12120702699151,C,C,B,C,D,D,C,37.2983612875288,D,E,A,D,0
Male,74,-299.16603752440835,-45.301168329253336,A,A,B,A,D,D,D,-77.52140787876745,E,D,E,E,1
Male,41,7.796539622454867,116.70102909182319,A,B,E,B,B,A,C,-56.664762965613626,C,B,D,D,0
