age_range,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
65+,Widowed,None,-17.418574540904928,D,B,E,A,-67.25686766405059,A,B,B,B,C,A,D,-50.23259411353522,-93.26293505888938,0
65+,Single,No,67.38505669387763,D,A,B,A,-102.14492268355748,B,A,E,B,E,D,E,9.625788854249183,135.07985453946972,1
26-35,Married,None,80.93039228650672,E,E,C,C,-15.739474198034353,A,C,B,C,D,A,D,57.867971809520945,206.94913978752857,1
26-35,Married,None,96.05145646407017,C,D,D,C,12.140711137507921,C,A,C,B,D,A,A,-84.39020507931535,72.97259667866358,0
65+,Married,Yes,-105.5020972953696,A,E,A,A,16.970328291909787,B,B,C,B,A,C,A,-63.8226113986767,130.46933602812553,1
51-65,Married,Mental,4.196260265787085,B,C,E,D,-49.717209566401635,C,A,B,E,A,A,E,196.3590224370603,54.23312784776254,0
18-25,Divorced,Both,-40.21318249495718,D,A,E,E,116.69880902261389,C,E,E,C,B,A,B,-23.399977686551615,-24.753003744731384,0
51-65,Single,None,124.67627459387123,E,B,E,A,112.85561798888249,C,E,A,B,E,E,B,27.01553682871925,41.456437498893315,0
51-65,Widowed,No,-125.34378023708159,E,E,B,D,28.893394190623773,A,A,A,B,A,A,D,-21.35560519506772,-15.685364163099369,0
18-25,Divorced,None,75.05681743281365,D,E,D,E,31.266807557114166,D,C,E,B,D,C,E,-226.07552894071083,148.32203958509888,0
36-50,Single,None,-69.55055142550908,D,C,B,A,40.216021080197116,A,E,B,C,D,B,B,-112.76354157385215,105.25330296410642,1
65+,Married,None,34.64484674997752,E,E,A,C,-9.762686619844322,B,A,E,D,C,E,B,143.1378733281614,8.569274565042248,1
51-65,Married,None,61.34073672832068,C,E,C,B,10.481159913074068,E,B,B,B,D,D,E,99.49289957868494,137.39168813178998,1
36-50,Married,None,-105.53952487591249,C,D,C,D,-167.0693779037912,B,B,E,A,A,D,A,69.2537169239698,-90.95814661663472,0
36-50,Single,None,-79.627661308583,B,A,B,A,-12.357608187906926,C,B,D,C,B,C,A,-53.308128852690615,-173.0643140139043,0
26-35,Single,Mental,91.93972745726394,C,E,E,B,-90.65314911395379,B,B,C,A,C,D,B,-70.3423696770139,57.65635580694652,1
65+,Divorced,None,98.00478999472979,B,E,A,E,-164.77889927283985,C,E,A,C,C,E,A,41.35857021221598,88.90053211226598,1
26-35,Divorced,Yes,95.84223027788428,C,B,A,C,17.76262449207239,D,D,E,A,E,A,E,15.353607015215198,27.17948042132643,1
36-50,Married,Yes,31.69812636029265,C,E,B,B,-50.71634451062425,D,B,D,A,C,A,B,-98.2999610799987,97.94053548357608,0
26-35,Single,Both,-167.54267417835223,D,E,C,D,-121.0674325587139,D,E,D,E,D,A,A,-73.61039767256325,-127.44522777880213,1
18-25,Single,Both,-25.729544357310928,E,A,D,E,43.4913906502779,D,B,D,B,E,D,B,-158.60994297300633,-171.9222938397956,0
65+,Single,Physical,8.508012128332373,E,B,C,B,23.86121461656206,A,E,A,A,D,D,E,40.62064222680092,-155.01006609843694,0
65+,Single,Both,-53.452275580881356,B,D,D,C,-74.98354322874128,E,A,C,A,A,D,E,62.70193247392983,-68.87989361767913,1
18-25,Widowed,Physical,-38.839932959376476,A,A,D,D,86.66698658592709,A,E,D,A,C,E,B,-25.49203708150265,63.702355192319025,0
36-50,Married,Yes,-83.05164749971267,A,C,D,B,-137.11654844344199,A,B,E,C,B,E,D,-44.771046407186844,107.39706118813797,1
51-65,Widowed,Yes,-36.882867773011355,A,C,A,E,85.68718265805198,A,E,C,A,E,D,A,-101.37354838356656,120.58710324328254,1
36-50,Married,Physical,58.057774157961894,B,B,A,D,-26.861690754945872,B,A,E,E,E,A,A,190.80037484011547,169.55133467506252,0
26-35,Married,No,29.954094705247634,A,A,D,A,58.061972936345555,D,B,E,C,C,D,A,14.050735968887096,111.98372466635129,0
36-50,Single,No,114.051406067722,A,D,C,E,-129.24274117920277,A,E,E,E,C,E,A,-212.41812115338251,-39.196013470932286,1
26-35,Divorced,No,101.42916365056307,A,B,A,E,134.67864614928988,E,E,C,B,E,E,C,-114.88865954956266,-123.84049813179563,0
18-25,Single,Both,-93.43147138320222,A,C,E,D,53.845743018141924,B,C,C,B,A,B,D,-17.312436103614456,34.84116065241306,0
26-35,Widowed,Both,-114.29905306685578,C,E,B,D,89.4285970137058,B,B,A,D,B,D,A,-90.34982541795276,-69.3033531706419,0
65+,Single,None,53.538046863262835,C,A,A,D,40.44607553226737,A,A,B,E,D,E,C,-122.37129014877488,-20.06526395882012,0
18-25,Widowed,Both,-78.81387058597998,A,C,D,E,-16.52800398277767,C,C,B,E,E,E,B,63.73670739095372,-77.07260141913746,0
36-50,Divorced,Physical,-74.0925658156597,A,C,A,A,140.3634839265597,C,D,D,B,E,B,C,-256.4684577900782,53.83376977172911,0
18-25,Divorced,None,1.9864404159253402,D,C,D,A,-48.38542245152553,B,A,D,E,D,C,B,-47.79909578935717,165.52301243097602,1
26-35,Divorced,None,29.019496417048956,D,E,A,A,71.61727102069382,C,B,E,D,C,D,A,-61.14935653660352,-70.85898167151612,0
18-25,Single,No,157.45371849777726,D,A,E,E,62.50047812073125,E,D,E,E,B,A,C,81.27393244703009,-145.71656678672718,0
65+,Single,Both,144.73841740031068,C,C,A,B,-111.07880459494639,C,D,A,B,A,C,B,144.83749828244038,90.44663303989945,1
65+,Widowed,Physical,-95.8362751811116,D,C,B,C,-15.739599572869857,C,D,D,D,C,A,C,-65.02729722958985,31.7430253114051,1
36-50,Divorced,Yes,-218.133786044861,B,A,A,A,-9.15444535872845,A,C,E,E,C,C,E,-75.61099146478284,25.541653202867575,1
36-50,Widowed,Physical,-125.62740293136652,D,E,D,E,23.074969398424543,E,C,A,A,D,C,D,-50.908826493756635,180.85068611141685,1
51-65,Married,No,-18.35687100777462,D,B,D,E,122.03998645236909,B,C,D,E,B,E,C,-93.32016092525363,-134.98994491171285,1
26-35,Single,Mental,34.48893391862587,C,A,E,C,-48.813965792945304,C,E,C,E,E,D,B,50.695135408382455,-15.081738382774862,1
18-25,Single,None,-95.0198107507902,D,E,B,B,41.107336448923654,A,C,E,D,E,C,C,126.04205961898327,-49.34643432916154,1
26-35,Married,Physical,-39.80155150474805,A,B,D,E,100.97891240136609,E,B,A,C,D,A,B,-93.55043283565125,36.70218529433904,0
51-65,Married,Mental,-190.62267296364556,E,E,C,E,38.570266079434894,D,B,C,B,D,E,C,2.269245445959053,-137.46170237876035,0
36-50,Single,Mental,20.940212770823457,B,E,A,A,100.52988870296224,A,A,C,C,A,A,D,35.83978271960089,130.05557673383694,0
18-25,Married,Both,93.51863011254154,A,A,C,E,-45.99608413131948,A,A,E,B,D,B,C,-93.65038691830264,97.44096010191939,1
51-65,Married,Mental,-100.17558772164968,E,C,B,E,130.50007213981988,A,A,E,A,E,D,C,-83.61904723422937,-97.73800347359153,0
51-65,Married,None,-7.676076001787903,D,E,E,C,-100.78722699077072,C,A,B,C,B,B,D,-78.54664892950542,120.53709845975207,0
51-65,Widowed,No,-94.44349543793513,D,C,A,B,20.266641076576107,A,B,B,B,B,E,C,96.48676661745279,-74.84000563485984,0
36-50,Single,Mental,37.87680717517709,D,B,B,A,77.05495403086971,C,D,B,B,B,A,B,-56.29400167425849,21.571297449224016,0
18-25,Single,None,204.2171057340361,E,B,E,C,-172.82369350551562,A,D,C,A,A,B,E,-21.297041462181795,-57.82029015870599,1
51-65,Single,No,42.40052896966259,A,A,C,E,-172.70532383848317,E,A,A,D,B,A,E,44.43503698376862,186.1766687721481,1
65+,Married,Physical,57.35207825706763,A,D,E,D,-48.80953591115115,C,C,E,A,C,E,D,-191.79942195857743,-160.18268907453307,1
36-50,Divorced,Yes,89.74440132944312,A,C,E,C,109.62326391822836,A,C,E,A,B,D,B,-3.1277401518951518,13.62466130544838,0
18-25,Married,Physical,-77.59799742718053,B,B,C,A,-138.46245530605464,C,C,B,B,A,D,C,-47.10435171113343,29.045607236689797,0
65+,Married,Mental,-114.43019448958782,C,B,D,E,2.8367905367910393,A,D,C,C,A,B,D,49.90079341561753,51.702249485037896,1
18-25,Married,Both,-100.54578591335654,B,E,C,B,-69.99026159747679,C,D,E,A,D,E,B,-27.68788169036844,-81.19935607432053,1
36-50,Single,Mental,-55.89880270997439,C,B,C,E,-16.622995549446486,D,E,D,B,A,D,E,149.78005451794138,25.468264674476497,1
18-25,Single,Physical,9.35820527085874,B,A,A,D,-44.301548885464825,B,E,D,C,D,E,D,-61.44323949491647,86.40920500447332,0
51-65,Single,No,-52.0290844320531,B,C,B,B,-182.93704923637415,E,B,C,E,E,B,B,-14.509599769753223,-161.3825610946208,0
36-50,Single,Physical,-159.53830729670221,C,E,C,B,-121.12565436146258,C,C,B,C,A,A,A,-44.69975559224063,-5.982656471322685,0
51-65,Single,Mental,-227.57851413895835,E,C,D,B,26.748934232428912,A,E,C,D,A,D,D,7.991408474874534,117.004844683733,0
18-25,Married,None,-71.48777848598533,E,D,C,B,-185.68911994654766,A,D,C,D,B,E,D,-0.11185842258012414,54.36387342474842,1
51-65,Single,None,84.903224317461,C,C,A,C,34.01174037977009,D,C,D,B,D,B,C,-130.7887219063184,104.05749906281613,1
51-65,Divorced,Yes,59.340984783610494,D,D,D,D,-7.283673295213477,B,B,C,A,B,E,C,-220.5043734247018,-18.318127472333067,0
36-50,Married,None,-74.25074433684722,A,B,B,C,69.34623044585612,D,E,A,E,E,D,B,78.76739532795587,5.011333107545079,0
51-65,Widowed,Both,-43.84990623784997,D,A,D,C,27.9716000291839,D,D,B,B,E,C,E,-0.579832075340052,-63.51648605403105,1
36-50,Married,No,121.49621797040047,D,C,B,B,151.75993937705613,A,E,E,D,D,B,C,123.47450181442493,50.06763801406908,0
51-65,Divorced,Both,17.693958072068654,B,B,E,C,47.713354801879355,D,E,B,E,C,E,E,-179.86720317751673,27.525555879648472,0
51-65,Single,None,-161.40679693910366,E,C,E,E,91.02390296824335,C,C,E,D,A,B,C,-169.38318634154487,-11.128957131147178,0
26-35,Widowed,Both,-98.5364603606621,B,C,A,A,0.398583082689121,B,D,C,D,A,A,B,-70.51084708359522,-152.33950392084196,0
65+,Widowed,Mental,61.852811063828014,A,D,B,C,29.14441863381102,E,A,C,B,A,C,D,-43.96727543791982,-33.49357320554746,1
18-25,Single,Both,-129.59567013111908,E,C,D,E,-117.10543891303962,C,D,D,B,C,D,A,100.66716041556809,279.444772102433,1
51-65,Widowed,No,-97.13804224042278,D,C,A,D,-46.772443685386826,C,D,D,E,B,E,B,91.6177707394091,-50.54875561818014,0
26-35,Married,Mental,4.301390297520848,B,E,C,C,-10.652634283114534,B,A,B,B,A,E,B,39.74871151071009,-6.848429498199512,0
26-35,Single,No,-34.787913509847655,C,D,D,D,-28.019991798717047,C,E,B,E,C,C,D,-69.7825273569911,34.285883877535845,1
51-65,Married,No,-283.83834552329967,C,B,B,D,72.57108761506558,A,B,D,A,B,A,C,3.50525448564587,-98.8729549997993,1
26-35,Married,Both,76.20269874855944,E,E,B,D,-128.6375319739892,E,B,A,E,A,E,A,-296.1404186045938,100.22299542829218,1
18-25,Married,Yes,-87.72750388466717,C,B,D,C,-186.80807506689334,A,E,D,E,A,A,D,35.9012126181654,-113.58475937999695,0
36-50,Single,None,-200.66961511301318,B,A,C,D,-158.74253704750848,C,D,A,B,B,B,B,81.33509883835656,-35.08962236214858,1
18-25,Single,Both,-149.35453350126207,C,A,B,D,-222.7419190096726,A,A,A,A,E,E,E,-84.19132512342804,67.09529079060175,1
51-65,Single,Both,38.75806392407481,C,E,B,C,80.37459452976624,C,E,D,E,B,E,A,69.79464223289328,-164.00277209070094,1
51-65,Married,Physical,120.83081774205746,B,B,A,B,-96.96503091918908,B,A,A,C,A,D,B,-100.56045047971416,36.420485390048796,1
51-65,Married,Both,50.55472797544213,C,E,E,D,13.671549109818324,A,E,A,A,C,A,C,90.09141211338194,-48.839645839025714,1
51-65,Widowed,Yes,-159.5254768971037,C,C,A,B,-66.14805350216247,C,E,D,C,E,D,B,36.02635068836397,-0.14172614788202537,0
18-25,Married,None,19.566918332416463,C,B,E,D,100.26722219897675,B,E,E,B,E,C,A,-1.4033069723121845,46.28774161790781,1
65+,Married,Mental,-156.0357555782051,D,B,A,D,48.63243082180049,C,B,C,E,D,D,B,-81.06324032525161,64.87248696504022,0
36-50,Single,Physical,51.464236146848464,B,D,C,D,202.29816416402264,D,D,B,D,B,D,A,69.1825206604778,13.634056902998267,0
51-65,Married,Physical,-72.49716955972221,C,D,B,A,-230.46296049056258,C,C,A,E,E,A,D,-174.03746179273418,-67.48556197844245,1
51-65,Divorced,Both,131.15424968833509,C,A,C,C,91.44588251603726,A,D,C,B,A,D,A,-25.40192621160645,94.2622672394725,0
51-65,Widowed,Both,52.88713874849428,C,C,C,E,-40.663790111895835,B,A,E,B,D,E,E,94.5152692801286,6.806359209354356,0
65+,Widowed,None,-303.01776599758,E,C,E,A,228.40711204025305,E,E,D,B,D,C,C,18.487215867933322,156.70438198417287,0
65+,Widowed,Yes,43.30502661775338,D,D,A,A,-100.7717819056803,E,D,A,A,B,E,E,-88.2447049581107,39.00473478841849,0
51-65,Married,Physical,89.49563189597285,B,D,D,D,-16.106667700854555,B,D,E,C,B,E,D,-5.885504317050132,153.9262616780291,0
18-25,Widowed,Yes,173.48206468257075,B,D,D,E,27.974763038678585,B,D,D,A,A,D,A,100.25446110402498,-19.090325348629076,1
26-35,Single,No,118.65073538768145,A,D,C,B,61.327216213085,B,B,C,D,D,E,B,-95.34114803841263,-73.8627252465989,1
18-25,Widowed,No,-52.88755201788078,E,A,E,D,-50.191146688611745,A,D,A,B,D,C,A,-85.80693361594062,107.40163682570434,0
51-65,Single,None,-69.99999389268785,C,E,E,A,-49.28567685244435,B,D,C,B,D,E,E,-85.54180688419221,-152.6158498834692,0
18-25,Divorced,Mental,-44.003278087162734,B,A,A,B,-50.57073722940593,E,E,E,C,B,A,B,-34.34471996063016,66.54155020795034,0
65+,Single,Yes,-125.52931652697721,B,A,A,E,-155.99349539307076,E,C,C,A,B,A,E,46.36480704585003,65.36140463512751,1
65+,Divorced,Mental,74.0118589787462,A,E,C,C,1.1661486309360864,A,E,B,A,E,B,B,-172.68568775470655,-33.068215681735445,1
36-50,Divorced,Both,179.84632630314482,E,C,A,A,-0.004721924467359049,C,A,A,C,D,A,B,64.48954365966952,-148.162910296632,1
65+,Married,Mental,-41.57095067959494,C,D,E,A,-36.558850910347665,B,B,B,A,B,C,E,-63.57922216174372,14.063623218261004,1
51-65,Married,No,-19.84776844306707,D,C,C,D,-87.25130577549632,E,C,A,E,E,A,A,-20.884986060391658,89.2676743787674,0
18-25,Widowed,Both,-99.95736054557656,D,E,C,A,-55.9958013571067,B,D,B,C,A,D,A,-12.202135829223042,36.5640763521451,1
65+,Single,None,-41.50812484127377,A,B,A,C,90.5636532091596,D,A,A,E,E,C,A,61.901332018443455,-82.86031431300228,1
18-25,Married,None,30.78301402682032,C,B,A,D,-7.88076873053338,C,E,A,D,A,D,D,24.775317277792393,118.20781589958622,0
51-65,Married,Physical,52.24165443900126,D,D,B,A,-116.79428920375652,D,D,B,D,A,A,D,48.64903786332586,11.332188506584345,0
26-35,Widowed,Yes,70.88169396206074,A,C,B,D,-49.1883723114446,A,C,B,C,D,D,E,-55.40008286305114,124.44433455218844,1
18-25,Single,Mental,-89.57247938360862,D,E,E,E,-75.15247156018968,C,E,C,A,D,A,B,-40.070194114340794,94.26722742003156,1
18-25,Divorced,Both,121.96716196220152,A,B,C,A,123.32117696700931,A,D,C,A,D,C,C,-147.91657870669655,92.53700877791054,0
51-65,Divorced,Both,242.89792350484282,B,E,E,A,126.16079647781326,B,C,A,B,E,A,E,4.970216718139454,-108.06460003068806,0
51-65,Divorced,Yes,-20.2759154527094,A,D,B,A,104.49911895499915,B,E,A,C,E,B,A,156.45881359517904,-39.800594994769746,1
36-50,Single,Both,16.841160152764033,B,C,D,B,56.63091548156382,D,D,A,E,E,C,E,-180.02119604658984,-50.02444150544885,1
65+,Married,None,0.4795479421798995,C,D,C,A,171.31212586894924,E,E,C,A,B,D,B,58.76279205003494,-24.082571915470997,1
51-65,Widowed,Yes,40.59266004235078,A,D,A,A,100.7771382834467,B,D,C,B,E,A,B,115.53374197594475,-37.57283720092655,1
26-35,Single,None,18.63171222612893,A,E,E,C,-78.93775210348666,A,A,B,E,C,B,A,71.74342432418759,134.82714640607574,1
26-35,Widowed,Both,131.18840236265595,E,E,C,A,-228.8448344991798,B,D,C,C,E,E,D,67.29413030636988,168.10366155603717,0
65+,Single,Mental,9.126472542016108,C,B,D,E,-68.32233903046846,B,E,C,A,C,E,D,-17.54402842505996,-192.56445996566788,1
65+,Single,Mental,54.56789102069899,C,E,A,D,21.734096723893963,A,A,C,E,D,C,A,-66.03095170442266,72.43503431837756,0
51-65,Married,Physical,-8.456856659914324,A,E,B,B,4.299415798248631,D,E,A,E,E,C,C,42.60753832507171,53.517900847099966,0
65+,Single,Physical,-181.0192617705707,B,B,C,B,37.42434150413557,B,B,C,B,D,A,E,5.428501988496539,-73.88782855586152,0
36-50,Divorced,No,138.46364611396865,E,B,C,D,93.25261967258287,A,A,A,B,C,C,C,73.98351086163612,32.35773211535346,1
51-65,Single,None,36.449034743822175,B,E,E,C,-105.96770255972949,E,E,D,B,D,B,C,-104.84331706498719,-12.913384069737575,0
51-65,Divorced,Both,281.351055313874,C,B,A,D,8.832686103226555,D,E,B,D,E,A,C,88.45442094308429,-39.58236648808928,0
65+,Single,Yes,-60.761583456319414,A,E,C,D,8.853895862183663,D,C,D,E,E,D,B,-130.56386857772287,51.34429901012414,0
18-25,Single,No,-175.81193548602806,E,E,D,A,-102.80055380230777,D,C,C,D,A,D,C,115.32265564094814,184.72193205877204,1
65+,Widowed,Mental,105.14763915285951,C,D,B,A,69.70711538856953,D,B,B,C,A,C,E,-91.09590787505691,328.58217998131585,0
36-50,Divorced,Both,-40.22995897537994,B,A,C,E,-36.42736872708139,D,A,A,D,D,C,B,16.712432879032672,-18.783457791085674,1
18-25,Divorced,Mental,-28.46008167802995,E,B,D,E,71.67907815537842,C,B,A,B,E,E,C,106.54770990823941,-201.48166752163127,0
36-50,Single,Both,68.58565799645298,A,A,C,A,-34.11623197807121,B,C,E,A,D,E,A,69.47492914326322,-109.42421332399239,0
65+,Widowed,Mental,120.96820927751696,C,E,E,E,16.296916562635467,B,C,E,E,A,D,D,-38.3094025302158,28.31800839701957,0
18-25,Widowed,No,150.04124111606507,D,B,E,D,-108.49713564965069,C,D,C,D,D,B,B,-103.84794820392791,-31.073674814894787,1
51-65,Widowed,No,45.252449448753254,A,C,C,A,59.94499627964656,D,A,C,B,B,A,B,-58.591719537065565,-68.89067215684297,0
36-50,Married,Yes,16.146529506766218,E,E,C,A,125.59087182957724,C,C,E,B,E,C,C,-36.56231582511139,-41.18715914810538,0
26-35,Married,No,-14.819430342221454,D,C,D,C,86.21861233929481,C,B,A,E,B,B,A,-13.082776500792923,-103.97162639432516,1
26-35,Divorced,No,-133.30085954605622,A,D,C,A,-4.04628390497194,A,A,B,D,E,C,A,69.1771635687507,-90.49847463738713,1
36-50,Widowed,No,75.34073904818916,E,E,A,A,28.9003889434162,C,C,B,E,C,B,C,206.75545309239644,-130.61238773486855,0
65+,Widowed,Physical,-81.83910268292112,A,E,B,E,-145.73321241071702,D,D,A,E,C,C,D,49.537279729978614,117.83703552865839,0
18-25,Single,Physical,70.67638121258891,A,C,D,C,94.39653383569049,D,C,E,D,C,B,B,-2.4835132123597683,26.01279813739544,1
65+,Single,Mental,162.36625079246872,D,B,B,B,-5.314112475999378,B,D,D,E,C,A,A,172.92687563924616,135.47739879549445,0
26-35,Married,No,167.43164164762268,C,C,C,B,167.83926398280516,B,D,A,D,D,C,B,169.07233854423274,83.1196516527811,0
18-25,Divorced,Yes,34.024584705683,B,E,D,C,50.72370554905356,E,A,C,A,E,C,A,-119.04227772779808,-25.096991713384188,0
26-35,Widowed,Physical,2.5223264504167937,C,D,C,D,182.74470297342845,C,B,D,D,B,E,C,105.32276694767025,-9.700327898890263,1
51-65,Single,Both,-64.11389452127719,A,D,B,B,108.25382530217603,E,E,C,C,B,E,C,165.4379072935922,119.87756297569729,1
26-35,Single,Physical,-181.36747133211438,A,B,C,C,-62.61362100715723,E,E,B,A,D,C,D,137.12931987408422,-67.62214977526105,1
36-50,Married,Physical,-41.04757447209379,C,D,B,E,-12.311837176276711,B,E,A,B,B,E,C,89.74147034843443,97.065931043535,0
36-50,Single,Mental,13.533504687710787,B,D,B,B,58.08689091140929,D,D,D,B,E,B,A,-155.91280637629697,-50.06818522452045,0
18-25,Married,Both,57.48004552194422,B,C,B,C,165.01958448558426,B,C,C,C,A,A,B,-67.1416999500799,87.5145096286731,0
51-65,Single,Both,135.564659223281,E,B,B,E,-25.847442507777647,E,B,A,B,C,D,C,-88.34468714421492,-35.47342555433446,0
18-25,Divorced,Mental,24.63691255644271,D,E,D,C,-110.86627713768702,A,A,E,A,E,C,C,82.29149405606442,-133.44607192923485,0
51-65,Divorced,Both,204.0974962669895,E,E,C,D,76.94182665242624,A,B,E,D,D,E,B,235.03879201602334,16.046567981243715,1
65+,Divorced,Mental,63.03300781382863,D,B,E,B,29.61680222336751,C,D,C,D,D,E,B,54.77551508425705,129.24207247347294,0
18-25,Divorced,Yes,85.82940909711485,A,D,D,B,-108.29179735590162,C,A,E,C,C,D,B,-81.73632732346728,-90.96640555581068,0
18-25,Divorced,None,-14.031429018488426,E,E,C,B,-37.58065274662161,E,D,B,D,B,E,E,-20.29503536663547,-61.31911468346135,0
18-25,Widowed,Both,-10.439329920087474,D,A,E,A,120.33737387029551,A,E,A,C,A,D,E,62.78459908973223,50.34417483762819,0
65+,Single,Both,-59.88082381429125,C,E,B,E,80.72772963746316,A,C,B,C,C,E,E,64.25717242058215,-30.234426039609623,0
36-50,Single,None,105.54622484703968,B,B,B,B,82.54760911826435,A,A,D,D,A,E,C,-2.3663715897589914,-56.42254243044225,1
51-65,Divorced,Physical,68.77390969280121,A,E,E,D,-75.26267118135368,D,A,C,B,C,C,C,77.51390052525716,2.4537318075326606,0
65+,Married,Yes,-32.81005861234198,A,A,B,A,62.39593869978917,A,D,E,C,D,E,C,22.406456639623475,83.35396714341205,1
26-35,Divorced,Both,-47.44816468025604,B,C,E,B,-46.230431371040815,D,C,E,A,C,C,A,36.61407298497154,-15.877463134101308,1
65+,Widowed,Yes,-53.4465044171747,B,D,B,E,133.3815934477879,A,B,A,D,A,A,E,-28.668344606286794,19.775463273035825,0
65+,Single,Physical,115.00026024073891,D,B,C,B,-135.28776755079895,E,A,A,E,A,D,B,-37.172148177806285,19.37131350942101,1
65+,Married,None,-88.6571567754199,C,D,C,A,51.46742050055836,A,B,E,E,D,A,C,194.13798203764628,-39.71159007558233,1
36-50,Divorced,Both,118.00709350076846,B,A,A,C,-246.04864909363698,A,A,B,E,E,C,E,134.76858340737323,15.283336418187332,1
18-25,Widowed,Mental,-145.15953170204773,E,D,A,A,18.347275366302913,B,E,D,E,D,A,C,-4.838723403908293,153.84977565569412,0
26-35,Widowed,No,-7.308859815191515,E,E,C,A,101.73514375856494,A,A,D,B,D,B,C,82.93989507231404,50.956719235340586,1
51-65,Married,Both,-72.57507044719259,E,B,A,E,-36.71870493786263,A,A,D,A,C,D,C,-16.69227781282662,65.66122988385251,0
65+,Widowed,Physical,311.51294972108434,D,C,A,B,131.34207037996399,D,B,D,D,E,C,B,16.04477705919522,-29.599882120521652,1
65+,Single,Both,129.1459065825032,B,A,D,C,-139.04665045658075,E,D,A,A,E,C,D,-80.62560775114824,111.9249811815491,0
36-50,Single,None,-89.27557205915711,C,B,C,E,10.221946934135781,E,C,E,B,A,A,E,-23.013825730863463,123.37126665965224,1
36-50,Married,Physical,-78.54784451352121,B,C,C,B,-6.909152526320474,D,A,E,D,A,E,A,1.0524330912330637,56.55738927883473,1
51-65,Divorced,No,-22.81124736795413,D,B,C,B,-91.0157793096657,D,B,B,A,E,E,A,-80.81753479607438,-94.61251401598327,0
26-35,Widowed,None,-98.35616587280015,A,A,D,D,86.99716096259648,D,D,A,D,A,B,E,-94.56724767910296,145.773396040408,0
36-50,Widowed,Physical,-66.59942173147711,B,C,A,D,26.644638388465893,C,B,A,B,E,D,E,67.41733426823002,-14.576666041567728,0
26-35,Divorced,Yes,29.855605292424602,D,E,D,D,2.691897655213567,D,A,A,C,B,A,C,-4.43806314773841,-22.926120057073245,0
