military,anos,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Yes,49,51-65,D,77.84298025470567,177.1742764165514,D,D,A,1.9140724057709895,A,D,E,-61.19189330485397,C,A,0
Non-Veteran,37,65+,D,69.288911864577,195.3457298070961,E,C,D,66.99167395178269,D,D,A,-60.67889277879585,D,B,1
Yes,78,18-25,C,43.43536755493624,-55.08253621687405,C,B,E,-93.03992185790938,D,C,C,20.488916334254643,A,D,1
Non-Veteran,20,36-50,C,38.1356834584569,-56.109026571168904,D,D,A,103.42797218861986,A,C,E,35.34144160764321,D,C,1
Yes,76,26-35,C,58.85884370725145,-57.164523503575325,B,C,C,-44.13268157587818,D,C,C,-35.2539137403628,D,C,1
No,36,18-25,B,47.44567099536529,-94.73773244518179,E,C,A,12.790491082408458,E,E,D,-213.0197764262158,C,E,0
Non-Veteran,55,26-35,A,-99.50481949492304,157.39740579238136,D,C,E,73.94620558008293,D,E,E,94.35371427971565,D,A,0
No,73,26-35,A,140.10790270433958,-1.9823461006589962,A,E,A,21.31108496029365,D,B,D,122.9282789065352,D,D,1
Yes,34,36-50,C,-83.92402205701012,101.41192624112783,C,D,E,-99.54502048796937,B,C,C,72.75296254751393,C,E,1
Non-Veteran,65,18-25,C,-101.25267727383871,84.58832108708253,A,E,A,-56.7968211276292,A,A,E,22.45179347340656,D,D,0
Non-Veteran,30,18-25,E,39.28192077035725,-19.63992953064466,E,A,E,198.73415463173535,C,E,D,24.64023590148863,C,E,1
Veteran,23,18-25,B,-52.322690880889034,-120.56005206133251,E,A,B,32.12239135270279,A,B,C,20.747904620601247,D,C,0
Veteran,34,36-50,A,88.4542513370619,184.52115582547782,A,D,D,36.748946013667734,B,E,A,70.76932950252677,A,E,0
Yes,79,26-35,E,13.84094167060907,3.072352535550793,C,B,C,-186.55752494173456,D,B,E,2.2403989365473462,E,A,0
Non-Veteran,75,51-65,B,3.931005457417734,-109.4348617203279,A,B,D,69.93911753104734,E,C,B,-79.72438804644517,D,C,1
Veteran,74,18-25,C,-35.576949993704716,-59.209061839773845,E,B,A,-168.19646438611684,B,D,B,-128.73447376069734,C,E,0
Non-Veteran,70,18-25,A,31.522124190558493,-162.70400877985898,E,C,A,-6.300619498016574,B,C,C,-148.90154561402568,A,C,0
Yes,71,65+,B,-45.770158431037075,34.983727524092046,C,A,D,-17.229928163864294,D,E,C,33.32580759759596,E,E,0
Yes,18,51-65,D,141.33726954197573,-35.24340733495222,C,C,B,-39.51461734412789,E,A,E,12.450439794245847,E,E,1
Non-Veteran,28,36-50,C,98.75222980054174,35.64817300325543,C,A,E,-78.30560992661533,E,B,B,49.8883567495571,D,E,1
Yes,64,65+,D,118.30247229504597,-116.6885474032083,C,B,C,79.4929274352675,E,A,A,37.31010455912112,B,E,0
Veteran,41,26-35,D,-190.33058120954038,0.659233963932443,E,B,A,-22.81092162368144,B,C,C,-38.42022359801282,B,E,0
Veteran,76,65+,C,-55.98636316415247,-138.0463001407783,D,C,B,-17.471389573938936,B,B,C,-45.096539592605374,B,E,0
No,74,65+,C,-4.386244006672705,13.24741208788976,E,B,C,-17.53093970545895,A,A,D,21.603817722513316,A,D,1
Veteran,27,26-35,C,-81.27041003001955,-56.00509658015097,C,B,C,40.42861182356388,B,D,D,31.128801110377967,C,D,0
Non-Veteran,30,18-25,D,-18.480475793307953,153.0854421692696,B,D,A,-107.00070604817955,D,D,D,63.57527280625461,E,C,1
No,28,26-35,B,-119.2865721206965,-83.91210411032473,D,D,E,41.299612903677584,E,D,D,30.848605172948297,B,E,0
Non-Veteran,29,65+,E,-9.212337354515293,322.8198520539708,D,B,E,56.471222578350755,A,E,D,-46.89075326672142,D,A,1
Veteran,19,18-25,C,70.76748953654489,-167.08615615643936,A,E,D,-135.9756147478858,D,D,E,-137.43448052589085,E,A,0
No,64,65+,A,184.8971392239845,-80.5314723754987,C,B,A,127.44441490948708,E,B,A,139.5043757421459,E,C,0
Yes,22,26-35,B,-11.301083102914516,-135.62778300211835,B,A,D,51.52813121889083,E,D,B,-1.436848176446347,C,C,1
Veteran,49,51-65,E,-3.1055413081735987,33.18352890021149,D,D,E,-13.120347634969201,E,C,B,-35.4968970510494,A,D,1
Veteran,71,65+,B,82.94162753692922,-30.39748151705467,E,A,D,-61.626002141710735,B,B,D,24.655386985192877,E,E,0
Yes,57,65+,B,17.186138480356856,23.675566357190394,B,D,A,84.31152884764212,E,A,C,36.64526543401863,D,E,1
Non-Veteran,71,36-50,D,-136.12175668284698,125.67016005481769,D,C,C,87.1575697041442,D,D,E,-62.66721111911874,E,A,0
No,72,65+,A,-41.06310191952508,33.15710501198536,B,D,B,-232.71862676148947,A,B,C,-25.400558141160996,B,C,0
Non-Veteran,31,36-50,E,4.700782407446081,42.19047803070744,D,E,B,42.99989957960042,B,D,C,19.4243854056989,A,C,0
No,68,18-25,A,35.13935120655711,42.00193223494682,E,A,B,-82.82481590441925,B,B,A,79.11714236310955,E,C,0
Yes,65,26-35,E,16.44618658940355,-153.3164524409077,E,B,D,197.7508890725611,B,E,B,-22.719595533905203,A,C,1
No,20,26-35,B,-21.294424442137668,56.92010469386243,B,B,E,25.79006988796734,E,B,A,-20.593608983988386,C,B,0
Veteran,44,65+,C,-52.582203522490325,-26.4694515532994,E,A,A,27.023936467865774,D,E,C,91.30858551011633,C,B,1
No,44,36-50,B,78.7822329417492,-61.10216316173893,C,E,B,112.97927554515815,B,C,E,-36.82589838597997,C,D,0
Veteran,76,65+,C,72.07516189405602,46.45734689286461,A,D,A,12.675103065922864,A,C,D,105.75587035264364,B,A,1
No,28,18-25,B,-12.837444386076683,-109.20764891961548,C,C,B,-37.3202800575245,A,C,E,-35.907493735253254,C,C,0
Non-Veteran,67,65+,A,-147.66623865472215,-11.814012162233288,B,C,D,-28.0199236980014,B,E,B,-108.93195854184934,C,C,0
No,70,18-25,E,16.04028600567757,-27.69972670127781,E,E,C,52.72543159139135,E,A,D,35.846254223448184,A,C,1
No,50,26-35,A,-21.90621468893959,-53.86322191604429,D,B,C,-183.84055419825825,B,A,C,114.04830799769996,B,B,0
Yes,79,65+,D,-30.37089495432715,-54.77833938106899,B,A,E,-181.57055243521987,E,D,A,-59.128344847398054,A,B,1
Non-Veteran,54,18-25,C,171.28229018833898,90.06051287579709,A,C,C,38.96903682756345,C,B,D,34.55591705569882,A,A,0
Yes,39,65+,C,-133.17497446544286,-68.7081961457428,D,E,D,74.57490582750162,C,C,E,-55.10746198022657,B,A,0
Veteran,22,18-25,E,83.89481461284518,-52.180217132175514,B,E,C,-109.6094072395759,C,E,B,-61.1895767881527,C,E,1
Non-Veteran,77,51-65,A,-121.71770124857102,59.930294510070134,D,E,E,180.67158022517376,E,A,E,-3.7732400224463434,B,B,0
No,24,18-25,D,-183.22568230746094,-9.04450643050224,D,E,C,3.846695560277232,D,B,C,-52.147078781731736,D,C,1
Veteran,73,65+,B,146.1476127782283,73.32740960042844,B,B,E,67.49720447849221,D,E,E,86.65614193877231,B,B,1
Veteran,65,51-65,B,84.94223831142918,12.302476573303604,B,C,A,10.061925296461508,D,C,D,40.067483822742574,A,D,0
Non-Veteran,75,36-50,A,77.9701244907962,-130.195587866746,E,E,E,-116.27910613571505,B,B,B,-194.51496616021578,B,D,1
Yes,75,18-25,B,76.66089094997534,-71.31409169155228,C,A,C,38.80402339974541,E,C,D,-5.331801789909644,E,E,1
Yes,68,36-50,A,-182.5534857250495,38.874631265136586,C,E,A,8.13464966300682,D,E,E,-78.55568767182012,B,C,1
Non-Veteran,31,65+,D,9.708650135282626,-66.49725272419712,C,A,A,21.36284393514047,E,E,C,-7.239567672725893,E,B,0
Non-Veteran,42,65+,C,177.49393152071457,-18.780110388111428,E,D,A,-155.08358400473966,C,B,D,48.40690002398429,C,A,1
Veteran,76,65+,D,-95.09598735659237,110.46848709345002,C,B,A,6.466487843586911,A,A,B,-49.2796059046493,E,C,0
Non-Veteran,78,36-50,E,9.68663474941822,-110.52250112704525,B,D,C,-148.7035971509718,B,E,A,84.6269334500217,E,D,1
Veteran,60,51-65,D,15.564764184798463,-18.946943594450563,D,E,E,-71.00032514485866,E,A,E,136.82057283739871,D,B,0
No,30,26-35,C,-91.46481811037293,-91.54471947703414,E,C,A,-77.45956111500571,A,B,C,23.76749944567134,E,C,0
No,64,18-25,C,214.7767834981523,-78.32820962165816,C,B,C,12.275316169231633,D,A,B,-136.66517682859265,A,D,0
Veteran,49,26-35,B,115.65437337063705,-68.39969389799538,B,A,B,38.141827979337464,E,D,A,-0.10432931580908213,E,B,1
Non-Veteran,39,36-50,E,-29.090779600774624,72.61476863573868,C,B,C,194.68720165355674,E,A,A,-37.03032578611138,E,E,0
Non-Veteran,39,36-50,E,67.19511755439235,62.10148650753761,C,C,E,-150.3226026069174,D,E,D,26.477007580864655,A,B,0
Non-Veteran,50,51-65,E,-51.115251756528856,43.17741145759156,B,D,B,-156.71502859975038,A,D,C,-34.519498256797156,D,C,0
No,68,36-50,A,40.77309257842489,-52.57470618821157,D,A,C,43.502866424387605,D,B,C,141.29356656220568,D,E,1
Veteran,19,18-25,D,29.96783572954004,-46.6779320718373,A,E,B,37.380517546842114,A,C,A,-31.03495157615852,B,B,1
No,41,51-65,D,135.1696347272123,-155.39075096331553,D,E,A,62.176608036602765,C,D,D,-135.7082940093198,B,A,0
Veteran,25,51-65,A,88.18909892581964,-4.691167381259817,D,B,C,-147.50494525910315,B,B,A,-56.38919975090973,D,D,0
Veteran,57,65+,E,6.736551320078759,-100.37633046623047,C,C,E,-97.8868865353547,A,A,B,75.7692500629578,E,A,1
No,24,18-25,E,87.89321739989141,-36.20033101604786,C,B,D,-51.19292259537862,E,D,D,37.77180451891392,D,C,1
No,40,51-65,C,12.533786129837221,-31.94737591674295,E,C,A,42.718137700485016,C,E,C,-103.40292734961791,A,B,1
Non-Veteran,64,36-50,C,24.875548733196702,90.82467061624733,C,C,E,91.04323036936063,C,C,B,-137.20660318907463,C,B,0
No,63,36-50,A,-164.10342926657685,107.41862257347454,D,D,B,43.4036010516731,B,B,C,-133.36651897114587,B,D,1
Non-Veteran,32,26-35,B,64.58305449620224,53.56190101377716,E,B,A,137.53680273516053,B,A,A,-179.87925555433262,A,C,0
Non-Veteran,28,65+,D,156.98870554933194,62.67910604207718,D,C,B,64.27407582790086,C,B,D,-37.056221588538506,A,B,0
Yes,65,51-65,E,-48.785323689637174,-34.5512447533952,B,C,D,-151.47329029730338,A,C,C,-54.4461477342568,E,E,1
Yes,28,36-50,A,175.77411045649967,16.487632711606736,C,D,D,-117.20623948362625,B,E,C,83.73485755879851,A,E,1
Non-Veteran,63,51-65,D,-27.80693698940313,-6.616682365595533,C,A,B,70.36800229601091,B,E,A,44.27144827476939,A,C,1
Yes,33,18-25,B,122.66155490372981,-61.38397072138719,E,C,D,-275.53229544651185,B,B,D,42.580180956237676,A,C,0
No,64,36-50,C,44.60594520735383,-55.21527952777093,D,B,A,-109.32864801056547,C,B,A,65.68675468554243,D,B,0
Yes,60,65+,C,-37.926193946707734,33.015253501497895,E,C,C,-150.95555451686178,A,B,B,10.75520796730099,B,D,0
Non-Veteran,56,18-25,D,-64.89115786879957,20.15865751842916,E,D,A,52.97635241198774,E,D,C,-149.70756680707186,C,E,0
Veteran,49,51-65,C,17.815296523019352,123.01776555317589,A,E,C,97.76308749131599,A,D,D,-8.653907887058116,B,D,0
No,34,65+,B,-58.405834225342126,-99.22334026299289,B,A,E,-48.22434226919699,E,E,B,25.279411659766023,D,A,1
Yes,40,18-25,B,40.978100176463315,-226.76197172663964,A,D,D,-28.620016032895396,B,A,A,74.52881773300766,A,E,0
Yes,42,26-35,E,-52.60150930168662,-141.70661454301367,A,B,B,-84.69352372605474,B,B,E,19.733767811273385,C,D,0
Yes,50,26-35,E,-32.777539499811255,70.13649988924334,A,A,B,66.54824668231329,C,A,B,170.41492600940555,D,B,1
Veteran,36,65+,A,-34.26213860688923,101.44069469560475,D,E,E,143.23311514746163,A,A,C,146.3376746975356,B,D,1
No,36,18-25,D,61.90628240651478,61.07700422016303,B,B,D,32.656202506762966,C,D,E,224.58386291844548,C,A,0
Veteran,33,18-25,B,13.478710441447598,-64.91827744519917,E,C,C,73.1183768952252,E,E,C,-120.852413084735,B,A,1
Yes,31,26-35,D,-112.0783197825927,-179.68147114026385,A,A,D,-83.95077754036365,B,A,A,-47.6957589166525,B,D,0
Yes,54,26-35,E,108.6342499372466,79.83501224720021,B,C,C,-16.134360777154075,A,B,B,39.25607111164513,E,A,0
Veteran,29,18-25,A,-16.373868030694492,-55.35494806556035,C,D,A,-94.00587620369915,B,E,A,90.59101344962241,B,B,1
No,34,65+,A,-67.59472543239423,167.73054163652813,B,A,E,-216.07799670580548,B,C,C,28.76596399361892,E,E,1
Veteran,40,51-65,D,238.0166197982463,60.72478519488964,E,E,B,-69.76036254681766,A,B,D,126.1399291345811,B,B,1
Veteran,47,36-50,D,-154.50274036715578,31.381715302622794,E,A,B,38.5583017764076,D,E,E,-31.525925838421298,C,A,1
Non-Veteran,55,65+,D,-71.5831599255755,59.53126474369209,B,C,A,-166.8478294452313,A,B,A,-152.66883805719428,B,E,0
Yes,69,51-65,E,-195.56736464896986,-164.11574272201102,C,C,B,-236.5800836279034,B,A,D,-14.933047634426021,C,B,1
Veteran,27,65+,D,44.34961974482764,108.32602665033096,E,B,C,7.9659774760907105,A,D,C,-26.292052390209257,E,D,0
Non-Veteran,22,65+,E,45.730624279254066,178.86213988603453,C,A,A,-56.5353679532542,C,D,D,131.94139650329387,A,C,0
Non-Veteran,74,36-50,B,-9.151044590872843,188.6018283216282,A,C,A,7.663386025757932,E,C,B,87.51877794762449,A,C,1
Non-Veteran,48,65+,D,-141.2356926940116,-161.22151463059785,B,B,D,-76.53165438272632,D,B,C,-176.74270680368406,E,E,0
Veteran,70,36-50,B,-93.2722478501764,-15.67575570303923,B,E,A,-151.66538042194955,D,A,D,17.725365380028183,D,C,0
Yes,25,51-65,C,-84.15936545171944,-22.22317375766979,C,B,E,-138.16051430123036,B,B,E,-95.1760792179135,B,C,0
Non-Veteran,43,18-25,A,72.23763693995325,-114.50610655239211,B,A,A,-16.91223230011996,E,A,A,-7.328353587886561,B,B,0
Yes,53,26-35,C,151.4551632678485,91.25918839067418,B,B,C,-119.41729113616897,A,C,B,35.6626992737241,B,B,0
No,73,18-25,D,87.0083190869255,28.84350580342786,D,A,D,273.6854397801725,C,D,C,-7.628247254070832,E,E,0
No,77,65+,A,75.90986604837087,-10.181474185861893,B,D,B,-1.9170326610715505,A,D,E,18.396975534325417,E,E,1
No,69,26-35,A,25.248682697781593,-129.89655173651974,B,A,B,40.808676998489545,D,E,E,-98.00250206828797,A,C,0
Veteran,47,26-35,C,11.041279708064977,-90.63036266315439,C,C,C,-46.124789747578546,D,A,C,-43.857008961548146,B,B,0
No,73,36-50,B,266.3545734662717,-25.72077767765611,E,A,A,-13.68907295109658,E,B,E,111.51329628058238,C,B,0
Non-Veteran,56,26-35,E,26.294125374439474,108.96056066500365,A,A,B,-42.194830572475105,A,C,E,-24.86837812177574,E,C,1
Yes,25,51-65,D,44.617535040668784,60.8082798218156,B,A,C,-29.695143175495957,E,C,D,52.48435643619121,B,D,0
Non-Veteran,36,51-65,B,-162.3091375922122,-9.86242969634176,A,C,D,64.09847011036463,D,A,A,13.68377058872584,D,E,1
Veteran,45,26-35,C,-281.6094895755212,99.30749404532601,D,D,C,85.82786684804992,E,B,A,64.16289803469125,B,D,1
Non-Veteran,23,65+,B,-39.24348743093097,-123.36442264149,D,D,D,-53.79020432254379,B,C,D,99.46506919379974,A,E,0
Veteran,18,18-25,C,99.14993011909691,23.72065998384569,A,A,C,173.11390727944237,E,B,C,-138.4610479448121,D,C,0
Yes,54,65+,B,14.643528148648532,71.18396367361417,E,D,B,143.71744351563467,C,B,D,-7.740875223927417,E,C,0
Yes,71,36-50,D,-45.29493933185642,-100.59732929759242,C,A,E,11.932550308395118,A,C,C,-104.00481855610262,C,A,1
No,22,26-35,C,30.973158498972218,-31.78108336231845,D,B,A,-50.305900803261935,E,E,B,-29.07361728135805,B,A,0
Non-Veteran,51,36-50,B,-46.957184062670244,131.63269374774524,A,E,E,-220.18668919251786,D,D,B,-132.40960991744709,C,D,1
No,79,36-50,A,12.43187321381843,-135.19371383641504,B,B,D,131.3602889125531,A,A,E,60.057968029889764,E,A,0
Yes,19,51-65,A,95.32008524954668,51.46209332223489,C,E,E,3.6190136147686527,A,A,D,-9.451654824841546,A,B,0
No,72,51-65,C,5.211568978748044,-54.68766147931271,A,C,C,36.53254610623406,C,B,E,-147.31372753785925,A,E,1
Veteran,21,36-50,E,-14.59778855006664,-71.68144814438173,E,C,C,78.30489125715438,B,B,E,67.8870055407352,E,E,1
Non-Veteran,27,18-25,C,75.04488319713928,-180.62563643507627,E,C,A,83.09559451538702,D,C,C,-23.294115890028287,E,B,0
Veteran,79,18-25,C,91.00660704141255,1.7048386422559292,A,E,B,-31.80383478758811,A,B,B,116.66442829089729,E,A,0
Non-Veteran,21,18-25,E,27.52838257343652,47.12360655190221,C,B,D,75.13227313441986,D,A,B,-14.154845750521192,E,D,1
Yes,63,51-65,A,194.1316366320049,83.4837482461574,C,B,D,-77.70053855101757,A,E,C,-36.121532830869654,E,D,1
Non-Veteran,36,36-50,C,-101.7711384759823,101.91241573359679,E,E,A,-11.769438765631788,A,C,B,-122.25170055355458,A,C,0
Veteran,76,18-25,A,138.04830818164692,94.18444174961931,D,D,D,97.29532766148606,A,E,A,-61.8289507420289,B,A,1
Yes,57,26-35,C,-55.22742498459555,7.79396892179898,D,E,C,-55.69360948518297,A,C,D,-8.09048579520703,E,D,1
Veteran,46,36-50,B,-186.31039072729797,-83.30433949360628,A,A,E,57.4288900899122,E,D,E,19.65898048322369,C,B,1
Yes,24,36-50,D,42.43118818754253,-70.08413271717056,D,E,E,61.979850298313806,B,E,B,-67.37272121543164,B,B,0
Veteran,69,18-25,E,82.5290248626969,38.379449370672816,D,E,E,-22.904477571169167,E,A,B,-71.73932271617521,C,E,0
Non-Veteran,30,65+,E,-24.921098806600014,-86.26993140358775,C,E,C,-215.00979345483645,E,B,D,155.95349601392516,D,E,0
Non-Veteran,76,26-35,C,-57.2474633147029,108.52463169471321,C,D,B,-0.45598477544874294,A,B,A,143.84142615468102,E,D,1
Yes,39,26-35,A,-92.4869108740723,42.6185312782286,B,B,C,-29.377134085370603,D,D,B,51.998003414562554,B,D,1
No,51,51-65,B,-3.126646620327319,50.67773530899,B,B,D,-27.72628585651343,D,C,D,2.4639164112622187,E,E,1
Yes,59,65+,D,-12.297522091330599,15.425547071948928,C,A,B,184.91673525860477,C,C,E,-5.898540082767624,C,D,0
Yes,54,36-50,A,-26.21526202680899,68.10284383907941,D,B,C,-237.98673998865283,A,C,E,-132.80200310680596,D,B,1
Veteran,54,18-25,C,-85.49103875938071,-64.23494333878287,A,C,B,-90.55276530965143,B,A,C,82.20787618248968,C,D,0
Non-Veteran,34,51-65,A,129.10834393565577,-93.022504583483,D,A,B,101.06157880616166,A,D,E,-99.67450022622667,C,C,1
Non-Veteran,30,36-50,B,105.43160341942178,88.55110031472803,C,B,E,-75.32028632566004,C,C,D,14.959461888257913,E,B,1
Veteran,61,18-25,E,16.896826293155822,51.34989520044901,C,C,A,-37.178021313620285,B,A,D,57.5204699844153,D,B,0
No,70,36-50,A,10.9525767585248,41.402134844353796,D,D,C,22.870146460460596,D,C,B,13.556631529214158,A,C,0
Yes,55,26-35,C,-90.99837441707044,171.64042316250706,D,A,D,-27.47958846355891,C,A,C,-61.79116328024269,D,E,0
No,75,65+,D,-167.31625758535162,215.15125155575458,C,E,D,-64.070984689568,C,E,E,-108.67164945699585,A,E,1
Veteran,70,26-35,A,50.39772689559023,-9.740775239393566,E,B,D,1.212264308317491,A,D,B,90.61255259587811,A,A,0
No,65,18-25,A,88.20601943436552,-0.5520432363525184,A,E,E,133.24752658311004,C,D,A,17.921074018549607,C,B,0
Veteran,61,18-25,E,-16.36187777439323,24.491815306003257,B,D,A,201.6579717874793,C,D,C,55.63696047465546,E,B,1
Veteran,62,18-25,B,-87.97195365572267,-168.5232359005472,C,E,B,24.247615492929473,C,A,D,10.081812738024546,A,B,0
Non-Veteran,75,26-35,A,-141.3033659792423,20.607551868774564,C,C,E,-53.843265423102196,C,D,C,-214.09705373972665,C,D,0
Veteran,50,51-65,C,28.53655337689172,5.036025645457958,E,C,A,-29.970035616263203,B,D,A,-2.4295642352084266,A,C,0
Non-Veteran,21,51-65,D,86.92747880734768,72.83720116877812,D,B,E,61.836350340096025,E,E,E,66.37969269845479,A,D,1
Yes,44,51-65,A,145.7304337522035,-26.498472161533858,D,C,E,110.17968991520813,A,D,A,11.725349963483715,D,A,0
Yes,40,65+,E,-55.31980863017396,46.172268900123406,A,C,B,-344.13651090954187,C,A,E,-101.88150135180302,E,C,1
Non-Veteran,60,18-25,D,-43.90159429338452,-2.6904790080423115,B,C,A,-34.62872146241304,A,D,D,154.6715792733609,A,A,1
Non-Veteran,19,36-50,B,-91.26266362651866,-23.22894415467845,C,E,B,75.61370972147947,B,E,C,-91.07242125715767,E,B,1
Non-Veteran,24,36-50,D,-223.95015653885122,142.00174828533073,D,E,C,-35.96614441747869,B,D,D,39.07863184254361,D,C,0
No,64,26-35,E,-29.90745718526989,-78.57263628921089,C,C,A,48.25048291865569,E,E,E,130.43144015253444,C,D,1
Non-Veteran,44,65+,D,101.03891245255987,12.317841338599672,A,A,D,-96.72131988953508,E,D,A,-30.483449169799137,A,B,1
Veteran,59,65+,D,47.96553684201985,20.699538990811746,D,D,D,-131.83063593477794,E,C,C,54.91062922326866,D,B,1
No,41,65+,E,-48.87788796490857,88.78380865660908,D,C,C,128.64416066377845,D,C,D,17.351160039323453,D,B,1
Veteran,56,26-35,B,75.81845013039181,126.95308795649348,E,D,A,181.287550710179,E,A,A,65.11121581569651,C,C,1
Non-Veteran,34,26-35,A,-166.1169443954267,-142.50114009880625,D,D,D,-50.321047612319326,A,D,A,77.0253114928775,D,D,1
Yes,46,65+,D,43.81733111536867,54.15563474289701,C,E,B,-36.274690981705085,B,A,C,117.63950116493542,C,B,1
Yes,68,18-25,E,-66.48268482806468,189.24674113285582,E,C,C,-88.94688663518033,A,B,A,-62.31945681221678,A,B,0
Veteran,37,18-25,E,89.50484142623489,35.86787407506093,A,E,D,86.21550544469828,A,C,B,-35.289612325750156,C,A,1
Veteran,67,26-35,B,77.28665965753169,126.55342815792909,E,D,C,-22.17080499953586,B,C,B,-96.8144465240806,D,D,1
Non-Veteran,46,36-50,E,47.416855598053196,22.54377214014597,C,E,E,70.19385107462405,E,D,D,50.03916075807646,D,C,1
No,51,18-25,D,-113.85902803013477,-48.52591867460514,C,D,D,20.231800169817397,B,B,D,-127.31818929189205,B,E,1
Yes,22,36-50,C,83.7450062895849,89.99980299192545,B,A,C,-27.261726426251983,A,B,B,-8.593317039623608,C,A,1
Veteran,78,26-35,C,94.62846666777975,114.68736709086613,A,C,D,36.286215875165624,E,C,D,-35.0782892809509,D,B,1
Veteran,23,65+,A,49.46351120512924,98.98960496952571,D,C,B,148.71852415979058,B,D,A,19.905588101426762,B,A,1
Veteran,22,18-25,C,-17.95813941030206,-95.4389239859254,C,C,A,-4.8863943008647155,A,D,E,-61.28023347322403,A,C,1
No,26,36-50,C,-20.724096226371422,-68.14340754940942,E,B,A,-11.92527070106837,B,D,E,13.759372489004873,E,A,1
No,31,18-25,D,108.34029657548491,140.87017489981838,E,A,B,-43.222412180214334,C,D,E,-205.13589197994904,E,E,0
Yes,65,65+,C,-11.044170116576005,142.80445201088074,B,D,E,-61.30004773381338,B,D,C,140.18384717828752,C,E,0
Non-Veteran,31,51-65,A,12.255599499516695,-91.17795820864072,C,C,A,156.31447057321537,D,A,C,123.5750559163417,E,D,0
Yes,54,36-50,B,82.79075259502359,35.28117103320362,D,E,D,32.33301351047774,D,E,C,29.877161560427375,C,A,1
No,58,18-25,C,51.950927676575255,123.7215243732974,C,B,C,-28.22539291651156,D,A,C,-75.71378464871242,B,C,0
No,43,36-50,E,-106.0765137137786,105.8757610166073,E,E,E,-19.78654976869393,B,A,B,-105.89135810338655,D,C,1
Non-Veteran,35,18-25,D,28.82138567087541,151.53925974373234,A,B,D,-80.98365984721359,C,D,C,154.42796167749046,D,E,0
No,24,65+,E,-128.9315263809194,-181.13503945607087,D,B,D,-139.7384801619916,D,E,C,-49.271851584995645,E,C,1
Non-Veteran,24,18-25,D,-234.20712571375793,54.63604750860684,D,D,C,-84.05745761542211,C,E,D,-75.24680893239967,A,C,0
