military,SEX,Race,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,M,Other,Heterosexual,-80.02333648460274,C,98.17505391820832,B,A,0
No,Male,White,Bisexual,-1.758922186030808,D,-162.05747152720113,A,C,0
Yes,F,Asian,Bisexual,-39.23048880152405,C,26.688252700876635,A,C,0
No,Non-binary,Black,Other,-70.12990867867639,A,4.800485294353699,A,E,1
No,M,African American,Heterosexual,-119.63451911019582,D,-143.23123865648301,E,A,0
No,Non-binary,White,Homosexual,32.27724885263235,A,-95.96993325236632,B,C,0
Non-Veteran,F,White,Homosexual,150.43319063562762,B,-29.082163874137507,E,A,0
No,Female,Other,Bisexual,9.429615938751992,D,-144.3030588527211,B,A,1
Veteran,Other,African American,Homosexual,-93.14355654688272,B,-41.09612063293322,E,D,0
No,M,Other,Homosexual,27.238681811255024,B,-76.2491661509127,C,E,1
Veteran,Non-binary,Other,Bisexual,-99.1793949200522,D,-102.02171959753295,D,E,1
Yes,F,Black,Bisexual,-176.74220681890554,C,-187.6781592990186,C,A,1
Non-Veteran,F,Hispanic,Bisexual,-67.19885988804181,A,7.763612191803569,C,D,1
Non-Veteran,Male,Black,Homosexual,-141.26166761086984,A,7.821795139859529,D,E,0
Non-Veteran,F,Black,Homosexual,-79.26177143182251,A,180.51627165630705,A,A,0
Non-Veteran,Female,White,Other,-99.06814823331895,A,131.6797344738184,B,D,0
Veteran,Non-binary,Black,Other,112.35791470074379,E,106.01910416424043,A,E,1
Non-Veteran,Male,Hispanic,Other,95.08039636408888,B,183.38677513211707,A,E,1
Veteran,Non-binary,Asian,Bisexual,-27.28668894972653,A,0.09404804156479898,A,D,1
No,Other,Asian,Other,-27.29133701643814,E,244.14762367459718,B,E,1
Non-Veteran,Non-binary,White,Other,11.425266552565597,D,-19.972114570692558,B,E,1
No,F,Other,Homosexual,-173.45313223879714,A,-36.62563231767347,D,B,1
Veteran,M,Black,Homosexual,-8.406264877994337,E,-68.1146800167805,D,B,0
No,Non-binary,Other,Other,120.49360910083674,E,217.5557261837621,C,E,0
Veteran,Other,Black,Homosexual,113.61375555722869,B,-30.763459662504495,D,E,0
Veteran,Other,Black,Heterosexual,23.697098546480934,B,-41.044414226354206,A,C,1
No,M,Black,Heterosexual,-45.00381774764144,E,-195.43885842001032,A,A,0
No,Male,Other,Heterosexual,-21.957987599002223,D,-93.60991621924062,B,D,1
Yes,Other,Other,Homosexual,-62.212272952129766,C,-81.60685341137831,B,C,1
Non-Veteran,M,African American,Other,-180.27483014211035,B,-45.62986165988204,E,E,1
No,Female,Hispanic,Other,50.88558408982776,A,-78.64238251604036,B,C,0
No,Non-binary,Asian,Homosexual,-113.44738538866027,E,-73.92996258269294,A,A,0
Non-Veteran,F,Asian,Homosexual,163.68449286084058,B,41.48495689792624,E,C,0
Veteran,Male,Asian,Homosexual,-16.135268195147493,D,123.1141284239298,D,B,1
No,Other,White,Other,219.88749375270967,A,-15.279906219028309,C,E,1
No,Male,African American,Heterosexual,12.336466885866873,E,-126.63218272472922,C,A,1
Yes,M,African American,Bisexual,215.5615884095855,B,158.96863331335058,E,A,1
No,F,Black,Heterosexual,-54.46747008763479,C,-142.3053550797942,D,B,1
Veteran,F,Hispanic,Heterosexual,-49.90487298032639,C,-167.51536244219193,D,B,0
No,Female,Asian,Other,-34.04836507898568,C,-77.23217131265244,E,C,0
No,Male,Black,Bisexual,-139.20625710466774,C,-98.13202112768658,A,E,1
No,Male,Black,Other,55.46853681812313,E,47.762102622509346,D,C,1
Veteran,Non-binary,Black,Bisexual,3.7081863204307655,E,57.52435146165629,B,A,1
Non-Veteran,M,Hispanic,Bisexual,84.73153733619536,B,42.94076824687201,B,D,1
Yes,F,Asian,Other,-53.84023628437868,E,114.47448901485488,D,A,1
Yes,Female,Asian,Heterosexual,-33.86318710699419,C,-50.16096862130019,B,D,0
Veteran,M,White,Bisexual,-69.97621789744147,B,-29.94237611510569,B,B,1
Non-Veteran,Female,Hispanic,Other,252.2047428039126,C,226.14155427881317,D,D,1
No,Non-binary,Other,Other,47.40033403729071,B,-54.9931867737249,A,A,1
Non-Veteran,Female,Hispanic,Other,5.3571389896606565,D,43.58091788045188,A,E,0
Yes,F,African American,Bisexual,2.054927285626637,D,67.5448039690373,E,A,1
Yes,M,Hispanic,Heterosexual,6.638673682108173,C,-88.85948772396283,E,C,0
Veteran,Female,Other,Homosexual,216.97202462571812,A,-126.60632248660526,D,D,0
Non-Veteran,Female,Other,Bisexual,-142.61921615542627,D,-131.7058175060223,A,B,1
Yes,M,White,Other,72.61711050721424,A,222.4055521340387,D,C,1
Veteran,Female,Hispanic,Homosexual,165.1429655704931,C,-8.720618246146927,C,C,0
No,Female,Hispanic,Heterosexual,-33.17178527184283,D,-241.22550864499135,A,A,1
No,M,Hispanic,Bisexual,139.73820691681502,D,-108.02569060834544,A,E,1
Veteran,M,Black,Other,-105.98082008417313,C,-120.05101935562298,C,E,1
Yes,M,African American,Bisexual,34.82522193156751,D,104.23436872342768,A,B,0
Yes,Female,Asian,Other,8.697630221254888,D,-177.1577126744767,D,A,0
No,Non-binary,Hispanic,Other,-63.24677986481869,B,-37.62339088994977,A,C,1
Yes,Male,Asian,Homosexual,34.22002733637387,D,21.269140073272872,B,B,0
Yes,Male,White,Heterosexual,-176.2242113572749,D,80.28458078686937,D,D,1
Veteran,F,Other,Homosexual,29.356769693448715,A,183.4637272820892,B,A,1
Yes,Other,Asian,Bisexual,85.17210233962189,A,30.270780827524213,E,B,1
Non-Veteran,M,African American,Heterosexual,12.604810806448121,A,-205.40351478669746,B,C,0
No,M,Black,Homosexual,18.15017254429022,C,12.698907231370042,C,D,1
No,Other,White,Bisexual,-53.08090437223056,E,-16.31062876035838,D,A,1
Yes,M,Asian,Other,-57.295619916551665,E,53.413564446897624,B,C,0
Veteran,Other,Asian,Heterosexual,29.26543321868895,C,83.03673258668496,A,A,0
Non-Veteran,Female,Hispanic,Bisexual,44.50354907616038,B,119.07165873930205,B,D,0
Yes,Female,African American,Bisexual,262.64003136337897,E,-273.7462733264756,D,C,0
Veteran,Male,White,Other,76.85239821173857,B,36.946134173719145,E,B,1
Yes,F,Asian,Other,3.824805746224632,E,-7.8789514578106,C,B,0
No,Male,African American,Heterosexual,-44.70383627382642,D,102.81649437084796,D,A,1
No,Male,White,Heterosexual,-71.63158612144952,D,-23.278576795027753,B,C,1
Veteran,Female,Black,Homosexual,17.381155259277897,C,90.60668129956359,A,A,1
No,M,Hispanic,Heterosexual,-24.424499478857605,E,44.60173152423852,A,D,0
Veteran,Non-binary,Hispanic,Heterosexual,42.6227233843309,E,-71.9163714250532,D,E,1
Veteran,Other,African American,Homosexual,13.443219727459388,A,117.62992896866697,E,B,1
No,F,White,Other,180.7816788544113,B,39.19216768731217,B,C,1
Veteran,F,White,Bisexual,-44.8327118365042,B,153.5802364076301,B,A,0
Non-Veteran,Other,Black,Other,69.30599920084296,C,61.59654659591855,C,E,1
Veteran,Female,African American,Heterosexual,105.18165607485015,D,70.12915211283163,A,D,1
No,Male,Black,Heterosexual,57.97728107313819,E,28.541685423449415,D,E,0
Yes,M,White,Heterosexual,-66.20065658495045,A,-64.84554903151509,B,B,0
No,Female,Other,Other,-50.047896871611165,D,55.08020193933739,C,D,1
Veteran,M,Asian,Heterosexual,91.07151584092932,B,46.63431075427085,E,E,0
Non-Veteran,Female,African American,Homosexual,-78.96307774102182,E,-11.120253208701572,E,A,0
No,Male,White,Homosexual,67.3282883103538,E,168.39195326188528,E,E,0
Veteran,M,Hispanic,Heterosexual,-85.35494458249403,C,-19.93858353316251,D,A,1
Veteran,F,Other,Heterosexual,37.83999635683185,A,-0.7037958549592415,B,B,1
No,M,African American,Bisexual,113.91412282917106,B,-50.07092960446835,E,D,1
Non-Veteran,M,Hispanic,Other,57.692744546209816,A,-15.14488420180668,A,B,0
Veteran,F,Asian,Homosexual,164.84917925248192,B,-73.0556719681836,D,E,1
No,Other,Other,Bisexual,-18.14130740517624,E,13.3161409837507,A,D,1
Yes,Non-binary,White,Heterosexual,90.00134404760458,C,-42.33070527277475,B,D,1
Non-Veteran,M,Asian,Homosexual,-46.15848670695889,E,-5.433086796370769,B,C,0
Non-Veteran,Male,Hispanic,Other,155.1278158362282,B,-217.94382842646579,C,D,1
Veteran,Other,White,Homosexual,1.278542839403244,A,-90.77346461502137,D,D,0
Veteran,F,Black,Other,-161.57131410214072,D,121.07607404368468,C,D,1
Veteran,F,White,Other,-49.40656972904244,B,-13.358996730967487,A,B,0
Non-Veteran,Other,African American,Bisexual,-71.30503859446755,A,51.00051393293682,B,B,0
Non-Veteran,Male,White,Other,-128.54255930448778,A,-168.5748221998452,D,B,0
No,F,African American,Heterosexual,-12.39513508209443,C,-4.336404922556929,E,E,0
No,Male,White,Homosexual,-119.72223538323101,E,28.510447796390302,B,E,0
Non-Veteran,Non-binary,Asian,Heterosexual,151.7369444019582,E,99.96793623738331,E,E,1
No,Male,White,Other,-212.12679417372172,D,-1.2700905209338633,E,D,0
Non-Veteran,Female,Hispanic,Heterosexual,100.83600375783672,A,-38.25731266212174,E,B,1
No,M,African American,Other,107.88581629506272,C,48.152682303986495,B,C,0
Non-Veteran,Female,Asian,Homosexual,70.99781877481516,C,-72.09015148947312,B,D,0
Veteran,Female,Other,Bisexual,-131.59554207214947,D,-45.846408873730326,A,C,0
Non-Veteran,Non-binary,Other,Heterosexual,-95.29299232813194,E,135.99166265288255,B,D,1
Yes,Other,White,Other,-233.96547450594474,C,-73.32938654805075,A,A,1
Veteran,Non-binary,White,Bisexual,-84.60401884334296,E,269.39390487211597,D,D,1
Veteran,Male,Asian,Homosexual,-144.53535470918789,C,-185.15126066237588,B,C,0
Yes,Non-binary,Black,Homosexual,76.3849510400774,E,61.886753760388025,C,A,0
No,Female,Hispanic,Homosexual,118.24728741973635,E,189.81119326567662,D,C,0
Yes,Non-binary,African American,Heterosexual,59.09152664653977,C,2.04948079283539,C,D,1
No,Female,White,Homosexual,-32.839545573885076,B,42.28034274580351,B,A,0
No,Male,African American,Homosexual,-94.46163279963761,B,-49.3822047163948,D,B,1
Yes,Female,Asian,Heterosexual,-37.50574605916992,E,-28.049309950533118,B,D,0
No,Other,Hispanic,Bisexual,102.97637611856769,C,-269.98784643604546,A,A,0
No,Other,White,Heterosexual,76.23528668222981,A,-77.55901012273179,E,E,0
Non-Veteran,Female,Asian,Homosexual,-65.15447561776851,E,-151.9039992744982,D,B,1
Non-Veteran,M,African American,Heterosexual,52.41413866038127,A,-36.17339779364728,B,E,1
Veteran,Non-binary,Hispanic,Homosexual,67.28498707471205,A,58.95153309037548,D,E,1
Non-Veteran,Female,Asian,Bisexual,70.24056340444945,B,-30.06039942750187,E,D,0
Non-Veteran,Other,Black,Heterosexual,-6.861781262090623,A,-47.070961490888834,E,A,0
No,F,African American,Bisexual,43.71039133833726,A,-9.328211476156543,E,A,0
Non-Veteran,Male,African American,Heterosexual,-75.43111649248074,B,-75.74804817061812,E,D,0
Veteran,Other,African American,Other,168.72672643775195,D,35.108651566233895,C,A,0
Yes,F,White,Other,135.7087897867259,E,72.0638265263062,A,D,1
No,Male,White,Homosexual,-168.41605261188388,A,56.60053490898805,A,A,1
Non-Veteran,F,Asian,Homosexual,12.702658817233017,C,-180.2217934805806,E,B,1
Veteran,Other,Hispanic,Bisexual,-26.75512627922194,E,-60.932178825887064,C,E,0
No,Female,Hispanic,Bisexual,15.666609549916899,D,-13.116131887944618,E,E,1
Veteran,Non-binary,Other,Other,-7.857829871544777,B,67.41996547553192,D,C,1
No,Male,Hispanic,Heterosexual,-93.79088009217867,A,-32.58703522091294,A,C,1
Non-Veteran,F,Black,Bisexual,-36.13786716003339,E,57.46498403510029,A,A,0
Yes,F,White,Heterosexual,91.7593334577506,B,48.56578696820125,D,E,1
Non-Veteran,Female,Other,Other,51.8384806812554,D,58.588213106978806,E,A,1
Yes,Male,African American,Bisexual,-46.371577765076566,A,52.23473748031253,E,D,0
Yes,Other,Asian,Bisexual,59.30866217878105,E,55.98035719882412,E,D,1
No,Other,Hispanic,Other,-21.112828218158413,B,8.788434445868871,E,D,0
Veteran,M,Other,Other,-0.12044654346058181,A,-208.7201565709155,D,B,1
Veteran,Female,African American,Heterosexual,-188.99596676761644,C,155.2202078837805,D,B,0
Yes,Non-binary,Asian,Heterosexual,-47.40638327602872,A,-49.94837832573737,C,B,0
No,Other,Asian,Homosexual,53.59333314243647,E,-248.5932764860073,D,B,1
Yes,Male,Black,Bisexual,-130.75422861672183,D,-26.880127998778292,A,C,0
Non-Veteran,Male,Asian,Other,63.79855004471177,E,143.15002445264687,A,C,0
Veteran,Non-binary,African American,Homosexual,-72.47826535690342,D,-184.17524344802888,B,D,0
Veteran,Female,Hispanic,Homosexual,18.231462396711567,C,17.85946033785902,C,A,0
Yes,Male,White,Bisexual,-88.55476397593515,A,-105.55889966372662,A,E,1
Veteran,Non-binary,Black,Other,19.843305829376465,D,-37.1563063755983,B,C,0
Non-Veteran,F,Hispanic,Bisexual,-26.157156085095558,D,-6.975481986005459,A,B,0
Veteran,Other,Other,Heterosexual,-68.09128367553984,B,-26.11038242688241,C,D,0
Yes,Other,Hispanic,Homosexual,-66.03303443541412,E,44.20302136686608,D,A,0
No,Female,Hispanic,Homosexual,-95.67429912206241,A,-114.84638795272572,E,A,0
Yes,Male,White,Homosexual,-4.069705794851956,B,-111.02246108075585,C,D,1
Yes,Female,Hispanic,Homosexual,-164.42262703588753,A,-59.09722049519443,E,B,1
Veteran,Male,Hispanic,Heterosexual,97.16648809577872,A,-129.65045940950475,E,C,0
Non-Veteran,Female,Other,Homosexual,136.84451474212187,B,-63.56200425643489,D,E,0
No,F,Black,Heterosexual,-127.14385715292265,C,7.786238028573987,C,C,0
Non-Veteran,Male,Asian,Other,-263.6773527161867,E,125.29156776146915,C,E,1
Non-Veteran,Other,White,Bisexual,55.802010117198066,B,-0.8686312373345995,C,B,1
Non-Veteran,M,Hispanic,Homosexual,-48.26877164929993,E,183.26534389767946,D,E,1
Veteran,Other,Other,Bisexual,57.45958826034625,E,-78.13422730225167,E,C,0
Non-Veteran,Non-binary,Other,Other,-131.60421206441723,C,15.626786706133208,D,E,1
No,Other,Black,Homosexual,-93.02442998018856,C,57.00269755973337,E,A,0
No,Female,Black,Bisexual,-26.13971730378641,B,61.13889286782543,A,D,1
Non-Veteran,Other,Other,Heterosexual,59.02757932093111,B,-152.5604032917187,C,B,0
Veteran,Other,Other,Bisexual,-1.8871294564072316,A,70.26929536167299,B,A,0
Yes,Male,Hispanic,Heterosexual,69.19014421412292,E,-89.91031461189057,A,D,0
Veteran,Other,Black,Other,-63.70668253513284,E,-42.085027956094216,C,A,0
Yes,Other,White,Bisexual,161.97498637461817,D,22.43458110480429,A,B,0
Yes,Male,Hispanic,Heterosexual,67.34842502937903,D,122.9741051657198,D,C,1
Veteran,Female,Black,Homosexual,-149.7288698485582,A,154.7947305449034,B,A,1
Veteran,Other,Hispanic,Bisexual,-81.06617370183487,C,-121.60081679574807,D,B,1
Non-Veteran,Non-binary,Asian,Homosexual,63.52578418514264,E,-47.84767021908923,A,E,0
Non-Veteran,Female,White,Other,-15.80566643546581,C,27.03747980577486,B,A,1
Veteran,Female,Other,Homosexual,-71.97688411040934,C,33.740384228005496,D,D,1
No,Non-binary,African American,Bisexual,225.89928430921748,E,208.29127551536249,C,E,0
Non-Veteran,Non-binary,Hispanic,Homosexual,-35.43759741068653,A,73.56664090465569,E,E,0
Veteran,Male,Other,Heterosexual,27.63109565423202,D,-126.06921777897308,A,D,1
No,Female,Black,Other,73.33037675677342,C,66.15428160428166,E,D,0
Yes,F,Asian,Homosexual,90.81708824986151,D,205.55190159648208,E,A,1
Yes,F,White,Homosexual,146.41364038463004,B,-69.03262541779839,C,A,1
No,F,Hispanic,Other,38.96258813317325,A,-41.66085042407719,E,A,1
Yes,Other,African American,Heterosexual,51.645823189136586,C,184.88365890111655,C,A,1
Non-Veteran,F,Hispanic,Other,3.248999023560372,E,-10.507201859741855,C,B,0
No,Other,Black,Heterosexual,21.05867586345205,A,-43.471570497078226,B,C,1
Yes,Non-binary,Other,Homosexual,-165.27545584604368,E,-92.15998626808599,D,B,0
Non-Veteran,F,Black,Other,-70.64942825703338,D,97.58699979672022,D,E,1
Yes,Other,Hispanic,Heterosexual,11.453026394616542,D,-145.31138208371743,B,B,1
Yes,M,Asian,Heterosexual,127.81468178117932,E,2.0762893707419305,C,C,0
Yes,M,Black,Bisexual,242.3645645160749,A,18.651758235990634,C,C,1
Non-Veteran,Non-binary,White,Bisexual,-184.73271371638907,C,95.20996480115379,A,B,1
No,Non-binary,Hispanic,Heterosexual,-119.55735314184153,D,136.23235341063312,B,C,0
Veteran,Male,Other,Homosexual,-31.402916157065384,E,156.3816734448141,E,E,0
No,Non-binary,White,Heterosexual,-173.8954068685303,A,-12.055271324736298,C,C,0
Veteran,F,Hispanic,Heterosexual,3.757138258983829,C,-67.76750983052781,D,D,0
Yes,M,Hispanic,Other,63.02771976224742,C,112.17136737491553,A,C,1
Yes,Female,Black,Homosexual,89.41201826371811,B,-97.1333773084982,B,D,1
Yes,Other,Other,Heterosexual,-94.48969697327385,A,-105.38226345981099,B,C,0
Yes,Other,Asian,Homosexual,-140.21208560639488,C,80.70137314095123,C,A,1
Non-Veteran,M,White,Homosexual,-107.03871236277558,E,-108.26352393422678,E,E,0
Veteran,Non-binary,Black,Homosexual,8.164839640261267,D,9.163843705932988,A,E,0
Non-Veteran,Female,Hispanic,Homosexual,-1.7231187249277105,E,19.410989197330405,A,E,0
Yes,Non-binary,Asian,Bisexual,-20.74029721330101,C,-117.15767838726121,C,C,0
No,M,Black,Bisexual,-142.07886178036034,A,-42.68849409866502,A,A,1
Yes,Other,White,Homosexual,25.014266853823848,D,97.73386541634319,B,E,1
Non-Veteran,Male,African American,Other,86.99586326859368,D,52.891208225153186,B,A,1
Non-Veteran,Non-binary,African American,Bisexual,-141.33600603202473,E,-93.32813274274861,B,C,0
Veteran,Female,White,Other,79.77589341603336,C,106.34479260259117,E,A,1
Non-Veteran,F,White,Heterosexual,24.52718067538921,D,77.94129922698409,E,D,1
Non-Veteran,Female,Other,Heterosexual,99.91793485301106,E,50.101200616559794,D,E,0
Non-Veteran,Male,Hispanic,Bisexual,82.3194980943676,A,-24.115080131507778,E,A,1
Veteran,F,Asian,Other,-42.430066727385444,B,-14.287267868203571,D,A,1
No,Other,Hispanic,Other,-113.83673802274747,E,-23.019724474950635,E,E,0
Veteran,Male,Asian,Heterosexual,145.16012023768295,D,74.16256246947185,C,C,0
Non-Veteran,Male,Hispanic,Homosexual,-170.77547173962415,B,-62.04157127654041,E,D,0
Yes,F,Other,Homosexual,-67.32644942848066,A,-193.19349999136168,E,E,0
Veteran,Other,Other,Heterosexual,121.96133043275701,A,84.36346632451902,A,B,1
Veteran,Other,Black,Bisexual,190.87525751786103,D,-46.90030547028872,C,B,0
Veteran,F,Hispanic,Heterosexual,-201.54101294800753,C,129.70771006108095,E,D,0
Veteran,Non-binary,Asian,Homosexual,-36.64760659113159,A,-220.5714856580586,B,E,0
Yes,Non-binary,African American,Bisexual,151.6442047633408,E,66.41174982825403,C,E,1
Yes,Other,Hispanic,Homosexual,-43.744764495614675,A,120.63314841711406,B,A,0
Yes,Male,African American,Homosexual,217.35430449101386,B,25.27299764532583,C,A,1
Yes,Other,Black,Homosexual,123.77409469737472,C,104.8939329066525,B,D,1
No,Female,Asian,Homosexual,-8.712329584814277,D,-143.440829427961,E,A,1
Yes,Male,Other,Bisexual,-47.74748720531109,D,-156.40752989726258,B,A,1
Yes,Other,Hispanic,Other,14.903846361587341,B,174.0334626808521,D,A,1
Veteran,Male,Hispanic,Other,-24.272753327768935,B,-68.10167684651502,A,C,0
Yes,Male,Black,Other,40.50639258473571,C,-14.028830690221438,A,D,1
Non-Veteran,M,White,Heterosexual,-156.91637806564867,A,54.95870328848562,B,A,0
Veteran,Other,Black,Homosexual,3.80231411116033,E,171.42529626962988,A,E,1
Veteran,F,Hispanic,Other,-10.509266267621365,C,113.94909511010147,E,C,0
Veteran,Female,African American,Heterosexual,-22.23609349577414,E,-62.30985384615364,C,B,0
No,M,White,Homosexual,-45.36769531913363,D,142.0418571372331,C,C,1
Yes,Other,Hispanic,Bisexual,44.971417031339996,C,30.67578830335301,E,C,1
No,Other,Hispanic,Other,25.39599285119767,A,-49.158387476810795,E,B,0
No,M,African American,Homosexual,19.99996058058209,D,-50.146833168883745,B,A,0
Yes,Other,Hispanic,Heterosexual,-169.09694705901254,B,-132.69798061021294,E,D,0
Non-Veteran,Non-binary,Hispanic,Bisexual,50.962684340008245,D,29.821772817090803,D,C,1
No,Male,Asian,Other,-118.35923222510687,C,40.50144226882685,A,C,0
Veteran,Non-binary,Other,Other,-11.57163630717852,B,49.807323309328986,A,C,1
Veteran,Other,Asian,Heterosexual,72.39291639957844,B,83.54071235072269,C,E,0
No,Non-binary,African American,Bisexual,-124.20245225643312,D,165.08832881368983,B,C,1
Non-Veteran,M,White,Other,51.38053643112991,D,-254.74656253515607,E,C,0
No,Other,Hispanic,Bisexual,-15.431013189625903,B,-133.16275070642078,A,B,0
Non-Veteran,Other,Black,Other,90.69378553208286,E,6.088872892829098,D,E,1
Yes,Non-binary,Hispanic,Homosexual,34.13002391041793,A,91.24561021839493,A,D,0
Veteran,Male,Other,Bisexual,-30.667774004606713,C,111.7558307273678,C,A,0
Non-Veteran,Male,Other,Heterosexual,-16.579515208898588,C,104.21697454203871,D,E,1
Non-Veteran,Male,Other,Other,51.12182630216671,A,-154.913440912355,B,C,0
Yes,F,Black,Heterosexual,35.72006100307629,A,-97.4282378796803,D,A,0
Veteran,Female,Other,Other,20.880438231721982,C,30.158594699373904,A,C,1
