age_range,country,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
26-35,US,Divorced,100.31402049126388,D,64.28256698793349,66.12523179475122,74.5637399065435,55.24659661543833,-76.35673901591272,A,C,-1.9615590067336157,1
26-35,Brazil,Widowed,-23.059492264319665,D,-124.21082290187412,217.9674976997518,27.388038653944864,39.33719217466945,-82.32150599467761,E,D,-48.96347593860155,0
26-35,Germany,Married,-39.35489553649492,C,-64.7640140002036,-94.07651116870291,-22.682127582561805,-57.51330757182106,-18.42015026269169,C,A,83.59968147750496,1
36-50,Mexico,Single,-32.940793174255425,B,-12.062165239217991,92.1834784568419,13.146464781833453,150.8438427572309,64.38705113114626,E,E,-15.780266454732924,0
18-25,Mexico,Widowed,-61.400800522408225,E,-156.20035004849123,41.778313692678246,-89.81896056257844,38.875008775974464,-233.77823742624702,C,D,-46.2168917176679,1
51-65,India,Divorced,186.79008744990182,B,-173.32744610865828,149.29409886603312,-33.696314213472675,13.509297109925466,-44.81259985252785,D,A,-6.060314188957276,0
26-35,Brazil,Widowed,-50.61125893916174,A,1.111321915746023,139.15955880905724,-52.56033832194802,19.367081413843355,92.86135728625203,E,D,-24.255046524493974,0
26-35,Mexico,Widowed,-46.19126201774023,B,-86.95931462298097,-54.99111696500519,-5.0108162263480995,-65.1068523750825,-149.73834168365784,C,B,0.1505234812024746,0
36-50,US,Widowed,155.70343629698306,D,212.32691635977594,107.44057461261751,72.63439754478952,-122.05240913145859,-11.87881715417526,D,C,39.76224199000677,0
18-25,Mexico,Single,-73.92777016306844,A,-114.47156073081499,-163.81016070798844,-95.4554633204427,-51.261709026730664,-52.36716847919115,C,C,-89.00634995383729,1
18-25,Mexico,Single,-43.47907140666369,B,71.43370110968159,-174.78327201151788,-57.05553507587447,127.56165336540705,-148.47330425866102,E,A,-62.13653128724267,1
65+,US,Widowed,-79.17742772991876,A,-101.63301252261957,108.53480405835323,99.14000050598426,97.9947797015951,124.24656672109396,E,E,-14.688466226969066,1
65+,UK,Single,-81.50319415542381,B,197.85465362100055,-19.690532401103333,86.34183301324978,-109.41564498957221,-35.23598182629672,B,E,4.700787190245748,0
36-50,Mexico,Divorced,50.44980911056561,B,-2.8583490463408663,-43.75692304098368,60.19344345413947,-38.98323648908543,194.38125720911836,D,B,94.53839499218124,1
65+,Brazil,Married,62.765391865813946,D,31.840863924001205,178.6465616252822,-87.41658389647306,-5.526693000307567,-157.60515231999904,E,E,-72.21599171953238,0
51-65,China,Married,171.30014505737697,A,92.53289258558948,73.03166412045523,99.59797330052672,-63.11591280265404,68.75280750962412,E,B,28.06485938496357,0
65+,Germany,Widowed,-126.44550633520215,D,-119.94200987858423,1.3610895522381892,-80.82086183525684,-62.69238776266328,22.950842358051453,B,D,-158.9895093728076,1
65+,China,Single,20.656058416778166,C,-9.250357167503791,-54.03596103595865,30.213351056874703,3.7538848407154357,157.54899034657566,D,B,-94.01518987667684,0
26-35,Germany,Widowed,11.277485938978385,A,-27.925305569725968,-87.04575477245231,69.94696556350534,45.21004132998504,-9.899472239874527,C,C,227.31079097288364,0
26-35,Germany,Widowed,96.95343891973431,A,61.768274168756534,-79.53221498584313,15.90833558508122,144.87744525926755,4.894496505517671,D,A,-142.84169633576784,1
51-65,UK,Married,17.115270973692066,D,36.2945864116589,-77.27771888667057,-19.5129290206253,173.43518063555115,5.821513377564024,C,A,36.172016924964176,1
36-50,UK,Widowed,-65.19601146084966,C,70.12684677363947,-61.52435793935458,-43.95120793164292,101.06615343530198,42.398289226878724,C,B,42.661770244591644,1
65+,US,Single,-88.8268258424441,D,94.9586059075846,-10.003950629089772,148.02925481702894,83.87904304447318,-88.55969652868241,B,A,56.92900655843881,1
18-25,China,Married,-75.55434698434807,E,66.348259577614,-115.93125785234493,-180.84472509456162,-105.08120982451892,30.586800209549516,E,C,-108.95742990582474,0
65+,Germany,Single,26.531810928134526,B,49.85705961661763,-57.47367747808381,121.90698202399597,-178.8938101959192,-7.788226799578707,E,D,-12.541301720971063,1
18-25,Mexico,Widowed,150.72584340655456,D,-39.394626436289926,-240.7589201199464,-121.69814157310364,-110.64533167341371,-66.13343185882896,C,A,-150.1868388747981,1
51-65,China,Divorced,-60.36036319338223,C,67.7291551370243,-146.31431321597674,-48.33478908110626,-48.861198000222004,-6.770710336421745,B,A,35.12412176384656,1
36-50,US,Widowed,83.7673366158847,D,67.21611212892708,47.15722883901836,100.43076727890059,-100.5334123927233,73.47960099727247,C,D,1.104116383950614,1
18-25,US,Single,-86.72085142013862,A,41.683410773655616,-70.10754876230935,-76.18509826478736,-63.61898200968557,4.815090218988393,E,D,172.09969187321747,1
36-50,India,Married,84.42261395293666,E,-122.74928480947386,104.24006752627352,61.09538366495215,88.20100733001517,-120.34513008040608,B,B,194.35983572090268,0
36-50,Brazil,Widowed,94.36109695658295,B,-60.71802663845398,-119.65331046076182,-26.861974468654083,-94.90596532146127,75.85387594677589,E,E,258.72954719310013,1
18-25,UK,Married,-3.5077850293513317,C,49.714231194848935,111.67670107817622,22.333997114198432,-74.81274354387067,-87.35778681506787,D,A,132.5135550268061,1
65+,Brazil,Divorced,79.89391429470662,E,33.384299035622206,97.78187080233036,30.976291931623983,99.20762567580736,-45.13652819196351,A,A,111.27504214037778,1
26-35,China,Single,119.78846983935298,D,-16.384549677796752,-105.81528833664382,-18.36158449073077,240.0614141261483,-27.700373353445844,B,D,81.08858659131192,1
26-35,Brazil,Single,146.6838521896799,B,108.35486326636577,190.59408440639166,-14.603663165389996,-100.12371751342708,-35.69985473434611,E,C,142.0044496758799,1
51-65,Germany,Married,173.93886905359693,B,119.33827234076541,62.72676686709905,-69.69453499942699,-41.483634053671985,10.045042202086247,E,D,18.719622519695434,0
26-35,Mexico,Single,-160.36157509620028,A,-22.74280527507171,-39.49349936838891,-112.2179525607955,122.23867557573769,-130.93943819169323,A,B,120.67645536626235,1
65+,China,Widowed,22.63961059424922,C,21.39220436933614,-21.25279302824644,238.97794660011348,-226.08116912320492,76.79238787370744,B,A,84.36979104419133,0
36-50,Mexico,Divorced,-114.24483275307622,A,24.654519174061686,10.726416987859587,-5.475300636285511,3.800595197556085,-122.76063951892048,A,B,74.58873464791603,0
65+,UK,Widowed,-110.63053872541617,B,87.39549226517161,79.58528294877716,51.51067675118841,5.384718954705617,46.894819892981474,A,C,-226.6868996676882,0
18-25,US,Married,-26.25299394412196,A,137.6881866883638,170.0336277839037,181.37528262926642,-30.74564076822155,-86.17105131533454,B,A,-103.21846458712439,0
51-65,UK,Married,59.48382627655676,E,67.96371332385304,-56.382197689921874,-102.03719114854337,-28.530894403123586,21.855582462856514,D,C,3.499618487738331,0
18-25,Other,Single,5.68686443039133,E,-18.378815628673266,252.7462100633631,2.766134863348218,64.23324070150215,-85.62377711184749,C,E,84.1601017739073,1
36-50,India,Single,116.37409596368946,C,187.8575214809474,12.47476978931835,124.56497115142773,-72.63022503828734,-155.10761085549362,A,C,25.195396392008853,1
18-25,Germany,Widowed,177.25623272541898,C,98.3737078371634,-179.90136009938934,-45.37463263387246,104.51532621893394,-44.442794575954096,D,B,-119.54005525402988,0
36-50,India,Divorced,-22.56963044945593,A,-167.30493999328223,128.13741402230946,23.864710840834444,-127.34272737880596,98.17201684990518,D,D,-130.56596524750358,0
51-65,UK,Married,-37.7765948011794,B,-50.81828597407778,-59.714998682954466,-51.832957499279466,49.75283789299908,126.54180209226749,E,C,-48.713628408258295,1
18-25,Brazil,Divorced,32.40255680866178,E,0.2700343598102461,31.12219633666811,-138.30597014458874,-183.05303724670415,53.520304823990664,B,D,-53.529828909932476,0
18-25,US,Married,39.77310807667882,A,-91.82184598409229,-121.99894986430748,5.533923046592713,-202.0696082146812,-67.23771106308732,B,E,139.8446457550352,1
18-25,Mexico,Married,-63.471180120527016,A,222.81379679194876,5.250482176142991,18.59086471807094,37.5334849646377,56.895012370069644,A,E,294.85469613046433,0
18-25,Germany,Married,-82.68743253118012,D,-57.82119056949191,2.717732347740407,-84.80912341962714,-18.81134563961564,74.742009726615,D,A,40.358085343543294,0
51-65,Germany,Widowed,-50.073675613214064,E,-25.83334392400973,-45.566741656236026,190.34766731781366,87.97397777027994,49.95089791409904,A,A,98.93448337379778,0
36-50,Germany,Single,172.02743740043869,C,72.39173579993908,-116.35761596509234,40.1205591188663,-39.85696718695415,36.683629820027605,E,C,31.191212872110057,1
65+,China,Divorced,17.15402717106206,E,30.62112109575481,110.67257538525146,-24.98488054742891,-145.959578903608,57.96848877587254,B,C,18.427931979503185,1
65+,Brazil,Married,50.36239597955685,B,4.693036282480473,-59.312055139452724,-199.85561517949478,141.44797454181813,-93.39034087590325,E,E,57.12164761015606,0
51-65,China,Single,-96.28191579106785,C,-148.0439404066018,77.68068500271154,0.43935719052812144,-30.697033340086687,-42.363569061817735,C,A,124.54530136306923,1
26-35,Germany,Single,-10.110714851915285,E,-143.2691030565092,139.9473581262809,24.953197275958104,-48.949648537718886,159.57271607543672,B,D,-35.17138082850321,0
26-35,Mexico,Single,-66.93472476670162,A,-86.65641815666058,-264.6722117118633,203.02493301787544,-116.10122962582787,-174.01884992980126,A,E,-115.40206657746906,1
36-50,Other,Divorced,43.12144508463523,A,-119.77593893359126,-64.92704530528579,127.39216630901404,-118.17174657025085,74.7639571350975,B,D,-52.64044017729045,0
36-50,Brazil,Married,73.07192566756314,A,-42.784569773650574,-77.41859519263464,-24.905638157402546,-62.28034581579849,-63.32988699025892,A,C,163.53625658058985,0
36-50,Mexico,Married,10.457258797833969,E,52.01401256472691,-188.46371808938073,86.57619618570142,-165.44039261577396,104.97949509406475,C,D,-130.7438105872552,1
36-50,Germany,Married,76.5698500215622,A,-75.49995234364336,8.846646060939012,0.9614259263459733,32.25083586707084,27.054011930156914,B,B,-47.05050302600548,1
18-25,Germany,Married,-6.966158531617943,B,-155.95787456456048,-52.03596625442357,55.78824079017836,36.89132215981052,8.38925036571425,C,B,-95.49577764761298,0
18-25,Mexico,Divorced,-41.50737756941738,C,30.493340469127634,-108.28021760959862,29.09584243824425,24.295580277016224,-14.077227327153679,D,C,26.97391679628301,1
51-65,China,Married,31.614462994014847,C,-179.64718285294072,52.43211250955283,2.1711344862331843,-114.89524222164648,59.59395142105398,E,E,-65.27121272657608,0
36-50,US,Single,200.3096020050845,A,107.10637465372106,71.40819937428324,-59.14043714072277,-126.88403695318522,-73.68708267551021,E,E,-22.767865363793586,1
18-25,China,Single,31.05811049899641,D,-193.0228179501342,66.83547132093953,-149.37058267202494,-35.31851081067548,1.5883113699109526,C,A,100.8794779731561,1
26-35,UK,Single,21.915353606978695,A,43.72716139740256,-27.042401480243818,118.17320158395913,-111.21830655325742,58.63392335123354,E,C,282.3853812559462,1
18-25,UK,Widowed,6.578579886523726,E,21.62722887274878,-65.8306101261346,358.5458051538469,-106.0648837840253,37.923398121090194,C,D,-157.16016892894189,1
36-50,Other,Divorced,-27.69104499476269,B,1.5354927156702085,-59.89463936089477,39.36307882452858,-71.55162264554143,42.72206487628203,B,A,88.68817076639878,0
51-65,China,Widowed,16.71525374062449,A,-54.42083345208193,62.25042649503495,40.6119763662232,71.88122265421754,62.30981912069786,D,E,-234.06919383719992,1
51-65,Other,Divorced,-49.81517246044661,E,-61.952412076532035,47.81767584290474,36.446005243112246,127.74302804855297,22.903679141756513,A,D,-133.6852862112317,1
65+,Mexico,Divorced,91.67852137940056,C,-27.337838575174118,-195.76631791228036,422.0402200150087,-116.27776299777321,56.46931193494649,B,A,29.815504586395384,1
65+,Brazil,Divorced,-46.67220048840437,B,-7.335123229741629,-36.136568137820916,47.88663129241506,-22.3934691047884,-30.32647448122736,A,D,99.0611128634255,0
18-25,Mexico,Married,-69.2105458265975,B,-121.7337768215454,93.27976155786693,-21.504554219680376,-38.077400797982925,19.6437314866815,C,A,-64.11915644747806,0
18-25,Germany,Widowed,91.52752335165385,D,87.13522390136364,81.39737785958698,-22.177282475708985,-145.66979869701356,-39.584767895103525,E,D,6.209004954948852,0
18-25,Other,Divorced,-104.03335497707114,C,-14.29990847681304,-27.089973581511938,-132.78706558585537,-49.673001869696584,106.28860054747872,D,B,5.857900327877486,0
18-25,India,Married,-67.48062993279711,B,71.54100229100423,-147.24253365346206,91.1180317133196,-27.256411058604957,-57.44701899009955,B,B,-23.498752469398795,0
36-50,Other,Single,46.55888968863391,A,47.06695416558007,-43.755707279187114,156.89389117424656,26.53492446850797,3.8681716839075087,C,A,113.66449969262528,1
18-25,India,Widowed,-206.33905275157537,D,124.2804929964449,43.99645891543816,50.743002328642376,-150.23624889189006,162.9392573422758,A,B,-48.33120468801009,0
26-35,China,Divorced,-58.81943362880499,D,-133.078252612084,105.30669574401583,-101.63074027520025,-64.99538936858852,92.09250402936041,B,E,231.2859471643093,1
26-35,Brazil,Divorced,139.4771474636327,C,221.91241466981504,24.84591694972522,76.4919252753666,-3.362153110017301,-56.88879404167956,D,A,11.370270118565424,0
18-25,India,Single,-15.858667269187645,C,171.892308063685,-70.28445687054665,-110.38094042862883,60.87856725438139,135.52675308683084,A,B,-55.50181222470164,1
65+,US,Married,17.59031009238458,D,80.38618717400647,11.793196982065043,128.23133363531042,39.872702890196614,75.59473589718053,E,A,-38.69533480311801,1
51-65,Brazil,Single,55.960179110276044,C,20.367947298782305,-7.955358477082965,5.921880230886243,99.4212009799599,58.10476983074436,D,E,-95.18676181577833,0
26-35,Other,Widowed,21.067734505012307,D,50.558939025147275,-11.571109319278003,-43.07361789402333,17.763291092546552,-6.515774945925587,B,A,-120.95933026420731,1
26-35,China,Married,-72.72908500629399,E,-77.79498717192968,-41.063956965669476,-25.572963087948274,-126.56817083872158,-38.61576572916948,E,C,46.31912017396973,1
26-35,India,Widowed,-64.53917552851975,E,16.45171163900877,259.0140655943804,-80.41559986824178,-94.32963042495567,-97.71924435326169,D,E,-56.927477727383746,0
51-65,Other,Single,-110.29835645094946,B,92.15430280660397,157.32551618627463,-101.64223101389555,97.13417245845207,86.68361413214825,E,B,-183.55022648406737,1
26-35,UK,Widowed,-53.238816740397965,E,-90.08128771742346,-38.58829186102295,62.15625365720159,-130.2437278355296,-7.5924316749779175,C,E,98.3406892922176,1
36-50,UK,Divorced,130.06205145959274,B,-28.023439984463327,-5.7383676658879885,-5.498544673729695,2.859665570881292,86.39058043344643,A,C,12.687189032648188,0
36-50,Germany,Widowed,-12.142598572371037,B,159.4595017863681,-114.95510359426495,71.6835854150668,98.56931570846203,-60.267673701408654,E,E,16.075286674791514,1
26-35,India,Married,-46.92825901380251,C,-56.381951298577206,-110.48843181159029,54.53595294268132,-53.71142960141726,-163.90532638019002,A,E,-121.72802955543524,1
26-35,US,Widowed,-27.199801273969516,E,-12.046582119691125,9.539339732269685,-87.00958829090958,39.85152723183085,23.08970998296384,D,C,194.0892268777721,0
51-65,Germany,Married,41.33040309959671,A,-92.91328248884585,-16.782179518805105,85.37944519490107,159.1664112116483,4.39115877392399,E,C,-15.571034016862198,0
18-25,Germany,Divorced,-145.98318153417657,A,142.971900707854,-104.49810775779207,95.08789043343648,-129.94795164071874,-209.23179200852152,A,E,157.23779688197453,0
26-35,Brazil,Divorced,80.76203948106475,E,-72.66929217830588,-166.74517546950548,138.62966811405656,109.553355446598,-131.83078803829588,C,D,-2.517092932021995,1
65+,China,Widowed,-132.94545293704704,D,46.39561812706934,162.51538955957145,-35.85392920269694,168.6167556007192,-27.054408504193322,E,A,-79.23994438768595,1
18-25,Mexico,Widowed,-117.98492392327384,B,-48.61038083326439,115.20612116944717,211.40365158228684,90.50849385118947,23.68566186850246,A,D,125.63819204305847,1
26-35,US,Married,204.1566944793555,A,47.16222180782915,174.43838737920586,-44.34810036240655,-46.19825487847346,-45.300850149092014,E,E,-40.14152662986357,0
26-35,Other,Divorced,141.11135609492842,C,9.89107692681819,9.570832732423206,158.70009720504447,22.971792521247043,-1.2528871185942483,B,C,-52.11645193765474,0
51-65,China,Widowed,-157.71189479860698,C,101.32659582069287,125.11017368869632,58.4463915735119,-10.986341084056134,-4.759045060461223,A,B,-10.578336269361852,1
36-50,India,Widowed,17.82448538893044,A,122.08000543412678,-97.58567024199344,82.61594726982237,-161.64047569076155,160.95515820570853,C,B,74.15804371217257,0
18-25,UK,Single,-135.7984398883908,A,110.89758800806506,84.35823256363622,-11.535611977442016,-92.94109307272706,-13.692906483421835,B,A,-10.434557144140502,1
26-35,Mexico,Divorced,-64.07974608767583,D,280.85287009435444,29.60267911160978,-0.4304633124583711,-9.741426358638867,-81.87093088648955,A,B,-143.4709472336518,1
65+,Other,Single,-83.27333740183435,A,-74.01701892991649,11.11506006349257,34.50891217816328,85.4434969961275,-106.63030689856873,C,C,179.0048281235601,0
