sex,Veteran,nation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
M,Veteran,UK,Other,-9.856996629622849,-46.708891116570214,-57.19680588599599,127.254748078591,B,D,B,1
Non-binary,Yes,China,Black,70.81138282289513,-4.578663566212723,-44.534246520362935,20.407428282486855,A,E,E,1
Female,Veteran,Germany,Asian,75.71948717807626,12.10281439721786,133.8924402137618,-157.79613580253496,C,A,C,0
M,Non-Veteran,Mexico,African American,35.815125678693086,22.653333120268993,-203.65542659173946,53.77585717614559,A,D,D,0
F,Yes,UK,Hispanic,0.29939734092398007,27.705228275917026,34.0354147115713,26.80862300294119,D,D,A,1
Female,Veteran,China,Hispanic,-25.41278272880474,-61.08070507879675,-138.78363157361156,-0.6591982860172984,E,B,D,1
M,Veteran,Other,Black,74.87337775768,-40.5914569943114,-76.95261372519194,-128.39533901879378,E,B,E,1
Female,Non-Veteran,UK,Other,98.37459524250548,-71.07983784073258,38.382624140964424,-45.00026965483413,A,A,D,1
Male,No,China,Hispanic,-106.89119743821989,44.43266567397853,-82.62197653738889,-61.43143634239095,E,B,A,0
Non-binary,Veteran,India,African American,40.75144964297566,45.14153946137023,-148.85280574196705,32.144713548075785,B,E,E,0
M,Veteran,Other,Asian,5.611279668064713,147.1859518308903,-112.74628317756921,-31.179587298331924,C,B,D,1
Non-binary,Yes,Mexico,African American,20.01931775613551,51.27283929351856,-87.4150375538194,102.58258112317118,B,B,A,1
M,No,China,White,59.11889693478236,32.69034493678193,-36.566800120485105,28.197487521956212,E,C,A,1
Non-binary,Yes,US,White,187.7677143059967,-52.90814780489404,25.456498831793784,45.59038288983123,B,D,C,0
Other,No,India,White,76.22752537023236,39.014349053087486,-153.40932590027836,-74.34880860288051,C,E,A,0
Non-binary,Veteran,India,White,140.26584902254694,38.32669581636533,-24.496708659891194,77.13022868448398,C,B,D,1
F,Yes,Other,White,-6.2116454878585685,-18.64645432850401,-162.7743698515875,-186.435976938389,D,E,D,0
M,Yes,Brazil,Hispanic,-123.94970456640215,-11.43145951863495,-210.1123605215951,-139.10830875967073,D,E,C,1
F,No,China,Asian,96.24908670606452,13.247102435507301,-30.534545473059616,179.51949864692196,A,B,D,0
Male,Non-Veteran,US,African American,46.76564496339656,-66.6609328289558,170.8759861431854,-63.50635186209709,E,C,A,1
F,No,Brazil,African American,109.3045025241075,47.76885327162654,-60.35039869241409,-12.663792856887321,E,A,A,0
Non-binary,Non-Veteran,China,Asian,112.42656942024331,-241.72109176541076,-116.91903456510542,-37.27573002059953,D,E,D,1
M,Non-Veteran,Brazil,Hispanic,73.52516822371928,51.495261299007964,123.90338939753842,69.46455826590442,E,D,A,1
Female,No,Brazil,Black,92.59127733335657,56.43088464879894,-46.915945167140904,-165.35472050622926,B,D,E,1
F,Veteran,China,Asian,129.38175302841728,112.98426252233472,-85.76278437058437,144.73371484402557,E,E,B,0
Non-binary,Yes,US,Hispanic,128.47493835399715,-57.12624993733127,194.84172230861782,-92.02318106671586,D,C,A,1
Female,Veteran,Other,Asian,-189.11943567772457,16.23177510458933,49.80131855366892,130.1586421584155,B,D,A,1
F,No,Mexico,Hispanic,-73.58446706201957,29.17297921699679,-149.2620417882543,-140.0192366452919,D,A,A,1
Male,Non-Veteran,US,Black,27.857865206897607,-130.27868756790892,-54.48776881409649,-116.78388782257217,B,B,C,0
F,Veteran,Germany,Hispanic,-48.25807730017919,88.25356835391894,68.36232119125492,-116.72999406645329,E,D,A,0
Female,Veteran,UK,White,-80.97614785356532,-24.147591144124174,-110.6217935429753,-3.449561295841547,A,E,D,1
Non-binary,No,Mexico,Other,115.74689517952277,-70.32267529378733,122.08719301714947,-121.09379493592043,B,A,D,0
M,Yes,UK,Asian,-206.7648808618107,-58.37739885422253,-96.42758959570848,8.306113956672148,E,E,A,1
Male,Non-Veteran,India,White,102.47714946727586,-26.424028952087998,90.34663346070269,11.201996305802497,D,E,E,1
Other,No,Germany,Black,-65.27292968107645,-119.35522775402525,75.61471964032329,42.511391061857715,D,E,D,0
F,Non-Veteran,China,Black,-73.58283913973551,-107.84623159051334,170.6623640205734,-87.97584977357114,C,A,E,1
Other,Yes,Mexico,White,-70.95386982751253,234.36738338828533,-59.103111992138594,-26.190969157933065,B,B,A,0
M,Yes,Other,African American,-15.255994899509783,-0.27464407189906553,-63.384596429953696,-2.6334323883781074,C,E,E,1
M,Yes,Other,Asian,-112.69153249117146,72.57065349939076,4.930535386760006,69.94206391280107,D,C,B,0
Female,No,Germany,Hispanic,47.20783177690203,-125.84054911801721,119.99202541042182,99.27602274860875,D,B,E,0
Non-binary,Yes,Other,White,-40.21812268458541,-111.53988115676871,-29.501351670133953,190.19112867638773,E,B,D,0
Male,No,China,Black,31.81904831298948,-20.225461223112482,-61.21629841379661,125.80887475276448,C,E,E,0
Non-binary,Non-Veteran,China,Black,111.89183382693086,-37.887152644400004,45.22692367937247,-163.43019543875013,A,A,C,0
Non-binary,Yes,Brazil,Asian,176.46025488550586,-86.96288823227313,-86.70961369653347,41.2814984758507,A,D,C,1
M,Veteran,Germany,Other,-101.55306176382233,11.95213944112228,36.159745167924484,-4.2452907937254984,C,A,E,0
Male,Yes,UK,Other,-35.21863766756185,66.89427318267964,-50.336923034758186,29.55234698566128,E,B,C,0
F,Yes,Other,White,-22.192424676154438,9.98971988396342,-31.078347129883184,44.365493646089774,D,A,C,1
F,Non-Veteran,Mexico,Other,-38.235317789590795,41.237427737628494,-126.67794372813626,141.9748555724681,D,A,A,0
Female,Non-Veteran,India,Black,-72.77037196297252,25.42420668028432,-39.307167688919534,54.0687879927584,E,C,B,0
Female,Non-Veteran,India,White,115.11993835041707,16.747515721975137,-127.74284143705384,115.56613737563804,A,C,E,0
Non-binary,No,Germany,Asian,-224.7424357750663,120.29258666481792,68.77363181875155,-152.10210049034959,C,C,C,1
F,Yes,UK,Hispanic,-38.92678031719472,-113.44750173671076,-73.34906018795193,-53.63305088457254,A,E,C,1
Other,Veteran,China,Asian,39.47232674492885,30.53855610627189,-115.99419867838489,-61.55650984896346,E,D,D,1
Male,Non-Veteran,UK,Asian,60.206130753584176,157.22302028653849,96.52514465110934,-97.6429342801884,C,B,D,0
Female,No,US,Other,221.0358416202668,-65.25603440066659,-7.831460930123055,-227.42708251397136,E,D,A,1
F,Non-Veteran,China,African American,108.92764549757865,-19.50330833525547,-199.49795015059337,-90.6808732969677,D,E,C,1
Male,Non-Veteran,China,White,-54.00380939697755,64.24261910879088,-33.08868786572262,72.63131670242369,E,E,D,0
M,Veteran,UK,Asian,77.72967311445079,-127.97536981161366,-32.40764477503606,-15.79262305991074,A,B,D,0
Other,Veteran,Germany,White,17.520778240782363,-62.4106621726155,58.93854092208601,61.79920512186118,C,E,C,1
M,Non-Veteran,Brazil,African American,61.30053583288927,-13.233933198770261,-96.61851528754724,100.87799666787942,C,A,A,0
Non-binary,Non-Veteran,Other,Asian,99.86468674153545,93.42370890482454,176.47596543852327,-102.48489744449012,A,D,A,0
Non-binary,No,China,Hispanic,-89.53971102975193,51.85229074962307,64.86635062043003,105.09462680650712,C,D,E,1
Male,Yes,Other,Asian,-69.9732254317882,-164.40019276927657,85.76757682574274,136.94556763587119,B,C,A,0
Female,No,India,Hispanic,-30.145315849263316,50.723985721045395,-16.10590791979383,-56.92248614468405,D,D,D,1
Non-binary,Non-Veteran,UK,White,-55.85601962209773,-23.60872830164021,-3.7576461501325085,47.78285669452514,E,B,B,0
F,Veteran,Mexico,Other,49.64747874396952,40.940604384407195,32.89646118495854,44.41416525922345,D,B,A,1
Non-binary,Yes,US,Hispanic,8.184175409476673,25.728126112188377,4.961832745710191,-39.326727031238015,A,E,D,0
Female,Non-Veteran,UK,Hispanic,73.92002896101802,-9.886281006075981,-18.915726163494572,-9.908723431911536,C,D,A,1
Other,Yes,UK,Black,76.06060479501059,178.30988683085297,111.66522274557447,-20.678780635397832,C,C,B,1
M,No,China,Other,-15.752654007711026,0.027100869626593617,-42.146739307889376,-148.34677805097905,B,C,E,1
M,Non-Veteran,China,White,71.19789899929356,-6.715856541688396,0.879479559121806,143.01408683027864,D,C,D,1
Female,Yes,Mexico,African American,-82.77926519333704,-84.41136052123787,132.21289064204603,62.71884473012014,C,D,D,1
Female,No,Brazil,Asian,-133.54557263490875,142.85355107395074,85.40444036285055,95.75722408091501,C,E,B,1
F,Veteran,Brazil,Black,7.279951490710741,6.527302607792375,190.66111360050746,54.10040451718611,B,B,C,1
Other,Yes,Brazil,Asian,-41.33743975356556,-10.123017128787701,-215.87909111752177,-174.54172672539457,B,D,A,0
Female,Yes,Mexico,African American,17.437261001906563,-76.51356078446398,-21.002674719763466,-47.20055461437768,B,D,A,0
F,No,Other,White,-22.86133183251096,-123.12990878231919,-61.557067810286505,-116.47466780583382,E,A,D,0
F,No,US,Hispanic,-26.09646708870363,-37.12779975136803,56.18597895931304,75.31341592058305,A,D,D,1
Non-binary,Veteran,India,White,-117.31437468696113,-72.62805657381675,-105.3954268730118,29.287416227238598,B,A,B,1
F,Veteran,Mexico,Black,-94.22669627916204,91.83390574635715,83.62839718709229,124.4464140048127,D,A,B,0
F,Yes,Germany,African American,-70.7095493638754,-2.6167088785761328,113.12650923704146,30.20879342883307,B,E,A,1
F,No,Germany,African American,-115.64747100950518,-75.90384433287726,-102.38312563100203,-33.62970316411178,D,C,E,0
M,No,UK,African American,45.67767782370582,-65.365575349259,-14.303954479976975,-170.09866696082693,E,A,C,1
Male,Veteran,Other,African American,80.1347126761709,-46.90214598849368,-105.45117483880007,75.86752131118561,E,B,B,0
F,Veteran,Mexico,Other,-8.72441635172673,-90.28445139793678,-87.65396982319109,236.81096064607047,B,E,C,0
F,Yes,China,Asian,-22.058084383384458,54.61843536300509,106.58475102631786,86.70387228097532,B,D,E,0
Other,Veteran,Mexico,African American,48.65565073885413,-158.4909590578734,49.21235167550261,-111.30347988984177,D,C,C,0
F,Veteran,Other,Other,-55.88192576039563,168.96039885842418,76.34736874672946,43.87669690579949,C,C,C,1
Female,Veteran,Other,Black,-95.50430640517666,-62.43904132990734,-40.92970987711419,33.26637828324766,E,C,E,0
F,Yes,Other,African American,-16.46675145438331,-42.702586901346585,-255.15180255184666,-58.05031064448223,C,C,A,0
M,Yes,UK,Black,-213.20692005894645,-54.68011067602892,70.70731785024337,-195.91171740122303,E,D,E,1
Male,No,India,Hispanic,144.25644839150033,-84.04049043217631,30.536732159216218,22.7647929068075,D,D,C,0
Female,Yes,US,Other,3.6430549827835494,97.03258005971477,-4.854992826475105,27.31381926345086,A,B,A,1
Female,Veteran,UK,Black,-99.03383930683958,26.770990008553014,-103.63483035065745,-16.233281952339375,D,A,C,0
Other,Yes,Brazil,Asian,-43.6017404130703,-24.293934032875423,5.953571073486972,-56.46423961788847,A,C,C,0
Male,No,UK,White,104.35857878772458,-136.5264059182347,20.350295979985145,-68.2687076467041,A,B,C,1
Non-binary,Non-Veteran,Brazil,Black,163.66648962348594,39.62479364587028,-171.1456959365839,-303.71227083548575,A,B,B,1
M,Yes,China,African American,119.96984785450084,17.969255624034197,143.27289554835085,200.65970297215424,D,E,A,0
Male,No,Mexico,Hispanic,193.0775152886626,-61.4665503587642,-78.5996886112802,-108.8187595375149,B,C,C,1
Female,Non-Veteran,Mexico,Black,-56.357502394486445,140.0968091247584,18.357735332989776,39.858392951234364,E,E,B,0
Female,Veteran,China,White,-165.5278046666688,-47.940815065718695,115.60742412164602,-43.29823161595567,A,D,D,0
Male,Non-Veteran,Brazil,Hispanic,-77.27755396179063,-111.79296613414532,-85.03389636830234,-13.029927504234518,D,A,C,1
Female,Non-Veteran,US,Asian,25.141750161320946,-312.5146365407611,100.29071844149915,-5.183811186968409,B,E,B,0
Female,Yes,US,Asian,104.99749668577472,174.79440759702658,-115.82464598398145,-141.29718977740907,D,A,B,0
Female,No,US,Hispanic,-266.65626650972536,-44.548987752833554,40.05572733786703,-137.498933872435,A,E,C,0
Other,Non-Veteran,Mexico,African American,121.49555013979342,-66.53328285811556,-241.2897940786382,94.42803129583011,A,D,D,0
Male,No,Mexico,Asian,58.98389219742661,-23.671922619013984,-45.92166271433424,-15.868576043651814,B,C,E,1
Non-binary,No,Germany,Black,67.09904901019762,-73.06999892489901,-69.37569861208615,-22.307406822161997,A,C,A,0
Other,Non-Veteran,Other,Other,-1.6081381195514666,106.30582911715976,-206.93916825052838,-63.55716187350677,C,E,B,0
Female,Yes,Other,African American,22.50611991649907,-69.14086625369252,76.4349440877993,37.07436895000706,B,A,E,1
F,No,Brazil,Black,187.73250304421484,114.8769264522117,49.673260483579085,-0.19383301510032697,E,E,E,0
M,No,Mexico,White,154.5072261462725,-37.519767260216476,44.52875130495799,-5.107366466164803,D,A,C,0
M,Non-Veteran,Other,Other,-8.459157977271152,-23.933226906194047,-39.92537530455114,-115.51096867671153,C,A,C,1
Female,Veteran,China,Asian,265.62671827959423,132.49498977776247,-43.79219376185398,-77.39897517267322,D,A,C,1
Non-binary,Yes,UK,Hispanic,-37.7938490332854,-70.70484216421995,118.38387592781534,30.404161413910746,E,E,B,0
M,Yes,Mexico,African American,-29.745855283307144,57.50873394259926,13.108611197273495,-251.09990683032484,A,B,A,0
M,Veteran,UK,White,214.88220628100748,151.7409246300752,81.0075667733185,1.83163945084594,A,E,B,0
M,Veteran,Brazil,Hispanic,108.6974928683393,141.96789886194955,-2.2368013122716337,-75.30994800223634,C,E,A,0
M,Veteran,UK,Black,-213.3725928178767,-153.35475849955657,-108.49065722896086,5.244258026203201,E,C,E,0
F,No,UK,Black,57.68816304592465,58.84886848349259,-41.0701584259169,-37.77289397144663,A,D,C,1
M,No,Germany,Hispanic,83.62248893099124,-149.5341287957465,-89.80205238455041,182.82105979649182,E,B,D,1
F,Veteran,Brazil,White,6.326426136173587,149.19126829168223,-96.62713182485523,116.59402918737047,D,D,A,1
Male,Non-Veteran,Brazil,Black,-96.4078319607064,-31.51588051875846,159.23539209627188,4.000525511463924,B,D,E,0
Other,Non-Veteran,China,White,-117.22692550568175,105.06418849628582,-196.2207772428456,78.15747818010591,D,A,E,1
F,Veteran,US,African American,-7.0669716308235415,99.02937076703483,57.339398396749544,-39.691105795055286,A,D,C,1
Non-binary,Veteran,UK,Hispanic,-16.329045888469036,22.69973338109539,80.02066250203276,-147.86343462831465,A,A,E,1
M,Non-Veteran,US,White,-101.34523498654411,-39.34527549048366,52.8792901552396,9.585302338433568,A,B,A,1
Other,No,Mexico,Hispanic,177.98089985936716,8.215448314919565,-64.09314929602837,9.999033244847517,E,C,D,0
M,Non-Veteran,US,African American,-78.42497939580232,-9.825605396407239,180.5348952371135,80.14678528038799,E,E,A,0
M,Non-Veteran,Brazil,Black,-57.25413164529192,67.93644775283342,62.439204055869304,110.32121636792294,A,A,A,0
F,Veteran,Mexico,Asian,124.83334615514943,65.58016612808962,79.68667092081539,51.73917595248979,D,D,A,0
Male,Non-Veteran,Germany,Black,-198.71067007976194,-80.99450034619586,-25.157761221043984,142.6373171893743,A,C,D,1
M,Veteran,Mexico,White,-72.30270636538187,-19.776858099910243,60.73380320124501,-38.5955532604632,D,E,D,1
F,Yes,US,Hispanic,0.4515624876794733,14.313644092842647,-187.21647630922783,-85.73974267032979,B,B,C,0
Other,Non-Veteran,India,Asian,-68.61231404632746,-89.52991582019972,-41.12165624904607,34.680472488374356,B,E,B,1
M,Veteran,Germany,African American,24.065009767510563,112.45049282011333,65.42539828279693,-35.0362950064025,B,E,D,0
Non-binary,No,Brazil,Other,-37.42888158700582,23.00499229109631,-102.08973576072205,179.43256802975,D,D,C,0
Non-binary,Non-Veteran,Mexico,White,77.89323097112877,134.20171344339028,-129.88408349745143,87.30668265776401,A,D,B,1
Non-binary,Yes,India,Other,89.21999358957567,-14.82841991714404,-208.40870600121173,42.876053018593865,A,A,A,0
Male,Yes,Germany,Other,127.18775534687587,52.798560266172736,81.77075123437028,-168.66057177412043,C,E,B,1
Non-binary,Yes,Brazil,Other,80.10298567992797,35.43740536985731,-159.04861585948552,-41.62646511037382,D,C,E,0
F,No,China,Asian,-45.215967469438084,-148.99726152314832,27.958717936707494,-45.53326715235106,B,C,B,1
M,No,US,African American,-70.8689838165579,146.7352005251721,-68.73718577041191,18.59531471528381,E,C,C,0
Non-binary,Veteran,US,Black,243.7230445688645,29.257168931287943,1.3893643611789572,192.02835476406065,B,E,D,1
Other,Non-Veteran,Other,African American,-73.68899524820499,-87.21331088193922,16.17069460001507,3.4482706563638414,B,A,C,0
Non-binary,Non-Veteran,UK,African American,215.36929037773191,4.3313107267434745,217.59566523243902,71.17132846558377,D,A,E,0
Male,No,China,African American,22.625488046151126,46.539392336341855,71.75010500526213,-51.79898359478206,B,A,B,1
M,Non-Veteran,India,African American,-12.223900370691835,56.754822488768085,60.58023754512123,-23.30293492165606,A,D,B,1
F,No,UK,Hispanic,111.14432734029948,-20.555684623777566,-10.046685859997703,69.59021643982551,D,B,B,1
Male,Veteran,UK,Asian,-94.6938680958372,37.74579080117988,102.25938962932352,-41.81321552442573,A,D,B,1
Female,Veteran,Germany,White,-80.26281039090797,-30.95433820754792,-6.211718439694789,45.342187854152556,E,D,D,0
Female,No,Mexico,African American,-61.92599849918013,-52.706330746171446,13.758746284924865,-199.69800205834437,B,B,B,1
Non-binary,Veteran,Brazil,Other,-190.0477529013187,-33.21575640494407,41.30441480240419,-125.01658884733205,E,C,E,0
Non-binary,Yes,Brazil,Asian,150.78615167260753,-152.88315908251408,26.450212270307517,129.0281582590127,B,B,D,1
M,No,India,Asian,46.471981207609076,126.03511685487842,7.700153225501626,-29.027960646354263,D,D,B,1
Non-binary,Yes,UK,Hispanic,84.08348318881067,-47.59626305096455,52.72085998007277,-190.23114498854417,D,C,D,0
Other,Veteran,China,Other,-74.10296148298465,88.25666538813635,-97.0022420684335,-128.66171432605225,D,E,C,0
Non-binary,Yes,Brazil,Black,67.37635318540566,142.16527564137266,19.49850075885308,-79.2469323738857,D,A,A,0
Other,Non-Veteran,Mexico,Other,90.76638796526248,-11.211147702365338,43.31268162190894,109.35698555543487,C,A,B,1
F,No,Brazil,Asian,-4.254342893034738,278.150260956229,18.853943650260728,92.22133227056004,E,B,B,0
M,Yes,Brazil,Asian,97.83754375785324,-157.29644651638498,-127.20079697587208,76.33799635137204,D,A,C,1
Non-binary,Non-Veteran,Other,Black,107.61773762910856,-37.980623887215934,-17.668024377281654,-25.89724667318942,C,B,A,0
Female,Veteran,UK,Other,37.60538116647314,76.32658093790562,-84.34639360319304,96.02850913751195,C,D,E,1
Other,No,Mexico,Black,-5.6730351566873845,-195.8399154898772,156.7151289757254,-21.971242856641606,E,B,C,0
