disability,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Mental,Male,A,E,-122.89593287583642,36.83459661588488,-15.181837049213568,C,E,E,B,59.152596011141235,D,1
Yes,Female,D,D,59.803999205996114,-39.494621355102765,-172.8964488154993,D,C,C,A,49.492124190165704,C,0
Both,Female,C,E,38.82118787791904,-17.085241655217892,33.98278475886954,A,C,B,A,-106.12586076870227,C,0
No,Female,D,D,33.16795689235026,-110.99941644576192,-60.73008102476892,B,E,D,E,20.95447335794822,E,0
Yes,Male,A,B,110.34584880434701,9.902897826301208,1.3984337616067608,A,D,A,B,30.953652471742053,B,0
Yes,Female,B,E,-40.98039606915804,-15.205383657212506,-83.0278508410561,C,E,B,A,38.062741856870446,A,0
Both,Non-binary,A,A,73.5132116562866,-111.9576016066022,135.07928422065888,E,A,B,C,118.22158182599397,C,1
Mental,Other,E,C,78.8930971862166,-44.19519882419397,105.4717842295835,E,E,C,C,108.23726059270531,C,1
Physical,M,E,E,124.90772981921754,-79.69746581709322,9.489106592790383,A,A,B,B,121.52209242178755,E,1
Mental,Other,C,A,128.95742805931744,37.63231146144817,56.36102194962638,C,B,A,D,79.04004715352399,D,0
Yes,F,A,A,62.840626551421785,-8.587006980263741,1.7975411980218892,E,C,B,E,61.36090259658188,D,0
Physical,Other,A,A,119.80644207554849,63.651251115314345,30.96771421167887,D,D,A,E,-109.61947168172799,C,0
Physical,Male,D,D,124.29524375316971,2.8593215586568785,-133.09207432334546,C,D,D,C,-116.06727037533453,B,1
Yes,Other,A,B,-32.30424241358961,97.57101300866236,55.57408240009967,C,D,C,B,-28.562501237727528,C,0
Both,Female,A,D,134.46608740021435,129.0351444016602,44.26681160898876,C,D,D,A,27.238988653406537,E,0
Mental,M,B,C,-119.13235968580469,115.42187896697536,27.57733641979989,D,E,C,D,26.547163537260044,E,0
Both,Male,B,B,-30.932084068983624,14.140288767036047,-135.43414343223716,C,E,D,B,60.35696400983666,E,0
None,F,B,D,-126.54532227389959,-15.568768856013602,184.40471210767078,C,D,A,B,-33.11985921196931,E,0
Both,F,C,B,-29.382201678729125,130.3427974776951,95.52250961040126,A,E,D,A,10.610497069980797,C,1
Both,Male,D,B,67.37902592813995,-52.02947354241736,95.62055845567843,B,A,B,D,-88.94809199535328,C,1
Mental,Male,C,A,0.31969816930347006,128.26177197360425,-132.86649897376986,C,E,B,C,81.34995711585087,C,1
Physical,Female,B,C,40.69380278481787,158.2499829512982,-37.89869152938857,A,A,A,A,-104.9417343068654,D,0
None,Non-binary,C,A,-109.04714637579946,-44.974271918055805,-32.74557840937047,E,C,E,E,61.744049478700546,C,1
Physical,M,B,A,40.521356225685466,-77.75403127343223,31.515082448923117,C,D,B,B,-62.50450851088926,B,0
None,F,D,B,61.46580650187343,85.1024445507499,-16.2985248794948,A,D,A,E,85.12205522318997,C,0
Mental,Male,A,D,146.76127076294853,-19.38002518569006,-60.852854886578015,D,D,B,C,11.706151401389018,E,0
Mental,Other,A,B,138.02999656176934,103.31277911459318,-15.25962702727512,B,D,B,B,30.605827832101657,D,0
Mental,Other,B,D,-9.793863972760645,-20.66378410756456,-28.326038859051884,C,C,C,B,201.18435086302875,A,1
No,Male,E,E,298.96992805213824,-45.27918977324542,-78.04664578258588,D,D,E,C,-23.653684804362214,D,1
None,Female,A,A,-4.832510266606,35.02576342069761,-89.25015200888924,E,B,E,C,-40.754589322119884,B,1
Yes,Male,C,D,80.84095987224048,-30.51463831624791,-75.81540221557192,D,E,A,A,71.5330634119531,B,0
Yes,Other,C,A,-6.5140790286034065,100.31514284770735,-8.47040816649792,A,D,B,E,-234.62948288297798,D,1
Yes,M,E,A,62.74594758156206,59.34673676185859,-3.6436307943185704,B,C,C,B,181.62148675823337,B,0
Yes,Non-binary,B,D,74.01429536421622,-119.38795996416363,12.817840263264191,B,D,B,C,49.543733931833124,E,0
No,M,D,E,-11.3097642951022,-181.77555855078907,-45.48888610096567,C,B,A,A,-28.7063121496155,E,1
Both,Non-binary,B,D,12.983224121669675,39.130006236527365,86.4902490763365,E,D,A,A,40.26274756181539,D,0
None,Male,C,D,-96.09166274260322,92.1711091246703,158.97172044104005,E,A,A,B,109.35932640826549,C,1
None,Non-binary,A,E,-113.38237050334396,-28.52585188364008,215.36343778585746,E,B,B,C,5.842935471886697,E,1
No,M,E,A,-57.40494103400653,114.37281167865727,-174.7151741897981,B,B,A,C,-7.339244266738387,E,1
Both,Non-binary,D,B,-287.5693201388128,-99.05844315662216,-155.59818538975307,B,B,C,D,161.96162357656948,B,1
None,M,B,A,66.1963606388297,12.495559870617436,-133.98417866186588,E,A,C,E,-63.990319020768396,A,1
Physical,Male,D,D,-19.86187275300936,61.13442428862243,152.79095636183735,E,C,D,B,-4.026332955629627,E,1
Physical,Female,D,E,64.74626943359284,-29.247085579212744,-11.393523135457704,D,C,A,D,-27.340675186754343,B,0
Yes,Non-binary,D,C,141.69672534787793,-121.89307255295292,-7.966435516036468,A,E,A,C,83.77916976127473,E,0
Yes,F,C,B,-182.25278624142288,-148.52686673776952,86.17635488975085,A,C,D,A,25.295701566991685,B,0
Mental,Non-binary,E,D,-17.68634306013891,-76.74956020249711,118.20627400975066,A,E,B,E,-140.8526924305931,E,1
Mental,M,E,D,121.07579376811914,-47.40222667814458,-127.49957766257467,A,C,E,C,61.81397922796502,E,1
Yes,F,B,E,-86.01577797831212,54.070881549409464,7.669681219971255,A,B,B,D,132.77568345841166,C,0
No,Male,C,D,203.51950852112003,-0.18425112703928773,58.72248259263968,B,D,C,A,-144.12721736138622,D,0
Both,F,A,A,-9.261319749313856,-37.310523383051894,-76.42518521485454,B,A,D,B,26.058219384299164,E,1
Both,Non-binary,D,E,110.37214123167702,98.45539279447424,-128.805849397074,E,B,E,D,54.369902920137335,A,1
Yes,M,E,D,-43.520847987985015,-173.49143235962052,-38.376915133298986,D,D,A,D,-24.146491295165756,C,0
Mental,M,D,E,-141.38884009488416,-135.33356402278113,244.14070466841724,E,A,C,B,28.991543571253565,D,0
Mental,Female,D,B,122.18796903202853,15.707091216863247,-233.73780041149402,B,C,B,C,-62.55898825338355,A,0
No,M,B,C,-46.93974488158113,-242.22201477253725,-16.44914938104354,A,B,A,B,203.98116563529993,D,1
No,M,A,C,118.0175749164843,-5.5515874320728775,-26.94977356456963,C,B,C,B,-36.18546218325027,D,0
None,Female,C,D,-151.18032352918473,122.08816509252524,36.70813219553123,A,D,B,D,46.91060753671595,E,1
None,Male,B,B,161.13243986844915,-47.51631821183614,-35.44251014986462,C,A,B,C,22.643915817519815,D,1
None,Non-binary,E,D,-107.11994229320763,-131.03974719855512,104.73979446915405,C,E,A,C,68.17958502483845,D,1
No,Male,D,D,66.77993730843215,81.79512728816731,-15.267291193236792,C,C,A,D,-148.6124774400785,C,0
No,F,E,B,-20.190395765896792,102.9663066225784,154.9466747231231,B,D,E,C,-1.2943259355243268,C,0
Yes,Female,A,D,-86.24073935405754,49.618862970696995,145.83833666869504,C,D,B,B,64.25539734072075,C,1
Physical,Other,E,D,-133.06183545533753,-6.9621175970770155,16.747511593318944,A,C,C,B,-86.22903011435518,B,1
Mental,Male,D,B,-73.22298667146714,-173.51933603314987,150.63696560402602,D,D,E,A,-137.66199286577404,D,1
None,Non-binary,A,C,-61.70799497580861,51.61667625267364,-28.009204280736803,D,E,D,A,-138.58532338993203,E,1
Yes,F,E,D,-125.8716659107036,112.4414054112876,-93.38448032591619,B,B,B,C,-130.67220661459697,E,0
Physical,Other,D,C,-80.87562142229685,-66.60741664916371,-151.67606608796265,A,C,D,A,79.39985146847009,A,1
None,Other,E,C,-103.3874545218132,8.884448321046474,51.91396134314948,B,A,C,C,5.358379227688436,C,0
Yes,Female,D,B,-24.204661875246977,42.70583056394633,-32.70368205270287,E,C,D,B,-91.0688699429456,B,0
Yes,Female,D,D,-26.24647556243237,-1.1763961269605747,53.29319600354868,C,C,D,B,-41.29765910138129,A,0
Physical,Female,E,C,43.991638732733534,-23.993569276971538,53.52532838944211,D,D,C,B,151.91446256245612,C,1
Both,F,D,E,35.27890596713209,-76.33214814514703,56.46787178049287,E,E,A,D,14.857723292516853,C,1
None,Non-binary,B,A,24.106342564106836,-87.58371028878813,-1.8436353744940415,E,B,C,E,-24.43405178657838,C,0
Mental,Female,E,C,48.20364206614322,156.06305190289024,165.47764932259665,A,E,B,D,-51.99575861174927,D,1
No,Female,C,B,-69.48142659810959,46.38771811473739,32.17257133120901,C,E,D,D,68.59897337435184,A,1
No,M,C,E,115.30909063350023,-51.63347938957452,121.73038815467991,C,E,B,D,12.185225377613225,B,1
Mental,Female,C,A,-178.32132146850967,41.58166554948187,-22.01543733309851,D,A,C,C,55.95701307977675,E,0
Yes,Non-binary,B,B,-44.578197950030706,102.29270999370857,-65.01660906510767,E,B,B,E,-224.29112930974267,C,0
Mental,Non-binary,C,B,8.745540901671855,-24.80941485832118,-34.487141675213316,A,D,D,B,55.17286152393598,B,1
Mental,F,B,D,-226.95369017613314,0.2884987123582907,121.71446587425916,B,C,E,C,23.515806368471612,B,1
None,Female,B,D,-52.187410210128235,46.35246887603947,-83.72735789145301,B,B,B,C,-66.73744423004385,E,1
Both,Other,C,E,75.29388352592483,-38.363064488861326,160.24648501323338,E,A,D,A,-82.70543798910222,D,0
Mental,Non-binary,A,D,41.964978097834354,17.580631252259725,44.17648938804531,A,B,C,C,2.4923383725761594,B,1
Yes,F,E,E,-41.0705722732781,-138.35412724649734,-91.40883763148148,B,E,A,B,-40.79959800734947,E,0
Physical,Female,A,D,103.6119147155073,114.16530592126684,-49.95129739446252,A,E,C,C,-25.18261089421819,C,0
Mental,Non-binary,C,C,-38.828041353247755,49.418839096964334,33.888389232738916,B,D,D,D,30.00086391470394,C,1
Yes,Non-binary,E,E,121.47525844465554,114.99224975210312,-34.709809970129506,B,A,D,E,-69.99875996026557,A,0
Both,Male,D,D,-31.173906105746234,97.1543959046999,12.456254432638131,E,A,E,B,-37.92639473441295,A,1
Yes,Non-binary,B,E,137.51804269350197,75.0495827716691,58.43198542607912,B,C,B,E,-57.820641028667694,B,1
Physical,M,D,A,120.87947069201073,0.6131707452440422,-93.99378529525087,B,C,D,C,38.42763894410302,A,1
Both,Male,A,A,-37.13356385479348,-91.68513002921142,179.13114824590133,A,D,A,E,46.10289630118297,E,1
Yes,M,A,A,10.134424684488174,151.17801158541215,14.353952954556986,C,D,A,A,-108.2969742591916,D,1
Mental,Non-binary,E,B,208.42729234637983,49.84598333464876,107.78802837908384,C,B,C,E,-85.29707610603803,B,1
None,M,C,A,92.30624089096061,-79.52771938705288,22.109256035575825,D,D,C,C,-229.2100683031407,C,1
None,Other,E,C,-15.291614408900786,197.24878185838992,-56.18713080574705,A,D,B,A,-61.18063841082174,E,0
Mental,F,A,C,-81.4044424045435,-56.29785187740405,149.32600462422778,D,E,D,D,135.9364149265033,C,0
Yes,F,B,D,-152.9208140253724,-42.9655908698061,-83.89620536481534,E,A,A,D,-197.23948940141938,B,1
Both,F,A,D,-2.3180600063488597,-58.99497674032618,1.2876234649026737,A,E,A,B,142.75451384129408,A,1
Both,F,D,D,-81.6936323945515,38.099608682164636,-198.10588369197853,B,A,E,B,-45.40938609985945,B,0
No,F,C,A,36.27948232520556,7.78539333966802,-9.908923415553527,A,C,A,B,-3.6420492466514522,D,1
Physical,M,E,A,67.91515801302,9.96271864119917,-181.09623795298683,A,B,E,C,-1.5186085534885434,A,0
Physical,Female,B,A,-158.05879918529206,-148.73219562141819,-97.8129336836711,D,A,D,A,195.9227774235598,C,0
Yes,M,A,B,-74.21959382791118,-166.9451977113424,-6.438155622232871,B,C,C,B,-98.84785884213727,C,1
None,Male,C,E,-22.14625323791335,-26.681524850398937,-119.10524738837451,E,A,C,E,-51.557501037242446,C,1
Yes,Female,E,B,94.44210714840294,-36.87777243186775,88.80865568308806,B,D,A,A,-59.8122482405545,C,0
Mental,M,B,A,8.055813742769235,35.77767660315042,69.41611817128634,D,D,D,A,88.18013544303571,B,1
Both,Non-binary,E,C,93.62859497131561,-6.757258317636215,-28.748332451455816,D,D,D,A,35.80280204970739,D,1
None,M,C,E,-49.60879035773016,-15.059055819579012,83.28319549649935,A,E,C,E,9.300517998935048,A,0
None,Other,B,C,-168.85735398775034,5.620443259924804,22.02062319280481,D,B,C,D,40.736640774011,A,0
None,F,C,B,-27.127503775866902,95.53767111014155,-38.157862214357856,B,C,B,A,-97.67258936355881,A,1
None,Female,C,B,171.78287959269696,69.73251367561217,-247.30396902226028,E,E,C,E,-91.15026878232241,D,0
Yes,Other,E,E,-43.068378860029455,143.0511431061794,115.65790502935722,A,B,B,B,186.89661068710058,D,0
Both,M,D,B,-9.608878461424636,-132.54490505896717,36.447792954149925,B,E,C,B,6.28970983536265,D,0
Yes,Female,B,E,79.52655625028844,67.21832010437087,61.09691724661147,D,D,C,B,31.922843601327877,C,0
Both,Male,E,D,41.12038787008001,2.513154901284927,108.25574808380152,A,B,D,C,33.630197482222364,D,0
No,Other,B,A,90.00506722576964,-97.5773359672993,-92.04580472355194,C,C,A,B,-113.80762343750368,A,0
Mental,F,C,E,-27.908546518818138,-162.53505718016336,36.05759314258423,E,B,B,A,-86.9178344745024,A,0
Physical,M,E,C,-8.548465120842437,-70.14542268577209,93.34941444688872,C,C,B,D,-50.96973214609882,C,1
Both,M,B,A,97.42430820894327,-42.25515593933428,219.5864297521194,C,D,E,E,-26.099925136768842,A,0
Mental,Other,C,B,156.2906549235339,104.16617408518174,120.22523925636888,D,A,C,D,2.9503788508992237,A,0
Physical,Other,B,A,-8.61679448925574,16.630820107201753,231.80488678703165,D,E,A,D,-83.63205402127416,E,0
Physical,M,E,E,200.98594601436486,44.27282565724685,130.2676228423114,B,B,A,E,-4.451153906993691,D,0
Yes,M,E,D,-68.5759692468967,238.04751683990494,92.81773779986014,E,B,D,E,-135.1057858345255,E,0
Both,Female,A,B,-34.71246254849552,31.283535415892533,-268.18655497455296,E,E,C,B,40.684490483544735,A,1
Both,Male,C,D,-29.903794920844685,127.8036497088228,-3.8733833548894974,A,A,E,E,-34.42555859858205,C,1
None,Non-binary,D,E,-86.76787377537971,-24.164671305015435,48.71553752116717,B,D,C,C,-97.20610890345036,B,1
No,Non-binary,E,E,-96.04420333318842,313.64095047867903,44.63540265272392,E,A,D,D,64.04540489652655,C,1
None,F,E,B,-49.32928069669956,-1.4803828094987344,-50.22331184633521,E,B,A,B,154.6353875113218,A,0
None,Male,A,B,-34.258883690607945,-48.03019333838209,68.05289698301499,A,B,C,D,-36.120474235128334,A,1
None,Male,E,E,-51.490724942822396,46.820733847188336,-34.564630126624074,B,B,E,E,3.987892905055717,A,1
None,F,E,D,-1.6940078128339968,-65.063064600694,18.296024286765284,A,D,C,D,44.581352330406744,C,0
Yes,Non-binary,B,B,53.64172824442972,-125.75033667013659,-109.34904247771743,E,A,C,D,109.03654040455628,E,1
None,Non-binary,E,D,-48.31090542896618,30.651022996277845,204.27148336739376,A,E,E,B,-33.78474713787009,D,1
No,F,B,B,-56.51302575973877,35.54266789352191,-183.0001112518114,B,A,D,D,-11.036217874148122,D,0
Yes,Non-binary,E,D,255.01346156894158,-49.77567184330938,-145.53687589532308,A,E,A,D,111.65480290951064,A,1
Both,Male,D,A,42.17793877596467,-79.99595763450131,36.622031048168516,A,A,B,B,-10.309512509241435,B,1
Mental,M,C,B,76.91089939134281,-37.73313734381595,-50.452926398386374,E,C,E,B,-139.05048261254998,C,1
None,F,A,E,-94.39385584960269,49.761814558789695,-35.54034116857618,D,B,D,E,56.534474516030066,C,0
Both,Other,D,A,47.415879830797294,-60.01481677181651,-115.83374673066803,A,B,D,A,-27.99651572741975,A,1
None,Other,D,D,132.84807462853442,-1.193391014928823,141.81870814006504,A,C,B,D,-98.47465251007749,B,1
Physical,F,A,A,2.408909808016281,75.88321285672612,195.9695024783686,D,D,D,C,-37.1132025441344,A,1
Both,Female,E,B,-2.844495902952887,-95.67977265928364,40.80811833828216,A,D,D,E,34.466101484539124,A,0
Yes,Male,B,B,14.07205783439878,-136.66685701704725,99.62803719562709,D,C,A,E,13.4555148885048,B,1
Mental,Non-binary,E,C,-183.8654801656733,-0.9136386845421156,1.6253779190006983,A,E,A,C,-65.71880784293309,B,0
No,Non-binary,C,B,22.874448208851227,73.73584485727777,-8.828791223262689,A,B,E,A,-16.002964858161086,D,1
None,M,C,D,-218.2614602031989,-42.58045922921168,118.5316837920796,C,B,D,D,14.8089137291491,D,0
None,F,D,E,-28.91283474579986,-5.470762304905042,-55.34478760760074,B,C,A,D,102.23075890860606,C,1
Mental,Other,A,D,-42.38334942395189,53.914249763719354,187.5958150481209,D,E,B,E,-168.18614628506097,C,0
Physical,F,A,E,-42.51424288602138,-77.16275680463434,-188.40614549234007,B,A,E,A,-7.178408873279481,E,1
Yes,Other,C,E,-168.24832093664153,-13.18231051203995,27.36606080465228,E,B,A,B,24.367066030415224,A,0
No,Non-binary,B,B,-48.21638037913359,-98.30647329090213,-30.35622630477067,A,A,D,B,154.5950136482429,E,1
Mental,M,C,C,-4.358634195727727,-111.22576125303867,-51.04516815315803,B,A,A,A,27.199345264867482,A,1
None,Non-binary,B,E,-90.88526719375491,70.3128057251465,153.70969645207614,B,C,C,B,-47.392442716919064,D,1
Both,Non-binary,B,B,33.90451893637854,73.43364774741192,-59.13465423259295,D,C,D,A,-73.96700798370246,B,0
Physical,Female,C,E,138.68040972415812,-45.08614919209594,-128.44232668705533,C,C,D,C,-34.78981312231255,A,1
Both,F,A,B,27.787249351890853,-140.47511270696202,-134.26621496126742,D,E,D,D,-123.12438780830274,E,1
None,Other,B,A,28.341872068678047,-74.25055201520787,-36.52633467740916,A,A,D,A,-229.20199389821988,A,1
Yes,Female,C,E,37.88768770818856,66.05760531544784,44.582248039529944,C,A,E,D,-184.22257161190245,B,0
None,Non-binary,A,A,5.275868980491164,149.48028455876477,47.57969219328494,B,B,E,A,-34.81914111976778,C,0
Mental,Female,D,E,82.73450175011834,-116.49461142720673,-12.858805737017324,A,E,B,D,-170.2846071896849,D,0
None,F,D,A,192.60137165718695,-97.0769933759555,-49.304629254424896,E,A,B,D,285.6741447679257,B,0
Both,F,D,C,91.22364584731157,57.113296141581536,22.943229547582288,B,A,C,C,-123.82628344515419,A,0
Physical,Male,A,D,-19.010742757911423,62.69243887439775,67.96251784431357,E,D,B,E,-33.08580868884197,C,0
Both,Male,E,E,-99.71546977250955,38.09229694710179,-1.5779213137757901,B,E,C,A,-5.9589367990155155,A,0
None,Female,B,C,-185.095275550068,-135.41259887823452,-111.28540477358169,B,B,A,C,24.14050028466154,B,1
Mental,Other,C,A,75.59581170872445,65.24827157529901,98.9400430394076,C,A,E,A,-93.6083503807163,A,1
No,Female,C,C,61.65387647922186,-89.59835691134292,175.27044227737454,D,B,C,E,2.213739274203571,B,1
Physical,F,A,A,92.97588314703046,-96.68199180385345,94.91210353724951,E,C,B,E,58.40829441205493,B,1
Mental,Male,A,C,-71.72314326731627,-42.6428563494783,-146.5804546483185,B,A,D,C,22.297362445476875,E,0
None,Female,E,B,182.70143917146183,28.50117032344699,31.01360683083117,B,C,D,D,-173.19576806836886,C,1
Yes,Non-binary,D,D,-9.977458398067164,60.51723468808513,183.20418592245517,C,B,D,D,-126.29951752400552,B,0
No,Other,C,B,-57.70550768918431,-38.549652427000595,110.8345219708394,C,C,D,D,41.74755549517506,A,1
Physical,Female,A,D,17.406007705818183,218.92924178942485,271.2181321120777,A,C,C,E,-74.58790742667661,E,0
Physical,F,A,A,42.145016164660454,-102.93068490926234,-53.32821576371147,B,E,E,A,-219.37111507855235,E,1
Yes,Other,E,E,169.38907240699132,121.5614791168508,141.93018830400007,D,B,C,D,231.40013812682213,C,0
Both,F,D,A,61.928870904017316,-101.73663529814895,142.18625824538398,D,D,A,C,-64.17576140965639,E,1
Mental,Other,A,B,-8.537306364578127,48.11662040427339,-96.72705228341874,B,E,B,C,-192.39092590051533,C,1
No,Female,B,C,207.57376025446766,197.1003367699254,21.61731431634813,C,C,D,E,-65.36832751613582,B,1
Yes,F,A,E,-10.928804018803499,14.862124206643234,48.11644379705113,B,E,B,E,-66.43121697938345,A,1
No,F,A,D,-138.35590380518775,-123.90248704684046,41.45931931794872,E,A,D,B,60.6340716765296,A,0
Physical,Male,C,C,95.29642031452076,-49.3904918390866,62.33167811277204,E,A,A,B,115.59081699453479,A,1
Mental,M,B,C,17.52318793218802,137.17535941066657,28.987741997716377,B,D,A,A,-39.14904783318538,D,1
Physical,M,D,A,190.02275102308388,85.43601124638518,42.935457658151996,A,A,B,A,2.0789598073352487,B,1
Yes,Other,E,E,-5.231126381358182,62.17523906497486,166.97958952971922,D,A,B,E,-41.53651272130696,B,0
None,F,A,E,41.339167200385106,-84.90017661210348,-43.171058100139774,A,D,B,B,-13.205066797127163,C,1
Mental,F,C,C,210.1403919738715,107.78631279159474,-64.3858618094275,E,E,B,A,11.388819356160445,E,1
None,Male,E,A,-11.336528267044645,-107.40417926518693,-46.525641228454674,B,B,D,D,108.8116916100844,D,1
Physical,F,D,A,-118.87579181134404,-65.66149533731279,6.886865006714227,A,A,D,C,-38.78174256860253,D,0
Both,Non-binary,B,A,-130.11423158527583,-38.63166651124393,-13.365126176142784,D,E,C,C,-145.4456261985746,B,1
Mental,Male,A,D,13.877225529934783,16.710173192217514,-59.20569680818091,B,B,A,D,97.19449254206893,A,1
Mental,Other,A,E,-15.622384476211378,134.77593548849666,278.6154191557527,B,A,A,A,-25.17583335575723,C,0
Both,F,B,E,139.94851821141648,-103.74338587298617,113.31440919925855,A,D,D,C,78.75752945910094,B,0
Yes,M,C,C,-41.51225558319768,59.01788906034543,180.27829478039848,E,A,B,C,14.681758301704884,D,1
