nationality,Religion,age_range,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Brazil,None,36-50,28,-60.484497092440634,-24.240043654399244,E,-10.625696340708437,-42.22956013042345,E,C,-17.539455019522755,C,1
US,Christian,36-50,62,-275.75074111128936,82.23829850772024,A,176.37278873233575,-220.59147904285243,C,D,236.577450387131,A,0
US,Hindu,65+,63,99.51287632569014,166.8853241820721,C,-37.27254368273715,135.85062094416102,B,C,115.11779949950784,C,1
Brazil,Hindu,26-35,48,-3.6499708713611114,12.325242060574155,E,-41.354129660022046,64.15421871423935,A,B,-81.52809322792194,D,1
US,Hindu,26-35,19,54.61716142085207,206.4471323800817,B,10.104515809567852,102.66310380901184,E,C,-54.99830137911946,B,0
India,Buddhist,18-25,47,135.15233533650886,85.38627112326445,A,77.68411745885625,100.57536284683792,C,A,-58.93486178805981,E,0
Germany,Buddhist,51-65,63,-85.01561899236208,228.29711287744345,C,-146.3945472514044,26.697269408106244,D,A,61.9126900617818,A,0
UK,Christian,26-35,44,36.76579826969239,42.38310091591446,B,-72.35699164125226,112.5575315054204,B,C,52.19577820976653,D,0
China,Hindu,36-50,26,-81.44064230285424,66.7510290699101,B,-13.81324742370778,53.99524015030589,B,E,-91.12429452522349,C,0
Other,None,36-50,52,-97.12647576583203,71.18614312705424,C,177.63793521206776,-161.19465380146636,D,B,122.51136728167067,A,0
Brazil,Muslim,36-50,22,116.46872860059491,69.92898949785759,E,-27.978730906188222,-63.02526701013406,E,C,-114.65495441386409,A,0
India,Jewish,51-65,22,46.514903968453375,123.91042068999909,B,-15.391241494198022,-131.6954303199882,D,E,-53.69437627444593,D,0
China,Muslim,26-35,26,-162.1630943694859,100.39694539311064,C,10.039181923519585,-92.50826068638418,A,A,137.1847800707614,C,1
China,Muslim,65+,57,-32.12129660824037,122.65498047829766,A,3.041278504268092,-123.60321955239357,B,C,-51.73492527037611,B,0
China,Christian,51-65,60,-50.88643298824874,156.02813485826124,C,-19.032352697792167,11.84928824689457,D,E,36.33593701066788,C,0
UK,None,18-25,75,107.49377949101289,-238.95757353420558,D,78.8077397330489,-19.91933873975856,D,A,-3.4545912355651702,B,1
Mexico,None,18-25,62,-71.64644191530328,116.12910619588624,E,47.54567202317001,85.44571668419306,E,C,-92.22846297087543,E,0
Brazil,None,26-35,67,9.11791801518965,0.38276013773611917,B,137.96829172644044,-72.94613314798806,B,D,3.963563779022958,B,1
China,Hindu,51-65,18,27.611156172061996,113.21098625328132,E,-9.793789915502753,110.80520389685216,D,D,31.34449457203808,D,0
China,Jewish,51-65,60,41.25642046870138,-15.4153068794722,D,16.999183895544732,29.50585520120984,B,D,35.15187119777895,B,1
Germany,Hindu,18-25,20,89.82341565060733,-151.7710015000254,D,-139.62055239697722,-44.98100110273202,D,C,-69.66553734540098,E,1
Other,Christian,26-35,65,42.51271863115134,74.35940152328722,A,-313.47846010282404,-93.84456166692857,B,C,-181.54103088283898,C,1
US,Hindu,26-35,75,-139.07039409421492,-110.57436934856229,E,29.4263305620289,-55.547078003788506,D,E,50.29805185264167,A,1
Mexico,Buddhist,65+,37,88.65368448993142,0.21653067679950452,E,0.04053443926432981,112.97949859045764,A,B,-47.017439202627955,E,1
US,Other,51-65,60,118.73810691872768,303.26256986863945,E,-150.64860747407417,37.201656688082096,C,B,94.38350641036834,D,0
Other,Jewish,51-65,52,-33.27555568207298,1.8033574433209059,B,113.16450677173636,57.606085911930315,C,C,119.39811219950438,D,0
China,Buddhist,51-65,70,60.93630812157382,-66.88814517345276,A,-53.6385724828899,285.7084655579471,D,C,46.47896073857639,A,1
Brazil,Jewish,51-65,68,54.64429703402942,-22.689200918344614,E,-6.877087875560993,-88.96381317349724,D,D,29.45652090478404,B,1
India,None,51-65,52,-56.03157567211574,-86.50824150904012,D,-132.72770942881874,-51.485931819071126,A,C,95.80570571111313,B,0
Germany,Buddhist,51-65,19,46.41610508015786,176.45864211031721,B,-59.73714688959413,77.2001003609125,C,B,156.6088891262836,D,1
US,Jewish,51-65,66,-16.187230478302318,16.610674988901447,E,-43.22581937792321,-40.18650490207799,B,A,185.90804037989605,E,1
Germany,Christian,36-50,38,89.86661586485056,-30.92877198822429,A,-156.8910014870208,-31.868873572080116,B,C,-20.12212433773325,B,0
US,Christian,36-50,63,-143.73787945121475,-124.16431796119684,A,178.62820896441548,130.63336454793154,D,D,67.76654536973945,D,0
Germany,Muslim,65+,46,68.62048750681926,199.53060302982425,A,42.211652096445945,-18.119393323013735,D,D,-80.34166963851091,E,1
US,Buddhist,36-50,23,-51.16537241616478,-31.41059676693955,E,131.13499111428104,61.20363510569731,D,B,-21.39276958010255,D,0
US,Muslim,65+,67,126.65574381543618,132.51299929460578,D,65.85620129596555,37.99737587609384,D,A,-93.74775858403093,C,1
Other,Muslim,26-35,43,-213.83794714411292,-42.10617391707691,A,57.459042668550644,-40.98361382244672,A,B,49.491114479637005,E,1
US,Other,51-65,41,9.916160868375755,151.88386956885708,C,130.84407110421415,80.44195239072775,C,E,-71.54514037844072,E,1
Germany,Other,65+,69,-54.45663380108281,-27.537398322312175,B,-6.731204105364825,-89.2975224563267,E,A,-11.316232196903862,A,0
China,Hindu,18-25,27,-114.93296939735811,19.914371864908553,B,90.5642664031406,-28.77121285316439,A,E,-234.11442288086732,E,0
UK,Christian,51-65,72,-1.6165367093733636,-4.153786150992869,E,78.46462191182678,-51.74859904703769,C,D,29.48292569506128,D,1
Germany,None,36-50,31,-100.86581038094738,-11.999355624239223,A,42.53988579156685,-77.02317504918292,E,D,-78.02841000898053,C,1
US,None,65+,49,-17.57404501729817,-64.37145725537978,A,-35.69084143698122,-45.063553958000234,D,B,220.3423718181385,B,0
UK,Hindu,51-65,19,67.88598463261133,28.257083973698293,C,225.01055181324622,-142.6432409484139,C,E,-67.60794315185349,C,1
Other,Christian,26-35,49,-30.27687576600216,42.660563275095555,C,-78.79111102834383,47.6301120706924,A,B,-81.38096485275558,D,1
Germany,Christian,18-25,36,148.9421119852041,-42.1933668680848,A,17.4187180052781,-60.79802161243267,B,C,-78.33814524233138,C,1
Other,None,18-25,39,6.206202964592535,84.61185902513503,D,19.489500329693712,-98.50326255712503,E,B,-101.66675649604835,B,1
Other,Buddhist,36-50,48,180.67064529559767,280.49471924920687,B,87.54761150141434,-117.52630316412687,A,E,-93.02850032114472,B,0
UK,Christian,36-50,44,-217.4617074371459,-112.37951638975676,B,87.28822197129588,-99.16188665052618,B,B,-56.11370310546741,C,1
UK,Christian,65+,61,163.20249477040431,39.969260360631495,B,-75.82831943258745,23.979798104463857,B,A,-52.78922707540661,E,0
US,Christian,26-35,69,115.16403990878771,97.62079716990492,C,-150.77886367155781,160.48564757560385,E,B,39.23388111453976,D,0
India,Hindu,65+,66,-37.494822832105115,-47.77487331881877,A,0.6377318967384613,-74.04255189826367,B,C,-10.588271988168302,E,0
China,None,18-25,61,84.23229535606373,-34.80058720118841,B,-173.07817386522316,-194.30350858323231,C,B,-53.71205699773196,E,1
US,Hindu,65+,58,-81.51330901904356,13.053122106126278,B,-79.49061038874073,-67.40156771504606,A,C,-165.7386534250092,E,1
Germany,Jewish,51-65,19,-68.92949890866123,-37.54952401731233,E,171.85902615138048,21.60951274152155,C,B,-4.325802087711562,C,1
UK,Buddhist,36-50,62,-206.22028126373405,133.9414142275676,E,63.37387836528256,21.619852576845833,B,D,125.5344500419954,C,1
Mexico,Buddhist,65+,78,-68.12203011224031,-222.5078056039023,A,-143.76274367308122,-184.63205013073005,A,B,65.94465800150896,E,0
India,Other,51-65,58,36.67249865653587,-14.272687265584622,E,-6.65074486279915,111.64151717543633,E,E,204.18437432121394,A,0
Brazil,Jewish,65+,24,-8.255923654980052,-66.48920626931685,B,-131.34160057170484,-145.98528520071477,A,E,75.87494216567376,A,0
Other,Other,18-25,53,99.19791737960512,267.44790004215633,A,3.7398991659926724,106.79432158086028,C,D,-93.77875407406827,B,1
Brazil,Other,26-35,76,33.26526905668602,28.50952466850387,A,-67.15830932757483,-19.495528225039237,D,D,-219.85136276076474,A,0
UK,Jewish,18-25,70,-215.48662217775828,76.99313419445213,C,-103.83761468690429,-139.7233089339252,D,D,64.46868724210579,D,1
US,Muslim,51-65,41,-153.77065774784435,43.758439294760485,C,-3.108102329317939,7.545786711250437,A,E,180.91728402245656,A,0
UK,Christian,18-25,20,24.51258218305056,-44.358152306752594,E,141.69873996498728,85.24199253738146,E,B,22.124934955465253,A,1
India,Christian,65+,45,237.54926505467648,100.480962795422,A,-92.44723803649993,-94.01365069700614,D,C,-38.50140115819515,A,0
Other,Buddhist,18-25,40,-102.82926519570168,53.80880748276606,E,-129.1221484229077,35.39864346758951,C,B,89.32083307170956,B,0
Mexico,Hindu,18-25,72,143.76821156870952,-12.66395875479511,B,-123.85101544790594,-46.025583916601086,C,A,90.76543300288556,A,1
US,Other,18-25,59,249.4595241082766,24.67579233276174,D,-64.48622557266873,103.58670884081147,A,E,-32.04300935302392,C,0
India,Christian,36-50,63,-76.84322410541967,18.856804693469194,D,29.57006267630895,94.58687482594299,C,E,125.82195621198238,B,1
India,Muslim,18-25,74,13.738467624890124,-90.70935494802936,E,7.606738043726868,19.359640086208543,B,C,84.16936658115405,D,1
Brazil,Other,36-50,19,-126.21649236577869,-143.18571429299394,A,96.84047576561116,141.4411027982548,A,C,127.12840278392603,C,0
Brazil,Hindu,26-35,69,124.12681094274535,22.86998264579163,E,-75.56668002623964,139.23630861202145,C,E,70.36684170158371,E,1
Other,None,51-65,51,36.34343399011096,-203.91624818656888,D,-83.00075629028038,127.71736677616461,A,D,-51.3957869785849,A,0
Germany,Other,26-35,41,-112.44428944381733,59.86628165188891,B,-7.65820508472176,123.70795448203104,D,E,52.91638721865941,C,1
Brazil,Hindu,18-25,47,46.32945985525004,243.7439578435642,E,-4.003711229733129,50.514687474658096,C,C,-10.4846692599621,A,0
Germany,Christian,18-25,24,46.37764742126708,-175.5928915604669,E,-37.06728888259596,-124.77790310939095,B,D,-69.71616948589721,D,1
UK,Christian,26-35,31,128.80443446491415,175.83606455213481,B,-78.10588923266596,-3.511027503954551,A,C,-116.78351015938293,A,1
China,Buddhist,18-25,50,-55.02346848059283,-138.9078624846148,C,-122.10779612580191,175.86874795405785,D,E,-89.26186974457246,B,0
US,Christian,26-35,60,18.71034584403603,-70.09062777565303,A,119.20138449577107,-12.718714384933163,C,A,13.744217694062167,C,1
Brazil,Hindu,26-35,79,-64.27427946343902,27.59163076951107,A,-98.58098700325847,-6.999444245388503,A,E,120.69113939429528,D,1
India,Christian,26-35,36,-13.16386005749201,25.64378823820973,C,-130.98239989246093,-130.30101929256725,E,A,20.026352913537732,B,1
Other,None,36-50,62,-4.768338932264546,-2.2081173313886837,A,-44.40391676776967,8.340895901237745,E,C,14.378593253263036,D,0
Mexico,Muslim,36-50,61,186.3412322371812,8.037368097880433,E,99.20443602356491,-150.21086910002518,C,E,-98.06764022751777,E,0
US,Hindu,51-65,72,-159.64450078435445,66.12118903758747,A,62.40770858209199,189.21643998344328,B,E,-73.37809697989857,A,0
US,None,51-65,60,-127.11700429215614,89.17332201211072,D,52.60602803688019,64.60892024367698,E,A,-113.41907627878527,B,1
Mexico,Buddhist,65+,44,24.886423583274674,-77.89562647547648,D,-96.82787675703132,43.38913854753822,C,B,-28.837025789061915,B,0
US,Buddhist,51-65,73,-72.74124241822194,-63.21342484449909,D,208.70895464278635,87.39374549734421,B,C,79.79379524391888,A,1
UK,Jewish,65+,33,24.20034901500349,132.49130622210455,C,-106.96922400964411,-115.87767064304488,B,C,-22.66563841026337,B,0
Brazil,Hindu,18-25,32,-67.95373247350594,-26.957024553194266,C,-24.340138367650592,40.80874549391642,A,E,13.87176566163594,A,0
Brazil,Christian,26-35,35,157.3808643655699,-12.65869352218892,D,-99.81914390635848,70.92390762241423,C,C,-106.98949798359945,D,1
Other,Other,26-35,47,-78.97845173962456,-42.42655801720866,D,38.066716062625865,-26.157086826824283,E,B,84.61902113203236,B,0
UK,Christian,18-25,42,-180.4595685945531,-108.92114104092146,D,-84.4880968045857,74.18125495382944,B,D,-126.04196693441006,C,0
US,Other,26-35,40,-245.16349304198081,152.86827612369115,C,-162.64118097554478,3.8829102994432207,D,E,42.74526649830636,B,1
Germany,None,65+,77,19.799563908847496,-180.5245293169874,A,-77.82069252527837,125.98533233221832,E,E,60.41086135248099,B,0
Mexico,Buddhist,36-50,50,38.63595326414963,-163.74894643347335,C,-99.75825049941722,-40.99934743260667,B,C,-245.69335543511502,E,1
Other,Hindu,65+,63,51.453623871945,7.963679987990754,A,15.880719493716116,-37.23079970500179,C,E,127.05829628852841,A,1
China,Hindu,65+,31,7.332340259862851,184.30442613013324,A,-297.43873142108845,-167.15992447156364,C,A,-93.51041495380815,D,1
India,Muslim,36-50,62,24.146080816791237,9.79009841830741,A,96.33245643760647,-147.78130263280337,A,E,-54.93105217913572,B,0
China,Buddhist,51-65,63,-71.2000797431812,-91.54809553963908,D,33.01060616505311,32.12824904047605,B,B,-65.66259415582576,E,1
Mexico,Jewish,36-50,43,49.842823573305196,9.848434870769522,C,40.796622849440006,-39.77281569198689,B,A,6.277544515212555,B,1
China,Hindu,65+,79,127.28403716619636,-92.10775158030768,C,-149.31971631642259,-62.06300302264219,B,A,70.9633721311192,D,1
UK,Hindu,65+,20,29.000794259741248,-200.5937338543692,C,-95.07525276947672,75.425744537403,E,D,63.15050785659988,C,0
Mexico,Jewish,26-35,55,-44.34858137295304,-131.37443224610553,B,-71.14670914427953,8.728449525269154,B,C,-37.850109428765364,C,0
US,Hindu,51-65,24,-80.52606612796339,116.34300692995532,E,161.6085891214869,-25.42514217723197,C,E,-148.70413254196274,A,0
Germany,Buddhist,36-50,23,-54.069626213807396,153.05163780815792,D,-34.40651124823832,-135.98588772980028,B,E,-13.320893061217214,D,1
Brazil,Other,36-50,55,-91.33031056851505,-188.88789234509358,B,3.351647487730995,151.23083706047203,D,A,74.02935427471775,D,1
UK,None,26-35,37,137.41683530037886,-83.11188392374532,C,-141.89791085267993,128.98308282440084,A,D,7.900136408864205,A,0
Other,Muslim,18-25,29,65.9096031749392,-11.177986461917111,C,35.45428424197416,120.22767180228283,B,E,6.906256527737985,A,1
China,Buddhist,36-50,48,3.6620877089442256,105.45957163313733,A,-95.22777275321069,251.47427505175114,C,E,-28.13668956810777,D,1
Germany,Buddhist,36-50,19,-135.7755497980543,-31.845161811674906,C,79.70314602640498,-128.25694513232085,C,A,2.465486661301504,B,1
Other,Muslim,18-25,18,4.456937673224616,-108.05742887387255,C,-100.07886369666683,-146.92576807335715,C,C,-61.11877904707691,B,1
Brazil,Christian,18-25,31,-118.48021607188339,16.97734218294485,A,-17.31063621282972,-32.84750421279241,B,B,-87.95748157194677,E,0
US,Buddhist,51-65,61,122.29753945383676,-70.74293960879724,E,-118.70631943848255,215.96750323160165,D,D,-90.65785445280406,A,0
US,Hindu,51-65,21,-27.443594074872813,-94.52472879868502,C,-85.6668823838136,-66.12331995573464,B,B,-189.28496190286782,B,1
UK,Hindu,18-25,30,6.943175771791586,-156.40883048011162,C,55.36619772379371,-158.5819707686608,D,B,98.48120254573155,D,0
China,Hindu,26-35,63,42.4912687604936,-58.44607617090417,D,-66.87825411038308,-158.8435390337662,B,E,55.121587932087856,A,0
Brazil,None,26-35,29,-153.26543026194736,-128.9201524177407,E,6.850565427207887,-151.534694726057,C,C,140.0088371983121,C,0
UK,Other,26-35,63,56.24766387013297,-157.53847961925038,C,37.570763296267515,-159.82242537368055,E,A,31.01776221992759,D,1
Brazil,Other,36-50,48,28.502582831903535,88.2958520945798,D,0.731279787762345,76.97072878762931,A,C,11.32000039099036,E,1
UK,Buddhist,36-50,48,-54.19276154297184,5.274168521440009,E,153.37781975757952,-82.2826940396401,B,A,23.364756881180934,C,1
Germany,Hindu,51-65,68,-97.58496202445464,-64.22122233482655,D,-3.7581152014452814,4.577910881344746,D,C,104.08923414477596,B,0
Mexico,Christian,51-65,28,69.43109804771962,74.82457017050025,A,-66.76494888202306,218.32486384554915,D,A,65.83045213039736,B,0
China,None,36-50,69,24.036566097804908,-116.73659254648825,D,204.07558914244336,-229.26762262437128,E,B,-30.240098286919626,C,1
Brazil,None,36-50,27,-203.72073676025178,132.0614535302937,B,93.62981984171445,43.98640140541529,E,D,145.08530112148912,D,1
India,Christian,26-35,36,40.36159911264271,-6.929199727682761,A,-15.5836591584201,189.04553595837706,A,E,65.92537995616563,E,0
India,Buddhist,18-25,70,132.08045918005354,30.26528432281543,D,18.83504223016027,-130.4615265910501,A,A,-117.14807237818296,A,0
Brazil,Other,18-25,67,-24.59516713491768,-237.65074633470343,A,-9.900166043760116,0.6171036915045857,B,A,-63.8278394090347,A,1
UK,Hindu,65+,70,-225.3780601749206,22.34403317149469,D,-14.666573829385671,-31.036909348742263,A,A,-58.0619548229725,D,0
China,Buddhist,36-50,52,-137.26328223776844,219.0591659691358,D,-238.495903117991,58.16172990753037,E,C,-105.78635770852492,B,0
India,Other,18-25,46,93.59402771283976,-113.7871056320992,B,-87.44893051849002,139.8787468007631,D,E,74.17570680610056,E,0
Germany,Christian,65+,31,-21.328615279960427,-111.52231417037805,E,33.291810781251684,-93.97614884291791,E,A,-106.1845083714541,C,0
Other,Muslim,51-65,62,150.2230430194286,-4.519711664021789,A,-8.840980767542563,143.91409181183087,E,E,-9.700913861454728,E,0
Brazil,Christian,65+,66,107.43719065765404,-142.80228113968292,A,-58.555822303412505,-194.4168693880107,D,D,243.02262384262355,B,0
US,Other,26-35,78,66.37593921007466,75.03055428434288,D,-59.422812437470675,6.7460837504997695,E,B,-43.84539249008572,D,0
Brazil,Hindu,36-50,71,-2.947660001278491,-94.7100398498053,B,-15.011579696487095,-28.7409941008719,D,D,-85.4285020921666,D,0
Germany,Muslim,65+,35,-5.512442027602474,-115.58146922201765,E,-39.558039419204746,0.9863980314282822,A,D,-59.29687873566988,C,0
UK,Muslim,51-65,26,-85.72771059304316,-39.72944845128298,A,-7.44629151616832,54.67395356994215,B,E,-1.6559442725705906,B,1
Germany,Buddhist,51-65,47,-33.57943440223855,81.57021372997887,E,259.75807599017446,7.575333279527603,E,B,-98.8853002051138,C,0
China,Other,65+,33,-6.405333551939352,21.086964336836942,C,3.5111728400060036,6.5944990420335285,E,E,20.78230233213647,D,1
US,Other,26-35,57,96.59190528354033,-44.01985453941816,E,119.36983836464086,102.51823950066405,B,B,130.94650684883732,A,0
India,None,51-65,20,110.5784936279132,-84.23378669323772,C,74.99038971063703,78.81433226603407,C,C,14.876916589607605,E,0
India,Christian,26-35,26,-8.160987338440293,5.453892993341328,E,140.50169222385648,129.7309871094473,E,B,88.39708354298234,D,1
India,Jewish,65+,47,18.8490354868761,-56.02284058276942,C,76.85583428252552,-206.47592602086186,E,D,171.81422433482254,D,0
Other,Jewish,18-25,28,6.748075387432391,111.81609477864703,B,-20.86044026661354,-33.227232416692324,C,D,-113.0776120508364,C,1
India,None,26-35,41,-31.05891032312141,-22.47147495735129,C,-59.08943141662433,35.845367733069345,E,D,-83.40418493633479,C,1
China,None,65+,28,156.70588005003103,-8.625153915992065,A,-99.27751315726708,232.77758146994958,C,A,-153.24087023688065,A,1
Mexico,Jewish,65+,43,104.84851868766074,-110.48390240223395,B,-114.79850846394577,-4.605388311396471,D,D,36.71559803473366,C,0
UK,Hindu,51-65,74,-114.98731486735309,63.524388336471816,D,-89.84914808811268,52.3572202083208,E,A,123.31317800153813,A,0
