ethnic_group,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
White,53,B,B,A,C,C,D,141.96623198621984,D,-79.66818465898648,C,D,E,-16.011821880435395,A,67.89690689532864,107.47753970859455,-3.7055725921117957,-38.309674200422826,1
Hispanic,59,C,B,D,B,C,C,-151.89971653686354,D,35.606492175301,B,B,C,-232.77561244187996,B,-47.545096041619395,8.151678522612094,-146.0950505179731,43.58577521726763,0
Other,58,D,E,C,B,D,E,179.94746913747238,D,-85.59351582235868,B,A,A,112.26274167634706,B,-22.69127610650673,-11.772241440141968,-21.050135331969592,216.5683675867676,1
Other,69,E,C,D,C,D,D,-100.13996332975053,B,-65.00093683612175,E,D,C,-157.75366093776364,B,-108.00358189754232,-120.89747060494965,-12.368177059001454,-84.73139073575237,1
African American,39,B,E,E,A,C,A,3.696243540044237,B,224.13602419764297,B,E,A,235.75789739387693,C,129.8329843610137,-91.76235854869824,40.26966029636589,-146.29681968368152,1
Black,61,D,A,D,E,B,A,-63.140897550809505,E,-63.96466995227578,B,A,D,-160.2269069488854,C,-74.5981946040604,62.16056325943059,14.004253906281944,-31.366518479231175,0
Black,63,B,B,B,A,E,E,164.5432269560294,A,79.0742856394201,C,E,D,52.53765127782,D,-90.90488368025677,-50.003670668523505,209.82746500369961,52.78485912805762,0
Black,39,A,B,E,B,D,C,-53.3967269350647,C,82.05326668290824,B,D,E,-249.95869785254067,D,81.1408690896883,49.69838193225782,-29.180719620853246,-130.19765127657035,0
Black,53,E,C,B,C,C,A,-75.96459344734761,B,159.54953470450153,C,A,D,154.94556408073382,E,-53.53414974505031,-40.23407416942318,-43.05247340472901,-125.92842721611561,0
African American,54,C,B,C,B,E,D,69.26638869217109,A,32.47733279278079,B,B,B,39.63114738861898,B,19.789571917827228,9.290181742826906,132.63308186745357,46.66603409038405,1
Hispanic,70,C,C,C,B,E,B,290.8419086655823,B,-48.73854139609105,D,B,D,-94.38512096589353,E,-42.67234628838602,50.898542746701835,78.64702812608374,56.25941893367966,0
Other,72,B,E,A,D,A,A,19.084368698491332,B,35.540963478466296,E,D,D,19.668584535032128,A,40.80540502558121,-8.582195022713533,-25.85783248994985,-17.456733017271574,0
Other,48,A,C,B,E,B,A,-120.34039197888322,E,47.98837671306746,E,C,D,-118.69339388438875,C,6.532648073806614,-0.4723106169688802,108.73810197367959,-80.99072779392502,1
African American,58,B,B,B,D,B,E,118.94813211833531,B,-245.54047416595637,D,A,A,4.452816572311661,B,0.7500320825705894,-10.255567610523444,-65.5020854958867,-32.74287098568634,1
Other,65,E,C,B,A,A,D,195.65356739661462,A,-101.21948826097903,C,E,C,88.0011764762434,A,78.27858728235131,61.180143644899,168.47969378948738,-91.1336365897986,0
Black,44,D,D,C,D,E,A,110.41099570956712,E,157.2464306503947,B,D,C,53.79768366744393,A,-7.3185844297738045,-192.17248806659825,-13.494383116099968,-6.392009135731669,0
Black,75,A,E,A,C,D,C,-211.86179725786022,C,-7.4723977797066725,A,B,B,226.44874239183298,C,-139.9424230343084,-23.673355322853716,-100.85266807320363,-66.25450546282256,1
White,79,B,C,C,A,C,D,-53.64543960984209,B,134.48419469048852,A,D,A,210.60048779821398,A,-16.01263562016485,105.74250563837917,-26.089161862991507,-182.26256143155476,1
Asian,63,D,C,B,A,A,C,-129.68316723438335,C,-53.31165928750264,D,E,C,74.20590304964605,C,-51.18317121948157,133.8272715121328,106.57032381880029,-160.02833821095982,1
Black,57,C,E,D,A,A,C,-37.71824720011751,B,29.21814682791354,E,E,B,14.777316840462069,A,-135.49133008901865,-195.48517391373815,-83.02069295082757,66.43935014126407,0
White,23,B,C,A,A,C,D,-89.3036096092082,E,-28.032458109281123,C,B,E,80.89936590529089,D,-102.69145355881237,187.3901497059318,186.27635648265903,-93.01246976268375,1
Other,71,A,E,D,B,D,E,-47.540663359024805,E,-239.67434406386036,A,B,C,-57.05262798048025,B,-50.234318961119904,5.11847838917277,-107.43897542010697,-62.349413736969815,1
Black,47,E,A,B,B,A,C,52.403258265286844,D,-33.34323609100508,E,B,B,-23.60199272436785,C,-86.60977775806029,86.02877577567227,-211.1283141772467,-44.4562734541179,0
Hispanic,37,E,D,B,B,A,C,-123.4998292685411,B,-76.40341753618696,B,B,B,-49.96849830407145,A,-19.81957204293664,-66.88036333640967,16.636534704311664,28.804609419107933,0
African American,73,E,A,B,D,C,C,-159.39548999358385,C,-21.160221409545176,C,B,C,132.83579467866716,D,-101.54510672462989,-106.04620016126812,95.68773978978483,182.52180176200048,1
Hispanic,79,C,A,A,B,E,A,-176.91218028169033,B,6.035973271905177,C,D,C,136.81150390682419,B,143.84905794573578,123.62092356380383,-48.128926951725305,-97.94475414190153,1
African American,66,A,C,C,B,B,A,-179.4262448732972,C,45.418996670019965,C,D,A,-160.3399199419299,B,-163.0236450251071,16.817112625344777,148.19774420148755,16.834212077968736,0
Black,31,D,E,E,C,A,C,12.002793220995276,E,36.863898442031726,C,B,B,13.610318998701745,C,61.88818949217113,21.12155904464293,-103.47979506192276,19.119927572829855,1
Asian,37,B,B,B,B,A,B,-30.040634643952373,E,-32.072398753789166,B,D,A,-101.02858538526893,E,148.34702170869758,211.67588848104057,95.75721731635585,-126.65626743670515,0
Hispanic,23,E,E,E,E,E,A,89.4129499726069,E,-89.83679645993816,B,A,D,112.48620023681303,B,-96.78421486992258,170.7042513485103,51.096363921826146,-0.23216859920202582,0
White,32,B,E,A,A,C,C,-3.90018616538855,D,104.84451710134306,E,C,E,59.79958308892254,C,176.54996439379053,61.017320949647015,107.06634825538914,86.59741243639026,1
Other,28,E,B,E,C,C,B,44.00932150082641,D,14.129301906801414,D,B,D,133.48541709710088,B,11.51132452935241,-199.5379289716784,14.554602164968053,40.70859606039372,0
Black,66,B,E,C,E,B,A,19.866195104508822,E,211.91420538682615,C,E,C,-40.369774927356126,D,81.90836820244101,-162.64109318612884,-36.89853996665123,90.45983185964364,1
Black,75,A,D,D,B,A,B,-32.637728423055975,D,19.45505026820113,D,E,C,161.38944365336462,B,-138.4022135202662,-96.34519396724896,88.88664200158303,-40.640804500820686,1
Other,55,A,A,C,D,D,C,-53.31776047128945,E,43.775065917740996,C,C,A,21.790467129931002,C,-234.46306568105194,57.70189675912319,61.993294967391364,-165.04025611447136,0
White,48,D,B,D,A,E,B,-117.55102316187866,A,60.49380630461848,D,E,C,135.67185899244356,E,30.45174081541886,108.31336099222808,-132.19070103907183,-12.884155698015862,0
White,42,D,C,E,C,D,C,-23.670456790554308,E,27.06299187814117,E,D,E,-65.29794494097064,C,55.04589819837587,-148.02718615197398,-75.00733681859516,-75.76979083576408,0
Asian,24,D,D,A,B,E,D,-8.10284689038646,E,45.62627973507457,E,A,D,-9.37743872528732,D,56.20821679496473,69.05237997728071,-164.48218127351893,-218.58869994074502,1
Asian,43,A,B,E,B,A,C,-102.67775605005198,E,101.58313533164167,D,C,C,-4.72690348918412,B,-83.58520867277963,184.8513791454278,-0.9232220423670837,-69.79660677459484,0
Black,72,B,A,E,C,C,C,152.97968355304042,D,-63.4488511761084,E,B,A,-14.288736590542797,B,-117.15959316911109,-58.95062066831493,-85.76135293234745,172.80693432974604,1
African American,50,E,E,A,B,B,E,50.343975541391686,E,54.81378196596466,A,A,D,-73.23985185732327,B,65.71741562581079,-60.570450078344464,-189.86477350443448,-90.04191083162294,1
Black,56,D,C,C,E,B,E,94.289903272172,C,-15.093976819834264,B,E,D,84.06875896838667,C,-1.5580269854212296,-54.65769007934708,98.12669210004272,56.58749435401619,1
White,60,A,A,C,B,B,B,-178.10823548117028,D,-149.71235688713486,E,C,C,-217.137903460839,E,135.58807473367628,-39.416072010418546,25.55092262628952,-32.352001851524015,0
Hispanic,53,B,A,A,D,B,A,46.878890742142524,A,9.08812740090623,D,D,C,-31.021378815175137,E,-119.16070471774192,35.300112066027395,90.1266548706103,35.0172824388409,0
Asian,19,A,B,B,C,B,A,-154.645445227384,B,37.98487889166746,E,B,D,-122.388984720586,A,222.8025461584939,-80.97566432642776,144.27262195874496,-157.38222071375029,1
Hispanic,61,E,A,C,C,D,A,-54.94687407539583,B,153.99867376230685,E,A,C,116.98245699482234,A,19.5954165288902,-6.67465830104428,20.54556007674361,73.59342963413751,1
Asian,78,A,E,D,B,A,D,-186.25057419055886,C,-41.19694749128675,D,D,A,-50.85087459726583,E,-13.541346908728267,-171.05475315252696,37.827787688163106,-101.1857252889617,0
Asian,26,C,C,E,A,E,E,14.090165504469052,E,17.750081301615648,A,D,D,-14.764801744803268,B,33.52941509495837,-79.74525754567402,-36.501277206974045,-119.77385015835496,1
Other,62,C,E,B,E,D,E,-156.07085561527336,A,167.97461007747373,B,C,C,-46.951240525471206,D,-3.496474361838569,-63.108713027746276,113.8960507728432,-82.65023957630004,1
Black,53,D,E,B,E,C,E,-46.96196285620263,C,-17.110972284080294,D,A,E,-69.71896162643925,A,-59.72418676703186,-78.82782340323749,82.69491417757824,178.79056259801328,0
Hispanic,19,B,D,D,C,D,E,39.52702029461583,C,127.90105220418543,B,B,A,174.81617026753958,D,7.489805005228131,-9.5111775390231,-18.223514640274477,14.631104470363676,1
African American,52,D,A,C,A,D,C,51.02463898124976,B,-24.002691837140823,B,C,D,239.30285011812927,B,82.7792746526989,-83.56303850802746,47.04500851706426,72.87356690147992,1
Other,32,A,A,C,E,A,C,-161.99148269841646,A,35.56499520722953,E,A,A,-161.43113683556444,E,-12.678148182701735,-175.74756612704573,-14.5675929469674,71.95443583733162,0
Asian,47,B,C,E,C,E,D,82.61419781257541,E,-65.82641437575316,D,C,D,58.01395817592396,E,-42.43259418439131,47.09932570156393,-154.7113198230907,-9.524821512280624,0
Black,79,B,B,E,B,E,E,192.3091522170076,B,84.18882577503486,A,E,B,65.91220497366534,D,15.820663229228568,77.26359996977668,102.52842408753678,112.24646444040079,0
White,43,B,D,D,D,A,B,22.950939975095714,A,-228.31506165274743,A,B,D,140.28848660136822,B,118.26746137722384,-95.46387455282506,95.9366358016527,-85.85320472336622,1
White,34,A,D,B,D,B,D,-74.28113048198296,A,184.62683062593936,C,E,B,-59.7192994483796,E,23.59527020061213,33.70156986599525,-68.63602840892561,25.806035739770316,1
Hispanic,77,B,E,D,A,C,E,-109.59286953052202,D,122.08927828519063,D,C,B,-75.54893861723882,D,-150.19314922416694,88.53292746103924,1.340852487570454,18.994221757018778,1
White,58,A,D,A,E,E,A,-126.65521812923674,A,14.180140831162602,C,C,A,-88.67551513446377,B,-61.850847288137686,-284.70253128566003,71.29237749544576,58.255401254673004,1
Hispanic,23,E,B,C,C,D,A,126.40085430769021,D,-15.977683713074398,D,C,D,138.98528907239586,B,116.01893479124858,112.0016036349817,22.13379497305732,-5.22627520534357,0
African American,37,B,D,D,E,C,E,-44.12150122640781,D,-5.165041436990186,E,A,B,57.874982783889074,D,-156.3754446361977,-4.67516160156016,-5.271522518168398,-192.80268358402083,0
Asian,50,A,C,C,E,E,B,61.61014196855611,A,-41.06923670560925,C,D,C,49.742396507347216,B,59.995146836163684,-36.652091761192295,-42.20769951587825,248.99270737444573,1
White,53,B,C,C,A,C,A,-10.778552702621127,D,73.94678197126831,C,A,A,-74.77558814095633,B,56.747800472151575,61.01231175740459,-2.022475176025734,70.01818241741037,0
Hispanic,46,C,C,C,A,A,D,132.19722972714268,B,17.378461621905416,E,E,D,-8.524898865972672,E,-74.72833651029764,61.04726568684208,-91.9327506829999,-181.7603736714393,1
White,19,D,D,A,A,D,A,169.72845166631635,E,-96.08260414399028,D,B,C,-39.771403677792975,B,65.77436315933765,174.3731413953985,50.88963777065533,86.61054519148027,0
African American,23,C,A,C,E,D,B,107.74936613418775,D,125.93963921181751,C,C,B,88.77079650057802,A,-107.9459270131901,55.534053656470604,-24.746032832702316,333.4920965886547,0
Hispanic,58,D,D,C,D,E,A,124.03629300355293,E,-107.1159642323553,B,E,E,42.3837216779754,A,101.52851834285958,-69.69531487928276,-119.30313755786584,17.489740387569018,1
Black,72,B,C,A,C,C,C,68.52999004726185,A,27.9245992331729,A,A,B,-34.31159575322831,A,99.91425502180368,108.5938202407861,-143.66736794668614,-75.24371666023829,0
Asian,51,E,B,D,C,D,B,-41.845640508835146,B,-1.391166009177745,D,E,A,-79.74531841003972,E,101.00766580961198,39.4840458572216,-96.82182764234211,1.4702150072586389,1
African American,74,E,C,D,A,E,D,48.63371817295581,A,210.69151519662896,B,A,B,19.419082989913694,E,-191.20593936714045,81.12638991586138,26.85058089058575,-55.10210946033115,1
Other,34,B,C,C,D,D,C,-29.664672315950497,C,41.73968393568045,E,B,D,41.211761791081294,C,1.8723758745492802,-175.90783411537697,245.3884724046116,-87.4426324071788,0
Hispanic,62,D,C,D,A,D,B,-53.40577412966718,A,80.19753602727599,D,A,A,7.006219743718953,E,-6.979968079561908,16.836207077562943,-17.432885303251204,-233.81506699260405,0
White,32,B,E,C,D,A,C,-94.27800635192243,C,-14.795588462894415,A,E,C,-119.01363198019665,C,142.57504930091383,-58.10115911585412,-108.57784841390983,-253.4128746140673,0
Hispanic,40,C,A,C,A,C,B,-86.40971364106024,B,175.5733421158942,A,A,D,93.24252547464702,A,-17.942426594109236,-1.7421539918935331,-26.166302935201568,104.55527348483069,1
Other,74,C,B,D,D,E,C,106.05690411256377,D,-74.68050881264885,A,A,D,75.69804483824973,B,-67.01060016512706,19.348345089854398,30.036206810065586,196.46338532682452,1
Black,76,B,C,A,D,B,B,227.2897441077093,A,194.45767877063312,C,D,D,-88.32049335485563,C,29.10891372012463,123.76031831799806,-176.8451814783065,-24.388825800710638,0
White,50,D,B,D,B,E,A,-10.616638396797521,C,-111.13427164722516,B,C,A,262.17864901560716,D,-135.38991551160132,80.12692537654294,157.69575249006235,-103.1849823291493,0
Other,46,A,A,E,A,B,C,-124.80166534453174,C,-51.944435855946544,C,E,A,-97.47229332027955,C,37.11957993611698,154.2402328178546,-42.351046536974145,-17.684759775679698,0
Other,27,E,B,B,B,D,D,-21.761231069978674,D,173.71519589631203,E,A,C,4.005591122704807,E,-210.03760012294183,15.122503562296183,-23.585405251330823,-126.20643388579644,0
Other,39,C,A,E,E,D,A,-138.20135502696897,E,-60.528636522370306,E,E,D,-99.4448237982227,B,127.30655962018895,165.23888313278655,170.464346324787,-38.17549366185975,0
Asian,64,E,E,E,D,C,D,-50.67067355801097,A,-13.876195378165898,E,D,A,-12.816751877926746,E,127.92748428979228,-15.444990158497799,41.834167797194745,39.92447408975223,1
White,60,C,E,B,D,D,E,-46.617610036167896,E,-6.297063511923966,E,B,B,-220.64216669292978,C,-32.64339673141319,111.56862442949105,-48.73711914031655,66.04485150793761,1
White,24,E,D,B,D,B,B,54.84901972559955,D,-98.9465997594555,C,C,E,-14.171260507514424,B,14.01963756356212,98.27471505593316,39.53395744033447,-38.46474112860721,1
Other,53,A,B,A,D,E,E,-10.825131086642452,A,-34.57761084268462,C,C,A,-137.43662587427167,A,-68.42660492227644,-96.58795821602153,-77.64968174729214,205.52710100153658,0
Asian,60,A,E,D,D,D,E,116.5039898877399,D,-11.179336221100208,B,E,E,-31.140733696785507,E,23.502759193131634,-193.05035534103806,-16.82578322006622,-37.15035365614827,1
White,76,E,D,B,C,E,C,-44.214264928058284,A,-2.5605672519308316,B,A,A,25.772708635529796,D,-3.3444820915795543,32.74517219642938,-183.36509778124886,-181.76581161579767,1
Hispanic,29,D,D,B,B,E,A,-39.30042835742892,B,118.00265861003525,B,A,D,-27.69765947799585,B,1.5784744954264038,62.05411193684588,-196.11375656513874,7.89708368449457,0
African American,26,A,C,C,E,E,E,-21.852689487997328,B,-60.876995363019425,D,E,B,110.31257475742532,B,249.25798256133666,143.32669299267727,264.3861348280313,-81.51344190022989,1
Other,40,B,D,D,C,C,B,-93.27020315686956,B,19.625779027075776,D,B,D,152.03477331022373,D,-77.47539674086364,27.03471903346247,-57.52268552810841,31.18800288691895,1
Asian,57,B,C,C,A,C,B,9.057282653008482,E,-53.82566849537515,B,A,D,16.543021659854467,A,3.9362906192499443,-107.33170994749597,-55.86695472243699,36.02272419987192,1
African American,72,B,A,D,D,B,E,193.4868886332793,C,96.64284311360308,C,A,E,-160.20192579688987,A,106.61445975099768,-202.86887932710496,175.15554462287702,68.17513187811946,1
Hispanic,52,A,C,C,B,B,E,-85.9651869077776,E,63.05980623284471,D,B,E,71.3598575171823,D,24.25358974039668,130.95769436714812,48.80554916727798,-19.444892083116716,0
Other,79,A,C,A,A,E,D,-97.30760881951218,C,16.73381906479519,B,D,D,-143.0651572731461,D,119.16528696533469,-72.81170999166213,72.53908378063349,-65.84039997971219,0
Black,25,C,C,C,E,A,D,13.267398621681917,C,3.741881862903988,C,B,B,-170.97272748318852,C,-115.94511037894024,-1.3713282043933384,18.478843817383446,-23.86073044191781,1
Hispanic,61,B,E,A,C,A,E,-189.49199425511125,E,-0.2968836278659413,B,A,D,68.82315750391324,E,42.044429922845936,12.349620044186125,-117.6879467025013,20.398498834301563,0
Black,63,E,D,B,E,B,A,168.29949413588596,D,90.83805404348553,E,A,E,117.60693456833215,D,33.883090118622825,-248.74985262584923,89.8835807541623,19.098339543666075,0
Asian,42,E,B,C,E,A,A,-64.78813930602573,C,-162.78489034629249,B,B,E,143.46284322198107,A,127.08880738210986,75.97167001271976,-34.06728445754765,60.01876595857577,1
African American,45,D,B,A,E,B,E,-120.97055620795439,A,-59.91903571257953,D,E,B,193.5551074174045,C,243.49543208557503,8.739428780979445,-147.9868759233524,-84.78851878106457,1
Other,47,A,C,B,A,A,E,134.20669913880178,A,-121.1268302271801,E,A,A,-74.71455722299092,C,-11.535535456992662,-227.5913321692223,-43.12171532100113,34.645883672448896,0
White,53,E,B,D,C,D,C,72.09210403529248,D,-40.82014823994464,D,A,A,141.5746691831402,E,-73.03887756656505,21.277916858847828,-85.41000148243724,-72.1415407890355,1
Black,40,A,E,E,E,A,D,-158.87107260243832,A,-320.484546255632,A,D,C,-62.178973966925085,C,47.4014717045175,-65.9122442534708,23.487652208552063,-108.54512441810631,1
White,50,E,E,B,D,A,A,82.2240773710307,D,22.016496605710206,A,C,D,15.857764184644,C,18.766511099336856,-163.95362134126117,29.6004507057913,23.55110064373609,0
Hispanic,69,D,D,C,B,C,B,-50.36053066523757,D,3.7470458326670744,C,B,D,133.6435221150252,C,118.26239812744075,-53.43766663123887,-144.3919698481108,-73.72942048457118,0
African American,71,E,E,E,B,E,C,144.62185723342802,C,41.93603262898573,B,D,A,112.1344199568947,B,19.647589663729924,14.615656985534994,61.90266487595613,-192.5071102344521,1
African American,47,B,C,D,E,C,A,-83.06822771479092,D,79.73546927835179,E,B,D,-118.9878173326059,C,127.55094166079803,106.97618293667968,132.67467517190994,-12.913018747616874,1
Hispanic,67,B,E,C,E,A,A,-53.93467285797987,B,48.61431797704554,B,A,B,33.838597297933894,B,1.748527437834542,79.1867113461981,12.324081392430585,-10.537395555889715,0
Asian,37,E,D,C,A,E,B,82.07692607511845,E,273.3662387230667,D,A,E,-115.65856859069159,C,-22.850134477701516,102.30189785374479,-43.23202901787028,-90.54012352186083,0
Black,66,E,A,C,C,E,C,-58.754350768287935,B,84.27128888418315,E,E,A,8.862409399129252,D,-89.48540752067109,31.59135608314593,55.43174594045804,11.133620019447147,1
Hispanic,40,A,B,D,D,A,D,-20.152687748432356,A,-45.23579700486769,A,B,B,-87.26279688748436,D,91.90812034819767,153.18316084794873,-101.06220023401629,-81.44318552224554,0
Asian,54,E,C,B,B,A,B,11.153025167245552,A,-181.66212615667033,A,A,A,67.92628883883248,D,58.871679216501036,15.59382126646133,99.63947589595521,-42.383953672493,0
Asian,23,C,C,C,A,E,D,1.1509629067993221,A,-105.7702501200821,A,D,D,16.028584793791353,D,8.08869816261931,-0.6640937126805181,119.11323902470916,-44.57810361093431,0
African American,21,C,D,E,A,A,A,108.2234261691782,B,-27.415090308818556,A,C,D,-135.44321333647457,A,153.64771075305393,-34.20873117985752,62.12239209144095,35.69851277168555,1
Asian,79,A,D,E,A,E,B,7.4714622142200176,A,-17.274902186112826,C,B,E,-8.697211150050938,A,-63.065915540684856,-23.87990743559053,71.50636579370381,113.24383850116,1
