age_range,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
65+,No,-164.2342896022372,12.635788484683328,2.7217749306257626,77.70141694066244,-312.94607585638266,B,B,-229.64402580299702,-15.564739600521344,C,67.80927413448326,-10.422354450075606,57.77287892524231,-79.2803796011368,-30.27195533946532,-4.511908959582846,E,E,-52.760786841612436,0
51-65,Yes,23.726421944484528,-34.992852993563815,-29.84003644294715,29.507068265486282,-61.615417828561824,E,A,19.551776117295912,103.78695952292667,A,-17.306775827055016,127.61797132037023,43.054721880749035,238.1525637988541,77.70388656691809,-99.60077608071316,A,B,-63.4453825094198,0
18-25,No,111.78270430965702,39.26225084280248,-218.6649183157297,51.62957451699398,-155.0087819103198,D,D,-2.711211086839497,43.966580685196085,E,104.01297443402274,-145.04456082221756,-71.13310921339585,138.97402647329426,52.438810317494614,0.06132573074368998,C,A,2.7619964831608583,0
51-65,No,74.01771099611642,27.57259681389869,85.23401946574813,-21.122279227332818,-5.029033644577989,A,A,147.02624516760415,-60.260189853518334,D,-12.055257123352975,-93.1616102888091,34.48483840419361,67.27245722002323,36.638119499831994,-44.23029822270401,C,C,50.3834714318254,1
51-65,No,-81.47425008219777,32.03542142457079,183.1985338247817,9.548426911167187,-32.50586804138798,C,B,-118.42103074642256,75.64327832986943,C,-48.35826827602282,-38.69686480982873,72.72591010516793,-115.73927107393021,70.97381507735822,-183.52568159299585,E,B,45.69467927282244,1
26-35,No,223.630073226864,-129.99998438996704,-20.502704603591372,19.945050391492636,42.649009308556266,A,D,6.159772186850529,66.89535568738198,A,-1.0890435616398304,113.35166223831237,-227.5435871519686,-149.6270091840929,127.6655534225297,-13.583473702991283,C,C,-103.48804721502296,1
65+,No,-116.9041590670972,-123.24789810160858,-124.03301838299912,-178.36169303347597,-155.16792416317628,C,D,-77.31528095618343,49.54626090157909,D,-54.00012624962185,-85.98141997125364,-74.8297000068845,5.323407955428201,66.35252455809893,24.576171609745927,E,A,-73.53293695341787,1
26-35,Non-Veteran,-142.470130966689,57.20110619185835,7.79350353519115,-58.4413680008615,169.53865506320187,C,B,4.327316585838585,88.76620524373837,C,96.12083585199501,248.6571060858205,47.08475505544906,-29.115017189300524,27.39884929965862,-52.948830517240474,A,D,-26.67206083507111,0
51-65,Non-Veteran,55.11084928261809,74.54238103911848,37.285756821466684,117.81222670815168,30.14791043269377,B,E,-115.19560636552588,82.24342509719116,E,16.890292469565424,-74.29187128315886,27.093430370672717,-1.5696082563745772,-34.00897247805559,87.67035389565166,C,B,51.379540625137565,1
18-25,No,-3.5407396262023307,36.94831161728449,64.8251891973186,-65.81232239244098,-35.737643537377494,D,E,190.00508183347605,-183.05311005756633,D,154.91396999530198,-62.44661581016927,156.57530333920158,6.416357770586703,32.97911666824894,-58.88066036539501,B,A,-82.71775309780506,0
26-35,No,-53.22793939088829,-71.88395739296313,217.84178958772134,15.908897390773374,29.065888757444895,E,D,166.97345619747102,-142.61324114251957,A,-15.837475695299155,7.600969884249574,55.63318957456568,-68.76765987180698,80.9846334950168,-79.90205550885334,C,D,-84.07337696211324,1
51-65,No,100.56587695339667,-191.2076416672662,58.18879704530352,63.33193820256171,-18.390210727218,A,C,-163.18078414093898,19.001795309090056,E,-117.61460908561739,218.1699703542138,65.26286664467503,8.923107368900904,104.21618571824314,144.74658730873503,C,B,-36.902120298366846,1
65+,No,38.599475293580916,62.413342555508265,52.799103531983846,-141.04546608780674,45.41019167120548,B,C,-161.53888519219126,108.11198368428254,C,-248.59957436792834,-39.9059850840555,-70.32996856569777,15.460210058409068,31.562374817086024,20.954347539203198,B,B,-96.51293508731091,1
36-50,Veteran,-2.210464814743167,-70.43651786715985,-45.8210558697616,35.41074371929452,86.1942034580896,D,C,3.5734137359490803,-14.978071654516217,A,-105.43672557212831,72.20624593843641,-16.987302749081437,199.355083817911,40.72820478320907,-24.00685710186886,C,B,156.61301009927914,0
51-65,Non-Veteran,-236.30859178226865,-47.442910884490914,3.7665017766698146,62.21299148636069,-106.50733395403374,A,D,-179.69022546609827,-117.43056918970825,C,8.370987661951258,-94.93404005110759,151.58563996099429,-245.62295925000157,185.68308838345675,49.66021469724822,D,B,66.45564321773885,1
51-65,Non-Veteran,-136.32729356526622,-89.38935558859303,27.331185556687014,153.31290692808335,-42.69176678881219,B,B,93.94372827960783,19.546041921687724,B,90.29443529800281,-70.95956046509767,-19.19900916065518,-108.06979921627764,105.03829055493674,163.6890019754777,A,A,41.55213112118441,0
26-35,Yes,28.571800997829467,6.65818505093897,9.708122305694692,-26.95199526200524,-112.31849530109454,A,E,-79.09265039604331,30.68509267147806,B,-47.65360046470595,-85.83105171000119,-259.0225261109311,90.56498583480307,8.757300409122598,-81.29905528617205,D,D,4.287646877538333,1
36-50,Veteran,18.705743175807417,-60.07455077551936,130.17726878221148,-80.95428167250842,126.49434583723173,B,E,-43.688800462913456,49.27822204333267,E,18.378935194099626,-113.7490099009393,-77.50191902480442,47.219611338668685,37.89227772016541,-169.3095050307332,B,D,94.10473856001651,1
51-65,Yes,105.64422471955986,-99.53185466730518,-109.46425523499221,42.08392956679721,-54.11517538416712,B,B,225.24273926988266,9.4964663291123,C,82.00689391948231,88.73569526588858,16.928438222865378,-121.61708800391706,-114.39053060479645,-44.669694050460535,B,C,-10.111728612735503,1
26-35,Veteran,18.34198974729468,43.36070527419531,194.2055882222771,11.565791354297755,-9.254396185060251,C,C,-71.55738139062788,135.9562367213245,E,199.43448340278968,58.79598633829792,111.4888167300635,-101.78440406855769,-38.43039149551698,60.01524362516073,C,D,-143.60829613146026,0
36-50,Non-Veteran,-95.94342533992588,-174.8888144581411,74.76992770675207,-95.98757846711344,56.98333208741031,A,C,-32.51236120917676,-42.66058364536725,C,211.34072964417444,-88.70627451631692,83.40203401788654,146.40352089148416,157.84832345659868,-40.164728667239686,D,A,156.00677687708557,1
18-25,Veteran,135.03159043747473,-128.74796845333685,24.52238781981618,0.8894012224721687,-11.9765281524095,B,D,79.2115828451413,193.89858604432897,B,12.254476309323497,-96.71798986147519,51.1583981043171,-241.90186830679227,14.34971439455562,-127.77292226924712,C,E,201.63927064976326,0
36-50,Veteran,18.688351288210058,-201.87000122488587,-49.921402894354806,-31.30472503851961,-40.390942568555815,E,A,19.31792778188328,116.534294124191,A,-262.88053300887816,96.55556203587503,-165.9323419553128,61.80999376867924,225.7909529904765,37.81059246197315,A,A,71.06394531983855,1
18-25,Non-Veteran,-94.10041665267276,217.2644525494167,-29.343837121252353,101.26276521229785,-42.72432289023312,C,E,-39.98755870136726,-172.95508538292557,E,166.76741336444277,-138.066846640585,39.268966356814474,77.41612914587294,-20.736412632787662,-71.18198240158598,A,C,64.05124786334972,1
65+,No,-12.036802305310857,40.727377365696924,16.240287786458392,138.02167127626402,-141.66512864556444,D,D,-121.51427210648278,70.46777689280205,E,53.240094454290954,176.54476259715256,36.7751445137901,212.22132637548742,-119.79682476770874,-87.04199553608211,E,C,-84.07190013403076,1
51-65,No,-33.524436467597404,1.123684045380799,-141.02677594944186,-16.222767971290057,-53.684294462906166,A,E,73.98126648268953,17.633144763063452,E,3.2077432425954773,126.46474443261084,16.497964116839654,56.028677885342425,0.506762629587359,22.883450346893525,A,B,-138.77472799990198,1
65+,Yes,-64.50318697146653,-79.30964627579402,197.57933952795386,-267.90580806748176,32.59154025968319,B,B,-37.708051620444635,85.3019664037789,C,-53.1494543629112,-186.86110507442854,28.287228300308666,33.228963606295665,-64.20575370848597,114.6495423371601,E,E,86.53498103047059,1
26-35,Veteran,-45.555173370730174,-156.35278446151128,34.77687836352213,-103.46898941698817,-62.02902382894979,D,A,-284.71163764197496,101.91709433964557,B,-36.87208195944151,-125.0769812122301,-133.6856668291099,18.709190420077622,14.262710138849124,35.376571953188304,B,A,-168.94022091796828,1
26-35,No,52.9447857669375,12.75647713350168,36.23277888035217,-142.79736852402155,-165.49179417877485,A,A,-10.392441181830545,90.8157464074372,C,-238.4930282299118,-8.502144154215769,44.32266321551696,69.16251445310347,-161.40637175604274,-99.19623697592364,C,E,40.5868127946006,1
26-35,Non-Veteran,59.20334749807549,-129.96210914135466,180.64762682573445,-33.36909274021787,40.91565551187123,D,A,-215.4723663235023,230.88222364580736,B,-66.76713335282898,153.81267437543488,86.9535168149885,-6.9900334761419325,26.83925030830267,-117.56168654495028,D,E,40.59292112004015,1
51-65,Yes,17.616818828253393,-147.42800542049457,12.615495236048815,-52.08665676662135,11.62535108576744,C,E,-3.2158833916936325,-3.9269867816671162,E,-84.55244878616097,-94.64185738591148,18.50040166677206,35.396550921264215,152.12789109643344,-54.565085187454564,A,C,-176.07124908623487,1
18-25,No,-61.45610424336924,-132.01782357484325,46.00204563382975,-78.43110290193819,-164.84736805003308,E,D,-270.51241614957854,84.09239116729582,E,-33.36804626656572,86.96839168747596,-134.14269895024398,-62.532823942098595,-116.33659788744973,57.53742257947966,B,E,-59.286950069453816,0
51-65,Yes,97.9334919061053,3.0059157969224115,118.62523321379128,-157.7467733233066,-89.72968763512846,C,B,13.709818861555325,-44.330434525934756,D,-77.60779938431764,32.91344170280859,63.50195258994915,0.4582894426889454,-18.13191854561641,42.71313042590156,C,D,-216.57933101858814,0
51-65,Veteran,-140.2455647622868,-245.17085404532907,-44.370433320397055,99.94867765290344,-0.5716950374569253,E,B,170.94011099584225,-45.912357969054476,A,-90.73152007186268,-198.69434476546954,-10.591236601973222,-133.1484738373296,5.634631735937454,84.98073793674456,B,D,5.293230075223558,0
18-25,No,105.87930731083968,-227.68069408369388,-221.47198106148744,117.28131745426444,-28.136439593657965,C,B,41.395037699306755,35.694596762214665,A,67.23862541178543,194.91365613836035,-90.33258107894447,-117.01735794940136,-13.206271160731287,-139.52152479520535,C,E,-93.31772995711842,1
65+,Non-Veteran,-5.020837284148953,-32.91868055127391,101.29654781071818,5.280709636508048,-32.88576603518943,A,D,140.17175275222675,119.52934689799125,D,-64.52976226679151,-78.45654408824807,77.53865670787023,-75.64468368496044,20.39458071702091,4.758060598322826,E,E,-81.3581175525613,0
65+,Non-Veteran,26.417574470591244,-18.439993222906445,16.025421976594835,-56.25730445484687,102.82740773867825,B,B,122.26880219014058,-51.68825165300679,C,-65.84882978211058,-10.11140996653301,-112.46634973488592,23.87369335719685,22.955283719880114,-58.25389154253254,A,C,-22.232439959824628,1
36-50,Non-Veteran,88.65901951518136,152.49730990482163,26.556120904429097,32.25264889417822,-41.175846013157845,D,B,-7.215461258223982,126.24971005246657,A,13.94484395462478,-131.94630604797229,12.387856972235742,-27.829474596644886,38.93070936664979,140.2886625052774,A,E,-64.4930143168184,1
65+,Non-Veteran,104.90450643623146,19.05028642513083,117.37106615589713,-49.317960380318446,92.68843258076956,A,B,-182.03714290885267,44.717830963190806,B,158.73142446012488,59.08119449307947,39.404492748127396,94.75357709831971,-257.88440399697095,10.795930757864426,D,D,98.37827867903528,1
18-25,No,70.45260091287471,225.9421285658234,-40.84084809227379,-98.95444617515811,-214.2820194831068,B,B,38.15946478396114,-9.66133943072795,C,128.04561745529136,149.88114208700074,7.318781703352202,153.79865815880652,53.68414056533125,-116.34250081876057,C,A,237.95605817291704,1
51-65,Yes,153.06220281499873,-66.37880847495863,123.11331741025266,198.31203890608458,211.69162301418822,E,C,-30.298538831674044,-15.69511056390375,E,-40.10281542787567,-1.945933530750685,32.99464517855513,-55.925090695452205,66.79429164632157,8.554859028401864,B,B,19.630888838851615,0
65+,No,-37.197997076884086,-170.16908251911778,43.72826329274647,-14.793476220052188,-31.691922410148806,C,B,77.09487390129283,103.67362486894905,A,14.373322395976812,185.89409519370705,25.58261498792509,-75.6485485141423,-45.77814335441407,-150.12996055278916,A,B,33.848769712170636,0
26-35,Non-Veteran,-123.29229787158597,-4.538329175885868,-77.36881546995697,-65.75342426302774,-152.08697861517285,C,A,-28.027693683235068,258.6650573881197,B,-130.91754148511993,-110.03114587205005,-0.20991150896693822,-54.143438685123044,-121.22202911299146,-55.73103608039616,E,A,36.129424167341554,0
18-25,Veteran,29.522680577400816,-109.58457455493287,121.01175833738,-26.107677378903883,-85.57013305939265,C,D,-25.224784211012434,115.59556466861632,A,57.74414251510572,73.17270457293775,30.749260533107332,-147.80874219457553,-142.86062617991914,-120.50166221491898,C,D,-99.67040294142494,0
51-65,Yes,21.000927306214805,-73.59244614131903,-12.456153913410759,-190.14676825988386,-189.84466077465646,A,B,-62.68704364313653,43.0370607352029,B,-110.09690506478739,119.66875069479926,-62.52151156909328,-106.82289175158755,-11.987619104051179,-128.61490568784765,E,A,-180.15266842773593,0
36-50,Yes,80.7648361341383,55.46402379325093,-92.52014842242843,-27.67560845398759,13.80052174722537,D,C,73.25936727695928,2.5492521183712187,A,-72.36851878859024,-12.03638445261061,-41.4475303782296,-74.51293475306707,-93.21228958288421,-170.26286176929102,D,E,115.97051474502543,0
26-35,No,-124.6512327237666,-73.03690839585184,-24.25182785821514,-24.06193655989996,27.55728457361432,E,E,149.10666190991012,-84.21042449530724,D,37.46729532341777,-51.727721531104486,199.10514296579294,17.757410101231596,18.325160589089304,-138.8330758836689,E,A,2.0817237320360835,0
65+,Non-Veteran,103.92157975197986,4.646822865228588,77.7422767220586,55.12921608537984,198.29402521100457,B,A,-63.5918882841935,-41.041741845160324,E,-121.30906755928083,133.96139372160084,-119.13111943939056,47.886903292091894,53.804216038799865,-1.0687629946900232,B,B,-4.253189968374996,0
18-25,No,-43.98480187754629,39.652369540334206,-122.89694003431448,-54.50870709636341,-67.16433384310851,C,C,31.121601495327038,162.15813951853184,E,20.30794255941261,-133.59170545457155,29.4853125445645,14.415797054331595,15.064388974159199,94.45968887476761,B,B,-44.10322011408327,0
51-65,No,-28.82652308807878,-62.27799567003477,-49.54801420337771,98.69483341205364,-64.22547891102445,A,B,9.513555963347448,-82.20219289119973,D,-27.594532728238512,106.72881847255348,-83.0843492949554,32.382708400563274,46.09842577782014,-45.808139601872064,C,B,-48.65669247719424,1
26-35,No,2.6503483506650203,-152.8116102813315,27.955832291109612,-59.80425764925996,169.61195290100522,C,C,-112.4534946790704,25.33887338531704,C,86.49010043410422,-221.81317157160936,-124.35677449777278,264.28199955363544,5.341946569848253,-15.896138761812855,E,B,117.02498888291169,0
36-50,Non-Veteran,-43.7934046650793,-90.22170294462519,-30.207972377976894,40.184956162262935,186.10833070537342,D,E,-250.06031080896167,-76.86360745455774,E,15.113817309381314,93.81948321280714,36.01867524321367,-19.28160202526311,40.86952949113958,-40.004133299260474,A,D,80.49602684665187,0
36-50,Non-Veteran,-37.628822648129216,49.435013404192595,124.67631719898154,30.599754283351245,-115.75870065288059,E,D,-102.67447609877813,154.94675720683955,E,98.33263102473163,-106.11949789258198,7.562687869147677,165.25258764498315,-17.34635400542223,-28.468243810782923,B,E,-59.17621222845101,1
26-35,Non-Veteran,32.152797244708246,-211.36342875901684,-139.65006394668825,-59.81818919816659,95.13571857172454,B,C,18.0843830069913,23.25110258341007,D,27.128970249636758,-34.201365269303984,68.07869801102547,-54.871451415284135,-23.740469829047274,31.291160998188307,A,D,-141.20300603444994,0
26-35,No,-11.775646683102565,16.215844805478977,28.020335049113132,30.50043698408618,45.63320513767473,E,E,-28.81005803699368,-70.65132641860818,D,48.383545668889,43.45310249651818,112.54934823311362,-59.73912838844038,167.62912051844177,-97.30225472041664,E,C,64.12108962875527,1
36-50,No,27.9262462031106,-68.80665952473136,-139.4227909777436,-105.25176974371075,78.25207330994168,E,E,54.8839225471621,34.771340276884104,C,127.83320612693274,-8.686573609024489,-149.08914001149748,-69.96050871817538,-95.15102673218492,-28.9944539790995,B,D,-62.09803213713153,0
26-35,Veteran,-54.463147575743676,-36.325226218084055,3.1136289803644077,-51.911455617004044,-46.80120406388948,A,D,124.36160655770377,104.35752203606425,A,-189.63772577323795,136.15607914521493,-27.08285261098926,-158.01025379199805,92.37684054591216,-26.309395234260773,A,D,-143.67823053807734,1
