religious_affiliation,genero,nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Muslim,M,China,Single,-11.582390132681962,11.88398415158466,-116.77564651811227,6.992452604740701,-43.64004396866697,-25.247458059969457,110.74793682752365,C,C,A,A,0
Jewish,Non-binary,China,Divorced,13.997757341630123,176.13345164545754,-58.91067529739315,-26.83637358162796,81.51141568149842,-120.25287542274725,-62.054337119676084,D,B,A,C,1
Other,Male,Brazil,Single,-47.74868102008583,-66.1455253143448,-113.1836533216032,117.82621622809386,-30.113407251369228,-54.11317665233029,-53.30511606302638,E,B,E,E,1
Jewish,Male,Brazil,Widowed,101.52856834822408,-167.29889277786458,-105.25297860932655,-87.04910028229742,55.12756358146541,-18.46950457004999,52.371472317880496,C,D,C,A,1
Hindu,M,Mexico,Married,107.8455452189947,-98.45552840147668,-88.18595217533091,-130.49042903336442,119.51841171647455,193.17716284528362,-24.433312117761176,D,C,D,B,0
Buddhist,Male,Germany,Widowed,66.20900020307681,233.42290962754402,66.38419969408645,-39.76917490587415,-85.87452247955831,56.683776932936645,-68.46223651836442,C,E,C,D,1
None,Non-binary,Germany,Widowed,-129.82177950800892,10.89395217722772,-5.6843112023772395,-45.10800515164844,254.31958235466215,82.63507738251856,-72.066799596915,C,A,E,E,0
Hindu,Non-binary,Other,Single,156.90373877507983,-16.820453554211234,90.54531511952855,127.15581132409615,-104.94422778104675,-62.13275361868358,99.16159288500756,B,D,D,A,1
Hindu,M,China,Single,-61.327933751757854,-57.1022130655825,38.226396467623545,-38.85011598561929,165.2138942561263,135.4058205616944,-66.1319923297942,A,A,D,B,0
Other,Male,Mexico,Single,-21.007643536807297,212.32724091718148,-210.92476304741177,-6.951513318368,-64.91958125108265,41.817260603586185,63.59666628027074,D,A,C,E,0
Other,Male,Other,Married,-49.23490852388296,55.97411905330157,-15.439698921960327,-222.10288236903887,-5.504524378432315,-51.55476335879348,-70.08676401432365,B,A,D,A,0
None,Non-binary,Other,Widowed,73.9972645581777,-94.29206790836116,120.55057882188287,19.748274386788612,-62.139905442884505,38.29420397110919,-71.930055155056,B,D,C,C,1
Muslim,M,Germany,Divorced,-40.274133013171024,105.25989968127676,-59.33978334889193,37.93865708723736,-62.89253065397787,-124.17780053949737,-249.57985287497831,A,B,A,D,1
Christian,M,China,Married,167.73672365381302,205.2965920322419,107.7266828157982,15.226379520250397,211.73914359413232,-221.21026155803088,128.91821753368305,D,C,D,C,0
Muslim,Male,US,Single,-16.793140584628166,-33.691702798847665,154.8537585468931,28.821886558467963,-16.96238206096788,-381.7427199015377,46.26698152577973,C,C,D,D,1
Buddhist,M,Mexico,Single,37.01218820591201,16.306487014460277,142.21561993281188,-244.82454472925218,-9.52678045982241,27.836384218771222,78.8904525259844,B,A,D,A,1
None,M,Other,Widowed,66.00800788533112,78.05167739017884,-153.8397808513714,14.199304526169442,-19.74133940506589,-20.63641459929798,-17.70052213486345,C,E,B,B,0
None,M,Brazil,Divorced,-14.802808444639162,-185.0876042617753,-214.5171129965894,0.9065781353073235,-1.4439632233747133,-69.83874708199272,-107.32597724526747,D,C,C,B,0
Christian,Male,Brazil,Single,-61.672372823290345,69.36158614301343,58.69647428526673,111.31794253455614,10.457138031317383,-54.789543667259224,-126.33453920766475,C,E,C,C,1
Christian,Female,US,Widowed,-116.71190952660653,-63.47205025137133,83.05037908513461,106.62885314500905,236.98958220050227,-24.126208514687917,-276.1383242735327,C,A,C,E,1
Jewish,Other,China,Married,178.74647871033974,-143.1455783959168,-54.35414168864674,-137.91149805289243,-2.0954203440434176,281.679448396411,-46.71955372758194,D,E,D,C,1
Christian,Male,China,Single,-120.58773975648624,120.32949790376755,-42.077951486130424,82.26927009106902,100.59723300104979,-202.91047819246586,3.2207579028014583,E,C,A,A,1
Other,Female,US,Married,72.14197520037774,136.36460863408746,90.195680757843,-28.28928653577709,-7.309207700827125,150.26626146998447,-158.10441162554872,E,D,D,D,1
Hindu,Non-binary,Mexico,Single,-1.4289741455928904,-29.831270211248622,0.9001913423575499,-75.75802606112953,-187.52062370638066,-131.6134056141855,-0.11520964779946075,B,E,D,C,0
Buddhist,Other,Mexico,Divorced,62.62536714951591,-56.46493727718137,41.75161985209386,-71.33698507232033,-117.07051135628855,-22.519159553709073,192.9850605127697,D,B,A,B,0
Other,F,UK,Single,-6.7571980342960885,46.01687965004289,-8.201962999418676,17.989470034565525,-63.450644316315696,17.75274040877559,-18.109746587688676,C,D,A,B,1
Buddhist,Male,Other,Single,72.54894297849978,129.58195764746227,68.58217838787066,97.67232999199685,-66.38537884039586,-267.6271518298576,268.71146391638604,E,A,B,A,0
None,Other,UK,Divorced,-46.63650204465467,-122.74421966592124,7.443068106838696,-25.39195320026839,32.601389300618884,37.85583541796573,48.91678091027554,D,E,E,D,1
Muslim,M,Other,Married,89.598578203583,103.52522599397034,-92.40239795851772,-3.9445423295425908,-117.91962897192721,163.96259239011243,55.69007577196678,E,D,C,B,0
Christian,M,UK,Divorced,79.2680998655145,-94.7708255028832,-145.59182021955334,93.03528317929614,-119.27262010830401,184.82167143984907,44.797403964414194,C,D,A,A,1
None,Other,China,Single,-73.40716085943139,118.705011662052,-39.16632361970775,159.98269466246597,-9.979670104695266,55.6344662195945,-131.52500429218838,E,D,D,C,1
Buddhist,Other,Germany,Widowed,43.539269797165844,-188.85897995383166,178.51209601526404,47.9320528732201,-153.91266206539058,133.30713550119057,38.81004841015796,B,E,E,C,1
Other,Male,Mexico,Married,45.8203160302275,55.148413703209165,-55.668300646232694,-79.8306065179784,-119.74729363125836,43.82799650928293,-176.69134673806096,E,B,D,B,0
Christian,Female,China,Widowed,-75.14934778398884,-17.888254461327385,-6.40770128957701,96.87824534112114,5.9573301372901355,1.1629542321280057,136.30017187602968,B,E,C,B,0
Christian,F,China,Widowed,118.77360344627215,155.496213630833,-44.490982745045784,-45.328664809333006,-37.799196770838826,-149.2354713132073,-19.33643174054664,D,A,B,C,1
Other,Male,Germany,Widowed,23.977361686959895,-41.24943007953876,-140.5986646117921,-146.57017266974123,-186.0650347316971,129.89804290985177,11.326829659609217,D,B,D,A,0
None,M,India,Married,65.71839007143878,-60.424797306370934,-4.562286995961534,-77.45789762604572,-186.9505703473592,-135.64612023668118,177.5245668171388,D,C,B,D,1
Buddhist,Non-binary,US,Married,-41.22283107818497,13.21000304297058,54.45101597860241,-105.95329505081298,-77.44880546302639,50.19151269673321,44.19667015332164,B,D,D,B,0
Muslim,Other,India,Widowed,-126.62888209303205,186.34265332411385,181.05624234679857,105.03278216327658,-187.9315341416227,-42.461034181931325,54.31606472592209,D,A,D,D,1
Other,Non-binary,Germany,Divorced,32.47185099832015,266.2280983923064,-73.85326580644266,-92.25069835903959,106.15397566746742,-81.07623761842709,-150.41606789689442,E,B,B,D,0
Muslim,M,China,Single,-37.46669828278317,61.19811821650507,32.173049859243704,162.33805960428498,123.39929513483887,-134.38602337091254,162.21939079505412,D,B,C,A,0
Other,Non-binary,UK,Single,-36.95998982268509,-103.40238216498075,-40.56182224494701,76.1682671791749,-49.25567929763519,-31.34265156681561,-49.307777339174244,D,A,D,B,0
Other,F,Germany,Single,-61.09301669495847,45.09563409779919,21.745263725811277,66.49989159555784,91.07576433482683,-38.8798164898308,11.134548389572691,E,E,A,A,0
Jewish,Non-binary,Mexico,Widowed,-33.32033332615574,127.1385445924322,152.28178824138422,21.926307761990145,59.02820993686358,166.1916191266539,144.78952675166917,D,A,D,C,1
Muslim,F,Germany,Single,-76.9773118059226,50.19999362859925,-19.54850276245758,-48.94591342970014,-71.44807743495997,82.82565821730627,-75.71680639172605,B,D,A,E,0
Other,Non-binary,US,Widowed,-92.31092060978985,-108.89426026951348,-31.879092837130752,49.750745244648364,-132.68206517072952,-83.79261679987434,-80.99863292399783,A,E,A,A,0
Muslim,Non-binary,UK,Single,-73.7260041261795,45.54220960204884,61.72024946747712,26.06444299185148,94.69014159842185,-14.341864538566613,149.44658774699852,A,C,B,E,0
Buddhist,Male,India,Married,-53.24461177573415,103.04820149901776,83.150691930636,-16.701610611430777,67.68027519766842,-3.531721591957849,-75.39904632433505,D,C,D,A,0
Jewish,M,China,Single,-91.63542188420388,-23.589013020581334,-7.985590019973064,9.96950023353292,1.9636380123310575,-6.936874027393126,68.35791656737297,E,D,E,A,0
Other,M,India,Married,50.21575353060322,59.87972562823555,-126.89067867582986,-129.60414282933627,-5.417479049592589,43.64409524975463,58.47511305458665,C,D,B,B,0
Other,Male,UK,Widowed,74.95724823845067,-91.63824430594553,101.45534395266071,85.37652347791041,69.81494523289541,100.39128946273668,81.43869026431845,A,C,A,B,1
None,Male,India,Married,98.18432642708306,-112.67411441232677,148.17943651764338,-243.72248392258396,93.73540769925566,-104.4321048897307,123.6667036460102,A,A,C,E,0
Other,Non-binary,India,Single,24.28711872913353,140.6921387734522,-117.15367087796002,-22.956523998564723,-123.13430975453477,-71.47957482181914,168.53880306092148,E,C,A,D,0
Christian,M,US,Divorced,7.334317358797929,-89.57367017179608,-158.5500253956268,53.09001608384779,98.82091785993352,-56.612809776116954,-37.55297829722165,C,E,B,D,0
Buddhist,F,UK,Divorced,76.36294306703255,100.22657452213721,-8.490657661382382,-207.30867882991478,44.41908144274239,-38.61829854105602,69.84494608018974,C,B,D,D,0
Muslim,F,Germany,Single,-91.67407474509035,82.37715670522616,76.55442741575636,-55.1297469766603,93.98293556740019,-57.598398526480864,205.83986818390244,D,E,A,E,1
Buddhist,Non-binary,India,Married,183.01994276434405,-39.48352819447613,22.857646532533906,-11.667384068833623,-6.747475542079459,291.3775615658619,-58.46376839915334,A,C,D,B,1
Christian,Non-binary,Mexico,Divorced,-94.82145905199523,-117.76026470352295,-196.68210168597818,-88.12898762074542,-48.732694997907565,-120.48824815020838,115.48105315324828,A,C,C,A,0
None,Non-binary,Brazil,Divorced,97.46663918229036,-95.83048430769561,3.8877399783885926,126.77172848975566,180.9021988665177,-178.5469304011559,76.83703255256795,A,A,A,E,0
Buddhist,Other,India,Single,193.68371780655707,-122.63116383743152,-65.20884162904875,-106.62559008838508,-214.92335109251482,-68.44991118078632,-24.605025701748676,D,C,C,E,1
Other,Female,Germany,Widowed,-22.698746564887223,63.51964415122009,81.0026398925979,-114.25914949804871,36.99397692832305,-11.983283870363037,-135.71779026076177,B,B,B,C,1
Hindu,M,Mexico,Single,-76.55865967221223,55.54532421623987,109.22246515309722,58.53102231341493,-35.18489360284761,-42.43068320764461,32.66228920170457,C,D,C,A,0
Buddhist,Female,UK,Divorced,-54.76893510664,-78.02523149750404,30.652356933042974,-137.6197748768769,161.44593942913463,-130.4034307790521,56.74861068774438,A,B,A,A,0
Jewish,Non-binary,Mexico,Married,-244.74214781647126,100.79942572746022,43.57219038349734,-72.52277489545226,139.3194265971343,-36.436080084985335,-33.81245042070297,C,C,A,C,1
None,Other,Germany,Widowed,-162.12242272447475,-19.920844556323136,34.8303085777292,101.66576900660966,17.711210282271182,13.633822716028183,-32.885581334050194,D,A,B,A,1
Hindu,Other,Other,Married,-10.70250867101393,18.575466410433,-80.16010948491432,127.38272756928299,92.44749730542546,62.594868465445494,-21.05097396063649,D,B,B,E,1
Jewish,Non-binary,China,Widowed,119.90073931804976,73.69739294642405,269.6528938312787,202.81397876795623,-124.38287859949125,52.033181653015994,120.27406576457074,E,B,B,C,0
None,Male,Brazil,Married,-115.4978447086688,18.555739582047607,-48.30137325572312,-33.419072316894365,121.01377470936984,8.117671864115993,32.452392935314855,D,D,A,E,0
Hindu,M,Germany,Single,3.515829483681391,-69.65800837986032,-55.61279015539363,-73.86185334465627,-15.374655822248931,-38.50602902061419,-94.54327268634438,E,C,A,B,0
Hindu,M,Mexico,Widowed,17.192771748521427,-227.89535785855702,211.0321738821626,55.00813489895285,155.28938645946602,-208.99924481115403,37.60697439590317,E,E,D,C,1
Hindu,Female,US,Married,-39.83332047603286,14.307850316072331,124.47222181451478,63.448017644645496,-84.8248900768608,-112.6401146349485,-6.5526703737623535,C,D,D,B,0
Other,Non-binary,Other,Widowed,-100.24435428303934,20.952234415204803,-72.0217121679371,4.139722342965462,-47.69934659076384,40.06145723604978,-99.94124218447226,C,D,E,B,0
Christian,Other,Mexico,Single,67.37575299720095,44.447241389359185,31.19631517835441,145.38313742668518,-84.79389900124761,-62.62489803435617,32.38013044608491,E,C,D,C,0
Hindu,Male,Brazil,Single,60.24841291684805,-71.91134309642003,-16.178134232269514,-82.42366013655541,-11.152917735266483,38.20086309887448,41.9878057992126,D,A,B,B,0
Hindu,Male,China,Widowed,111.94038383910798,-67.26482061834412,45.79464705681378,4.246405429365416,103.11304376947905,-116.37798143674462,-277.6442996904825,A,D,E,D,0
Jewish,Female,China,Single,54.7863273413665,-55.0096635789706,40.39489962246975,125.39305495231974,-37.13481554634395,-126.47725470053281,47.12422293144177,D,A,E,C,1
Muslim,Male,US,Single,128.1401406313478,194.45328496532548,20.82330166488986,-9.396164378222652,124.12370240189404,24.046154297723678,-6.245983042630469,B,A,A,D,0
Christian,Female,Other,Single,-80.59409893252358,-97.56086118582597,145.56621216295272,43.82162860526199,39.22662302851882,173.13100635502116,-20.055280390242324,C,A,C,E,0
Buddhist,Female,Mexico,Widowed,148.2661121229417,21.98658165457424,-34.112557704817945,14.648493126109186,76.60105954110556,157.7944909683887,5.191811047548302,B,B,A,B,0
None,F,US,Married,-108.7481124874647,219.8012882380834,32.50809082337331,-67.76011172158276,-135.60521525943008,103.92672907915055,115.74804818501477,C,C,B,D,1
Christian,Male,Mexico,Married,97.4687959180837,-57.01503258805785,88.0330147155658,141.4083160372844,29.274320506800354,-68.26913019207517,20.515956749532023,A,D,B,B,1
Christian,Male,Germany,Widowed,-131.53001429423213,37.9843950145656,189.68365964145457,-34.13185710504977,-10.67250071308769,-95.8287458576058,-139.74011721012894,A,E,A,D,0
None,M,China,Widowed,31.0228933004347,215.5585150187781,1.2317524433628937,44.87887449488085,-8.233318616900277,99.81986275395369,-40.17797082095181,C,B,D,B,0
Muslim,F,Other,Widowed,-54.91800169322036,34.66460469694107,-113.56942886858738,-39.35715291898152,128.21006556493478,-62.219300431614045,-294.3770592800097,A,B,E,D,0
Other,Male,China,Single,-10.4406507151833,-34.732510753573955,-66.28532449487479,83.3636466946932,-63.9869854787668,95.10773880851481,-174.95105555363574,E,D,C,C,1
Muslim,Non-binary,Brazil,Widowed,45.133658848546844,62.15496057583773,80.79654735459427,104.6539523070217,159.00090290227652,275.79352453522495,-45.043588338664506,E,D,B,A,1
Christian,Female,Brazil,Divorced,58.67018998646396,-107.18007054373135,-175.86020970353758,-160.96702971790663,-44.497030107033595,145.7100382422529,67.03839095088067,B,C,B,C,1
Jewish,M,US,Divorced,-73.47902617517316,49.38016891274179,-115.22925149530863,16.130960267071924,-28.220311393734804,19.21967078620371,59.67145757200949,D,A,B,A,1
Muslim,M,US,Married,-11.153789768115173,3.578071520420804,-67.48910271749781,69.26086480010156,-139.9369407226399,74.51585332521543,-150.46984184644543,C,D,E,D,0
Hindu,Female,China,Divorced,-65.32201284890907,162.424854110486,0.9636903198037825,1.2947608816614755,-37.83310126023002,-7.402930217449579,49.8220765743407,D,D,D,D,0
Christian,M,Brazil,Divorced,-84.13171591870288,-106.79132867359718,23.09356436020822,-78.29898801622896,-164.42686623433517,-4.152219331509363,158.08996206479506,C,C,B,A,1
Hindu,F,Germany,Married,-44.22664329809876,44.232365186865785,-118.50905286426368,73.44793691007003,35.07458227018555,-10.779527261603008,-94.57432071729266,C,A,B,B,1
Muslim,Male,Mexico,Divorced,20.021570582049204,153.34681873557528,-122.90696136458837,-18.633953799397712,64.01836512905852,-5.2719186797175865,95.24923868487816,E,C,D,B,1
Muslim,Non-binary,Other,Married,-1.970539819386219,128.43491610179595,28.461150319877632,61.249196298922335,-199.36582509023754,-106.58550807053253,157.07580963720142,C,E,A,A,0
Other,Female,Other,Single,-192.54649100895242,29.05681587218487,89.09756980526173,13.869792920293996,101.21699622854634,-101.95588585951212,-23.571193855361923,B,C,B,D,0
Other,Other,Germany,Widowed,91.04427332507899,-2.9154231682168277,151.63594987766217,91.61748218784813,-13.37233447337239,64.20502575591087,-68.56591703070956,E,D,B,E,1
Christian,Other,Other,Divorced,-75.00833932985539,91.16623851207841,-36.13785681700359,-189.83464532687705,-134.47431261537795,-126.49438241266311,31.922323091511185,D,B,A,B,0
Jewish,Male,Other,Divorced,-6.7949547194176185,11.322077776452184,-205.97695137741763,-149.6920970198802,114.33324671714323,53.16857772878896,115.71730587507834,C,A,C,D,0
Christian,F,Other,Widowed,70.50828434383673,72.0359670778939,88.01355212331718,141.46122079181433,-10.976040156516053,76.28171641430566,70.34505504938406,E,C,C,B,1
Jewish,Male,China,Divorced,-78.55559679657439,92.4313683054221,81.87787554072192,13.59283059880338,105.23679267188592,-97.61436933734593,33.609883029654455,C,B,A,D,0
None,Male,Brazil,Married,96.22234163756829,189.7972701125251,-180.2589772461263,-110.29284166407318,-169.4917484656733,-49.49134676333209,42.763995411959,B,B,D,E,1
Christian,Female,UK,Single,-22.112793094562775,259.71127958735,-96.1340786853629,85.01963703058067,-86.0601081929298,44.5680815709033,48.27590516060058,D,A,D,B,1
