sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
F,A,C,B,-37.69177912989972,C,B,E,A,60.31501477920737,-28.057492991324118,108.24526539934868,D,-35.6353020986841,-98.70009621683626,A,-2.7302527446575597,A,22.941002082858063,-44.37485424511166,0
Female,B,A,E,-87.1561020894495,C,E,D,A,-76.48196605745923,-113.86188077802102,93.01790929185829,D,-90.91007985505325,-61.91434314201455,E,205.96789842478552,D,71.74682098150072,-159.2597376504034,0
Other,E,A,B,-25.00568231056909,D,A,C,C,-0.4624254035042746,-29.207061651354238,13.862477815072044,A,-4.425801467343054,-48.79501428008855,E,-255.92984606785018,D,-116.36640122159432,66.05566847827276,0
F,E,A,C,48.240712779685865,B,E,D,D,179.47013136485126,-159.2600330420216,2.010110259964606,D,-32.56178168789259,36.096289556742775,B,-90.89993017719647,A,-69.21210670201783,-39.53286130651926,1
F,C,B,C,100.26149943997218,A,C,B,A,-4.944761912747641,-11.527549886190142,-175.19622897175432,D,165.80146499662072,69.76373769009702,E,-140.97349218040702,D,8.126788952518586,-53.5998684297298,0
Non-binary,D,C,E,-14.533851708807266,C,A,E,B,-116.68943195435008,126.62421112091597,13.345113951354149,B,-12.480892515093657,-114.56971477297986,A,49.15681392742696,A,5.080063308642351,13.712133948769415,0
Other,D,A,C,139.05039288168015,E,E,C,A,-191.5976626067585,101.87568097746941,-35.153000634707844,A,9.890054947455798,88.51684030277217,D,35.39380519526599,A,-152.87234856102313,167.7687773998901,0
Male,D,C,E,-43.413943635825255,B,E,E,C,164.18528948220833,-28.647558887633263,64.57763494305043,C,-56.897089437260306,-30.57732747032784,E,-65.59592753303906,D,88.16398516922905,45.19219264172054,1
Female,A,C,D,-60.33880542022864,B,D,E,C,-5.6016390669032505,54.460570008894784,-122.56815916862809,A,-32.96218461789317,-177.88373799396032,D,39.423710313626245,C,-61.88576060190666,-15.318489978983463,1
Non-binary,C,A,D,-59.09933922533504,C,C,D,E,-120.27015147487843,-110.34921938716134,4.584327113860892,A,54.29935578761768,-32.899130128375205,E,-14.247513545547472,E,-1.3142157186523458,66.60597096875132,1
Other,D,A,B,42.091910700771564,C,C,C,E,-64.46910283505643,-36.08064879159978,-167.55174139184783,E,-11.332648613063007,46.91272131314255,C,-45.94635706623723,E,-74.6154027506244,5.793073668572605,0
Non-binary,E,C,E,-69.56537176822329,B,D,B,E,34.150818314079615,17.58979134065975,-16.973158746143017,C,64.32206897689353,-103.1334519224324,E,-54.36303358157901,C,126.79621447268079,10.389746043752488,0
Non-binary,A,B,E,35.50181954502601,C,A,B,C,-191.5123641249227,-150.58625687816394,31.43265851142224,D,-87.83973438701794,-39.399914089789576,C,-92.83315869859689,B,-53.81156408152816,17.184616643805466,1
M,B,B,D,67.68449332464124,A,A,C,B,98.44146751556079,110.61439361983885,54.78967816931958,B,-88.5167890454049,183.6769873936683,A,125.73334326167172,D,-145.859715517185,40.525961789748585,1
F,E,A,E,74.57567222545303,E,C,D,D,-84.84971737781669,75.10152757232393,-63.304863749396766,B,-250.94576503443108,4.356306456340109,E,9.455125541155889,E,38.13908495723262,57.74685572554036,1
Female,D,B,A,118.89401768165366,C,C,A,C,24.251699677496145,83.0488098599231,41.48198166269709,B,199.70381038024522,-90.7916893613181,B,-90.37528680609671,A,142.39170861358247,-168.6695169366047,0
Non-binary,B,B,D,50.24536105018061,B,B,A,C,-2.1335664121584585,-47.513073452219665,19.595691609057884,E,57.753630230915455,6.866064116808951,A,7.716195424741527,A,63.17457856566852,-234.70078298958694,1
M,C,C,E,-57.344336337098326,C,E,C,B,-153.91906344646233,-10.102520937001437,-8.509726121301272,C,53.69776259518293,97.51482472653147,C,162.7109480242128,E,-121.89082209173161,-93.0613026038283,0
Female,A,B,A,-143.15897412708227,C,B,E,D,13.477772349410513,12.194669490297306,37.18171573996162,C,-81.828813959959,-83.5647949125684,B,-4.445676868544289,C,-195.38959982613613,49.57230033745887,0
Non-binary,B,A,E,63.30904969620021,E,C,A,C,-241.4983881408947,-87.30700089117254,30.904305822758467,A,-28.991135330602425,-125.41079189480449,E,-245.46192769663634,D,30.344939102297168,-96.65763264094838,1
F,E,C,E,-50.26235193160773,C,E,D,C,46.214213638055845,15.85558685787014,-4.450170083527873,C,45.751788838773564,61.1213912959836,B,-110.64548138003994,B,51.30284718319228,-13.2418600313074,1
Female,D,A,A,-48.58475049072331,B,A,B,D,2.2145148752433332,-96.06171552391059,42.13665620579062,E,-20.67507333064714,12.591538441004335,B,13.020399480457623,E,-172.1674196208969,-115.06455594973144,0
Female,C,D,E,-159.58004166233852,A,B,D,B,-2.1155683671208925,4.951970455552546,30.442407123508747,A,103.8386097248938,-136.63304326578094,B,20.712064064167617,C,45.134364331890914,11.502323302252853,1
F,A,E,E,6.20787182318733,E,A,B,A,171.1427404734479,-88.52724882390558,33.998484217019396,C,-0.3890000834366744,14.039184187989925,C,-194.48350931422414,A,19.577700768841385,-31.88384628041857,0
M,A,A,D,9.844249474536008,E,B,C,D,-116.80748865499997,-73.42630480022811,111.92603904697229,B,53.25601545442073,138.24454255642283,E,-17.645705447499193,A,84.27430508491703,143.74396449506875,0
Male,A,B,E,-94.35369047507068,B,E,A,E,177.41003990391445,35.280568159725526,-41.48094301498813,A,-43.37259824202631,43.99778432766249,D,-143.51593924160565,D,138.75776934040707,-117.67437553916335,0
M,A,E,D,209.6611842828656,E,E,C,B,60.29887876465553,-86.87184908113974,-109.91735615334011,B,-89.60769691264176,175.96252213384432,A,-36.00883283983941,A,245.51866582744242,-18.794441865635704,0
F,B,E,A,10.358488541211312,B,D,E,C,197.4408634533039,18.26097821535386,-160.27386638315605,B,-249.5083785570587,189.914672236473,C,-73.36850377634059,A,-78.2013424223764,-163.4980226298231,1
Male,D,E,C,1.3849593863191099,C,A,D,C,-30.913910182946598,21.67099039971594,-4.220166491631052,C,177.24558376013425,-94.21157477589446,A,4.599365900374384,A,58.464913321477056,-132.93686122882625,0
Non-binary,C,B,B,11.247100439744841,A,B,A,C,58.509515045214464,-14.889998683736245,80.92836856501211,C,-130.78445335325705,-186.20887703475097,A,19.67386848395245,A,-81.62795114387691,-3.760430455094652,1
F,B,C,B,-16.1054709041723,B,B,B,D,7.16466669388479,-41.28977445416318,27.61701102375011,C,-34.35227937955669,30.296136250042636,C,-26.07067541808261,E,0.5963952613803492,17.19919511932894,0
Other,E,C,A,108.11776120259653,B,D,B,D,-106.9446711396767,-61.890362501460615,-34.501357131454625,A,-129.16532029550063,-80.668274694283,B,-96.73170271959823,A,-92.361391876689,-35.10847489871639,1
M,C,B,C,109.92150921609594,C,E,C,D,-171.54552571246842,49.23398881974656,6.86414546354562,A,66.74946865471738,-93.36231412465379,A,107.72646526895058,C,-9.447118049250907,7.692843088570775,1
Female,D,C,B,5.795775798944694,D,C,A,D,111.3226941258468,-20.612750039528294,-153.71165381779298,D,-80.28096308202764,189.30466700644965,E,-100.47587807233197,A,-32.17817653962609,22.66419997358345,0
Female,D,C,A,128.24706312516167,B,A,A,B,24.600901352820916,64.26597967084847,-41.07908769308756,B,-160.72726768114322,-6.21892151378096,E,207.81203777671556,A,-179.49868827516642,25.36021553072751,0
Other,E,E,D,-153.13813398403,A,D,C,D,241.62822653791153,97.77621419879664,-200.10930122725784,E,-90.809310717052,-67.24123384707295,E,16.468996910513553,C,171.73071001959198,-2.2936014759906618,0
M,C,C,B,157.67095353707842,A,D,A,E,-90.89521088759052,32.36564347055215,-69.1308034589134,E,64.50197230199355,-63.9512527673577,C,-129.42426870000943,B,141.73577225455526,116.95632856286223,1
M,A,D,E,20.916485679753546,D,D,D,C,-161.5741389862966,-62.07764294582253,-49.11123289858642,A,-32.68278476085988,55.260785542111826,C,-152.01668854491535,D,153.79823213197332,-70.97099829026045,1
Female,C,B,E,15.655079519872658,C,D,D,B,-134.81155201887165,55.094731339308424,45.88091856024041,C,75.97344039846496,184.23319693396158,D,-66.26149907449555,C,9.044290081218257,77.52625843257874,1
M,C,B,E,-15.001994245237857,E,C,C,B,-47.394943040025495,54.032637448106925,-65.61746256237441,E,88.7767436806134,-159.17439090852616,C,-115.01618218927632,E,67.81937461026546,-107.40668655609305,0
Other,E,D,B,-86.77562017277589,D,B,B,E,108.30828233625067,122.92802120008889,106.6198657846881,A,-40.2313026272746,-6.566705561555768,A,-144.2596479690118,B,-136.05507005807854,-80.2185537166933,1
Other,B,A,B,-100.8121459490422,D,C,D,C,14.287831098654339,99.38796080714404,-76.41279839989626,A,172.43835822709923,-67.88378240973255,C,-29.034791487566896,C,-159.85997316028119,176.17385575447452,0
F,B,D,C,65.09576572923369,D,A,C,C,-95.44413564368872,164.02457125032842,120.0078103848619,A,69.31718796051672,72.56780372968734,C,-17.177058879626365,C,171.18929376499275,42.52031949211193,1
Male,E,C,A,20.35352616852177,C,A,B,D,56.57886659691581,99.7133488867031,-31.73796046212683,B,209.4014368780791,-74.15242104925011,D,-53.72885297983617,C,11.301078691978786,-135.33294573082836,0
F,A,E,A,-7.273466197366847,A,E,D,D,19.34498939253864,144.82876763917707,-76.06768338561226,B,-194.88281849752235,-81.809846479733,E,72.54206515809645,B,-93.15708143954497,84.04813767236777,0
Female,D,E,E,22.996298048980726,A,A,B,C,38.620833662049144,-157.0846007013357,-8.505949897692249,C,-65.00203921481854,-105.4946865784246,E,-41.52544848530846,C,255.00953827787433,-96.70595637668853,1
Non-binary,C,C,B,-41.20879747823984,C,C,B,A,103.55310335154115,-131.1243060395172,-59.49292720813973,E,-73.91768956785273,97.88978017450106,E,-11.0546910332462,E,67.2827459068047,13.406748620097014,0
Non-binary,E,A,D,3.001631158837005,C,D,B,B,64.89489327355547,59.21829824617825,117.26709261901152,B,-23.5854216320497,53.34358625530564,C,46.59682987130964,A,-144.97233501123353,-144.22251363155587,0
F,B,E,C,57.02964965460028,D,C,B,E,-45.75094397346271,100.32644658465108,-62.18396223174935,B,-135.50398238654807,-130.62278509760657,E,32.115718887800185,C,3.7442084189752958,53.368672262418606,0
Female,B,B,C,101.34124940183074,B,B,A,E,-100.9336502800585,12.36392178566914,-15.264007676287672,B,79.46714644282493,-60.07784447711808,E,-68.93580611203573,B,45.22393202715451,23.189615045896712,1
M,C,B,B,37.86250989661087,B,A,B,C,4.3032234782904775,77.74406629640286,-34.14936602934188,A,2.074008984326504,-57.607530792659986,C,120.6633633187381,E,-13.803323927550235,22.560698338128493,1
Other,D,D,C,-74.72920566010305,A,D,A,A,96.31671173666639,-37.608544017432855,-41.19025123142464,C,31.635085597797502,-35.13463388471148,C,-164.91403311960573,B,-35.14876713661058,48.69450939377983,0
Non-binary,D,D,A,-12.856394914191851,B,B,A,C,57.205921352828646,68.94325356779231,-99.80066553798746,A,57.425736244172775,-162.93587386818456,D,-25.546666476238627,D,158.35786867040932,-229.5145710581943,1
Non-binary,B,C,E,194.19298049971286,E,B,E,E,-23.23517941126874,-30.017687796133156,-151.6655412688972,D,52.82902365887955,5.831651197754402,B,131.0010596735326,E,2.2072023445557067,-139.58659113371533,0
M,C,B,E,-44.793312431103175,C,D,E,D,124.8274336360879,-42.2371593371392,75.4576504575698,C,-73.38419975916088,-61.5781841348012,B,28.894740390590563,E,71.33423169636227,173.39049476411827,1
Other,B,D,A,-157.89694877795657,E,A,A,E,-110.23076711209563,31.547542240275906,-131.15842736003344,B,-55.22904406016954,15.021346788501628,C,98.72586355618091,A,135.49325515716586,137.92728029023647,0
Other,B,A,A,176.81489877186496,E,C,A,C,65.69723145523999,198.69543684601845,48.798828139508146,C,-26.609977008137907,-33.93884044989533,C,-107.271308751555,A,33.83261830209661,31.38634936381312,1
F,E,C,D,85.48621147366724,D,C,C,E,-91.6910221618851,-92.47736263369053,-99.21447209145191,D,-15.566707655682144,-14.564857067243873,C,-56.19877688187107,E,59.130843546344835,153.43565845379757,0
Non-binary,D,A,C,-268.68396956871663,E,B,B,D,193.7024527456063,-148.2423832070906,26.22907338484582,C,118.92228440299095,-141.38730859656727,A,0.07105787657917843,E,69.47835064026657,-40.83155010847803,0
Male,E,B,E,-80.27087810431495,D,C,C,C,-90.74514779516333,-53.09041913391091,-81.55529605281964,A,-144.1436638456496,-37.07173831944475,D,206.14276464113917,A,-9.323979566349298,223.86837134570933,1
Other,C,D,B,-146.04508698816926,C,E,C,E,28.135991261617406,10.51430707918604,53.627295646226756,B,-30.01985001169261,35.91012800306486,C,204.93796466501243,B,123.46005109308369,105.11529302826712,0
Other,B,E,B,-68.25383011758868,D,A,C,C,10.867655779028405,96.97212336036468,-87.67405392292495,B,293.1060772136122,68.18464834566295,E,78.21735816215525,A,-57.98289018924678,-16.635387595073386,0
M,B,D,E,63.29017284213958,C,D,D,D,-72.71492113682841,44.74085064566998,-16.13237804045725,B,-69.65724090423849,100.29117868916791,A,79.17102149692187,A,72.69352103275433,157.1115507219416,0
F,D,A,E,-13.213984129599998,E,A,C,C,93.2443905933517,91.01309647913156,153.9796693705921,A,101.15489560395814,-6.181682788325594,A,-13.746264317902837,E,-43.27054932206582,-41.07463825717271,1
Male,C,E,B,-61.37285776986455,D,E,C,D,-5.845766608839616,-18.366206348334682,0.9901769297068844,C,63.16362102187891,97.69162872062684,B,13.827932315550454,B,-105.57208242003094,0.3217985638522615,0
F,D,D,E,-126.14086148481245,D,E,E,A,-65.21944232034988,-14.106405300490223,48.30466034785425,C,34.13295881085694,3.223470162758133,D,-2.7195697178397498,D,52.098987163042196,-40.42350686192477,0
Male,D,D,D,-174.54164606297456,A,C,E,A,-38.08562351506454,-24.04062866699855,-51.64405972120124,D,66.99086044848266,62.10243518574068,B,10.111948668117918,C,76.18796699185052,74.8290626513395,0
Male,D,E,B,170.36057697861838,D,E,C,D,-3.8526532816706345,36.995625432320594,134.30495830678345,D,-63.4386499270568,-72.88629673694028,C,50.05558102069704,C,148.59545521257223,108.85602915154291,0
Other,E,C,D,4.804418770905042,D,A,C,A,-30.30395106402674,127.03752648018731,132.74752404948177,C,148.02538836114988,34.10290876526066,E,-59.69311791192109,D,-10.611889783831206,-174.16594586972852,0
Female,D,E,D,-27.268765218999064,C,C,D,C,-114.046496881063,-25.873158157137343,212.25955535575238,E,65.49388059875713,15.024264284678004,E,11.074146310382114,E,64.77852940554412,-360.11005889076944,1
M,B,C,B,-49.996314445668986,B,D,A,E,2.3476713576341637,-191.9543015976618,30.65120808672102,C,-64.24958453345994,118.09273164647163,E,-78.88910734033982,D,54.43664498692282,-17.769604287441947,1
Female,A,A,A,-69.57813330498665,C,E,E,D,16.245610711429645,60.24565495761731,150.57907456916425,B,-104.00814475768448,-34.180821444852704,C,-98.24870716600202,C,-43.75585603696724,57.525001916576,1
Other,A,C,E,95.3244873249019,A,D,C,B,-58.134393749356185,50.00062355771298,16.871987986805976,C,189.03842456180618,-120.926719850954,A,-20.149787311126783,D,-54.02494312397425,-3.1964998881166227,0
Other,E,B,E,-76.82139709537506,C,A,C,B,219.4091057743249,48.679369009276364,-4.447241412202122,C,-178.8263379779863,-134.88557969287046,A,-206.02447622546887,A,-57.71647700909893,53.35970793562408,0
Female,A,E,C,79.67935802598261,C,A,A,E,-80.49743423265244,214.9239015138903,-91.5586680658923,B,52.91352357655392,122.9289139496317,D,-181.76836191113128,D,6.4144767818254955,-48.184039005817766,1
Male,D,D,D,76.33539785370816,C,C,D,E,-176.2413996635638,-97.24145150464447,-88.15794664513372,B,-5.170971103971913,-90.92066989110864,B,-133.6080195620927,C,-132.3069455414294,-148.76442431440896,1
Non-binary,A,B,A,29.211888787828578,B,C,E,C,192.1202497287375,-28.153959107788733,-49.05584921614455,C,73.17815332482034,12.538341452851254,C,1.1608186234540538,E,-89.65121518869603,-40.98389262026132,1
F,E,A,D,-102.4316721560417,A,D,A,B,153.99963210169923,77.6995032832766,125.16583936030676,C,0.9405645458904925,-83.9119920768456,D,14.542696015163447,E,11.412830097495021,-25.223465061798517,1
Other,D,E,A,4.369583248923359,C,A,E,B,40.414156969475336,169.45269173922134,-106.97461612572835,B,-11.508451395882565,31.4028507314926,D,-51.550054699150714,B,-99.4616455521653,-32.709004301126754,0
Female,E,B,D,98.5589636248469,B,E,C,C,160.05304175392797,-99.11726880737878,164.85841348296054,C,-8.235069549603052,-16.37696586409,D,-14.219698699011495,B,-14.933434413654156,-5.015963294623543,0
Other,A,A,C,-32.48806460728631,B,A,A,B,47.551267773887396,-94.84044873300753,59.63712766179257,A,45.05986648991937,74.15232657486892,D,111.61970356188395,D,-3.5538003163427243,-13.616646029362034,0
Non-binary,A,A,A,85.53344325855954,A,C,E,B,2.0641643714758513,164.6917597184097,76.9822214780786,B,56.34034252834563,80.15287398469236,E,38.01046011738581,B,-38.8051180345612,-90.05607250169922,0
Non-binary,A,B,C,-91.32743014020896,B,D,E,C,-15.883165216763013,66.45681160547903,-37.967409458557746,B,17.53019045561655,26.69849937847565,D,-101.42028294982957,A,-115.6887949736765,24.709285070735422,0
Male,A,C,C,140.55889189775823,A,A,D,D,-82.10643352459527,-109.51262065002896,-147.67957917215978,E,-67.40303379845093,102.2642490534559,A,70.34241315601973,D,24.30221922335524,-138.2753081986803,0
Non-binary,B,B,B,-248.73356074699348,E,C,D,E,176.77720025447877,47.37308815023192,73.3709102494737,A,-278.67429490567224,127.64477561822333,C,-17.148969912593895,D,-95.26038219137061,-136.2181839526076,1
Non-binary,A,B,B,139.88982353505912,A,C,B,C,-29.668872588007776,195.11926869365453,-55.049198382933405,C,24.58091586809371,29.634403811831188,A,-76.87963704079344,C,-160.04735243715933,-125.5328014328845,1
Male,A,D,C,85.9450731512056,E,C,B,E,-136.82119491233348,-33.106879083912844,-32.41162018142302,B,-37.665422845188964,-171.23944200765692,E,0.11521684445510219,D,76.59449989809156,76.2203320022172,1
Male,A,E,E,107.16360659044422,B,A,D,B,19.932607356387873,-65.80984227007193,37.00600991827414,B,-68.0038279535344,-43.07718276542355,D,195.54768103651458,B,88.63974543726918,-110.62800006755693,1
Female,D,A,E,-110.41872396898731,C,D,D,A,-48.245312981219456,63.6460597329789,-106.37134356318896,C,-86.52784683767747,-15.964220743534563,C,218.39477680346303,E,-116.5351798954791,212.8057683947096,0
Other,C,B,C,42.9909286287268,B,D,A,A,-97.05262707156842,127.66644071573532,102.15835116169309,E,55.52908570303251,-42.23114510798006,E,58.41332984311228,D,128.42412587043904,-215.08280911779804,1
Male,D,E,B,-51.90744240828904,C,D,E,E,245.6077354765191,49.822960208174685,-106.79778248057549,A,106.66326727441391,-112.48497032975762,E,62.73775247490284,C,27.12742424128137,-245.38248681392395,0
F,C,D,A,48.55715164888612,B,E,E,E,-33.81140865329889,25.912924956309595,-1.5102328740233157,D,-0.6841993714287917,-23.912040404546325,E,52.59838748457333,A,2.4152375117054516,-63.32963056011604,1
