sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Single,D,C,B,166.99871596834788,11.411591856893665,80.86456527658034,-23.358872744058267,A,-41.214464979218334,162.13374642688586,A,A,A,E,1
Heterosexual,Divorced,D,A,A,85.47041398790118,43.359405629228874,-36.37625687925563,37.5725365730686,A,134.0767351398565,105.94426598491509,E,E,A,A,1
Other,Single,B,A,E,-119.47820021484428,52.988952794687336,-51.3669830903715,-68.49958759238864,A,-62.38822320599476,-85.59553885713102,D,D,B,B,1
Homosexual,Divorced,C,A,D,-146.12721419453004,28.28806461740309,34.787899504503386,-70.88107299553599,B,103.80116431247772,-13.515051505007738,A,C,C,C,1
Homosexual,Married,A,A,A,12.428765067181866,-37.32706594918011,-56.07999322493301,-85.04541551594616,E,-50.0027750895001,43.071595494866315,B,E,E,D,1
Other,Married,B,C,D,9.299145058199565,-166.87014102554872,-140.11696127824501,-48.67516046441217,A,167.47126132265817,206.47660691186508,C,A,A,B,1
Bisexual,Widowed,D,E,B,66.88431625341619,191.72295479594007,65.89900761687947,88.01841022817933,B,-92.04721170324216,35.38221757408524,C,B,D,D,1
Heterosexual,Divorced,C,E,A,110.00417126047184,10.504230542545068,31.12610968040838,37.1242664139047,C,68.19738861075679,80.98351673608174,B,D,D,A,0
Heterosexual,Widowed,E,E,E,-80.88313344632083,-117.4377473552952,-32.70499556195855,-123.56062906970082,C,-272.7015872779322,99.8036524709504,C,E,B,C,1
Homosexual,Divorced,E,B,C,21.799917748856167,55.574325865051144,-107.31262960889877,13.364656581404807,E,-24.895177080234284,39.90934611139509,A,B,A,D,0
Bisexual,Single,D,E,A,72.0688093336241,-241.96613895838516,-165.35829999152668,-23.281378599566896,C,92.70833599070725,-52.48432624142293,E,B,B,A,1
Homosexual,Married,E,C,B,97.30336148302855,-44.68759109521564,32.23282517279656,26.275955504279548,E,-43.13567647999556,-4.511976152099899,A,E,C,D,0
Homosexual,Single,A,A,C,-103.54541936966457,45.48428542040918,43.9823044601778,-180.84044930453115,A,86.40795576383557,-130.67206828400347,E,B,E,B,1
Bisexual,Divorced,D,B,A,48.498431666584295,-2.8528609093176773,-23.37122815392653,39.22515940042197,E,-75.91519530771309,-147.6762902390486,D,D,A,E,1
Homosexual,Divorced,D,A,E,111.10588212666133,165.11669864970554,22.313998376581253,-226.01390155021096,C,-86.67835470870348,-2.3170418941151074,A,C,D,C,1
Bisexual,Widowed,E,E,B,-51.638451861721556,29.899297652524005,-77.62047052235239,109.59455126031723,B,-160.288523169196,58.870133843571715,D,C,A,B,0
Other,Divorced,D,A,D,-109.70042025716924,-28.137970377731374,-101.5083822913598,-62.56314632960783,B,8.330412291929992,36.524349116393836,C,B,D,C,0
Other,Single,B,E,B,-121.69270013651123,-146.95739774373652,28.40689372543887,12.91348495686439,D,-10.289881267257275,36.335381899593656,E,B,D,C,0
Homosexual,Widowed,E,D,B,2.1433994005645616,26.855067510897463,56.769111344827614,90.65069352062204,E,39.21287002424993,121.17936193209711,A,C,C,B,1
Bisexual,Single,B,E,B,64.39186976721399,-104.32939401941756,93.94904743620205,-68.16271157451904,D,-161.88753318330413,92.03492183557508,A,C,C,C,0
Other,Married,A,B,A,14.3237603709777,-19.058156727882327,-42.62924217949338,-106.61986009668274,E,-235.68198599186366,-42.65163062659834,E,B,A,B,0
Other,Divorced,A,B,C,-83.66236748233185,4.5755739599770955,-71.61420622342376,23.560546374768634,B,135.5901902144813,-100.4959959070614,A,E,D,C,0
Bisexual,Divorced,A,E,D,-15.471920972653376,-79.15295932278809,77.28599867143944,-69.39202635576571,C,-29.377688640956013,18.81020961314422,E,A,C,B,0
Other,Single,B,D,D,88.10163808341677,63.09697991628986,-189.99715435224797,-29.48403094351703,B,-36.64764031487029,125.54782157973601,C,A,A,A,0
Homosexual,Single,A,A,E,198.55080897812508,95.26832227269429,-24.712508147494646,161.92941028305893,E,-76.42998262670145,25.328321577349477,C,B,B,B,1
Homosexual,Divorced,C,C,B,53.25285748094327,-41.034568178429446,-36.03770895682281,-14.071714047451165,E,37.18595686121107,-79.62722686712917,E,C,B,C,0
Heterosexual,Widowed,E,B,C,68.6602175970959,-28.731749747027703,-102.53304282803357,-146.21957940286472,B,89.92237678280391,101.6850661198097,A,B,A,A,1
Other,Widowed,A,B,A,134.21165446893443,-7.401477630269357,119.79861054521346,-8.40284658392888,E,-58.516244136588135,-61.25752916823822,A,C,B,C,0
Heterosexual,Married,D,C,A,6.089806793054253,7.337379216397934,77.2825754400901,116.38945693972414,C,83.17132403222878,-23.341501035911215,A,A,A,A,0
Bisexual,Married,A,D,A,-39.42942659330424,-43.5147736678848,78.28167785794253,61.773759922604384,E,43.8045061352771,-33.683256061825375,A,E,E,E,0
Homosexual,Married,A,D,D,178.17623906505742,-22.710995798654512,272.1257199628704,49.77650148828963,A,10.850465709038717,-56.34240544088508,C,B,E,C,0
Other,Married,B,B,B,25.487560485280163,-58.253766581745325,-245.50954917885326,30.420238027216328,E,229.6746263424673,77.14969785325451,C,A,C,D,0
Bisexual,Married,A,B,A,-61.40299523596885,-75.65968516932654,-110.75152700681245,-237.7015671296279,B,-183.17334498676783,-73.66014349139452,B,D,B,C,1
Heterosexual,Divorced,D,B,C,8.82968186131832,153.0417538356368,132.69520141170094,-141.6762025096256,E,-115.45792220077529,-25.29882515186253,B,A,B,C,0
Homosexual,Divorced,D,C,E,98.87219934350752,70.57607713259127,153.2267509953332,58.464244885658154,D,-144.98197767975617,-120.7756612674536,A,B,D,E,1
Heterosexual,Single,A,C,B,56.01202375065996,31.2259990689485,-32.835848769722304,118.55416550560423,C,18.63547298086921,-145.67754235792577,C,E,A,D,1
Bisexual,Single,E,A,B,35.815811983463554,55.117871256076626,86.09684710490734,-36.5473670983413,C,-75.25180859565793,-17.919121007003476,B,A,D,C,0
Heterosexual,Divorced,D,E,B,33.72636464383404,51.25546805386493,-43.39693134285782,-27.937706744916017,B,131.8964051218464,5.2076368334080785,B,E,E,E,0
Heterosexual,Single,B,D,C,137.40311666165007,30.57258690581551,-25.5046836953776,-10.37320322097161,B,78.64983205489112,112.50870522155776,C,E,C,C,0
Bisexual,Married,A,C,D,77.80177468771386,-109.66771092296896,98.30995793952317,-90.65299796848045,B,-145.9432317416425,-211.773213134314,B,E,B,B,1
Other,Widowed,D,D,A,59.7419858866742,1.3322997057531805,186.2813672802473,0.20003954731642892,B,63.78415102967425,-158.38248617019357,A,C,B,B,1
Heterosexual,Married,E,B,B,83.54875470849268,-143.22819938152418,80.92395464863897,-157.74944527122315,A,-68.35168071772169,13.476232834943941,A,D,B,E,0
Homosexual,Married,B,A,B,11.763658627919533,-78.01536808495862,-151.24526607725716,-14.987065853630446,D,-48.61552430925789,-99.99998797337872,D,B,A,A,0
Heterosexual,Widowed,C,E,A,-40.76861187794645,57.287342909048874,199.13352502400826,39.146727743644114,A,111.88930748044244,50.15863544538873,C,E,A,E,1
Heterosexual,Widowed,E,A,A,2.041479487036818,-80.57361562041481,156.01213629828317,127.36069046186404,D,-29.911996592317603,83.9235059863843,A,D,B,C,0
Bisexual,Divorced,B,A,C,-110.63484513640604,-295.45264329008353,-35.0090187566946,-9.317364829985124,A,-114.7158327882899,74.43334993582978,D,D,B,C,0
Other,Widowed,A,E,A,-4.844105868122582,124.93495610975474,107.74699492400966,-156.3028734068859,E,22.839410849463736,50.88173554144269,B,D,A,A,0
Homosexual,Single,B,D,A,-110.47416986688152,47.97278139848665,-78.76560085657948,185.1729457926085,B,-32.11232481714011,23.075718655932572,C,B,E,C,0
Heterosexual,Divorced,D,C,B,78.95919102775343,1.6105055977159415,253.13004496299646,58.417887705750246,A,26.983972637424948,-29.534888507781204,B,D,D,D,1
Other,Divorced,E,E,C,-140.4488417214733,38.79714650253276,22.902884504569812,34.53072008658929,E,12.971645835611017,-135.0739985996621,E,B,C,E,1
Other,Married,D,A,C,42.66454881525934,-67.01726426445941,-70.85859846714759,-81.82184280100671,C,-61.168124865018626,34.67813502431586,E,D,E,E,1
Homosexual,Divorced,D,D,D,-170.35432545257567,-166.51815024971876,-38.31531025580334,27.909370886040886,D,-234.18313609380067,-67.62981206348914,B,E,B,E,1
Heterosexual,Single,D,E,A,123.35803224389568,-87.77046541090358,26.88938250347746,51.34896113205612,A,20.380695991406924,-136.7256461878933,E,E,C,E,1
Other,Divorced,D,D,D,-84.8430556582518,74.18231574934183,162.98700140644777,-97.25639676237806,E,-95.85518792204151,30.5804486330756,D,E,E,D,0
Other,Widowed,C,C,C,85.25982072131949,-50.66959722594051,-116.71540534521532,117.93538488968673,A,-186.8527359796395,121.78950584150013,D,E,E,D,1
Other,Single,E,E,A,14.272456414354155,23.699044825809466,178.41217400964186,38.695096117192485,A,16.74746533135219,56.37004846500636,E,A,B,D,1
Other,Single,D,C,D,113.0934226504352,-195.34874569144884,144.0752055500562,-166.75386830201074,A,87.54430021856862,-216.42523248000492,C,B,B,C,0
Bisexual,Married,A,B,A,86.17223507084091,85.96819471544838,-25.26375553171584,63.91671035815543,A,-147.8328392946142,-97.99285895331221,E,D,E,D,0
Homosexual,Married,E,A,B,-89.46685641384724,-44.47906109679099,-40.68961757872055,-87.18184376887758,E,109.23094472456347,-129.42091328446753,D,B,B,B,1
Other,Divorced,A,A,B,-65.45172518185342,111.45835255764042,-20.68776694387215,176.82516783103785,E,-33.473198935414345,-65.64589438252166,E,A,E,E,0
Heterosexual,Divorced,B,E,B,60.86498842574598,9.719641584233443,48.817183798964116,-40.841719073738844,B,7.069643002112909,43.97691577440816,E,E,A,D,0
Homosexual,Married,A,E,A,-43.47676095156847,148.8887839108923,167.2444003153085,-192.22142236785274,D,107.18673878474092,32.63411705455209,A,B,B,A,1
Homosexual,Divorced,C,A,A,166.34484859750552,-164.7622930181633,-91.57270047552618,-91.20899062776611,B,31.527654141861127,103.52011635812164,E,B,E,D,1
Homosexual,Single,B,D,A,119.5181309774614,-73.60307138941053,33.237197531001215,-120.46775431239874,B,-86.05368888512582,7.632593665894652,B,E,C,B,0
Homosexual,Married,D,C,C,-34.05456985788513,-14.026702417878752,-101.02186273692098,23.53643788289767,D,59.60196187717601,-114.921183953023,B,B,B,C,1
Homosexual,Divorced,A,B,E,23.566528987289082,121.90682275466939,66.87881455835584,20.945842763217197,B,24.90628789601178,116.17820561556778,E,E,A,A,1
Homosexual,Divorced,D,B,C,-68.72169992541964,62.08548987828755,16.819039409512502,118.65268004662664,A,-141.31407432319176,-51.37047337174734,C,E,A,E,0
Heterosexual,Married,B,C,D,-196.21140423271305,-111.14402995877238,63.80011415107744,80.1064767940039,E,18.780406815833636,-187.04406077985172,D,E,C,D,1
Bisexual,Divorced,D,E,C,-7.035282583026742,-27.805122020276542,-160.79719684923896,-47.04639145592121,D,-37.90309873948673,51.149564147813884,A,E,D,A,1
Heterosexual,Single,C,A,B,-105.40745506230856,-90.47749868504376,-64.04806274094236,-111.00640112178229,C,150.31753295811433,155.93246712165882,E,C,C,D,0
Bisexual,Widowed,C,B,E,80.09190682164741,-26.400193524954695,-12.711503258642479,50.2629698904631,E,199.21917187927275,-51.16771604723773,D,A,B,C,0
Heterosexual,Widowed,E,B,C,45.16360519017734,125.20010982750584,-44.651279577034884,2.0176846398712605,A,-262.98082665748893,8.568346974510957,E,D,E,D,0
Other,Divorced,E,C,A,-2.431435590297751,-245.1428109389227,-104.67038153989692,-125.7698155881382,C,162.8295919101008,8.140078065348897,C,A,E,E,1
Other,Married,B,E,A,74.5311248164546,99.65495268385813,106.45320771227014,-38.873713054920415,B,-79.88659622376775,62.48929413535138,E,A,B,D,1
Heterosexual,Married,B,B,B,-30.465476462565753,-21.808525018669783,-91.50745451732433,60.72693925948028,E,-1.3982835336289294,-115.07316027796821,E,B,B,C,0
Other,Divorced,A,D,A,217.20812073513306,62.042047957650695,-115.99299231046612,49.62192154288398,B,135.43349424146288,-33.03218714357617,A,C,C,A,0
Homosexual,Married,C,C,D,68.91570417626042,48.50674440562624,130.44477960479864,-124.86446961933888,A,-22.855037649862656,-38.28399771666443,C,A,C,D,1
Heterosexual,Divorced,C,E,A,-334.5885430660026,-86.38286096635875,18.38626087359909,42.328665048305965,A,14.312356609530486,-31.462187936873935,C,A,C,B,1
Heterosexual,Widowed,E,B,A,-164.59099064453812,107.84659572455477,-96.96113841166786,123.82009736517557,A,-21.58314262131823,-38.54693015153048,B,E,C,C,1
Heterosexual,Single,B,A,B,214.28776416156614,88.13296168268914,-66.8535240657417,12.689029449164721,B,101.5093642929864,12.344040253544405,C,A,C,B,0
Heterosexual,Divorced,B,D,B,-73.8386698954984,54.074982168023936,89.1576342196419,-22.574062991293953,D,-133.39747508936213,-157.8159790344994,A,C,B,D,0
Homosexual,Widowed,B,C,B,-64.78285792521658,-119.78486888830302,114.52950548071381,-118.268596791051,D,65.56909403453294,-234.23921704775498,B,A,A,E,1
Heterosexual,Divorced,B,C,D,-170.86663835098088,207.2522520524384,-190.31019974447338,-127.94692268293647,C,-74.51999349517496,-39.8393684390698,A,C,A,C,0
Bisexual,Widowed,A,E,C,-72.66752757750346,-109.81128876304615,-145.6225757477685,-9.491654701118293,B,67.65242380531346,-19.153823287065748,C,B,B,C,0
Homosexual,Widowed,E,B,B,108.16148256331215,26.914696123904825,69.14511557073656,80.19376574010089,A,241.31860698300517,120.28625136924964,D,C,A,E,0
Other,Widowed,E,E,D,47.85717342150315,25.5744422985953,-15.027393533093655,-26.51734881792855,D,-92.46495254437978,-73.05225254203947,A,B,B,D,1
Heterosexual,Widowed,A,A,A,-97.80867463934959,1.5317772289709077,9.970701031303387,91.91314292896368,E,-60.258221484190344,-59.18964388585549,C,C,A,E,0
Bisexual,Single,C,A,C,-24.971729863863608,-181.91071523220896,-128.04726461399315,-54.76856725941405,C,-16.684375610122682,56.49991584801071,B,D,A,E,1
Bisexual,Married,E,E,E,-11.922976873822071,-263.97790424634314,117.53572374450103,153.18824930659747,D,-129.89182803435995,9.52200416892338,C,B,E,C,1
Other,Widowed,B,C,E,66.80377204432247,-55.90451900278228,118.67293490087587,154.1428018681977,A,43.450771704712984,88.7583178373615,E,A,E,A,0
Other,Divorced,E,B,D,-185.77813320453973,58.89798512232226,-31.756633197544133,-51.19563441151214,C,58.17693073828924,-27.454208610210195,C,D,D,A,1
Other,Married,E,B,B,-28.495155966191575,49.207328326146545,120.68328627677334,-154.96121213366868,C,-39.61688512659404,-8.734037355790662,E,E,B,A,0
Heterosexual,Single,A,B,D,-210.57498661962052,-117.97036477518319,73.71458560497655,-6.510632303096334,C,46.55027577852214,-112.68693913938259,B,D,B,B,1
Heterosexual,Married,C,A,B,29.755861994686217,116.38345022144479,-113.04802251811977,101.23857661408842,E,7.943513887322289,-24.71684972129685,A,A,D,E,1
Other,Widowed,A,E,B,185.72718640666668,-4.384015041411396,137.88830711412882,-78.87477702294743,C,66.40204120458712,-87.1595332423255,E,E,A,B,1
Homosexual,Married,D,C,A,-41.704369880503265,49.99819395113414,100.80854000544794,-22.375679221564422,C,-59.49598756313772,99.23706642454329,A,C,A,C,1
Homosexual,Divorced,C,D,C,69.05363493756792,-162.52126988978256,133.02047907082638,-57.376723106088,A,42.63960617784962,14.25459958798925,A,D,D,A,1
Heterosexual,Divorced,C,C,B,-69.27188659153052,64.08025323683208,-219.70546948332782,24.800936714070478,E,66.06151954792992,-1.2699810095838542,A,E,A,E,0
Homosexual,Single,B,B,B,97.65622734480311,-62.0198808198907,-194.8701533355773,36.72499611409429,D,76.20206018513714,124.9776705334128,B,D,A,A,1
Bisexual,Single,A,E,B,-96.03249590457544,75.34698908727385,-217.26983956623252,-80.82528323063276,C,47.17598192163667,-118.67482443251937,C,B,A,C,0
Heterosexual,Divorced,E,B,B,40.46959639173372,-64.46479273394374,-53.30988747885319,115.25497592477561,B,-91.14984622470689,-11.000706234341015,D,D,C,D,1
Heterosexual,Widowed,A,B,C,94.57137390911731,139.7407670719647,-244.41138268688093,-56.71358036111268,C,82.17898912367797,-159.51945095721518,A,C,B,B,1
Heterosexual,Married,B,D,B,52.96925960218809,52.22269457770787,-57.18921878571479,1.96608173458708,B,89.4779305431311,17.184826601216148,D,C,A,D,0
Heterosexual,Divorced,D,A,B,20.118483442056398,-10.60049378007528,187.52739661962227,18.856025354714305,D,47.1657051087267,-107.90933823738611,D,A,A,D,0
Other,Single,B,C,E,-52.33768243304622,91.21269746717243,-13.133710625265769,0.9346157410019165,B,-68.41784743725123,71.02681621877777,C,C,D,A,1
Other,Divorced,B,A,C,-120.61846651719092,-84.32302968254982,-6.965221227952465,22.625522793224988,D,-69.07229187151735,-141.80215108092972,A,D,A,C,1
Heterosexual,Married,B,C,B,-74.79829843838935,-130.43002683755668,-271.48178599706864,-70.21202428879793,E,-6.7401543728793065,16.132005312488836,E,A,B,C,1
Bisexual,Widowed,C,B,D,-113.52176346823255,-83.27699376825713,-94.43359626392987,-41.13116646097287,B,162.20781115968728,176.33927923232565,C,B,D,A,1
Homosexual,Single,D,C,D,-160.03502819345928,-87.22900414301662,13.148735334878056,-76.31146282674655,B,-70.31434528267285,-146.8229097367055,B,C,A,D,0
Heterosexual,Married,C,D,B,115.406487060563,-131.86882728703162,8.302897479963836,-67.68473305651817,E,46.93154393219971,76.635314463648,C,C,C,B,1
Bisexual,Divorced,C,D,B,137.2834128424507,-310.1170925794864,-64.71017463807677,85.6077326935192,E,5.674921252404359,103.82042482923556,B,D,E,C,0
Other,Married,A,C,A,-156.03242469219737,-83.40218479609263,-33.912144223123455,120.59004741531034,B,137.5493339712427,-94.74485545973437,E,D,E,D,0
Heterosexual,Married,E,C,E,235.20700500448672,4.641479179316008,-97.32288473471039,42.93168576360848,E,155.84379165817856,140.24023731109588,B,A,B,B,0
Other,Single,E,D,C,-44.85961514676385,20.19063410919897,65.27328942894844,131.12553381875526,D,78.36414476400896,146.99178038877665,A,A,C,B,0
Homosexual,Single,B,C,B,82.62232602510934,33.57844127361871,40.85546308946078,-4.177371944135048,E,77.24549998557389,-12.882577828459684,C,B,E,E,1
Bisexual,Divorced,A,A,E,65.46989620148541,-33.40991722480363,-59.625915586186636,-54.639737908999905,E,-114.40507452240828,-133.91481952298997,E,C,D,C,0
Other,Married,A,E,E,-83.82067812972385,40.93213017515795,-159.81918985223592,-56.504995405348225,C,-131.88922370378788,-115.77362031731204,D,C,A,A,0
Heterosexual,Divorced,A,E,B,-240.6278327997224,-24.47112781801107,50.47218193633669,-57.69950286344846,C,37.75945632495195,-37.1265170106986,D,E,E,A,1
Homosexual,Divorced,C,D,E,-51.88569944869078,183.80366252973818,68.44904431804252,-78.0459487163833,A,-71.3608312845868,22.163951736665286,C,B,A,C,1
Homosexual,Divorced,B,D,D,-111.84277248192367,3.2689267748829955,-86.3531560663161,-18.93267526399318,B,-20.32841343669019,116.86709534584662,E,E,D,A,1
Heterosexual,Single,D,B,B,5.420030961833422,72.39188566578967,-32.180193138988834,-50.18092120971593,D,-74.939664043437,-11.001339127916419,B,C,E,C,1
Bisexual,Married,D,C,A,-141.68292767856468,55.774428700909006,-11.7916404576735,-139.30658601824527,E,75.86880904073054,-0.7685629062107777,E,D,C,C,0
Bisexual,Divorced,A,D,A,-12.802490022751883,79.41035599728049,57.100057561914994,61.350102220051326,A,-61.7090368573338,-11.30316166373725,C,D,A,D,0
Heterosexual,Divorced,B,C,B,-136.54105357398393,-57.68278365429333,-187.4454078297988,56.60754548273734,A,90.75399017113445,69.64352592185303,B,E,C,D,1
Other,Divorced,D,A,C,44.65595458705731,-55.02365865227091,5.368854778834421,-122.62443094259056,A,-138.11575057981952,0.04961376026847955,C,A,B,B,0
