Veteran,AgeGroup,Race,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
Veteran,36-50,White,Muslim,A,-114.32396638125863,C,D,-2.8975091314944166,1
Yes,65+,African American,Other,A,98.95948087849148,A,E,63.65017440694897,1
Veteran,18-25,African American,Christian,E,171.6976869912983,C,B,92.25031438185452,0
Yes,26-35,White,Christian,A,-22.202557302547838,B,E,-155.51933461425648,1
No,18-25,White,Buddhist,C,78.60035782953823,D,B,300.3090842926086,1
Yes,65+,Asian,None,A,97.18088238639146,D,A,-48.861638687430954,0
Yes,65+,African American,Christian,A,-15.212693308928301,C,E,51.35276979241099,0
Non-Veteran,51-65,Hispanic,Jewish,B,-146.481317322748,C,C,-77.47174158487464,0
Non-Veteran,36-50,Hispanic,Other,A,213.2281315027191,A,B,264.04130581865576,1
No,51-65,Black,Hindu,D,-9.088962995086165,A,C,-78.29628998009883,0
Non-Veteran,36-50,Hispanic,Jewish,C,25.770233992292418,C,B,20.571232826108428,0
Yes,18-25,African American,None,D,-14.243704939061658,A,B,13.918083644252102,0
No,26-35,African American,Hindu,E,51.67982370712691,A,B,78.97081678064536,1
Non-Veteran,18-25,Asian,Muslim,C,16.8906569709664,E,D,2.1372230670684447,1
Non-Veteran,18-25,Black,Other,B,45.77978330842668,D,D,-85.53933077248807,1
Non-Veteran,65+,Black,Jewish,D,317.28608258280764,C,D,-41.209428583081106,1
Veteran,65+,Other,Hindu,E,-32.623306579129824,B,A,53.96582727160214,1
Yes,51-65,Hispanic,Other,D,-103.80298085114885,B,B,-39.67284737691257,0
Yes,51-65,Black,Christian,B,-7.108545621046263,E,C,-120.47789018837261,1
Yes,26-35,Black,Other,C,85.92003783679877,B,E,-54.0587348066309,0
No,65+,White,Buddhist,D,-0.6935310509146659,A,A,-185.07097803440826,1
No,36-50,White,Jewish,A,-16.84352422927248,B,D,-10.751078666608855,0
No,36-50,Hispanic,Buddhist,E,156.63828561602062,B,D,-29.90381757857548,0
Yes,18-25,White,Other,D,-49.30096060486108,E,A,-7.599942507482324,0
Veteran,65+,Other,None,D,-239.76487465899848,E,E,263.595059477611,0
Veteran,51-65,Black,Christian,E,-91.53909331589308,A,E,-74.37879160303879,0
No,51-65,White,Other,E,-27.91850587908607,E,D,14.14127878643898,1
Non-Veteran,18-25,White,Muslim,C,231.54917567770653,E,D,42.25759921911196,1
Non-Veteran,65+,Hispanic,Christian,C,-57.96683076801952,E,E,63.56320553814487,0
Veteran,36-50,Hispanic,Hindu,D,20.42631483410038,C,A,-107.77178820319126,1
No,36-50,Black,Muslim,E,62.02405850158451,C,A,87.89703170260256,0
Veteran,26-35,Black,Jewish,E,-155.60099301032207,D,D,-12.873746710722624,0
No,36-50,African American,Hindu,E,134.77986120058299,B,D,49.77284270679303,0
Veteran,18-25,African American,Muslim,E,7.487089366272888,A,E,162.21344424046652,0
Yes,65+,Black,Hindu,A,177.18106072248528,C,D,-37.9303489387158,0
Veteran,18-25,Hispanic,Buddhist,B,246.47857331549764,E,C,-91.55294021694417,1
No,51-65,White,Buddhist,B,-17.62837900772244,D,E,0.6123473825983865,1
Yes,26-35,Asian,Hindu,E,-54.17510588935146,C,D,-33.25181290464817,0
Yes,65+,Black,Buddhist,D,262.62203490214466,B,A,215.70498023238116,0
Yes,65+,Asian,Muslim,E,146.34843788086172,C,E,139.710105095135,0
Non-Veteran,36-50,White,Buddhist,E,180.6735187621816,D,B,138.825649067018,1
Veteran,36-50,African American,Jewish,C,-142.38561853466248,B,C,4.59718714985039,1
No,18-25,Hispanic,Buddhist,A,46.292365943105935,D,B,-98.86672637887902,1
Veteran,65+,African American,Christian,D,-1.8538368925199131,C,C,-3.9287741212527956,1
No,36-50,Hispanic,Jewish,E,68.35104527094889,B,D,213.59885845826207,1
Yes,36-50,White,Muslim,A,211.706204809082,B,B,-71.92533309521818,0
No,18-25,African American,Muslim,C,49.05482686338891,A,C,39.260478302521214,1
Non-Veteran,65+,White,Buddhist,C,23.26850892692491,E,C,109.73187128312732,0
No,65+,Hispanic,Muslim,B,49.29108619342722,B,E,-76.29911649682538,0
Veteran,51-65,White,Jewish,E,-51.356478581976525,D,A,16.089855437005134,0
Non-Veteran,18-25,Hispanic,None,B,-126.40332355757,A,C,-16.60078861147195,1
No,65+,African American,None,C,-20.841663846055482,E,A,176.81201886806616,1
Yes,26-35,Hispanic,Jewish,B,19.422350016262747,C,C,-50.491422721464495,1
Non-Veteran,65+,African American,Hindu,D,-20.93247112783545,C,C,-53.941280834990565,1
No,65+,Black,Christian,B,-7.748217539487964,D,D,-12.427752901870916,1
Non-Veteran,65+,Asian,Buddhist,C,-19.754514365123068,D,E,-6.698205357881444,0
Non-Veteran,26-35,Other,Other,E,-32.92552024998598,C,C,-52.82290596664579,1
No,18-25,White,Other,C,-178.34407489787466,E,A,28.19846748356987,1
Veteran,26-35,Asian,Christian,E,-26.254794704279465,D,D,145.2181625428627,0
No,36-50,Asian,Jewish,B,221.1419342372603,A,E,90.73687679941166,0
No,51-65,White,Hindu,C,121.98087492258523,A,E,-42.9388555526804,0
Veteran,26-35,African American,Jewish,E,47.245076858790966,E,C,-130.56116007971704,0
Non-Veteran,51-65,African American,Christian,C,-0.17303774133118796,D,B,67.67787423042255,0
No,26-35,Asian,Buddhist,C,13.99419098651209,B,E,-14.948501762349617,0
Yes,65+,Other,Christian,B,-114.59085353488483,C,A,12.987664971240298,0
Non-Veteran,36-50,White,Other,E,85.88096215026371,D,E,223.17599537917366,1
Veteran,36-50,Other,Christian,A,-23.121055631412073,B,A,-149.81630758418171,1
No,36-50,Other,Christian,E,-71.07586609449119,D,E,-43.19861089486041,0
Yes,65+,White,Jewish,A,145.333046918132,D,D,-100.33611260248642,0
Yes,36-50,Black,None,D,256.21285216677336,D,C,93.80006636284453,0
Yes,36-50,Black,Other,D,45.72392297079184,E,E,29.81809851923681,0
Veteran,26-35,African American,Other,C,-76.64645974570978,B,B,73.13459639253173,1
Non-Veteran,65+,White,Jewish,B,-99.29650682073759,B,E,73.90176836411943,1
Yes,18-25,Black,Hindu,D,-22.010436965726083,C,B,-69.59877240489777,1
Yes,51-65,Black,None,B,79.83759772928111,E,D,11.695329779578723,0
Veteran,65+,White,Jewish,D,-12.064390476147903,D,E,86.84294129522074,0
Non-Veteran,18-25,Asian,Other,E,128.66231725331622,E,E,49.93819592602155,0
Yes,65+,Hispanic,None,B,74.91440819455977,A,A,-37.465618937407505,0
Veteran,36-50,Black,Buddhist,C,-145.97622675165965,B,A,77.58967774701667,0
Non-Veteran,26-35,Hispanic,Other,E,-61.37305378628355,C,A,-35.89609420807508,0
Non-Veteran,26-35,Other,Buddhist,C,65.13136787368498,D,B,85.93713125989082,1
Yes,65+,Asian,Buddhist,B,-130.3788293120161,D,D,43.01245239099979,1
Yes,18-25,Hispanic,Jewish,B,-99.27177269259312,A,C,-172.78835496068206,1
No,26-35,Other,Jewish,B,96.54823457546668,A,C,-1.5891882705049494,0
Non-Veteran,18-25,Hispanic,Muslim,C,122.35999091438099,D,B,86.66689747014304,0
Veteran,36-50,Asian,None,A,227.01676468037576,E,B,-8.362065283110649,0
Veteran,51-65,African American,Other,C,109.24236363484022,A,C,-34.89234716034044,1
Veteran,51-65,African American,Buddhist,E,-86.64587160631223,B,E,-28.217703303083365,0
Yes,18-25,White,Hindu,C,146.61905538571295,D,A,-8.202215900134126,1
Veteran,26-35,Other,Christian,E,115.51386791405575,D,A,246.25309929408107,1
Veteran,36-50,Hispanic,Other,D,-29.71245342781562,B,E,-104.55954661532576,1
No,36-50,Hispanic,Muslim,C,33.66802001843873,D,C,127.70935125393264,0
Yes,36-50,Hispanic,Christian,D,9.489108811949873,A,D,43.473740313338006,1
No,18-25,Other,Muslim,E,52.14233728577583,B,A,176.47564709135267,0
No,26-35,Other,Other,A,-1.2832477120384416,A,B,-99.61497791190385,0
Veteran,36-50,Black,Muslim,C,38.134950706339566,C,A,-60.0757101500545,1
Yes,26-35,African American,Buddhist,B,79.94550592611019,B,E,-211.85028154272945,0
Non-Veteran,26-35,White,Hindu,D,-41.96307974767308,C,C,-56.72322055049849,1
Yes,36-50,Asian,Buddhist,E,-116.68934852233707,C,D,109.94757189155469,1
No,18-25,Other,Buddhist,B,-96.26868614489725,D,B,-114.40395824719035,1
Veteran,36-50,Black,Other,A,-43.314822732639676,B,A,-18.43805332590097,0
Veteran,36-50,Other,Christian,C,124.23042752054137,E,E,-63.027574593382596,0
Non-Veteran,18-25,White,Muslim,D,-19.022862054932503,E,A,111.48158514406319,0
No,26-35,White,Other,D,246.58571177117602,A,D,9.471975727086605,1
Yes,51-65,White,Hindu,B,-143.23618777264255,D,C,4.720334743268258,0
Non-Veteran,51-65,Black,Muslim,E,44.57335455758491,D,E,104.62020669794295,0
Veteran,65+,Other,Buddhist,A,104.3407724934951,D,E,-136.24190792804768,1
Non-Veteran,26-35,White,Other,A,-13.828386714187491,E,E,-84.89164699196873,1
Veteran,18-25,Hispanic,Jewish,C,33.861789359449226,D,A,38.07160443174594,1
Veteran,51-65,Black,Hindu,B,134.91317866637874,C,A,184.57290877394317,1
No,26-35,White,Muslim,D,53.85595386901534,B,C,40.905304437304835,0
Veteran,26-35,White,Buddhist,A,-68.3466711078973,B,D,-122.6237609589345,1
Non-Veteran,36-50,Other,None,B,-56.097152574986865,A,A,161.08782031661332,0
Veteran,26-35,Asian,Other,C,171.77782454449903,B,A,29.592991492425558,0
Veteran,65+,Hispanic,Hindu,C,82.11427110632795,B,A,57.791516103767336,1
Non-Veteran,51-65,Other,Christian,A,-41.97209457969097,D,C,30.587702461104875,1
Yes,65+,Black,Buddhist,E,61.84911470409175,C,E,83.38504963632475,1
Veteran,51-65,White,None,A,72.53233598990194,E,A,-80.64889878606256,1
Non-Veteran,65+,Black,Christian,B,-56.66147104014825,D,B,58.96968220775013,0
Non-Veteran,51-65,African American,Hindu,A,119.80201842076808,A,B,156.91980863749163,0
Non-Veteran,18-25,Hispanic,Jewish,A,151.7689312939227,A,E,-9.71345996824308,1
Yes,65+,White,Muslim,C,-99.89650432332724,A,E,-39.081349112954804,1
Non-Veteran,51-65,Asian,Hindu,D,179.09777727092623,D,E,-24.71538999704602,1
Yes,36-50,African American,None,D,78.28305554016144,D,A,-50.338648165534906,1
Non-Veteran,36-50,Asian,None,E,-73.95352432868195,B,E,40.6932724284409,1
Veteran,36-50,Black,Other,C,-23.32067291563079,D,C,-14.005463624800713,1
Veteran,26-35,African American,Muslim,B,-119.69607151283925,C,C,-14.104649779117368,1
Non-Veteran,18-25,Hispanic,Buddhist,D,-21.451244316793886,D,A,146.88528898145324,0
No,18-25,Asian,Jewish,B,11.1100300230908,C,E,-28.828220477448074,1
Veteran,65+,Hispanic,None,A,45.03900127329304,B,A,156.1927462738333,1
Yes,18-25,African American,Christian,B,82.40134894613847,B,C,258.2139973423861,0
No,26-35,African American,Jewish,C,93.45523892109387,C,A,-219.32225965309954,1
Veteran,65+,Black,Jewish,E,-84.27065975954947,E,A,62.24124424013282,0
Veteran,65+,Hispanic,Hindu,B,253.66524859459417,A,E,-217.29427325305144,0
Veteran,36-50,African American,Hindu,C,-211.04225440010018,E,C,-85.31509461365798,1
Non-Veteran,18-25,White,Hindu,E,95.61186372979444,E,B,115.9699131925086,1
Yes,36-50,White,Christian,A,8.998258860548207,D,D,-14.744740086369395,1
No,18-25,Black,Buddhist,C,140.92478322652607,C,C,2.299823713149208,1
Yes,51-65,African American,None,B,-76.42076744275408,D,E,-56.478073099770775,0
Veteran,18-25,White,Christian,B,17.2759829125855,E,E,118.97940718939608,1
Non-Veteran,51-65,Hispanic,Other,A,-142.5057640192766,A,B,111.12761439070783,0
Non-Veteran,18-25,Asian,None,E,81.36395044415093,A,A,-87.34554316026262,0
No,65+,Other,Christian,C,-133.6518843786118,E,A,17.07567984457075,1
Yes,65+,Other,Jewish,E,35.32044804974796,E,D,45.80953214895897,0
Veteran,65+,Hispanic,None,A,45.159143131365,B,E,-84.0145805133078,0
Veteran,65+,White,Other,A,-145.34472418866747,D,B,214.80142413447555,0
Non-Veteran,36-50,African American,Hindu,E,78.74841011464581,C,E,-59.67781592676391,0
Yes,26-35,African American,Buddhist,D,43.90719337945099,A,C,-152.0763745119301,0
No,51-65,Black,Muslim,B,-12.432913827340604,A,B,98.03996293650283,1
No,18-25,Asian,Muslim,A,35.72018549560897,C,C,135.8058950718427,1
Yes,18-25,Hispanic,Hindu,D,19.614249061093755,C,A,-37.42067398654474,0
No,51-65,Hispanic,None,D,8.401997535696342,A,A,-184.69665615740286,0
Veteran,51-65,Asian,Christian,B,5.135108860013066,E,E,-14.016329673697383,0
Yes,65+,White,Muslim,D,27.184693198896248,C,A,48.06719159571004,0
No,26-35,Black,Hindu,E,-39.85144409633639,E,A,17.849168803794377,0
No,51-65,Hispanic,Jewish,C,-183.49469441963532,E,E,-31.683690793376133,1
No,51-65,Hispanic,Muslim,E,17.582081712418216,D,C,-116.36705229020414,0
Non-Veteran,51-65,African American,Other,E,-140.41561528356925,C,D,58.37068591803084,0
Veteran,65+,Black,Other,C,-82.74590463892183,A,B,-83.19323628269692,1
Yes,51-65,Other,Hindu,E,70.81574450453755,C,D,-41.84009819750039,0
No,26-35,Black,Jewish,B,-67.48297743487224,D,A,161.8298142040389,0
Non-Veteran,36-50,Asian,Jewish,B,125.54017589206663,A,A,22.586509168095713,0
Non-Veteran,51-65,Asian,Christian,A,-41.53912665281392,A,A,-61.242132013607154,1
Veteran,26-35,Asian,Jewish,C,70.62806816673223,A,E,53.430232691221846,1
Yes,65+,African American,None,D,71.01273251633108,E,A,-89.91189283852484,0
Yes,18-25,Hispanic,Muslim,D,-37.906544572068206,D,B,-183.39422778368558,0
Yes,65+,Asian,Buddhist,E,-145.5346766306001,D,C,-184.5926516432385,0
No,18-25,Black,None,E,39.66212260539136,E,D,-95.35205568517624,1
Yes,36-50,African American,Muslim,E,23.690997978377894,E,A,56.947924961158215,1
No,36-50,African American,Muslim,E,-138.8474393109175,E,D,34.16836674795477,1
Non-Veteran,51-65,African American,Hindu,B,-31.07798496470201,C,B,7.54030959881397,1
Non-Veteran,18-25,White,None,D,-4.447368847666424,B,E,69.93263428123042,1
Non-Veteran,18-25,White,Buddhist,C,327.0917432097258,C,D,1.6251658575708328,1
Non-Veteran,65+,Other,Muslim,E,-116.77442212125979,A,B,-180.68418755720273,0
Yes,26-35,Asian,None,D,74.27909599073718,C,A,100.34305777395329,0
No,36-50,White,Other,E,-165.48248115029577,B,E,140.23242469552372,1
Non-Veteran,65+,Black,Hindu,E,71.12419033942817,D,C,-43.827989186942254,1
Veteran,36-50,White,Christian,E,43.4583534449408,C,C,100.62531267903643,1
Veteran,18-25,Asian,Jewish,D,-54.29595951062732,A,A,40.255499615007906,0
No,26-35,White,Muslim,C,-74.8490925849731,E,E,69.68861770038714,1
Veteran,51-65,Other,Jewish,C,-79.06184547326976,E,A,-32.02421827942857,1
Non-Veteran,18-25,Hispanic,Hindu,E,-9.931001995185433,D,C,-5.177196425262213,1
Veteran,36-50,Other,Hindu,E,128.37408432238084,E,C,-203.6671763219227,0
No,65+,Asian,Hindu,C,39.348865637675125,B,D,55.30669915572688,0
Veteran,18-25,Other,Christian,E,-84.49924524230539,C,D,8.439404140366431,0
Yes,26-35,Other,Muslim,B,-7.262962887713316,C,D,141.7575015620237,0
Non-Veteran,26-35,Black,Jewish,B,85.57191215284878,D,A,9.280677970150421,1
No,65+,Other,Muslim,E,2.8985457695959758,C,C,118.6450174365365,1
Veteran,18-25,Hispanic,Christian,B,-74.25939079303024,C,C,-45.69493212797386,1
No,65+,Black,Muslim,D,-149.0744810577914,E,D,-108.05750250388195,1
Yes,36-50,Asian,Muslim,A,-122.41239761388918,A,D,-59.57164941935035,1
Veteran,36-50,White,Jewish,C,246.7423110062883,D,B,-109.2999822109445,0
Yes,18-25,Other,Buddhist,B,102.67356069799311,D,E,-1.00794407538548,0
Non-Veteran,26-35,African American,Muslim,B,40.227925236773146,B,B,144.23935418413157,1
Yes,26-35,Other,Hindu,E,55.22428234097423,C,B,101.60440776053954,1
Yes,51-65,African American,Jewish,D,-118.71968953942846,B,B,10.42357307846665,0
Yes,36-50,White,Muslim,B,-126.2829799310175,D,E,-130.63506253182743,1
Non-Veteran,65+,Black,Muslim,D,133.97409167966248,C,A,-103.90012721676945,1
Yes,36-50,African American,Muslim,A,-74.4722204436563,A,B,12.179607996800113,0
Yes,36-50,African American,Hindu,D,-73.43152910442119,E,D,106.6217941878449,0
Non-Veteran,51-65,Hispanic,None,B,-131.70110349768166,C,B,11.880563265819305,1
Yes,36-50,Other,Jewish,A,-18.91881613845278,C,A,-122.36510773838948,1
Non-Veteran,65+,Asian,Buddhist,A,-38.28076296536631,D,E,30.62199738901151,0
No,26-35,Black,Jewish,B,-107.49321269590824,A,D,149.82948957898344,1
Veteran,18-25,African American,Buddhist,B,46.672607752789006,E,A,30.42165282887954,0
Yes,26-35,Black,Other,D,78.89099466231255,B,D,-9.912792300079563,1
No,65+,Hispanic,Buddhist,A,98.74686463638498,E,D,-54.25584936257059,1
No,18-25,Hispanic,Muslim,C,98.37451194948156,E,A,28.420086636325475,0
No,18-25,White,Christian,D,-14.112253194540154,C,E,-151.9510634323125,0
Yes,51-65,White,Other,D,-194.5518757687728,D,D,-34.78904345884318,0
Non-Veteran,36-50,White,Buddhist,A,16.712296840741097,D,B,57.493796321128535,1
Veteran,65+,Other,Christian,A,-113.91266022587297,B,C,-24.11469238647358,1
No,18-25,Hispanic,Jewish,E,-5.638304146234888,C,B,79.80753433819014,0
Yes,26-35,Asian,Jewish,A,-124.77885432706337,C,E,12.448950515554806,0
Non-Veteran,26-35,Other,Other,D,-131.9222306627678,B,D,33.97661445594787,0
No,26-35,Other,Other,B,-50.334893639403,B,D,-38.559057161489854,0
Non-Veteran,18-25,Asian,None,B,122.56120276116187,E,B,-185.03862770359447,0
Yes,51-65,African American,Buddhist,B,46.87980861054012,C,C,-71.56622558201488,1
Non-Veteran,18-25,White,Other,A,-32.07262154188659,B,B,3.2507119446479633,1
Yes,36-50,Asian,Christian,A,-260.42517253134326,E,C,-16.751297203066795,1
No,26-35,White,Hindu,D,-184.36875645563768,B,A,-137.71975249760536,1
Non-Veteran,26-35,African American,Jewish,C,5.2981096414840545,E,D,-32.968235274287466,1
Non-Veteran,65+,Other,Other,A,-44.89255286690603,C,D,156.56699313533477,1
No,65+,Hispanic,Hindu,D,109.54123655430604,B,B,-170.0906340086004,1
No,26-35,Black,Jewish,C,-168.32367577416684,B,A,202.5362304317395,1
No,18-25,Hispanic,Christian,B,-9.868579542728716,A,B,265.3746464065434,1
No,51-65,Other,Hindu,D,134.65457403567564,E,A,-43.583302967195706,0
Veteran,36-50,Asian,Jewish,D,59.311525342988816,A,B,31.48152997661352,0
Veteran,36-50,White,Christian,E,8.286924923677471,A,D,103.12956511857865,0
Yes,36-50,African American,Christian,C,-64.80575659166958,C,E,35.955170522237786,1
No,18-25,White,Hindu,D,-132.8760432729853,E,D,-4.007954184223436,0
Yes,18-25,Asian,Muslim,D,106.68447335978428,C,D,-62.90335703042611,1
Non-Veteran,51-65,Black,Other,A,40.52593317503793,A,C,39.2518900425935,1
Non-Veteran,18-25,African American,Jewish,C,74.19560727088141,A,B,-16.69740570833075,0
Yes,36-50,White,Jewish,E,-193.36326257376749,E,B,-40.75875279716962,0
No,65+,Asian,Buddhist,D,-141.2158417196516,A,B,157.06081963267619,1
Yes,36-50,White,Buddhist,E,107.66224318856928,A,C,-223.76603606388184,0
No,36-50,Hispanic,Jewish,E,-43.86383112311393,A,D,216.48963195295084,1
Veteran,65+,African American,Muslim,C,-170.30284196295256,B,C,-13.225471083020308,1
Non-Veteran,51-65,Black,Hindu,D,-93.68871515583537,C,B,-107.97615908209089,0
Veteran,65+,Asian,Christian,E,-255.8544752642491,D,D,144.40632282688622,1
No,36-50,African American,Christian,A,-50.72811897031633,C,A,10.600484163093721,1
No,36-50,Black,Muslim,D,-50.29698742341028,E,B,25.43124760761794,1
Yes,18-25,Hispanic,Other,C,-37.7993421640512,A,C,-37.00340489724682,0
Non-Veteran,18-25,White,Christian,A,14.387594760986769,D,B,7.984583926795756,1
Yes,36-50,White,Jewish,A,19.085339620498697,A,D,-43.14921989720746,0
Veteran,65+,African American,Christian,C,-96.53786816108655,C,B,-5.586741985181306,1
No,18-25,Other,Other,B,179.5116961673739,C,D,61.305984511588576,1
No,26-35,Hispanic,Hindu,E,-53.701320458113,A,C,-46.66241263564497,0
Yes,36-50,Asian,Hindu,A,-122.06943990241257,C,B,55.71039232123861,0
No,18-25,Asian,Jewish,A,-85.39713339777508,B,E,96.76153739204338,0
Veteran,51-65,Other,Other,A,7.279512623300828,D,A,-119.27376575265225,0
No,36-50,African American,Muslim,B,83.9946947986671,C,E,-56.211187923303775,1
Yes,26-35,African American,Other,E,-38.381214490856266,B,C,-175.8669852443158,1
No,65+,Hispanic,Christian,C,22.30538022836065,A,D,-30.5398924861578,1
Veteran,51-65,Black,Muslim,C,-84.13439658415042,A,B,-12.357104634239107,0
Veteran,65+,Black,Buddhist,D,69.02888450877445,A,E,77.25312406062243,0
Yes,51-65,Asian,Christian,A,25.789958666568264,B,E,-37.5131795242338,0
Non-Veteran,26-35,White,None,E,-49.77434094032391,B,C,-102.4987280711098,1
Veteran,51-65,White,Christian,B,-31.15117049557417,D,A,128.64598474696533,0
Yes,18-25,Other,Christian,A,-82.99484036410429,A,C,-190.84580219610416,1
Veteran,26-35,Other,Muslim,C,-24.010764802901267,D,A,98.7446828499136,0
Non-Veteran,18-25,Hispanic,None,A,-284.5458560674677,B,E,154.4153600929338,0
Yes,36-50,Other,Muslim,C,10.950545085551624,C,C,74.75671513774019,1
No,18-25,Asian,None,B,110.5564912804069,D,E,-12.330609086490155,0
Veteran,18-25,Other,Christian,A,4.657526254311011,C,C,72.31225206260753,1
No,51-65,Black,Buddhist,B,51.32620353314332,A,D,-268.55602300816884,1
Yes,26-35,African American,Muslim,D,-33.51961357045531,E,D,43.77919350209178,1
Veteran,26-35,White,Muslim,C,-78.53359840019213,A,E,-113.44235769657615,0
Non-Veteran,65+,Asian,Jewish,C,157.18049457455083,D,B,1.0565254758320852,1
Non-Veteran,26-35,Asian,None,A,60.4861606795489,B,B,160.65906129169966,0
Yes,51-65,Black,Muslim,C,58.60935026604736,E,E,146.36928660896652,1
Veteran,51-65,Asian,Other,C,41.377037305095556,C,A,108.24248315320524,1
No,65+,White,Other,C,8.7782254742209,A,A,58.88985537849676,1
No,18-25,Asian,Jewish,C,60.8857483410052,C,A,84.49422176786493,1
