religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,C,A,B,A,E,D,E,77.80321941454196,265.928941023031,C,-179.27772762215585,-104.9512228855103,C,0
Buddhist,D,A,E,E,C,C,E,99.82479263788824,25.147525252875198,E,1.3485132466872587,81.35817976164603,A,0
None,A,E,C,C,A,E,A,43.89018868449685,-241.64817527105242,E,1.161592561557136,149.9297693004377,D,0
Buddhist,B,B,B,B,D,C,D,63.57434198786207,38.30397570336161,B,80.65326854075666,-128.91920611308635,D,0
Other,B,E,D,D,E,B,A,-117.27043852745331,-64.05473300522868,C,-41.74942110420461,45.01031741139853,B,1
Hindu,E,B,A,C,C,C,D,-123.18748439241789,83.73537475338988,D,-3.763624627408193,-174.34467044710942,A,0
Other,E,A,A,A,C,E,D,-85.03954113877646,115.37011392630178,E,-94.23963890867665,-29.256935284421264,B,0
Hindu,D,C,B,D,A,D,E,-146.05947550534646,-0.17982826059250132,C,-100.17099605151584,21.84512250663848,B,1
Christian,A,D,C,B,A,A,B,-5.7945403721945175,-147.47873666862245,A,-233.8900682527011,-43.29489215398097,C,1
Hindu,A,D,D,C,E,B,B,15.739643442143974,-101.56959977636077,B,85.53926472210064,59.85698650468977,B,1
None,B,C,E,C,A,A,E,28.80725994155932,66.83911505625207,A,-9.174391352448533,64.5004598293639,B,1
Muslim,A,B,B,B,B,D,C,-37.85955094643641,46.545965536962406,D,-56.481420098072974,134.94609821855065,D,0
Other,D,B,D,C,C,D,A,73.97068256554826,-142.10482790358753,A,55.262060990922265,-34.25119531739941,D,1
Other,C,A,C,A,E,A,B,-102.4843826070106,-78.33386801711679,A,-138.0789590049491,-2.8019751865816755,E,1
Buddhist,D,D,A,A,C,B,E,-13.530514286600814,51.414405847154555,E,112.52240521150073,174.62766224172336,C,1
Jewish,E,E,A,A,A,B,C,31.51504734295168,124.55001764797224,A,-23.73497210843119,114.8908066496023,E,1
Muslim,C,A,E,E,A,B,D,33.52438084516006,63.423297709154134,E,-27.3053688574727,58.02284911043847,C,1
Hindu,C,E,D,A,A,C,E,28.353547252707845,-99.70106170682608,E,-18.854009616462097,71.01173876799764,A,0
Other,E,B,D,C,E,A,A,-142.16141180167028,8.178701696784021,E,-10.78461279515153,-221.89365738506166,B,1
Jewish,A,C,B,E,D,E,D,-50.44308093273896,100.49739847177064,E,67.11155381359744,-8.611059185922858,A,1
Buddhist,D,B,D,B,D,E,D,29.687668220383827,45.810125225843926,D,66.80722352210738,127.27489044685089,B,1
Christian,C,E,E,B,E,D,E,-82.19933698043673,113.38474074118862,D,-47.65961728819021,0.638489890964096,C,0
Hindu,A,B,D,D,A,A,B,-22.22188062180197,4.0307963311017225,B,-49.81538192698917,-7.58183810709515,E,1
Hindu,E,A,A,C,D,A,A,269.4836504416285,-90.71461357902957,A,-189.87893296149883,-52.06501750876673,B,1
Other,B,B,A,C,E,D,A,-17.215854778848257,153.7629224229583,C,52.137319346357266,-39.17201726914001,A,0
Jewish,B,B,A,C,E,A,E,-101.39940999270875,118.84563565598663,B,-7.028603156695057,-293.3304152105925,C,1
Jewish,E,C,A,B,B,D,E,18.98639953153968,-209.9441844324864,C,112.10464849132336,-277.57901263927323,A,0
Jewish,E,B,C,A,A,E,C,-195.46178370476193,-12.44944237707731,A,116.59129660182074,-104.12614205567866,A,0
Other,E,C,A,E,C,E,C,16.472633485683676,-138.88563962092974,A,86.40336439640541,113.73693114538462,A,0
Buddhist,D,A,D,A,C,C,A,167.19231735454906,-14.50962221234588,A,4.765883161727147,-167.99006397607684,B,0
Hindu,A,A,A,A,C,D,A,70.13793334093535,-25.632503335489652,D,-124.62754904575569,37.111719395154694,E,0
Buddhist,D,A,C,D,D,B,A,-198.3037295685199,133.50186216272996,A,203.68372323274647,37.99016431837002,D,1
Christian,C,C,D,C,B,B,E,104.18374562219735,135.33186790106316,D,144.33690204191115,-183.38939256937348,A,0
Jewish,D,D,D,C,E,A,D,-105.05307759996154,34.70783307700348,D,26.43154240657347,-2.240318442714586,B,1
Jewish,C,A,C,E,B,A,A,54.011241353173254,-17.837872582489886,E,-4.9968428887507015,76.20629625009016,D,1
Hindu,D,D,D,C,B,E,E,95.32998033429878,-209.6196313488965,A,-76.38095062389979,172.57791539646777,E,1
Muslim,D,B,A,C,B,C,C,15.976010367043383,-74.50158260518799,E,0.2484901575383177,-87.05797538681773,D,1
Hindu,D,E,C,A,C,B,E,26.244466698405134,-45.035860922520314,C,2.606449859844382,-73.90335372748189,B,0
Christian,A,D,C,D,E,D,E,-16.1524456566917,79.22178898807822,E,-201.6751585233882,-7.645638966237548,D,0
Muslim,C,D,D,C,C,E,A,-37.3538250014547,13.667260365185296,E,-54.394190608994755,4.8682739957890515,B,0
Christian,C,B,A,C,B,C,E,66.14968969670086,114.55316833345763,D,-6.099965192475831,-64.66749106413737,A,1
Hindu,B,A,C,E,D,C,D,-184.87672972042054,-34.179132219896736,C,-26.837853111559397,12.867936144117397,D,1
Hindu,B,D,C,D,C,B,D,90.691254010661,1.7510830949837086,E,-139.16298121048146,55.98523232928526,A,0
Christian,D,E,B,A,B,B,E,50.39439057359025,-103.33868264480026,E,-60.89866027831393,21.31153290524135,A,1
Hindu,C,A,E,E,E,A,D,169.2125993318487,-0.21755702475706695,C,-54.07177356696915,-176.78129377043413,D,0
Christian,D,C,E,D,E,B,E,79.08797439363983,84.49821233208236,E,-26.3439022038245,-120.8068819038195,C,0
Christian,E,A,D,B,A,B,E,-22.80890678327518,103.19961625470926,C,112.19741606590586,29.562096918784963,A,0
Muslim,C,C,A,C,A,D,B,-116.84274155790109,137.68366471467039,A,-28.212456208940672,-23.252331979954583,B,0
Buddhist,E,E,B,E,C,C,D,-54.6751770714789,45.22709421324722,B,36.47320444356853,173.56536305671142,B,1
Christian,A,E,B,C,D,B,C,82.88294288038612,63.163111247188134,C,-125.74466542539089,-0.809883350212586,E,1
None,C,A,C,C,C,A,E,-75.35228864498707,150.79529948089933,D,-205.5198532137626,12.88024154378046,D,0
None,D,D,E,D,E,A,C,154.31460930442722,155.56998891125374,D,-194.3406282608207,30.8551132017952,C,0
Other,D,D,B,E,D,D,B,155.1334764108815,49.82746434805205,E,76.64255157214195,93.53237912936274,B,0
Muslim,A,C,C,D,E,C,A,-99.81561455668727,-202.40860881220013,C,153.95477315115212,-131.95579006042283,C,1
Hindu,A,A,C,E,E,D,A,53.29135240645038,-168.7668702171888,D,-207.04489391102152,-129.8153929053287,D,1
Jewish,C,D,E,E,D,B,B,-6.43528904374268,41.352343732346995,E,-21.11898839894005,110.30869925026568,D,0
Christian,A,A,E,B,D,B,A,-178.86171991360246,-67.58080366629645,D,-91.96746496065401,-46.454932032349035,C,1
Other,A,C,C,B,E,C,B,-122.45994163616281,-44.80504107004735,E,-64.10254245781162,-30.93807370324647,D,0
Jewish,D,D,A,C,C,D,C,14.699614104436225,168.0744168764115,C,33.12003410490576,23.266976973081306,C,1
Other,A,D,C,A,A,E,C,-110.40509072239648,107.56693038112147,A,-159.19144037887983,24.681047343649574,E,0
Christian,E,D,B,A,C,A,A,50.603094087240976,-32.31933523817863,E,27.50646487311506,-10.511482246540815,E,0
Christian,C,A,C,E,D,A,A,17.72580688219519,94.31856241401093,D,63.136782101057456,-92.59745783865615,C,1
Jewish,A,E,B,B,B,E,D,32.05664815198803,115.34966421566877,E,7.3299555723976155,-43.22296917026621,E,1
None,E,A,B,B,E,A,E,-45.68552357223372,-98.51376220892477,B,-90.40363736712219,-35.40236519513043,C,1
Buddhist,E,E,C,E,A,E,E,-67.34607333451521,-70.35974386055092,C,14.392078271697825,-31.22505410260204,D,0
Christian,B,B,A,B,D,E,E,71.21967041131364,-76.39066507283262,B,-70.23388722293674,18.843312635807834,B,0
Christian,E,E,C,C,A,A,E,-76.20975778690499,192.02880162651454,E,14.096612891199047,-135.96518586237062,C,1
Christian,D,E,A,E,D,E,E,6.6330909652286465,15.674247671265348,D,73.99280699296526,31.82585060259625,C,1
Other,D,D,A,D,D,D,C,5.873122499167641,-139.5621244096447,D,38.7702117363711,41.874423228430565,D,1
Buddhist,D,E,B,D,E,B,A,-14.19483088568021,222.5642489868303,D,77.66843478832307,17.429416004527738,A,0
None,D,B,A,A,B,C,A,-130.31131627379466,96.58321420909071,E,22.00049029374906,19.7459324234627,B,0
Jewish,C,E,A,D,B,A,C,-101.14755841657993,-173.38053853388948,B,-91.09715220129523,-37.59427648022418,D,1
Christian,C,C,C,E,A,B,A,-9.239982577410217,28.90185829924576,C,-32.461233207382364,30.667268802023216,A,1
None,A,D,E,C,C,E,E,56.20910801207213,14.39281905045095,C,-8.564616471691348,-50.280847718289024,E,0
Other,E,A,E,C,C,A,B,-58.9170388838544,-98.58194314927357,C,-14.446061818782677,-44.13512533240697,B,0
Other,A,B,E,A,C,C,C,-114.76076140033713,-80.99813796678082,B,-78.81462803388787,61.27450850617458,B,1
Buddhist,C,B,E,A,E,C,A,-126.04749811588339,-58.15783460947511,C,-71.91399440507661,63.6161797446219,D,0
Christian,B,E,E,C,B,A,C,96.03147702019189,75.92422581349113,B,125.6147184012187,-119.68689195769493,C,0
Buddhist,A,E,D,B,D,B,D,-9.716473052945558,70.37954782337933,E,38.12135026541738,-10.242176226905523,E,1
Jewish,C,D,B,C,D,D,E,41.91149293641565,-133.72952167405364,E,89.25007557517613,45.42068003448871,B,1
Hindu,D,C,C,C,D,C,D,48.90135790833725,-5.471115829558404,C,61.93590288250742,110.06305764316436,A,1
Muslim,A,B,E,E,A,B,B,41.3431165996432,-174.20115669723063,C,15.132703191547737,-71.09611576354783,D,1
None,D,A,E,E,E,B,D,42.345761934921775,-81.75059724846983,B,137.43332242595088,138.4072816818536,D,0
Jewish,A,B,A,A,E,D,C,-45.145028626231856,-141.39442147131894,B,49.12599884390462,-26.34827905970643,E,1
Other,D,D,C,D,C,B,D,14.970394813288143,-48.670942376450945,B,-68.80172739518616,-17.163525789046126,D,1
Muslim,A,C,E,C,D,C,E,134.6250996673869,-2.6342612401452334,C,110.38249744705043,-119.58884414483828,B,1
None,A,A,D,B,D,C,C,46.931075315389194,-127.05742869746122,E,-7.9041907190755145,-134.36847017990308,C,0
Jewish,A,E,C,B,B,D,B,57.46852121840191,-79.94421745564328,A,-67.72355543653143,-14.86434360745981,D,0
None,D,C,E,A,C,D,C,170.22123960929258,-1.4444926102565243,B,-32.9953819448921,-145.47105651098295,D,0
None,C,B,A,B,D,E,C,-119.70613992635606,55.440615536197036,C,151.32227853394832,-136.90578270672844,B,1
Muslim,B,E,E,D,A,D,B,-60.17128321265193,-5.663208103654307,E,155.58261773319052,-98.44808772888479,C,1
Christian,E,C,B,D,B,D,E,-85.64622438595127,-82.9173743323292,B,-176.71185570683753,-71.73102046570892,B,0
Christian,A,A,D,B,B,D,B,38.91802295042515,-17.494937308710917,A,-76.61838786765792,133.84809588902652,B,1
None,C,C,E,A,E,C,A,31.495335300468863,-196.87564650119407,B,73.5172451930528,97.57031007211936,E,0
Other,B,D,A,A,B,E,A,60.57093117844287,60.232245948916486,E,-88.3118403266089,-11.699506973719181,D,0
Christian,C,D,B,D,A,A,A,67.40511675757,90.84220257869625,D,60.35752797745326,-7.009713425949184,D,1
Other,A,C,E,C,A,A,E,103.23620668071047,58.49146990015903,D,202.95481602782453,-107.32898487402068,C,1
Jewish,B,A,E,A,C,B,C,-101.89993800731756,139.14071118352217,E,103.14219737425027,-87.343064151361,B,0
Buddhist,B,D,B,E,C,E,B,40.086540068910224,111.16879401793894,C,-11.885749491583574,86.09872468361883,A,1
Jewish,E,C,C,D,D,D,E,-130.96090401443809,-177.7983504767577,A,-57.5013728564968,-80.96279531058643,D,1
Other,C,A,E,B,B,A,B,75.08655941299905,24.851302552756398,E,-74.92475509295782,-7.636780247814848,D,1
Hindu,B,D,A,A,B,A,E,65.04878439088615,15.572492307708623,A,-31.735132269144838,113.61217522187812,C,0
None,A,D,B,C,B,D,B,57.1891077170318,-18.822719818493237,B,-93.55256330881674,-36.34294927123732,D,0
Buddhist,E,B,A,E,A,A,B,-177.4909518649917,17.021773411883583,D,98.49651995975749,-65.43230610664187,B,1
None,C,E,B,C,E,B,C,-71.47228730653411,54.26000609042559,D,-55.79151120462169,-66.25221787489481,E,1
Muslim,D,B,D,A,E,A,C,-134.15686539870867,1.9152955836008714,D,-61.69637746623216,117.59367534099192,E,1
Muslim,A,B,C,E,E,E,C,-129.1950052278838,-119.754428605371,D,172.04532368296097,-70.93044405875507,A,0
None,D,E,A,C,A,C,C,140.89073100414438,-9.692515514640132,E,47.99768905270858,-44.88821555158236,B,1
None,A,C,D,A,B,B,C,-13.832350597793688,50.92996769906119,C,4.9818009270793,157.3016764344237,C,0
Muslim,D,D,D,C,E,E,A,-50.792864537732704,-3.725154301382373,E,-171.38435746188742,-9.493117365352775,B,0
Christian,C,D,D,A,B,C,B,122.22577387196078,-58.697173530013416,E,-189.72874041622788,-28.231220987379185,B,1
Jewish,C,E,A,E,B,D,A,51.626625580585554,113.70560573013293,D,52.25259125441244,-136.66819049119695,A,0
Other,B,E,A,E,B,A,B,-23.458095400736273,83.17737431799353,B,-49.03243289912344,41.805756950815635,B,1
Christian,E,A,E,B,D,B,C,139.08811630032483,-14.623367338641533,B,-51.41441221108192,13.707288880497243,B,1
Buddhist,B,C,B,A,B,E,B,-7.4404100115905925,-51.876372340166064,B,-80.34346273429145,-79.19962619748821,C,1
Other,D,C,E,E,E,B,C,-48.13996202838261,-236.75362289416668,A,-101.33767147759727,-68.86939683288344,E,0
None,D,E,C,E,E,C,C,28.81326211430384,129.0205405332852,E,-2.9036686339604096,-57.10081988785958,C,0
Hindu,E,A,E,D,E,E,D,-37.95877797763697,251.1960387024672,E,-30.697769681253483,-68.42327640279731,D,0
Hindu,A,B,C,D,A,B,D,126.4772086185887,27.413252558650537,B,73.3133225676571,-78.95543384100436,A,1
Muslim,A,B,E,C,A,A,C,75.18828136219254,-43.06132958485783,E,80.39031477612075,109.68331132058609,C,1
Muslim,B,D,B,C,A,C,A,110.6287343172293,-91.16094549630634,E,39.199351851280554,53.7659281945295,A,1
Muslim,D,D,E,E,D,B,B,59.05685149566459,-84.40173831948267,E,177.9004960497567,-75.31132922780827,E,1
Hindu,B,B,B,B,C,D,C,-13.995298062520718,-75.50899028409094,B,242.74164361205334,-124.89257404353098,E,0
Muslim,B,E,A,A,D,C,D,65.63266623623669,-110.76722818105004,D,-111.85100469822697,-87.97665385482505,B,1
Buddhist,D,C,E,D,C,A,E,43.3468620387337,-116.77362162979486,C,12.336780907077918,-212.20203956235486,E,0
Jewish,D,C,C,E,A,B,B,-68.1706455715891,68.3989922058845,E,-60.921029967541216,-5.551628686167538,A,0
Muslim,D,E,A,B,A,B,C,26.771318844224446,-53.85673748996894,D,45.08466494779543,209.50692362935612,C,1
Other,A,B,E,B,E,E,B,-63.384893897469944,-8.953011499653684,C,133.58769483094815,88.93545980734721,C,1
Buddhist,C,C,A,A,E,D,A,-39.771287615761366,-93.71482168464887,E,83.9686667588946,-64.16010991533024,B,1
Buddhist,C,B,B,A,A,A,A,-83.90335918932249,-8.383025321867294,D,-0.29919144061901404,-145.3829747735996,D,1
Buddhist,A,E,A,C,D,D,D,168.1054284682131,-35.4528730017064,B,60.097194098595374,-20.21503071754947,A,1
Buddhist,E,D,D,C,A,B,D,27.11963026529952,-85.86008218340797,A,22.822699559081087,-106.00595551641516,A,0
Christian,C,D,A,B,A,C,B,228.48457127837136,15.518069033575967,C,-47.74388187192056,96.56290294893576,E,0
Buddhist,D,E,B,E,B,C,A,111.17085053435115,28.986696668064187,E,0.8831402160998887,-37.96093282944481,B,0
Other,A,E,C,A,B,D,E,153.2156663489924,56.11877609891482,A,-31.997771339664265,194.39042150760665,E,0
Muslim,A,B,D,E,E,A,B,-102.05364002189678,-23.373574767197354,D,41.39568875856526,-2.8996626357939634,B,0
Jewish,D,E,B,E,E,A,C,-37.648563303216235,10.306353066083966,B,96.67276567270955,21.062004598237174,C,1
Hindu,A,E,A,C,A,D,C,-75.97776210020317,72.79974560259497,C,139.19501142000672,20.353085219009852,B,0
Buddhist,E,A,C,B,C,A,D,100.31939824073588,-67.62287192068995,A,-188.11105465709346,-61.11569996117141,D,1
Muslim,A,C,D,E,A,E,E,-43.87550862714849,19.184156935011202,B,189.49147164844103,32.097558520920835,C,1
Hindu,D,E,A,D,A,A,A,-73.95645669654985,-164.37134988688803,D,68.40927683475641,-31.239111400489893,B,0
Other,C,D,C,A,B,B,B,53.31986900244541,-158.2677130311314,E,88.94835784276258,-71.07834236295125,A,1
Buddhist,B,A,B,C,A,E,C,108.39891183484656,117.06073833047034,E,-59.977427395615926,-30.812314902680342,E,0
None,A,B,C,D,A,E,C,-232.3703450600251,-2.384088006390005,D,113.83324487154044,-103.3243014736295,C,1
Christian,A,A,C,C,E,C,C,291.30678997077695,-105.97462834055132,C,-23.289296401350594,88.28616997003574,D,1
None,A,B,C,A,C,C,B,200.4791744959392,-11.564628305136557,E,-46.8013380766007,-187.14508289798147,C,1
Jewish,C,C,E,B,C,E,E,286.44355847874465,150.95564150314743,E,-94.57756107141593,143.6266220432929,D,1
Muslim,A,A,E,C,C,E,E,-56.48465442505729,-24.675409063856524,A,-119.38723088257441,130.5197404632562,C,0
Other,D,E,A,A,C,D,E,-33.24950674427658,-55.512470372566284,B,-105.9969965630009,-119.10241798646295,C,1
Jewish,D,A,A,C,B,A,A,55.35850850649505,41.98546457532275,C,91.46823733407162,-47.641167596692895,D,0
Hindu,D,A,C,D,E,D,D,95.43962322044868,8.378390536400158,B,-27.8440166454754,-60.209002707635115,B,0
Muslim,D,D,A,D,B,B,D,49.20257311972836,39.769419106019775,B,151.71079798412072,2.099076350286705,A,1
None,B,A,D,B,D,A,B,-61.60018172769829,9.032089226667201,E,135.5929966951427,1.0296382167477462,B,0
Hindu,B,A,A,A,D,A,E,220.96798343510895,150.74467838537146,E,-1.1818720490909103,82.89596022151659,B,1
Christian,E,B,E,C,E,E,B,-18.577576859580606,46.21832068982156,E,95.49723233959972,55.441481629389656,B,1
Hindu,C,B,A,E,A,A,B,-215.70831970460995,72.12704284566102,B,-44.98430490567779,-166.8009344828228,A,0
Jewish,B,D,D,A,A,B,E,-132.70190867195117,-13.587328711173043,A,23.478533203712214,-114.1328507535023,D,1
Muslim,C,C,B,B,E,C,E,141.25219567852878,79.37338556643694,A,-118.53417142838956,71.39850140670183,B,1
Hindu,D,C,E,A,C,D,B,-161.7663329556326,27.78977003742232,D,-23.342173479527798,-60.135576968871504,C,0
Hindu,A,C,E,E,B,A,D,-6.95128907463425,173.55126338329922,E,35.79658107618139,77.37355491720297,A,1
Christian,C,D,C,D,A,C,B,-160.8333315855581,-149.0203938296968,E,-75.99001205769416,-59.42496215522945,A,0
Christian,A,E,D,A,B,E,A,-48.232413363449155,12.977881349962889,B,-27.873626535884533,-43.696686007144976,E,0
Jewish,D,E,C,E,C,B,D,-156.43501116758773,48.6360497572424,A,-218.56239322803975,104.71433949679918,A,1
Muslim,A,A,B,C,A,D,B,20.298356634606566,19.778703262655632,E,-102.5049440046083,-65.72862134785666,D,1
Jewish,B,A,E,B,A,D,A,-22.82744729098183,-144.02048901107187,B,-53.994811864429025,-55.00995073745537,D,0
Christian,C,D,B,A,A,B,D,107.45667714688621,7.359683225416457,B,-322.95651592211954,77.10674535503829,E,1
Muslim,D,A,D,C,C,C,E,-38.10891134083425,101.6124884381808,B,-107.94661701880845,82.62193686701139,D,0
Jewish,D,B,E,A,E,A,B,-11.674429896407968,71.91137254600939,A,-45.237806327238076,92.55967899813938,B,1
Other,B,A,E,C,C,D,B,150.16583469561482,-158.58537798067977,C,9.647407010556083,14.575986839913984,D,0
Other,D,D,D,B,E,B,A,131.09647339727437,-77.19166302244543,D,74.93218200274012,-55.54551440834964,C,1
Muslim,C,D,A,E,B,D,D,109.8227804604561,93.47390981793232,C,36.2420025454617,-133.58014727967353,A,0
Other,A,C,E,A,B,B,C,-6.71398879108817,119.60785847997069,B,172.04392518096432,-207.70675346977177,C,0
Jewish,A,D,E,C,C,C,C,162.8815791492395,-98.28725887131084,E,48.778833525605506,-58.807695003903646,C,1
Hindu,E,E,E,C,C,A,C,150.8650324123437,70.93136107283178,E,195.46570758187625,-44.7633421000266,B,1
Christian,D,E,C,C,C,E,C,178.88271553828653,-35.827074273992196,E,144.30246716142415,-216.08503779586817,C,1
None,A,C,D,A,B,E,B,-10.98462187370712,82.97627613514494,D,22.397217345169008,62.19484596641644,D,1
Other,D,D,D,E,C,B,D,148.32312519880807,16.93918397325441,C,-62.65985882087396,-15.197098647760734,E,0
None,D,A,C,D,B,E,C,-136.0169202093136,188.99803189606294,B,76.41680135913207,-232.44519433860606,B,1
Christian,C,E,C,E,E,D,A,-74.08743048838016,-10.859234112970375,E,-181.06127134721842,12.26734384499148,C,1
Jewish,D,C,C,D,A,C,D,-35.14454437058655,83.01913403601424,D,-165.3429831489661,47.0586514270406,D,0
None,B,D,E,C,C,C,E,-12.057368359974543,-44.748244444729366,E,-290.0284974410451,-304.18327557293475,E,1
Hindu,D,B,B,A,D,D,C,-134.83383304878257,72.99376598789492,E,-32.99986653502944,159.0824775259241,C,0
Hindu,D,C,C,C,C,D,E,-11.934859394972626,131.63878232331925,E,39.43974270273034,-41.151598683966164,B,0
Buddhist,C,B,D,B,B,C,D,-50.64441225744333,5.458536929034339,C,-169.85607794919815,196.69918607400743,D,0
Hindu,C,B,E,C,B,E,D,35.96363430052563,-141.54694518588633,E,68.74991327490369,149.07385702614,C,0
Other,D,D,C,B,D,C,A,16.93112888784428,94.79225167342662,A,-172.2351046523623,51.30379307000317,E,0
Buddhist,D,B,A,C,B,E,B,86.19860415071103,24.61225709254585,B,-26.42694797080139,-80.10191260708193,D,0
Buddhist,B,B,A,D,B,A,A,30.185192786670363,-9.923716673512487,E,-41.10250030621253,189.37452605740845,E,1
Other,A,C,E,D,B,B,C,210.04198203903292,-185.31022830055147,E,84.47356813885175,-1.7955155334628214,B,1
Christian,A,E,D,A,B,D,E,-17.53058643606917,14.470845652761547,E,-265.55073219619374,34.101042542484606,C,0
Other,D,B,A,D,A,C,A,147.97590897250632,77.83311583764043,E,-33.20141245633093,-15.372596393948765,D,0
Muslim,B,D,D,D,A,B,B,-7.483787469843964,11.080939959124692,B,-85.07391698833389,-68.41737267097265,E,1
None,D,D,D,C,A,B,C,-24.00147902663075,-42.4029676724739,E,52.29764142224139,-74.24400404487483,A,0
Christian,E,C,B,E,E,A,D,-101.90020611512078,-34.3613948514029,A,-198.28986649616826,163.96203422052525,A,0
Hindu,D,E,B,C,C,A,C,54.33020930980621,-178.4236732235719,B,-129.31681166099864,-62.22970216965342,C,1
Jewish,B,B,A,A,C,E,E,-127.21467873607604,-44.251759418231465,B,28.44651998256374,108.75499309024066,E,0
Jewish,C,E,D,C,C,E,C,-122.33174923428447,-83.04501480750804,C,-65.3468022286861,-151.04431594502492,C,1
Other,D,E,D,C,E,D,A,-125.83684416514443,-121.89436781337339,A,-132.04320031083262,130.35670319136102,C,0
Buddhist,A,C,E,B,C,E,A,-150.664592605554,-112.29687552832482,D,71.23340156928428,26.628154678643,B,1
Jewish,E,A,D,C,D,B,B,81.77580041471498,-115.82012361613458,B,27.344811632447737,-115.80167576142888,B,1
