religion,orientation,military,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Hindu,Other,Non-Veteran,26-35,C,A,C,E,-57.52168976191482,B,A,E,10.643745475021783,121.20650662253163,D,-0.9152424443459644,B,C,D,1
Muslim,Heterosexual,Yes,36-50,C,C,C,D,23.815310388149904,B,B,E,11.029417747166036,-105.1806732344569,D,-1.8835633547878656,E,D,E,1
None,Heterosexual,Veteran,51-65,D,A,C,A,-55.912967809348444,C,A,B,10.266499719516007,-134.20818099190566,C,-58.119559974903844,B,B,B,1
Jewish,Bisexual,No,65+,A,C,B,C,91.2861352901503,E,C,C,35.9252457109733,-91.74622153489346,D,145.00452515285383,E,B,C,1
Muslim,Other,Yes,65+,D,C,E,C,-55.62305736082238,D,C,B,72.5763721821971,132.1128358141887,C,125.53766259937143,C,D,D,1
None,Homosexual,Yes,26-35,A,C,B,A,8.551228906505411,C,A,A,142.46144899723683,114.56273003814069,C,29.13415763611563,E,C,E,0
None,Heterosexual,No,36-50,C,D,E,D,47.06223969625326,C,A,C,39.34131839086649,113.13692634933754,C,38.71076988620046,B,E,C,0
Muslim,Heterosexual,Non-Veteran,18-25,E,D,B,C,-61.02780960742425,D,E,C,-158.24355058645958,56.21746226522689,D,71.22857438940122,B,C,C,0
Hindu,Homosexual,Veteran,26-35,C,E,E,C,60.000008919612256,A,C,E,54.89969800217459,-7.2859649347144675,A,15.63457470910627,D,D,A,1
Jewish,Homosexual,Non-Veteran,26-35,A,B,B,E,-15.742131020525168,D,E,E,-141.84776191854752,-104.20839104276041,A,97.26694880268043,D,E,E,0
None,Bisexual,Yes,18-25,A,E,A,D,-38.00782203690075,C,D,D,98.46587506422644,-79.88925803240215,B,74.28038097135918,E,B,E,0
Jewish,Heterosexual,No,65+,A,A,B,E,-60.68592853855791,A,D,E,-72.69866223289611,79.47975517061164,B,-199.80943948312293,A,A,A,1
Hindu,Heterosexual,Yes,65+,C,C,A,C,-98.65918693637849,B,B,A,64.68838378548912,-96.38843941674821,E,11.573388492702433,C,D,C,1
Jewish,Other,Yes,36-50,A,C,C,B,-140.73613821841366,A,B,E,99.046634286809,-254.01104373423215,C,-39.167662753264025,B,D,A,0
Muslim,Homosexual,Veteran,26-35,C,D,C,A,-3.1693642671726865,B,E,E,-58.61231779358103,166.8124421121914,B,-15.34682305338245,C,A,E,0
None,Bisexual,Yes,65+,A,C,D,C,64.28955964888561,A,A,A,-35.95600347886525,-120.45778542973365,A,93.22120052061004,B,D,E,1
Muslim,Bisexual,Veteran,18-25,E,E,E,E,-96.4595564297862,D,A,A,-125.9903056635721,-84.53155044577537,D,87.57173624636552,E,C,D,0
Hindu,Other,Yes,18-25,B,E,B,D,100.37850153867127,C,B,A,103.00125537625,-49.03894258802511,A,210.82231985282056,B,D,B,0
Other,Homosexual,No,36-50,C,D,D,D,90.1868016248619,C,E,A,-66.39287790468727,-8.609383087565854,A,84.76126088804422,C,A,A,0
Christian,Heterosexual,No,65+,B,A,B,C,-60.15378898115701,B,C,A,-78.7737228809771,85.76267699214237,D,31.815739975351224,A,C,C,0
None,Homosexual,Veteran,26-35,E,E,C,A,130.8744195295509,C,C,D,-51.589213739370045,119.76261160498194,C,-161.63642375809303,B,D,C,1
None,Heterosexual,No,51-65,E,B,C,A,282.66938596787793,B,D,B,144.98442751734697,-91.21586314226931,B,96.19758114043967,C,E,C,0
Christian,Other,No,36-50,A,D,D,C,-94.80120474551153,A,C,A,-72.63652336509173,24.384804851138583,C,-168.80061919990095,A,D,E,1
Other,Homosexual,Yes,51-65,E,A,A,A,81.35238824381594,D,E,D,-18.526448840801883,19.658374793760835,B,228.18397185256094,E,E,B,1
Other,Heterosexual,Veteran,26-35,B,E,D,D,-18.6189106210441,E,C,B,219.15852811611938,68.69980837928908,C,-16.024766467100633,B,C,C,1
Hindu,Heterosexual,No,18-25,C,E,D,C,-97.01439185732545,B,A,E,218.1119539053692,91.82264412816274,A,-40.954229581989956,A,C,C,1
Muslim,Bisexual,Veteran,51-65,B,B,D,B,-153.60979921965296,E,A,B,-93.34988055981202,28.6401168220267,E,125.54769948901587,C,C,C,1
Other,Homosexual,Veteran,36-50,C,C,E,D,-102.13245099680768,E,E,D,-66.4614211131082,-35.80515550340683,C,-115.89493475299106,D,B,A,1
Jewish,Heterosexual,No,36-50,A,A,D,D,14.395855535501692,B,A,E,-9.036493681930423,-97.89832516434561,E,26.945552984910044,A,C,B,1
Christian,Bisexual,Non-Veteran,36-50,C,C,B,E,195.54188238612528,A,B,C,35.738269599862306,-46.733192237584994,A,-58.9080166188438,D,C,C,1
Muslim,Other,Veteran,65+,B,D,A,E,201.5470638703658,E,D,B,240.87137469880102,118.9875330592351,B,116.53682179718518,D,A,C,1
Jewish,Heterosexual,Veteran,65+,B,D,C,C,-10.734691025967916,C,C,D,-52.72659802242057,56.3960390079972,A,-111.65055958423945,D,B,A,0
Muslim,Heterosexual,Veteran,18-25,E,D,D,C,-9.490212111729958,C,E,D,193.29875623231774,165.15491376567843,E,-222.37964114248678,B,C,B,1
Christian,Homosexual,No,26-35,B,C,B,D,73.50266480145567,A,E,E,-0.858338049959375,30.249536257646533,D,-31.29088406847461,E,C,C,1
Buddhist,Homosexual,Veteran,65+,D,B,E,C,-145.6947827561623,D,C,D,-137.34902598542857,-78.54390017951174,D,66.05435404322012,E,A,E,0
Christian,Heterosexual,No,36-50,E,A,B,D,-43.345733863252576,D,A,B,3.5615201624607415,48.75286054116298,A,-10.226503895943631,A,C,D,1
Christian,Other,Yes,65+,C,A,E,A,244.42857675829467,A,B,C,65.39652463248335,-232.3444725582767,D,1.1847679224557137,D,A,C,1
Hindu,Other,Non-Veteran,18-25,A,B,D,D,-28.424864355438288,C,B,B,69.5248299720268,-71.70490402087394,C,-7.149405282309153,E,E,A,0
None,Other,Yes,18-25,E,E,B,D,-87.70852938631803,E,C,A,124.4549115997625,6.883385405073344,E,-140.33409947063407,C,A,C,1
Other,Homosexual,No,18-25,C,A,C,B,-81.129854569473,E,E,C,-195.66868951984583,-32.519038268791945,C,-5.0215693962996735,D,A,A,1
None,Homosexual,Non-Veteran,65+,B,D,D,A,166.13270903541536,E,D,D,-43.19627625352333,-7.868008332295438,E,-119.79645395086504,C,A,D,1
Buddhist,Homosexual,No,26-35,A,E,B,E,-72.32076593694107,E,B,B,-58.0743095939699,-40.13047234241992,E,-58.925275338421436,B,B,E,1
Jewish,Other,Yes,36-50,A,B,B,C,149.5579470774729,B,D,A,19.255450484276395,9.492166997812207,D,149.41407349329106,C,D,E,1
Hindu,Other,No,18-25,E,B,D,B,80.48656920757662,C,E,B,-23.75185974259284,-40.788950850378235,E,-33.760643628293536,A,E,C,0
None,Homosexual,Non-Veteran,18-25,D,D,E,B,-12.096335461393188,B,E,C,26.68215919966354,-63.75156963973766,D,223.8629223470658,C,B,A,1
Jewish,Heterosexual,Non-Veteran,65+,A,E,D,E,38.53372826733252,A,B,A,170.31332949487842,-129.6885362203101,D,-158.0501822398803,D,E,E,0
Other,Homosexual,No,18-25,E,B,E,D,7.643635688306305,E,B,A,29.110832899032957,22.013948304093073,D,-28.20634942808465,C,D,D,0
Muslim,Homosexual,Veteran,51-65,E,E,E,B,-85.55632881011886,E,C,A,-183.2709572596106,-44.51928332294274,C,-54.35058385455849,E,A,E,0
Christian,Heterosexual,Non-Veteran,26-35,C,A,A,B,12.06905195119108,A,B,D,-134.3065039734953,81.28944970543982,D,72.33101054161811,E,C,D,1
Other,Bisexual,Non-Veteran,26-35,A,D,D,B,-119.38356702830599,B,C,B,83.35391689306722,63.524048417426336,E,124.3943044640559,E,D,C,0
Muslim,Homosexual,Yes,36-50,A,C,B,C,-75.3852964463216,A,A,E,68.38848841478426,-36.57125070989936,B,-4.75152986460836,D,B,C,1
Hindu,Heterosexual,No,26-35,C,E,C,B,-129.16828913538146,B,D,B,-102.99400624174855,43.30175691199224,C,-110.99215502613215,C,C,E,0
Other,Heterosexual,Yes,18-25,A,A,B,C,-30.206727201839183,D,C,A,-207.21387425786327,70.789693627553,E,39.01562373657602,E,E,E,1
Jewish,Heterosexual,No,26-35,A,E,E,B,-149.47886361965783,A,D,E,77.65845093549373,-40.543191426318884,D,-36.138086772052716,E,D,B,1
Other,Bisexual,Yes,18-25,B,A,B,B,14.783418983671117,C,C,D,212.70650129540573,-27.985205435970762,E,-98.94408565608079,C,E,E,0
Jewish,Homosexual,Veteran,26-35,C,B,A,D,71.57754591840572,C,A,E,211.51614174348475,-250.37513303510596,E,112.60654826949434,C,A,C,0
Buddhist,Homosexual,Veteran,18-25,B,C,C,B,208.8296850222778,B,C,B,-38.560145028142905,-23.182360533873776,D,49.09463232368596,D,D,D,1
None,Homosexual,Non-Veteran,18-25,E,D,D,B,7.598400628817157,C,C,E,-96.22013226139354,-70.89633945877438,B,114.33339028908665,C,D,A,1
None,Heterosexual,Veteran,26-35,B,B,B,D,-80.25754923105653,E,A,D,97.3711267369306,7.528021274632341,B,103.72381492892795,D,B,D,0
Muslim,Homosexual,Veteran,65+,D,D,B,E,14.60032718877547,B,B,D,96.82670293002639,-0.003931473023554585,B,-29.77207702476629,B,B,D,1
Other,Heterosexual,Yes,18-25,A,D,B,D,-13.594829211022045,E,A,D,164.25205415155602,18.561602947179257,C,241.1859887757455,E,C,B,1
Hindu,Bisexual,No,51-65,A,B,C,A,84.67366677700629,A,A,A,-42.277978502603936,22.75980552738648,E,-128.34107340144465,D,D,C,1
Hindu,Other,Yes,65+,A,A,A,D,-34.76763144268738,A,E,A,-15.692378146092414,-56.85549094487361,D,-17.773308053193357,E,E,D,0
Jewish,Heterosexual,No,65+,B,D,E,D,-65.45196507049735,B,B,A,93.13208034512867,82.84166254702752,C,-243.09981025855816,C,B,B,0
None,Other,Yes,18-25,E,B,C,B,248.9570702655481,A,A,D,-55.23108912575636,62.606437846919874,C,67.59394158759218,A,C,A,1
Other,Homosexual,Non-Veteran,18-25,A,C,D,D,-3.4339509341539816,D,E,C,141.817074450217,80.10790848486448,B,188.50824402958858,B,A,B,0
None,Other,No,51-65,E,B,A,C,-194.134798911944,C,C,C,16.077868139097653,139.34437732631943,C,264.2605118814703,A,D,A,0
Jewish,Heterosexual,Veteran,65+,C,B,E,E,-12.758898883545694,B,A,E,-65.25222327456692,168.8385923193077,D,-33.079700489914856,C,A,C,1
Buddhist,Bisexual,Veteran,18-25,C,B,A,E,39.54780916497268,B,D,B,123.51341872649265,-121.77554388796257,C,3.129501334942628,E,A,B,0
Other,Other,Non-Veteran,18-25,A,A,C,C,-96.241329501496,D,A,D,-165.679183203537,38.14974592936816,A,-72.50748665531455,E,A,C,1
Jewish,Heterosexual,No,51-65,D,C,B,A,-98.77136053138,D,C,E,124.5203860800402,-27.361187021914844,C,-122.64743052170172,D,C,B,1
Buddhist,Homosexual,No,26-35,C,B,D,E,-33.19516155587136,A,D,B,163.46337044386206,24.598883117674674,D,138.48185968567134,A,A,C,0
Hindu,Homosexual,No,26-35,C,E,D,E,-48.50676190840674,D,A,E,-101.66617975083585,8.761371839288756,C,-68.99238702679234,D,A,C,0
Other,Homosexual,No,65+,C,E,B,B,-145.3258025420183,C,D,A,71.81112005695327,-32.80902417087747,E,-257.2126840962424,A,B,B,0
Other,Other,No,51-65,E,C,D,C,-34.60852658474011,D,D,D,6.503705656911225,57.520509633404615,A,-10.77558095704875,B,A,A,1
Muslim,Other,Non-Veteran,36-50,B,A,C,B,59.51131868069719,A,D,D,-61.90971966427266,21.631652336598055,B,185.8600492345227,E,B,C,0
Buddhist,Heterosexual,Yes,36-50,C,C,C,C,48.467693471010875,C,D,D,74.27751278394958,-46.92569536939548,A,-70.48100214005211,D,C,A,1
Christian,Bisexual,No,51-65,C,D,E,D,-161.77037071066283,A,E,C,-69.99655264721652,11.478490636881265,D,168.53178198631926,C,E,A,0
Hindu,Heterosexual,Yes,36-50,D,D,C,A,-27.758446253766234,E,A,D,-142.04643329314726,14.546988409317526,A,96.33013120303214,B,C,E,1
Buddhist,Other,No,65+,D,D,A,D,-32.2875856713337,D,C,E,-106.75390111627098,39.94449834459442,A,22.075493269617414,D,B,B,1
Christian,Bisexual,No,65+,C,B,D,D,-40.28717213249276,E,B,D,-14.342251298422697,-66.62504630269324,E,69.34695229830982,B,B,C,1
None,Heterosexual,No,51-65,E,C,D,C,-27.172676684261273,C,C,E,-55.11111609894951,56.50246131706825,B,-27.1849657097887,C,E,E,0
Jewish,Homosexual,No,18-25,E,D,B,E,80.66575678851414,E,C,B,-36.76126491599284,-129.41515538318936,B,-109.62054457004893,B,A,C,1
None,Other,Yes,51-65,C,D,A,C,-108.41824130249313,E,B,D,-18.757196564434576,-28.085560881981287,A,-20.819636389638216,B,D,D,0
None,Other,Veteran,18-25,E,D,A,B,-181.12882536275893,C,A,B,-224.54985163871908,31.184803896745265,A,85.58956588859607,C,B,A,1
Jewish,Homosexual,No,26-35,E,C,C,A,-63.404870680958666,A,B,E,91.36774941090643,-57.61785646408831,C,96.58464704375673,C,E,A,0
Jewish,Homosexual,No,36-50,C,A,A,C,-38.41920269776768,E,B,D,59.380076150526406,236.08797894763129,A,61.13060936219969,C,B,A,1
None,Bisexual,Yes,36-50,D,E,C,E,-97.97737644795681,E,B,D,59.277733952219236,155.35997757315522,E,71.90355142000766,C,E,A,0
Hindu,Homosexual,No,18-25,D,E,D,D,-172.61475483323127,E,C,D,-126.55250919789427,-69.27057404723533,E,-189.58089553517493,E,A,C,0
Muslim,Bisexual,No,65+,E,A,E,A,22.631687972028296,B,C,C,-21.051984755191373,-51.07768654639029,D,-79.73294025008491,E,C,D,0
Christian,Heterosexual,Veteran,26-35,C,D,A,A,69.43404726831136,B,E,D,39.32448841681512,10.484263844034675,E,198.13855718769543,A,E,E,1
Buddhist,Bisexual,Yes,26-35,D,A,C,B,121.47124802955163,B,B,D,-149.9963796505994,-55.96562840575613,D,-45.188317927182624,B,A,D,1
None,Homosexual,Veteran,18-25,A,A,B,B,-2.834094649013783,E,C,B,2.8758147790145445,-110.22314176379805,D,20.379231552677584,C,D,D,0
Hindu,Homosexual,Non-Veteran,51-65,D,A,C,C,30.810820041476596,C,E,A,-4.118307209607796,-27.774625544537013,A,-48.52807057143171,E,E,E,1
Other,Heterosexual,Yes,51-65,D,B,A,A,5.873179777460287,E,B,B,45.10689607899605,66.62100660518489,B,47.323036856734916,A,A,C,0
Buddhist,Homosexual,Veteran,65+,D,B,A,E,44.561110810061706,D,D,A,98.45583809492537,155.18173605251272,D,1.0757615846891029,C,C,C,0
Buddhist,Other,Yes,26-35,E,C,B,B,17.138820952237477,B,A,A,-22.586452840646263,-108.34588098038904,C,69.61715440485966,E,E,B,1
Other,Heterosexual,Yes,36-50,D,D,E,B,-56.07051329398367,D,D,A,34.92942369961962,158.32317464959866,A,26.680896995246485,E,B,B,0
Other,Other,Veteran,51-65,D,A,B,E,101.39998769009027,A,C,D,-52.69443057168972,49.445654821569754,A,92.40930581571396,C,C,B,0
Muslim,Heterosexual,Non-Veteran,65+,D,C,D,B,125.48170030280671,A,C,B,149.9135200191422,-119.87616031551667,B,16.642536304102784,B,C,E,1
Christian,Bisexual,Non-Veteran,26-35,B,C,A,A,89.81095633335728,E,C,E,-144.13332599080712,-19.57271401537213,C,22.333994860019697,D,A,C,1
Christian,Bisexual,Non-Veteran,65+,E,D,E,D,-35.76136115088875,A,E,A,-114.05719486387062,-25.88232858348815,B,-69.85773382026828,C,C,C,0
Other,Homosexual,Veteran,65+,A,B,C,B,115.39111984882524,D,E,A,158.8779596803077,-51.66828540559486,A,-54.090014333565406,C,A,B,1
Muslim,Heterosexual,Non-Veteran,26-35,E,D,C,C,-63.6225112268668,B,A,B,139.55322579261738,-117.56282897522698,B,-195.55053770510153,D,D,C,0
None,Homosexual,Yes,26-35,B,C,A,B,161.04482848337682,C,C,B,53.42305914086582,74.29703922279374,B,12.704753194161613,E,D,D,0
Christian,Bisexual,No,51-65,A,D,A,E,108.09306802656388,A,D,C,71.38445640923165,19.18466382391604,D,-119.57094538763396,A,B,B,0
Other,Homosexual,No,36-50,A,C,B,A,102.6031595366776,C,B,E,-36.50823690505896,-21.56675883647677,E,-3.1838031975190617,B,C,E,0
Christian,Homosexual,Veteran,36-50,D,B,B,D,-19.235097259766906,C,A,B,8.770445521116974,-2.4170292881034205,E,-51.47323179868292,D,D,D,1
Jewish,Homosexual,Non-Veteran,26-35,A,D,C,E,-132.18576180053236,A,A,B,27.49923116458408,1.4665294149560353,D,54.53650556044627,D,C,A,1
None,Bisexual,Yes,26-35,D,E,C,B,-30.80343587032318,E,D,D,11.248404402794907,7.3530393703375925,A,121.90506211265908,E,D,C,0
Buddhist,Bisexual,Yes,65+,C,E,E,C,57.757354769421056,C,A,A,86.73080817204688,-51.419390099849174,C,-27.3475444515691,E,C,A,0
Hindu,Other,No,65+,C,A,B,C,-1.7940449306305208,A,E,E,-26.345699299146702,208.8903194563037,A,-33.50279574928933,B,D,E,1
Muslim,Bisexual,Non-Veteran,18-25,B,D,A,D,-78.2988307550779,B,A,C,-29.701692253592775,-41.16522159911417,D,-269.29753700343923,C,B,D,0
Jewish,Bisexual,No,18-25,C,E,A,E,-49.85239639191416,A,B,B,-178.59747117850318,237.96889760286373,C,-136.61241612277212,C,D,A,0
Jewish,Heterosexual,Veteran,36-50,E,A,E,A,197.2759133171738,B,D,D,-68.27682589655082,23.75155588447199,C,66.06147028556718,E,D,C,1
Christian,Bisexual,Non-Veteran,18-25,E,C,D,B,13.288691778695569,C,C,A,-42.84180824514729,-112.48401587690802,D,144.25506219416513,B,D,C,1
Christian,Heterosexual,Non-Veteran,26-35,E,E,C,C,62.88597381556904,C,B,D,113.91425273263253,-97.2902198890825,D,-105.04399356170313,E,D,C,0
Buddhist,Bisexual,Non-Veteran,51-65,E,B,B,D,-112.80244508025619,C,C,B,130.5061925844117,-68.52716104983732,D,-18.149423858615545,C,A,B,1
Jewish,Bisexual,Non-Veteran,65+,A,C,E,A,-21.502793392159152,B,C,E,54.66487174971013,87.49964789901449,D,41.51909890386678,A,D,A,0
Buddhist,Other,Yes,51-65,C,B,D,D,67.70214460330209,E,B,A,-66.1217880456303,81.01520951494123,B,69.0769688882748,D,D,D,0
Muslim,Heterosexual,Non-Veteran,26-35,E,D,A,E,-23.00722514881927,A,E,B,-176.48443939499768,-2.9723719156171597,E,-31.87542692461226,A,D,E,1
Christian,Bisexual,Non-Veteran,26-35,B,A,E,A,18.21047147427525,E,A,E,66.06807658889089,-44.35108011992854,E,-26.7145702822276,A,B,A,0
Jewish,Bisexual,Yes,65+,E,A,D,A,127.68600303074649,A,E,C,-260.24547887497624,18.049631474497872,A,-75.1232240451281,B,C,C,1
Christian,Homosexual,No,65+,A,B,A,D,114.60423691011165,A,B,D,35.11656907635399,88.8620221964024,C,119.23056603909868,B,D,B,1
Christian,Other,Yes,26-35,A,C,E,E,16.79637449124748,D,B,C,-213.9984583363225,266.11743973869875,A,-102.74544743862278,A,E,C,1
Buddhist,Heterosexual,Non-Veteran,36-50,A,E,B,D,-80.63650400720316,A,D,E,-7.758205320415458,131.69120702761288,C,12.95461854503973,C,A,B,0
Muslim,Other,Yes,26-35,B,A,E,B,39.34058755965284,A,C,B,-247.0063840505264,37.52223972571601,C,104.26288463476156,A,E,A,0
Christian,Homosexual,Non-Veteran,18-25,E,B,C,C,-282.5832836324736,A,E,D,14.922786688037093,155.85439734588087,E,73.40260095211801,D,E,E,1
Other,Heterosexual,Yes,18-25,D,E,A,D,-216.21712551309793,A,D,D,-247.27892789137726,11.534542538875774,B,-97.40654272668559,D,A,E,1
None,Homosexual,Non-Veteran,36-50,B,B,C,A,-64.04051462410642,B,E,D,-72.19195555750639,-106.89508672679658,D,80.98639503350772,A,D,B,0
Hindu,Heterosexual,Non-Veteran,36-50,A,A,A,A,-211.2143488093166,C,C,D,-34.08651310110876,-22.106497046705194,E,14.043518707167507,D,E,D,0
Hindu,Homosexual,No,51-65,E,E,E,A,-143.8920555442023,E,E,B,24.355885863427144,-55.75797573964177,A,-24.855195170090035,C,A,D,0
Jewish,Heterosexual,Non-Veteran,26-35,C,A,B,D,-219.55462860710338,E,A,A,51.291687100315016,-39.365282187618014,E,-145.37504563974005,D,E,C,1
Muslim,Bisexual,Non-Veteran,51-65,C,A,C,E,-170.36478231068142,E,C,D,94.59584969023673,5.17133554047711,D,-164.06898298753103,A,C,B,1
Other,Homosexual,No,18-25,A,E,E,A,209.39904166097404,C,A,D,-63.03102958697049,109.84684948430544,B,12.9475907879222,A,E,C,1
Other,Homosexual,Non-Veteran,36-50,B,E,E,C,33.080583673786556,A,B,A,-48.649013276719266,-98.80871193639305,E,-21.95096942822324,B,B,C,1
Muslim,Bisexual,Veteran,26-35,E,E,E,E,-33.66649727628401,D,C,E,-136.47784785831058,-128.5248865427819,A,128.90551353924153,B,C,C,0
Muslim,Homosexual,Veteran,36-50,B,A,A,E,12.184506912708033,C,B,B,51.88661829628044,262.77546839148636,D,35.20532641072913,E,B,E,1
Buddhist,Bisexual,Yes,36-50,C,B,E,D,31.10483060440335,C,D,D,99.18941185856347,-18.48607787594029,E,-49.17921229534134,B,A,D,0
Hindu,Homosexual,Yes,65+,B,B,D,C,103.3743152819549,D,C,B,-157.9209902609823,37.7963536546856,C,25.331693524050824,A,C,B,1
Other,Other,Veteran,65+,D,B,E,B,-9.282126004185075,D,D,B,-65.59673198400401,-182.51780094571996,C,23.696587413874113,D,E,A,1
None,Other,No,65+,A,B,A,A,26.155152097437256,B,C,C,-19.474600347036255,-161.30930825809827,A,8.22721828074657,A,B,C,0
Jewish,Homosexual,Veteran,26-35,D,A,A,E,-15.96890976801808,B,E,B,-29.726228081430296,-2.058171221648045,A,-6.103969028829301,B,C,D,1
Hindu,Other,Veteran,26-35,E,A,D,C,-169.08441257073318,D,B,A,15.415981027067115,-273.430752454653,E,49.94638109445401,D,E,B,0
Muslim,Homosexual,No,51-65,B,A,B,C,59.44072162774579,B,B,A,14.646516636039122,-111.05668452582627,C,-173.0598319059003,D,A,D,0
Christian,Bisexual,Non-Veteran,36-50,E,C,E,C,15.022562392219937,C,E,E,-134.6311990523355,-65.44574117594043,E,-2.508414181275419,E,D,E,0
Other,Bisexual,Yes,18-25,E,B,D,E,10.968172387469888,D,B,C,9.841281718624678,110.01692750471406,A,-47.05020195881542,A,E,D,0
Jewish,Bisexual,Yes,65+,D,E,B,E,16.258487678646212,E,E,A,72.52262932243045,-115.0554874052929,C,86.79611928477706,A,E,D,1
Buddhist,Heterosexual,Non-Veteran,18-25,D,A,E,B,79.76241889080268,D,C,B,-23.57191042813328,122.21641448741691,C,105.14213104402286,A,D,E,1
Christian,Bisexual,Yes,26-35,E,A,E,A,102.14804604020115,B,B,B,-150.17611562721677,-120.92595682981941,E,-121.80060887044976,E,B,D,1
Jewish,Bisexual,Non-Veteran,65+,B,B,A,D,-29.21580594252892,D,A,E,-13.841364270927473,-2.8829288041903474,A,-74.88943616553728,A,D,C,0
None,Heterosexual,Non-Veteran,18-25,C,E,C,E,219.34150870131592,B,E,E,-169.4698500515505,-24.547858373479485,A,-209.56128593397727,D,C,C,1
Jewish,Bisexual,Non-Veteran,65+,E,A,B,C,-92.66568452777474,A,C,E,43.2162950949358,-94.37834973801566,D,-125.10303584164897,C,B,C,0
Other,Other,Veteran,51-65,E,D,A,C,-10.741802625055719,E,B,E,100.4740517127283,-43.088405794540066,D,22.797042699299976,D,E,A,1
Christian,Homosexual,Non-Veteran,51-65,B,E,D,E,85.46949717270894,C,E,E,-182.09908611859595,87.04665223037334,C,104.54340931318151,D,E,D,0
None,Heterosexual,Yes,65+,B,B,A,D,-76.45847394848924,B,A,B,144.17291163569706,58.75151662889033,E,21.68095465793229,B,E,C,0
Buddhist,Heterosexual,Yes,36-50,E,C,B,A,-60.60954455732303,E,E,E,121.16817180745511,142.20572108637535,B,-48.920971177512925,D,D,B,0
Jewish,Bisexual,Yes,51-65,D,A,B,D,27.11374649179638,A,E,B,84.74239437441945,-42.70100414564772,B,142.25996201810938,C,D,E,0
Buddhist,Heterosexual,No,26-35,E,E,A,A,-71.17642315876672,D,E,D,56.23675065088186,-134.33887293228332,B,61.17538022403542,B,B,E,1
Other,Bisexual,No,36-50,D,E,E,A,152.9381609090278,B,E,C,123.42492353411998,-65.66503931454689,D,-12.317209859762443,D,A,B,0
Hindu,Heterosexual,Veteran,36-50,A,E,B,B,74.43965838451831,B,D,B,-118.40195867799086,-12.487680691858234,A,-64.44837493308808,D,B,A,1
Christian,Heterosexual,Non-Veteran,51-65,C,D,B,D,157.5118597534781,C,B,D,-117.08970711372714,5.116614594153543,A,-15.837275847861918,E,D,E,0
Jewish,Heterosexual,Non-Veteran,26-35,C,D,A,B,34.82770130433688,A,B,A,-74.01373072991237,3.894539352345127,E,20.54839507445405,B,B,E,0
Buddhist,Bisexual,Yes,65+,B,D,B,E,-37.632010108092146,A,A,D,-95.31277111053683,33.98835056865845,E,-24.397052948123886,C,A,B,0
Buddhist,Homosexual,No,36-50,D,D,B,E,-29.18802466081235,A,E,B,-79.12973368791603,14.511244452323263,E,7.341137714868856,A,A,A,1
Other,Heterosexual,Non-Veteran,36-50,E,D,E,C,231.6804457794548,B,A,C,52.36944972296712,-49.338202775754404,A,-181.34597657639432,B,D,B,0
Hindu,Bisexual,No,65+,B,C,C,A,38.27087751608174,B,D,E,29.1011039610809,94.29578930463731,B,-67.88435373023228,B,D,A,1
None,Homosexual,Yes,36-50,B,A,D,E,17.78796555685146,B,B,B,-92.69598207291538,-15.794162995121733,B,-33.974099869440614,B,C,C,0
