nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Mexico,None,-70.93402163688106,E,E,-98.85120298175985,244.33704577176178,24.829293654278853,E,A,41.45401136320827,D,60.24369449236661,E,1
Germany,Jewish,-151.66859800705774,C,C,-94.16866848146846,27.56172179547845,137.670733585517,D,A,67.29684825601603,C,-78.18927277145747,C,0
UK,Other,4.663423433029861,A,C,-80.64077372405964,45.12470861576441,135.89315702522512,C,E,-62.05529546237999,C,49.541469683978406,A,0
Germany,Muslim,44.22093440821619,A,B,52.05451318344312,-80.56746637724608,45.41877179399352,B,B,-12.954754619095679,B,163.29865398209915,D,1
India,None,-119.8470335471954,A,E,19.23105831161585,-71.25087540070759,111.24543675196455,E,D,-13.237412782260922,B,-144.6932084935955,D,1
China,None,-167.0771225998698,A,A,20.644216183316065,-3.0407030260367747,-157.7339110303072,C,A,-16.8096421379098,C,-30.780227129772047,A,1
Mexico,Other,-131.14324990393638,B,D,-57.01839146457227,-27.179761549174327,-98.57336176242497,B,E,59.17345514450636,D,155.48774055374565,B,0
US,Hindu,-30.86836612620593,A,E,96.86413399554623,-42.40208766900895,-64.25851785785507,E,C,20.95424525000828,E,-129.37011820465437,B,1
US,Hindu,-46.935537632931414,C,E,84.97392734564887,71.29944317629744,78.06698016322677,D,E,-141.67196004501753,C,-94.20216821249005,E,0
Mexico,None,90.89706693352595,D,B,-75.24012511378841,91.70305997873665,-82.77599198461533,A,D,61.363740032061585,D,74.3320038153249,C,1
Other,Other,-44.623211010288124,D,A,-5.122035543290304,-47.36722223134822,32.48333445883807,E,C,82.03837590851624,D,-165.50263312817498,E,0
India,Muslim,37.478017312384374,D,A,-32.33394799752549,-77.24051767790529,-24.820923460664098,A,B,18.473585270098738,B,92.52118447429956,B,0
India,Christian,-119.15376636863388,A,D,10.5736061425785,-131.79807875704392,-2.9868074847370125,E,B,65.68456734478558,C,146.4005550158637,D,0
India,Jewish,134.80972871100872,D,B,56.961752473670735,100.3898268212704,-14.9040634064488,E,C,33.23028282433222,D,-79.79257200341863,C,1
US,Hindu,-16.744940552336878,A,C,-0.8181613448505213,85.84132052184388,76.57804486205175,C,C,13.373877296092537,A,-174.05421091981498,E,1
US,Muslim,-152.61565127153864,D,E,6.759849308650992,-90.78070850091741,-22.020417683472196,C,A,51.822628938973956,D,-16.456554591916685,A,1
UK,None,-118.46992119618795,D,C,-114.98307051125218,98.23050773301915,95.06431509251405,B,A,4.215883510198499,A,-183.24558180498855,E,1
US,None,-58.97026084289725,A,C,99.7082412532242,24.938759075863555,15.24645815616499,E,D,-176.68238154383576,E,14.587504335763754,E,0
India,Buddhist,141.15875330609276,B,B,169.76613472367538,44.48892181670636,-130.82631291512035,E,A,0.08740759208654614,A,71.72487477507434,D,1
US,Christian,68.41735023099781,D,C,70.17141442713512,116.76217027420883,9.89435230920159,E,B,5.526353818179809,D,-50.72554351215752,B,0
Germany,None,106.74694401864096,D,B,-30.959083099841976,19.7410712765594,-0.966961490306737,A,C,65.77146171253825,E,144.39486875508902,E,0
UK,Other,-13.013666313378438,B,C,85.99406983926087,-28.473870483632574,109.49490972218443,C,D,77.08821715212154,B,-135.9801590069636,C,1
Mexico,Buddhist,-57.872266888069326,E,C,55.735282337341566,-32.20245156556732,-27.564213902300477,A,C,-38.70303988867217,A,52.37975480160026,B,1
Mexico,Other,40.560730820746635,C,A,105.741357126148,-118.97648954909204,-2.806177323919992,B,A,-71.9310140044505,C,-10.662098898300588,A,1
Germany,Other,80.03141436942278,A,E,73.30987612377953,33.04323864538445,-222.41033118406014,C,E,34.55562818066723,C,-34.74646903661909,C,1
Other,Other,45.535614514662825,C,D,35.88073207100893,74.28130833052653,-249.05811901924469,B,A,43.75543766057586,C,-41.196666225972415,E,1
India,Buddhist,-52.03680996720686,C,C,55.395023225409865,21.872714458805355,-113.63101262641844,A,A,143.95503034766398,A,20.846333015696022,D,1
Other,Christian,-73.74174013753724,B,E,66.11122333148975,-49.64344853918073,38.427719755753174,A,A,-140.69590453956684,E,-75.18365101984644,D,0
China,Jewish,-116.01349304712085,C,D,-86.25254740473385,149.61156813720376,80.29053588715641,B,E,-54.12267485946196,E,-29.823166184437472,B,1
UK,Other,-77.6699526450866,E,C,38.55113509782462,-105.46720153134859,-8.275960919158747,A,C,123.0301846865375,A,-27.274759338739752,E,1
India,Buddhist,202.35980816505673,D,D,-76.0680994264385,116.9118383654324,-25.631535216771866,D,A,-38.9027391925649,B,63.15760511441565,B,0
India,Other,17.208556944305545,E,D,-200.78837065810808,55.92793051895746,67.43690205481326,D,E,-49.302330804985466,C,37.11780370233214,B,1
China,Hindu,208.2373504126732,B,C,28.159416689753886,-56.42442433946263,-85.61762448626212,C,B,-5.884491308582699,C,-162.970095915659,D,0
UK,Buddhist,-47.098073261489375,A,C,5.869837301646548,143.24533809442286,204.20686328318095,B,B,-13.365916247374265,D,144.62927681125214,E,0
Brazil,Other,36.58540490973873,D,A,91.65892935424543,-5.692432620693067,52.729290606827185,D,C,-150.0695817179738,C,60.85760713333007,A,1
India,Muslim,-25.621086913187714,E,A,57.8719361585173,-35.585332247881105,15.87714561216079,C,B,-4.178771469517843,B,-141.25502310122138,D,1
UK,None,-79.5663359554397,B,C,48.23167843544063,-64.53525212250571,36.194502072951465,A,D,44.12529505608571,B,68.14787257443356,B,1
India,None,38.97271036582633,D,C,-53.8180412028754,100.11736925982444,115.67940824820025,D,E,96.14245837586985,B,-108.99429028162804,D,0
Brazil,Christian,55.76646994398398,A,E,66.41301693746989,151.78906508003706,78.38049405274457,E,B,41.98499404079709,E,-45.264306899107716,D,1
Germany,Other,-170.1389638594956,B,B,93.972946392504,134.7206806012464,-48.62799145746097,E,B,-251.00943035006486,B,-215.26633894565018,C,1
US,Christian,-183.64779456697752,D,A,233.49497818652716,-90.79088335200974,-164.53496599403383,A,E,-15.125934124901994,E,-10.279938440713805,B,1
US,Other,178.53720992874585,C,D,114.23139745336948,55.24422924199901,14.425102817831073,B,A,-4.311749164813099,B,-27.880891878681087,C,0
US,Other,67.69328834382094,E,A,20.496026165204658,134.7170388507955,61.72847074825456,D,D,-12.084817400451179,D,56.05190243504899,B,0
Germany,Christian,47.875924162191225,A,C,-86.37954203932608,160.73199526745597,129.6416364233753,D,A,58.41183376860264,C,-30.66453250545757,C,0
Mexico,None,31.63712860661148,C,D,-166.28615852013772,-254.14808743883862,-44.51136134543034,E,E,184.32031141370265,B,-106.34833900728388,B,0
Mexico,Jewish,-48.71814364068279,E,B,53.75444262750499,-49.33218868487423,-2.4827792858899334,D,D,-129.95092917440786,C,50.53276556415083,A,1
Brazil,Christian,53.53046555577461,E,D,55.501942754904555,21.009758815754257,-130.29751878651274,D,C,-84.95520276639746,C,135.99141487219828,A,0
China,Other,-70.44205655793608,C,C,17.336121120876843,-78.29052297732605,22.55868286226786,D,E,-111.79249312190498,A,6.577762027566239,D,0
China,Jewish,223.97792810440947,C,B,-114.28772609416389,103.02980630631255,-289.92511383165373,D,C,29.945857208984556,B,79.71761419302354,B,1
Mexico,Muslim,-27.87037846489403,E,B,175.9587715989009,55.00238496912907,-15.411961669109628,E,E,-51.245038910154015,C,44.152616433087786,A,1
India,None,-108.12969557891611,E,C,1.423005944783111,-90.61959352705766,44.698776554504605,D,E,101.78812233575076,E,128.71997957360662,D,1
US,Hindu,-50.79321326434896,A,B,69.65433539028984,62.810067419367975,16.87872759076903,B,E,-13.62568986854523,E,137.22276934603315,E,0
Brazil,Christian,-40.6004114369161,A,B,49.5879297223608,128.30117124686808,-230.5312191274487,C,C,56.826978292163865,A,-63.09493663819838,B,0
Mexico,Christian,-167.4732766770136,E,E,-10.261350956494782,-39.38147200688606,-61.93785606930614,B,B,34.16352846703578,E,21.42902854666888,E,0
US,Buddhist,86.57669714840739,D,B,29.05131801889676,-224.0185877828723,-72.212162373136,D,E,57.391662348309445,B,127.55379564895574,E,1
India,Christian,-135.99273400606992,B,E,-139.3939274261101,25.540269754294165,48.71154297150541,B,B,-53.88067556027827,B,10.658946161307012,A,0
China,Christian,37.826906888128256,B,E,-35.4164562439728,-33.22965186647425,-5.36855144708011,A,E,180.29453639622562,A,16.97389611621069,C,0
Brazil,Buddhist,-183.2975017513418,E,B,-33.93857960078554,163.97853656380624,-141.02211324009036,B,A,27.311136881063845,A,-123.65160463757164,C,1
India,Other,-70.20830568818346,C,E,-84.78575741118577,96.44028209797332,-8.711502651314621,E,E,25.374247185265496,B,-98.95497551676081,D,0
Germany,Hindu,16.7694685244738,D,E,189.3943829239565,65.3208380108742,-9.874096170332528,B,A,-40.727434529362604,C,133.94980014191742,A,0
China,Muslim,57.884171423482535,D,D,30.192950565334932,39.83758598653399,-28.060574388878006,B,A,18.208876512609372,C,27.989876287316275,C,0
UK,Other,-123.14385956336426,D,E,-0.5890644022507919,43.93599417792519,66.49422249533501,A,A,-12.874846997339107,A,-130.3446945787331,A,0
Other,Hindu,-82.82440023714194,A,E,1.3010845270839626,-89.13995759731317,-120.93788758656201,D,C,14.193940416042702,D,11.191145778164836,C,1
UK,Other,198.38020941859776,E,D,17.266293787283335,-54.95363045731403,109.9205136465629,E,D,34.399514512421106,B,43.537533153734095,B,1
Other,Muslim,35.31735411107494,A,B,-38.90587416998555,185.075798912464,17.2039069093753,D,D,-158.76353018117933,D,27.8063434562301,D,0
Brazil,Jewish,116.18980306037359,A,D,51.470312444664124,75.59362986242465,77.43606160773014,C,B,-61.41360385037875,A,185.4807767995168,D,0
Brazil,Christian,58.74126442704563,E,A,195.20476197035472,-154.33483159016487,274.69519611430366,D,E,-28.16168628653258,A,197.60064168214146,A,0
UK,Muslim,-44.55996158336686,E,D,47.19789652729601,-42.5207652031573,-125.37148311545386,E,D,18.71245742432256,C,209.67901070036027,B,1
Germany,Muslim,210.08973519193162,E,C,-51.11945833691331,234.8445180199603,1.7128664701771001,C,C,37.914045643467695,B,7.049972235633558,C,1
Germany,Hindu,33.36375085649105,A,E,-191.46440921979004,1.4249998818577447,-70.61648728719223,D,B,-145.49114329904776,E,144.59551675254892,C,0
China,Buddhist,-164.82041400609296,D,B,86.69941384862938,-143.44763545954396,68.96794062773002,D,D,-157.87577989077081,D,289.0363073946188,D,0
Mexico,Muslim,213.12772772866992,E,B,-121.18368782227927,37.42114782752351,40.001470392326304,A,A,27.93681430717545,B,169.54201398615646,C,0
US,None,-250.67614551743392,D,E,8.128602750105609,-152.27712304976885,140.40334658255415,A,A,-113.18959174450048,B,-134.07227369315873,C,0
Other,Other,-137.79505907713107,C,D,-26.88867627937126,45.72669079183561,90.28030929489131,B,B,-37.837242216062535,C,94.95901517670364,D,1
Germany,None,-191.0191683295978,B,C,-17.031015932074006,75.77259766685133,100.2796627705075,B,A,-21.363747346226084,D,28.5413470650459,B,1
Other,Jewish,135.18161506394276,D,E,-39.89591072450704,3.578301839570712,11.308068697639591,D,A,7.083546634000617,C,-87.95778044397056,C,1
Germany,Buddhist,100.67290323416027,C,B,-175.9764474932788,-81.07576977162363,-213.5936329915725,B,D,-29.00706362838178,E,193.50139355239733,E,0
Mexico,None,146.6872917526178,A,C,-79.76748639642277,57.030828258438135,-48.36683960174101,A,E,-98.97799767783347,B,108.56039583613392,C,1
China,None,-103.73174239763443,C,D,10.238231123143295,-155.88354242759362,-106.53545767015127,A,A,-185.06533603353552,D,-66.55728389737325,A,1
Mexico,Buddhist,-44.34427638842208,B,B,-228.3140007944996,-112.70510994270634,45.302223808537285,E,C,37.72284306483151,C,124.53692698382386,D,0
China,Christian,201.5730126007575,B,C,53.68282527117506,-16.429530647145306,34.90446395502574,C,A,-201.64462008494866,D,71.42381941480735,E,0
China,Muslim,40.29114752720726,C,E,3.6958873457328485,-122.33341672613163,-107.76850342083708,B,D,122.88823894545511,C,-119.05270976980805,D,0
India,Muslim,73.58623994485308,B,C,117.18984458966,-7.0386927200824,-145.67496648145308,E,B,-9.97437984533367,B,27.554387914905448,C,1
UK,Buddhist,100.48500884472331,C,A,-195.0298095746058,18.214232803201934,37.59106840759042,E,B,77.19654945472897,D,-37.988764185125405,D,1
UK,Jewish,-56.3622751148753,B,A,25.52027381992424,5.125130635510029,133.66601308608955,D,D,53.17158258633792,D,-67.70514715141714,D,1
US,Jewish,-132.7049134298023,B,D,-39.11498523775667,-39.51550179295295,77.4587079771481,B,B,-16.397998686782177,B,137.802612903857,E,1
Other,Muslim,-43.40837865653583,B,E,55.1378738912357,-72.82747475986339,-63.576639872999664,A,E,135.17797731291625,B,-73.15229892844054,E,1
China,Jewish,-141.1050583906889,A,B,49.8419650961567,97.54937436618425,72.0730315669257,B,D,166.2894050826075,C,-10.456106823130016,D,1
Brazil,Christian,3.585042614899425,E,A,-83.45837586191914,-148.1510321515613,9.908315676972697,E,C,-99.86476273334188,E,54.604039693159976,E,0
Mexico,Jewish,73.65543604679257,C,A,36.24973614350246,49.864725152647935,-150.2058542505479,E,E,25.87728785768108,B,24.85364261548141,C,1
Brazil,Hindu,107.81762466181593,C,E,30.456118881922222,82.26411809021837,-106.07683862396986,C,C,29.65315877507251,A,69.64741449576233,A,1
Brazil,Muslim,-5.5472742564865705,A,D,129.6042939239027,34.341731323610546,-99.48115056467732,A,B,150.86435610988855,D,6.733320190270301,B,0
UK,Other,40.48439261189772,D,E,147.65732285000095,9.433440815389242,-257.7732183579907,C,A,96.32951577401671,C,-46.35549760658722,C,1
Germany,Jewish,104.32609683125446,D,E,75.59047765266662,38.76301131839482,81.85135359913636,A,A,105.65193698391803,D,-138.6197006163621,D,0
Mexico,None,168.005087498754,E,A,36.25113396050123,-92.92911064114108,54.51352334930277,B,E,-23.032993589097767,E,-132.17853357270144,C,1
India,Other,41.82729236913678,D,A,-90.73643494424861,33.044028314747955,-105.77741858776962,B,A,-41.65565122314647,C,189.84840391673652,D,0
Brazil,Jewish,-55.726350617923984,A,B,17.137937661633906,-153.73753638132115,-310.1825853787157,C,E,1.4471409411824774,D,-78.32332053546921,D,1
UK,Hindu,-77.64219825533412,C,E,11.129078974275702,-279.8683020989492,-180.55841591442493,D,D,-99.77755016622127,D,-1.7106578909534926,A,1
US,Christian,122.37463031443554,A,E,-28.995726282410267,-76.45744663588012,71.74795833349587,E,C,-129.92381225438044,E,71.60527997391206,E,1
UK,Muslim,7.769408172200168,C,A,-69.64725225099191,58.49147558272749,107.1703374888001,E,B,-73.92212228410924,A,-16.676525890317915,A,1
Mexico,Christian,-155.58328268624805,A,A,-73.7215940183882,138.58942860434811,158.10327402995242,E,D,-64.05800654849371,A,17.41118917908465,E,0
UK,Hindu,-19.714013896044122,B,C,30.140969179920816,-68.00485284568178,33.23274203925994,B,C,-13.825724923119889,B,40.93996982396099,D,1
Mexico,Buddhist,0.8126058795259125,D,A,-74.96706199671796,-85.60205051790524,-65.60458008230323,A,B,-17.5224615709609,E,-4.63020158579066,C,0
Germany,Other,192.89922191012826,A,A,-119.39696827765314,200.55607590076536,-81.38084431914343,D,C,-59.34229266026435,C,116.48951962297562,E,1
UK,None,86.71871006497541,C,B,-93.47021062380666,133.826755348217,106.70483103391591,D,B,38.063131221981514,D,59.53834933496278,B,1
Mexico,Muslim,23.968820495805534,B,B,-44.72889111691977,-17.583049391786016,63.88870382179614,E,A,21.96596348979646,E,153.47171512277794,A,1
US,Other,44.98068409982627,E,C,-77.8243553005814,-71.87189070585121,-139.67463220158055,C,A,5.543541107575485,A,72.01703837278106,D,1
China,Jewish,174.71047544263743,B,A,-82.91621768383504,-197.91906594142253,-8.410164144246764,A,C,169.49444590448493,E,112.43043971796078,C,0
Germany,Christian,-255.32444724215426,B,E,101.87059651413276,-24.916199656323226,-6.367814285885364,A,A,-26.427652073128353,B,114.02353547734391,A,1
US,Other,3.3665915649401197,C,E,-24.597046095969485,13.776557714047094,-30.436169088068937,E,B,133.8902696224776,D,133.18417499274813,A,1
India,Other,-143.38010443261976,E,C,173.91953509981337,110.30319057750057,30.34819772389397,E,C,-5.480559747867582,B,-83.28670957722713,D,1
Brazil,Muslim,-13.791083963039075,C,A,57.0485882458804,191.00191690606226,-130.0195198353898,C,C,7.1956646481425315,E,12.319901678746353,C,1
Germany,Buddhist,-60.12691190991336,E,E,-235.24899252607,-97.28266954908484,-29.143572631003046,E,C,222.36387816970912,B,92.29139516100715,B,0
Other,None,-374.98362090717416,A,A,-21.528298381906552,9.031466359981911,36.4033421287974,E,A,-110.20751392100527,C,-31.31495281698215,D,1
Other,None,-130.11856592001226,B,B,-48.18580848219119,-75.1821031302137,-147.70727418664484,D,C,45.89147369999771,C,-63.04717059721302,D,1
Mexico,Christian,-40.53113193617078,D,E,232.20740182041646,68.51918073100131,-82.69996108335032,C,D,46.69446092329284,E,-126.71709891150407,E,0
India,Muslim,-42.35478366210999,A,C,36.24464548967873,-20.54453141683257,-158.74433254018996,E,A,-46.12331946579153,D,83.71325122395439,C,1
China,Muslim,42.469041172480814,E,B,50.80073640973127,-185.8552736303606,11.672704468272437,C,E,72.54342122719744,A,58.77747780295053,A,0
Other,Jewish,-27.376779121650603,B,D,-109.11879714851452,-92.6375450421799,-43.81644139800294,C,D,-83.88058159559644,A,86.9540662656635,A,1
US,Muslim,-118.82389496128363,C,A,-69.7477873107851,-101.84544551129555,-205.58677924909966,C,E,27.39647934121972,C,-64.45415327582921,A,1
Germany,Jewish,-98.43881841327689,C,A,-80.83633875735504,111.81027191398701,17.179786727609784,A,B,87.88223632283008,B,52.83318631825108,C,1
India,Christian,-183.85798537483817,C,B,112.95619237082504,14.624663652570296,83.13733302175868,D,E,87.58253546488773,D,141.4144010666384,D,0
India,Buddhist,-51.78762500671689,D,E,35.21926826812331,-127.06288711273972,142.373693303754,E,A,-45.87990635138183,E,-8.128647396161732,A,1
China,Hindu,49.72473858352206,E,D,-27.377338291188796,-37.68473172164505,-47.83950527222527,E,B,-124.65091655332377,A,54.03023026239572,C,1
Other,Buddhist,5.096642905402645,D,A,-101.44737699018252,-12.10101049201225,13.590493527259994,C,D,-79.37072767685615,E,-159.49698496091125,A,1
US,Hindu,-90.87410254844251,D,C,81.60775936237007,-35.56643989020621,101.40196580163563,A,A,-34.09666036901556,C,-144.24016530243358,D,1
UK,Jewish,92.5732104786594,C,C,-15.889386935042454,38.15038471593871,96.9426168040462,B,D,240.72963568416657,A,-229.9229995707049,C,1
US,Christian,107.85041659448831,B,D,3.8916474089944533,84.23200598436648,251.90437025687388,D,B,-2.2788502927240604,D,-56.19298059340976,C,0
Mexico,Jewish,15.673383711082364,B,C,66.19378897282661,-38.11266425229356,165.16859888943105,B,D,-69.65637819162075,D,-9.415553645516784,A,0
Brazil,Muslim,-150.5839003139824,B,E,-19.92733027772516,28.762251642648902,90.07084365114757,D,C,-115.64063986414436,B,13.021152128020077,A,0
India,Buddhist,137.71667063648258,E,E,83.68860121369403,-58.06581316349557,6.292572104780221,B,D,-122.18639194713268,B,99.53326019682076,A,1
