religion,sexual_orientation,Race,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Buddhist,Heterosexual,Asian,51-65,39.64129667737823,152.27933265609224,E,173.39322608725737,E,A,C,B,E,140.5883650734927,E,D,-101.39539647735893,C,-5.705905775983991,B,A,1
Hindu,Other,Asian,18-25,17.47353551950678,-55.7475538452061,A,-74.05816835229375,C,C,E,C,A,-68.80733477585635,D,C,124.07596926482816,D,-143.89570586124628,E,D,1
Hindu,Homosexual,White,65+,-65.43649639952662,0.14528168308982847,B,-101.05086597541144,C,B,C,E,A,-119.63318325095655,E,C,-121.38556615145531,E,-50.383224926266756,B,E,0
Hindu,Homosexual,Asian,65+,-30.964841944945455,-198.3136619832036,A,45.296504311090516,A,B,A,B,D,-40.16416072135065,E,D,-14.371103455465898,A,-32.22267463109546,E,A,0
Jewish,Bisexual,White,65+,-113.71273909590644,131.82738227759756,D,-54.72422739050595,A,C,E,C,E,227.76532044076595,E,B,86.12853891578519,A,114.38784375980924,A,D,1
Christian,Bisexual,Black,65+,29.0608456854055,119.62147489567889,C,48.88645354435009,C,D,C,C,E,13.220846056684382,E,A,-0.11841572218914921,D,-226.61566565013683,A,B,1
Buddhist,Bisexual,Black,18-25,134.28985895543786,-87.90771124351807,A,46.30796365325909,D,E,D,C,A,104.41170951196783,C,E,269.43169205122894,D,59.91982516593558,E,D,0
Other,Heterosexual,Black,36-50,-69.91196620135484,81.31305772313672,A,-32.06015401492197,B,B,E,A,C,-36.64994604478651,A,D,-69.69449530425261,C,0.8361765034754313,C,B,0
Jewish,Other,Black,51-65,-19.21955317345974,25.951114411648213,A,9.209743020883876,E,A,A,D,D,-24.844194147666144,D,C,59.576784042023924,B,144.569544164933,D,C,0
Jewish,Homosexual,Black,51-65,-28.975397150388442,183.81594538231215,A,-8.990990930637324,C,A,A,B,D,-94.05596826840996,A,E,-191.1889781777499,A,-159.82410298994236,A,B,0
None,Heterosexual,Asian,36-50,-37.03117004053806,-21.748888439654433,E,20.9312415550048,C,C,A,B,A,-129.43140783266125,D,D,-13.74027435846252,D,124.59807981561697,A,A,0
Jewish,Homosexual,Hispanic,18-25,-166.11519390317596,-56.47925410364218,C,73.16926734454937,B,B,D,D,C,10.235880144922186,E,D,-3.741605790691934,E,234.62845762155422,D,A,1
Buddhist,Bisexual,White,36-50,196.45689646499818,-88.19296205852761,A,-205.3301187366281,A,C,D,E,B,58.85033736087261,C,C,177.69574052971336,C,13.804586811011355,E,A,0
Hindu,Heterosexual,Asian,18-25,113.00260305813067,100.16803792917234,D,-37.16973337496086,B,C,E,C,B,10.206301828409275,A,D,12.990652536572947,D,-22.61725402378709,A,B,0
Jewish,Homosexual,Asian,65+,48.6451330428121,77.01258237123294,E,207.4983776925776,C,E,C,B,D,94.64331266254318,E,E,-228.10037446087378,C,-173.96778571097843,C,C,0
Other,Bisexual,Other,18-25,188.1110555971135,-76.26506969515577,A,17.020588515499703,D,B,B,E,A,24.71226984000283,A,D,-2.613372708868359,E,106.93009131226883,A,C,1
Muslim,Bisexual,White,36-50,26.315073397304197,-47.11559164979841,B,-250.78398495591645,C,C,A,D,C,24.618931328831277,A,C,-258.43118727879875,C,-35.7597755673404,E,C,0
Hindu,Other,Asian,26-35,49.21353717670127,25.983776408417896,A,73.03514437170111,C,D,A,E,E,-8.514381089857203,A,A,3.1395605115935026,D,7.033891791216891,B,C,0
Buddhist,Bisexual,Hispanic,51-65,-135.54722006235994,215.1450955657113,A,70.35917533546764,D,E,B,B,A,-3.546538241056554,C,C,-50.26332269415397,E,-10.84496945835985,E,E,1
Hindu,Other,Asian,36-50,-122.15682618133243,253.50574713989164,C,-85.5742540379667,A,E,E,B,E,111.92890289006058,C,B,-125.1300374375091,C,9.427158558093268,D,A,1
Buddhist,Heterosexual,Black,26-35,-121.74101950082839,-35.683440447204894,B,-61.94084402383952,E,D,E,A,A,21.985187522727294,B,B,-9.543272394642663,C,-49.550271490628376,A,C,0
None,Homosexual,Asian,26-35,64.00095609119262,138.425117323996,E,-24.491699771589552,D,A,E,C,C,31.442819426303455,C,B,66.31329040014084,E,-27.288931682967675,C,A,0
Other,Other,Other,18-25,-80.0619106787196,-75.82929650847308,C,187.33843553580664,E,E,B,C,E,-103.07058295809281,C,A,70.96192918370858,B,126.070205715859,E,E,1
Hindu,Other,White,18-25,9.502407019261298,88.52173825755479,D,-60.478336424928614,A,C,C,E,A,-245.8455292433058,E,D,-1.5638100126423096,B,-114.6290401193421,D,D,0
Other,Other,Other,36-50,116.313854068641,132.7360068609792,A,-107.27998974398416,D,E,A,A,A,188.12948077903195,B,A,-50.121458478411654,C,-50.451876898897765,B,A,0
Christian,Other,White,26-35,-46.79002153059114,-41.00187959853871,B,-146.83266900685686,A,A,C,C,E,-42.78145616108242,C,C,-50.72333830404192,D,37.485492297259654,C,C,1
Hindu,Bisexual,African American,36-50,16.118996912240487,51.59591376570527,D,224.6119775810695,D,C,C,E,E,-1.2783591796451619,B,E,50.6979651161077,E,83.60348608747394,E,E,0
Other,Heterosexual,Black,26-35,52.7308507727862,-60.17883306101536,D,-144.1160404371693,E,C,E,B,D,72.27600803457767,C,B,90.89064706927681,A,39.951758471648375,C,A,0
None,Other,Asian,36-50,-71.25913735990372,-94.26023764790463,E,-170.29882951798473,D,C,B,A,A,-99.4071069687038,B,E,-23.20243624819411,E,82.19762455303467,C,A,1
Christian,Bisexual,White,26-35,4.92144721045977,1.3261788042774478,C,137.05294043751465,E,A,B,A,D,25.147155607377687,D,A,-133.21901938199304,C,-36.3892227740877,E,C,1
None,Homosexual,African American,36-50,-105.68297450618189,-53.104327861079256,E,12.794609440411381,E,B,C,A,E,-38.39838878014956,D,D,26.179379058836737,B,16.007380918782033,A,B,1
Buddhist,Bisexual,Other,51-65,13.988240145732659,-80.22205974252107,C,-79.51622756573485,B,E,C,A,E,1.754163663640785,A,C,-5.3641631064027075,B,43.7353047682207,C,D,1
Hindu,Homosexual,White,18-25,-11.298107498640695,43.49434923724984,B,64.13478890897163,B,E,B,D,A,-62.150756854836054,B,C,48.79057777166608,C,56.996565061929985,A,C,1
Christian,Bisexual,Other,65+,119.88246869362933,30.44988203677371,C,-76.41354215828645,D,E,E,E,E,-33.0512836484831,D,B,26.698883328762474,E,-132.03140720776335,E,A,0
Buddhist,Bisexual,Hispanic,65+,50.60435009287484,-78.06164950869183,E,-57.371986602631644,C,B,B,A,C,-31.501273134178625,A,A,-16.71341122820321,D,38.24601871871127,B,E,1
None,Other,Other,36-50,41.901600666099384,-10.122689683796853,C,-145.56143787973704,D,A,B,B,A,-164.74151978949848,E,E,126.70745407657269,B,-26.25393112708418,C,D,1
Jewish,Homosexual,Black,36-50,65.63195403464593,100.0430956854639,E,120.56318589659337,E,B,D,E,E,-94.94791058750475,A,E,11.489076738923623,E,-82.46649366093072,D,B,0
Jewish,Other,Hispanic,65+,2.236622258490766,42.1235594497193,A,41.247008270173936,E,C,E,C,E,35.9586452684012,A,E,83.14116599478069,E,5.080775793848737,B,D,0
Other,Heterosexual,Hispanic,18-25,-156.79091790888037,-145.33356301992987,E,-161.69716216323457,B,E,A,A,A,-38.36605018079534,B,E,261.93813981800116,E,5.69977655524277,D,D,1
Christian,Heterosexual,Other,65+,-164.143480833078,114.5648844479717,C,43.999267530238285,C,D,C,C,C,-80.31251104458916,E,C,68.96112080693287,A,99.64752180865739,B,E,0
Other,Heterosexual,Black,26-35,-65.56084809653498,34.25493788732088,E,54.16621026601938,A,B,C,A,E,110.50588786500543,D,D,56.53022698736745,C,-8.22472071156127,D,B,0
Jewish,Homosexual,Other,65+,144.4494892247832,5.038353093049761,B,151.4880560846656,C,B,B,C,C,-87.15105287981564,D,A,96.64287268846607,C,73.20351927420926,D,A,1
Buddhist,Homosexual,Black,26-35,-40.16257189949337,154.03370736711096,A,-71.38763894527345,C,C,C,B,D,-53.51228262089133,A,D,-199.16063727208822,C,-42.237680612812945,A,A,0
Christian,Bisexual,Other,65+,-12.101319369051858,7.185008011256951,C,58.236459159460175,A,D,C,E,C,-4.64971743328507,E,C,41.33514536319814,C,37.91828125598763,E,B,0
Jewish,Other,Black,65+,-22.071088644250146,-190.21962388362772,E,-84.58310873632767,A,D,A,E,E,-75.01708017355897,B,D,-175.59980619093608,E,-67.3983032752438,D,C,1
Christian,Homosexual,White,36-50,56.98932922298795,-122.56740144088715,E,36.76605108794171,C,E,E,D,E,82.88636215344096,B,C,-129.22655421079963,B,105.2529621778217,B,D,1
Jewish,Homosexual,African American,26-35,65.0847374520233,-27.542774010816455,D,105.81892332747782,B,D,D,C,B,-161.8054472842664,C,E,-111.84552198064989,B,69.41572250465377,C,E,1
Buddhist,Other,African American,36-50,-173.27090961857263,-33.19320520370276,B,-149.27937874667793,B,A,A,C,A,-181.0833240456021,E,C,126.21815044924011,D,44.20303324874218,B,E,0
Hindu,Homosexual,Asian,18-25,-130.48828261794515,115.79611447444718,D,-185.38101313577968,B,D,A,B,C,-9.64070887013133,A,B,-9.4325804801437,B,126.64799316694213,D,A,0
Hindu,Bisexual,African American,18-25,-81.17451185567487,57.19177487782747,D,-5.549417824401735,C,E,B,E,C,160.46979218856708,A,A,96.25971062123205,D,1.784069984221308,C,E,1
Buddhist,Other,African American,36-50,45.64775177710498,21.711787783890827,B,-43.30247014777115,D,B,E,D,A,-66.88112059481536,C,E,83.9974017730866,A,159.64997314469886,E,D,1
Christian,Bisexual,African American,18-25,121.25404633856343,196.6321748469206,E,-88.3669997210104,A,E,A,C,A,-113.90273555747984,B,D,84.33321734333437,E,15.589302281380983,E,A,1
Christian,Heterosexual,Asian,26-35,-53.042458186136884,239.4128498935611,D,-149.94884755244408,B,E,C,C,A,110.22340014888444,E,B,88.15565570412704,E,-99.36173512985876,C,E,1
None,Other,Asian,65+,218.55224975556365,60.265169975532054,E,4.287974852238266,C,E,E,D,A,-48.52279657824924,C,B,-101.87789540532728,C,58.86506128160725,B,C,1
Hindu,Heterosexual,Hispanic,51-65,-81.9119275029316,-72.95381883760312,C,-290.3973748371731,D,D,D,B,A,150.54056579724605,C,A,-76.90898726965912,D,18.756678768728126,D,E,0
Buddhist,Bisexual,White,26-35,-40.82940349057401,62.23157814826696,B,150.96312048639157,D,A,A,A,C,29.060514859848396,D,E,-82.91311997363555,C,85.52102689503587,B,E,1
Other,Heterosexual,African American,36-50,52.160451292327835,208.5956325819522,E,152.194738923427,A,C,D,B,B,-91.19266179423084,C,C,2.696289368915422,E,70.00130701428748,C,A,1
Buddhist,Other,Other,18-25,41.235281398923554,12.800010991361619,D,8.66796644994688,E,E,A,E,A,-224.44605298448278,B,D,81.89947037576565,A,-70.73644182657783,A,D,0
Other,Homosexual,Other,26-35,119.14268807133921,-64.83477409671863,E,-120.89838907638438,E,E,D,E,A,-23.764498250649098,A,C,68.62600392798855,A,41.09687423305209,D,B,1
Other,Homosexual,African American,51-65,121.81470297438233,18.076755018188717,E,-69.89210778272746,D,A,C,E,C,34.99214703467298,B,C,145.26454317251535,C,-4.5716995018034385,C,E,0
Other,Homosexual,African American,36-50,-48.21969306589896,33.57650853544718,B,76.82027302373605,A,B,D,E,D,-26.449019045436255,D,D,-8.68266990556839,D,-17.709485250834252,E,E,0
Other,Bisexual,Black,36-50,218.10221644556248,-7.431256683322552,A,125.45680437612619,D,D,A,D,C,-22.708933758523678,E,D,183.99705863089875,B,27.23259525665216,E,C,1
Muslim,Heterosexual,Black,36-50,-23.345526956045845,-77.77961734428523,D,-39.47670073536055,C,E,C,D,E,-54.213559331434794,B,D,-44.84278505261561,C,141.49030631536175,E,C,0
None,Bisexual,White,51-65,92.90547625330152,2.058846839090746,A,65.20743713829398,C,D,C,C,C,104.79063928102138,B,B,94.76610024345527,B,-74.30620147799617,C,E,1
Christian,Bisexual,Other,18-25,-172.20415588426127,-23.90863247162798,B,-95.13077639978542,B,C,A,B,D,-50.34170094867194,E,C,79.84888913469895,A,-59.91896664013403,E,D,1
Buddhist,Other,White,51-65,1.2111280126110435,-68.63604065771038,D,-131.59588869783897,B,C,E,E,A,30.318844854674964,C,D,70.48880616067504,B,-20.904983165555794,E,A,1
Buddhist,Other,Asian,65+,105.7348340177586,11.264028657784854,D,-16.168188048858603,E,D,D,C,D,-107.00061890082833,C,E,-44.70349718404389,B,30.656572167822016,A,D,0
Muslim,Heterosexual,Black,26-35,143.3969391217714,90.06564863903101,A,-3.379536123283085,C,C,B,B,E,21.70767839923606,C,A,56.07031659303314,A,46.46398526306899,A,C,1
Muslim,Heterosexual,White,51-65,-29.897682479748834,122.45636781501355,D,-1.6107660232051542,B,C,B,E,A,181.74519158386758,A,D,-120.67693859286534,A,93.19800807893357,A,E,1
Buddhist,Bisexual,Black,65+,-220.94830575798278,-27.83269315057726,B,-149.18929763642183,A,D,C,A,A,-19.32777422400954,C,C,45.72524274535858,E,46.46818672643921,D,E,1
Hindu,Heterosexual,White,18-25,-40.597875154993915,-150.15956597751864,B,70.11402043435223,A,D,E,D,B,-70.24988331084352,A,B,-62.316168082920974,E,41.1876714465647,B,B,1
Buddhist,Heterosexual,African American,26-35,-124.11626755229355,59.30696922286886,B,-33.35616302261624,E,D,B,E,E,-119.86788238983637,E,A,-26.796520080906188,D,75.61893589883896,A,A,1
Jewish,Heterosexual,African American,65+,-72.75926970980584,20.358171710390216,B,219.58347558743617,E,A,B,D,E,54.92271089912569,D,C,-250.83998679584562,E,65.8290720206134,B,C,1
Jewish,Heterosexual,Asian,51-65,-131.9821190928642,28.496548535304907,B,161.6849923115798,C,A,A,D,A,92.39103398094726,D,C,13.702386533358373,B,-208.86971338712263,D,B,0
None,Bisexual,Hispanic,36-50,-57.82320962392693,-251.80316669130752,D,-54.680544845226024,B,E,B,E,D,45.810974593908796,D,B,-101.14847043580777,B,-132.9874676517017,E,A,1
Buddhist,Bisexual,Asian,65+,158.50333606993127,150.49329388043003,D,111.06338516180575,E,D,E,A,B,-148.91325536596992,A,C,-80.57572416813358,B,-7.3826006265220805,E,A,0
Other,Bisexual,African American,36-50,-55.48096422614399,-32.87185525776513,C,98.60699889146264,D,A,D,B,D,174.63508740136703,B,A,12.63226270595785,D,-43.357545103608516,D,B,0
Jewish,Homosexual,African American,36-50,57.768826255942244,231.31041698421166,A,28.348366544833986,A,B,C,A,A,-19.293540174881137,E,D,-84.28004177699621,B,72.21072710422736,D,B,0
Muslim,Heterosexual,Hispanic,51-65,-17.52425854617659,19.338187608643562,D,-88.96205744897198,D,B,B,E,B,-24.678078757931708,D,E,-12.65235624337819,A,203.9416411753825,B,A,1
Hindu,Homosexual,Black,18-25,-49.897640382808305,12.790140354867688,E,-120.96115127022861,E,A,C,D,B,35.53862975219332,D,E,-19.308993311451548,E,-126.31642553240839,C,E,1
None,Homosexual,Other,65+,189.25410364806802,-44.230620979332706,D,-117.07323308458302,A,A,E,D,D,28.565664475059066,A,E,-20.699966519707747,C,10.06716242232853,C,C,1
Hindu,Heterosexual,African American,65+,68.80432193923973,-288.03067296351736,A,-15.863667783222288,A,E,C,D,D,100.42121484938934,D,B,-18.98194734040464,B,-71.91020123079296,C,B,1
Buddhist,Other,Other,18-25,22.24145093716651,-140.79333930023384,E,-85.5957781668163,E,C,C,D,D,85.40537726613758,D,B,24.46835056183867,B,50.4312935173326,D,E,0
None,Heterosexual,White,18-25,6.478692154511406,-42.5341476865429,A,105.9814814883297,D,D,B,C,D,-114.12626302613218,C,E,81.64347475453123,D,-205.62736608023374,A,C,1
Buddhist,Heterosexual,African American,51-65,-84.25222692947325,45.24059565349497,D,-16.484826757179462,E,A,D,D,D,15.932890296507093,B,A,114.05204164971732,D,35.59571931013982,D,E,0
None,Bisexual,Other,26-35,-11.239992917210168,127.21650309450622,E,-55.76829984359962,C,B,D,A,D,69.99238538648812,A,A,-10.61414039808566,C,-164.29231941047613,E,D,1
Christian,Heterosexual,Asian,51-65,-2.4190208556843467,-75.79671107912782,B,101.52988807887292,E,C,D,B,A,20.839418326427534,D,E,-149.01108478518196,B,-96.24627094589346,B,A,1
None,Bisexual,Asian,18-25,25.705698020497724,22.33834835328547,D,8.244097671972998,D,B,A,A,A,23.654610775104498,B,C,80.41338376767811,E,-163.05370986706498,D,C,0
Jewish,Heterosexual,Asian,18-25,-22.111053502746934,203.3190874709793,C,-41.640612583753736,A,E,C,C,E,82.9162745205186,C,A,40.64353002234872,C,18.604362365761176,B,D,0
Christian,Bisexual,Asian,18-25,33.56837321153845,-53.84963107209564,C,158.63843400293632,A,C,D,C,D,-87.36822773799321,E,A,81.08057222447621,D,43.70101545031485,E,D,1
Jewish,Homosexual,Asian,65+,-10.110442917152131,30.96706346449808,A,-118.24452837981072,A,A,B,B,D,132.9885515177254,D,C,-12.303095445229369,C,187.6033670577993,E,C,1
Hindu,Heterosexual,African American,36-50,-92.94589150023192,23.825768637887773,C,-60.71831235213032,E,D,A,A,D,-72.70205246083302,C,C,-75.39839769685732,B,11.253847274007873,B,B,1
Hindu,Homosexual,Black,26-35,-170.24944645982438,-36.0428369328291,A,-108.22546827822987,D,E,D,A,C,-67.51634879480417,D,B,88.07911961864183,A,86.34402260602708,A,C,1
Christian,Homosexual,Asian,65+,11.924557064715612,4.813449570851361,D,105.2181875940929,E,D,C,A,D,89.48597018749223,C,C,37.56198623281057,E,-14.80849210069083,D,C,0
Jewish,Other,Black,51-65,-13.657888735684093,14.552484250745671,E,-134.75949548685907,E,B,C,D,E,32.09732952441108,A,E,88.42400023529284,A,207.60473445205378,E,B,1
None,Heterosexual,Hispanic,36-50,7.946463806817221,113.98851572148183,C,34.37742265436745,D,C,E,B,A,-288.64463145043413,A,A,112.79189221277304,D,-11.037117957371155,A,E,1
Christian,Bisexual,African American,51-65,-11.556210090425733,-178.41176443072962,C,107.22643163221936,B,D,C,C,D,44.96831208292425,B,C,49.1138544106363,C,47.87774634289704,A,E,1
Jewish,Other,African American,65+,-85.78438062343847,70.67904955526745,E,-70.24014554438483,E,C,C,E,C,8.606921017365348,C,C,-17.782352096890158,A,64.57401956978737,A,B,0
Christian,Other,Black,18-25,-217.40186290335498,-3.7767308436795584,E,66.96873208768463,B,B,E,B,A,101.2061590572207,C,C,-40.46188328436797,B,47.36489549915341,E,E,1
Muslim,Other,Hispanic,65+,50.17964726834266,91.95088869843353,D,15.320144464075305,A,C,B,D,A,34.23919120163171,B,A,1.4319970555052774,C,-16.05307578794079,A,A,0
Hindu,Homosexual,Asian,18-25,23.11884280062261,-170.8763276475052,C,-174.77517327953552,E,C,B,E,A,140.47306153357647,B,E,-47.5019347362598,A,-14.17882883097326,D,C,1
Christian,Other,African American,65+,5.32418118060853,-6.133647106033129,B,135.99797965249564,C,B,D,E,E,-64.91357147760523,E,B,-58.554258718006125,A,273.3390628615642,C,E,0
Hindu,Other,Other,51-65,30.76126970547785,-3.996458359179301,A,14.58467950499256,C,D,D,B,A,-25.653585293024094,E,A,-70.2240361495534,A,-119.0312291104456,A,D,0
Christian,Other,White,51-65,18.933374476599333,168.26126736126045,D,-66.80442634722831,E,C,B,D,D,2.7013463568981178,D,D,58.632131094762705,B,-56.561495778560364,A,A,0
Muslim,Other,Asian,51-65,31.430824424682935,16.566551669600155,B,-136.6229534027437,E,E,E,A,E,51.96835543103035,E,A,91.17913593742784,B,-47.930631826961125,B,B,0
Muslim,Homosexual,African American,26-35,-86.64130059655642,9.108419784076979,A,210.74315062123304,E,C,E,B,D,63.518095645356624,D,C,-183.98946942222273,C,-75.2950959374394,E,A,1
Other,Homosexual,Black,36-50,-52.40087898361021,16.208407414338215,C,-4.963883878838472,B,B,D,B,B,24.44505948819269,A,C,-59.18987109479171,C,77.99417944160744,C,B,1
Christian,Other,Other,51-65,-24.017058451113584,-189.89283524510168,E,-144.24168518544397,A,E,B,B,A,-73.46700746048187,E,E,56.58978034721292,D,-27.410869498929163,D,A,0
Muslim,Homosexual,African American,36-50,-177.48722154796675,-87.53446047401651,A,6.370799814683298,B,E,C,E,A,33.74317312285222,C,C,-34.76750014275123,C,-133.48866773406846,A,C,0
Other,Heterosexual,Other,36-50,-48.94398100549526,36.28110338294155,E,29.069368163050747,D,A,A,D,C,-35.502882036124156,E,C,118.81594276698166,B,118.95357180526365,D,B,1
Muslim,Bisexual,Black,65+,-85.96151459361973,-111.89961450408059,D,142.6241318992896,D,E,D,B,A,-191.42817222553091,C,D,38.72753041882346,D,-11.990265125512614,C,A,1
Jewish,Bisexual,African American,51-65,48.090086395346106,47.43439432798837,E,35.12270735965723,D,A,B,A,A,44.27513157803224,B,A,-162.70413285075045,A,-40.2432559844133,D,C,1
Jewish,Other,Black,18-25,25.714168924689922,-53.37436388443554,A,5.593512395453524,A,E,E,B,A,44.73967453021493,E,A,-162.58324682799204,C,223.58633840528356,E,A,0
None,Homosexual,Other,36-50,-169.79486627636314,57.18560583251849,C,24.38370302735799,A,E,E,C,C,114.96342304996313,C,A,-94.9635196267845,B,121.71397018184574,D,A,1
Muslim,Homosexual,African American,36-50,34.48576935466773,-33.596402530001576,B,-163.2853329474555,E,B,E,C,C,-99.7268812303232,D,B,-37.80000602065062,E,-100.90645459048564,C,B,0
Muslim,Bisexual,Hispanic,36-50,87.40983547400144,-1.2704857826854847,E,20.497679618596905,C,A,C,E,A,-45.29702379922457,A,A,-80.51078425311324,D,-76.83806216918785,E,A,1
Buddhist,Bisexual,Other,36-50,72.91956937376663,162.65198684133892,D,-200.85639318968077,E,E,A,B,E,23.986791444370134,B,A,133.2064070907167,A,4.30204367247842,A,B,0
Hindu,Other,White,65+,88.40300149436243,-74.59115738382235,A,2.964298030427263,B,D,E,E,B,-63.96550773432307,E,A,-93.34486841412341,C,-160.32851232806257,B,E,0
None,Heterosexual,Asian,18-25,79.31951840358268,-13.731447658776638,D,148.17767144652515,E,E,E,C,D,-92.8520578787112,A,C,-83.45550292545848,A,-49.69072889731281,E,A,1
