marital_status,faith,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Widowed,Jewish,Mexico,102.63878746976884,E,A,-28.012038661793433,-44.70897806561966,-46.74085048331423,D,C,D,A,-153.99531634097318,E,A,32.973331867147344,33.645308640592866,-26.93200061802995,C,104.24691348565558,0
Married,Muslim,Mexico,14.288175773794807,B,D,-70.70463775125474,-109.86626210858827,-38.16198816303009,A,D,B,D,-49.364404702963824,D,A,10.394628587844696,-203.30410215880397,146.44601072492506,C,44.19057511531588,0
Single,Jewish,Germany,-28.312491299064558,B,E,-33.679993573471705,110.59824200768524,-54.20688040628677,B,D,B,E,147.30865657010347,C,D,-91.28831034950213,-265.3181795926062,-131.90115255163963,C,43.12612565792378,1
Married,Buddhist,China,-110.8725469894577,D,E,-32.481557974170336,118.36788897434533,-34.02929321818798,B,B,E,D,24.933048428807002,B,C,87.02637603567241,-54.21772289178223,-114.76885204535282,B,-88.85860826828979,0
Married,Hindu,India,141.82418239451337,C,A,-42.25361369333417,-111.63411474767217,164.56687927917338,E,D,E,A,-36.61896113241655,A,A,-1.9155778187774222,-175.71477180285336,30.342164653757298,C,-87.67830074338771,0
Single,Hindu,Germany,38.376762929673255,D,B,231.92343645550787,-117.6354493733802,47.229845058602635,E,A,E,B,-36.22538306720455,C,A,-55.469925034789526,69.0640725671291,-13.49186311102579,A,-23.387777516505942,0
Single,Hindu,Germany,-57.20827450315444,B,A,78.70396392443463,-8.95390888850236,-155.25465305094897,D,E,E,A,-38.16888708921589,B,D,-78.75628521271129,228.5398180756802,6.371118378471833,E,52.739593845757895,0
Divorced,Jewish,Germany,-38.621341132353834,C,E,-26.96038936625287,72.69297959952392,146.87930496527912,D,C,C,D,106.85739133407492,A,D,-190.9123777026852,41.76918743979586,105.20769802372665,D,-43.37568330563815,0
Divorced,Muslim,India,80.2504142575896,C,C,168.65909234188413,27.43355433048531,-32.424111312258965,A,C,D,C,-48.89507965961869,E,C,-101.23486346170102,181.76821278239544,-176.34341269858567,C,-153.71386170346565,0
Divorced,Christian,Mexico,-12.424997343824197,A,B,242.11432730078815,121.879532242597,53.766483017872005,B,E,E,B,-68.84829225923171,C,D,-43.189194581962404,-4.274703334377509,-141.3118186004309,A,-70.62337306331673,0
Married,Hindu,China,-73.86333989354524,E,D,48.278184825350365,182.34631042594214,14.538833284255517,A,C,B,B,-66.65429299761881,A,D,32.177544953709805,29.242206468040973,71.57928188771452,E,112.00256287031756,1
Widowed,Buddhist,UK,-41.409861334110424,B,C,-36.25788561131571,-18.423846807180393,-134.05547724648076,C,E,C,B,-183.7494187947242,B,A,-30.816061543347107,-37.26182841399096,111.99067449955007,A,139.33931673136274,1
Married,Hindu,Mexico,53.47431906046916,E,C,57.45792228981229,8.869498795196995,170.10560201606606,E,E,B,D,261.5312236990865,C,B,31.572027869784108,102.54480410767599,157.5968315765042,E,-58.808570447416706,1
Single,Buddhist,Germany,26.675516496496048,C,C,-134.10190272594804,-0.5236256353607306,-68.85122552677824,C,B,B,C,-49.91441399844187,D,E,19.658757386973797,-62.46680127933721,-13.191803632871684,A,-71.60291798850992,0
Divorced,Christian,Other,-72.94633378526667,E,E,-108.74231390948697,60.565996802592046,-78.40571437531473,D,E,C,B,159.3935551114362,C,D,-74.53517534844633,-193.82506267657664,-52.912052217774864,C,-48.81688350579892,0
Widowed,Other,Germany,37.05114767127674,B,C,85.61161261495685,80.35253899361079,116.05499168902851,D,A,B,E,-286.238750476514,E,E,-34.502813955404605,28.305357673510045,81.76037620088434,C,173.60586418106107,0
Widowed,Christian,China,-164.27433709779854,E,C,22.252240172950223,3.7368757968688855,82.634423584187,E,A,C,B,59.78699035609281,B,A,88.12164512601095,-173.82089047764535,46.92129015446832,C,-154.23919273878573,0
Divorced,Buddhist,Brazil,-113.00111574378839,D,B,-63.11323175079825,195.67461041790352,-46.636476111529454,D,E,D,A,42.84798810233838,A,A,40.66770918447561,61.450776944844,144.09751300477097,E,3.2077423702632593,1
Widowed,Other,UK,123.28626877571939,E,D,-149.28551566940635,-26.028333150674655,-94.87219635970939,B,D,C,E,22.687213850574604,A,C,-74.3730570189583,-96.10586848210902,24.94171131311597,C,-112.08730578624912,0
Widowed,Hindu,US,-146.76514203564432,E,C,-122.74049713974773,184.88824019534943,-49.88779229622519,E,D,C,B,47.26919111502657,C,C,97.72551554985426,31.450702286718524,0.41477079420324836,E,61.96207371432795,1
Divorced,Buddhist,China,-44.972642435602516,D,B,86.37714267287113,289.9701264439082,201.49367161845285,E,C,E,D,-131.21134278170447,C,A,152.74746274667442,-36.915292215079425,-38.59370579084831,C,-133.58132634068335,0
Divorced,Muslim,US,104.92759779614653,E,B,25.96739257054613,-47.69471588393633,-47.33663317943248,C,C,E,B,-39.03240466218198,C,D,124.1469708296705,71.82999166159232,-63.842667732706346,A,15.74580993876583,1
Widowed,Buddhist,China,110.92639436421665,D,E,-5.602513189872493,-116.67764672210777,26.027286318876,A,E,B,C,28.852183745521543,E,C,28.061766582584475,-70.63972545874444,159.99368934905212,D,-81.06189065588295,0
Divorced,Muslim,US,204.75528053563633,B,A,92.85712380646541,-8.209317871478847,91.90909156001243,A,B,D,E,161.6484759684167,C,B,-77.71184677150774,19.74340914531805,-119.22104702940828,D,-73.11936907607748,0
Married,Other,India,11.045472067423745,C,B,-48.7859890747222,15.85976098076969,-44.103278229459484,E,C,C,C,21.061717270417933,C,D,168.66547776695074,116.12158728896136,-49.44256435219963,B,-264.3241452408947,0
Single,Other,Mexico,-143.70341963100628,E,C,103.85287655583055,-172.7120735321263,-124.4611681547446,E,B,B,A,-23.03554346534519,D,C,-68.95839680553247,-28.431862643231597,-51.924266196251004,D,42.951134439853675,1
Single,Jewish,China,29.516004765384213,E,C,57.034966145761025,96.02632292583363,80.50485365319051,C,C,D,E,-35.08819087621415,E,E,17.741690224398667,-74.93412374072047,15.365441888045165,E,111.5354611459183,0
Single,Other,US,106.78352642791273,C,C,78.45355677477613,29.294961820315653,-52.74243901127373,C,B,D,C,-93.65273380105587,B,C,176.00395052791333,243.15420750944088,30.23533858471053,E,-84.49822098843414,1
Widowed,Christian,Germany,-49.743393531497716,A,D,-90.46027692190114,54.89345986050601,91.5813310095941,A,B,D,A,49.16072462569742,A,D,-72.34700110506049,-129.2969015137071,46.671616418081854,A,20.134378312917704,0
Single,Hindu,Germany,117.86053241026373,E,C,84.77862135118107,-84.46341404101076,56.997936584976685,A,C,A,E,108.92006880941139,E,D,-136.0509258239968,105.11173695358468,-129.50478445288704,A,32.113108150573396,0
Married,Muslim,Germany,152.9423862055934,C,A,138.30112237156794,218.6563728317798,9.725239659815973,A,B,A,A,-3.0477265015670216,C,A,-6.590668591263469,-66.37621475615565,102.935772115067,C,-54.21216012152773,1
Divorced,Jewish,Brazil,37.183743575627304,E,A,-67.17397723877791,4.382798826758143,-51.61706001925326,B,E,C,D,-11.336855579421954,E,C,-23.524533968382464,-27.822607013730345,35.37822464377861,A,-6.5734482987233,1
Widowed,None,US,52.855046038785666,A,A,-31.871986711419186,26.45688541769202,26.516893069436282,A,C,E,B,-10.895435293237048,B,C,-91.78408074489066,100.01939514999872,38.090491390845415,A,106.12121357288488,0
Married,Hindu,Mexico,-28.01679307956375,A,A,67.76970969333284,102.79713676581281,9.654137691306788,B,B,D,E,-33.73623397100942,C,D,-51.725593653450666,-78.94187091215079,-61.73297529802173,A,32.315429130445686,0
Divorced,Muslim,Other,-52.657727808694645,E,E,-37.03468350277565,49.61565381717463,41.2259874564531,A,D,D,B,-44.282599843077,C,A,-30.110845597456343,-40.59477434835363,-53.65978464921927,A,-34.05691716846577,0
Married,None,India,102.05939326482371,C,D,65.31921370652081,-155.2132249617609,-138.24598543764793,E,A,A,C,36.91004062394218,B,D,-43.7127635587856,33.82928217528936,-68.10643034685809,B,42.07219226747469,1
Widowed,Muslim,China,-4.838636586070626,B,D,72.27809653406523,-29.962129698124297,91.63240244877653,D,B,E,D,-43.53136666471682,E,A,-78.21961728817371,-108.88754785847787,67.86231842840166,A,-69.76418070430654,0
Single,Jewish,Other,-126.99032523722316,C,A,-23.336514776593816,133.84755430020093,-59.203217416419264,C,D,B,A,-43.650959821794466,E,C,-178.77934563055155,-11.27724499629521,80.36244881218057,B,20.121864984373087,0
Divorced,Christian,US,65.52148758257985,C,D,56.24798515764498,137.9499202004233,34.79579738553304,A,E,D,C,85.02960176810025,B,C,-2.2258228514189584,122.5973242973635,-25.9031084726368,D,-80.73216961280691,1
Divorced,Buddhist,Mexico,76.98990942625323,D,E,30.039795313850227,-79.90964916375934,-99.13356868306884,A,B,E,C,49.49902714631453,A,B,-23.57968201025018,-47.94566582698959,59.06237188280715,B,-110.33120848644522,0
Single,Muslim,Other,116.1123080239484,E,B,-7.728970520255764,143.76178803540972,-112.07313767316333,A,D,C,B,36.0532517224913,E,E,62.4220851779273,-75.02768239077021,17.18192313056724,C,38.30173383790998,0
Married,Muslim,Germany,-64.95730617423526,C,E,165.90250705328026,109.43334100010614,-125.02525788406096,D,E,D,E,-122.30457118845759,A,E,84.87663524464641,18.096181061780033,-20.365061436431397,E,-135.9983469595222,0
Married,Other,Germany,-46.12690918534491,B,A,-238.6175336334612,40.10809969910305,28.931672863844547,A,B,C,B,-128.84181185071049,E,A,107.44752184724764,33.72313375653386,187.9675571307692,C,35.05574874442114,1
Single,Other,China,-9.431667946362312,E,B,-68.00121735334444,164.53406274902113,-26.816305879782192,B,C,D,B,-67.54683404792338,E,B,61.335997469874684,-180.49673221279048,119.38873513997169,D,231.62176746306466,0
Married,Buddhist,US,-83.8754201934988,B,C,9.882549952286466,162.72727426585087,-0.641584990025525,C,E,B,E,243.20931341972033,E,D,9.747119726662655,26.094683101171157,-74.46388423276771,B,121.20260432086722,0
Divorced,None,Mexico,130.87249868552468,A,B,-84.52052990402589,-2.384028520759728,31.24050268772291,A,E,A,E,-31.380998499343804,B,A,14.406983283186726,-268.5488552584353,62.59850982548918,E,100.10468341822676,1
Married,None,US,-81.94442515430394,A,A,48.56628539858329,158.72033411868486,57.29101415036979,A,E,E,A,40.032406992941574,C,B,181.7934834445857,73.29896070892417,54.788806594892414,D,146.83426974965113,1
Married,Buddhist,Mexico,-103.17495875824044,C,D,93.09425967300695,-64.99080103373257,-30.165911949033198,E,C,E,C,116.00172108519126,D,D,150.0799816677406,47.92237443602882,88.80577882605691,C,23.526108863695075,0
Divorced,Buddhist,Brazil,-12.018884344554145,E,B,110.7579837583337,-92.89679853957514,-226.63239780621805,E,C,C,A,110.01969807040246,B,B,126.02780093753756,-30.334610987330578,-113.23467085989212,E,116.32083813339342,1
Married,None,UK,35.70348040884584,D,A,-174.9418502284446,135.30565749905765,31.301087743989815,A,B,B,E,-61.889750053893366,D,B,143.69923510421518,47.832522658424395,14.39161399311292,C,111.197838903481,0
Single,None,Other,-163.4827795532211,E,E,132.7567159058088,108.86439637095617,-40.55301977522274,C,B,E,D,-65.62939162096603,D,D,-109.27073564445212,-103.29473538259066,-49.831082351739695,E,-36.490608490028926,1
Divorced,Christian,China,40.09991160352572,B,D,41.13863623471972,-40.69143660098234,147.4125102503977,C,E,B,C,74.96735576534267,B,A,46.83898910014663,18.10508582879855,74.59011236572432,E,-81.52809090320049,0
Divorced,Hindu,India,-20.745876828715463,A,B,185.64028857718907,112.80672335456639,-57.66346963776314,D,A,A,D,-40.950528808186974,E,B,71.2189605574782,77.56972836122446,13.318751071784607,B,-88.41464290292194,1
Single,Christian,UK,125.4112779291304,D,C,-102.6207636354328,39.43668726482871,200.65639072465186,D,E,B,B,89.21863148607834,A,C,117.87589125158966,-18.577967808660066,-155.86493222741444,A,69.50668121689093,0
Single,Hindu,China,214.80018931815715,A,B,27.017883820296294,35.44718008234955,60.00309585946159,B,E,A,C,-23.92248090315205,A,A,-140.56541985762289,-137.4673449593026,38.29777792824804,B,-24.027676675702693,1
Single,Jewish,Other,210.47579184710094,B,A,-16.934508997164702,-205.25954659765628,4.1113584466017725,C,A,D,C,195.6778894137474,A,D,-114.63580245926195,-34.11244310328853,-68.62665675199413,D,166.11607538197094,1
Married,Buddhist,China,-11.426983313686145,D,E,-70.28783639774325,63.08840354094701,-53.5170969052164,C,E,E,D,-98.26071921932956,E,B,53.02195927175598,186.25161513644304,45.66416660746168,B,-78.92220548478295,1
Single,None,Brazil,-281.42653983778484,D,E,135.52158712486738,206.03683733814682,-65.10875998410664,A,E,B,D,56.84075383831809,B,E,35.61672927713501,-155.43604671986085,-113.63722458289305,D,152.11475939869337,0
Widowed,Hindu,UK,65.21172262581322,A,A,59.05392803531776,50.18926197842523,94.14395414275958,E,D,D,B,33.71823956184523,A,B,-69.18456901734741,320.0582914199296,175.20496728164642,B,-238.57409002725896,0
Married,Buddhist,US,-235.77581546229817,D,C,0.24375053291464127,-59.363542190138716,-158.1121481082656,D,A,A,C,-21.941339454147165,A,D,-208.07678226454297,97.6587519095363,184.27373001229986,B,-83.20128145890978,0
Divorced,Christian,UK,162.84631439712985,C,B,38.4820118638309,7.589495406808738,-34.40568507640111,B,D,C,E,-265.1335881045716,D,B,-313.69372874839735,54.612393700947436,78.45583285876307,A,-35.093426485817446,1
Single,Buddhist,Brazil,53.9959110004094,D,A,-26.49626038194588,22.564140785256363,-55.75962576228377,C,E,C,A,4.719546297519249,D,D,93.47748705837718,-4.690569053992147,8.019217841797705,A,-104.30109019758278,1
Widowed,Other,Germany,178.75632220261826,A,A,-15.182896781745145,-44.12427837307359,-72.76925516198922,D,E,E,B,-1.7198559955805979,A,B,-17.830490090010926,68.48311492309304,-120.90042409165697,E,-34.99076416196315,1
Divorced,Buddhist,India,6.66057016045028,E,A,-60.73546427991451,128.6860171106219,217.62372714541002,D,A,C,C,-35.891580819910786,A,D,42.333570843822535,165.3875142215206,-1.2402093666989502,A,-61.335819219554864,0
Married,Hindu,India,84.23443068611343,D,E,251.33277467769233,233.55594372903252,-90.02264649841804,A,E,B,D,-14.00712379278679,D,A,-187.0324621140735,6.261052234083555,122.09833356300328,A,53.238987885479276,1
Single,None,China,59.06232772769042,A,A,89.22025048442276,-63.27048967556659,-136.90930006823777,B,A,D,B,51.169376139465705,E,D,29.174648733353248,126.7698000499403,-115.5695725208387,C,-146.73435846784048,1
Single,Muslim,China,89.90338314992863,B,D,-33.08178554058417,48.96570533400499,-34.44972773271095,B,A,D,E,142.40330576387203,C,C,64.52387702670991,54.55208254853555,10.716813251049823,A,15.306483172986733,0
Widowed,Hindu,Brazil,-147.70970167683186,D,D,-87.10947535579838,-34.32390000919226,-14.826221671788828,E,A,A,A,-23.292033428437005,D,A,50.540937465475885,-123.47478224838208,26.614050512605044,A,93.32075432107565,1
Widowed,Buddhist,UK,-65.35927516509152,E,C,151.17557593685584,50.236434511978004,-59.511243158622904,A,E,C,A,-33.56519380534534,B,A,118.03729083327225,67.91176642929845,45.43724608800102,D,134.4278579477632,1
Married,Hindu,India,-130.85254673909986,A,E,18.46213232048697,-10.188949137893978,69.08072660704518,A,E,B,D,68.01073526604094,C,C,0.9106873432320387,-9.20882660044794,-46.9708852823856,B,-35.13600322450269,0
Single,Hindu,Other,63.57827887342289,A,C,-247.61947732680048,54.48385292395002,40.670123305129565,D,B,E,C,12.118838881808902,E,E,107.00593530379112,286.34752901319735,-194.76135214273293,A,68.14493617893538,0
Married,Muslim,US,30.47179832421594,C,C,77.4823791269344,-213.81659157660073,22.03114743723618,A,C,D,C,-101.64880802656484,E,B,28.70765668533779,-24.10092359525795,-80.36768581633036,E,-83.34278488219066,1
Widowed,Christian,Mexico,-4.3826656128908414,E,B,48.86384421654077,116.13898194688134,128.3463101032487,B,E,E,A,-12.133062369313032,D,D,-47.77361550850669,-42.98834230088883,-98.46029088225008,C,-25.526669540629694,0
Widowed,Christian,US,-61.23912891989596,C,E,-91.24780982771622,11.587450875770763,-40.87149372627969,E,A,B,C,207.09399999134672,C,C,37.486547568181614,123.4708069560082,25.63702422808603,B,12.287027915305877,1
Single,Christian,China,-97.20919523989981,C,A,63.398458224669504,11.029262158276161,-145.40185405514862,E,E,B,C,-28.475871796358238,A,E,-66.45784939774094,153.06493662644414,-15.148956937565519,C,81.87028592374325,0
Single,Jewish,Mexico,139.19641541307328,C,E,120.83889188764863,11.512387491161821,-111.94241164721358,E,B,C,D,-6.4313146094791245,C,E,179.82894994044705,207.70069095827978,62.473787731132354,E,-28.319690375505953,0
Single,Hindu,Germany,77.55554505381484,D,D,80.22824781043109,-49.05416820218309,80.73488727548609,D,C,B,D,-155.16075001100657,C,A,-90.70323372050287,-61.80919810245381,104.95826170269493,B,91.24974965050224,0
Divorced,None,Mexico,60.164909264545976,D,C,-74.04464910710342,26.619623002726726,-36.09378008355549,D,B,D,E,156.25995052163216,D,C,-103.38204890976881,-85.53511547691126,-105.38494654037795,C,-35.82753424568549,0
Widowed,None,US,31.549277286871973,B,C,51.65822401260708,-43.82566174537502,75.6848734857443,B,D,B,B,103.91490337416454,C,C,198.69552548198504,-63.542280060658065,139.71821233045927,D,71.90385236032724,1
Widowed,None,UK,-42.53032869048995,B,E,81.17073063650689,62.85752167041538,5.4988989986954735,A,E,B,C,159.90740593619017,A,E,-114.01082203816915,37.946076443411954,95.43445569206729,B,-67.94493348349168,1
Single,Muslim,UK,-181.7873134829487,D,C,38.00712482398204,122.29842092657945,-58.15180406074688,B,C,D,A,69.7139247716094,A,B,58.78443647241279,39.95283310394298,100.87007370360159,B,40.128205945303264,1
Widowed,Buddhist,Mexico,29.065836562728105,A,B,35.24203522909238,80.7820451829736,11.005003597238431,A,B,B,E,81.127066154756,C,C,94.58675103057142,48.8640381129496,82.96305177970225,B,-70.71121041529354,1
Widowed,None,Germany,-125.75116226806055,E,B,107.15261953759135,-103.91705681240391,178.2598170437863,A,A,E,B,20.49780148668866,A,C,52.76276246829422,66.56317701841927,15.541794275409707,B,-90.52756856833366,0
Single,Jewish,China,-111.21095861935774,D,B,146.61896882210513,-94.80536852443365,-32.695242316237824,B,C,B,A,54.01035235298885,E,A,20.881109796150014,-31.81788970547933,-5.9428409924633705,E,55.71437815008938,1
Divorced,Jewish,Other,-147.92984488655577,A,B,-29.66184013384354,-8.819460191362447,-55.17953406396775,B,E,A,A,-113.70929988416533,E,C,-48.84558656628802,-51.967840715293256,40.51955598708686,D,-20.201993816763924,0
Married,Hindu,India,-39.42492795325666,C,A,-133.6304627166699,-3.443883662718074,-73.9254798055585,B,E,E,B,8.594197840050576,D,E,-42.59388125962548,-43.80500159091351,41.30561199811794,A,96.5425962156641,0
